SAL_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
SAL50963,10,8,18,104,89,192,28,21,45,138,114,258,0,0,0,8,7,17,0,0,0,8,10,20,0,0,0,8,10,16,0,6,3,13,9,24,0,0,0,6,4,11,0,0,0,6,5,11,0,0,3,15,19,36,0,5,3,17,20,42,4,3,4,37,22,62,10,11,19,51,38,85,3,3,4,33,22,59,10,6,12,48,27,75,10,7,13,96,82,181,25,21,44,130,111,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,63,25,20,42,66,47,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50964,0,0,0,41,37,78,0,0,0,37,37,78,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,9,12,0,0,0,6,9,12,0,0,0,0,7,10,0,0,0,0,7,10,0,0,0,3,6,9,0,0,0,3,6,9,0,0,0,11,6,19,0,0,0,11,6,21,0,0,0,12,5,22,0,0,0,12,5,22,0,0,0,39,39,74,0,0,0,41,39,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50965,0,0,0,6,4,9,5,0,3,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,9,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,5,0,3,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,3,5,0,0,0,6,4,8,0,3,3,6,3,12,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,23,20,37,0,0,0,23,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50966,0,0,0,20,14,37,0,0,0,22,17,40,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,10,0,0,0,4,4,10,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,4,5,10,0,0,0,4,5,10,0,0,0,4,4,8,0,0,0,9,4,10,0,0,0,0,0,4,0,0,4,0,4,5,0,0,0,20,16,35,0,0,0,18,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50967,0,0,0,20,26,40,0,0,0,20,26,40,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,0,0,0,8,8,7,0,0,0,5,5,11,0,0,0,5,5,11,0,0,0,5,3,7,0,0,0,5,3,7,0,0,0,17,22,38,0,0,0,17,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50968,0,3,4,38,32,74,0,3,4,41,41,76,0,0,0,5,3,7,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,8,0,0,0,18,12,25,0,0,0,18,12,27,0,4,4,10,9,17,0,3,3,10,13,19,0,0,3,7,5,15,0,0,0,11,4,17,0,3,4,35,34,67,0,3,4,36,41,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,27,0,0,0,14,11,27,0,0,0,24,18,40,0,0,0,24,18,40,0,0,0,3,14,14,0,0,0,3,14,14,0,0,0,5,5,10,0,0,0,3,5,10,0,5,4,61,63,125,6,6,10,69,68,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SAL50969,31,30,64,793,922,1716,54,57,112,876,1006,1890,3,6,8,41,29,75,3,0,9,49,35,86,5,6,10,83,102,178,8,6,11,88,106,199,7,7,12,88,90,180,4,9,13,99,104,201,5,4,11,184,197,385,13,12,28,199,219,421,6,12,17,201,262,467,17,14,31,221,289,510,3,3,4,197,237,434,10,17,25,207,254,467,27,33,60,729,844,1574,34,42,74,790,917,1709,0,0,0,3,4,10,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,30,28,59,0,0,0,30,34,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50970,133,141,268,3676,3689,7370,196,171,365,4004,3995,8000,15,11,20,215,196,407,19,8,28,243,216,455,39,13,50,579,534,1113,43,26,70,660,573,1233,38,26,61,559,511,1075,12,28,38,607,564,1172,21,31,49,910,926,1838,67,57,122,1002,1014,2012,19,38,61,893,956,1855,38,31,68,955,1031,1983,9,19,26,521,562,1081,15,18,35,544,596,1138,126,131,259,3587,3616,7204,170,157,321,3881,3901,7788,4,0,6,6,4,6,0,0,0,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,8,24,55,42,97,11,0,13,81,54,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50971,10,14,24,42,6,48,10,0,10,62,24,87,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,0,0,0,0,0,0,8,3,9,0,3,3,4,0,4,0,0,0,8,3,11,4,3,6,21,7,23,5,0,5,30,8,36,0,0,0,14,5,17,5,0,5,16,3,20,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,42,6,48,10,0,10,62,24,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17,0,0,0,14,5,17,0,0,0,16,5,21,4,0,3,20,8,22,0,0,4,25,4,25,5,0,5,26,3,38,0,0,0,3,5,15,0,0,0,8,5,13,8,5,14,149,40,191,34,4,36,190,47,235,0,0,0,4,0,4,0,0,0,4,3,8,0,0,0,4,5,11,4,0,4,10,5,11,0,0,0,0,0,0,0,0
SAL50972,0,0,0,14,21,34,0,5,7,17,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,6,5,17,0,3,6,11,7,24,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,11,16,30,0,5,7,15,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50973,0,0,0,43,35,84,4,3,13,47,42,89,0,0,0,3,4,9,0,0,0,3,3,9,0,0,0,4,9,12,0,0,0,4,7,13,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,9,15,19,5,0,4,11,16,25,0,0,0,12,11,22,7,3,6,15,9,30,0,0,0,3,5,7,0,0,0,3,5,7,0,0,0,43,35,81,4,3,13,47,42,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50974,3,0,6,28,25,48,3,4,9,32,28,58,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,11,0,0,3,8,4,12,3,0,3,11,8,22,0,0,0,11,8,26,0,0,0,10,8,14,0,0,3,9,6,16,3,0,6,23,25,47,3,4,9,30,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50975,0,3,3,101,104,207,6,6,13,107,112,216,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,4,14,18,0,0,0,6,10,21,0,0,0,14,9,24,0,0,0,15,11,25,0,0,0,16,12,25,0,0,0,16,15,27,0,0,0,35,38,72,3,0,3,38,44,79,0,0,0,35,28,56,0,0,0,30,32,61,0,0,0,89,96,186,4,4,7,89,103,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50976,0,0,0,31,23,51,8,8,15,36,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,3,3,0,0,0,5,7,4,0,0,0,5,5,16,0,0,4,12,9,22,0,0,0,17,8,26,0,0,0,19,10,27,0,0,0,28,17,50,8,8,15,32,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50977,0,0,0,10,13,25,0,0,0,10,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,0,0,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50978,0,0,0,75,73,152,9,8,12,82,79,163,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,7,15,0,0,0,9,7,15,0,0,0,30,32,65,3,5,12,37,41,77,0,0,0,36,29,64,0,6,3,34,32,68,0,0,0,62,65,125,3,0,4,72,64,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50979,0,0,0,9,12,21,0,0,0,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,5,3,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,4,5,0,0,0,3,4,5,0,0,0,11,4,17,0,0,0,11,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50980,4,6,10,184,153,338,27,24,47,215,181,394,0,0,0,17,7,21,0,0,5,19,10,26,0,0,0,28,16,52,0,3,6,33,22,58,0,0,0,24,10,29,3,0,5,22,14,34,0,0,0,30,31,65,4,7,6,34,40,76,3,0,3,63,58,120,9,8,12,75,65,141,0,0,0,32,24,53,3,3,5,34,27,59,4,4,14,173,147,314,17,16,37,194,163,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,4,3,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50981,0,0,0,25,24,55,4,6,9,28,32,63,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,6,7,12,0,0,3,4,8,12,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,5,4,11,0,0,0,5,4,11,0,0,0,10,5,15,0,4,0,9,12,16,0,0,0,3,3,8,0,0,6,5,6,9,0,0,0,25,25,53,4,6,9,28,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50982,0,4,4,33,25,56,3,3,8,35,30,63,0,0,0,6,0,9,0,0,0,4,4,4,0,0,0,6,3,8,0,0,0,6,6,12,0,0,0,3,5,12,0,0,0,3,5,12,0,0,0,5,6,16,3,4,6,10,5,18,0,3,3,8,10,14,0,0,0,8,11,20,0,0,0,3,0,6,0,0,0,3,0,6,0,4,4,32,23,54,3,3,8,29,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50983,0,0,3,84,81,164,25,20,44,110,100,213,0,0,0,5,3,9,0,0,0,5,3,9,0,0,0,11,8,18,3,0,0,14,12,25,0,0,0,0,9,10,3,3,6,6,9,18,0,0,0,19,15,28,0,9,11,20,14,35,0,0,0,26,26,56,7,8,14,36,30,71,0,0,0,27,18,40,5,3,14,36,23,55,0,0,3,79,78,155,24,20,46,104,96,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,3,0,3,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50984,0,0,0,15,15,25,4,0,4,17,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,5,0,3,7,6,17,0,0,0,12,15,25,4,0,4,12,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,11,9,22,7,0,7,15,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,6,4,3,0,0,0,5,4,7,0,0,0,5,3,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,9,22,7,0,7,15,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50987,5,0,4,114,97,213,39,24,62,152,123,286,0,0,0,5,3,16,3,0,3,11,3,14,0,0,0,19,16,33,9,3,9,27,17,45,0,0,0,15,11,22,0,4,11,21,19,36,0,0,0,16,21,40,8,6,16,28,28,58,0,0,0,34,33,68,12,10,21,41,43,86,0,0,0,22,18,38,8,5,8,30,21,49,0,0,3,106,96,203,36,24,62,142,123,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50988,131,150,278,631,639,1279,103,99,204,870,885,1755,16,15,26,25,26,57,3,4,13,48,52,93,30,34,59,76,78,157,11,17,27,115,126,246,24,22,49,70,57,127,16,9,20,106,87,195,25,35,60,132,140,267,29,21,53,181,192,382,28,29,58,180,171,351,26,26,56,238,227,459,10,12,23,152,159,310,16,26,41,182,197,373,116,137,257,583,596,1181,90,92,182,793,833,1620,6,0,6,0,0,3,0,0,0,4,0,8,0,0,0,0,6,8,0,0,0,3,6,9,0,0,0,5,0,5,3,0,3,5,0,5,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,0,5,6,8,3,13,46,35,82,32,8,33,86,43,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
