SAL_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
SAL50833,4,10,10,127,248,375,0,4,6,129,260,393,9,7,24,158,195,357,0,0,0,170,204,378,0,0,0,49,56,98,0,0,0,47,56,101,0,0,0,12,12,25,0,0,0,10,12,25,11,13,27,178,177,354,0,0,0,194,187,380,4,8,13,111,81,194,0,0,0,114,89,205,0,0,3,26,22,50,0,0,0,28,28,59,5,5,9,46,51,91,0,0,0,46,55,101,13,9,21,164,231,400,0,0,0,176,244,420,0,0,0,30,15,43,0,0,0,30,19,45,4,4,13,173,216,392,0,0,0,177,219,403,27,38,64,1766,1565,3335,6,14,25,1803,1625,3432,3,9,12,106,93,195,150,148,295,268,241,504,61,83,144,2583,2452,5035,163,163,323,2806,2697,5505,27,44,72,1857,1669,3522,6,14,25,1891,1723,3618,14,20,38,431,451,883,0,0,0,447,473,920,10,6,15,130,135,267,0,4
SAL50834,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,21,0,0,0,11,20,24,0,0,0,0,0,0,11,11,22,16,11,26,0,0,0,16,19,34,11,11,22,28,31,61,0,0,0,11,15,21,0,0,0,11,20,24,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0,0,0
SAL50835,4,0,3,68,123,189,0,0,0,69,123,191,10,0,10,111,135,241,0,0,0,117,135,250,0,0,0,33,41,77,0,0,0,34,41,78,0,0,0,3,10,18,0,0,0,3,10,18,0,0,0,74,60,137,0,0,0,81,59,136,0,0,0,66,33,92,0,0,0,64,33,94,0,0,0,15,12,26,0,0,0,18,12,31,0,0,0,16,27,49,0,0,0,16,27,49,0,4,4,125,192,310,0,0,0,125,195,315,0,0,0,23,12,25,0,0,0,22,6,29,0,3,3,122,166,287,0,0,0,122,166,289,17,21,40,1168,1195,2360,0,3,10,1193,1219,2409,5,0,5,73,51,116,76,45,124,155,93,249,31,29,63,1720,1773,3498,84,55,139,1836,1860,3699,17,23,44,1252,1289,2533,0,8,7,1269,1312,2585,6,5,12,307,312,613,0,0,4,314,313,634,0,0,0,68,96,165,0,0
SAL50836,0,7,12,11,18,27,0,0,0,13,21,37,6,19,30,20,15,32,0,0,0,25,37,64,0,0,0,5,4,4,0,0,0,5,3,10,0,3,3,0,0,0,0,0,0,0,3,3,22,26,50,14,7,14,0,0,0,32,31,65,8,10,20,6,3,8,0,0,0,14,16,32,3,4,10,0,0,0,0,0,0,5,4,13,0,3,3,6,7,10,0,0,0,8,4,15,3,9,7,4,11,20,0,0,0,9,20,33,0,3,7,0,0,0,0,0,0,3,3,3,7,11,21,9,7,18,0,0,0,18,15,41,73,69,144,180,81,256,6,0,4,254,147,405,3,3,7,13,5,15,216,82,295,233,87,319,121,120,236,253,121,369,221,86,300,588,323,907,83,74,156,185,82,270,6,0,4,274,160,427,22,13,41,39,21,62,0,0,3,66,43,105,5,12,20,4,6,8,0,0
SAL50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,0,8,0,0,0,10,0,8,0,0,0,0,0,0,9,4,15,9,4,15,0,0,0,10,6,18,9,4,15,14,7,25,0,0,0,10,0,12,0,0,0,10,0,12,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0
SAL50838,0,5,5,80,125,204,0,0,0,80,131,212,14,9,22,134,163,297,0,4,8,146,179,323,0,5,5,25,35,66,0,0,0,25,35,64,0,0,0,6,3,7,0,0,0,6,3,7,3,6,7,104,69,174,0,0,5,111,83,184,0,3,3,59,28,87,0,0,0,55,32,87,4,4,7,16,7,21,0,0,0,14,13,34,0,0,0,18,34,50,0,0,0,25,34,56,9,15,24,138,188,326,0,4,5,147,204,357,0,0,0,9,7,16,0,0,0,12,7,16,11,8,23,103,138,239,5,0,3,121,144,267,39,56,92,900,841,1742,8,3,6,949,893,1848,6,0,4,69,62,121,111,89,198,186,150,330,74,84,157,1428,1398,2831,117,92,216,1620,1582,3202,44,56,102,970,892,1860,8,3,6,1019,949,1967,18,14,29,280,297,572,3,0,3,297,312,603,0,9,17,79,109,189,0,0
SAL50839,0,0,0,11,20,31,0,0,0,14,20,29,0,0,0,9,7,10,0,0,0,9,8,16,0,0,0,3,7,18,0,0,0,3,7,18,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,13,12,20,0,0,0,13,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,3,4,9,0,0,0,3,4,9,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,5,8,9,0,0,0,3,8,15,0,0,0,62,52,110,0,0,4,65,52,116,0,0,0,3,9,10,9,6,16,16,12,28,3,0,3,107,99,204,11,7,20,124,108,231,0,0,0,60,55,122,0,0,4,67,56,127,0,0,0,22,29,50,0,0,0,27,28,50,0,0,0,11,10,20,0,0
SAL50840,0,0,3,67,163,225,0,0,0,67,158,228,0,10,7,115,157,275,0,0,0,116,167,280,0,0,0,37,53,87,0,0,0,37,53,87,0,0,0,15,71,88,0,0,0,15,71,88,0,0,0,56,55,109,0,0,0,60,55,110,0,0,0,58,58,110,0,0,0,58,59,112,0,0,0,7,7,14,0,0,0,5,7,14,0,0,3,10,17,34,0,0,0,14,22,37,0,10,8,144,265,410,0,0,0,145,277,422,0,0,0,10,16,28,0,0,0,16,16,33,0,0,0,110,188,300,0,0,0,107,188,304,9,0,15,1131,1073,2196,0,6,7,1142,1073,2222,0,0,0,42,57,101,103,88,193,145,150,298,12,18,29,1648,1810,3456,103,96,204,1760,1927,3686,9,0,15,1207,1160,2365,0,6,7,1222,1163,2383,0,10,10,313,400,708,0,0,0,313,406,722,0,3,5,60,150,208,0,0
SAL50841,0,0,3,12,17,31,0,0,0,11,20,37,0,0,0,24,9,30,0,0,0,24,9,30,0,0,0,9,7,19,0,0,0,9,7,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,12,24,0,0,0,24,12,29,3,0,0,17,3,14,0,0,0,14,8,21,0,0,0,3,0,3,0,0,0,5,0,3,0,0,0,7,8,16,0,0,0,7,8,16,0,0,0,16,10,21,0,0,0,16,10,21,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,17,13,26,0,0,0,17,13,26,3,3,8,85,66,149,0,0,0,88,69,157,0,0,0,9,11,22,22,17,40,30,33,59,7,5,9,161,129,293,19,17,38,193,157,351,3,3,8,93,68,166,0,0,0,96,77,174,0,0,0,34,35,71,0,0,0,33,40,71,0,0,0,19,8,25,0,0
SAL50842,0,0,4,294,500,790,0,0,6,293,501,795,0,4,4,352,410,762,0,0,0,351,415,762,0,0,0,158,185,341,0,4,6,156,189,346,0,0,0,14,37,52,0,0,0,15,37,53,0,0,0,282,204,485,0,0,3,283,209,492,0,0,0,274,122,403,0,0,0,274,122,403,0,0,0,37,28,66,0,0,0,40,28,69,0,0,0,49,63,108,0,0,0,49,61,112,0,0,0,295,459,752,0,0,0,297,455,754,0,0,0,39,33,68,0,0,0,39,33,68,5,3,9,422,491,914,0,0,0,422,493,917,17,11,19,3474,3457,6928,6,6,12,3494,3469,6964,0,0,5,166,172,339,95,63,154,264,233,496,23,16,38,5241,5422,10662,104,77,180,5366,5512,10883,14,13,26,3739,3745,7483,6,7,12,3758,3766,7520,0,4,5,1005,1111,2119,4,3,4,1008,1118,2129,0,0,0,250,296,547,0,0
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,3,0,3,12,3,14,0,0,0,14,3,17,6,3,7,23,11,36,0,0,0,33,12,41,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,7,0,0,0,6,5,13,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,33,0,0,0,12,18,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,14,10,23,0,0,0,17,11,27,10,3,12,212,165,379,0,0,0,226,169,386,0,0,0,12,4,19,133,67,194,142,74,217,19,5,28,284,209,488,133,67,194,434,282,716,12,6,15,227,170,399,0,0,0,234,174,414,8,5,7,40,20,61,0,0,0,41,26,70,0,0,0,4,10,13,0,0
SAL50845,0,0,0,12,9,18,0,0,0,12,9,18,0,0,0,11,9,18,0,0,0,14,9,16,0,0,0,3,6,7,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,7,0,5,0,0,0,7,0,12,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,0,0,0,5,8,10,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,4,3,10,0,0,0,4,3,10,0,3,3,66,65,127,5,0,6,68,67,133,0,0,0,0,0,0,3,8,9,6,7,11,0,4,3,104,90,191,13,4,17,111,97,209,0,3,3,67,60,127,5,0,6,76,65,140,0,0,0,19,21,42,0,0,0,25,21,43,0,0,0,6,4,11,0,0
SAL50846,5,5,9,12,13,26,0,0,0,22,19,41,5,8,8,16,24,42,0,0,0,21,28,52,0,0,0,9,6,13,0,0,0,9,6,13,0,0,0,0,0,3,0,0,0,4,4,6,5,9,20,6,10,20,0,0,0,14,18,35,0,0,0,10,7,17,0,0,0,14,6,23,0,5,5,6,0,6,0,0,0,6,5,12,0,0,0,5,3,14,0,0,0,9,3,11,5,5,9,18,18,37,0,0,0,27,21,43,0,0,0,8,0,8,0,0,0,7,0,9,3,0,5,11,9,21,0,0,0,12,8,22,32,58,88,131,104,231,5,0,8,165,158,328,0,6,3,23,12,33,98,44,142,116,58,177,52,75,128,216,175,383,102,45,146,365,293,657,32,60,90,137,113,249,5,0,8,174,167,346,7,5,13,42,33,78,0,0,3,54,38,92,8,10,13,3,13,19,0,0
SAL50847,0,0,0,123,165,289,0,0,0,119,171,300,0,0,0,100,120,221,0,0,0,102,117,220,0,0,0,52,58,112,0,0,0,52,58,112,0,0,0,6,3,11,0,0,0,6,3,11,6,0,4,76,54,136,0,0,0,78,58,141,0,3,3,75,33,107,0,0,0,75,32,114,0,0,0,12,9,18,0,0,0,12,9,18,0,0,0,22,27,53,0,0,0,22,31,52,7,0,9,94,122,217,0,0,0,101,128,230,0,0,0,14,9,23,0,0,0,14,7,24,0,0,0,107,139,241,0,0,0,111,139,246,13,7,24,959,850,1812,4,0,7,976,865,1839,0,0,0,66,49,112,69,35,103,132,86,218,25,18,39,1499,1406,2906,73,46,118,1599,1461,3058,12,7,24,1022,929,1948,4,0,7,1041,941,1978,11,5,13,298,304,606,0,0,3,309,314,625,0,0,0,79,88,164,0,0
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,0,0,4,249,504,753,4,3,5,257,507,767,3,8,7,285,322,610,0,0,0,289,331,618,0,0,0,149,159,315,0,0,0,149,162,315,0,0,0,30,48,70,0,0,0,30,48,70,6,0,6,221,170,385,0,0,0,229,171,398,0,0,0,251,141,394,0,0,0,251,146,399,0,0,0,53,27,70,0,0,0,51,27,73,0,0,0,79,64,145,0,0,0,79,65,147,4,4,11,251,416,668,0,0,0,253,422,679,0,0,0,46,43,92,0,0,0,46,42,95,3,11,13,345,422,761,0,0,0,346,431,775,23,49,75,2483,2472,4952,14,6,16,2518,2522,5039,6,0,5,141,150,290,102,77,179,245,228,470,43,70,115,3963,4130,8096,114,87,204,4123,4287,8413,31,55,84,2687,2689,5376,14,6,16,2727,2745,5476,15,18,33,809,899,1713,0,0,9,828,917,1750,0,0,0,217,261,477,0,0
SAL50850,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,30,0,0,0,15,13,30,0,0,0,10,8,15,0,0,0,10,8,15,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
SAL50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,4,16,0,0,0,7,4,16,0,0,0,4,3,12,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50852,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,4,5,10,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,5,11,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,9,5,0,0,0,0,9,5,0,0,0,24,20,40,0,0,0,24,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,65,0,0,0,34,29,64,0,0,0,24,21,37,0,0,0,24,21,37,0,0,0,4,7,12,0,0,0,4,7,12,0,0,0,3,0,5,0,0
SAL50853,0,0,0,70,94,167,0,0,3,71,100,170,4,0,5,53,63,114,0,0,0,57,66,116,0,0,0,25,24,54,0,0,3,33,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,61,0,0,0,35,23,61,0,0,0,34,18,55,0,0,0,31,19,55,0,0,0,8,3,8,0,0,3,9,8,13,0,0,0,23,12,35,0,0,3,19,22,38,0,0,5,66,86,157,0,0,0,63,90,155,0,0,0,6,5,14,0,0,0,6,5,14,0,0,0,67,62,118,0,0,0,67,58,121,7,5,8,428,399,828,3,0,3,440,409,846,0,0,0,35,33,70,23,18,44,61,55,115,11,9,17,726,715,1442,29,20,47,766,742,1508,7,5,8,466,431,892,3,0,7,470,436,912,5,0,5,154,168,324,0,0,0,154,168,331,0,0,0,60,61,121,0,0
SAL50854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,8,8,17,0,0,0,0,0,0,5,3,12,5,3,11,0,0,0,11,10,24,5,3,12,18,17,34,0,0,0,8,8,17,0,0,0,8,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
