SAL_CODE_2021,Med_ag_pe_In_pe,Me_ag_ps_N_In_ps,Med_age_psns_Tot,Me_p_in_wk_In_pe,Me_ps_in_wk_No_In_pe,Med_psnl_inc_wk_Tot,Me_hh_in_wk_Hh_In_pe,Me_hh_in_wk_No_Ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_Hh_In_pe,Me_mo_re_mt_Ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_Hh_Ind_psns,Me_re_wk_No_Oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_Hh_w_In_p,Av_Nu_ps_pe_be_Ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_Hh_wi_Ind_psns,Avg_hh_si_Othr_hhd,Avg_household_size_Tot,P_d_n_x_b_Hh_w_In_p,P_d_n_x_b_No_Oth_hh,P_d_n_x_b_Tot
SAL51362,32,38,35,530,944,909,1875,1845,1848,1164,1300,1250,300,300,300,1,0.8,0.8,3.3,2.2,2.4,14.8,2.2,4
SAL51363,26,45,44,749,792,791,1708,1430,1438,1524,1600,1600,320,300,300,0.9,0.7,0.7,2.8,2.2,2.2,4.4,1.1,1.2
SAL51364,0,44,44,0,1541,1541,0,1749,1749,0,0,0,0,0,0,0,0.7,0.7,0,3,3,0,0,0
SAL51365,34,45,44,509,867,801,1218,1292,1278,1300,1200,1200,220,250,250,0.9,0.7,0.7,2.7,2,2.2,6.7,1.1,2.2
SAL51366,0,26,26,0,1125,1125,0,1125,1125,0,0,0,0,0,0,0,0.8,0.8,0,3,3,0,0,0
SAL51367,0,54,54,0,774,774,0,1458,1458,0,2167,2167,0,0,0,0,0.7,0.7,0,2.3,2.3,0,5.3,5.3
SAL51368,37,48,48,1312,961,963,2208,1905,1914,2167,2250,2249,360,450,450,1,0.9,0.9,2.2,2.2,2.2,0,2.3,2.2
SAL51369,29,30,29,3500,1375,1437,0,3125,3125,0,0,0,0,0,0,0.6,0.6,0.6,2,2.8,2.6,0,0,0
SAL51370,0,53,53,0,624,624,0,1312,1312,0,1900,1900,0,220,220,0,0.8,0.8,0,2.2,2.2,0,2.2,2.2
SAL51371,26,37,37,700,1048,1044,2583,2200,2209,2100,2000,2000,353,400,400,0.9,0.7,0.7,3.2,2.6,2.6,4.4,0.5,0.6
SAL51372,25,33,32,631,1558,1415,2021,2821,2586,1517,1333,1387,161,255,240,1,0.9,0.9,3.1,2.6,2.7,9.1,2.6,4.2
SAL51373,22,35,34,587,1114,1061,2023,2206,2187,1517,1465,1472,265,300,300,1,0.8,0.8,3.4,2.5,2.6,9.9,2.6,3.4
SAL51374,0,35,35,0,933,933,0,1624,1624,0,400,400,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL51375,0,35,35,0,1042,1042,0,1468,1468,0,0,0,0,60,60,0,0.7,0.7,0,2.6,2.6,0,0,0
SAL51376,0,52,52,0,1149,1149,0,725,725,0,1040,1040,0,200,200,0,0.6,0.6,0,1.8,1.8,0,0,0
SAL51377,21,37,36,589,804,795,1687,1744,1742,1668,1600,1600,328,350,350,1,0.7,0.7,3.6,2.5,2.6,11.8,2.3,2.7
SAL51378,0,52,52,0,1625,1625,0,2250,2250,0,1113,1113,0,250,250,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL51379,26,33,27,374,974,725,725,2250,1625,0,0,0,134,300,138,1.1,1.1,1.1,3.1,3.3,3.2,23.1,0,15.8
SAL51380,0,37,37,0,1611,1611,0,2583,2583,0,0,0,0,0,0,0,0.8,0.8,0,3.1,3.1,0,0,0
SAL51381,26,42,42,814,1150,1147,1674,2029,2026,2100,2200,2200,360,375,375,0.9,0.8,0.8,2.2,2.1,2.1,7.3,1.1,1.2
SAL51382,23,39,38,774,1007,1007,900,2463,2428,0,3000,3000,231,210,218,1.5,0.9,1,3,3.1,3.1,0,13.2,13
SAL51383,0,42,42,0,1437,1437,0,2250,2250,0,0,0,0,0,0,0,0.8,0.8,0,3,3,0,0,0
SAL51384,0,36,36,0,962,962,0,2250,2250,0,0,0,0,108,108,0,0.6,0.6,0,2,2,0,0,0
SAL51385,12,39,38,725,954,945,2750,1833,1875,0,900,900,100,131,100,0.6,0.8,0.8,4,2.8,2.8,0,2.6,2.5
SAL51386,0,56,56,0,668,668,0,900,900,0,1083,1083,0,200,200,0,0.5,0.5,0,1.6,1.6,0,0,0
SAL51387,0,45,45,0,725,725,0,1375,1375,0,0,0,0,135,135,0,1,1,0,3.3,3.3,0,12.5,12.5
SAL51388,0,51,51,0,2166,2166,0,2250,2250,0,0,0,0,0,0,0,0.4,0.4,0,1.5,1.5,0,0,0
SAL51389,0,43,43,0,1625,1625,0,1999,1999,0,0,0,0,0,0,0,0.4,0.4,0,1.3,1.3,0,0,0
SAL51390,21,47,47,1083,704,708,2187,1505,1518,1950,1810,1824,320,338,335,0.8,0.7,0.7,3.1,2.4,2.4,7.7,0.6,0.8
SAL51391,0,56,56,0,543,543,0,1125,1125,0,2050,2050,0,370,370,0,0.8,0.8,0,2.2,2.2,0,2.7,2.7
SAL51392,0,42,42,0,725,725,0,1874,1874,0,1900,1900,0,150,150,0,0.8,0.8,0,3.2,3.2,0,3.7,3.7
SAL51393,29,50,50,524,719,706,899,1273,1244,0,769,769,150,150,150,0.7,0.6,0.6,2.4,1.9,2,18.2,0.8,1.6
SAL51394,17,33,33,900,910,910,2270,2366,2364,2550,2100,2100,450,420,420,0.9,0.8,0.8,3.5,3.3,3.3,0,1.8,1.8
SAL51395,24,43,40,397,593,537,913,1096,1061,1344,1176,1211,215,220,220,1.1,0.7,0.7,3.1,2.2,2.3,19.7,1.8,5.5
SAL51396,24,42,41,615,754,751,1424,1449,1448,1835,1733,1733,350,346,350,0.9,0.7,0.7,3,2.3,2.3,5.7,1.9,2
SAL51397,27,49,48,353,622,608,1104,1075,1076,1200,1300,1300,230,295,290,1,0.7,0.7,2.9,2.1,2.1,10.3,1.5,1.9
SAL51398,8,57,57,1074,481,481,1274,725,737,1734,829,867,0,200,200,0.9,0.6,0.6,3,1.6,1.8,0,0,0
SAL51399,18,51,50,399,758,739,2874,1583,1625,2275,1842,1842,430,250,250,0.9,0.7,0.7,3.2,2.6,2.6,0,3.6,3.4
SAL51400,0,60,60,0,1812,1812,0,3374,3374,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL51401,25,35,25,261,1547,271,681,1946,730,1000,2667,1000,65,100,70,1.2,0.7,1.1,3.8,1.7,3.6,23.8,3.6,21.8
SAL51402,26,32,32,455,900,888,1281,1849,1827,2383,1842,1842,250,330,330,1,0.8,0.8,2.5,2.4,2.4,12.2,2.6,2.9
SAL51403,0,60,60,0,850,850,0,1625,1625,0,1209,1209,0,300,300,0,0.7,0.7,0,2.3,2.3,0,3.8,3.8
SAL51404,23,46,45,900,900,900,2374,2660,2643,2643,2300,2382,450,275,300,0.9,0.7,0.7,3.9,3,3.1,0,0.7,0.7
SAL51405,27,42,42,1125,866,868,2624,2216,2221,2496,2321,2348,375,415,410,0.9,0.7,0.7,3.3,2.7,2.7,6.9,1,1
SAL51406,2,47,47,0,731,731,575,1524,1481,0,2190,2190,0,230,230,0.5,0.9,0.9,2,2.7,2.7,0,3.5,3.4
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,14,45,44,706,876,871,2124,2088,2087,2500,2000,2000,380,400,389,1.1,0.7,0.7,3.8,2.7,2.8,5,1.6,1.7
SAL51409,45,52,52,3250,1499,1625,0,2250,2250,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
SAL51410,18,44,43,575,900,887,2124,2273,2261,2383,1750,1800,308,335,318,0.8,0.7,0.7,3.5,2.9,2.9,8,0.8,1.3
SAL51411,43,45,45,399,881,864,1687,2399,2366,1950,2167,2167,300,420,420,0.6,0.8,0.8,2.6,2.9,2.9,0,1.6,1.5
SAL51412,0,56,56,0,599,599,0,762,762,0,0,0,0,200,200,0,1,1,0,1.4,1.4,0,0,0
SAL51413,17,35,33,575,713,703,1474,1396,1403,1517,1408,1408,300,310,310,1,0.7,0.7,3.6,2.4,2.6,7,1.4,2
SAL51414,25,42,26,256,2250,274,459,3124,479,0,0,0,0,0,0,2.6,0.8,2.3,3.2,2.5,3.1,50,0,41.7
SAL51415,23,51,25,254,1375,275,619,1875,702,0,0,0,75,50,75,1.3,0.9,1.2,3.8,1.7,3.5,24,0,20.5
SAL51416,29,40,40,1062,1333,1330,2025,2223,2219,2425,2498,2498,400,440,438,1,0.9,0.9,2.2,2,2.1,4,2.1,2.1
SAL51417,22,34,34,844,1008,1005,1895,2162,2155,2134,1950,1950,425,400,400,0.9,0.8,0.8,3.2,2.8,2.8,6.9,1.7,1.8
SAL51418,9,42,41,0,820,820,3750,1875,2062,0,1733,1733,0,245,245,1.5,0.9,0.9,6,2.8,2.9,100,0,3.2
SAL51419,27,38,37,754,901,888,1958,1714,1740,1651,1517,1517,300,310,310,0.9,0.7,0.7,3,2.4,2.4,12.2,0.7,1.7
SAL51420,21,45,44,583,726,720,1452,1400,1403,2014,1612,1647,310,320,320,1,0.7,0.7,3.5,2.3,2.4,5.7,1.4,1.6
SAL51421,15,39,38,45,1368,1362,3083,3429,3418,5225,3500,3504,335,475,470,1,0.8,0.8,3.6,2.8,2.8,0,0.7,0.7
SAL51422,0,42,42,0,939,939,0,1517,1517,0,1409,1409,0,100,100,0,0.7,0.7,0,2.4,2.4,0,0,0
SAL51423,51,44,44,2500,1593,1625,0,1499,1125,0,3000,3000,0,400,400,1,1.1,1.1,1,2.2,2.1,0,9.1,8.3
SAL51424,21,59,58,1249,807,807,2250,1281,1312,2500,2084,2167,300,210,300,3.4,0.7,0.9,4.5,2.1,2.2,50,0,2.2
SAL51425,0,51,51,0,450,450,0,725,725,0,1300,1300,0,180,180,0,0.7,0.7,0,2.3,2.3,0,0,0
SAL51426,0,59,59,0,604,604,0,1624,1624,0,1000,1000,0,0,0,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,61,61,0,850,850,0,350,350,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,18,59,43,406,550,480,1375,880,987,693,647,693,190,138,172,1.1,0.6,0.7,4.2,1.7,2.5,16.1,0,4.9
SAL51431,47,55,52,287,450,440,1062,671,693,325,498,488,170,165,168,1.1,0.6,0.6,3,1.6,1.8,25,0,3.4
SAL51432,0,48,48,0,537,537,0,2250,2250,0,4000,4000,0,0,0,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL51433,27,42,28,297,1542,315,1014,1625,1212,0,0,0,60,38,60,1.7,1,1.5,5,1.4,4.2,49.4,4.5,39.6
SAL51434,0,58,58,0,1375,1375,0,2166,2166,0,1500,1500,0,200,200,0,0.5,0.5,0,1.8,1.8,0,0,0
SAL51435,19,35,35,624,948,946,2750,2356,2359,2000,2000,2000,440,430,430,0.9,0.8,0.8,3.6,3.1,3.1,6.7,0.9,1
SAL51436,36,43,43,817,1042,1027,1812,2194,2157,1872,1636,1647,300,300,300,0.7,0.7,0.7,2.6,2.4,2.4,0,0.8,0.8
SAL51437,15,42,37,725,450,459,0,900,900,0,0,0,0,200,200,0,1.1,1.1,0,3.6,3.6,0,0,0
SAL51438,0,44,44,0,939,939,0,1625,1625,0,4000,4000,0,0,0,0,0.7,0.7,0,2.9,2.9,0,0,0
SAL51439,0,51,51,0,700,700,0,1625,1625,0,2650,2650,0,200,200,0,0.8,0.8,0,2.5,2.5,0,3.2,3.2
SAL51440,27,36,34,244,2394,1833,912,2083,1083,0,0,0,50,55,50,1.7,0.8,1.5,5,2,4.2,56.1,0,42.6
SAL51441,40,39,40,900,966,949,0,1812,1812,0,0,0,0,0,0,1.2,0.9,1,5,3.4,3.5,0,0,0
SAL51442,42,49,49,112,626,620,474,1228,1187,0,1083,1083,0,160,160,0.8,0.8,0.8,2,2.5,2.4,0,2.4,2.4
SAL51443,0,56,56,0,1525,1525,0,3625,3625,0,1400,1400,0,0,0,0,0.7,0.7,0,2.9,2.9,0,0,0
SAL51444,0,48,48,0,1542,1542,0,2749,2749,0,1733,1733,0,240,240,0,0.8,0.8,0,2.3,2.3,0,4.8,4.8
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,18,39,39,844,1000,994,2607,2568,2569,1993,2327,2300,430,430,430,0.9,0.7,0.8,3.9,3,3.1,3.5,1.1,1.1
SAL51447,0,56,56,0,684,684,0,966,966,0,2200,2200,0,200,200,0,0.8,0.8,0,2.5,2.5,0,0,0
SAL51448,22,39,38,502,687,682,1528,1572,1571,1733,1625,1625,320,330,330,1,0.7,0.8,3.5,2.7,2.7,10.5,2.6,2.9
SAL51449,21,50,46,545,579,571,1562,1149,1212,775,488,596,110,120,115,1,0.7,0.7,3.1,2,2.2,5.9,1.8,2.4
SAL51450,64,40,41,1125,817,850,3374,1843,1937,2346,1731,1883,250,115,150,1.2,0.8,0.8,5.3,2.4,2.7,0,0,0
SAL51451,59,66,66,575,449,450,575,900,824,0,0,0,280,0,280,0,0.6,0.6,1,2,1.5,0,0,0
SAL51452,0,47,47,0,1178,1178,0,2125,2125,0,0,0,0,100,100,0,0.9,0.9,0,2.8,2.8,0,10,10
SAL51453,49,53,51,75,474,466,2250,850,866,0,2279,2279,0,90,90,1,0.7,0.7,2,2.2,2.2,0,4.2,4
SAL51454,57,0,57,575,0,575,575,0,575,0,0,0,65,0,65,0.3,0,0.3,1,0,1,0,0,0
SAL51455,37,62,37,242,1625,253,450,1624,464,0,0,0,70,0,70,0.9,0.3,0.8,2.7,1,2.5,20,0,17.6
SAL51456,22,32,32,1303,1777,1741,3013,3147,3125,5800,1092,1200,44,48,48,1,0.9,0.9,3.3,2.9,2.9,6.5,1.7,2.3
SAL51457,0,43,43,0,387,387,0,725,725,0,0,0,0,0,0,0,0.7,0.7,0,2.3,2.3,0,0,0
SAL51458,20,57,56,560,569,568,1375,930,941,1141,1383,1365,300,277,280,1,0.7,0.7,3.7,2,2.1,4,1.1,1.2
SAL51459,0,44,44,0,1062,1062,0,1687,1687,0,0,0,0,200,200,0,0.7,0.7,0,2.6,2.6,0,0,0
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,33,33,0,1292,1292,0,1937,1937,0,8300,8300,0,150,150,0,0.7,0.7,0,2.4,2.4,0,0,0
SAL51462,13,43,42,450,793,783,1124,1483,1430,0,1627,1627,75,210,200,0.9,0.7,0.7,3,2.4,2.4,0,0,0
SAL51463,33,36,35,0,737,737,0,1312,1312,0,2734,2734,0,211,211,0,0.8,0.8,0,2.3,2.3,0,0,0
SAL51464,0,20,20,0,900,900,0,1875,1875,0,0,0,0,400,400,0,0.9,0.9,0,3.3,3.3,0,0,0
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,16,57,56,749,461,465,1499,739,739,589,519,520,0,120,120,1.3,0.5,0.6,3,1.7,1.8,0,0,0
SAL51467,30,32,32,1292,1196,1197,2750,2474,2479,1473,2000,2000,420,450,450,0.8,0.7,0.7,2.5,2.7,2.7,0,0.5,0.5
SAL51468,20,45,45,3250,929,939,3750,1812,1875,2200,2663,2292,0,230,230,1.3,0.9,0.9,4,2.5,2.5,0,2,2
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,28,43,43,1375,1108,1110,2874,2775,2779,1000,3000,3000,425,485,485,0.8,0.8,0.8,2.8,2.7,2.7,0,0.3,0.3
SAL51471,49,49,49,3500,1187,1312,0,2749,2749,0,2280,560,0,100,100,1,0.6,0.7,2,2.2,2.2,0,0,0
SAL51472,27,36,36,824,964,962,1333,1537,1535,1225,1650,1647,310,320,320,1,0.7,0.7,2.4,2,2,7.3,2.3,2.3
SAL51473,0,66,66,0,2333,2333,0,3499,3499,0,0,0,0,0,0,0,0.5,0.5,0,2,2,0,0,0
SAL51474,0,42,42,0,914,914,0,2083,2083,0,1965,1965,0,330,330,0,1,1,0,2.8,2.8,0,8,8
SAL51475,15,40,39,454,725,716,1708,1517,1526,1729,1806,1800,353,320,330,1.1,0.7,0.7,4,2.6,2.7,12.3,0.8,1.3
SAL51476,9,36,34,0,575,575,1375,1062,1093,0,350,350,0,0,0,1.5,0.8,0.8,6,3.1,3.2,0,0,0
SAL51477,0,37,37,0,1375,1375,0,1999,1999,0,1390,1390,0,200,200,0,0.9,0.9,0,3.2,3.2,0,0,0
SAL51478,44,41,41,1699,807,807,4750,2150,2166,2808,2000,2000,0,250,250,1.6,0.9,0.9,5,3,3,0,6.1,6
SAL51479,44,44,44,2500,1895,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51480,35,48,48,399,774,758,2750,1542,1583,0,1647,1647,470,196,300,0.7,0.8,0.8,3,2.8,2.8,0,0,0
SAL51481,0,80,80,0,725,725,0,1024,1024,0,1000,1000,0,0,0,0,0.4,0.4,0,1.5,1.5,0,0,0
SAL51482,21,53,52,312,679,659,1125,1511,1482,2059,1777,1885,300,300,300,0.7,0.7,0.7,3.2,2.4,2.5,0,2,1.9
SAL51483,16,59,51,350,512,512,1499,900,949,1950,1000,1733,0,47,47,1.5,1,1.1,3.5,2.5,2.6,50,11.8,15.8
SAL51484,41,34,35,2250,1375,1770,2437,2471,2461,0,0,0,400,0,400,0.8,1,0.9,2.4,2.9,2.8,0,0,0
SAL51485,27,40,39,675,687,686,1541,1375,1385,1213,1400,1351,300,300,300,0.9,0.7,0.7,2.9,2.4,2.4,3.8,1.9,2.1
SAL51486,22,37,34,493,678,631,1287,1361,1345,1517,1300,1300,230,240,240,1,0.7,0.8,3.3,2.3,2.6,12.2,1.6,4.1
SAL51487,0,27,27,0,1574,1574,0,2250,2250,0,0,0,0,160,160,0,1.3,1.3,0,4,4,0,0,0
SAL51488,0,46,46,0,919,919,0,1812,1812,0,271,271,0,151,151,0,0.6,0.6,0,1.9,1.9,0,0,0
SAL51489,15,39,39,675,779,778,2166,1799,1810,1603,1777,1733,400,420,420,1.1,0.8,0.8,3.8,2.9,2.9,11.5,1.2,1.5
SAL51490,30,35,35,962,1048,1047,1937,1824,1828,2000,1945,1946,390,340,345,0.9,0.8,0.8,2.3,2.1,2.1,3.8,3.1,3.1
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,19,36,35,671,1179,1135,1687,2378,2322,1733,1602,1603,230,290,280,1,0.7,0.8,3.3,2.5,2.6,7.4,1.6,2.2
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,21,41,40,900,903,903,1562,1849,1833,1842,1850,1850,370,340,340,0.8,0.7,0.7,2.8,2.4,2.4,5.6,0.6,0.8
SAL51495,21,45,43,450,956,949,1499,1937,1812,1733,0,0,0,200,200,0.7,0.7,0.7,2.5,2.8,2.8,0,0,0
SAL51496,0,44,44,0,1350,1350,0,2249,2249,0,0,0,0,170,170,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL51497,0,38,38,0,933,933,0,1625,1625,0,0,0,0,0,0,0,0.7,0.7,0,2.4,2.4,0,0,0
SAL51498,0,35,35,0,1111,1111,0,2333,2333,0,1667,1667,0,250,250,0,0.9,0.9,0,3.2,3.2,0,0,0
SAL51499,29,45,40,0,1031,1015,5500,1625,1916,0,2286,2286,300,300,300,1.5,0.6,0.7,6,2.1,2.3,100,0,4.8
SAL51500,24,37,36,470,801,759,1656,1594,1605,1559,1540,1540,280,300,290,0.9,0.7,0.8,3.4,2.6,2.7,9.4,0.8,2.2
SAL51501,24,52,51,466,629,621,1187,1064,1073,585,934,932,225,180,195,1,0.6,0.7,2.9,2,2.1,4.8,1.2,1.4
SAL51502,22,39,39,588,746,740,1817,1603,1611,1609,1600,1600,330,320,320,0.9,0.7,0.7,3.5,2.6,2.6,5.4,0.9,1.1
SAL51503,0,49,49,0,1187,1187,0,2750,2750,0,1367,1367,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL51504,0,32,32,0,1291,1291,0,2125,2125,0,1300,1300,0,200,200,0,0.9,0.9,0,3,3,0,4.8,4.8
SAL51505,28,48,47,350,672,654,1749,1208,1235,1517,1500,1509,290,235,250,0.9,0.7,0.7,3.2,2.4,2.5,0,0,0
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,37,37,0,1625,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,24,40,40,1187,833,835,2625,1875,1887,1528,1950,1950,360,350,350,1.1,0.7,0.8,3.5,2.7,2.8,16.7,1.7,2
SAL51509,0,44,44,0,749,749,0,1812,1812,0,1227,1227,0,250,250,0,1,1,0,2.9,2.9,0,0,0
SAL51510,18,60,59,487,490,490,1124,758,764,910,1053,999,241,220,221,0.8,0.6,0.6,3,1.8,1.8,0,0.5,0.5
SAL51511,33,47,45,599,545,545,1125,1562,1437,0,867,867,250,201,226,0.6,1.1,1.1,2,2.8,2.8,0,5,4.8
SAL51512,0,45,45,0,1089,1089,0,1875,1875,0,0,0,0,140,140,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL51513,0,84,84,0,450,450,0,450,450,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
SAL51514,0,36,36,0,1593,1593,0,3083,3083,0,0,0,0,190,190,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL51515,0,40,40,0,1125,1125,0,2499,2499,0,0,0,0,0,0,0,0.8,0.8,0,3.1,3.1,0,0,0
SAL51516,37,56,39,316,1625,342,900,1999,1125,0,0,0,75,0,75,1.2,0.7,1.1,3.5,1.3,2.9,20.8,0,15.6
SAL51517,0,43,43,0,762,762,0,1125,1125,0,9000,9000,0,0,0,0,0.8,0.8,0,2.6,2.6,0,0,0
SAL51518,46,50,50,374,773,768,1875,1553,1571,739,1600,1600,0,200,200,0.8,0.7,0.7,2.7,2.4,2.4,0,0.8,0.8
SAL51519,21,32,32,1312,1118,1119,2374,2373,2373,1950,2058,2056,370,410,410,0.8,0.8,0.8,3,2.9,2.9,0,0.8,0.7
SAL51520,67,39,39,575,949,924,575,1937,1875,0,3049,3049,145,320,243,0.5,0.8,0.8,1,2.5,2.4,0,0,0
SAL51521,18,35,34,609,1032,1001,1770,2266,2238,1800,1790,1790,320,347,340,1,0.7,0.7,3.8,2.9,2.9,4.3,0.7,0.9
SAL51522,0,58,58,0,585,585,0,982,982,0,1654,1654,0,265,265,0,0.8,0.8,0,2.3,2.3,0,0,0
SAL51523,6,59,59,0,624,624,2250,1437,1624,0,2150,2150,0,360,360,1,0.9,0.9,4,2.3,2.4,0,0,0
SAL51524,10,43,40,2249,731,745,2999,1625,1708,0,2000,2000,243,230,243,1.6,0.8,0.8,4,2.7,2.7,0,0,0
SAL51525,22,48,47,662,670,670,1406,1464,1461,2167,1884,1885,420,360,363,0.8,0.7,0.7,3.1,2.4,2.5,2.6,0.8,0.8
SAL51526,24,41,41,514,731,729,1524,1562,1561,1733,1745,1736,330,350,350,0.9,0.7,0.7,3.1,2.5,2.5,4.2,1.5,1.6
SAL51527,0,34,34,0,1111,1111,0,2250,2250,0,2000,2000,0,0,0,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL51528,30,38,33,280,1708,305,706,2374,900,0,0,0,70,0,70,1.5,0.4,1.3,4.4,1.4,3.9,44.1,0,36.6
SAL51529,23,54,54,900,809,808,4000,1542,1542,0,1820,1820,0,265,265,1.1,0.6,0.6,4.5,2.5,2.5,50,0,1.9
SAL51530,26,37,28,386,1660,429,1350,2036,1581,0,0,0,65,25,63,1.3,0.7,1.2,4.1,1.5,3.5,41.2,5.7,31.8
SAL51531,0,48,48,0,1062,1062,0,1875,1875,0,2500,2500,0,0,0,0,0.6,0.6,0,2.2,2.2,0,0,0
SAL51532,0,34,34,0,982,982,0,1812,1812,0,998,998,0,225,225,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL51533,24,50,26,302,1406,325,1187,1708,1281,373,0,373,90,0,90,1.8,0.3,1.8,4.8,1,4.2,53.2,0,44.6
SAL51534,19,38,38,612,686,684,1571,1498,1503,1300,1517,1517,300,320,320,0.9,0.7,0.7,3.4,2.6,2.6,5.4,1.4,1.5
SAL51535,54,49,49,1499,602,621,900,1875,1624,0,0,0,125,250,250,0.3,0.9,0.8,1,2.8,2.7,0,5.3,5
SAL51536,23,49,48,515,621,615,1458,1256,1264,1430,1517,1517,254,270,270,1,0.7,0.7,3.2,2.3,2.4,12.8,1.6,2.1
SAL51537,0,37,37,0,1062,1062,0,1499,1499,0,0,0,0,0,0,0,1,1,0,2.3,2.3,0,0,0
SAL51538,0,57,57,0,820,820,0,1375,1375,0,708,708,0,0,0,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL51539,64,33,34,2500,1125,1312,2250,2250,2250,0,0,0,0,0,0,0.2,0.7,0.6,1,3,2.7,0,0,0
SAL51540,21,44,43,899,841,841,2333,2228,2240,2261,1929,1950,300,305,300,1,0.7,0.7,3.7,2.9,2.9,0,0.8,0.8
SAL51541,20,41,41,349,794,793,2416,1740,1754,2167,1950,1950,357,420,420,1,0.7,0.7,3.7,2.5,2.5,23.1,1.1,1.3
SAL51542,54,52,52,849,1178,1093,1124,1624,1374,0,3192,3192,0,200,200,0.7,1,1,1.8,2.1,2.1,0,2.9,2.6
SAL51543,0,40,40,0,933,933,0,2250,2250,0,1040,1040,0,125,125,0,1,1,0,3.4,3.4,0,0,0
SAL51544,15,42,41,25,814,801,2750,2295,2301,0,2817,2817,415,410,410,0.9,0.7,0.7,3.3,2.8,2.8,0,1.6,1.6
SAL51545,0,49,49,0,626,626,0,1375,1375,0,1517,1517,0,250,250,0,0.7,0.7,0,2.3,2.3,0,0,0
SAL51546,43,49,49,2124,1081,1085,3625,2174,2190,3000,2882,2934,300,410,410,0.7,0.7,0.7,2.3,2.4,2.4,0,0.4,0.4
SAL51547,19,48,46,450,1009,860,1999,1541,1541,542,722,542,150,170,160,1.1,0.8,0.8,3.5,2.4,2.5,25,4.3,6
SAL51548,0,36,36,0,1218,1218,0,2333,2333,0,1997,1997,0,450,450,0,1,1,0,3.2,3.2,0,5.9,5.9
SAL51549,22,34,34,855,965,962,2625,2373,2377,2167,1989,1993,410,430,430,0.8,0.8,0.8,3.5,3.3,3.3,5.6,2.3,2.4
SAL51550,41,51,50,425,668,656,1375,1386,1384,2867,1625,1625,340,380,375,0.9,0.7,0.7,3.4,2.5,2.5,14.3,3.8,4.2
SAL51551,0,50,50,0,900,900,0,1562,1562,0,0,0,0,0,0,0,0.9,0.9,0,2.3,2.3,0,0,0
SAL51552,13,41,37,350,662,612,1416,1312,1350,1517,1300,1300,270,220,220,1.1,0.8,0.9,4.2,2.6,2.8,0,2.1,1.9
SAL51553,81,64,64,575,825,749,0,1812,1812,0,1850,1850,0,0,0,0,0.8,0.8,4,1.6,1.8,0,0,0
SAL51554,0,44,44,0,924,924,0,2250,2250,0,1089,1089,0,100,100,0,0.7,0.7,0,2.9,2.9,0,3.7,3.7
SAL51555,22,49,48,724,1642,1571,3249,2125,2200,0,7000,7000,2538,501,762,0.7,0.8,0.8,3.3,2,2.1,0,0,0
SAL51556,0,51,51,0,833,833,0,2374,2374,0,0,0,0,0,0,0,0.8,0.8,0,2.9,2.9,0,0,0
