SAL_CODE_2021,Neg_nil_inc_Hh_with_Ind_psns,Neg_nil_inc_Other_households,Neg_nil_inc_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_more_Hh_with_Indig_psn,2000_more_Other_households,2000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL50948,3,12,12,0,5,3,4,30,37,5,49,53,5,84,92,9,54,59,4,46,49,7,78,82,11,93,108,3,84,87,3,42,48,3,32,34,6,57,68,11,76,84,4,23,22,78,765,838
SAL50949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,6,6,0,3,8,0,0,0,0,17,22
SAL50950,0,0,0,0,0,5,4,0,6,4,6,5,4,3,5,8,4,15,4,6,13,7,20,31,7,39,46,4,56,61,4,56,56,4,68,72,25,252,276,5,59,63,0,3,7,80,572,661
SAL50951,0,9,9,0,5,5,0,6,6,0,11,12,0,35,36,0,40,40,0,42,45,6,77,81,3,97,100,5,107,111,0,91,91,0,72,75,6,164,168,0,91,95,0,8,8,20,855,882
SAL50952,0,6,6,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,8,8,0,12,12,0,13,14,5,6,12,0,6,6,0,7,6,0,5,5,0,4,4,0,0,0,5,72,81
SAL50953,0,4,4,0,0,0,0,5,5,0,12,12,0,14,14,0,10,10,0,12,12,0,17,17,0,20,21,0,11,11,0,15,15,0,4,4,0,35,38,0,12,17,0,4,4,0,175,184
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,10
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,8
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50957,0,3,3,0,8,8,0,6,6,3,13,16,0,37,40,0,36,40,0,26,30,0,43,48,3,48,50,0,18,18,0,25,25,0,11,9,0,17,18,4,30,34,0,7,7,10,328,352
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
SAL50960,0,30,34,0,17,17,0,37,37,0,43,48,0,137,137,0,164,164,0,141,138,0,180,187,5,227,233,4,223,226,0,231,237,0,225,228,8,617,628,0,273,279,0,41,41,17,2586,2634
SAL50961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6
SAL50962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL50963,0,3,3,0,0,0,0,4,4,0,0,0,0,22,22,3,9,16,0,4,4,0,3,3,0,11,11,0,5,5,0,3,4,0,0,0,0,9,5,4,6,11,0,4,7,7,83,95
SAL50964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,3,3,0,3,3,0,3,3,0,4,4,0,8,8,0,0,0,0,0,0,0,32,32
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,14,14
SAL50968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,3,0,7,7,0,0,0,0,5,5,0,3,3,0,6,4,0,0,0,0,29,30
SAL50969,0,16,16,0,8,8,0,14,12,5,35,41,4,97,98,0,78,77,0,68,74,3,97,100,3,77,80,0,61,68,0,53,53,0,39,41,0,93,97,0,37,34,0,6,10,15,779,809
SAL50970,0,66,68,5,29,33,14,120,138,9,184,192,16,354,372,6,267,274,10,236,246,7,242,248,8,242,252,5,157,164,9,91,97,5,55,63,4,102,103,11,166,177,4,44,46,113,2355,2473
SAL50971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
SAL50973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,11,11,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,22,22
SAL50974,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,8,0,8,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,20,20
SAL50975,0,0,0,0,0,0,0,0,0,0,3,3,0,14,14,0,0,0,0,4,4,0,6,6,0,4,4,0,6,6,0,10,10,0,0,0,0,17,17,0,10,10,0,0,0,0,74,74
SAL50976,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3
SAL50978,0,5,5,0,3,3,0,0,0,0,6,6,0,20,20,0,10,10,0,3,3,0,13,13,0,6,6,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,72,72
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50980,0,3,3,0,0,0,0,0,0,0,5,5,0,4,4,0,7,8,0,11,11,0,7,7,0,12,12,0,11,11,0,14,14,0,8,6,3,21,24,0,16,16,0,0,0,3,119,121
SAL50981,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SAL50982,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,11
SAL50983,0,0,4,0,0,0,0,0,0,0,5,5,0,12,12,0,6,6,0,8,8,0,6,6,0,8,8,0,4,4,0,4,4,0,4,4,0,5,5,0,9,9,0,0,0,0,71,75
SAL50984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7
SAL50987,0,0,0,0,0,0,0,4,4,0,4,4,0,9,9,0,4,4,0,8,8,0,3,3,0,8,8,0,9,9,0,7,7,0,3,3,0,6,6,0,13,16,0,4,4,0,82,85
SAL50988,5,7,13,0,0,0,3,7,12,6,20,36,13,64,78,17,40,59,7,33,42,10,54,62,5,52,59,4,40,46,0,54,55,4,30,36,5,53,61,12,43,50,9,10,18,100,507,627
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50991,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,21,21
SAL50992,0,10,10,0,0,0,0,9,9,0,7,4,0,32,32,0,23,23,0,23,23,0,21,21,0,26,26,0,18,18,0,19,19,0,9,9,0,40,40,0,33,38,0,4,4,0,274,276
SAL50993,0,5,5,3,0,3,0,5,7,0,10,10,4,17,22,0,17,15,0,7,9,5,16,19,0,9,14,3,6,12,0,16,16,0,5,5,0,9,9,0,8,10,6,6,5,21,136,161
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,4,4,0,4,4,0,0,0,0,24,24
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50996,0,8,8,0,4,4,3,7,5,0,5,5,0,15,15,4,15,22,0,11,11,4,27,28,6,39,41,0,19,20,3,24,24,3,21,26,3,48,50,9,39,52,0,5,5,35,287,316
SAL50997,0,0,0,0,0,7,9,0,10,6,12,20,6,24,37,5,6,12,4,16,16,6,25,34,3,26,29,4,23,27,0,7,14,0,9,9,9,29,36,5,17,23,0,3,6,57,197,280
SAL50998,5,172,180,0,68,71,10,193,203,11,370,383,17,919,932,17,748,769,13,677,693,17,826,839,23,1000,1020,10,734,740,11,630,643,8,526,535,19,970,983,14,573,580,3,118,127,178,8524,8698
SAL50999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL51000,0,69,69,0,33,33,4,88,92,6,127,134,0,227,234,5,209,210,0,194,194,3,234,234,6,238,242,5,244,250,0,216,215,3,208,209,8,1125,1136,0,229,225,0,42,40,40,3483,3517
SAL51001,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,0,15,19,0,11,11,0,24,31,7,66,64,12,155,164,0,130,137,3,92,97,5,93,95,7,92,93,3,59,64,4,48,45,0,41,42,0,67,66,8,85,88,0,29,29,49,1007,1045
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51006,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,19,0,22
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
SAL51008,0,32,32,0,15,15,0,24,25,0,52,52,0,130,130,0,108,108,0,69,69,0,119,120,0,113,113,0,104,104,0,109,109,0,115,113,0,653,653,0,103,106,0,28,28,0,1774,1777
SAL51009,0,3,5,0,5,5,0,0,0,0,4,4,0,27,27,0,23,23,0,29,29,0,20,20,0,20,19,0,27,27,0,25,25,0,12,12,0,40,39,0,15,15,0,0,0,0,250,250
SAL51010,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,4,4,0,4,4,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,28,29
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3
SAL51013,0,0,0,0,0,0,0,0,0,0,3,3,0,11,11,0,7,7,0,4,7,0,0,0,0,7,7,0,0,7,0,9,9,0,0,0,0,8,8,0,5,10,0,0,0,0,54,69
SAL51014,0,0,0,0,0,0,24,0,24,22,0,22,18,0,18,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,0,15,0,0,0,84,5,88
SAL51015,0,33,33,0,13,15,0,42,46,0,57,57,3,164,170,0,149,151,0,123,122,0,154,157,0,212,216,4,228,235,0,231,237,5,244,249,12,1089,1099,0,156,155,0,29,30,24,2924,2972
SAL51016,0,17,17,0,0,0,0,25,29,0,27,29,0,81,81,4,88,92,0,95,96,3,88,95,3,113,115,0,77,84,4,97,97,0,72,75,4,169,175,3,155,155,0,17,17,21,1121,1157
SAL51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51021,0,53,53,0,21,21,0,76,74,0,147,147,0,240,240,3,261,267,3,216,222,3,335,337,4,431,433,4,405,413,0,353,350,3,329,334,23,1478,1498,4,241,247,3,41,46,50,4627,4682
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL51024,0,3,9,0,0,0,0,0,9,0,0,0,0,19,22,0,7,8,0,11,17,3,9,8,0,6,13,0,8,12,0,4,4,0,3,8,0,17,18,4,6,12,0,5,5,7,98,145
SAL51025,0,0,0,0,4,4,0,6,6,0,23,23,3,46,48,0,46,42,0,43,43,0,52,50,0,48,48,3,41,38,0,45,49,0,27,27,0,48,52,0,14,14,0,5,5,6,448,449
SAL51026,0,30,31,0,5,5,4,23,26,3,47,45,0,92,91,0,77,78,6,82,88,0,122,121,0,133,138,0,95,95,5,86,90,0,80,80,0,144,146,0,87,92,0,17,17,18,1120,1143
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,0,45,45,0,15,15,0,38,43,3,71,67,0,129,129,0,176,176,0,161,161,0,188,188,0,243,243,3,231,235,0,208,205,0,219,216,11,933,947,9,161,167,0,21,21,26,2839,2858
SAL51031,0,14,14,0,0,0,0,21,21,3,29,28,6,102,105,0,114,115,0,54,54,4,70,75,3,85,90,0,63,60,0,59,62,0,60,60,4,84,87,0,45,45,0,23,25,20,823,841
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,4,7
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51036,0,19,20,0,6,11,0,22,23,5,35,43,5,76,85,8,89,97,12,78,84,7,114,123,10,142,150,3,101,101,5,90,95,0,97,97,12,146,154,9,100,105,0,13,13,76,1128,1201
SAL51037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,5,0,5,5,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,21,23
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,0,10,10,0,3,3,0,5,5,0,4,4,0,28,30,0,29,26,0,19,19,0,27,27,0,39,39,0,18,20,0,27,27,0,21,21,0,45,45,4,28,33,0,5,5,4,308,314
SAL51041,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,8,8,0,12,9,0,0,0,0,5,5,0,0,0,0,3,3,0,6,6,0,0,0,0,43,40
SAL51042,0,0,0,6,0,6,15,0,15,13,0,13,9,0,8,9,0,9,4,4,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,9,12,0,12,80,13,90
SAL51043,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL51044,0,0,0,0,0,0,0,6,9,0,9,3,0,18,18,0,12,12,6,12,12,0,10,8,0,18,18,0,7,12,0,4,4,0,9,9,0,16,16,0,11,8,0,5,5,6,137,134
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51047,0,30,30,0,10,10,0,15,15,0,35,35,0,104,104,0,156,153,0,136,136,0,167,167,0,233,232,0,179,179,0,191,191,4,178,177,6,473,482,4,193,193,0,8,8,14,2108,2112
SAL51048,0,0,0,0,3,3,0,0,0,0,4,4,0,3,3,0,8,8,0,9,9,0,5,5,0,7,7,0,5,5,0,3,3,0,3,3,0,9,4,0,5,5,0,0,0,0,64,59
SAL51049,0,0,0,0,0,5,0,3,6,5,8,13,8,19,24,4,4,13,0,7,0,3,7,9,0,0,0,0,10,10,0,3,3,0,3,3,0,8,8,3,4,6,3,4,3,26,80,103
SAL51050,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,7,8,0,0,0,6,13,17,0,9,4,0,9,9,0,10,10,0,10,10,4,25,26,0,9,10,0,0,3,10,100,105
SAL51051,0,0,0,0,0,0,0,0,0,0,6,6,0,10,10,0,12,13,0,6,6,0,8,8,0,11,7,0,0,3,0,7,7,0,0,0,0,0,0,0,4,4,0,0,0,0,64,64
SAL51052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,4,0,3,3,0,6,6,0,0,0,0,4,3,0,0,0,0,3,3,0,5,5,0,0,0,0,33,32
SAL51053,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,3,5,0,6,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,25,30
SAL51054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51055,0,14,14,0,12,12,0,27,33,0,32,34,3,131,129,0,108,108,4,89,86,0,100,100,0,118,124,3,105,113,0,82,81,0,66,61,4,171,176,5,100,107,0,13,18,19,1168,1196
SAL51056,3,6,12,0,3,3,0,6,6,0,15,13,0,27,27,0,38,38,3,39,43,0,35,38,0,43,48,5,39,42,0,23,28,0,22,22,3,54,57,0,36,40,0,6,6,14,392,423
SAL51057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51058,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,16,16
SAL51059,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,8,4,0,5,5,0,7,9,0,5,5,0,5,5,0,0,0,0,6,6,0,3,3,0,4,4,0,51,53
SAL51060,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,7,12,0,3,3,0,5,5,0,4,4,0,4,4,0,0,0,0,3,3,0,11,11,0,3,3,0,0,0,0,47,52
SAL51061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6
SAL51062,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17
SAL51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL51064,0,22,22,0,19,19,0,23,23,0,32,32,0,102,102,0,111,111,0,80,81,0,127,129,0,90,92,0,82,82,0,72,72,0,73,73,0,129,129,0,75,75,0,22,22,0,1059,1064
SAL51065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL51066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51067,0,0,0,0,0,0,0,0,0,0,6,6,0,15,12,0,7,7,0,11,12,0,15,15,0,9,9,0,10,10,0,8,9,0,10,10,0,16,16,0,12,12,0,0,0,0,119,118
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,0,8,8,0,9,9,0,12,12,0,29,29,0,74,76,0,70,70,0,43,43,0,54,54,0,72,75,0,66,66,0,52,51,0,52,51,0,170,168,0,45,45,0,19,19,0,775,776
SAL51070,0,0,4,0,0,0,0,3,3,0,3,3,0,14,14,0,11,11,0,12,14,0,12,12,0,10,9,0,16,16,0,14,14,0,4,4,0,22,24,4,23,22,0,3,3,4,147,153
SAL51071,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,4,6,7,0,4,4,0,0,0,0,5,5,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,4,30,31
SAL51072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8
SAL51075,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL51076,0,0,0,0,4,4,0,5,5,0,3,3,0,10,10,0,13,13,0,6,6,0,7,7,0,4,11,0,7,7,0,10,6,0,3,8,0,13,13,0,15,15,0,0,0,0,100,108
