SAL_CODE_2021,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,1_149_M,1_149_F,1_149_P,150_299_M,150_299_F,150_299_P,300_399_M,300_399_F,300_399_P,400_499_M,400_499_F,400_499_P,500_649_M,500_649_F,500_649_P,650_799_M,650_799_F,650_799_P,800_999_M,800_999_F,800_999_P,1000_1249_M,1000_1249_F,1000_1249_P,1250_1499_M,1250_1499_F,1250_1499_P,1500_1749_M,1500_1749_F,1500_1749_P,1750_1999_M,1750_1999_F,1750_1999_P,2000_or_more_M,2000_or_more_F,2000_or_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
SAL50032,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,6,23
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,0,0,0,0,0,0,3,3,7,3,5,8,3,12,12,3,0,5,0,4,3,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,23,24,42
SAL50035,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,13,11,26
SAL50036,0,6,11,0,10,9,7,6,10,5,0,9,3,5,4,0,3,4,0,3,3,0,4,3,0,0,4,3,7,8,0,6,7,3,0,5,6,5,12,0,0,0,39,50,94
SAL50037,4,4,6,0,0,0,0,4,4,0,0,0,4,0,4,0,7,3,0,3,0,0,4,5,0,4,4,0,3,3,0,0,4,5,0,5,4,6,14,0,0,0,21,27,48
SAL50038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15
SAL50039,10,27,38,5,9,18,10,10,19,14,16,26,10,17,21,5,18,22,12,5,18,11,12,21,10,8,14,12,12,23,7,4,8,16,4,17,27,4,38,7,6,9,140,146,294
SAL50040,10,24,33,0,7,3,0,4,10,6,3,11,5,8,6,0,8,11,3,3,5,0,12,15,12,10,24,13,9,20,11,10,18,7,8,7,26,15,43,0,0,3,96,112,212
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,10
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50053,4,4,9,0,0,3,7,3,8,4,9,11,3,9,9,7,4,13,0,6,6,5,8,9,0,3,4,4,5,6,5,3,3,0,0,0,7,0,10,0,8,12,45,60,98
SAL50054,24,36,59,3,9,12,9,13,17,12,15,24,12,16,22,7,19,26,12,24,34,11,16,29,24,28,48,18,23,42,16,16,31,21,3,24,62,23,79,10,4,14,229,250,480
SAL50055,11,10,18,4,3,10,11,12,31,14,13,25,17,17,35,11,13,24,4,12,14,7,8,13,3,14,18,7,10,22,3,5,10,6,7,11,3,3,8,8,9,15,124,138,267
SAL50056,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,12,18,31,0,7,11,3,11,12,10,11,18,6,4,13,6,12,15,5,14,19,18,10,27,13,14,30,12,10,25,7,5,15,0,3,6,16,7,24,4,4,10,108,135,247
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL50067,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,18,6,21
SAL50068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,8
SAL50069,8,7,13,3,3,9,3,0,5,3,10,18,4,5,14,9,4,13,4,5,11,0,4,4,9,0,13,6,4,5,3,0,7,0,3,3,11,3,8,0,0,0,59,65,122
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,13
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50078,10,8,19,0,0,5,6,10,16,3,10,17,3,3,11,8,11,19,0,6,6,3,4,5,4,7,7,4,0,5,3,5,6,6,5,11,13,4,20,3,0,4,72,77,147
SAL50079,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,9,19
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,18,21,35,5,0,4,8,6,15,7,6,6,0,9,7,11,9,17,0,8,14,4,7,14,3,4,7,6,0,10,0,7,9,12,8,19,37,14,56,4,3,12,106,111,219
SAL50082,8,0,5,0,0,0,6,3,5,0,3,3,0,3,10,5,6,7,0,0,0,0,4,4,4,0,4,6,0,6,5,3,5,3,0,6,0,0,0,3,7,8,41,31,70
SAL50083,4,6,14,0,5,7,3,6,5,4,13,13,4,12,18,11,7,15,9,8,16,0,5,9,11,5,12,4,4,7,5,6,14,0,0,3,13,15,24,8,3,8,77,97,173
SAL50084,7,4,11,0,0,0,5,3,14,10,9,19,7,9,15,0,6,14,0,0,0,4,12,11,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,5,44,51,98
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50086,0,6,6,3,0,3,5,12,8,3,0,6,7,8,12,4,8,11,3,0,3,3,0,0,5,0,8,0,0,3,0,4,4,0,0,0,3,0,10,0,3,3,34,44,78
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50090,7,4,8,3,0,0,8,4,13,7,13,17,4,9,11,4,17,25,7,8,14,4,3,11,9,6,16,8,0,12,6,8,12,5,0,3,8,0,12,4,7,4,80,82,163
SAL50091,0,3,8,0,4,5,0,0,0,0,5,5,0,3,3,4,3,6,6,8,7,0,7,7,0,0,4,0,0,5,0,0,0,0,3,3,7,0,7,0,0,3,23,44,67
SAL50092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,8,9,15
SAL50093,15,15,33,0,4,4,4,26,27,17,15,24,6,14,19,6,18,23,8,12,23,3,3,7,9,10,14,8,4,14,0,3,6,0,0,4,4,0,9,9,8,20,91,132,228
SAL50094,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50098,8,8,16,0,0,8,4,0,7,8,0,4,0,8,7,3,9,12,4,8,9,3,8,7,0,7,11,3,0,9,4,6,9,3,0,6,8,4,10,0,0,3,57,62,118
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50101,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SAL50102,0,0,7,4,0,4,0,0,0,3,6,12,0,3,3,6,0,4,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,22,45
SAL50103,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL50104,0,4,10,0,0,0,0,0,0,3,3,6,0,0,3,0,0,0,4,3,4,0,0,0,6,8,6,4,0,3,3,0,3,0,0,0,0,0,3,0,0,0,20,29,46
SAL50105,9,5,14,0,0,8,11,10,19,12,16,23,7,10,12,5,9,18,0,5,4,7,10,17,9,7,14,3,4,11,7,0,11,0,0,4,21,12,27,8,0,11,99,91,195
SAL50106,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,11
SAL50107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50110,3,0,4,0,3,3,0,0,4,0,0,4,0,0,0,0,4,4,0,3,4,0,0,6,0,0,8,7,0,7,3,6,7,3,0,3,5,0,5,0,0,0,27,24,52
SAL50111,11,6,15,0,4,5,9,6,12,16,9,27,4,15,24,5,6,5,3,0,7,4,5,9,3,6,15,5,0,6,4,6,6,0,0,0,4,0,12,5,21,28,84,87,169
SAL50112,0,0,0,0,0,0,0,3,6,4,8,10,0,0,0,4,5,3,0,0,3,0,6,3,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,5,4,19,26,45
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,7,4,18,0,3,7,3,4,6,3,3,11,0,3,6,0,4,4,0,7,7,0,0,4,3,4,7,0,9,7,5,0,4,5,0,5,8,0,8,0,0,0,45,41,86
SAL50116,0,4,6,0,0,0,0,0,0,0,0,3,0,0,4,0,4,8,0,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,3,7,17,17,38
SAL50117,6,10,12,10,0,11,0,0,0,5,3,0,3,0,3,0,4,4,0,7,10,4,0,3,3,6,5,3,0,5,0,0,0,0,0,4,3,3,8,0,0,0,37,38,72
SAL50118,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SAL50119,6,0,4,0,0,0,0,0,6,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,4,4,12,17,33
SAL50120,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50123,10,8,16,0,0,7,3,3,7,4,10,11,3,12,12,3,4,12,0,5,9,3,5,7,9,15,22,4,10,14,8,7,21,3,3,13,10,9,19,5,5,12,68,94,165
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50126,20,19,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,29,27,52
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50132,0,0,3,0,0,0,4,3,3,0,3,0,3,6,9,0,0,0,0,0,3,6,4,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,22,30,49
SAL50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50137,0,3,9,0,0,0,0,0,5,4,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,3,0,0,0,16,16,33
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
