SAL_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
SAL50540,92,99,188,8,5,16,0,0,3,98,105,207,15,10,25,8,5,16,0,0,0,29,18,44,7,8,12,0,0,0,0,0,0,7,8,12,23,18,38,8,5,16,0,0,0,32,19,57,66,84,148,0,0,0,0,0,0,66,84,148,0,3,3,0,0,0,0,0,3,3,3,5,27.3,33.3,29.7,0,0,0,0,0,0,17.6,25,20.4,24.7,15.2,19.7,100,100,100,0,0,0,33.3,19,26.1,18,10.1,13.8,100,100,100,0,0,0,27.5,14.3,20.8,6,6,9,4,0,8,0,0,0,10,4,12,10,6,21,5,7,9,0,0,0,21,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0
SAL50541,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,13,19,36,1081,1116,2203,86,62,147,1183,1207,2385,12,13,22,775,696,1467,0,0,0,786,708,1490,0,3,3,26,20,39,0,0,0,26,24,47,12,16,23,797,712,1509,0,0,0,809,731,1538,3,11,12,279,400,684,0,3,3,286,413,697,0,0,0,6,3,11,84,57,141,89,63,153,0,14.3,8.3,2.9,2.7,2.8,0,0,0,2.8,2.9,2.9,83.3,63.6,70.6,73.5,63.8,68.6,1.2,0,0.7,68.4,60.4,64.4,83.3,54.5,64.7,71.4,62.1,66.7,1.2,0,0.7,66.5,58.7,62.5,0,0,4,69,132,206,0,0,0,71,131,202,5,8,22,692,555,1250,0,0,0,700,565,1266,0,0,0,83,59,142,0,0,0,85,59,144,0,0,0,27,56,83,0,0,0,26,56,83,0,0,0,16,33,46,0,0,0,21,33,54,0,4,4,122,180,302,0,0,0,122,185,303,0,4,5,110,142,254,0,0,0,110,149,256,4,4,3,385,140,524,0,0
SAL50543,0,0,0,28,35,60,6,3,9,36,35,65,0,0,0,19,16,38,0,0,0,19,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,41,0,0,0,20,23,41,0,0,0,8,9,18,0,0,0,8,9,18,0,0,0,0,0,0,6,3,9,6,4,3,0,0,0,4.5,4.8,4.7,0,0,0,4.5,4.8,4.7,0,0,0,75.9,65.6,70.5,0,0,0,68.8,61.8,65.2,0,0,0,72.4,62.5,67.2,0,0,0,65.6,58.8,62.1,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,15,12,33,0,0,0,15,12,33,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,5,5,5,0,0,0,5,5,5,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,7,4,7,0,0
SAL50544,0,0,0,8,8,15,0,0,0,8,8,15,0,0,0,4,7,14,0,0,0,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,0,0,0,4,7,14,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77.8,76.5,0,0,0,75,77.8,76.5,0,0,0,75,77.8,76.5,0,0,0,75,77.8,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50545,0,0,0,20,13,34,0,6,9,21,21,39,0,0,0,19,18,36,0,0,0,19,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,36,0,0,0,19,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,94.7,88.2,91.7,0,0,0,85.7,76.2,81,0,100,100,94.7,88.2,91.7,0,0,0,85.7,76.2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,29,0,0,0,17,14,28,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,3,6,0,0,0,0,4,9,0,0,0,4,4,3,0,0
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,6,11,17,308,325,630,23,17,41,337,348,686,7,10,12,199,188,384,0,0,0,206,198,399,0,0,0,3,6,7,0,0,0,3,6,7,7,10,12,198,188,392,0,0,0,204,199,404,0,7,4,103,132,234,0,0,4,109,137,243,0,0,0,3,0,5,23,19,40,25,16,42,0,0,0,2,2.1,2,0,0,0,1.9,2,2,71.4,63.6,66.7,65.3,59.1,62.1,0,11.1,4.9,60.9,56.8,58.8,71.4,63.6,66.7,64,57.9,60.9,0,11.1,4.9,59.8,55.7,57.7,0,0,0,18,33,48,0,0,0,18,37,49,7,10,12,177,153,334,0,0,0,187,160,346,0,0,0,24,12,29,0,0,0,24,16,33,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,6,11,0,0,0,0,6,11,0,0,0,28,55,80,0,0,0,28,53,82,0,0,0,25,26,51,0,0,0,25,30,56,0,4,7,87,41,130,0,0
SAL50549,0,0,0,8,9,21,3,0,5,15,15,29,0,0,0,11,8,19,0,0,0,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,0,0,0,11,11,17,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,0,0,3,0,5,3,0,8,0,0,0,0,11.1,5.6,0,0,0,0,11.1,5.6,0,0,0,81.8,69.2,75,0,0,0,69.2,64.3,66.7,0,0,0,81.8,61.5,70.8,0,0,0,69.2,57.1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,14,0,0,0,11,6,14,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,7,0,0
SAL50550,134,126,262,3240,3306,6542,189,150,344,3566,3582,7154,59,41,101,1935,1623,3561,0,3,7,2000,1667,3666,26,16,39,192,171,361,0,0,5,215,184,402,89,52,140,2127,1797,3923,0,8,7,2215,1857,4068,47,72,118,1053,1446,2496,6,14,21,1104,1524,2633,3,0,5,64,59,124,180,136,315,247,199,442,30.2,26.4,28.8,8.9,9.5,9.2,25,40,33.3,9.8,10.1,9.9,64.2,41.1,52.9,65.6,54.4,60,2.1,3.3,2.6,62.1,51.8,56.9,44.8,30.2,37.6,59.8,49.2,54.4,1.6,2,1.7,56.1,46.5,51.3,7,17,25,131,254,385,0,0,0,143,266,406,51,21,74,1765,1343,3109,6,3,8,1816,1366,3180,4,0,9,146,61,207,0,0,0,155,66,216,5,0,3,70,85,158,0,0,0,71,86,159,0,0,3,13,52,64,0,0,0,15,55,68,5,7,14,276,355,631,0,0,0,278,365,645,0,11,6,210,307,515,0,0,0,212,313,522,19,22,39,764,431,1198,4,0
SAL50551,13,11,27,400,400,796,20,21,41,433,435,865,7,4,10,257,257,516,0,0,0,271,262,526,0,0,3,12,7,21,0,0,0,14,14,29,6,6,10,273,264,538,0,0,0,283,270,556,6,7,12,121,134,255,0,0,0,129,140,267,0,0,9,0,4,3,18,18,35,21,24,44,14.3,33.3,23.1,4.7,3.8,4.3,0,0,0,5,4.4,4.7,46.7,50,48.1,69,66.1,67.5,4.8,5.3,5,65.1,63,64,40,33.3,37,65.7,63.6,64.7,4.8,5.3,5,61.9,60.2,61,0,0,0,35,38,66,0,0,0,30,38,68,6,4,10,228,213,446,0,0,0,232,220,451,0,0,0,18,12,29,0,0,0,18,12,29,0,0,0,3,7,14,0,0,0,3,7,14,0,0,0,3,13,17,0,0,0,3,13,17,0,0,0,20,41,64,0,0,0,20,44,64,0,0,0,25,50,79,0,0,0,29,50,78,4,5,9,145,79,218,0,0
SAL50552,8,11,19,1029,1136,2163,64,42,108,1102,1190,2296,4,4,9,689,697,1388,7,3,15,701,708,1409,0,0,0,33,29,61,0,0,0,36,34,64,6,7,13,719,723,1446,7,3,15,738,741,1475,0,7,9,302,399,699,0,4,5,308,401,708,0,0,0,9,6,16,53,39,91,65,46,106,14.3,28.6,21.4,4.4,4.1,4.3,0,0,0,4.5,4.3,4.4,70,70,70,70,64,66.9,12.3,11.4,11.9,66.6,62.1,64.3,60,50,55,66.9,61.4,64,12.3,11.4,11.9,63.6,59.4,61.4,0,0,7,87,174,264,0,0,0,85,181,266,9,5,6,601,513,1117,7,7,15,612,526,1133,0,0,0,63,43,109,0,0,0,63,43,109,0,0,0,76,71,144,0,0,0,76,71,144,0,0,0,44,58,98,0,0,0,44,58,98,0,0,4,145,254,398,3,0,0,150,256,408,5,0,0,105,163,267,4,0,0,110,166,276,4,0,3,292,117,409,0,0
SAL50553,42,67,106,1097,1155,2253,45,40,85,1185,1258,2441,19,27,51,768,684,1453,0,4,4,783,717,1506,5,5,5,34,43,77,0,0,0,40,47,88,18,33,52,804,728,1533,0,6,6,828,763,1590,13,32,40,271,404,677,4,0,3,285,432,721,5,5,7,21,18,44,47,34,82,66,60,134,18.2,9.4,13,4.5,5.9,5.2,0,33.3,33.3,4.8,6.2,5.5,57.9,48.5,51.9,73.2,63.2,68.1,0,7.5,3.4,69.8,60.6,65.1,47.4,43.9,45.2,69.9,59.4,64.6,0,5,2.3,66.4,56.9,61.5,0,3,7,42,119,161,0,0,0,43,126,167,12,19,37,719,561,1279,0,4,4,734,583,1316,0,0,0,37,23,61,0,0,0,37,28,65,0,0,0,11,19,27,0,0,0,11,19,27,0,0,0,7,14,26,0,0,0,7,14,26,0,6,6,86,138,222,0,0,0,86,147,227,4,0,5,79,94,177,0,0,0,83,99,181,9,11,16,335,233,570,0,0
SAL50554,6,0,6,14,13,34,6,0,12,22,17,39,0,0,0,8,10,15,0,0,0,8,10,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8,15,0,0,0,8,8,20,0,0,0,6,4,12,0,0,0,7,4,14,0,0,0,0,0,0,6,0,12,6,0,12,100,0,100,0,10,5.6,0,0,0,20,10,15,66.7,0,66.7,53.3,66.7,60,0,0,0,45.5,52.6,48.8,0,0,0,53.3,60,56.7,0,0,0,36.4,47.4,41.5,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,6,6,10,0,0,0,6,6,10,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0
SAL50555,0,0,0,8,10,20,0,0,0,8,10,20,0,0,0,8,11,14,0,0,0,8,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,0,0,0,8,11,14,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,84.2,0,0,0,100,70,84.2,0,0,0,100,70,84.2,0,0,0,100,70,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,19,0,0,0,8,3,19,0,0,0,3,4,3,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0
SAL50556,14,19,29,1029,1114,2144,50,45,98,1089,1183,2269,3,4,9,778,769,1549,0,0,0,780,774,1557,0,0,4,36,22,62,0,0,0,39,25,66,3,5,12,814,796,1607,0,0,0,818,803,1620,6,9,19,202,308,508,0,5,8,211,320,532,0,0,0,11,15,29,48,44,93,59,60,115,33.3,20,27.3,4.6,3.1,3.9,0,0,0,4.8,3.2,4,50,29.4,37.9,79.2,71.4,75.1,0,0,0,75.3,67.8,71.4,33.3,23.5,27.6,75.6,69.1,72.2,0,0,0,71.8,65.6,68.6,0,0,0,64,87,152,0,0,0,64,87,152,3,4,9,702,678,1376,0,0,0,706,679,1384,0,0,0,34,16,51,0,0,0,33,16,54,0,0,0,183,166,348,0,0,0,183,166,348,0,0,0,19,37,58,0,0,0,19,37,58,0,0,0,275,301,582,0,0,0,275,301,582,0,0,4,112,146,254,0,0,0,116,147,258,0,3,3,114,70,185,0,0
SAL50557,16,27,37,341,349,693,17,17,33,374,391,764,3,19,29,254,250,498,0,0,0,259,267,527,0,0,0,6,3,8,0,0,0,8,3,16,6,19,26,258,248,509,0,0,0,267,270,537,3,7,15,77,96,174,0,0,3,90,103,193,0,0,0,3,0,3,17,13,34,23,13,35,14.3,0,3.7,3.1,1.2,2.2,0,0,0,3.4,1.1,2.2,58.3,76.9,71.1,76.1,71.8,73.9,0,5.6,2.7,71.7,69.1,70.3,50,76.9,68.4,73.8,70.9,72.3,0,5.6,2.7,69.3,68.3,68.8,0,3,8,36,47,85,0,0,0,36,56,96,7,17,21,217,193,412,0,0,0,223,213,434,0,0,0,17,13,32,0,0,0,17,16,35,0,0,0,5,6,13,0,0,0,5,6,13,0,0,0,0,12,14,0,0,0,0,11,18,0,4,5,17,58,73,0,0,0,25,58,77,0,4,6,24,49,67,0,0,0,20,54,78,4,3,3,122,61,182,0,0
SAL50558,0,0,0,43,42,85,3,0,3,43,46,87,0,0,0,32,34,69,0,0,0,32,34,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34,69,0,0,0,32,34,69,0,0,0,11,9,14,0,0,0,11,9,14,0,0,0,0,0,4,3,0,3,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,0,0,0,75.6,77.3,76.4,0,0,0,81,81,81,0,0,0,75.6,77.3,76.4,0,0,0,3,11,15,0,0,0,3,11,15,0,0,0,32,23,56,0,0,0,32,23,56,0,0,0,6,0,10,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,5,14,0,0,0,7,6,10,0,0,0,7,6,10,0,0,0,15,5,21,0,0
SAL50559,0,0,0,36,34,73,3,0,3,40,34,78,0,0,0,24,24,49,0,0,0,24,24,49,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,26,24,50,0,0,0,26,28,54,0,0,0,12,11,16,0,0,0,12,11,16,0,0,0,0,0,0,3,0,3,3,0,0,0,100,100,3.8,4,3.9,0,0,0,3.8,7.7,5.8,0,100,100,70.3,71.4,70.8,0,0,0,65,72.2,68.4,0,0,0,67.6,68.6,68.1,0,0,0,62.5,66.7,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,43,0,0,0,21,20,43,0,0,0,6,5,5,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,9,0,0,0,3,7,10,0,0,0,3,7,10,0,0,0,5,3,16,0,0
SAL50560,0,0,0,16,19,34,0,0,4,18,13,36,0,0,0,14,10,25,0,0,0,14,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,25,0,0,0,14,10,25,0,0,0,4,3,11,0,0,0,4,3,11,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,68.8,78.1,0,0,0,82.4,64.7,73.5,0,0,0,87.5,68.8,78.1,0,0,0,82.4,64.7,73.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,22,0,0,0,14,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,4,3,4,0,0
SAL50561,6,6,13,563,568,1131,27,22,48,602,592,1190,8,3,11,335,286,621,0,0,0,339,290,631,0,0,0,20,12,28,0,0,0,20,12,28,8,3,11,354,299,646,0,0,0,358,302,657,0,0,5,209,261,470,3,0,7,213,268,483,0,0,0,3,5,14,21,19,44,26,24,53,0,0,0,5.4,3.7,4.6,0,0,0,5.3,3.7,4.6,75,50,64.3,62.7,52.4,57.5,0,0,0,60.1,50.5,55.3,75,50,64.3,59.3,50.4,54.9,0,0,0,56.9,48.6,52.8,0,0,0,23,38,68,0,0,0,23,38,68,8,3,11,299,246,550,0,0,0,306,246,557,0,0,0,37,23,58,0,0,0,37,22,61,0,0,0,18,14,30,0,0,0,18,14,30,0,0,0,9,13,18,0,0,0,9,13,18,0,0,0,50,81,131,0,0,0,50,81,131,0,0,0,40,49,89,0,0,0,40,49,92,0,0,0,187,55,241,0,0
SAL50562,0,0,0,179,184,362,32,24,59,215,211,420,0,0,0,146,145,297,0,0,0,154,148,301,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,153,145,301,0,0,0,153,148,303,0,0,0,22,34,57,0,0,0,22,34,57,0,0,0,0,0,5,32,26,54,36,25,60,0,0,0,2.6,0,1.3,0,0,0,2.6,0,1.3,100,0,100,85.5,80.5,83,0,7.4,3.4,73,71.2,72.1,100,0,100,83.2,80.5,81.9,0,7.4,3.4,71.1,71.2,71.2,0,0,0,16,17,32,0,0,0,16,20,34,0,0,0,138,127,262,0,0,0,136,130,264,0,0,0,23,20,41,0,0,0,23,20,41,0,0,0,14,5,21,0,0,0,14,5,21,0,0,0,5,12,23,0,0,0,5,12,23,0,0,0,33,66,96,0,0,0,33,62,96,0,0,0,22,31,54,0,0,0,22,31,54,0,0,0,45,10,59,0,0
SAL50563,0,0,0,3,5,5,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33.3,28.6,0,0,0,25,33.3,28.6,0,0,0,25,33.3,28.6,0,0,0,25,33.3,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
