SAL_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
SAL50517,4,5,8,382,388,776,29,19,52,418,407,828,6,0,4,261,228,488,0,0,0,265,232,491,0,0,0,18,8,28,0,0,0,19,8,28,4,0,4,278,233,516,0,0,0,283,241,517,0,0,3,101,152,250,0,0,0,105,148,252,0,0,0,6,3,9,29,18,49,32,21,50,25,0,16.7,6.1,3.4,4.9,0,0,0,6.4,3.4,5,80,66.7,75,72.5,61,66.7,0,0,0,67.7,58,62.9,60,66.7,62.5,68.1,58.9,63.5,0,0,0,63.4,56.1,59.8,0,0,0,13,36,51,0,0,0,13,38,50,6,0,7,243,185,427,0,0,0,246,182,429,0,0,0,21,20,45,0,0,0,23,20,49,0,0,0,9,5,16,0,0,0,9,5,16,0,0,0,8,8,11,0,0,0,8,8,11,0,0,0,37,53,89,0,0,0,37,53,89,0,0,0,24,41,67,0,0,0,24,41,67,0,0,0,133,62,197,0,0
SAL50518,154,152,302,4842,5039,9888,292,211,501,5282,5408,10687,69,73,140,3363,2903,6266,14,3,14,3443,2979,6420,25,16,38,179,157,337,0,0,0,202,170,375,89,83,178,3545,3056,6602,14,3,14,3645,3145,6795,52,57,111,1257,1921,3177,4,18,20,1315,1993,3310,5,5,16,41,61,104,272,192,462,317,263,584,25.3,16.5,21,5.1,5.1,5.1,0,0,0,5.6,5.4,5.5,60.7,55.6,58.1,73.2,60.7,66.8,3.8,1.9,3,69.1,58.2,63.6,45.3,46.4,45.9,69.5,57.6,63.4,3.8,1.9,3,65.2,55.1,60.1,5,16,22,252,480,726,0,0,0,253,495,746,60,53,119,3060,2390,5450,9,0,14,3131,2451,5578,0,3,3,196,114,312,0,0,0,196,114,311,0,0,0,113,107,224,0,0,0,113,109,226,0,3,3,39,93,137,0,0,0,39,98,135,3,3,9,404,656,1055,0,0,0,407,661,1070,0,10,13,384,527,909,0,0,0,387,541,927,36,32,64,1595,842,2437,8,3
SAL50519,14,4,19,134,37,164,3,0,3,152,39,190,6,0,8,128,31,156,0,0,0,135,29,163,0,0,0,0,0,3,0,0,0,4,0,6,8,0,11,127,28,154,0,0,0,138,32,169,4,0,7,0,0,8,0,0,0,9,10,14,0,0,0,0,0,4,0,0,0,4,0,4,11.1,0,9.1,2.3,3.4,2.5,0,0,0,2.9,3.2,2.9,60,50,57.9,96.3,85.3,94,33.3,0,33.3,91.4,81.6,89.5,53.3,50,52.6,94,82.4,91.7,33.3,0,33.3,88.8,78.9,86.8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,121,31,150,0,0,0,132,29,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,0,0,8,5,12,0,0,0,13,5,18,0,0,0,13,5,20,4,0,4,56,4,59,0,0
SAL50520,0,0,0,153,114,266,13,12,30,168,129,297,0,0,0,122,75,197,0,0,6,118,79,205,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,121,75,202,0,0,6,126,79,208,0,0,0,28,30,64,0,0,0,28,32,64,0,0,0,3,0,4,13,13,25,14,16,30,0,0,0,2.5,0,1.5,0,0,0,2.4,0,1.5,100,50,66.7,80.3,69.6,75.8,7.1,14.3,10.7,74.3,63.3,69.5,100,50,66.7,78.3,69.6,74.6,7.1,14.3,10.7,72.5,63.3,68.5,0,0,0,0,14,8,0,0,0,0,13,9,0,0,0,117,68,185,0,0,4,118,72,190,0,0,0,13,9,21,0,0,0,13,9,21,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,13,16,32,0,0,0,13,16,32,0,0,0,18,11,26,0,0,0,18,11,26,0,0,0,31,24,55,0,0
SAL50521,0,0,0,16,8,24,9,5,12,32,10,43,0,0,0,21,6,21,0,0,0,18,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,21,0,0,0,18,6,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,5,13,11,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,87.5,92.3,9.1,0,7.7,60,70,62.5,0,0,0,94.4,87.5,92.3,9.1,0,7.7,60,70,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,21,0,0,0,18,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,4,0,4,0,0
SAL50522,72,55,122,3627,3852,7479,382,279,659,4079,4185,8265,37,25,62,2462,2518,4976,5,4,10,2507,2550,5050,6,7,13,160,103,261,0,0,0,165,107,277,45,30,77,2618,2620,5236,10,4,12,2670,2657,5327,15,29,43,975,1213,2190,11,17,27,1000,1258,2261,11,0,11,36,13,56,364,255,620,406,274,678,15.6,18.8,16.9,6,4,5,16.7,0,9.1,6.1,4.1,5.1,66.2,55.2,61.1,72.1,68.1,70,1.6,1.8,1.7,65.4,63.5,64.4,55.9,44.8,50.8,67.8,65.4,66.6,1.3,1.8,1.5,61.4,60.9,61.1,5,8,9,401,606,1011,0,0,0,409,614,1022,31,20,51,2031,1896,3926,5,0,8,2067,1921,3991,4,0,4,217,220,433,0,0,0,218,220,438,0,0,0,463,525,991,0,0,0,463,527,990,5,0,5,120,212,331,0,0,0,123,212,337,5,4,9,905,1198,2103,0,5,0,911,1207,2115,3,0,6,365,380,747,0,0,0,373,382,756,17,4,21,565,279,851,3,0
SAL50523,5,8,12,436,406,849,57,43,93,501,453,957,6,0,8,165,147,314,0,0,0,174,152,326,0,0,0,17,24,40,0,0,0,17,24,40,6,0,8,182,169,350,0,0,0,191,174,363,0,5,6,246,229,474,0,3,6,246,233,485,0,0,0,14,9,20,54,35,91,65,47,107,0,0,0,8.8,12.9,10.8,0,0,0,8.4,12.7,10.5,75,50,64.3,41.3,41.7,41.5,5.4,0,3.1,37.8,38,37.9,75,50,64.3,37.7,36.3,37,5.4,0,3.1,34.7,33.2,34,0,0,0,13,13,21,0,0,0,13,13,21,7,0,6,148,130,286,0,0,0,160,140,295,0,0,0,14,7,17,0,0,0,14,7,17,0,0,0,4,4,3,0,0,0,4,4,3,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,11,27,40,0,0,0,11,27,40,0,0,0,15,26,36,0,0,0,15,27,43,0,6,3,141,56,195,0,0
SAL50524,0,0,0,6,6,8,0,0,0,6,6,8,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,50,66.7,0,0,0,80,50,66.7,0,0,0,80,50,66.7,0,0,0,80,50,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50525,7,6,18,307,292,592,31,11,42,344,305,653,9,0,13,155,136,287,5,0,7,164,139,300,0,0,0,7,9,15,0,0,0,7,9,15,9,0,13,160,138,299,5,0,7,174,138,314,0,4,3,142,145,286,3,0,7,143,152,296,0,0,0,0,7,9,22,5,29,24,16,41,0,0,0,5,3.6,4.3,0,0,0,4.6,3.5,4.1,88.9,33.3,66.7,52.6,47.6,50.2,13.3,10,12.5,50.1,46.1,48.2,88.9,33.3,66.7,50,45.9,48,13.3,10,12.5,47.8,44.4,46.2,0,0,0,9,20,28,0,0,0,9,20,28,9,0,13,136,117,248,5,0,7,143,117,264,0,0,0,10,4,21,0,0,5,20,7,23,0,0,0,0,6,8,0,0,0,0,6,8,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,9,23,30,0,0,0,9,23,30,0,0,0,7,29,36,0,0,0,12,31,42,8,0,8,119,43,157,0,0
SAL50526,0,0,0,20,16,37,0,0,0,22,16,39,0,0,0,15,8,25,0,0,0,15,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25,0,0,0,15,12,25,0,0,0,11,6,11,0,0,0,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,4.3,0,0,0,0,9.1,4.3,0,0,0,60,64.7,62.2,0,0,0,57.1,64.7,60.5,0,0,0,60,58.8,59.5,0,0,0,57.1,58.8,57.9,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,9,8,19,0,0,0,9,8,19,0,0,0,5,5,11,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0
SAL50527,0,0,0,49,30,79,5,3,9,48,32,85,0,0,0,40,21,65,0,0,0,41,21,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,21,65,0,0,0,41,21,68,0,0,0,7,10,11,0,0,0,7,10,11,0,0,0,0,0,0,5,3,9,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,87.2,76.7,83.1,0,0,0,82.4,71.9,78.3,100,0,100,87.2,76.7,83.1,0,0,0,82.4,71.9,78.3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,40,19,59,0,0,0,40,19,59,0,0,0,11,8,17,0,0,0,11,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,3,6,9,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,11,8,16,0,0
SAL50528,3,0,3,54,9,65,95,8,107,152,24,172,5,0,5,47,9,64,0,0,0,56,9,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,47,9,64,0,0,0,56,9,64,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,95,8,107,95,8,107,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,94.4,100,95.4,0,0,0,35.5,47.8,37.1,75,0,75,94.4,100,95.4,0,0,0,35.5,47.8,37.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,51,9,59,0,0,0,52,9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,28,0,36,0,0
SAL50529,20,5,22,264,74,339,321,86,406,603,165,770,20,5,22,257,74,334,0,0,0,282,82,356,0,0,0,0,0,0,0,0,0,0,0,0,20,5,22,257,74,334,0,0,0,282,82,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,317,86,398,322,81,407,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,97.7,98.7,97.9,0.6,0,0.5,46.2,48.5,46.7,100,100,100,97.7,98.7,97.9,0.6,0,0.5,46.2,48.5,46.7,16,4,24,253,70,325,0,0,0,275,76,349,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,8,4,12,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,24,10,31,0,0,0,23,10,32,0,0,0,20,11,36,0,0,0,23,11,37,7,0,8,99,14,116,0,0
SAL50530,13,6,16,18,16,30,5,0,5,31,22,51,3,0,0,11,13,21,0,0,0,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,10,23,0,0,0,13,15,25,11,3,13,5,0,7,0,0,0,16,10,20,5,0,5,0,0,0,5,0,5,6,0,5,0,0,0,0,8.3,4.5,0,0,0,0,7.7,4,14.3,20,15.8,58.8,85.7,71,0,0,0,35.3,65,46.3,14.3,20,15.8,58.8,78.6,67.7,0,0,0,35.3,60,44.4,0,0,0,4,5,7,0,0,0,0,6,14,0,0,0,4,4,10,0,0,0,11,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,5,3,0,0,0,0,5,3,5,0,5,5,6,8,0,0
SAL50531,19,23,46,4,5,10,3,0,5,31,25,59,4,0,9,4,5,15,0,0,0,16,12,24,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,4,5,15,0,0,0,14,12,26,11,13,28,0,0,0,0,0,0,10,13,29,0,0,0,0,0,0,3,0,5,3,0,5,30,0,21.4,0,0,0,0,0,0,20,0,12,45.5,19,32.6,83.3,100,91.7,0,0,0,50,34.5,42.4,31.8,19,25.6,83.3,100,91.7,0,0,0,40,34.5,37.3,3,3,3,0,3,3,0,0,0,10,4,11,0,0,6,4,4,10,0,0,0,9,7,11,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,0,0
SAL50532,0,0,0,6,6,9,0,0,0,7,6,9,0,0,0,6,6,9,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,80,100,88.9,0,0,0,100,100,100,0,0,0,80,100,88.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
SAL50533,16,10,28,859,886,1749,41,24,68,919,923,1845,8,7,15,593,551,1147,0,0,0,604,557,1155,0,3,6,19,20,39,0,0,0,21,23,41,6,12,16,614,568,1184,0,0,0,624,579,1198,5,4,11,243,310,552,0,0,3,246,316,565,0,0,0,6,10,18,41,23,65,49,34,79,12.5,25,18.8,3.4,3.2,3.3,0,0,0,3.5,3.5,3.5,57.1,61.5,59.3,71.3,64,67.6,2.3,0,1.5,67.8,62.3,65,50,46.2,48.1,68.8,61.9,65.3,2.3,0,1.5,65.4,60.2,62.8,0,6,6,52,113,160,0,0,0,52,116,165,8,5,11,537,437,978,0,0,0,546,440,987,0,0,0,51,29,80,0,0,0,51,29,78,0,0,0,29,26,55,0,0,0,29,26,55,0,0,0,17,35,49,0,0,0,17,33,50,0,0,0,102,177,276,0,0,0,102,177,277,0,0,0,74,97,172,0,0,0,74,97,173,4,3,5,310,139,450,0,0
SAL50534,43,44,90,1340,1462,2805,98,93,188,1486,1597,3081,17,20,38,776,764,1534,3,0,10,793,779,1579,5,5,10,36,39,67,0,0,0,36,41,80,23,27,45,808,798,1605,3,0,10,836,818,1658,16,22,39,522,645,1162,3,5,6,539,675,1208,0,0,0,16,17,31,92,85,177,108,103,211,18.2,26.1,22.2,4.3,4.4,4.4,0,0,0,4.7,5,4.8,51.2,53.5,52.3,60.2,54.6,57.3,6,1.1,3.6,56.3,51.5,53.8,41.9,39.5,40.7,57.6,52.2,54.8,6,1.1,3.6,53.6,48.9,51.2,5,7,10,64,115,183,0,0,0,67,121,192,15,12,24,696,635,1335,9,0,9,723,646,1366,0,0,0,60,50,111,3,0,4,64,47,117,0,0,0,29,36,60,0,0,0,29,34,59,0,0,4,17,42,65,0,0,0,18,49,64,0,3,3,124,201,328,0,0,0,124,208,327,0,5,3,130,175,299,0,0,0,136,177,307,3,10,13,416,218,638,3,0
SAL50535,0,0,0,27,33,59,6,5,10,33,35,64,0,0,0,19,19,35,0,0,0,19,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,39,0,0,0,19,20,39,0,0,0,8,15,20,0,0,0,8,15,20,0,0,0,0,0,3,6,5,10,3,7,8,0,0,0,0,5.3,2.6,0,0,0,0,5.3,2.6,0,0,0,70.4,59.4,64.4,0,0,0,59.4,54.3,56.7,0,0,0,70.4,56.3,62.7,0,0,0,59.4,51.4,55.2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,16,14,32,0,0,0,16,14,32,0,0,0,5,5,4,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,0,11,0,0
SAL50536,85,112,201,1080,1229,2311,138,144,281,1303,1486,2792,32,33,62,614,620,1236,0,7,5,647,658,1309,12,11,21,54,29,81,0,0,0,65,43,107,36,44,80,668,650,1322,0,7,5,712,702,1412,41,67,112,391,568,961,0,6,12,439,641,1083,5,6,7,14,18,27,134,130,266,152,150,299,28.2,24.4,26.2,7.9,4.8,6.4,0,0,0,9,6,7.5,45.3,39.5,42,62,53,57.2,2.9,2.1,2.5,54.6,47,50.6,32.6,29.8,31,57.1,50.4,53.5,2.9,2.1,2.5,49.7,44.2,46.8,3,3,7,72,153,221,0,0,0,78,157,228,23,29,54,538,469,1007,3,7,5,571,499,1066,0,0,0,34,30,66,0,0,0,38,30,70,0,0,0,41,31,71,0,0,0,41,30,71,0,0,0,14,35,47,0,0,0,14,35,47,3,0,4,92,181,269,0,0,0,91,180,273,0,10,14,87,125,206,0,0,0,88,139,224,18,17,33,268,159,429,3,0
SAL50537,0,0,0,8,5,14,0,0,0,8,5,14,0,0,0,8,4,10,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,8,4,10,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,66.7,69.2,0,0,0,71.4,66.7,69.2,0,0,0,71.4,66.7,69.2,0,0,0,71.4,66.7,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,0,0,0,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50538,13,18,29,7,6,3,8,10,16,23,25,50,5,7,8,7,6,3,0,0,0,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,7,6,3,0,0,0,10,5,17,10,15,19,0,0,0,0,0,3,10,14,16,0,0,0,0,0,0,5,9,11,5,9,11,12.5,25,16.7,0,0,0,0,0,0,8.3,16.7,11.1,57.1,25,40,100,100,100,0,0,0,50,22.2,35.3,50,18.8,33.3,100,100,100,0,0,0,45.8,18.5,31.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,6,3,0,0,0,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
SAL50539,7,3,14,130,124,257,20,21,42,161,151,312,7,4,11,92,82,175,0,0,0,100,84,185,0,0,0,0,3,10,0,0,0,0,3,10,7,4,11,95,90,181,0,0,0,101,87,187,3,3,5,34,40,74,0,0,5,39,42,81,0,0,0,0,0,0,16,18,41,20,18,38,0,0,0,2.1,4.6,3.3,0,0,0,2,4.4,3.2,75,60,69.2,71.2,69,70.2,0,0,0,62.1,59.2,60.7,75,60,69.2,69.7,65.9,67.8,0,0,0,60.9,56.6,58.8,0,0,0,0,11,10,0,0,0,0,11,10,7,4,11,86,67,162,0,0,0,94,73,172,0,0,0,8,8,13,0,0,0,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,9,10,22,0,0,0,9,10,22,4,0,4,12,8,23,0,0,0,10,10,22,0,0,0,36,27,62,0,0
