SAL_CODE_2021,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
SAL51517,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,0,0,0,0,0,0,0,6,4,0,6,7
SAL51518,0,7,0,3,0,0,0,4,0,3,49,36,85,54,40,87,0,0,0,26,21,48,49,36,85,72,56,134
SAL51519,0,23,29,53,0,0,0,8,10,15,53,44,98,63,51,116,0,7,10,527,605,1130,53,44,98,585,652,1243
SAL51520,0,0,0,0,0,0,0,0,0,0,4,0,3,4,6,6,0,0,0,4,5,6,6,0,6,9,5,15
SAL51521,0,17,25,44,4,4,15,7,15,18,121,99,214,132,121,250,55,65,121,549,622,1161,122,104,226,725,783,1509
SAL51522,0,0,0,0,0,0,0,0,0,0,8,5,16,8,9,20,0,0,0,5,9,14,13,5,24,17,18,36
SAL51523,0,0,0,0,0,0,0,3,0,3,4,0,4,8,0,8,0,0,0,7,0,4,4,0,4,8,0,11
SAL51524,0,0,0,0,0,0,0,0,0,3,3,3,8,3,4,6,4,0,4,14,14,21,3,3,8,17,18,35
SAL51525,0,9,19,31,0,0,0,22,14,37,99,40,145,124,58,182,13,11,22,413,471,879,97,49,149,522,532,1051
SAL51526,0,43,52,96,9,7,10,99,127,221,249,155,408,349,291,639,39,42,81,1385,1486,2872,250,162,411,1672,1688,3363
SAL51527,0,0,0,0,0,0,0,0,0,3,3,5,4,3,3,9,0,0,0,8,8,13,3,5,4,11,8,20
SAL51528,0,0,0,0,3,0,7,0,0,0,10,3,12,6,10,17,29,19,49,0,3,4,10,3,12,36,29,63
SAL51529,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,13,10,22,0,0,0,17,10,27
SAL51530,0,0,0,0,5,3,13,0,0,0,9,12,15,10,14,23,49,38,88,3,5,8,9,12,15,62,54,116
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,4,0,0,5,4,3,5
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,7,13,12
SAL51533,0,0,0,0,0,0,0,0,0,0,13,10,24,12,10,25,42,46,91,3,0,3,13,10,24,58,55,116
SAL51534,0,46,56,105,8,12,21,49,50,104,270,189,461,328,247,575,78,107,181,1180,1271,2453,278,189,468,1533,1568,3109
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,3,9,0,0,0,13,3,10
SAL51536,0,4,11,12,3,0,3,41,61,101,70,56,125,113,117,231,22,18,38,263,333,595,67,61,130,356,413,766
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51538,0,0,0,0,0,0,0,0,0,0,15,10,21,15,10,21,0,0,0,0,4,5,15,10,21,13,15,28
SAL51539,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,6,0,0,0,0,3,3,4,0,3,3,10,11
SAL51540,0,7,5,7,0,0,0,5,8,13,12,8,20,16,22,40,10,9,14,96,103,203,12,12,26,111,129,240
SAL51541,0,10,23,27,0,0,0,14,14,26,52,40,90,64,57,120,0,9,8,422,471,891,53,43,96,480,521,999
SAL51542,0,0,0,0,0,0,0,0,0,0,9,10,19,14,12,24,3,0,3,3,7,8,9,10,19,20,16,37
SAL51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,8
SAL51544,0,15,14,33,0,0,0,17,8,26,35,35,68,48,40,93,31,13,38,359,296,658,37,34,72,424,342,767
SAL51545,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,12,0,0,0,19,11,35,5,0,9,23,15,39
SAL51546,0,0,6,11,0,0,0,8,7,10,14,17,33,24,22,46,0,0,0,161,135,298,18,20,35,177,155,335
SAL51547,0,0,0,0,0,0,0,0,0,0,6,3,7,3,3,13,5,0,6,13,13,22,6,3,7,15,22,38
SAL51548,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,5,0,0,0,11,7,18,5,4,5,12,9,22
SAL51549,0,34,35,67,0,0,0,16,30,44,150,120,266,163,148,306,17,18,35,983,1086,2072,150,122,268,1151,1224,2378
SAL51550,0,0,0,0,0,0,0,0,0,3,10,9,18,9,12,17,0,0,4,41,30,73,10,9,18,47,43,88
SAL51551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,3,3
SAL51552,0,0,0,0,0,0,6,0,0,0,6,3,8,4,3,8,11,7,14,11,22,32,5,3,10,23,31,56
SAL51553,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,0,0,0,4,0,4,7,0,7
SAL51554,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,9,0,0,0,9,8,20,3,0,9,13,6,19
SAL51555,0,0,0,0,0,0,0,0,0,0,21,17,41,20,17,40,3,0,3,3,3,9,21,17,41,27,21,55
SAL51556,0,0,0,0,0,0,0,0,0,0,4,5,4,4,5,4,0,0,0,0,0,6,4,5,4,3,5,11
SAL51557,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4
SAL51558,0,70,93,165,0,0,0,60,53,109,297,184,480,360,240,595,71,66,139,1923,2100,4022,298,190,491,2292,2359,4654
SAL51559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,7,3,4
SAL51560,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,5,0,0,0,3,0,7,0,3,3,3,9,7
SAL51561,0,0,0,0,0,0,0,0,0,0,5,5,11,5,5,11,0,0,0,11,21,34,5,5,11,22,21,42
SAL51562,0,0,0,0,0,0,0,0,0,4,4,4,9,6,3,9,0,0,0,0,3,5,4,4,9,11,7,15
SAL51563,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,5,0,5,5,0,0
SAL51564,0,41,71,111,0,0,0,25,29,50,153,145,297,172,177,352,5,11,15,1698,1815,3517,156,146,299,1859,1976,3835
SAL51565,0,18,24,39,0,0,4,15,11,21,80,43,122,96,54,143,27,8,32,1168,908,2081,81,48,128,1277,964,2240
SAL51566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,4,4,12
SAL51567,0,0,5,8,0,0,0,9,12,19,31,33,67,40,44,87,6,6,14,144,184,329,36,33,71,189,224,416
SAL51568,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5
SAL51569,0,23,44,68,8,3,10,44,70,116,193,158,350,245,229,474,49,48,95,848,1006,1852,194,163,359,1086,1219,2312
SAL51570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,7
SAL51572,0,0,0,0,0,0,0,0,0,0,5,3,9,5,4,11,0,0,0,12,20,30,11,3,12,18,21,39
SAL51573,0,0,4,5,6,3,0,4,6,14,21,20,46,31,32,56,4,4,11,16,36,52,21,20,46,40,63,105
SAL51574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SAL51575,0,0,0,0,0,0,0,0,0,0,5,3,5,5,7,10,0,0,0,0,0,4,5,3,5,4,7,10
SAL51576,0,0,0,0,0,0,0,0,0,0,5,3,7,5,6,8,0,0,0,3,0,5,5,3,7,10,6,13
SAL51577,0,9,10,12,0,3,8,4,4,4,46,31,74,53,34,88,18,20,35,157,172,332,46,31,74,226,223,445
SAL51578,0,23,19,40,0,0,0,33,55,82,81,84,170,111,145,258,5,5,8,514,568,1079,86,91,170,596,669,1260
SAL51579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51580,0,30,46,82,0,0,0,23,9,32,200,134,336,219,147,366,5,9,12,516,623,1140,198,139,339,722,767,1492
SAL51581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,16,0,0,0,7,11,22
SAL51582,0,0,0,3,0,0,0,8,0,8,11,4,16,21,10,31,6,3,11,65,60,126,11,4,16,79,73,151
SAL51583,0,0,0,0,0,0,0,0,0,0,6,0,11,6,0,11,0,0,0,10,6,16,6,0,11,13,9,21
SAL51584,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,3,5,11,0,4,4,11,7,16
SAL51585,0,0,0,0,0,127,127,11,114,120,13,10,27,23,247,271,4,129,133,49,151,208,13,10,27,72,294,361
SAL51586,0,0,0,0,0,0,0,4,5,11,29,22,49,32,26,55,0,3,3,39,33,70,32,23,52,71,60,130
SAL51587,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,7,10,14,3,3,8,10,17,22
SAL51588,4,36,72,109,5,5,8,43,37,86,213,190,403,260,231,491,15,32,44,773,873,1641,215,191,404,999,1096,2092
SAL51589,0,0,0,0,0,0,0,0,0,0,8,9,10,7,12,18,0,0,0,7,7,10,8,9,10,10,9,24
SAL51590,0,0,0,0,0,0,0,0,0,0,3,8,3,3,4,10,0,0,0,0,5,3,3,8,3,6,5,10
SAL51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51592,0,0,5,11,0,0,0,3,9,14,29,16,48,29,29,63,3,0,6,112,134,249,27,16,45,147,157,304
SAL51593,0,13,18,35,0,0,0,10,14,25,83,56,137,91,69,165,6,14,18,347,469,812,83,52,140,432,535,969
SAL51594,0,4,0,4,0,0,0,3,8,11,32,32,61,41,36,74,10,9,13,85,72,153,35,32,67,133,104,237
SAL51595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
SAL51597,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,11,13,3,0,3,6,16,15
SAL51598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51600,0,0,3,3,0,0,0,0,0,3,32,32,62,30,25,60,7,5,7,23,40,66,32,32,62,55,70,133
SAL51601,0,3,10,11,3,4,10,5,6,8,212,138,345,223,147,372,53,40,101,214,193,406,212,138,352,484,374,861
SAL51602,0,0,0,0,0,0,0,0,0,0,15,0,14,15,3,16,0,0,0,0,0,0,15,0,14,15,3,16
SAL51603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
SAL51604,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3
SAL51605,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3
SAL51606,0,0,0,0,0,0,0,0,0,0,5,4,5,8,3,12,0,0,0,9,7,20,5,4,5,15,12,26
SAL51607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5
SAL51608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3
SAL51610,0,19,38,53,5,8,11,34,41,76,135,117,259,176,165,343,35,42,79,652,653,1313,140,119,264,828,824,1653
SAL51611,0,0,0,0,0,3,3,0,0,0,4,5,12,5,7,13,9,9,22,0,0,0,4,5,12,13,18,34
SAL51612,0,72,74,145,3,0,3,43,55,103,185,145,324,235,198,432,20,19,39,3297,3240,6534,187,151,331,3503,3405,6908
SAL51613,0,0,0,0,0,0,0,4,3,8,13,11,22,19,9,28,0,0,0,16,20,32,13,11,22,34,25,59
SAL51614,0,0,5,3,0,0,0,7,6,15,54,49,98,53,57,112,5,5,10,90,100,191,55,49,103,146,150,298
SAL51615,0,0,0,0,3,0,6,0,0,0,3,0,4,4,4,11,3,0,6,5,9,15,3,0,4,10,11,21
SAL51616,0,0,0,4,0,0,0,0,3,8,10,9,23,14,10,25,0,4,4,83,78,160,13,9,20,97,90,187
SAL51617,0,50,41,85,0,0,0,29,19,47,115,94,207,149,113,262,19,36,50,928,859,1787,118,94,213,1066,983,2046
SAL51618,0,6,4,8,4,4,5,4,0,6,118,38,155,125,42,169,22,24,43,22,16,37,118,38,155,157,78,234
SAL51619,0,0,0,0,0,0,0,3,0,3,9,8,21,18,8,21,0,0,0,22,19,40,9,8,21,37,23,60
SAL51620,0,0,0,0,0,0,0,0,0,0,14,4,14,14,4,14,0,0,0,16,10,17,14,11,17,20,13,37
SAL51621,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,0,0,0,0,0,0,0,6,4,0,0,7
SAL51622,0,0,0,0,0,0,0,0,0,0,3,8,7,4,8,9,0,0,0,18,22,48,3,8,7,26,29,54
SAL51623,0,20,29,43,0,0,0,23,15,36,63,31,98,84,47,132,5,8,9,837,813,1648,62,37,96,905,849,1752
SAL51624,0,3,7,3,0,0,0,0,3,3,17,15,34,16,20,36,0,0,0,50,55,108,18,15,32,68,73,137
SAL51625,0,14,19,30,7,3,10,28,23,53,123,100,220,151,123,277,38,39,74,270,284,552,122,106,225,430,429,854
SAL51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,6,6,7
SAL51628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51629,0,0,0,5,0,0,0,6,0,11,7,3,10,16,5,17,0,3,3,51,38,87,7,3,10,54,47,96
SAL51630,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,11,6,0,0,3,5,9,13
SAL51631,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,4,3,0,6,7,0,6
SAL51632,0,4,0,4,0,0,0,6,7,17,29,26,57,46,35,73,15,9,23,76,79,159,29,26,57,124,117,238
SAL51633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL51634,0,0,0,0,0,0,0,0,0,0,12,3,16,12,3,16,5,6,8,16,9,32,12,10,17,27,24,48
SAL51635,0,0,0,3,0,4,3,8,13,16,69,67,141,82,83,163,30,25,58,116,126,241,69,68,141,215,222,438
SAL51636,0,0,0,0,0,0,0,6,5,6,13,10,20,14,12,26,3,0,6,16,21,30,13,10,20,28,27,56
SAL51637,0,3,0,5,0,0,0,3,0,7,29,22,47,34,25,56,6,7,9,128,137,264,29,22,48,165,161,326
SAL51638,0,5,16,22,0,0,4,10,14,20,56,42,96,62,59,119,5,8,10,654,631,1289,56,42,103,713,677,1396
SAL51639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51640,0,0,0,0,0,0,0,10,6,15,33,22,51,39,28,70,7,0,8,54,87,140,33,22,61,94,116,205
SAL51641,0,35,30,67,0,0,0,28,32,60,72,52,129,105,83,190,8,5,15,1251,1282,2538,76,57,136,1339,1347,2685
SAL51642,0,0,0,0,0,0,0,3,4,7,3,4,0,3,4,9,0,0,0,16,12,23,3,4,0,17,12,26
SAL51643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51644,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,0,0,0,3,7,5,0,3,6,5,11
SAL51645,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,4,0,0,5,3,4,3
SAL51646,0,0,5,10,589,0,589,1253,3,1258,35,18,56,1881,24,1908,592,0,592,1333,97,1430,36,18,53,1966,118,2082
SAL51647,0,9,3,9,0,0,0,8,4,14,44,29,66,50,32,83,8,10,24,132,151,282,44,29,68,185,190,370
SAL51648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,16,0,0,0,4,5,18
SAL51649,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,0,0,0,0,0,4,3,0,4,3
SAL51650,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,6,13,17,0,0,7,10,16,27
SAL51651,0,9,0,7,0,0,0,16,11,27,53,50,109,69,67,140,13,14,24,138,126,267,53,58,106,206,191,402
SAL51652,0,0,0,0,0,0,0,0,0,0,10,8,22,15,13,28,0,0,0,52,47,104,10,8,22,64,57,122
SAL51653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51654,0,0,0,0,0,0,0,0,6,3,15,15,38,19,19,44,3,3,14,16,18,36,15,15,38,42,39,81
SAL51655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51656,0,0,0,0,37,27,62,0,0,0,75,66,133,112,84,199,89,87,180,16,18,38,75,66,133,184,167,348
SAL51657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,0,0,0,3,6,11
SAL51658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51659,0,0,0,0,0,0,0,0,0,0,8,11,22,8,9,25,0,0,0,11,11,17,8,11,22,20,19,44
SAL51660,0,13,7,22,9,3,8,33,43,78,46,42,84,85,88,170,23,16,38,306,354,663,45,45,90,366,420,786
SAL51661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51662,0,0,0,0,0,0,0,3,0,3,115,31,141,119,27,148,10,4,20,9,0,9,115,31,141,133,33,163
SAL51663,0,0,0,0,0,0,0,0,0,0,11,5,14,11,5,16,0,0,0,5,0,9,11,5,14,17,4,24
SAL51664,0,0,3,5,0,0,5,0,3,6,37,40,80,44,43,84,0,0,5,120,117,239,42,48,86,167,164,331
SAL51665,0,0,0,0,0,0,0,0,0,0,5,13,21,8,13,24,0,0,3,37,36,67,5,13,21,38,52,95
SAL51666,0,13,16,27,0,0,0,10,7,20,53,27,84,66,37,103,8,15,29,380,409,787,53,27,84,444,451,891
SAL51667,0,48,60,104,0,5,3,70,76,144,287,227,512,354,312,666,75,85,167,1432,1513,2940,291,236,527,1800,1841,3633
SAL51668,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,6,4,4
SAL51669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51670,0,24,34,63,4,0,4,25,28,56,151,119,276,185,150,327,40,34,72,895,951,1849,155,123,280,1090,1107,2202
SAL51671,0,0,0,0,0,0,0,0,0,6,4,6,3,5,4,9,0,0,0,6,11,26,4,6,3,10,16,32
SAL51672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51673,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,6,6,0,5,5,0,10,12
SAL51674,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,7,5,5,0,3,3,6,8,11
SAL51675,0,3,3,6,0,0,5,6,7,17,15,9,25,22,20,45,9,9,15,60,56,117,15,9,25,82,75,158
SAL51676,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,4,0,0,0,0,0,0,3,0,6,4,0,3
SAL51677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,11,0,0,0,12,5,11
SAL51678,0,0,0,0,0,0,0,0,0,0,6,9,12,6,9,12,0,0,0,7,4,11,6,9,12,12,12,20
SAL51679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51680,0,0,0,0,0,0,0,0,0,0,7,3,8,7,3,8,0,0,4,8,7,8,7,3,8,10,12,22
SAL51681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51683,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,8,9,18,0,4,5,7,15,23
SAL51684,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,3,4,9,5,5,5,8,8,17
SAL51685,0,0,0,0,0,0,0,0,0,0,4,3,9,4,3,9,0,0,0,0,0,0,4,3,9,4,7,10
SAL51686,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,7,6,12,4,0,4,9,6,14
SAL51687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,4,6,6
SAL51688,0,69,80,148,6,0,6,39,53,96,225,188,412,266,245,511,17,24,44,1317,1513,2828,225,195,420,1564,1734,3296
SAL51689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,4,8,10
SAL51690,0,6,5,10,0,0,0,23,24,43,98,76,173,123,97,223,16,27,39,167,169,336,105,74,181,282,272,558
SAL51691,0,0,0,0,0,0,0,0,0,0,4,5,9,0,5,12,0,0,0,5,4,8,4,5,9,8,6,20
SAL51692,0,0,0,0,0,0,0,3,0,3,11,0,15,10,4,19,0,0,0,8,10,19,11,0,15,17,13,31
SAL51693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,4,5,12
SAL51695,0,3,0,0,0,0,0,6,4,4,10,7,18,14,8,24,0,0,0,36,26,59,10,10,17,45,36,84
SAL51696,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,7,0,6,0,0,3,9,4,7
SAL51697,0,0,0,0,0,0,0,0,0,0,11,10,25,11,10,25,0,0,0,0,0,0,11,10,25,11,10,25
SAL51698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL59494,0,23,34,55,603,481,1082,892,362,1248,734,422,1159,2227,1260,3489,637,521,1157,1163,677,1838,736,422,1163,2535,1623,4160
SAL59797,0,0,0,3,0,0,0,0,0,6,191,19,214,193,20,219,0,0,0,16,9,28,191,19,214,209,28,237
