SAL_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
SAL50032,42,92,44,79,3,8,11,271,17,57,41,81,5,6,12,215,12,30,34,57,0,10,4,151,6,31,40,97,0,12,65,253,109,306,199,447,32,48,112,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,12,0,0,0,0,0,0,7,7,0,0,0,0,0,0,11,10,0,0,0,0,0,0,14,14,0,0,0,0,0,0,9,9,0,0,0,0,0,0,63,65,0,0,0,14,0,0,6,23,0,18,9,30,4,0,11,79,30,79,34,100,5,7,24,274,42,92,40,75,3,8,18,276,17,57,41,85,6,6,23,230,12,30,34,57,0,10,22,163,6,31,40,97,0,12,71,264,106,306,198,454,32,48,177,1316
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,27,57,20,34,7,8,9,160,22,32,32,30,0,6,6,125,8,16,13,18,0,0,6,68,9,20,9,36,0,3,16,95,87,200,96,170,25,21,53,644,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,22,22,0,0,0,0,0,0,20,20,0,0,0,0,0,0,12,15,0,0,0,0,0,0,7,9,0,0,0,0,0,0,13,13,0,0,0,4,0,0,79,80,0,0,0,3,8,0,8,19,0,4,5,10,5,0,3,36,18,66,20,34,4,3,32,178,27,60,20,34,7,8,23,180,22,34,31,35,0,7,18,140,8,16,13,18,0,0,17,80,10,17,9,36,0,3,30,109,85,200,95,176,24,23,133,742
SAL50035,144,315,89,82,12,7,16,669,174,346,137,131,5,22,29,848,130,235,102,122,9,34,30,669,123,231,159,126,9,43,97,787,654,1413,553,620,70,119,183,3609,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,17,17,0,0,0,0,0,0,30,29,0,0,0,0,0,0,30,30,0,0,0,0,0,0,28,33,0,0,0,0,0,0,30,31,0,3,3,0,0,0,144,147,0,0,3,36,14,0,10,66,6,82,19,41,11,0,8,164,75,203,49,83,0,3,24,440,150,317,89,83,12,7,49,707,174,346,139,140,5,22,58,884,133,240,106,122,12,34,56,702,124,231,155,129,9,43,120,816,656,1421,563,623,67,119,324,3773
SAL50036,204,391,177,293,11,14,35,1137,174,310,224,348,22,35,30,1139,64,121,106,190,13,21,27,538,25,72,77,96,6,22,36,328,582,1257,736,1326,139,119,170,4330,0,0,0,0,0,0,9,9,0,0,0,0,0,0,21,24,0,0,0,0,0,0,30,28,0,0,0,0,0,0,49,48,0,0,0,0,0,0,40,45,0,0,0,0,0,0,18,19,0,0,0,0,0,0,13,13,0,0,3,0,0,0,173,183,0,0,9,56,38,6,21,134,9,89,44,120,29,13,34,330,103,270,110,231,17,10,54,796,209,393,182,297,11,14,84,1196,176,317,220,354,24,34,63,1189,65,125,106,191,13,21,48,565,25,77,76,95,6,23,46,345,585,1262,748,1344,142,127,344,4558
SAL50037,202,445,202,263,14,30,38,1192,94,192,133,163,10,12,23,616,26,56,46,75,0,11,10,226,18,31,55,60,3,16,74,254,427,1018,551,830,68,83,183,3169,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,30,30,0,0,0,0,0,0,39,44,0,0,0,0,0,0,16,22,0,0,0,0,0,0,12,12,0,0,0,0,0,0,9,11,0,0,0,0,0,0,121,124,0,0,4,25,18,3,16,64,8,45,29,57,14,4,8,163,96,249,88,192,11,8,50,702,202,445,199,269,14,31,78,1243,91,192,133,164,10,12,41,636,27,56,46,75,0,11,24,242,17,31,59,60,3,16,79,266,429,1019,557,852,73,84,302,3318
SAL50038,4,15,13,27,0,0,4,59,12,18,20,39,5,4,3,100,10,19,25,58,0,7,9,134,30,55,67,90,3,10,67,319,61,114,127,247,19,31,85,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,8,8,0,0,0,0,0,0,13,13,0,0,0,0,0,0,10,16,0,0,0,0,0,0,8,12,0,0,0,4,0,0,32,34,0,0,0,5,0,0,79,84,0,0,0,3,6,0,0,6,0,0,0,6,0,0,6,12,0,9,9,26,3,0,8,58,4,15,13,27,0,0,14,72,14,18,24,37,5,4,20,115,10,19,25,61,0,7,21,147,30,57,69,94,3,10,94,355,57,112,135,256,19,31,162,771
SAL50039,114,324,222,744,43,47,49,1539,83,214,215,565,23,60,44,1214,69,167,213,471,20,55,51,1042,71,184,191,408,20,53,160,1082,389,1175,1024,3206,293,255,370,6717,0,0,0,0,0,0,29,29,0,0,0,0,0,0,28,28,0,0,0,0,0,0,99,100,0,0,5,0,0,0,87,86,0,0,0,0,0,0,79,80,0,0,0,0,0,0,102,102,0,0,0,5,0,0,92,99,0,0,3,6,0,0,517,532,0,0,0,101,68,3,43,224,3,36,24,226,67,8,52,409,56,254,160,733,64,31,140,1445,111,324,224,764,42,47,136,1664,83,221,223,577,24,60,127,1311,69,173,213,472,20,55,147,1143,68,184,190,412,20,55,260,1192,397,1192,1038,3296,300,257,901,7384
SAL50040,226,522,375,570,18,50,71,1838,103,223,250,347,23,48,56,1048,41,98,131,204,9,26,28,532,27,47,59,169,12,28,64,399,558,1426,1153,2309,190,212,312,6167,0,0,0,0,0,0,21,21,0,0,0,0,0,0,18,15,0,0,0,0,0,0,85,88,0,0,0,0,0,0,92,95,0,0,0,0,0,0,52,57,0,0,0,0,0,0,25,29,0,0,0,0,0,0,18,18,0,0,4,4,0,0,312,322,0,0,4,57,34,5,35,137,7,85,51,218,51,14,41,465,153,464,292,785,57,45,143,1935,226,528,381,589,18,50,170,1959,103,230,258,352,24,50,110,1115,41,99,131,205,9,26,59,567,23,47,58,171,12,28,82,417,565,1445,1175,2371,195,212,631,6595
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8
SAL50043,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,5,3,7,0,0,9,25
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,7,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,9,8,5,0,0,24
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50048,0,3,0,4,0,0,0,9,0,4,4,6,0,0,0,11,0,0,0,4,0,0,0,11,0,3,0,0,0,0,0,7,3,15,9,23,0,8,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,26,26,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,6,0,0,11,22,0,3,0,4,0,0,8,11,0,4,4,5,0,0,0,16,0,0,0,4,0,0,4,17,0,3,0,0,0,0,5,18,3,15,9,23,0,8,32,88
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,14
SAL50050,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,5,9,0,12,0,0,0,20,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,5,0,4,0,4,0,0,4,6,5,9,0,12,0,0,6,28
SAL50051,3,12,13,40,6,3,8,88,6,11,20,54,3,0,4,98,6,5,11,38,0,9,10,74,6,10,18,49,0,5,27,117,24,51,78,234,19,18,55,478,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,28,31,0,0,0,0,0,0,13,13,0,0,0,0,0,0,12,12,0,0,0,0,0,0,17,15,0,0,5,0,0,0,91,96,0,0,0,0,3,0,10,18,0,0,4,3,4,0,3,20,5,9,11,47,0,8,9,84,3,12,12,41,6,3,37,118,6,13,20,54,3,0,16,115,6,5,11,42,0,6,23,92,6,10,20,52,0,5,41,136,22,54,84,238,19,20,144,583
SAL50052,0,0,0,6,0,0,0,5,0,3,0,7,0,0,0,13,0,5,4,3,0,0,0,8,0,0,0,4,0,0,0,6,0,16,0,24,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,8,0,0,0,6,0,0,0,6,0,3,0,7,0,0,0,11,0,5,4,3,0,0,0,9,0,0,0,4,0,0,3,9,0,16,0,26,3,0,3,53
SAL50053,187,464,208,295,22,24,64,1272,96,213,155,246,11,30,43,810,49,110,110,221,12,31,37,580,47,131,131,245,5,40,232,832,594,1559,863,1438,122,159,461,5191,0,0,0,0,0,0,18,20,0,0,0,0,0,0,24,24,0,0,0,0,0,0,85,89,0,0,5,6,0,0,71,76,0,3,0,0,0,0,73,73,0,0,0,0,0,0,44,45,0,0,0,0,0,0,70,75,0,3,5,13,3,0,382,402,0,0,4,23,19,9,24,74,7,107,55,88,20,3,51,324,209,540,203,320,20,22,140,1449,188,465,211,305,24,25,134,1362,102,221,161,249,15,31,115,889,49,110,116,226,12,31,91,634,50,135,131,245,5,40,303,912,601,1571,872,1460,125,164,851,5646
SAL50054,351,978,839,1593,98,117,150,4124,260,544,661,1135,50,106,107,2867,108,242,341,713,26,72,90,1602,74,185,216,563,17,75,268,1393,1052,2921,2882,6769,587,506,828,15552,0,0,0,0,0,0,79,79,0,0,0,4,0,0,87,96,0,0,0,7,0,0,350,358,0,0,0,4,0,0,308,311,0,0,0,3,0,0,224,234,0,0,0,0,0,0,137,140,0,0,0,5,0,3,117,131,0,5,6,26,0,5,1308,1339,0,0,11,178,145,13,123,463,20,168,155,530,102,38,133,1147,247,818,686,2144,151,84,488,4626,357,979,848,1638,100,119,464,4507,261,551,662,1166,50,105,336,3132,108,250,337,726,28,72,231,1758,74,188,219,563,17,74,388,1529,1067,2954,2918,6945,601,515,2146,17154
SAL50055,169,417,227,354,27,44,92,1326,62,145,137,235,20,44,59,699,16,73,89,205,11,18,57,478,26,84,87,223,4,30,113,567,605,1383,1053,1692,188,200,476,5598,0,0,0,0,0,0,66,66,0,0,0,0,0,0,99,99,0,0,0,0,0,0,198,196,0,5,0,0,0,0,201,200,0,0,0,0,0,0,126,132,0,0,0,0,0,0,67,73,0,0,0,3,0,0,83,91,0,5,5,8,0,0,836,849,0,0,0,39,21,3,77,152,17,96,124,165,51,17,130,597,315,575,396,500,46,42,319,2199,171,426,228,362,32,42,293,1549,64,146,138,236,20,44,192,842,22,74,93,218,11,18,123,560,23,84,91,227,4,28,200,665,609,1397,1072,1746,194,206,1333,6554
SAL50056,5,11,12,13,0,0,0,40,4,10,8,18,0,0,0,40,7,14,15,19,5,3,0,64,13,28,27,22,4,3,17,117,37,68,59,100,12,10,24,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,13,13,0,0,0,0,0,0,28,28,0,0,0,8,6,0,0,8,0,0,0,6,0,0,4,9,4,0,0,12,0,0,6,31,5,11,12,16,0,0,3,42,4,13,8,19,0,0,4,50,7,12,15,19,5,3,7,71,14,34,21,22,4,3,28,134,35,70,62,105,12,10,58,350
SAL50057,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,7,0,4,0,4,0,0,5,11
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL50059,0,0,5,0,0,0,0,8,0,3,0,0,0,0,0,7,3,0,0,8,0,0,0,9,0,0,0,4,0,0,0,12,4,8,12,10,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,3,0,0,0,0,3,8,3,0,0,8,0,0,3,11,0,0,0,4,0,0,6,14,4,8,12,12,0,0,14,49
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,114,373,245,486,46,37,78,1377,103,286,226,534,25,79,55,1304,102,243,286,607,24,91,96,1454,74,192,161,351,19,38,140,979,537,1654,1220,2870,249,305,519,7353,0,0,0,0,0,0,37,38,0,0,0,0,0,0,26,26,0,0,0,0,0,0,87,87,0,0,0,0,0,0,72,74,0,0,0,0,0,0,80,87,0,0,0,3,0,0,66,71,0,0,3,0,0,0,78,85,0,0,6,4,0,6,456,463,0,0,3,81,39,11,56,194,23,163,74,239,57,21,64,648,131,397,229,597,42,30,174,1596,114,373,245,497,46,37,158,1474,103,289,236,532,30,79,140,1404,103,246,285,619,27,99,165,1544,74,192,162,350,19,44,218,1060,544,1664,1239,2928,259,317,980,7920
SAL50062,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,6,4,0,0,0,3,16
