SAL_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
SAL50683,55,74,47,119,5,11,10,325,22,85,79,136,3,20,12,363,19,50,80,143,0,18,13,320,7,26,34,69,4,13,13,180,128,338,279,683,55,82,83,1649,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,16,16,0,0,0,0,0,0,6,6,0,0,0,0,0,0,17,18,0,0,0,0,0,0,17,17,0,0,0,0,0,0,10,10,0,0,0,0,0,0,70,78,0,0,0,19,23,0,8,49,3,21,7,51,13,3,11,120,16,80,38,149,10,10,27,326,55,74,51,125,5,11,21,340,22,82,74,146,6,25,32,396,19,52,75,144,0,18,28,340,7,26,36,69,4,13,26,185,128,341,286,702,62,80,154,1755
SAL50684,0,3,3,12,0,0,0,14,0,5,0,4,0,0,0,6,0,5,0,10,0,0,0,10,0,0,0,5,0,0,0,8,0,12,8,30,3,3,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,3,3,12,0,0,0,14,0,5,0,4,0,0,0,6,0,5,0,10,0,0,0,10,0,0,0,5,0,0,0,11,0,12,8,30,3,3,5,61
SAL50685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,4,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,4,17
SAL50686,4,23,23,44,3,3,4,108,18,22,25,49,0,7,11,125,7,26,23,39,0,3,6,106,12,17,21,22,0,5,10,92,41,118,89,215,9,22,40,532,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16,16,0,0,0,0,0,0,17,17,0,0,0,3,0,0,14,17,0,0,0,0,0,0,0,6,0,0,0,4,0,0,60,61,0,0,0,9,3,5,3,15,0,11,0,6,3,0,5,24,4,22,4,49,0,0,12,81,4,28,23,44,3,3,19,120,18,22,25,52,0,8,30,148,7,26,23,42,0,3,15,122,12,17,19,27,0,5,14,91,43,120,97,225,9,27,95,602
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,0,0,0,5
SAL50688,0,3,0,0,0,0,0,4,0,3,5,8,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,9,0,0,7,16,0,9,3,21,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,5,8,0,0,0,15,0,0,0,0,0,0,0,11,0,0,0,9,0,0,11,23,0,9,3,21,0,0,18,64
SAL50689,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,6,0,9,0,0,7,27
SAL50690,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,3,0,7,0,0,7,21
SAL50691,0,8,0,6,0,0,0,19,0,4,5,8,0,0,3,24,0,4,0,5,0,0,0,6,0,0,0,0,0,0,0,5,4,21,10,28,5,0,10,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,0,8,4,10,7,0,10,26,0,8,0,6,0,0,3,18,0,4,5,8,0,0,14,28,0,4,0,6,0,0,0,8,0,0,0,0,0,0,0,5,4,21,12,25,5,0,33,104
SAL50692,0,0,0,15,0,0,5,23,0,4,0,5,0,0,0,16,0,3,6,9,0,0,5,22,0,0,0,6,0,0,5,10,6,21,15,43,7,4,16,104,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,39,39,0,0,0,0,0,0,4,4,0,3,0,5,4,0,0,7,0,8,0,12,3,0,9,35,0,0,0,14,0,0,10,33,0,4,0,6,0,0,10,27,0,3,6,9,0,0,7,31,0,0,0,6,0,0,12,14,6,21,15,47,7,4,51,147
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,0,3,13
SAL50694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,12,0,0,0,0,4,0,0,11,0,0,0,5,5,0,5,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,5,3,4,15,0,3,39
SAL50695,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,4,0,7,4,6,0,0,0,18
SAL50696,51,126,91,147,6,12,20,455,39,101,145,179,8,18,16,511,28,60,82,123,4,11,16,325,22,24,31,44,0,9,28,166,179,482,431,712,42,64,112,2031,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,17,17,0,0,0,0,0,0,16,19,0,0,0,0,0,0,27,27,0,0,0,3,0,0,11,14,0,0,0,0,0,0,3,3,0,0,0,3,0,0,90,91,0,0,0,16,14,5,11,51,0,40,12,52,8,6,17,137,38,128,63,151,0,9,39,429,51,129,91,146,6,12,33,472,37,102,145,184,8,18,46,541,28,60,82,128,4,11,25,336,22,24,31,44,0,9,29,167,187,489,432,717,42,64,202,2130
SAL50697,3,0,5,0,0,0,0,6,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,3,3,7,5,12,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,4,8,3,0,5,0,0,0,0,9,3,0,0,0,0,0,4,4,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,4,3,7,5,12,0,0,5,37
SAL50698,0,4,4,3,0,0,0,12,0,8,0,3,0,0,0,15,0,3,4,4,0,3,0,11,0,0,0,0,0,0,0,9,5,16,10,12,3,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,4,4,0,0,0,3,17,0,8,0,3,0,0,0,15,0,3,4,4,0,3,5,11,0,0,0,0,0,0,3,13,5,16,10,13,3,3,12,61
SAL50699,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,9,5,9,3,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,9,5,9,3,0,6,21
SAL50700,52,45,17,16,0,3,4,139,30,56,16,16,0,3,5,124,13,40,16,12,0,0,4,86,69,98,86,33,3,13,26,334,208,368,149,110,8,21,37,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,24,30,0,0,0,4,0,0,42,46,0,0,0,0,0,0,0,5,0,29,0,13,0,4,0,58,43,94,8,17,0,4,8,171,52,45,17,17,0,3,9,143,30,56,16,16,0,3,6,124,13,42,16,12,0,0,5,90,69,95,86,39,3,13,55,365,209,366,149,114,8,21,85,961
SAL50701,154,286,137,200,8,27,28,846,114,213,168,206,17,24,29,767,81,153,184,288,5,39,39,799,59,127,151,230,15,34,244,862,610,1294,887,1412,129,154,402,4896,0,0,0,0,0,0,20,20,0,0,0,0,0,0,34,34,0,0,0,0,0,0,73,73,0,0,0,0,0,0,54,54,0,0,0,0,0,0,67,69,0,0,0,5,0,0,57,64,0,0,0,0,0,0,109,109,0,0,0,4,0,0,414,418,0,0,5,50,28,3,27,117,15,120,96,160,35,12,66,502,193,394,144,272,19,13,114,1148,154,285,138,199,8,29,87,908,114,216,168,214,15,24,96,843,78,153,184,297,5,40,92,856,59,129,151,230,15,34,349,969,610,1300,891,1424,132,160,826,5347
SAL50702,203,333,117,102,12,14,18,796,101,144,97,90,9,23,13,472,56,86,53,76,8,15,20,317,37,88,87,80,9,16,50,364,628,1149,476,537,55,73,137,3065,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,12,0,0,0,0,0,0,49,49,0,0,0,0,0,0,43,43,0,0,0,0,0,0,37,37,0,0,0,0,0,0,20,20,0,0,0,0,0,0,26,26,0,0,0,0,0,0,195,198,0,0,4,21,8,0,12,41,9,71,20,40,9,0,23,171,225,423,99,134,11,6,77,985,205,336,114,102,12,16,60,840,101,149,102,92,10,24,47,517,56,86,53,82,8,15,41,342,37,88,87,80,9,16,75,391,634,1158,483,553,56,74,337,3288
SAL50703,4,0,3,4,0,0,0,18,0,0,5,14,0,0,3,30,7,4,3,29,5,0,4,52,3,10,14,11,0,0,10,54,10,22,29,76,3,4,18,154,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,0,0,0,0,0,0,14,14,0,0,0,0,0,0,13,13,0,0,0,0,0,0,54,54,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,7,0,0,0,5,0,0,4,12,4,0,3,4,0,0,9,18,0,0,5,14,0,0,10,40,7,4,3,29,5,0,22,65,3,10,14,20,0,0,22,65,10,22,27,80,3,4,64,212
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50705,9,26,19,52,0,5,9,113,8,25,26,64,0,6,8,139,0,24,34,85,4,12,7,170,9,22,45,102,3,15,36,229,40,129,135,360,27,34,67,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,16,14,0,0,0,0,0,0,21,18,0,0,0,0,0,0,26,26,0,0,0,0,0,0,22,23,0,0,0,0,0,0,48,48,0,0,0,0,0,0,139,144,0,0,0,0,0,0,12,13,0,0,0,8,0,0,12,28,6,30,14,55,8,0,17,132,9,26,20,52,0,9,28,140,8,25,22,66,0,6,35,163,0,30,34,85,4,12,30,195,12,22,45,105,3,15,82,284,38,132,140,370,24,35,210,950
SAL50706,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,0,7,18
SAL50707,98,204,109,164,11,8,8,605,118,244,145,174,11,21,28,729,91,180,144,193,8,23,36,685,120,302,279,287,17,58,168,1235,472,1103,748,1030,93,116,264,3830,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,13,0,0,0,0,0,0,23,24,0,0,0,0,0,0,33,34,0,0,0,3,0,0,32,33,0,0,0,0,0,0,34,35,0,0,0,0,0,0,50,51,0,3,0,3,0,0,191,198,0,0,8,26,9,0,18,59,4,49,18,59,25,0,20,179,42,122,49,130,6,5,34,388,98,206,114,164,11,8,44,640,120,250,145,180,11,21,54,773,91,183,147,197,8,23,73,722,120,307,279,284,17,58,218,1287,473,1107,747,1047,94,116,457,4049
SAL50708,0,8,0,0,0,0,3,16,0,3,0,4,0,0,3,9,0,0,8,3,0,0,0,8,0,0,3,0,0,0,0,3,3,18,8,20,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,0,6,0,0,5,23,0,3,0,4,0,0,6,19,0,0,6,3,0,0,4,13,0,0,3,0,0,0,4,6,3,18,11,19,0,0,25,73
SAL50709,7,7,8,36,10,0,3,70,6,19,16,47,6,4,5,102,9,17,15,60,3,4,9,125,6,16,27,90,3,11,22,171,32,77,81,279,18,17,52,557,0,0,0,0,0,0,6,6,0,0,0,0,0,0,8,8,0,0,0,0,0,0,18,20,0,0,0,0,0,0,25,23,0,0,0,0,0,0,26,28,0,0,0,0,0,0,39,38,0,0,0,0,0,0,53,52,0,4,0,0,0,0,167,177,0,0,0,5,3,0,12,17,0,4,0,14,0,0,11,31,0,15,4,30,0,0,21,80,7,15,8,37,10,0,31,98,6,19,16,47,6,4,36,131,9,17,15,61,4,4,49,169,6,16,27,87,3,11,74,230,32,82,83,289,25,17,228,743
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,3,35,17,12,0,0,0,68,13,27,16,25,0,0,0,90,10,30,16,19,0,0,3,78,18,21,22,16,4,8,13,97,41,127,69,99,13,12,24,391,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,25,25,0,0,0,3,6,0,7,17,0,4,0,6,3,0,0,12,0,14,3,18,0,0,8,43,3,35,17,12,0,0,4,69,13,28,19,25,0,0,7,95,10,30,15,19,0,0,9,80,18,21,22,16,4,8,16,101,41,124,74,99,13,12,53,418
SAL50712,35,82,50,106,4,12,25,320,30,40,32,107,7,8,25,249,13,35,38,88,3,0,13,201,6,24,14,50,0,8,36,133,153,376,188,592,54,48,133,1533,0,0,0,0,0,0,6,6,0,0,0,0,0,0,21,21,0,0,0,0,0,0,60,64,0,0,0,0,0,0,35,34,0,0,0,0,0,0,41,41,0,0,0,0,0,0,34,34,0,0,0,0,0,0,62,67,0,0,0,0,0,0,261,262,0,0,3,11,8,3,15,39,4,39,9,53,24,5,34,170,59,161,39,181,13,5,86,549,38,85,55,108,5,12,60,364,30,44,37,115,7,14,70,302,19,35,38,97,3,0,53,245,6,24,14,50,0,8,110,203,158,378,193,617,57,45,427,1877
SAL50713,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,5,6,5,18,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,7,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,4,0,0,0,7,11,5,6,5,18,4,0,4,49
