SAL_CODE_2021,Neg_Nil_inc_Hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_2499_Hh_with_Indig_psn,2000_2499_Other_households,2000_2499_Tot_hhlds,2500_2999_Hh_with_Indig_psn,2500_2999_Other_households,2500_2999_Tot_hhlds,3000_3499_Hh_with_Indig_psn,3000_3499_Other_households,3000_3499_Tot_hhlds,3500_more_Hh_with_Indig_psn,3500_more_stated_Other_hhds,3500_more_stated_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL50102,0,21,16,0,13,13,0,12,12,3,33,38,5,75,77,0,48,47,0,81,81,0,76,78,4,91,99,0,85,93,4,91,96,0,96,97,3,208,212,0,139,142,7,124,135,4,181,179,0,132,135,0,22,22,36,1527,1563
SAL50103,0,6,6,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,8,6,0,10,8,0,3,3,0,3,3,0,8,8,0,3,3,0,3,3,0,24,24,0,6,7,0,0,0,4,89,93
SAL50104,0,20,21,0,4,4,0,11,11,0,24,24,4,42,43,0,25,26,0,47,51,0,50,56,0,53,55,0,52,56,0,43,44,0,35,37,6,76,75,0,32,35,0,21,21,6,36,40,4,44,41,0,14,14,24,624,650
SAL50105,0,59,59,0,24,24,5,49,51,8,85,91,4,190,196,9,113,124,6,125,125,10,165,171,10,185,191,9,218,226,7,159,165,6,148,152,9,311,326,9,179,181,5,180,184,19,314,331,4,201,210,3,46,47,114,2739,2860
SAL50106,0,0,0,0,3,3,0,0,0,0,6,6,0,4,4,0,0,0,0,6,6,5,6,8,0,5,5,0,9,9,0,4,4,0,6,6,0,3,3,0,3,4,0,5,5,0,4,3,0,7,8,0,0,0,6,71,80
SAL50107,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,6,6,0,4,3,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,10,10,0,6,10,0,7,7,0,0,0,5,56,59
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
SAL50109,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,6,6,0,0,0,0,6,6,0,6,6,0,3,3,0,7,7,0,4,4,0,0,0,0,6,6,0,8,8,0,0,0,0,53,53
SAL50110,0,23,23,0,9,9,0,9,9,0,12,12,0,33,33,3,29,31,6,63,69,0,83,81,5,103,109,0,137,136,0,100,101,3,109,114,11,237,243,0,173,176,3,125,128,4,249,255,4,146,151,0,21,21,38,1665,1704
SAL50111,4,79,81,0,26,30,0,64,64,5,111,116,11,285,297,3,271,271,5,201,206,4,211,212,10,231,240,8,241,247,0,152,152,3,156,159,3,309,316,3,163,164,9,134,135,9,260,267,11,217,229,9,68,74,90,3164,3252
SAL50112,0,8,7,0,5,3,0,10,14,0,15,14,0,52,54,4,29,33,6,39,35,4,43,49,0,47,49,0,41,42,4,39,42,0,29,24,0,72,72,3,32,29,0,36,37,4,61,70,5,27,29,3,12,9,38,595,629
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,3,24,25,0,3,3,3,15,12,0,20,21,0,42,48,3,41,46,7,73,87,0,82,84,5,124,127,3,141,148,3,136,141,0,128,128,7,275,283,5,190,195,5,149,154,5,232,235,6,202,209,0,10,15,67,1895,1962
SAL50116,0,12,14,0,5,5,0,10,10,0,13,13,0,58,58,0,24,30,3,45,50,0,44,46,0,35,35,0,29,32,0,16,16,0,20,17,7,29,29,0,17,19,0,16,14,0,27,27,0,30,33,4,9,16,18,437,461
SAL50117,0,35,38,0,15,15,0,28,29,0,43,46,0,162,160,0,87,91,0,114,120,0,99,101,0,130,128,7,124,127,0,126,132,0,112,117,7,226,236,5,168,174,0,163,163,7,358,366,3,162,165,0,38,38,39,2195,2231
SAL50118,0,5,5,0,5,5,0,8,8,0,0,0,0,8,13,0,3,3,0,12,12,0,15,15,0,12,12,0,10,10,0,8,8,0,13,13,0,32,32,3,7,5,0,16,16,0,68,68,0,23,23,0,0,0,3,234,236
SAL50119,0,49,43,0,24,24,0,41,41,0,54,54,0,157,154,5,113,116,0,149,149,0,135,135,0,167,170,0,145,149,0,120,120,0,102,102,0,251,255,4,148,150,4,170,167,7,682,688,3,175,180,0,41,40,25,2716,2742
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,8
SAL50121,0,3,3,0,0,0,0,0,0,0,11,11,0,9,9,0,11,11,0,3,3,0,9,9,0,10,10,0,10,10,0,3,3,0,4,4,0,8,8,0,0,0,0,4,4,0,5,5,0,5,5,0,0,0,0,101,104
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50123,0,0,0,0,0,0,4,3,7,0,9,7,6,13,10,5,11,12,11,11,17,5,13,15,5,24,34,0,18,21,8,16,18,5,15,24,13,36,48,4,41,51,10,51,55,11,89,103,14,43,57,5,6,12,107,385,498
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,3,3,0,0,0,0,3,3,0,7,7,0,0,0,0,22,22
SAL50126,0,5,5,0,5,5,0,12,12,0,6,6,0,31,31,0,21,21,0,31,31,3,35,40,0,30,34,0,27,32,0,20,20,0,17,17,3,39,40,0,28,30,3,29,35,0,36,44,0,35,42,0,10,10,15,410,424
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,0,9,9,0,8,8,0,8,8,0,11,11,0,27,27,0,21,21,0,32,32,3,31,30,0,34,34,5,28,30,0,18,18,0,26,30,0,52,56,0,40,43,0,43,44,3,64,63,0,40,41,0,9,9,11,490,508
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,18,18
SAL50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,24,26
SAL50132,0,10,10,0,6,6,0,12,12,0,10,10,4,42,48,0,39,34,0,39,45,3,35,37,3,43,45,0,35,35,0,26,27,0,18,18,0,46,51,4,37,39,0,29,26,0,69,71,3,37,37,0,9,9,24,533,556
SAL50133,0,5,5,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,5,5,0,4,4,0,5,5,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,39,39
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
SAL50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,6,0,0,0,0,11,13
SAL50137,0,9,9,0,8,8,5,12,13,0,7,10,0,23,23,0,24,24,0,19,19,0,21,21,4,18,22,4,22,18,0,12,18,0,21,21,3,44,52,0,16,16,0,26,26,0,54,55,0,48,49,0,11,11,16,389,406
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,14,14
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,18
SAL50140,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,4,4,0,7,7,0,0,0,0,3,3,0,5,5,0,0,4,0,10,10,0,0,0,0,0,0,0,3,3,0,7,7,0,0,0,0,47,49
SAL50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,11
SAL50142,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,6,6,0,5,8,0,4,4,0,3,3,0,4,4,0,7,7,0,5,5,0,3,3,0,3,3,0,10,10,0,10,11,0,0,0,3,70,73
SAL50143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,0,0,4,0,9,13,4,12,17,4,0,7,0,0,0,14,33,46
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50145,0,5,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,3,3,0,4,4,0,8,8,0,0,0,0,4,4,0,4,4,0,4,8,0,0,0,0,46,49
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,11
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50148,0,44,45,0,19,19,0,17,17,0,36,36,0,117,117,0,87,87,0,98,98,0,109,109,0,118,118,0,137,137,0,99,102,0,93,93,3,206,210,7,117,120,0,136,139,10,494,502,0,151,150,0,32,30,20,2113,2134
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,6,6
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,0,0,0,0,0,0,0,4,4,0,14,14,0,0,0,0,8,6,0,11,11,0,6,6,0,8,8,0,3,3,0,0,0,0,4,4,0,3,3,0,0,0,0,4,4,0,4,4,0,0,0,0,58,66
SAL50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,6,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,14,19
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,14
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
SAL50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
SAL50157,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,5,5,0,0,4,0,0,0,0,3,3,0,4,4,0,4,4,0,5,5,0,4,4,0,0,0,0,8,8,0,0,0,0,0,0,0,45,41
SAL50158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,0,0,0,5,5,0,0,0,0,3,3,0,3,3,0,0,0,0,5,5,0,7,7,0,0,0,0,0,0,0,26,26
SAL50159,0,24,21,0,9,9,3,16,24,7,23,35,4,61,67,4,47,52,12,51,67,12,64,77,10,96,103,16,80,93,9,89,98,8,92,104,15,221,238,7,117,132,8,113,127,16,225,237,15,111,126,3,26,31,165,1470,1633
SAL50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,17,19
SAL50161,0,12,12,0,4,4,0,5,4,0,16,16,0,23,23,0,30,30,0,40,40,0,21,22,0,29,37,4,30,32,0,17,16,0,23,23,0,31,33,0,18,23,0,12,12,0,33,29,0,30,30,0,9,9,9,383,397
SAL50162,0,4,4,0,0,0,0,5,5,0,3,3,0,0,0,0,0,4,0,12,12,0,5,5,0,5,8,0,10,10,0,5,5,0,4,11,0,10,10,0,16,16,0,20,20,0,36,36,0,14,14,0,6,6,0,152,152
SAL50163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,30,30
SAL50164,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,28,31
SAL50165,0,3,3,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,5,5,0,3,3,0,4,4,0,3,3,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,39,43
SAL50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,13,13
SAL50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,4,4,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,4,24,25
SAL50168,0,4,4,0,0,0,0,0,0,0,9,9,0,19,20,0,6,6,0,11,11,0,10,10,0,6,6,0,11,11,0,14,14,0,7,7,0,34,34,0,24,24,0,26,26,4,49,50,0,17,17,0,4,4,6,253,255
SAL50169,0,0,0,0,3,3,0,3,3,0,16,16,0,31,31,0,20,20,0,35,35,0,24,27,0,25,25,0,34,34,0,20,25,0,16,16,0,48,52,0,33,33,0,29,32,0,51,51,3,35,37,0,16,18,8,452,458
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8
SAL50172,0,3,3,0,0,0,0,13,13,0,16,16,0,30,38,0,18,18,4,28,31,0,33,33,0,21,18,0,31,35,0,12,12,0,18,18,0,33,35,0,22,22,5,11,10,0,18,17,0,29,32,0,14,14,12,347,365
SAL50173,0,17,19,0,0,0,0,8,11,0,10,10,0,25,22,5,39,48,4,48,45,0,85,90,14,160,175,7,242,248,8,218,227,13,217,227,19,497,518,6,369,375,5,229,235,21,291,315,5,257,265,0,14,15,109,2742,2854
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,8,8,0,3,3,0,0,0,0,0,0,0,3,3,0,9,9,0,0,0,0,34,34
SAL50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,15
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL50177,0,3,3,0,0,0,0,4,4,0,7,7,0,8,8,0,11,11,0,14,12,0,9,15,0,11,12,0,20,20,0,10,10,0,8,7,0,13,13,0,3,3,0,12,12,0,10,10,0,13,10,0,3,3,6,172,176
SAL50178,0,15,13,0,9,9,0,14,14,0,39,39,5,61,64,5,41,44,0,46,48,0,36,34,6,45,52,0,39,45,0,46,43,0,41,41,3,77,74,0,55,56,0,39,39,0,175,182,3,35,37,0,16,16,29,820,853
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,0,29,26,0,10,10,0,15,15,0,30,34,4,138,138,0,81,81,0,131,131,3,90,98,0,101,100,0,76,76,0,54,54,0,55,62,3,102,103,0,69,68,0,73,74,0,64,66,3,103,106,0,23,29,35,1241,1270
SAL50181,0,4,4,0,5,5,0,4,4,0,0,0,0,6,6,0,4,4,0,13,13,0,4,4,0,17,17,0,11,11,0,13,13,0,11,9,3,41,40,0,20,25,0,26,27,3,105,108,0,39,39,0,0,0,10,312,325
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
SAL50183,0,21,21,0,12,12,0,21,24,0,29,29,0,129,133,0,88,88,4,136,138,6,145,149,6,119,123,0,124,123,3,77,80,0,68,68,5,125,136,0,95,95,3,62,64,3,126,128,0,129,137,0,40,40,41,1555,1596
SAL50184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,4,4,0,0,0,0,3,3,0,24,24,0,14,23,3,28,32,3,98,100,0,21,24,0,0,0,9,205,215
SAL50185,0,3,8,3,0,3,9,5,14,5,10,20,13,13,25,9,15,23,9,10,21,4,14,15,8,16,14,4,24,27,0,8,11,0,12,12,8,34,39,3,23,25,0,17,22,3,33,36,5,25,20,3,12,15,92,265,358
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50187,4,20,21,0,3,3,0,9,13,4,25,28,6,55,61,5,18,27,6,57,64,0,57,61,11,88,96,9,101,103,7,67,69,4,72,74,13,105,113,6,52,58,0,46,46,0,41,39,9,65,70,5,12,18,86,885,973
SAL50188,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,11,8,0,9,9,0,6,6,0,9,9,0,6,6,0,5,5,0,8,13,0,5,5,0,0,0,6,81,84
SAL50189,0,3,6,0,0,0,0,9,7,0,8,5,3,25,31,0,15,15,5,19,18,0,12,12,0,22,21,3,14,16,0,21,21,7,11,15,0,21,21,0,14,14,0,9,8,0,17,17,0,19,20,3,8,11,27,241,264
SAL50190,10,11,19,0,5,9,20,3,23,45,15,53,32,30,56,17,17,31,12,35,48,18,25,49,21,46,64,17,48,68,15,41,58,13,36,50,27,109,138,23,68,93,15,58,71,34,118,152,58,74,134,44,11,57,409,762,1165
SAL50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,5,5,0,0,0,0,0,0,0,7,7,0,0,0,0,5,5,0,4,4,0,5,5,0,0,0,0,36,36
SAL50192,0,0,0,0,0,0,0,6,6,0,0,9,0,8,8,0,5,7,0,11,11,0,8,5,0,3,3,0,11,12,0,3,3,0,0,0,0,4,4,0,8,8,0,4,4,0,5,5,0,3,3,0,0,0,3,83,83
SAL50193,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,7,7,0,8,8,0,0,0,0,3,3,0,10,10,0,5,5,0,0,0,0,12,12,0,5,5,0,0,0,0,56,56
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,3,5,0,3,3,0,0,3,4,4,9,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,7,7,0,0,0,0,4,4,4,46,45
SAL50196,0,9,9,0,4,4,0,3,3,0,3,3,0,27,27,0,15,10,0,24,24,0,17,21,0,14,19,0,16,22,0,16,16,0,12,12,3,27,26,0,14,14,0,13,13,0,16,19,0,15,17,5,0,6,12,250,264
SAL50197,0,5,5,0,4,5,0,6,6,0,6,10,0,33,30,0,27,26,4,34,35,0,20,22,0,42,42,4,26,28,5,22,22,0,24,24,0,36,41,0,22,20,0,15,15,0,39,39,4,42,49,0,12,12,25,418,439
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,11,11
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
SAL50200,0,6,6,0,0,0,0,3,8,0,7,6,0,4,7,3,9,5,0,15,21,9,20,29,11,18,30,4,33,35,3,34,35,3,48,53,17,116,135,12,63,70,10,99,103,15,268,283,7,70,77,0,10,14,103,822,929
SAL50201,0,55,55,0,31,31,0,35,35,3,46,48,0,186,185,0,131,131,0,147,148,0,155,155,0,169,173,0,168,168,0,128,127,0,122,122,0,259,259,7,186,192,0,204,206,8,602,613,0,181,183,0,41,41,26,2848,2874
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,9,9,0,4,4,0,0,0,0,4,4,0,6,6,0,0,0,0,26,26
SAL50204,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,3,3,4,0,5,5,0,3,3,0,0,0,0,0,6,0,5,5,0,3,3,0,9,9,0,8,8,0,8,9,0,6,6,0,3,3,3,63,66
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12,12
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50207,0,28,30,0,11,11,0,15,15,4,24,24,0,68,67,0,58,58,3,63,64,0,88,89,4,109,116,5,127,133,4,109,111,6,98,99,9,222,236,8,142,141,3,107,110,5,263,269,4,236,243,0,26,26,53,1794,1852
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,9,0,3,3,0,0,0,0,13,13
SAL50210,0,21,23,0,10,10,0,22,22,0,35,35,5,98,102,3,80,82,3,104,105,0,113,109,6,137,140,3,111,114,0,92,95,3,111,114,0,181,182,0,83,84,4,89,91,0,267,266,3,100,103,0,20,20,38,1661,1695
