SAL_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
SAL50081,3,558,235,793,3,3,4,28,37,65,0,0,0,33,42,74,116,128,237,1295,1259,2562,9,0,9,1416,1389,2803,56,49,110,495,470,966,3,6,6,559,521,1080,44,53,98,488,469,956,0,0,0,536,523,1055,106,108,217,1154,1129,2284,4,6,10,1264,1237,2507
SAL50082,3,375,257,625,0,3,4,22,42,60,0,0,0,23,45,66,56,49,111,1209,1327,2533,3,14,13,1267,1390,2656,6,8,19,206,217,416,0,0,9,218,228,443,44,34,79,763,837,1603,4,8,9,811,886,1695,19,18,31,575,638,1212,8,3,11,594,654,1252
SAL50083,7,1152,601,1752,0,0,0,46,100,146,0,0,0,46,96,147,83,98,182,6017,6304,12328,25,28,52,6122,6434,12559,21,22,42,888,983,1871,0,0,3,909,1004,1915,56,62,119,3959,4188,8144,17,26,37,4028,4269,8302,34,49,87,2522,2739,5262,7,3,10,2559,2797,5359
SAL50084,0,152,81,229,0,0,0,8,20,28,0,0,0,8,20,28,40,41,85,467,480,942,4,0,10,506,525,1032,13,20,38,78,111,186,0,0,0,92,131,220,22,24,45,308,313,624,9,0,9,339,332,675,21,33,51,202,251,450,0,3,9,228,289,510
SAL50085,0,7,9,11,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,58,40,96,0,0,0,58,40,96,0,0,0,11,7,17,0,0,0,10,7,17,0,0,0,41,27,69,0,0,0,41,27,69,0,0,0,17,15,24,0,0,0,16,15,24
SAL50086,0,375,206,577,0,0,0,21,30,45,0,0,0,24,30,49,38,43,79,2062,2178,4242,4,11,17,2106,2236,4342,8,10,15,311,337,648,0,4,4,317,348,668,18,24,39,1330,1430,2762,7,9,15,1351,1456,2811,18,31,54,892,972,1864,0,4,4,918,1006,1918
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,44,0,0,0,20,20,39,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,14,16,29,0,0,0,15,16,33,0,0,0,8,4,12,0,0,0,11,4,8
SAL50089,0,7,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,21,17,42,0,0,0,21,17,42,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,18,9,26,0,0,0,18,9,26,0,0,0,9,6,18,0,0,0,9,6,18
SAL50090,4,840,397,1237,0,5,3,54,55,103,0,0,0,56,58,116,85,89,177,3514,3346,6860,10,13,23,3611,3444,7059,15,21,39,684,618,1305,0,0,0,706,638,1338,56,45,105,1992,1915,3907,12,10,24,2062,1972,4029,44,49,93,1939,1805,3743,3,0,0,1985,1850,3837
SAL50091,0,418,208,628,0,4,0,15,30,48,0,0,0,14,35,50,32,36,67,2237,2396,4634,0,8,9,2272,2436,4709,7,20,24,347,353,698,0,0,3,354,375,728,15,24,33,1452,1574,3029,0,5,6,1475,1595,3063,22,33,50,991,1028,2022,4,7,3,1021,1064,2075
SAL50092,0,421,184,600,0,0,0,23,25,45,0,0,0,26,25,45,15,16,31,1291,1284,2578,3,0,3,1303,1300,2607,0,4,4,149,163,313,3,0,6,155,165,325,8,8,17,992,980,1972,3,0,3,1004,992,1998,5,3,10,382,423,803,4,0,0,387,430,814
SAL50093,5,945,514,1457,0,0,3,68,68,137,0,0,0,71,73,144,142,169,308,3702,3625,7323,18,12,31,3851,3807,7660,21,31,52,417,415,836,3,4,4,440,449,887,77,91,178,2733,2687,5417,5,10,19,2820,2794,5608,67,81,144,1166,1178,2340,7,3,10,1241,1257,2496
SAL50094,0,21,10,32,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,46,51,95,0,0,0,52,51,100,0,0,0,7,7,9,0,0,0,7,7,9,9,0,9,44,42,88,0,0,0,43,42,94,0,0,0,10,10,21,0,0,0,10,10,21
SAL50095,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,36,0,0,0,18,20,36,0,0,0,8,7,14,0,0,0,8,7,14,0,0,0,13,5,20,0,0,0,13,5,20,0,0,0,9,14,25,0,0,0,9,14,25
SAL50096,0,4,0,6,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,16,16,34,0,0,0,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28,0,0,0,15,13,28,0,0,0,0,8,5,0,0,0,5,8,8
SAL50097,4,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,46,100,0,5,8,53,47,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,68,0,5,8,41,29,70,0,0,0,13,18,26,0,0,0,13,18,26
SAL50098,0,976,512,1492,0,8,8,43,77,122,0,0,0,43,82,129,77,91,162,3327,3447,6772,8,7,15,3409,3545,6950,16,19,32,583,603,1189,0,4,4,599,624,1225,34,47,84,2192,2264,4458,7,9,8,2234,2313,4553,36,47,81,1417,1536,2955,3,5,7,1459,1578,3039
SAL50099,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,32,0,0,0,13,18,32,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,8,11,25,0,0,0,8,11,25,0,0,0,0,4,9,0,0,0,0,4,9
SAL50100,0,6,5,10,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,44,47,86,0,0,0,44,43,89,0,0,0,0,4,9,0,0,0,0,4,9,0,0,0,28,35,64,0,0,0,28,35,64,0,0,0,21,13,28,0,0,0,21,12,30
SAL50101,0,21,18,33,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,62,66,130,0,0,0,66,69,127,0,0,0,5,10,16,0,0,0,5,10,16,0,0,0,49,46,99,0,0,0,50,47,96,0,0,0,17,20,39,0,0,0,19,20,38
SAL50102,0,546,238,778,0,0,4,22,34,54,0,0,0,20,31,54,30,30,57,1650,1704,3355,3,6,12,1689,1744,3429,6,8,13,194,242,435,0,0,0,199,253,450,15,20,36,1184,1225,2404,3,3,4,1199,1243,2449,15,15,27,539,608,1150,0,0,4,554,625,1182
SAL50103,0,28,8,35,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,112,114,224,0,0,0,111,117,229,4,0,0,14,15,32,0,0,0,20,13,31,3,5,3,92,101,186,0,0,0,94,101,194,0,0,0,33,33,60,0,0,0,33,33,60
SAL50104,0,206,87,294,0,0,3,9,14,25,0,0,0,12,19,25,24,34,64,574,538,1113,3,6,3,600,578,1178,6,12,16,113,104,226,0,0,0,123,119,240,15,20,40,409,388,795,5,3,3,430,405,834,6,17,25,247,239,487,0,0,0,262,257,515
SAL50105,0,666,323,983,8,3,14,44,46,90,0,0,0,51,51,105,93,99,193,2634,2451,5091,10,10,16,2737,2563,5299,28,24,46,531,507,1038,0,0,3,559,530,1092,51,47,101,1597,1519,3116,9,10,13,1659,1575,3232,64,61,126,1428,1300,2732,3,4,5,1492,1368,2861
SAL50106,0,16,16,35,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,70,76,151,0,0,0,80,83,165,0,0,0,8,9,17,0,0,0,8,9,17,4,0,9,60,58,116,0,0,0,63,63,121,3,0,3,24,24,45,0,0,0,20,23,48
SAL50107,0,20,12,29,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,64,69,132,0,0,0,64,68,131,0,0,0,11,9,17,0,0,0,10,9,16,0,0,0,53,45,99,0,0,0,53,45,101,0,0,0,20,26,48,0,0,0,19,26,49
SAL50108,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,16,0,0,0,12,12,16,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,3,9,0,0,0,7,3,9,0,0,0,3,3,7,0,0,0,3,3,7
SAL50109,0,18,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,60,122,0,0,0,62,60,122,0,0,0,3,3,9,0,0,0,3,3,9,0,0,0,51,39,95,0,0,0,51,39,95,0,0,0,14,15,33,0,0,0,14,15,33
SAL50110,4,450,294,738,4,0,4,42,45,81,0,0,0,38,45,80,34,36,73,2502,2432,4932,12,6,20,2549,2474,5025,9,3,10,315,321,636,0,0,0,329,328,655,22,22,39,1791,1705,3488,6,3,15,1821,1731,3546,14,10,32,855,888,1743,4,5,9,871,908,1784
SAL50111,0,472,260,735,0,5,13,70,62,132,0,0,0,74,71,146,84,71,153,2812,2835,5639,18,18,36,2910,2924,5832,32,31,62,1137,903,2040,0,4,4,1170,935,2103,19,29,48,1106,1285,2392,11,8,18,1134,1320,2460,81,66,147,2669,2243,4917,9,7,15,2756,2317,5076
SAL50112,0,175,71,242,0,3,0,11,16,29,0,0,0,12,23,31,17,26,44,513,531,1047,0,0,7,535,556,1094,0,3,8,117,120,240,0,0,0,115,126,240,9,11,22,357,353,707,0,0,0,365,362,728,9,18,28,250,280,530,0,0,5,264,294,557
SAL50113,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,29,0,0,0,17,10,29,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,9,9,22,0,0,0,9,9,22,0,0,0,3,7,14,0,0,0,3,7,14
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,5,593,385,977,0,4,3,45,60,108,0,0,0,48,62,115,71,59,126,2432,2438,4871,14,8,23,2511,2506,5013,18,14,30,384,407,796,0,0,0,406,426,829,45,37,89,1710,1599,3311,9,7,16,1768,1642,3411,24,27,50,882,1021,1906,0,0,3,906,1050,1962
SAL50116,0,108,51,161,0,0,0,10,0,10,0,0,0,10,3,13,12,14,26,409,417,824,0,4,4,417,432,849,3,6,4,47,46,100,3,0,3,53,47,104,11,12,20,301,302,600,0,3,3,317,310,623,3,6,7,132,146,278,3,0,6,140,147,295
SAL50117,4,636,284,918,0,0,0,50,49,101,0,0,0,50,53,103,49,38,89,2380,2500,4878,8,12,18,2436,2549,4984,15,10,26,287,294,585,0,6,6,299,311,611,42,33,74,1760,1863,3627,4,9,18,1810,1907,3716,11,18,32,771,812,1585,0,4,3,785,833,1620
SAL50118,0,83,32,114,0,0,0,6,0,6,0,0,0,6,0,6,3,4,4,315,302,620,0,0,0,323,301,628,0,0,0,29,31,58,0,0,0,29,31,58,3,4,0,235,228,462,0,0,0,234,234,469,0,0,0,104,98,203,0,0,0,104,98,205
SAL50119,0,505,253,754,0,0,0,25,33,62,0,0,0,25,33,62,17,9,25,2686,2951,5636,11,18,26,2713,2971,5689,3,8,13,409,490,903,0,0,6,411,501,909,8,6,16,1832,1997,3830,9,10,20,1851,2014,3862,7,9,19,1120,1313,2432,3,0,3,1133,1320,2454
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,6,0,0,0,3,0,4,0,0,0,3,0,7
SAL50121,0,27,14,39,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,96,78,169,0,0,0,96,78,170,0,0,0,24,14,34,0,0,0,24,14,34,0,0,0,71,50,121,0,0,0,68,50,121,0,0,0,45,30,81,0,0,0,45,30,77
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,0,0,0,6,9,12,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,4,9,15,0,0,0,4,9,15,0,0,0,3,0,4,0,0,0,3,0,4
SAL50123,0,177,79,253,7,13,17,0,10,10,0,0,0,6,20,24,87,120,205,370,418,782,4,0,0,455,533,994,23,35,59,125,141,267,0,0,0,147,182,331,40,58,102,182,196,378,4,0,4,223,257,480,57,76,131,274,312,588,0,0,0,336,393,723
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,46,0,0,0,21,22,46,0,0,0,6,6,5,0,0,0,6,6,5,0,0,0,20,20,39,0,0,0,20,20,39,0,0,0,6,7,7,0,0,0,6,7,7
SAL50126,0,138,57,192,0,0,0,11,13,19,0,0,0,11,14,22,16,15,35,427,432,860,0,0,3,446,453,897,35,27,63,52,70,124,0,0,0,86,104,189,6,11,18,321,315,638,0,0,3,332,326,658,40,34,70,143,173,309,0,0,0,182,205,390
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,3,192,104,291,0,0,0,9,16,22,0,0,0,9,16,22,11,4,15,502,478,983,3,0,5,511,488,995,0,0,0,108,104,216,0,0,0,113,104,218,7,4,7,347,338,679,0,0,0,352,343,697,7,0,9,232,228,463,0,0,0,238,231,467
SAL50130,0,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,42,0,0,0,30,19,40,0,0,0,4,0,4,0,0,0,4,0,3,0,0,0,19,10,34,0,0,0,22,10,35,0,5,5,3,7,8,0,0,0,3,4,7
SAL50131,0,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,56,0,0,0,31,31,56,0,0,0,7,7,18,0,0,0,7,7,18,0,0,0,27,24,42,0,0,0,26,21,50,0,0,0,12,13,28,0,0,0,12,13,28
SAL50132,0,156,87,246,0,0,0,13,11,23,0,0,0,13,11,23,23,28,54,474,542,1015,0,3,8,499,576,1075,12,6,17,107,97,202,0,4,4,116,108,219,7,19,28,327,345,669,0,0,0,335,361,698,13,18,31,244,276,520,0,4,4,264,300,563
SAL50133,0,13,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,60,0,0,0,34,28,60,0,0,0,10,5,17,0,0,0,10,5,17,0,0,0,19,9,26,0,0,0,19,9,26,0,0,0,24,19,46,0,0,0,24,19,46
SAL50134,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,29,0,0,0,16,14,29,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,7,5,20,0,0,0,7,5,20,0,0,0,8,9,17,0,0,0,8,9,17
SAL50135,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,37,0,0,0,22,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,30,0,0,0,18,14,30,0,0,0,4,7,8,0,0,0,4,7,8
SAL50136,0,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,30,0,0,0,14,15,28,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,6,3,11,0,0,0,6,4,11,0,0,0,10,8,17,0,0,0,10,13,18
SAL50137,4,139,59,199,0,0,0,6,21,24,0,0,0,6,21,24,16,15,34,385,368,755,0,7,8,409,387,798,0,6,3,128,114,238,0,0,0,125,117,244,10,7,12,236,235,474,0,6,8,249,247,494,12,8,25,234,212,442,0,0,0,245,227,472
SAL50138,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,24,0,0,0,14,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,23,0,0,0,12,10,23,0,0,0,0,0,0,0,0,0,0,0,0
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,26,0,0,0,22,12,34,0,5,3,3,0,3,0,0,0,3,5,11,0,0,0,19,12,27,0,0,0,17,12,28,0,0,0,3,0,3,0,0,0,4,0,5
SAL50140,3,15,5,15,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,57,55,108,3,0,3,62,55,113,0,0,0,0,3,5,0,0,0,3,3,6,3,0,3,48,44,92,3,0,3,52,44,96,0,0,0,9,12,22,0,0,0,9,12,22
SAL50141,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,41,0,0,0,23,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,29,0,0,0,18,13,29,0,0,0,4,5,7,0,0,0,4,5,7
SAL50142,0,28,8,40,0,0,0,0,4,3,0,0,0,0,4,3,3,8,10,75,71,152,0,0,3,80,82,162,0,0,0,10,12,22,0,0,0,11,12,19,3,0,8,57,54,110,0,0,3,63,57,119,4,3,6,27,23,52,0,0,0,33,29,57
SAL50143,0,29,0,27,0,0,0,0,0,0,0,0,0,0,0,0,11,17,26,44,33,77,0,0,0,60,46,106,3,3,3,10,18,23,0,0,0,12,18,32,8,4,10,25,12,36,0,0,0,35,19,51,3,10,22,26,29,51,0,0,0,34,37,69
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SAL50145,0,13,4,20,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,60,52,111,0,0,0,65,52,108,0,0,0,8,8,14,0,0,0,8,8,14,0,0,0,45,35,80,0,0,0,45,35,80,3,0,3,23,23,47,0,0,0,23,23,53
SAL50146,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,22,0,0,0,10,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,6,3,9,0,0,0,8,7,13,0,0,0,8,7,13
SAL50147,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,16,0,17,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,9,0,10,0,0,0,10,0,14,0,0,0,11,0,11,0,0,0,11,0,11
SAL50148,3,297,148,445,0,0,0,23,24,44,0,0,0,23,24,44,12,13,27,2300,2422,4724,8,16,19,2323,2453,4774,7,9,11,343,365,708,4,0,4,348,376,722,10,9,15,1573,1689,3262,5,13,16,1584,1704,3291,7,11,21,968,1016,1984,5,0,3,982,1027,2015
SAL50149,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,0,0,0,4,5,15,0,0,0,5,3,7,0,0,0,5,3,7,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,4,8,13,0,0,0,4,8,13
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,15,3,18,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,54,52,110,0,0,0,58,52,112,0,0,0,9,9,16,0,0,0,14,9,18,0,0,0,53,45,95,0,0,0,52,45,96,0,0,0,12,15,28,0,0,0,17,15,30
SAL50152,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,34,0,0,0,15,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,24,0,0,0,15,15,24,0,0,0,3,5,10,0,0,0,4,5,14
SAL50153,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,27,0,0,0,17,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,19,0,0,0,14,9,23,0,0,0,7,4,7,0,0,0,7,4,7
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,29,0,0,0,24,13,29,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,16,4,25,0,0,0,16,4,25,0,0,0,6,0,8,0,0,0,6,0,8
SAL50156,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,18,0,0,0,11,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,8,6,15,0,0,0,0,0,3,0,0,0,0,5,6
SAL50157,0,15,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,87,0,0,0,46,38,87,0,0,0,5,6,9,0,0,0,4,6,10,0,0,0,33,28,69,0,0,0,33,28,69,0,0,0,12,14,28,0,0,0,19,14,34
SAL50158,0,4,4,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,30,27,58,0,0,0,30,27,58,0,0,0,6,5,11,0,0,0,6,5,11,0,0,0,24,20,39,0,0,0,24,20,39,0,0,0,12,11,20,0,0,0,12,11,20
SAL50159,6,608,259,871,5,3,12,28,32,64,0,0,0,33,38,74,153,175,333,1573,1354,2928,11,15,25,1736,1545,3289,35,24,57,362,312,677,4,0,3,397,337,737,83,98,183,998,846,1835,10,5,17,1085,950,2034,89,79,165,805,721,1529,5,3,5,901,802,1701
SAL50160,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,47,0,0,0,25,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38,0,0,0,19,20,40,0,0,0,5,5,10,0,0,0,5,5,10
SAL50161,5,138,50,192,0,0,0,4,10,17,0,0,0,4,10,17,9,8,11,387,343,737,3,4,6,399,353,756,0,0,0,50,60,111,0,0,0,56,62,116,6,3,5,267,223,486,3,0,8,269,231,502,5,5,4,164,181,340,0,0,0,169,180,349
SAL50162,0,56,22,79,0,0,0,3,3,10,0,0,0,3,3,10,3,0,3,190,191,378,0,0,6,198,192,386,0,0,0,29,34,60,0,0,0,29,34,60,3,0,6,126,131,256,0,0,0,127,132,259,0,0,0,83,82,161,0,0,0,84,77,163
SAL50163,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,70,0,0,0,40,32,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,61,0,0,0,35,30,63,0,0,0,4,8,7,0,0,0,4,4,9
SAL50164,0,7,0,12,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,34,31,68,0,0,0,36,31,67,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,40,31,64,0,0,0,36,31,66,0,0,0,5,0,6,0,0,0,5,0,6
SAL50165,0,10,4,15,0,0,0,0,4,4,0,0,0,0,4,4,5,3,9,37,31,65,0,0,0,39,36,73,0,0,0,10,9,19,0,0,0,10,9,19,3,3,4,35,27,63,0,0,0,30,28,64,0,0,0,11,6,19,0,0,0,12,6,21
SAL50166,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,29,0,0,0,22,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,23,0,0,0,15,10,23,0,0,0,0,3,3,0,0,0,0,3,3
SAL50167,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,41,39,76,0,0,0,44,38,85,0,0,0,4,4,9,0,0,0,4,4,9,6,0,4,21,27,46,0,0,0,26,27,50,0,0,0,15,17,29,0,0,0,15,17,29
SAL50168,0,85,35,119,0,0,0,4,0,9,0,0,0,4,0,9,3,3,5,291,278,572,0,0,0,297,286,577,0,3,3,22,24,50,0,0,0,27,26,57,7,3,10,205,200,407,0,0,0,210,210,420,0,0,0,88,89,180,0,0,0,91,93,179
SAL50169,0,167,109,280,0,0,0,6,11,17,0,0,0,6,11,15,11,14,20,500,530,1029,0,3,7,512,543,1053,3,3,4,68,69,131,0,0,0,69,68,140,4,7,4,370,386,752,0,0,3,368,389,762,6,6,14,172,194,364,0,0,0,176,205,379
SAL50170,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,13,6,19,0,0,0,13,6,19,0,0,0,8,6,8,0,0,0,8,6,8,0,0,0,10,7,16,0,0,0,10,7,16,0,0,0,4,9,14,0,0,0,4,9,14
SAL50171,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,31,0,0,0,15,12,29,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,7,3,13,0,0,0,7,3,13,0,0,0,9,8,14,0,0,0,5,8,14
