SAL_CODE_2021,No_bed_ne_sp_Hw_ATSIP,No_bed_ne_sp_Oth_h,No_bed_ne_sp_Tot,One_m_bn_One_ebn_Hw_ATSIP,One_m_bn_One_ebn_Oth_h,One_m_bn_One_ebn_Tot,One_m_bn_Two_ebn_Hw_ATSIP,One_m_bn_Two_ebn_Oth_h,One_m_bn_Two_ebn_Tot,One_m_bn_Thr_ebn_Hw_ATSIP,One_m_bn_Thr_ebn_Oth_h,One_m_bn_Thr_ebn_Tot,One_m_bn_Fou_m_ebn_Hw_ATSIP,One_m_bn_Fou_m_ebn_Oth_h,One_m_bn_Fou_m_ebn_Tot,One_m_bn_Tot_Hw_ATSIP,One_m_bn_Tot_Oth_h,One_m_bn_Tot_Tot,One_m_bs_One_bs_Hw_ATSIP,One_m_bs_One_bs_Oth_h,One_m_bs_One_bs_Tot,One_m_bs_Two_bs_Hw_ATSIP,One_m_bs_Two_bs_Oth_h,One_m_bs_Two_bs_Tot,One_m_bs_Thr_bs_Hw_ATSIP,One_m_bs_Thr_bs_Oth_h,One_m_bs_Thr_bs_Tot,One_m_bs_Fou_m_bs_Hw_ATSIP,One_m_bs_Fou_m_bs_Oth_h,One_m_bs_Fou_m_bs_Tot,One_m_bs_Tot_Hw_ATSIP,One_m_bs_Tot_Oth_h,One_m_bs_Tot_Tot,Tot_Hw_ATSIP,Tot_Oth_h,Tot_Tot
SAL50092,0,50,57,0,11,11,0,3,3,0,0,0,0,0,0,0,14,14,6,186,191,0,302,303,5,284,287,0,58,57,11,830,838,17,935,950
SAL50093,46,433,475,8,71,81,3,10,19,0,10,5,0,0,0,11,91,105,43,811,856,29,1132,1155,12,449,455,0,43,44,84,2435,2510,149,3103,3250
SAL50094,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,14,0,12,12,0,4,4,0,44,44,0,45,46
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,0,0,0,9,9,0,8,8
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,6,6,0,13,13
SAL50097,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,13,13,0,10,10,0,0,0,0,32,32,0,39,39
SAL50098,15,287,302,3,42,49,4,3,6,0,0,0,0,0,0,7,45,55,20,779,802,25,947,973,9,616,625,0,35,30,54,2377,2430,88,2843,2937
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,4,0,0,0,0,0,0,0,10,10,0,9,9
SAL50100,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,0,6,6,0,4,4,0,28,28,0,28,29
SAL50101,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,16,12,0,9,9,0,4,4,0,44,41,5,55,56
SAL50102,6,128,133,4,15,16,0,0,0,0,0,0,0,0,0,4,15,16,5,409,413,8,663,665,9,242,246,0,22,22,22,1336,1346,36,1527,1563
SAL50103,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,26,29,0,27,27,0,5,5,0,77,80,4,89,93
SAL50104,6,83,88,4,3,8,0,0,0,0,0,0,0,0,0,4,3,8,12,202,215,0,235,241,0,59,62,0,5,5,12,501,523,24,624,650
SAL50105,39,404,438,9,62,72,5,10,13,0,0,0,0,0,0,14,72,85,31,894,919,23,958,981,9,264,267,0,24,24,63,2140,2191,114,2739,2860
SAL50106,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,26,4,32,33,0,13,13,0,4,4,7,71,76,6,71,80
SAL50107,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,13,0,15,15,0,10,10,0,4,4,3,43,42,5,56,59
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,11,11
SAL50109,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,21,21,0,11,11,0,0,0,0,45,45,0,53,53
SAL50110,8,187,198,0,53,51,0,11,13,0,4,4,0,3,3,0,71,71,10,468,481,10,501,509,0,328,329,0,24,24,20,1321,1343,38,1665,1704
SAL50111,25,828,847,3,85,87,3,18,19,0,0,3,0,0,4,6,103,113,33,994,1024,15,796,814,5,212,219,0,66,66,53,2068,2123,90,3164,3252
SAL50112,6,66,67,0,8,7,0,0,0,0,0,0,0,0,0,0,8,7,7,177,194,13,227,243,0,82,79,0,13,13,20,499,529,38,595,629
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,11,0,0,0,0,0,0,0,14,14,0,14,14
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,15,221,234,4,43,38,0,9,9,0,4,4,0,0,0,4,56,51,19,535,555,23,637,653,7,351,353,0,9,12,49,1532,1573,67,1895,1962
SAL50116,5,52,54,0,6,9,0,0,0,0,0,0,0,0,0,0,6,9,9,117,125,8,189,194,0,45,42,0,3,3,17,354,364,18,437,461
SAL50117,5,199,209,4,14,21,0,4,6,0,0,0,0,0,0,4,18,27,17,604,618,4,690,697,10,520,523,0,54,54,31,1868,1892,39,2195,2231
SAL50118,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,59,0,81,83,0,49,49,0,11,11,3,201,202,3,234,236
SAL50119,9,328,330,4,22,22,0,0,0,0,0,0,0,0,0,4,22,22,5,939,948,4,947,954,3,335,333,0,45,45,12,2266,2280,25,2716,2742
SAL50120,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,6,8
SAL50121,0,35,37,0,7,7,0,0,0,0,0,0,0,0,0,0,7,7,0,30,30,0,12,12,0,15,15,0,0,0,0,57,57,0,101,104
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,4,4
SAL50123,43,71,112,4,4,13,0,0,0,0,0,0,0,0,0,4,4,13,23,121,139,21,103,123,8,58,65,0,0,7,52,282,334,107,385,498
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,3,3,0,0,0,0,10,10,0,22,22
SAL50126,0,39,36,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,7,92,101,5,146,149,0,97,97,0,14,14,12,349,361,15,410,424
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,0,32,34,0,3,3,0,5,3,0,0,0,0,0,0,0,8,6,5,116,121,3,183,182,0,131,132,0,5,5,8,435,440,11,490,508
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,3,3,0,0,0,0,11,11,0,18,18
SAL50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,11,11,0,0,0,0,17,23,0,24,26
SAL50132,6,50,53,7,0,4,0,0,0,0,0,0,0,0,0,7,0,4,6,153,160,3,198,204,0,98,94,0,15,15,9,464,473,24,533,556
SAL50133,0,13,13,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,7,7,0,5,5,0,0,0,0,16,16,0,39,39
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,4,4,0,0,0,0,13,13,0,17,17
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,4,4,0,0,0,0,14,14,0,15,15
SAL50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,3,3,0,0,0,0,12,12,0,11,13
SAL50137,0,37,32,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,5,96,101,10,146,153,0,75,75,0,8,8,15,325,337,16,389,406
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,8,8,0,14,14
SAL50139,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,4,10,4,12,18
SAL50140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,24,24,0,0,0,0,5,5,0,43,43,0,47,49
SAL50141,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,11,11
SAL50142,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,24,24,0,16,16,0,0,0,0,55,58,3,70,73
SAL50143,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,9,12,4,5,11,0,3,5,9,23,40,14,33,46
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50145,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,15,15,0,10,10,0,3,3,0,34,36,0,46,49
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,11,11
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50148,3,242,247,0,24,24,0,0,0,0,0,0,0,0,0,0,24,24,9,687,690,3,620,624,0,381,385,0,67,70,12,1755,1769,20,2113,2134
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,0,0,0,9,9,0,6,6
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,28,28,0,5,5,0,4,4,0,51,54,0,58,66
SAL50152,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,0,0,0,0,0,0,11,11,0,14,19
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,9,9,0,14,14
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,5,5,0,0,0,0,13,13,0,20,20
SAL50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,7,7,0,7,9
SAL50157,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,12,12,0,7,7,0,0,0,0,28,28,0,45,41
SAL50158,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,6,0,8,8,0,4,4,0,26,26,0,26,26
