SAL_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
SAL50011,21,2053,9,2072,6,368,4,381,14,611,3,626,3,72,0,72,0,24,0,27,0,8,0,8,0,28,188,219,40,3165,196,3408,29,2472,0,2498,5,390,3,396,12,596,0,607,7,80,0,80,0,33,0,33,0,13,0,14,0,39,97,133,43,3621,104,3770,48,4523,9,4577,11,758,4,772,25,1210,3,1238,3,149,0,157,7,62,0,67,0,20,0,24,0,67,285,352,88,6784,298,7175
SAL50012,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9,0,9,0,5,0,5,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
SAL50013,0,70,0,67,0,29,0,29,0,108,0,107,0,17,0,17,0,3,0,3,0,0,0,0,0,5,6,5,0,223,8,236,0,94,0,99,0,32,0,32,0,74,0,74,0,13,0,17,0,3,0,3,0,0,0,0,0,3,3,6,0,222,5,231,0,160,4,168,0,61,0,61,6,177,0,184,0,34,0,35,0,11,0,11,0,0,0,0,0,8,6,18,3,451,12,467
SAL50014,0,15,0,16,0,6,0,6,0,17,0,17,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,9,0,42,9,50,0,15,0,15,0,3,0,3,0,12,0,12,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,0,39,4,40,0,32,0,33,0,7,0,7,0,31,0,31,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,13,0,76,10,94
SAL50015,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
SAL50016,4,92,0,93,0,26,0,26,0,62,0,65,0,5,0,5,0,4,0,4,0,0,0,0,0,3,16,17,3,197,14,213,0,106,0,106,0,27,0,27,4,45,0,48,0,3,0,3,0,3,0,3,0,0,0,0,0,4,6,12,4,194,6,203,4,194,0,201,0,56,0,56,4,111,0,113,0,13,0,13,0,5,0,5,0,0,0,0,0,8,25,28,4,386,24,413
SAL50017,0,12,0,11,0,3,0,3,0,11,0,11,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,32,3,35,0,15,0,15,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,0,24,0,28,0,29,0,3,0,3,0,17,0,17,0,6,0,4,0,0,0,0,0,0,0,0,0,0,6,8,3,50,6,53
SAL50018,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50019,0,47,0,47,0,8,0,8,0,35,0,35,0,9,0,9,0,6,0,6,0,0,0,0,0,7,9,13,0,113,9,126,0,46,0,46,0,12,0,12,0,17,0,17,0,4,0,4,0,6,0,6,0,0,0,0,0,0,6,10,0,91,6,95,0,92,0,92,0,20,0,20,0,56,0,56,0,16,0,16,0,9,0,9,0,0,0,0,0,11,10,29,0,204,10,220
SAL50020,0,11,0,11,0,0,0,0,0,9,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,12,0,12,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,19,0,19,0,5,0,5,0,9,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,35,3,41
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,7,2178,9,2189,3,114,0,117,0,216,0,214,0,38,4,43,0,36,0,36,0,4,0,4,0,34,101,134,12,2625,104,2739,9,2315,6,2330,4,155,0,157,0,345,0,348,0,48,0,48,0,34,0,40,0,9,0,9,0,42,87,132,16,2948,97,3061,13,4493,13,4514,3,269,0,270,5,557,0,566,0,86,4,94,0,72,0,75,0,11,0,11,0,76,187,267,22,5572,203,5798
SAL50023,0,16,0,17,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,29,0,11,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,19,4,19,0,25,0,28,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,41,3,46
SAL50024,7,1310,6,1326,0,73,0,76,3,132,0,137,0,18,0,17,0,19,0,19,0,6,0,6,0,14,53,72,14,1582,55,1654,4,1420,4,1434,0,94,0,94,0,211,3,214,0,27,0,27,0,25,0,25,0,8,0,7,0,20,46,67,3,1810,55,1872,19,2738,5,2758,0,168,0,167,4,347,3,355,0,43,0,42,0,47,0,49,0,15,0,16,0,37,101,140,23,3392,114,3531
SAL50025,0,75,9,82,0,18,0,21,4,85,0,88,0,13,0,13,0,4,0,4,0,0,0,0,0,0,10,14,0,203,19,221,0,135,4,138,0,15,0,17,0,47,0,52,0,14,0,14,0,3,0,3,0,0,0,0,0,3,8,12,0,217,9,228,0,212,6,218,3,36,0,40,4,136,0,139,0,21,0,21,0,7,0,7,0,0,0,0,0,4,18,26,3,413,29,448
SAL50026,59,1774,14,1841,29,526,6,559,82,1395,15,1493,19,296,7,326,12,189,0,206,3,42,0,50,27,160,408,583,233,4379,441,5055,84,2110,11,2200,33,601,9,640,93,1431,17,1545,19,285,6,311,9,223,3,241,0,40,3,46,14,182,360,561,261,4867,418,5544,138,3883,23,4047,71,1123,13,1198,175,2823,30,3034,42,582,11,634,25,414,6,444,4,83,6,96,39,340,771,1147,492,9244,859,10600
SAL50027,0,9,0,9,0,5,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,15,3,22,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,10,4,13,0,8,0,8,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,32,6,36
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,4,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,4,13
SAL50029,0,13,0,13,0,8,0,8,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,25,3,27,0,15,0,15,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,19,0,26,0,26,0,9,0,9,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,42,3,49
SAL50030,0,14,0,18,0,0,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,26,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,40,0,41,0,3,0,6,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,54
SAL50031,6,751,0,759,4,90,0,95,4,218,0,227,0,38,0,38,0,26,0,26,0,10,0,10,0,50,98,152,15,1189,99,1305,14,802,0,815,0,94,0,96,5,211,0,219,0,18,0,16,0,19,0,19,0,10,0,10,0,112,74,184,22,1253,75,1348,19,1548,4,1570,8,181,0,191,12,428,0,438,0,50,0,60,0,44,0,44,0,22,0,22,0,163,170,340,36,2441,177,2657
SAL50032,0,564,7,570,0,101,0,101,5,223,3,232,0,37,0,37,0,17,0,17,0,3,0,3,0,19,40,56,7,958,47,1017,4,670,8,684,0,117,0,115,0,256,4,258,0,45,0,45,0,32,0,35,0,4,0,4,0,33,25,56,6,1153,32,1195,5,1231,12,1256,0,219,0,218,10,473,3,492,0,81,0,81,0,48,0,48,0,5,0,5,0,44,63,114,20,2109,83,2210
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50034,10,307,0,318,7,47,0,54,8,100,3,108,0,24,0,27,0,17,0,15,0,0,0,0,0,8,44,53,18,504,47,570,9,340,0,346,4,29,0,35,9,82,0,90,0,17,0,17,0,17,0,13,0,0,0,0,0,18,33,50,24,503,29,556,20,640,0,658,5,80,0,90,12,181,3,195,0,42,0,39,4,29,0,34,0,5,0,5,0,26,77,104,40,1004,83,1129
SAL50035,8,1724,0,1741,0,144,0,146,0,307,0,316,0,45,0,45,0,35,0,35,0,6,0,4,0,25,85,109,14,2299,89,2398,9,1892,0,1897,0,165,0,168,0,358,3,361,0,56,0,56,0,38,0,38,0,3,0,3,0,22,56,82,13,2542,64,2614,19,3621,4,3637,6,305,0,316,0,670,8,678,0,103,0,103,0,79,0,79,0,13,0,14,0,49,141,192,25,4837,153,5015
SAL50036,18,2018,6,2041,7,355,0,360,8,607,0,618,3,78,0,80,0,42,0,44,0,21,0,21,0,26,106,130,39,3144,114,3296,26,2336,8,2372,11,322,0,326,9,522,0,531,4,80,0,83,0,50,0,51,0,19,0,19,0,19,69,93,43,3346,76,3474,39,4354,14,4408,14,670,0,688,21,1129,0,1148,4,160,0,164,4,89,0,94,0,48,0,48,0,49,177,220,84,6491,189,6769
SAL50037,8,1453,4,1462,5,182,0,186,6,321,0,330,0,42,0,43,0,24,0,24,0,9,0,9,0,28,75,104,16,2053,76,2148,12,1700,0,1716,0,166,0,169,8,333,0,335,0,46,0,44,0,44,0,44,0,3,0,3,0,51,50,101,25,2336,50,2407,20,3152,4,3182,3,347,0,358,10,648,0,662,4,83,0,90,0,60,0,60,0,10,0,10,0,83,120,204,43,4393,128,4561
SAL50038,9,249,4,261,0,49,0,49,3,191,0,200,0,33,0,33,0,22,0,22,0,0,0,4,0,22,41,58,10,570,44,629,0,293,4,296,0,70,0,70,0,182,5,186,0,37,0,43,0,17,0,17,0,4,0,4,0,20,32,56,0,623,42,669,9,547,10,562,0,124,0,119,4,377,8,388,0,70,0,67,0,40,0,43,0,5,0,4,0,37,70,115,15,1195,90,1299
SAL50039,48,2329,5,2382,22,710,0,730,47,1629,10,1682,8,262,0,265,0,145,0,153,0,13,0,13,9,66,301,377,132,5151,320,5602,47,2890,9,2949,27,753,3,788,48,1571,9,1628,5,234,5,246,0,127,0,127,0,15,0,15,8,80,210,295,130,5674,239,6043,97,5219,14,5331,49,1466,4,1513,89,3199,19,3312,18,496,5,515,0,277,0,277,0,22,0,22,9,147,511,673,262,10819,559,11646
SAL50040,40,2764,3,2802,16,481,3,495,28,839,3,863,4,141,0,145,0,52,0,54,0,8,0,8,0,48,195,252,89,4323,202,4620,59,3281,0,3342,13,468,0,475,27,913,3,942,3,106,0,114,0,71,0,74,0,23,0,23,0,65,114,179,109,4930,124,5151,104,6044,8,6149,23,942,5,970,52,1753,5,1810,11,254,0,258,3,124,0,125,0,32,0,32,0,114,310,423,194,9250,324,9776
SAL50041,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL50042,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL50043,0,9,0,9,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,18,8,24,0,12,0,12,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,14,7,24,0,17,0,17,0,4,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,31,9,45
SAL50044,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,6,11,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,8,0,8,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,18,6,19
SAL50045,0,7,0,7,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,18,0,10,0,10,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,15,0,19,0,24,0,3,0,3,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,32
SAL50046,0,9,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,13,0,13,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,4,6
SAL50048,3,43,0,44,0,6,0,6,0,9,0,14,0,5,0,5,0,0,0,0,0,3,0,3,0,5,16,13,3,65,16,86,0,39,0,39,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,51,8,61,0,78,0,80,0,7,0,7,0,17,0,18,0,5,0,5,0,0,0,0,0,5,0,5,0,5,26,23,6,119,26,144
SAL50049,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,4,4,0,4,8,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,8,8,4,0,4,0,0,0,0,4,0,0,4,0,0,0,0,7,0,0,7,0,0,0,0,0,0,3,3,6,5,3,15
SAL50050,0,10,0,10,0,7,0,8,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,19,3,21,0,10,0,10,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,0,18,0,18,0,12,0,12,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,31,6,42
SAL50051,4,130,7,135,0,61,0,63,0,166,3,171,0,39,0,39,0,17,0,17,0,0,0,0,0,5,43,54,3,426,54,483,0,212,0,213,0,55,0,56,0,132,4,140,0,24,0,24,0,9,0,15,0,0,0,0,0,9,47,53,8,445,50,499,0,341,0,348,5,117,0,122,3,297,7,312,0,70,0,70,0,30,0,26,0,0,0,0,0,14,87,106,10,868,104,980
SAL50052,0,24,0,25,0,9,0,9,0,18,0,18,0,4,0,4,0,3,0,3,0,0,0,0,0,0,4,3,0,61,4,64,0,35,0,35,0,0,0,0,0,12,0,12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,49,3,54,0,60,0,61,0,15,0,15,0,28,0,28,0,4,0,4,0,5,0,5,0,0,0,0,0,5,4,7,0,107,4,115
SAL50053,21,2426,11,2463,0,282,0,291,11,661,0,673,5,125,0,130,0,244,0,248,0,51,0,56,0,87,200,280,45,3884,217,4144,20,2647,14,2676,7,294,0,300,19,779,0,803,3,155,0,163,0,318,4,324,0,86,0,90,0,147,181,330,54,4426,208,4688,46,5074,21,5144,9,579,0,587,28,1442,7,1479,5,283,3,292,0,562,6,569,0,144,0,143,0,231,378,612,94,8311,424,8835
