SAL_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
SAL50754,25,1097,3,1126,6,171,0,176,23,467,0,492,9,113,0,121,0,100,0,103,0,52,0,57,7,40,121,157,63,2047,123,2232,31,1108,0,1141,5,155,0,162,24,396,3,419,7,78,0,81,5,77,0,85,0,54,0,56,6,38,89,133,87,1908,92,2085,59,2210,4,2269,14,324,0,336,43,865,4,907,13,191,0,206,4,180,0,184,0,111,0,116,11,75,204,291,147,3954,217,4315
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,12,1686,6,1704,4,208,4,221,5,497,0,502,0,86,0,85,5,99,0,100,0,36,0,36,0,42,156,197,30,2653,164,2850,18,1750,6,1771,5,222,0,234,8,454,0,469,0,100,3,104,0,138,0,138,0,33,0,33,0,53,123,176,43,2750,135,2922,32,3434,12,3473,10,431,5,452,17,953,0,968,4,185,3,189,0,235,0,237,0,70,0,70,0,96,278,377,69,5404,295,5772
SAL50757,0,54,0,54,0,8,0,8,0,32,0,32,0,8,0,8,0,5,0,5,0,0,0,0,0,0,11,12,0,119,11,129,0,48,0,49,0,10,0,10,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,87,11,95,0,107,0,105,0,18,0,18,0,53,0,59,0,10,0,10,0,3,0,3,0,0,0,0,0,5,16,19,3,200,18,224
SAL50758,9,401,0,405,4,54,0,50,0,126,0,129,0,22,0,24,0,26,0,27,0,6,0,6,0,11,34,43,12,637,35,689,4,425,0,434,3,71,0,75,6,146,0,147,0,24,0,26,0,27,0,22,0,13,0,13,0,9,15,18,9,706,16,731,12,831,4,841,8,115,0,124,7,272,0,280,0,46,0,52,0,49,0,53,0,19,0,19,0,14,46,60,26,1347,50,1418
SAL50759,0,12,0,10,0,0,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,15,4,15,15,38,3,0,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,5,7,16,0,8,0,17,0,4,0,4,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,20,8,18,20,52
SAL50760,4,17,0,27,15,8,0,19,9,13,0,19,6,0,0,3,3,0,0,7,0,0,0,0,4,3,28,39,39,42,28,111,8,28,0,39,7,4,0,10,9,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,29,42,26,88,17,49,0,65,22,11,0,32,13,18,0,32,6,0,0,3,4,0,0,10,0,0,0,0,10,3,55,62,65,84,55,201
SAL50761,0,36,0,36,0,12,0,12,3,44,0,45,3,3,0,8,0,3,0,3,0,0,0,0,0,0,12,12,3,105,15,121,0,54,0,51,0,11,0,11,0,27,0,30,0,4,0,4,0,0,0,0,0,0,0,0,0,0,8,12,4,100,8,109,0,88,0,83,0,26,0,26,3,73,0,74,3,7,0,8,0,3,0,3,0,0,0,0,0,0,20,27,3,199,21,229
SAL50762,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,22,9,23,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,19,9,22,0,28,0,28,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,35,13,48
SAL50763,0,27,0,22,0,10,0,10,0,33,0,39,0,9,0,9,0,14,0,14,0,0,0,0,0,7,19,24,5,97,20,125,0,35,0,36,0,15,0,13,0,25,0,28,0,3,0,3,0,3,0,3,0,0,0,0,0,3,12,17,0,90,12,108,0,63,0,66,0,26,0,25,3,59,0,65,0,15,0,15,0,14,0,14,0,7,0,7,0,10,31,43,8,189,33,231
SAL50764,13,2993,12,3021,5,434,0,438,12,1023,7,1040,0,125,0,121,0,86,6,90,0,21,4,19,0,56,152,212,30,4731,172,4940,25,3241,12,3277,0,474,0,481,3,1115,10,1127,0,152,0,152,0,144,0,148,0,31,0,26,0,77,88,167,38,5242,110,5385,35,6240,19,6294,8,909,0,916,18,2137,11,2167,0,272,0,273,0,229,3,237,0,47,4,49,0,138,244,383,66,9975,283,10324
SAL50765,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,8,0,8,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SAL50766,9,1595,5,1603,0,254,0,259,0,524,3,530,0,58,0,57,0,34,0,34,0,3,0,3,0,23,101,124,11,2493,108,2607,7,1771,4,1786,5,258,0,261,5,453,0,462,0,53,0,53,0,38,0,38,0,0,0,0,0,35,66,96,16,2614,76,2700,12,3370,14,3393,7,512,0,518,10,978,3,992,0,113,0,114,0,69,0,69,0,7,0,7,0,56,162,221,25,5105,179,5312
SAL50767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL50768,0,22,0,22,0,8,0,8,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,64,0,29,0,29,0,3,0,9,0,23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,56,4,67,0,50,0,50,0,12,0,11,0,48,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,118,9,131
SAL50769,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,10,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
SAL50770,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,9,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12,5,10,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,3,21
SAL50771,5,168,3,178,0,44,0,42,12,140,4,149,5,30,0,32,3,11,0,14,0,0,0,0,4,18,21,46,21,414,27,466,4,192,0,206,4,39,0,43,12,112,5,128,0,13,0,12,5,21,0,29,0,0,0,0,4,16,23,42,37,394,29,458,13,367,4,384,4,77,4,85,21,253,0,273,4,43,4,45,0,34,0,43,0,0,0,0,7,37,48,92,54,804,60,920
SAL50772,0,11,0,14,0,3,0,7,0,9,0,9,0,5,0,5,0,4,0,4,0,0,0,0,0,0,4,4,0,39,4,47,0,20,0,20,0,10,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,34,3,41,0,34,0,34,0,8,0,11,0,22,0,22,0,10,0,10,0,4,0,4,0,0,0,0,0,0,8,10,0,76,8,84
SAL50773,0,45,0,45,0,5,0,11,6,42,0,45,0,10,0,11,5,8,0,13,0,0,0,0,0,6,7,17,12,115,10,143,4,59,0,61,0,10,0,15,13,33,0,39,3,7,0,10,3,0,0,5,0,0,0,0,0,0,13,12,21,113,10,140,4,108,0,110,0,19,0,25,13,72,0,92,4,11,0,13,8,10,0,13,0,0,0,0,0,11,20,26,31,227,21,283
SAL50774,0,10,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,15,5,23,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,4,13,0,17,0,17,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,24,7,30
SAL50775,0,16,0,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,24,6,31,0,19,0,16,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,27,5,25,0,32,0,33,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,48,13,60
SAL50776,0,11,0,11,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,16,0,16,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,19,0,19,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,33,0,33
SAL50777,0,29,0,33,0,7,0,7,0,21,0,20,0,6,0,6,0,0,0,0,0,0,0,0,0,4,17,20,4,63,17,79,0,4,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,16,0,35,0,37,0,7,0,7,3,20,0,31,0,6,0,6,0,0,0,0,0,0,0,0,0,4,22,24,9,71,22,97
SAL50778,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
SAL50779,0,26,0,29,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,42,0,43,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,4,16,0,35,0,35,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,49,0,48,41,93
SAL50780,0,15,0,15,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,27,0,12,0,12,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,17,4,24,0,30,0,30,0,3,0,3,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,40,4,45
SAL50781,6,670,4,678,11,131,5,138,21,277,7,303,5,65,0,69,4,97,0,100,0,97,0,96,3,34,67,114,45,1373,82,1499,22,624,4,643,17,95,0,109,20,250,0,279,8,60,0,64,3,121,0,127,0,97,0,99,3,32,80,121,75,1276,84,1439,27,1292,8,1325,25,225,5,248,46,533,3,579,12,124,0,139,7,221,0,227,0,193,0,191,5,70,152,227,119,2652,167,2938
SAL50782,11,143,0,152,3,51,0,47,4,110,0,118,3,14,0,21,0,23,0,27,0,6,0,6,0,11,36,46,19,353,37,411,6,152,0,158,3,36,0,39,8,84,0,89,0,20,0,23,0,18,0,17,0,0,0,0,6,3,31,42,18,326,30,376,12,299,0,313,6,86,0,90,6,199,0,204,9,39,3,48,0,40,0,42,0,3,0,3,8,10,64,89,40,676,69,783
SAL50783,0,31,0,31,0,9,0,12,0,34,0,34,0,6,0,6,0,10,0,10,0,0,0,0,0,6,5,12,0,92,5,105,0,31,0,32,4,5,0,7,0,22,0,22,0,4,0,5,0,3,0,3,0,0,0,0,0,3,0,8,3,71,0,77,0,60,0,64,5,17,0,16,0,58,0,58,0,15,0,12,0,10,0,10,0,0,0,0,0,11,8,20,8,167,8,181
SAL50784,0,8,0,10,0,3,0,3,0,6,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,5,5,0,20,5,25,0,16,0,16,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,0,21,4,26,0,26,0,24,0,7,0,7,0,10,0,10,0,0,0,0,0,8,0,8,0,0,0,0,0,0,9,9,0,42,9,54
SAL50785,0,25,0,25,0,10,0,14,0,17,0,17,0,5,0,5,0,5,0,5,0,0,0,0,0,0,4,4,0,58,7,67,0,21,0,21,0,4,0,4,0,16,0,16,0,0,0,0,0,6,0,6,0,0,0,0,0,0,7,7,0,45,7,52,0,48,0,48,0,16,0,16,0,31,0,31,0,4,0,4,0,4,0,4,0,0,0,0,0,0,14,13,0,105,15,121
SAL50786,0,13,0,11,0,6,0,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,21,3,25,0,12,0,15,0,4,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,19,0,24,0,23,0,9,0,9,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,38,8,50
SAL50787,0,53,0,53,0,7,0,9,0,23,0,23,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,9,0,88,7,101,0,71,0,71,0,11,0,11,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,100,4,104,0,128,0,128,0,20,0,20,0,39,0,44,0,7,0,7,0,0,0,4,0,0,0,0,0,0,6,8,0,196,10,208
SAL50788,0,15,0,16,0,7,0,7,0,13,0,13,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,41,0,21,0,21,0,12,0,12,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,46,3,43,0,36,0,36,0,16,0,16,0,27,0,27,0,6,0,6,0,3,0,3,0,0,0,0,0,0,4,4,4,82,4,84
SAL50789,0,12,0,9,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,7,0,7,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,17,0,20,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,33,4,35
SAL50790,0,4,0,4,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,4,19,0,7,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,14,4,20,0,15,0,15,0,0,0,4,0,7,0,11,3,3,0,9,0,0,0,0,0,0,0,0,0,0,6,6,6,27,6,37
SAL50791,0,26,0,26,0,3,0,3,0,15,0,13,0,5,0,9,0,0,0,0,0,0,0,0,0,0,8,12,0,47,12,62,0,25,0,28,0,3,0,3,0,8,0,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,9,4,42,13,55,0,50,0,53,0,9,0,9,3,20,0,25,0,5,4,4,0,4,0,3,0,0,0,0,0,0,19,23,3,88,23,117
SAL50792,0,58,0,60,0,13,0,13,0,36,0,38,0,7,0,4,0,4,0,4,0,0,0,3,3,5,14,17,4,124,15,147,4,61,0,64,0,9,0,16,6,22,0,25,0,3,0,3,0,0,0,0,0,0,0,0,0,0,18,19,4,107,18,128,0,125,0,125,0,20,0,20,4,59,0,65,0,5,0,11,0,8,0,8,0,0,0,3,5,3,26,39,15,233,31,272
SAL50793,0,23,0,23,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,31,4,31,0,19,0,19,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,32,0,44,0,44,0,3,0,3,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,58,5,64
SAL50794,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL50795,0,22,0,22,0,5,0,5,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,49,22,66,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,7,8,18,0,30,0,30,0,6,0,6,0,15,0,15,0,6,0,6,0,0,0,0,0,0,0,0,0,0,31,30,0,52,31,91
SAL50796,3,0,0,5,3,0,0,3,9,0,0,9,5,0,0,5,4,0,0,4,0,0,0,0,0,0,6,7,32,0,6,38,4,5,0,7,10,0,0,10,17,0,0,17,5,0,0,5,13,0,0,13,0,0,0,0,0,0,4,0,52,3,4,58,9,5,0,15,8,0,0,8,30,0,0,30,6,0,0,6,20,0,0,20,0,0,0,0,0,0,5,7,86,10,5,97
SAL50797,0,11,0,11,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,13,0,13,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,25,0,25,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34
SAL50798,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,23,0,22,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,21,0,17,0,4,0,4,0,5,0,5,0,14,0,14,0,6,0,6,0,9,0,9,0,0,0,0,0,0,5,6,4,35,7,44
SAL50799,91,683,9,782,56,123,4,180,103,305,6,422,35,61,0,99,46,40,0,84,4,7,0,12,40,29,337,410,379,1250,352,1986,101,935,4,1043,81,115,3,202,139,194,4,341,45,35,0,82,44,3,0,50,10,3,0,17,60,11,345,420,491,1309,361,2154,193,1612,13,1818,134,239,4,382,248,506,9,759,76,93,4,179,94,42,0,141,20,8,0,33,108,43,686,832,867,2552,718,4134
SAL50800,0,3,0,3,0,4,0,6,3,0,0,5,0,4,0,0,4,0,0,4,0,0,0,0,6,0,0,6,17,11,0,30,7,4,0,7,0,0,0,5,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,12,8,4,19,7,5,0,11,3,6,0,4,12,3,0,12,0,4,0,3,4,0,0,4,0,0,0,0,13,0,4,13,34,15,4,49
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50802,0,7,0,7,0,0,0,0,0,5,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,6,0,6,0,4,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,3,14,0,13,0,13,0,6,0,6,0,9,0,9,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0,26,6,26
SAL50803,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,10
SAL50805,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,14,4,16,0,7,0,7,0,6,0,6,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,22,3,21,0,17,0,17,0,9,0,9,0,12,0,12,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,35,3,41
SAL50806,0,113,3,115,0,14,0,20,0,37,0,35,0,0,0,3,0,3,0,3,0,0,0,0,0,3,4,5,5,176,8,181,3,136,0,136,0,22,0,22,0,34,0,34,0,5,0,5,0,5,0,5,0,3,0,3,0,3,0,9,3,210,0,218,3,247,3,254,0,39,0,41,0,70,0,69,0,6,0,8,0,5,0,5,0,3,0,3,0,12,3,16,7,385,9,396
SAL50807,0,5,0,5,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,10,0,10,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
SAL50808,66,16,0,89,32,0,0,33,45,0,0,49,3,0,0,3,7,0,0,7,6,0,0,6,6,0,7,10,170,25,10,197,79,35,0,110,44,4,0,48,51,3,0,54,6,0,0,3,4,0,0,4,5,0,0,5,6,0,4,10,196,42,4,245,145,47,0,199,75,3,0,79,92,7,0,106,9,0,0,8,16,0,0,15,7,0,0,7,15,0,8,24,358,70,13,443
SAL50809,5,28,0,33,4,10,0,11,8,8,0,19,4,7,0,13,6,0,0,5,0,0,0,6,3,0,8,11,36,47,9,94,7,25,0,26,6,0,0,5,14,9,0,20,0,0,0,6,3,0,0,3,0,0,0,0,0,0,8,8,28,27,8,67,14,48,0,58,9,11,0,19,25,12,0,32,5,7,0,14,12,0,0,9,0,0,0,6,3,0,16,19,65,79,15,160
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,12,0,12,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,0,24,3,25,0,12,0,12,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,13,6,18,0,26,0,26,0,3,0,3,0,10,0,10,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,7,0,42,6,45
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,9,0,7,5,12
SAL50813,0,6,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,14,0,12,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL50815,3,95,0,101,0,48,0,48,0,99,0,99,0,20,0,19,0,8,0,9,0,0,0,0,0,3,26,30,4,270,28,306,4,127,0,137,0,38,0,40,5,66,0,70,0,20,0,19,0,3,0,6,0,0,0,0,0,5,19,22,6,261,27,296,6,222,0,229,0,90,0,91,3,163,0,168,3,39,0,42,0,14,0,17,0,0,0,0,0,6,46,52,16,530,53,598
