LGA_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
LGA52450,19,9,16,22,21,20,8,0,0,122,0,0,7,6,0,4,0,0,0,14,3,4,12,7,4,4,0,0,0,41,0,3,0,0,4,5,0,0,0,7,5,6,6,3,0,7,3,0,0,26,0,3,4,0,4,0,3,0,0,19,0,0,7,4,0,5,0,0,0,12,3,0,0,0,0,0,0,0,0,4,0,0,3,8,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,5,0,0,0,16,0,0,9,6,3,7,4,0,0,20,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,7,0,4,0,0,0,0,0,0,18
LGA52520,0,8,28,33,28,44,27,8,0,181,0,0,3,3,5,3,0,0,0,16,5,3,13,23,9,8,0,0,0,62,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,9,0,0,0,19,0,0,4,5,3,4,0,0,0,11,0,0,0,0,0,5,0,0,0,11,0,0,6,0,0,0,0,0,0,6,0,0,6,4,0,8,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,6,0,0,0,20,0,0,3,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,5,0,0,0,22,6,0,7,4,0,4,5,0,0,23
LGA52590,4,16,44,48,31,49,37,15,3,249,0,3,18,28,43,38,9,0,0,141,0,0,6,5,10,10,0,0,0,38,0,0,0,7,6,5,0,0,0,17,4,4,27,24,34,26,14,0,0,135,0,0,0,0,7,3,0,0,0,13,8,8,10,0,9,13,0,0,0,53,0,3,10,10,3,8,3,0,0,38,0,0,3,3,5,12,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,11,0,0,4,3,3,4,4,0,0,20,3,0,4,0,4,3,0,0,0,13,0,5,6,15,12,22,6,0,0,69,0,0,3,0,0,10,3,0,0,16,0,0,6,0,8,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,3,6,5,9,3,0,0,0,29,4,3,10,8,5,12,6,0,0,44
LGA52660,10,10,21,23,29,31,19,11,3,157,5,22,95,119,89,71,9,0,0,410,22,44,133,142,116,79,11,0,0,555,6,8,28,23,29,31,6,4,0,126,26,65,151,152,132,101,25,3,0,651,3,5,25,20,33,21,0,0,0,104,42,41,57,32,27,32,6,0,0,236,79,22,21,17,11,5,0,0,0,154,0,3,39,44,52,70,20,0,0,231,0,3,0,5,5,0,3,0,0,16,0,4,3,7,10,7,0,0,0,28,0,0,9,4,12,7,0,0,0,38,0,4,27,30,25,21,9,0,0,120,9,8,9,15,12,7,6,0,0,56,0,9,16,33,35,42,10,0,0,140,0,0,11,23,16,18,7,0,0,83,4,7,28,28,31,20,3,0,0,120,6,0,0,6,0,5,3,0,0,18,8,14,31,29,21,15,8,0,0,137,8,16,38,32,38,26,15,0,0,176
LGA52730,7,3,5,14,34,35,35,14,4,158,0,3,11,24,17,19,4,0,0,73,9,0,7,22,18,12,11,0,0,85,0,0,0,5,0,0,0,0,0,7,12,18,40,55,33,49,10,3,0,217,0,0,4,6,4,9,0,0,0,20,32,4,9,10,21,7,12,0,0,92,24,0,10,14,10,13,8,0,0,81,4,0,3,11,10,25,3,0,0,57,0,0,0,4,5,0,3,0,0,13,0,0,0,6,8,4,3,0,0,17,0,0,0,0,0,7,0,0,0,11,0,0,7,14,21,17,10,0,0,65,0,5,11,14,11,10,4,0,0,55,0,0,6,11,22,25,6,0,0,73,0,3,11,22,23,24,10,0,0,89,0,0,7,6,17,19,5,3,0,70,0,0,0,8,4,9,0,0,0,13,0,0,5,3,7,13,0,0,0,35,3,0,4,5,14,9,8,0,0,47
LGA52800,4,17,23,14,16,25,11,3,0,117,0,14,46,41,50,31,8,0,0,196,0,0,3,3,3,7,4,0,0,26,0,0,5,9,0,6,0,0,0,24,0,11,36,22,29,39,11,0,0,151,0,0,3,0,3,4,0,0,0,10,11,0,16,8,14,9,7,0,0,65,0,0,17,5,6,11,9,0,0,60,0,7,12,13,13,13,15,0,0,71,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,4,3,0,8,0,0,0,16,0,0,9,13,14,14,3,0,0,52,3,4,4,7,8,7,4,0,0,42,0,5,41,43,39,46,11,0,0,179,0,18,41,25,33,25,17,0,0,159,0,5,37,32,26,37,17,0,0,154,3,5,12,6,3,9,3,0,0,44,0,7,22,8,19,10,0,0,0,69,0,3,15,11,0,9,6,0,0,53
LGA52870,9,14,20,39,41,52,42,22,0,239,0,12,38,50,70,35,11,0,0,217,4,7,11,29,17,22,9,0,0,97,0,0,0,10,12,4,0,0,0,37,14,14,33,45,26,44,14,0,0,201,3,0,3,0,4,8,3,0,0,25,21,11,10,10,14,11,3,0,0,77,7,4,5,10,11,3,8,0,0,49,0,0,7,12,28,19,12,0,0,76,0,5,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,5,0,0,16,0,0,3,11,10,5,8,0,0,43,0,5,7,11,7,11,4,0,0,51,0,0,5,12,16,30,8,0,0,72,0,3,3,8,10,9,8,0,0,36,3,0,6,3,8,16,6,0,0,40,0,0,3,0,6,5,0,0,0,14,6,3,7,10,13,9,9,0,0,44,6,8,8,12,13,18,3,8,0,77
LGA52940,0,13,16,16,25,14,9,3,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,4,0,0,0,0,4,0,0,0,0,5,6,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4
LGA53010,0,5,19,23,25,21,11,4,0,116,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3
LGA53080,0,0,0,0,5,0,3,0,0,5,0,11,28,25,39,19,0,0,0,134,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,0,0,8,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,16,0,0,6,0,5,4,7,0,0,23,0,0,0,5,4,5,8,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8
LGA53150,0,4,0,5,0,0,3,0,0,18,0,8,25,40,48,40,7,0,0,162,7,12,11,17,23,20,3,9,0,95,0,0,0,3,3,6,0,0,0,19,10,9,35,44,47,43,10,5,0,199,4,3,9,5,25,11,3,0,0,53,22,27,19,15,10,16,10,8,0,129,33,24,18,7,12,9,3,0,0,114,0,7,7,16,17,25,5,0,0,82,0,3,4,0,6,0,5,0,0,18,0,0,12,18,21,15,5,4,0,72,0,0,3,7,18,7,11,3,0,56,0,9,32,51,87,56,21,3,0,268,0,0,10,0,8,9,4,0,0,27,0,6,20,21,35,26,8,0,0,115,10,12,23,18,19,32,20,3,0,134,0,6,28,36,44,40,9,3,0,165,5,8,4,9,5,6,5,0,0,39,0,6,11,13,22,4,11,0,0,63,5,9,8,13,23,16,6,0,0,82
LGA53220,7,17,27,8,8,21,9,0,0,101,27,199,1350,1535,1273,828,97,5,0,5312,0,13,29,34,26,17,6,0,0,123,0,3,9,23,23,15,0,0,0,79,12,72,262,311,255,197,22,0,0,1131,0,3,77,49,38,14,0,0,0,183,16,17,22,6,14,5,10,0,0,88,17,22,69,39,47,29,14,0,0,239,0,8,26,36,51,33,6,0,0,169,0,0,3,0,6,0,0,0,0,12,0,0,0,0,0,4,0,0,0,8,0,4,11,14,16,5,0,0,0,55,3,14,75,52,50,46,0,0,0,236,3,13,53,45,55,27,12,0,0,200,0,3,31,11,28,25,3,0,0,114,3,9,6,10,14,11,8,0,0,72,0,0,9,10,16,10,4,0,0,52,0,3,8,3,3,0,0,0,0,28,0,13,58,35,31,15,0,0,0,157,0,8,28,17,21,11,0,0,0,94
LGA53290,26,46,129,151,186,142,60,24,0,769,0,8,36,30,36,29,5,0,0,145,11,17,30,21,20,17,6,0,0,129,4,5,13,25,26,10,0,0,0,85,36,46,100,94,72,85,25,0,0,450,10,6,34,40,49,52,3,0,0,192,41,26,42,37,25,22,6,0,0,200,59,22,23,13,14,14,10,0,0,150,3,18,70,91,111,103,28,3,0,430,0,0,4,0,0,4,0,0,0,9,0,0,6,3,6,5,6,0,0,25,0,0,0,4,5,5,0,0,0,21,5,3,15,15,13,13,9,0,0,65,0,0,5,3,8,11,4,0,0,47,0,3,22,39,48,44,12,0,0,166,0,0,15,28,27,28,3,0,0,110,0,5,21,22,23,25,3,0,0,98,0,0,0,0,3,3,0,0,0,10,16,21,41,30,46,25,0,0,0,190,9,18,32,26,32,38,10,3,0,179
LGA53360,6,4,19,8,17,15,11,4,0,87,0,5,34,31,15,19,0,0,0,104,3,7,17,16,19,15,0,0,0,75,0,0,7,3,3,5,0,0,0,28,10,20,67,58,46,40,14,0,0,257,0,0,10,3,6,5,4,0,0,31,23,10,14,10,22,13,4,0,0,91,13,19,30,29,12,18,4,0,0,114,3,11,22,21,22,37,10,0,0,121,0,0,4,6,0,5,0,0,0,10,0,0,3,0,3,7,0,0,0,18,0,0,0,5,10,3,3,0,0,24,0,6,33,40,42,34,8,0,0,160,6,3,7,17,12,9,8,0,0,56,0,3,26,36,27,22,7,0,0,122,0,0,7,15,12,16,0,0,0,44,0,0,11,7,4,18,6,0,0,43,0,0,3,3,5,5,0,0,0,25,10,3,3,5,12,8,5,0,0,50,0,11,25,18,17,19,4,0,0,99
LGA53430,0,5,15,19,19,24,10,0,0,88,0,20,129,180,135,94,25,3,0,585,16,36,102,118,117,99,32,4,0,529,0,0,22,37,24,28,6,0,0,113,19,61,222,221,179,170,41,4,0,927,5,17,33,33,45,38,12,6,0,184,65,75,70,72,50,52,19,4,0,420,112,125,127,74,41,30,6,3,0,516,16,25,58,89,86,102,35,0,0,406,0,11,13,31,22,17,12,0,0,102,0,8,21,47,39,22,11,0,0,148,0,3,21,17,23,9,19,6,0,109,3,44,200,273,235,180,79,12,0,1019,9,14,40,39,42,38,12,0,0,195,0,43,144,143,120,102,33,0,0,595,11,29,110,131,124,142,38,10,0,594,3,39,155,127,128,115,48,8,0,634,11,19,58,59,26,41,14,0,0,227,8,22,43,42,48,42,14,3,0,217,15,24,109,91,80,81,30,8,0,439
LGA53570,18,37,114,69,71,63,45,20,0,439,4,6,14,36,44,39,3,0,0,146,3,0,13,22,12,21,3,5,0,76,0,0,0,0,4,6,0,0,0,18,7,15,39,36,53,49,10,3,0,206,0,3,4,3,8,8,0,0,0,27,8,3,3,0,9,10,6,0,0,43,3,0,3,5,3,8,3,0,0,34,0,0,4,3,10,20,7,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,5,3,0,15,0,0,4,3,10,4,7,0,0,26,0,0,7,3,11,17,3,0,0,40,0,0,0,0,3,5,0,0,0,12,0,0,3,5,6,0,0,4,0,19,0,0,0,0,0,3,0,0,0,3,0,3,3,4,12,3,4,0,0,31,0,7,11,5,10,16,11,5,0,69
LGA53640,7,10,46,34,35,32,31,0,0,193,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,4,4,0,0,36,0,6,5,9,4,10,4,0,0,38,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,3,3,0,4,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,7,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,12,6,0,0,5,0,7,0,0,0,19
LGA53710,3,8,6,24,26,13,22,3,0,110,0,0,4,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,0,0,24,0,3,0,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3
LGA53780,7,18,46,36,44,37,19,5,4,213,12,112,415,688,497,265,45,4,0,2042,100,221,569,812,720,489,126,6,0,3040,7,27,73,133,126,80,19,0,0,465,150,433,992,1052,833,545,142,7,0,4145,36,100,278,343,323,179,48,0,0,1319,318,478,496,513,330,224,98,11,0,2469,562,330,359,265,172,115,24,3,0,1830,60,232,752,845,650,620,179,7,0,3339,13,23,62,99,51,36,0,0,0,288,0,21,90,133,109,49,12,0,0,425,12,20,67,79,55,57,25,3,0,323,12,143,384,618,403,216,51,6,0,1827,32,118,187,205,178,146,77,3,0,947,18,90,249,435,400,356,74,12,0,1625,41,79,172,234,251,177,72,9,0,1039,31,152,328,446,337,230,85,9,0,1618,42,53,76,91,56,40,17,4,0,390,75,167,314,333,288,208,74,10,0,1476,90,241,537,578,452,298,82,12,0,2281
LGA53800,24,45,88,110,131,119,65,25,0,604,8,45,167,227,213,138,21,0,0,820,32,34,58,64,65,62,16,3,0,346,3,12,25,25,32,40,10,0,0,150,96,154,311,264,223,241,65,3,0,1359,14,16,64,75,89,69,11,4,0,343,152,113,148,112,95,65,34,11,0,738,177,73,85,51,30,28,14,4,0,454,13,28,139,143,253,248,77,6,0,891,8,6,21,11,4,15,0,0,0,61,0,4,5,17,19,21,6,0,0,73,0,3,10,8,11,22,7,4,0,65,7,19,59,78,86,62,27,4,0,341,10,10,39,45,52,50,18,3,0,227,0,25,94,123,161,164,32,0,0,608,4,17,61,82,101,98,27,4,0,399,10,18,97,94,120,90,36,0,0,467,6,12,9,6,15,15,7,0,0,58,33,55,94,87,57,66,22,4,0,424,31,34,92,66,89,63,35,8,4,414
LGA53920,0,6,3,0,5,11,3,0,0,32,0,3,22,16,25,20,6,0,0,96,0,0,0,4,0,5,0,0,0,12,0,0,3,6,5,0,0,0,0,9,0,4,18,27,18,20,4,0,0,88,0,0,3,0,0,4,0,0,0,5,0,8,7,5,5,4,0,0,0,21,0,3,7,9,10,5,6,0,0,31,0,4,3,4,8,7,5,0,0,29,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,10,0,0,3,3,4,0,6,0,0,23,0,0,6,13,10,11,0,0,0,36,0,3,21,12,18,12,0,0,0,73,4,9,22,22,16,9,4,0,0,85,0,9,20,12,22,10,0,0,0,76,0,0,0,0,0,0,0,0,0,6,0,0,5,5,0,4,4,0,0,18,0,0,10,4,5,5,3,0,0,31
LGA53990,17,20,83,66,71,85,55,27,0,424,16,45,181,256,209,145,10,0,0,865,53,91,293,340,296,191,37,0,0,1300,3,8,45,62,65,39,9,0,0,227,67,110,240,254,262,198,59,9,0,1201,5,13,23,38,35,27,4,0,0,147,88,53,61,63,51,53,13,0,0,374,119,22,25,22,20,13,7,0,0,229,5,25,34,68,85,88,32,4,0,341,4,0,7,0,3,5,3,0,0,23,0,0,11,5,12,5,3,0,0,43,6,4,10,3,21,5,3,0,0,56,5,13,29,48,47,32,12,0,0,184,6,3,19,14,17,17,8,0,0,90,9,12,36,60,71,98,18,0,0,309,3,4,16,37,49,60,30,5,0,202,6,11,32,38,36,49,14,0,0,181,7,9,16,10,5,3,0,0,0,50,19,26,39,36,48,38,11,0,0,223,28,38,68,67,51,45,20,3,0,316
LGA54060,3,10,13,29,31,25,28,3,0,134,0,3,12,27,36,19,7,0,0,102,4,9,8,11,12,16,4,0,0,53,0,0,5,6,8,3,3,0,0,18,6,9,14,30,28,24,12,0,0,125,0,3,5,9,14,6,0,0,0,32,13,0,4,0,3,4,4,0,0,41,9,0,10,5,3,8,3,0,0,37,0,0,7,9,10,19,8,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,5,0,0,0,0,10,0,0,9,3,5,3,0,0,0,25,0,0,0,0,0,4,3,0,0,11,0,0,7,0,9,11,3,0,0,28,0,0,0,0,4,4,7,0,0,13,0,0,0,0,4,0,5,0,0,11,0,0,0,0,3,3,0,0,0,8,7,0,0,9,5,0,4,0,0,27,6,6,6,6,10,17,3,6,0,63
LGA54130,5,20,43,52,41,32,21,0,0,207,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,3,0,0,0,7,0,3,0,6,5,3,3,0,0,18,0,0,0,5,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,18,0,0,3,0,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,7,0,0,0,15,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,0,0,0,0,5,0,0,0,0,4
LGA54170,8,23,38,35,52,28,21,7,0,212,26,118,631,968,962,539,108,0,0,3353,97,150,327,422,573,569,169,10,0,2313,3,28,87,176,204,164,33,0,0,690,389,651,1538,1983,1741,1257,297,8,3,7874,34,91,198,278,369,302,87,7,0,1363,565,668,435,356,406,361,155,25,0,2971,786,380,253,182,170,123,56,9,0,1964,45,91,241,347,466,472,173,17,0,1851,34,48,58,125,121,95,30,0,0,523,10,59,152,316,351,257,87,9,0,1234,7,25,72,113,117,119,67,10,3,531,45,274,607,1026,1121,713,255,34,0,4077,46,133,154,208,258,261,90,15,0,1164,28,120,400,655,783,705,178,13,0,2884,73,159,315,422,508,535,203,16,0,2237,40,171,333,414,449,439,163,19,0,2041,152,133,104,105,114,85,40,6,0,741,93,164,246,291,289,302,116,13,0,1502,107,182,359,402,414,395,126,13,5,1992
LGA54200,15,12,25,24,32,44,34,9,3,192,14,62,301,403,351,247,50,6,0,1437,72,113,189,275,310,229,67,10,0,1254,3,9,34,62,59,45,12,0,0,225,90,205,496,502,443,335,96,11,0,2181,14,64,123,172,181,137,33,5,0,723,179,186,173,171,127,107,55,9,0,1004,235,122,85,59,40,28,17,0,0,584,23,91,216,317,366,394,111,10,0,1520,7,21,17,35,31,11,9,0,0,130,0,4,16,51,57,20,14,3,0,174,4,10,27,35,45,34,19,5,0,174,12,46,145,265,236,156,67,6,0,938,24,39,55,83,83,89,34,0,0,407,5,24,116,164,224,182,45,6,0,776,17,45,70,131,138,130,46,3,0,588,15,35,99,125,143,108,52,4,0,586,18,27,41,38,22,29,10,0,0,192,52,88,146,145,125,124,43,9,0,730,45,82,161,185,162,137,48,8,3,837
