LGA_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
LGA50840,0,9,14,15,28,29,37,12,3,158,0,19,54,85,66,71,13,0,0,310,5,3,10,8,23,12,5,0,0,74,0,0,3,17,12,13,0,0,0,44,8,15,30,20,35,43,12,0,0,156,0,0,3,6,3,8,8,0,0,24,5,5,12,8,10,7,4,0,0,59,6,0,4,3,5,4,5,0,0,41,0,0,3,3,9,15,6,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,6,12,12,10,6,0,0,41,5,0,6,5,4,3,5,4,0,30,0,0,4,10,23,12,0,0,0,55,0,0,0,9,10,11,5,0,0,33,3,0,0,10,16,12,7,0,0,50,0,0,0,0,0,0,5,0,0,9,0,0,5,4,9,7,4,0,0,31,0,4,12,3,3,11,3,3,0,40
LGA50910,0,7,11,21,24,26,16,3,0,114,0,0,0,3,5,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,6,0,0,4,0,0,0,3,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,9,5,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,5
LGA50980,13,35,62,32,32,53,52,14,0,296,3,10,70,75,61,35,20,0,0,282,7,6,16,31,38,30,11,3,0,151,0,0,16,26,32,21,5,0,0,104,15,42,131,147,149,109,47,4,0,655,4,6,16,18,16,23,9,0,0,92,57,30,55,44,57,73,29,4,0,352,42,34,115,74,51,54,25,0,0,398,3,18,95,106,94,82,34,3,0,443,0,3,4,17,9,4,5,0,0,45,0,4,10,14,13,16,3,6,0,74,0,3,8,13,15,13,15,9,0,80,10,4,33,44,36,50,17,7,0,199,12,6,25,31,43,35,17,0,0,175,0,12,72,121,116,88,20,4,0,436,3,9,58,74,66,62,18,0,0,290,0,19,88,106,74,80,36,6,0,403,6,10,13,17,23,12,17,4,0,95,7,19,45,51,35,26,9,0,0,194,11,20,52,72,53,36,18,3,0,261
LGA51080,5,7,30,36,36,37,20,4,0,177,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,6,3,0,0,23,0,5,5,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,7,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9
LGA51120,0,3,20,19,20,16,9,6,0,101,0,0,0,3,0,5,0,0,0,6,0,0,4,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,4,10,12,6,3,0,0,0,39,0,0,0,0,0,5,4,0,0,11,0,5,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,5,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,6
LGA51190,7,10,27,16,16,22,12,6,0,127,7,46,129,146,174,115,22,0,0,645,28,86,202,232,207,159,36,4,0,958,3,14,38,38,44,61,8,0,0,203,51,140,279,312,273,261,71,7,0,1388,9,14,28,36,51,39,14,0,0,193,88,69,133,83,84,70,23,0,0,559,148,41,89,47,30,29,7,0,0,397,8,30,63,76,98,125,52,6,0,461,6,11,18,10,11,7,5,0,0,67,3,5,12,16,25,12,7,0,0,82,0,4,14,14,21,22,8,4,0,85,4,7,66,61,52,49,32,4,0,277,4,20,28,38,41,35,21,0,0,188,9,17,60,52,82,68,25,3,0,308,8,16,53,48,71,69,23,0,0,287,6,31,111,102,100,104,39,3,0,498,3,3,13,4,10,8,8,0,0,56,14,37,51,61,53,56,20,5,0,283,24,25,86,73,65,49,29,5,0,355
LGA51260,22,32,66,92,86,127,70,23,5,519,10,28,138,270,258,130,21,0,0,856,43,50,124,181,147,129,44,5,0,723,0,0,18,31,43,37,7,0,0,140,100,157,342,411,399,294,82,6,0,1782,7,3,26,31,46,37,17,0,0,164,144,76,124,117,121,126,51,3,0,764,250,89,158,161,108,96,46,9,0,908,14,15,33,45,98,94,65,6,0,365,6,0,5,12,14,9,4,0,0,50,0,3,16,29,46,27,9,0,0,128,0,5,7,25,40,34,18,5,0,130,5,6,56,60,113,92,47,12,0,387,9,24,46,65,86,85,22,7,0,337,11,4,50,79,118,92,31,0,0,384,9,4,33,72,80,73,25,4,0,310,8,10,82,92,113,125,34,0,0,465,22,3,22,21,16,15,8,0,0,110,27,31,49,64,68,43,30,0,0,322,32,30,54,76,80,67,29,8,5,370
LGA51310,0,0,7,4,5,13,3,7,0,44,0,12,98,241,261,121,24,0,0,763,9,19,45,48,56,49,27,3,0,258,0,4,12,23,17,15,4,0,0,77,23,42,113,136,153,133,45,4,0,655,11,12,20,54,50,49,6,0,0,192,102,81,66,58,63,34,36,3,0,438,137,60,68,40,38,17,11,0,0,378,8,18,27,40,46,28,18,5,0,204,8,17,18,28,16,18,0,0,0,103,0,18,62,83,112,78,18,5,0,388,0,13,28,31,54,33,19,6,4,178,12,84,193,319,380,266,85,18,3,1348,14,14,22,27,31,25,14,0,0,147,6,10,58,68,96,75,20,3,0,340,31,47,72,71,102,95,35,6,0,461,13,41,145,175,232,186,60,8,0,868,44,24,36,24,37,21,4,0,0,183,3,21,21,25,24,32,16,0,0,148,18,30,46,76,81,58,27,6,4,348
LGA51330,3,16,31,29,12,25,11,4,0,129,6,86,337,476,371,215,38,4,0,1529,57,117,351,398,391,308,82,9,0,1710,6,20,65,105,87,68,11,0,0,365,76,247,625,628,498,349,113,10,0,2543,24,78,206,221,192,143,48,4,0,914,250,458,531,305,234,186,60,4,0,2030,407,459,517,293,141,131,38,4,0,1987,32,238,690,442,403,356,99,14,0,2279,6,34,52,71,56,19,8,0,0,243,6,17,105,165,94,72,29,6,0,492,9,35,49,58,67,40,24,4,0,281,23,179,566,678,500,258,108,12,0,2326,17,121,228,204,151,98,42,5,0,860,14,130,304,341,314,257,71,7,0,1438,58,114,255,263,275,219,91,6,0,1286,19,167,389,418,374,211,65,7,0,1655,41,82,110,72,49,52,25,0,0,436,33,121,239,154,165,122,56,11,0,909,65,190,462,338,324,184,72,10,0,1649
LGA51400,16,10,36,35,36,46,33,8,0,216,5,23,81,134,141,97,14,0,0,496,27,52,88,108,144,87,15,0,0,520,4,9,16,29,40,30,3,0,0,127,36,84,166,170,178,117,33,0,0,784,4,11,14,33,17,16,4,0,0,101,52,25,53,51,33,38,14,3,0,272,116,17,11,14,14,13,6,0,0,186,3,18,33,51,76,75,18,0,0,275,6,5,9,7,3,0,0,0,0,18,0,3,3,3,11,8,3,0,0,28,0,0,7,6,3,3,0,0,0,19,3,11,19,27,43,17,10,0,0,130,4,7,12,18,24,28,5,3,0,98,0,15,26,54,70,47,9,0,0,226,0,3,22,28,44,48,16,0,0,167,10,14,36,65,60,44,14,0,0,249,9,0,7,7,11,4,0,0,0,48,10,21,36,36,47,32,6,0,0,195,15,20,29,43,47,38,3,5,0,216
LGA51470,0,3,9,10,8,16,4,0,0,48,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,3,4,5,0,0,13,0,0,5,0,0,6,0,0,0,9,0,0,6,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8
LGA51540,3,13,44,52,67,71,53,11,0,307,5,3,27,27,42,35,9,0,0,151,0,4,4,13,3,13,11,0,0,49,0,0,14,6,10,8,3,0,0,43,13,15,34,36,37,48,15,0,0,196,0,4,0,4,4,6,4,0,0,27,10,12,8,16,18,18,4,5,0,90,0,13,18,20,14,19,6,0,0,96,0,5,23,13,23,37,9,0,0,108,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,15,0,0,3,4,0,3,0,0,0,9,0,4,0,12,9,7,3,0,0,43,0,0,21,11,13,16,3,0,0,64,4,0,33,35,22,34,11,0,0,138,0,4,7,13,13,10,5,0,0,58,0,4,18,11,20,20,3,0,0,77,0,0,4,0,4,4,3,0,0,15,5,6,13,9,11,10,3,0,0,48,6,6,19,5,19,17,10,0,0,81
LGA51610,5,0,9,21,20,23,14,10,0,102,0,3,6,0,14,5,3,0,0,39,0,0,6,3,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,5,3,4,10,16,7,14,0,0,0,47,0,0,0,0,3,3,0,0,0,15,7,0,3,0,4,0,0,0,0,17,6,4,0,0,0,0,0,0,0,9,0,0,4,3,10,6,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,15,0,0,0,0,5,4,3,0,0,9,0,0,5,5,3,7,4,0,0,19,0,0,4,5,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7,3,4,0,0,8,6,0,0,0,15,0,0,3,0,3,0,0,0,0,9
LGA51680,7,9,14,22,23,32,23,9,4,139,3,7,29,47,67,35,8,0,0,200,6,11,11,22,29,27,9,0,0,120,0,0,0,5,4,8,0,0,0,23,16,24,40,57,68,68,20,0,0,289,0,0,10,9,18,14,3,0,0,50,17,11,4,7,9,10,3,0,0,71,5,0,3,0,0,4,0,0,0,18,0,7,6,14,26,41,4,0,0,92,0,0,4,0,0,0,0,0,0,5,0,0,7,4,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,12,0,5,8,11,15,16,6,0,0,54,5,3,3,4,10,8,8,0,0,36,0,7,0,13,32,33,3,0,0,92,0,4,0,6,10,15,0,0,0,37,0,0,0,6,8,7,0,0,0,23,0,4,0,0,0,6,0,0,0,15,5,14,10,14,7,12,3,0,0,68,7,4,14,15,18,18,3,0,0,88
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,12,14,23,19,9,0,0,78,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,4,6,0,0,21,0,6,14,5,13,16,0,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,0,0,0,3,0,5,3,0,0,12,0,0,13,6,5,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,13,0,0,4,0,5,5,3,0,0,28,3,8,39,37,30,26,14,0,0,160,0,0,5,0,0,0,5,0,0,8,0,0,6,5,0,4,9,0,0,16,4,4,0,0,0,4,0,0,0,16,0,0,7,4,5,0,5,0,0,17,0,3,6,3,8,6,7,0,0,36
LGA51750,6,0,5,4,3,4,9,5,0,34,0,3,45,55,72,40,9,4,0,234,7,13,12,16,22,11,12,0,0,89,0,0,3,5,14,5,0,0,0,31,6,16,45,37,41,38,10,0,0,190,0,5,7,7,17,11,4,0,0,50,37,39,28,14,19,17,14,4,0,176,46,34,20,16,12,10,5,0,0,144,3,12,8,13,23,13,0,0,0,74,0,0,11,8,4,8,4,0,0,32,0,9,23,25,29,27,9,4,0,132,3,6,11,11,21,8,12,0,0,81,9,31,99,102,103,84,48,20,4,497,11,5,9,12,11,14,5,3,0,65,0,3,20,26,24,17,12,4,0,104,16,26,35,37,33,26,8,6,0,191,4,19,54,47,57,54,34,12,0,276,9,9,17,6,12,4,3,0,0,70,0,7,13,9,10,9,8,0,0,48,9,17,11,19,31,16,9,5,0,112
LGA51820,6,15,37,60,54,38,26,10,0,243,22,104,629,704,580,297,53,0,0,2392,108,258,629,761,786,526,107,7,0,3176,15,19,108,128,109,82,18,0,0,484,150,395,1193,1279,913,659,149,6,0,4744,35,83,239,306,276,212,49,3,0,1205,335,447,440,352,307,251,76,14,0,2222,497,295,322,240,134,98,32,0,0,1630,52,120,416,475,536,474,136,5,0,2219,8,19,69,65,51,32,11,0,0,256,3,20,141,172,127,58,26,0,0,548,9,27,71,85,80,52,34,4,0,357,16,156,592,788,457,251,73,10,0,2349,26,74,185,162,181,159,41,10,0,840,22,99,478,477,405,329,79,10,0,1905,37,92,314,335,293,258,91,3,0,1417,17,133,418,407,327,230,98,8,0,1639,81,73,97,117,60,35,15,6,0,476,64,148,269,229,230,208,49,0,0,1201,81,187,451,507,407,220,92,13,0,1955
LGA51860,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,7,0,4,3,4,4,3,0,0,0,32,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,11,0,0,6,3,4,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,5,9,3,4,0,0,0,25,0,0,0,0,6,4,0,0,0,8,0,0,0,7,5,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,16
LGA51890,0,0,3,3,5,15,9,5,5,38,8,39,89,88,133,106,13,0,0,475,7,14,40,49,53,24,5,0,0,193,9,14,26,50,41,43,5,0,0,187,22,17,52,51,46,51,7,0,0,247,0,3,0,5,5,0,0,0,0,18,14,19,14,9,9,10,0,0,0,81,37,11,16,9,4,0,7,0,0,83,0,4,3,9,11,20,8,0,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,4,7,14,6,6,3,0,0,36,0,4,8,9,12,12,4,0,0,43,0,3,11,16,19,26,9,0,0,84,0,0,5,4,6,8,4,0,0,34,0,4,10,9,5,9,3,0,0,38,0,0,0,0,3,8,0,0,0,13,10,15,16,20,23,10,0,0,0,87,7,12,14,19,10,17,6,5,0,83
LGA51960,0,0,0,0,3,0,0,0,0,3,14,43,211,180,189,133,13,0,0,789,4,3,6,5,16,8,4,0,0,40,0,0,4,0,0,3,0,0,0,6,0,8,17,12,11,16,7,0,0,69,0,0,0,0,0,3,0,0,0,7,5,0,0,3,0,0,0,0,0,21,3,0,0,5,4,4,0,0,0,13,0,0,9,8,4,15,11,0,0,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,4,3,0,3,0,0,0,17,0,0,5,0,3,0,0,0,0,13,0,6,11,4,12,16,6,0,0,48,0,0,0,0,5,7,7,0,0,19,0,0,5,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,9,4,6,5,0,0,0,25,4,6,5,3,12,14,4,0,0,34
LGA52030,0,4,17,20,17,26,12,7,0,105,0,5,5,3,8,3,8,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,8,0,0,0,19,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,3,3,0,0,0,7
LGA52100,0,9,20,22,24,27,16,0,0,126,6,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,3,0,6,4,0,0,0,14,3,3,9,3,5,5,0,0,0,30,4,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,8,9,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,4,0,0,17,0,0,0,0,5,3,4,0,0,14
LGA52170,0,6,6,10,3,8,9,8,0,49,0,9,32,32,64,40,14,0,0,193,5,4,13,14,10,18,10,4,0,73,0,0,3,3,3,8,7,0,0,21,11,17,21,29,35,25,13,3,0,148,0,5,5,4,15,10,4,3,0,44,19,29,11,9,18,12,3,0,0,115,34,37,10,12,11,4,0,0,0,117,0,4,6,4,17,13,4,0,0,60,0,3,7,5,0,5,0,0,0,28,4,6,31,32,45,31,18,0,0,155,0,4,5,24,18,18,14,4,0,97,6,12,55,66,83,74,47,10,0,343,0,4,3,6,7,8,5,0,0,31,0,4,20,14,23,20,4,0,0,82,7,14,16,8,14,19,7,3,0,100,4,11,42,40,50,63,26,4,0,242,12,6,8,4,10,3,6,0,0,41,4,5,4,7,4,0,0,0,0,24,4,5,31,18,32,20,10,0,0,121
LGA52240,0,11,25,34,42,43,30,3,0,186,0,0,0,0,0,0,0,0,0,3,0,5,3,7,7,8,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3,0,0,12
LGA52310,0,3,15,7,23,17,11,5,0,82,0,3,0,0,6,0,0,0,0,8,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,16,0,0,0,0,0,3,0,0,0,4,3,3,0,3,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,3,3,6,8,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,4,0,4,0,9
LGA52380,0,0,0,0,0,0,0,0,0,3,3,14,59,30,54,29,4,0,0,193,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,0,0,10,0,0,0,3,3,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,4,3,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,6,3,0,0,0,0,0,16
