LGA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
LGA50840,..,0,49,129,161,205,272,124,21,965,..,15,43,42,51,55,29,8,0,241,..,0,0,7,10,9,7,0,0,39,422,..,..,..,..,..,..,..,..,422,..,53,..,..,..,..,..,..,..,53,..,70,26,9,11,4,0,0,0,125,..,6,3,0,4,10,0,4,0,28,..,5,5,0,4,3,0,0,0,12,..,5,9,5,4,10,4,0,0,43,..,5,10,14,32,63,81,36,9,248,5,7,11,7,14,6,4,4,0,57,0,0,0,0,0,0,0,0,0,0,421,167,162,209,286,362,400,188,35,2232,..,0,78,154,180,233,252,89,10,1000,..,28,47,46,62,52,26,5,0,256,..,0,17,30,26,21,5,10,0,118,377,..,..,..,..,..,..,..,..,377,..,89,..,..,..,..,..,..,..,89,..,51,10,9,4,4,0,0,0,76,..,6,0,0,0,4,9,8,0,36
LGA50910,..,0,10,20,31,37,35,24,7,155,..,4,8,8,10,10,3,0,0,41,..,0,0,0,4,0,0,7,0,6,66,..,..,..,..,..,..,..,..,66,..,4,..,..,..,..,..,..,..,4,..,11,0,3,4,4,0,0,0,27,..,0,0,0,0,9,0,0,0,10,..,0,0,0,4,0,0,0,0,7,..,4,0,0,0,0,0,0,0,8,..,0,8,6,9,8,18,3,7,59,3,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,72,22,28,44,57,66,58,34,11,389,..,0,16,26,36,31,36,12,6,163,..,3,10,14,6,10,0,0,0,41,..,0,0,0,3,0,0,0,0,15,62,..,..,..,..,..,..,..,..,62,..,7,..,..,..,..,..,..,..,7,..,10,0,0,7,0,0,0,0,15,..,3,0,0,0,0,0,0,3,9
LGA50980,..,17,188,458,401,294,207,51,10,1619,..,59,355,285,204,134,45,7,0,1094,..,5,5,38,46,27,16,4,0,144,1744,..,..,..,..,..,..,..,..,1744,..,180,..,..,..,..,..,..,..,180,..,274,106,44,14,3,0,0,0,443,..,77,45,25,38,23,9,9,0,231,..,27,47,13,10,8,0,0,0,112,..,28,96,41,29,35,26,0,0,258,..,22,84,93,119,150,102,35,6,618,65,60,77,62,48,81,118,52,6,566,0,0,7,0,0,0,0,0,0,9,1805,749,1012,1061,921,761,527,162,25,7022,..,16,278,532,404,309,123,29,6,1692,..,87,431,311,184,121,21,9,0,1167,..,44,127,209,138,73,37,17,6,649,1638,..,..,..,..,..,..,..,..,1638,..,217,..,..,..,..,..,..,..,217,..,173,39,18,19,6,0,0,0,254,..,83,38,20,17,25,25,10,6,225
LGA51080,..,0,13,29,32,47,26,13,5,171,..,3,17,6,5,8,3,0,0,58,..,0,0,5,5,5,0,0,0,11,93,..,..,..,..,..,..,..,..,93,..,4,..,..,..,..,..,..,..,4,..,11,8,4,5,3,0,0,0,29,..,3,0,0,0,5,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,3,5,3,8,18,13,6,0,65,0,4,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,98,44,46,59,58,85,53,24,6,471,..,3,17,41,35,48,21,14,4,176,..,7,20,10,5,9,6,0,0,55,..,0,6,8,0,6,0,6,0,30,97,..,..,..,..,..,..,..,..,97,..,11,..,..,..,..,..,..,..,11,..,5,5,0,0,0,0,0,0,13,..,0,0,0,0,3,6,0,0,10
LGA51120,..,0,20,32,30,35,44,14,5,168,..,0,5,4,5,0,0,0,0,23,..,0,0,0,5,0,0,0,0,4,81,..,..,..,..,..,..,..,..,81,..,5,..,..,..,..,..,..,..,5,..,17,6,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,4,0,0,0,15,..,4,6,5,13,8,18,4,0,52,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,81,42,42,46,44,49,59,21,11,399,..,0,22,38,31,31,32,15,0,173,..,3,8,5,4,5,6,0,0,29,..,0,0,0,7,3,0,0,0,19,82,..,..,..,..,..,..,..,..,82,..,7,..,..,..,..,..,..,..,7,..,8,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
LGA51190,..,23,363,777,866,991,990,604,151,4767,..,191,466,236,209,180,107,25,3,1415,..,5,24,98,105,61,31,19,17,353,2602,..,..,..,..,..,..,..,..,2602,..,464,..,..,..,..,..,..,..,464,..,518,223,96,74,47,7,0,0,967,..,87,64,38,27,27,17,7,10,277,..,48,62,40,24,14,9,0,0,196,..,116,178,76,71,70,51,17,5,580,..,88,276,268,329,424,346,191,86,2007,51,57,63,40,27,27,22,8,6,316,3,7,4,0,0,4,0,0,0,16,2655,1603,1730,1669,1730,1830,1578,874,278,13956,..,35,553,907,985,1057,939,420,83,4984,..,278,506,257,228,166,69,23,0,1523,..,64,256,386,381,138,71,70,43,1406,2433,..,..,..,..,..,..,..,..,2433,..,534,..,..,..,..,..,..,..,534,..,363,112,43,33,36,13,0,0,598,..,62,41,18,24,51,59,31,15,310
LGA51260,..,6,438,1172,1379,1383,1578,884,194,7041,..,111,438,385,302,228,165,52,9,1675,..,0,14,63,122,54,21,13,10,296,3641,..,..,..,..,..,..,..,..,3641,..,708,..,..,..,..,..,..,..,708,..,656,254,79,58,21,0,0,0,1077,..,71,37,14,16,26,28,12,5,215,..,52,67,27,20,14,5,3,0,191,..,84,120,53,62,72,33,23,3,446,..,48,128,186,241,277,358,193,86,1505,55,56,54,48,44,38,43,29,4,376,0,0,3,0,0,5,0,4,0,16,3691,1794,1562,2023,2244,2116,2237,1203,311,17172,..,21,640,1547,1532,1503,1496,666,106,7505,..,170,545,405,349,229,126,32,0,1866,..,25,143,357,403,147,57,47,24,1199,3483,..,..,..,..,..,..,..,..,3483,..,694,..,..,..,..,..,..,..,694,..,399,99,31,32,25,8,0,0,598,..,50,28,11,19,47,67,37,30,289
LGA51310,..,13,267,1142,1567,1221,860,494,174,5729,..,35,290,221,174,172,47,21,6,980,..,0,4,32,50,41,20,3,11,161,2836,..,..,..,..,..,..,..,..,2836,..,1159,..,..,..,..,..,..,..,1159,..,350,244,44,34,17,4,0,0,690,..,41,32,10,7,11,16,3,4,130,..,12,29,10,7,3,0,0,0,59,..,58,210,28,18,17,18,6,4,360,..,40,163,141,117,149,153,106,78,947,32,31,35,19,17,13,16,8,3,172,0,0,7,0,5,7,5,4,0,25,2868,1741,1267,1649,1998,1648,1141,653,284,13246,..,16,421,1413,1602,1155,768,387,101,5865,..,63,328,210,178,130,44,9,3,974,..,0,24,104,217,124,41,27,41,577,2649,..,..,..,..,..,..,..,..,2649,..,1016,..,..,..,..,..,..,..,1016,..,251,156,24,26,40,0,0,0,502,..,60,32,10,12,25,42,33,28,236
LGA51330,..,73,2100,4268,3879,3146,2687,1397,329,17886,..,273,937,476,335,235,135,48,5,2438,..,9,42,121,207,159,62,37,19,653,8702,..,..,..,..,..,..,..,..,8702,..,2973,..,..,..,..,..,..,..,2973,..,1399,1185,334,178,90,12,0,0,3191,..,414,384,111,74,87,79,51,15,1215,..,308,521,166,74,39,20,0,0,1139,..,1110,1368,318,177,151,78,21,3,3232,..,190,531,496,462,549,518,280,132,3168,81,123,126,89,56,47,38,21,7,588,7,5,22,21,22,28,26,8,3,142,8793,6879,7224,6396,5468,4528,3659,1866,514,45324,..,178,2941,4819,3848,3168,2396,964,148,18462,..,396,997,512,325,247,102,27,4,2606,..,55,261,670,754,470,212,148,88,2656,8094,..,..,..,..,..,..,..,..,8094,..,2975,..,..,..,..,..,..,..,2975,..,989,766,178,97,79,12,4,0,2121,..,396,269,82,86,218,274,178,89,1594
LGA51400,..,11,250,635,792,711,527,226,36,3178,..,92,204,152,138,111,44,6,0,762,..,0,5,46,56,17,18,9,0,146,1948,..,..,..,..,..,..,..,..,1948,..,425,..,..,..,..,..,..,..,425,..,382,122,46,27,12,0,0,0,590,..,34,24,15,16,23,15,10,0,136,..,29,27,7,11,9,6,3,0,83,..,22,39,18,17,18,21,3,0,133,..,38,58,70,86,97,92,45,8,503,28,39,23,20,17,13,13,8,0,161,0,0,4,0,0,0,0,0,0,3,1977,1063,760,1006,1162,1008,737,310,51,8071,..,21,406,763,893,669,474,152,13,3400,..,123,242,185,171,103,25,5,0,846,..,22,111,192,159,62,39,21,11,617,1885,..,..,..,..,..,..,..,..,1885,..,456,..,..,..,..,..,..,..,456,..,291,76,27,11,11,3,0,0,421,..,27,9,3,7,35,27,22,9,136
LGA51470,..,0,3,18,19,24,19,7,0,88,..,6,7,6,3,0,6,0,0,27,..,0,0,0,0,0,4,0,0,4,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,0,0,0,5,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,6,0,9,5,11,18,5,0,59,0,5,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,26,15,21,37,26,38,48,22,3,225,..,0,9,22,12,24,22,3,0,92,..,5,10,3,0,0,0,0,0,28,..,0,0,5,4,0,0,0,0,11,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
LGA51540,..,0,58,100,132,141,116,48,11,612,..,16,68,46,54,44,23,4,0,263,..,5,6,4,19,15,4,0,0,58,398,..,..,..,..,..,..,..,..,398,..,43,..,..,..,..,..,..,..,43,..,77,22,20,20,3,0,0,0,144,..,24,7,0,8,11,12,7,5,74,..,3,10,6,8,9,7,0,0,40,..,16,20,13,11,17,4,4,0,84,..,11,39,37,53,71,92,35,7,345,12,12,8,9,12,16,24,11,0,88,0,4,3,0,0,0,0,0,0,7,410,204,243,231,314,320,279,114,27,2142,..,4,87,128,124,156,84,35,3,615,..,35,77,48,60,39,19,5,0,275,..,6,28,36,47,15,16,9,7,161,352,..,..,..,..,..,..,..,..,352,..,36,..,..,..,..,..,..,..,36,..,58,12,9,8,5,0,0,0,90,..,20,7,4,8,10,8,10,3,59
LGA51610,..,0,16,51,67,68,58,24,4,291,..,9,15,6,20,16,8,3,0,69,..,0,0,8,7,0,0,0,0,12,142,..,..,..,..,..,..,..,..,142,..,27,..,..,..,..,..,..,..,27,..,24,11,0,3,0,0,0,0,41,..,5,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,..,0,3,0,10,15,9,7,5,48,0,5,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,142,68,45,72,106,106,81,36,5,666,..,0,24,61,75,84,52,11,0,309,..,7,25,11,21,10,10,0,0,75,..,0,6,10,7,3,0,0,0,22,126,..,..,..,..,..,..,..,..,126,..,28,..,..,..,..,..,..,..,28,..,13,4,5,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,9
LGA51680,..,0,63,176,262,318,202,110,19,1148,..,6,45,43,50,38,20,4,0,215,..,4,3,11,17,8,0,0,0,43,510,..,..,..,..,..,..,..,..,510,..,117,..,..,..,..,..,..,..,117,..,134,65,25,12,0,0,0,0,241,..,7,5,0,3,0,9,7,0,39,..,5,7,4,3,6,0,0,0,29,..,3,0,5,0,9,8,0,0,26,..,6,11,18,35,39,45,13,0,175,11,12,6,8,6,3,4,4,0,52,0,0,0,0,0,0,0,0,0,5,519,295,204,298,388,433,286,143,26,2588,..,3,108,228,310,315,208,73,7,1246,..,14,60,53,55,37,14,3,0,231,..,0,22,30,32,19,12,4,0,122,508,..,..,..,..,..,..,..,..,508,..,123,..,..,..,..,..,..,..,123,..,95,34,4,6,0,0,0,0,143,..,3,4,0,4,13,14,13,14,58
LGA51710,..,0,30,41,49,40,43,3,3,206,..,0,15,4,13,9,3,0,0,46,..,0,0,0,3,6,0,0,0,11,127,..,..,..,..,..,..,..,..,127,..,16,..,..,..,..,..,..,..,16,..,17,10,5,6,0,0,0,0,32,..,0,0,3,0,7,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,4,..,5,13,4,11,19,26,5,0,86,4,0,0,0,3,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,131,36,71,61,76,80,84,10,4,552,..,0,26,64,52,39,25,3,0,211,..,4,14,6,12,4,0,0,0,43,..,0,3,3,7,3,0,0,0,20,109,..,..,..,..,..,..,..,..,109,..,21,..,..,..,..,..,..,..,21,..,8,5,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,6
LGA51750,..,0,93,318,447,372,343,307,88,1958,..,22,129,62,48,42,37,16,9,362,..,0,0,3,27,15,6,3,0,66,806,..,..,..,..,..,..,..,..,806,..,388,..,..,..,..,..,..,..,388,..,109,85,18,13,8,4,0,0,236,..,24,13,0,0,5,5,0,6,57,..,8,15,0,0,0,0,0,0,26,..,73,93,14,3,8,7,4,0,197,..,28,86,54,61,69,77,61,46,485,4,18,21,10,15,6,4,4,0,90,0,0,3,0,5,3,6,0,0,15,815,673,525,486,631,535,486,398,139,4688,..,5,122,399,468,384,336,240,54,1997,..,33,140,52,51,46,31,3,3,360,..,0,9,49,140,77,31,13,13,334,762,..,..,..,..,..,..,..,..,762,..,369,..,..,..,..,..,..,..,369,..,80,67,17,6,8,0,0,0,180,..,30,13,5,3,6,11,14,10,86
LGA51820,..,48,2192,5048,4587,3803,2909,1462,337,20389,..,417,2158,1198,752,469,244,57,8,5304,..,9,75,242,328,206,102,44,24,1032,11332,..,..,..,..,..,..,..,..,11332,..,2664,..,..,..,..,..,..,..,2664,..,2302,1303,416,289,107,19,0,0,4443,..,336,290,128,96,108,81,43,18,1101,..,162,203,105,71,45,28,6,0,624,..,380,644,259,187,150,100,29,0,1754,..,197,859,837,783,770,620,349,166,4590,118,165,168,132,104,74,75,22,9,865,3,6,10,4,10,15,17,3,0,65,11456,6683,7914,8372,7211,5750,4199,2021,558,54164,..,104,3327,5620,4738,3756,2623,1011,141,21311,..,699,2437,1206,776,444,165,32,0,5758,..,85,535,1082,1130,633,263,179,86,3996,10685,..,..,..,..,..,..,..,..,10685,..,2888,..,..,..,..,..,..,..,2888,..,1622,816,187,104,70,17,0,0,2822,..,271,184,61,89,214,238,159,104,1323
LGA51860,..,3,14,31,14,35,23,12,0,128,..,0,0,0,3,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,66,..,..,..,..,..,..,..,..,66,..,3,..,..,..,..,..,..,..,3,..,10,0,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,6,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,4,0,11,0,3,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,66,18,23,34,23,44,22,16,6,247,..,3,23,23,16,35,19,4,0,129,..,0,4,3,5,5,0,0,0,14,..,0,0,0,0,0,0,0,0,6,47,..,..,..,..,..,..,..,..,47,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,3,0,0,0,17,..,0,0,0,0,0,0,3,3,12
LGA51890,..,3,76,198,227,319,330,176,23,1345,..,31,121,82,71,54,36,6,0,410,..,0,6,20,20,7,7,3,5,78,745,..,..,..,..,..,..,..,..,745,..,145,..,..,..,..,..,..,..,145,..,184,70,28,18,16,4,0,0,324,..,20,22,3,6,11,14,3,0,82,..,9,14,12,3,3,0,0,0,46,..,14,15,12,17,18,11,4,0,94,..,21,36,60,77,134,151,52,24,550,23,23,17,18,9,10,5,7,4,110,0,0,0,0,0,0,0,0,0,0,772,450,375,424,454,579,568,252,54,3930,..,9,132,211,287,327,314,112,3,1401,..,66,136,90,83,48,27,0,0,453,..,7,74,90,76,33,15,12,11,313,660,..,..,..,..,..,..,..,..,660,..,123,..,..,..,..,..,..,..,123,..,100,35,10,9,7,0,0,0,157,..,19,9,0,10,11,10,9,4,73
LGA51960,..,0,43,56,87,104,70,20,0,383,..,16,64,35,30,24,6,3,0,180,..,0,0,10,16,3,0,0,0,39,269,..,..,..,..,..,..,..,..,269,..,38,..,..,..,..,..,..,..,38,..,49,14,3,3,3,0,0,0,71,..,14,12,0,0,10,0,5,0,38,..,6,0,0,3,0,0,0,0,12,..,6,5,8,6,6,4,0,0,36,..,11,26,17,42,73,47,18,6,244,9,7,4,6,3,0,9,0,0,41,0,0,0,0,0,0,0,0,0,0,279,143,171,136,200,226,136,46,10,1346,..,10,47,87,94,105,52,12,0,399,..,38,56,36,39,15,7,0,0,191,..,10,17,28,20,9,6,4,3,98,258,..,..,..,..,..,..,..,..,258,..,37,..,..,..,..,..,..,..,37,..,35,9,3,5,0,0,0,0,48,..,14,5,5,4,3,3,0,0,33
LGA52030,..,0,11,16,16,45,59,38,6,190,..,3,9,9,10,9,12,0,0,56,..,0,0,0,0,0,0,0,0,0,62,..,..,..,..,..,..,..,..,62,..,3,..,..,..,..,..,..,..,3,..,9,3,0,5,0,0,0,0,15,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,4,0,0,0,5,..,0,3,4,12,31,27,11,3,98,4,5,0,0,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,64,28,34,40,43,104,92,46,9,465,..,0,19,19,22,36,62,29,3,188,..,3,13,10,4,11,4,0,0,59,..,0,5,5,5,0,0,0,0,18,51,..,..,..,..,..,..,..,..,51,..,9,..,..,..,..,..,..,..,9,..,6,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4
LGA52100,..,0,18,36,31,37,45,21,9,198,..,11,14,8,5,4,3,0,0,43,..,0,0,0,0,0,0,0,0,0,69,..,..,..,..,..,..,..,..,69,..,3,..,..,..,..,..,..,..,3,..,18,4,0,0,3,0,0,0,24,..,0,0,0,4,0,0,0,0,7,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,11,10,4,9,11,22,4,3,68,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,69,44,44,56,53,58,71,25,9,434,..,4,23,36,32,39,44,17,6,198,..,7,15,7,4,3,0,0,0,41,..,0,0,5,6,0,0,0,4,17,92,..,..,..,..,..,..,..,..,92,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
LGA52170,..,0,49,200,344,359,293,176,45,1468,..,9,85,71,54,48,37,16,3,321,..,0,3,12,24,9,7,0,0,57,629,..,..,..,..,..,..,..,..,629,..,309,..,..,..,..,..,..,..,309,..,92,49,13,12,7,0,0,0,171,..,21,10,0,4,0,0,0,0,46,..,4,10,0,0,0,0,0,0,17,..,23,77,11,4,7,5,3,0,133,..,15,56,37,46,71,67,50,12,357,14,17,12,15,8,0,3,5,0,76,0,3,3,0,3,0,0,0,0,15,648,494,368,361,494,504,416,256,64,3600,..,0,87,259,386,334,281,141,18,1507,..,20,114,58,56,36,27,9,0,320,..,0,4,28,75,33,15,9,5,159,556,..,..,..,..,..,..,..,..,556,..,296,..,..,..,..,..,..,..,296,..,69,40,4,3,3,4,0,0,126,..,19,3,0,0,12,0,6,4,49
LGA52240,..,5,8,34,37,42,43,20,4,191,..,3,19,3,6,7,6,0,0,50,..,0,0,0,0,0,0,0,0,3,97,..,..,..,..,..,..,..,..,97,..,6,..,..,..,..,..,..,..,6,..,7,0,0,5,6,0,0,0,17,..,3,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,4,0,0,5,..,4,6,5,16,28,10,12,4,87,0,5,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,97,30,36,50,69,87,69,38,4,481,..,0,13,42,33,50,35,16,4,189,..,6,8,15,9,4,6,0,0,53,..,0,5,3,0,4,0,3,0,23,82,..,..,..,..,..,..,..,..,82,..,11,..,..,..,..,..,..,..,11,..,10,4,0,4,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0
LGA52310,..,0,11,17,28,50,46,18,6,168,..,3,8,3,13,3,0,0,0,38,..,0,3,0,6,0,0,0,0,10,61,..,..,..,..,..,..,..,..,61,..,0,..,..,..,..,..,..,..,0,..,12,7,3,7,0,0,0,0,28,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,5,0,0,0,0,0,0,8,..,6,8,9,13,12,24,12,4,74,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,61,27,38,36,58,70,76,33,10,405,..,0,15,19,34,53,38,16,4,179,..,11,5,4,12,7,0,0,0,39,..,0,0,3,3,0,5,5,0,20,59,..,..,..,..,..,..,..,..,59,..,8,..,..,..,..,..,..,..,8,..,7,4,0,0,0,0,0,0,17,..,0,0,0,0,4,0,0,0,3
LGA52380,..,0,0,0,0,0,5,4,0,17,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,..,0,3,0,0,3,14,0,0,27,0,4,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,10,0,4,9,30,6,0,62,..,0,0,0,0,4,10,3,0,11,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,6,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
