LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
LGA54620,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,12,0,6,0,0,0,0,5,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,20,0,8,14,9,24,10,39,19,7,3,3,9,3,0,11,153
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12,5,10,0,0,6,0,0,0,0,3,51
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,3,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,6,17,9,3,3,14,4,0,0,0,4,0,0,3,67
LGA54830,0,0,0,9,53,56,837,1117,179,140,73,123,29,22,15,2655,0,0,0,3,23,5,10,10,0,0,0,0,0,0,0,53,0,0,0,12,24,25,90,39,4,5,0,0,0,0,3,205,0,0,0,20,51,64,345,115,30,7,22,28,14,5,20,719,0,0,4,0,4,7,47,45,0,3,3,5,4,0,10,136,0,0,0,0,3,0,13,12,5,0,3,0,0,0,0,40,0,0,0,0,14,16,62,38,4,0,5,15,4,0,15,176,37,131,1015,531,412,255,526,326,13,15,25,15,5,0,104,3406,0,0,9,9,15,9,36,29,0,3,0,0,5,0,6,115,0,0,0,7,17,19,21,16,0,7,0,11,3,0,9,104,3,23,123,104,204,194,810,358,62,54,56,41,21,8,99,2158,73,257,1308,878,1175,1119,4835,3569,481,417,380,434,180,62,472,15636
LGA54900,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,4,0,12,10,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,16,4,7,18,4,17,6,34,38,9,3,0,3,4,0,11,172
LGA54970,0,0,0,0,0,0,10,3,0,5,5,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,27,0,0,0,0,0,0,0,0,43,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,3,27,17,15,25,31,17,0,0,0,4,5,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,12,49,6,0,0,5,5,6,0,0,113,0,3,39,40,71,94,207,82,17,17,16,24,8,4,15,629
LGA55040,0,0,0,0,0,4,13,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,18,6,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,0,0,0,17,0,8,14,14,10,18,36,18,0,5,0,11,0,0,7,134,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,30,15,3,3,4,3,0,0,5,80,5,14,23,25,60,74,187,97,21,19,18,33,8,7,21,617
LGA55110,0,0,3,7,71,74,316,350,72,42,71,54,12,3,26,1122,4,0,4,0,23,9,13,6,0,5,0,0,0,0,3,80,5,5,17,27,23,15,24,20,0,0,4,3,0,0,4,142,0,8,23,52,71,145,687,323,53,16,56,20,14,5,19,1482,9,5,6,5,0,4,19,40,3,0,5,0,0,0,0,102,0,0,0,0,0,3,10,13,0,0,0,0,0,0,0,31,0,0,0,8,24,33,90,77,24,15,31,20,9,3,8,347,182,545,2576,1807,1254,716,2452,1354,102,84,68,81,39,20,269,11558,0,8,23,31,34,28,63,36,6,7,9,4,0,0,10,260,0,0,0,3,12,8,25,37,12,9,6,16,3,0,11,138,39,64,211,193,202,147,601,347,44,47,50,62,19,4,44,2072,375,1041,3287,2716,2507,1775,5784,3896,460,346,421,469,178,97,566,23921
LGA55180,0,0,0,0,9,3,28,19,0,3,0,0,4,0,4,69,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,3,5,5,9,9,5,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,5,0,0,10,5,5,0,0,24,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,16,41,191,116,67,23,49,17,4,0,6,15,4,0,27,571,0,0,3,3,4,7,7,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,19,17,24,14,18,20,0,11,11,27,11,9,30,225,37,128,282,210,168,81,177,140,10,28,37,77,30,10,80,1499
LGA55250,0,0,0,0,0,0,5,3,0,0,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,14,6,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,14,13,17,9,19,10,0,0,3,9,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,27,12,0,0,3,8,0,0,7,83,5,7,25,24,53,43,120,57,11,4,22,46,6,7,7,436
LGA55320,0,0,4,27,82,35,130,167,26,24,23,30,20,10,24,597,8,3,0,21,85,24,14,9,5,0,0,4,3,0,3,190,6,22,42,138,328,276,423,187,34,47,29,55,32,8,13,1626,0,8,28,136,238,279,614,193,31,27,36,37,39,10,15,1686,0,5,5,18,132,127,129,61,3,3,6,17,12,0,6,529,0,0,0,0,40,39,41,64,9,11,12,10,7,0,6,245,0,4,0,14,40,33,117,68,12,22,15,15,18,0,10,352,145,371,1535,1255,1440,804,1543,780,82,79,86,71,49,27,136,8383,0,8,27,55,68,71,111,75,16,11,13,21,17,18,20,529,0,0,0,69,85,35,46,29,3,29,13,12,3,3,12,342,67,79,368,428,629,547,958,591,89,110,103,138,107,8,73,4294,413,1176,2932,3226,6090,4648,7825,4453,742,751,746,888,594,137,609,35229
LGA55390,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,5,14,8,0,0,0,6,0,0,0,65,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,7,4,0,0,6,0,0,0,4,39,0,0,9,18,40,28,66,54,7,11,11,14,5,0,10,267
LGA55460,0,0,0,0,0,0,6,8,8,0,6,5,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,46,17,8,4,14,6,0,0,0,0,0,0,6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,8,0,0,19,11,7,0,0,0,0,0,0,59,5,22,65,40,27,39,70,49,21,6,5,11,3,0,22,381
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,5,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,6,8,0,9,8,0,0,0,0,0,0,0,40
LGA55600,0,0,0,0,4,5,11,5,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,14,0,0,0,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,27,11,4,11,13,4,0,0,0,0,0,0,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,15,3,15,41,21,28,29,65,23,9,5,0,11,3,3,8,258
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,9,9,4,10,4,4,0,0,0,3,0,0,3,56
LGA55740,0,0,0,0,6,3,14,12,0,3,3,4,0,0,0,49,0,0,3,6,18,0,4,6,0,0,0,0,0,0,0,37,0,4,9,7,6,15,22,4,0,5,0,0,6,4,0,87,0,0,7,16,21,13,61,24,6,4,0,6,7,0,3,170,0,0,0,3,6,5,16,5,0,0,0,5,0,0,0,35,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,4,5,0,4,0,0,3,32,11,34,122,96,72,109,215,120,8,7,10,18,10,3,18,868,0,0,3,12,15,14,17,10,0,6,10,6,10,0,3,99,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,13,3,20,20,37,41,58,107,80,24,29,41,87,15,0,9,578,43,98,214,237,299,357,661,388,65,83,94,190,84,27,63,2887
LGA55810,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,7,4,4,6,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,31,0,7,18,17,25,23,49,29,6,5,4,11,8,0,9,208
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,17,9,7,3,6,6,0,0,0,0,0,0,0,42
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,15,0,0,6,10,9,0,0,0,0,0,0,8,55
LGA56090,0,0,0,7,23,18,74,49,3,7,8,10,4,0,6,209,4,0,3,6,33,5,4,7,0,3,0,3,0,0,4,59,4,0,7,11,9,10,11,3,0,3,3,0,0,0,0,73,0,5,10,22,40,57,160,62,6,7,10,11,0,8,25,407,0,3,0,5,9,5,8,0,0,0,3,0,0,0,3,35,0,0,0,0,0,0,5,3,0,0,0,4,0,0,5,16,0,0,0,4,9,9,41,20,0,0,7,3,4,0,0,102,75,170,1102,763,586,375,668,243,19,6,10,12,12,8,163,4200,0,7,22,25,31,25,37,15,5,0,0,3,3,5,10,182,0,0,0,6,14,0,4,12,4,0,7,0,0,0,46,79,31,30,133,132,132,115,195,89,17,6,3,11,4,3,93,993,203,496,1593,1295,1336,877,1641,740,92,59,69,65,48,25,560,9098
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,9,0,4,0,0,0,0,3,0,0,0,30
LGA56230,0,0,0,3,6,0,27,28,11,4,6,10,0,0,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,7,5,18,83,27,0,5,4,4,0,0,0,150,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,0,0,0,0,0,0,0,38,35,90,503,302,204,93,220,96,7,5,0,4,0,0,75,1646,0,0,18,9,6,9,8,3,0,0,0,0,0,0,3,57,0,0,0,3,0,0,7,3,0,4,0,6,0,0,0,23,0,15,28,31,30,17,44,13,0,0,0,0,0,0,0,183,68,188,637,497,403,254,545,262,23,26,22,28,4,6,126,3093
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,43,24,22,15,15,0,0,0,0,0,0,0,8,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,6,0,0,9,0,4,0,0,4,39,5,20,56,41,58,40,45,16,4,9,0,5,0,0,16,318
LGA56370,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,4,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,9,5,3,4,16,14,5,0,5,0,0,0,4,75
LGA56460,0,0,0,0,0,3,20,36,6,5,20,15,5,9,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,34,8,3,3,0,5,8,6,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,68,31,23,13,23,5,0,0,4,0,0,0,8,198,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,5,3,0,10,13,8,3,21,16,5,5,3,6,4,22,3,111,21,38,92,68,65,47,147,107,29,12,30,39,21,23,32,788
LGA56580,0,0,0,0,15,4,12,7,0,0,0,6,0,0,3,45,0,0,0,0,33,6,5,0,0,0,3,0,0,0,0,52,3,3,12,59,65,51,55,23,8,9,5,8,11,0,5,308,0,5,13,30,77,73,165,59,3,13,7,6,3,0,4,452,4,0,3,24,32,18,22,23,0,0,0,0,0,0,0,123,0,0,0,8,45,8,8,4,0,0,0,0,0,0,3,75,0,0,0,3,3,4,8,8,0,0,7,0,3,0,0,42,34,95,272,240,228,217,373,186,23,25,12,32,31,13,28,1807,0,0,9,30,19,29,63,44,4,22,13,16,15,7,11,283,0,0,0,21,30,10,7,8,8,11,0,9,0,0,0,96,9,14,80,87,130,109,203,103,17,29,23,35,22,0,15,897,107,220,583,876,1184,922,1526,796,147,188,123,196,190,62,127,7251
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,0,4,0,8,8,8,17,4,0,0,0,0,0,0,57
LGA56730,0,0,0,3,10,12,55,56,11,4,9,8,11,4,7,182,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,21,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,10,12,18,13,3,0,0,0,0,0,3,67,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,3,3,0,0,0,17,18,35,218,134,67,46,58,41,0,0,0,0,0,0,35,648,0,0,0,3,5,4,0,5,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,3,0,0,3,0,0,0,26,42,11,6,25,16,22,18,30,16,0,0,0,6,3,0,97,244,73,91,290,247,196,150,270,229,29,15,22,30,19,8,373,2047
LGA56790,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,9,30,106,60,42,11,33,4,0,5,0,0,0,0,11,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,10,7,4,7,3,0,0,0,4,0,0,3,62,15,48,145,120,79,51,82,33,4,10,3,11,9,0,29,642
