LGA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
LGA57080,244,844,741,3018,47,4897,13,39,25,397,9,489,4142,31,78,36,17,4308,97,15,11,63,0,186,230,51,51,92,6,433,3194,781,601,3077,61,7713,519,9,47,0,0,576,257,17,15,35,0,318,419,69,39,326,4,864,100,33,14,70,0,219,49,7,3,9,0,68,1457,25,21,13,4,1521,933,190,124,1151,13,2416,687,120,66,406,5,1295,414,0,8,3,0,421,48,4,6,14,0,64,33,11,7,12,0,61,15,10,0,13,0,42,159,10,5,6,3,182,133,38,23,10,0,203,212,8,14,56,3,292,178,11,11,11,0,205,13,0,0,0,0,13,809,190,137,956,15,2108,94,0,4,12,3,117,255,16,14,7,0,285,310,6,13,9,0,333,112,5,9,0,0,126,393,5,9,5,0,414,134,31,10,48,0,218,5569,241,240,238,37,6331,181,8,9,40,4545,4770,18025,1603,1318,6667,4735,32341
LGA57140,6,41,21,312,5,383,0,0,0,99,0,105,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,0,19,103,32,31,313,3,474,10,0,3,0,0,14,7,0,0,0,0,5,14,0,0,11,0,26,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,8,15,5,5,51,3,85,10,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,8,10,7,0,0,0,15,8,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,59,0,88,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,26,7,3,8,0,48,4,0,0,3,45,52,196,64,47,630,59,998
LGA57210,28,218,199,1528,24,1998,0,14,4,132,3,156,17,0,0,9,0,28,4,0,0,6,0,15,52,15,8,36,5,118,643,226,198,1310,50,2427,56,0,5,0,0,62,12,0,0,5,0,17,65,12,14,95,0,191,6,3,0,8,0,13,5,0,0,0,0,3,10,0,0,3,0,14,103,35,25,252,5,437,26,11,4,56,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,16,6,0,0,0,21,16,12,0,9,0,43,12,0,3,10,0,25,0,0,0,0,0,4,0,0,0,0,0,0,142,39,44,302,13,541,3,0,0,0,0,4,29,0,0,0,0,32,3,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,24,6,3,14,0,42,227,18,28,39,0,321,16,4,4,24,538,581,1232,376,310,2683,615,5217
LGA57280,130,550,513,3722,33,4950,10,101,62,2403,55,2625,188,10,18,41,7,257,41,18,10,22,0,80,111,40,22,88,0,271,1336,501,395,2861,54,5152,465,9,51,13,0,540,60,0,4,21,0,91,140,41,35,337,0,564,27,11,4,23,0,59,12,3,0,0,0,23,245,5,5,12,0,276,355,86,79,841,11,1372,99,45,24,247,4,412,24,0,4,0,0,28,4,0,0,4,0,8,12,3,0,0,0,21,4,8,4,6,0,24,385,55,39,30,5,510,180,50,24,16,6,267,33,6,11,15,0,71,9,0,3,5,0,27,46,3,3,4,6,54,357,98,92,681,4,1233,11,5,0,3,0,17,109,15,12,0,0,140,56,0,3,15,0,77,15,0,3,0,0,24,32,0,7,0,0,41,37,4,12,22,0,73,1214,142,200,599,19,2170,64,8,6,87,3667,3838,4514,1046,927,8415,3824,18727
LGA57350,3,26,20,234,4,287,0,3,0,74,0,73,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,5,0,14,65,35,12,207,6,320,6,0,0,0,0,7,0,0,0,3,0,5,3,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,4,0,4,38,0,54,3,4,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,79,0,105,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,5,9,0,25,0,0,0,6,244,250,122,50,34,486,247,935
LGA57420,14,91,74,726,6,918,0,0,5,59,3,71,13,0,0,0,0,14,0,5,0,7,0,10,12,7,5,7,0,37,270,112,71,579,20,1051,31,0,0,0,0,36,7,0,0,0,0,10,36,11,4,54,0,110,0,0,0,0,0,0,5,0,0,0,0,5,12,0,0,0,0,14,78,24,12,148,7,267,18,17,0,52,0,82,3,0,0,0,0,3,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,0,3,31,0,3,8,0,37,18,9,5,6,5,36,5,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,72,30,12,135,6,253,0,0,0,0,0,0,47,4,0,0,0,48,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,8,132,16,11,10,3,172,6,0,0,20,283,313,647,184,120,1298,320,2574
LGA57490,1597,7100,5939,30247,326,45207,35,272,167,2890,36,3401,918,59,83,140,4,1202,378,104,75,322,11,882,1434,434,317,864,21,3058,26985,6465,5509,23686,441,63082,1507,35,223,44,7,1815,390,58,47,134,3,638,1477,380,321,1877,28,4081,145,49,41,163,5,399,132,29,12,46,0,222,1181,97,43,87,0,1404,4682,871,748,5258,80,11635,1113,569,267,2054,31,4033,118,0,6,0,0,131,59,20,23,14,3,112,67,16,6,33,0,122,114,49,18,107,3,291,2956,366,249,81,23,3675,1233,430,287,132,6,2089,429,89,71,219,5,803,173,19,34,39,0,270,323,31,13,7,7,375,6132,1322,1030,5136,80,13693,424,40,6,42,0,508,1644,181,116,33,6,1989,385,63,29,138,3,618,70,7,6,8,0,97,249,8,25,10,0,295,1013,166,104,285,9,1579,8062,1068,1068,1245,98,11540,576,98,89,499,5580,6841,51243,11689,9623,51922,6537,131013
LGA57630,0,4,8,36,0,51,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,5,43,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,26,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,16,0,0,0,0,137,132,42,7,6,83,137,279
LGA57700,439,1822,1549,8108,77,11987,9,72,49,676,7,814,236,7,23,30,5,300,44,21,5,82,0,156,640,206,171,423,0,1436,4715,1547,1432,5916,97,13700,342,9,25,8,5,389,92,23,10,31,0,156,254,84,87,414,8,846,33,11,4,28,0,78,22,4,3,9,0,41,738,28,8,24,0,799,782,181,154,1126,14,2255,317,141,87,634,3,1179,15,0,4,0,0,23,12,5,3,10,0,24,5,0,0,6,0,18,20,11,4,22,0,54,354,66,46,14,3,488,264,122,59,37,4,486,63,22,23,63,0,167,13,9,3,14,0,37,28,9,0,0,3,43,939,275,251,1092,18,2570,32,0,0,9,0,43,371,55,50,13,3,492,61,9,8,15,0,89,26,5,0,8,0,47,42,0,0,0,4,49,140,30,26,46,5,250,2606,297,242,315,9,3479,120,19,15,118,1242,1522,10977,2903,2461,13335,1444,31120
LGA57770,24,107,91,751,18,990,0,3,0,102,0,108,22,0,0,0,0,21,8,0,0,6,0,13,25,6,3,14,0,46,350,97,86,607,20,1147,9,0,0,0,0,9,18,0,0,4,0,25,32,9,5,47,4,96,9,0,0,9,0,13,0,0,0,0,0,5,6,0,0,0,3,8,60,28,15,123,4,232,55,19,7,46,0,122,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,0,0,0,0,11,15,0,0,3,0,19,19,3,0,0,0,19,9,6,0,5,0,22,6,0,0,0,0,5,0,0,0,0,0,0,81,27,14,116,0,239,0,0,0,0,0,0,21,0,0,0,0,22,11,0,0,3,0,13,0,0,0,0,0,3,9,0,0,0,0,11,11,0,0,7,0,21,134,21,18,23,7,196,8,0,6,8,478,501,752,192,140,1347,520,2951
LGA57840,415,1899,1628,7935,77,11948,9,37,23,511,24,605,3810,97,180,100,20,4210,152,51,45,194,9,447,401,135,89,257,3,877,4889,1724,1382,7212,101,15310,321,8,57,8,0,408,258,30,29,72,0,386,449,104,95,627,9,1282,181,38,23,128,5,374,78,12,6,17,0,116,1237,62,52,36,8,1387,1242,345,269,2358,21,4236,887,305,158,1034,12,2396,243,0,12,11,0,263,51,17,0,9,0,76,41,4,10,25,0,86,35,18,11,23,0,87,110,16,22,6,0,152,185,86,45,24,0,346,292,47,49,100,3,492,112,6,26,17,0,166,12,0,0,0,0,13,1288,392,306,1918,12,3915,75,11,6,3,0,91,369,40,42,17,0,471,171,12,15,33,0,228,137,18,7,10,0,178,274,8,16,7,4,305,203,40,30,107,0,377,4947,417,467,510,48,6383,178,10,11,88,1687,1972,18756,3381,2885,15648,1974,42641
LGA57910,3346,9234,7340,34467,411,54794,77,220,87,2100,36,2516,11004,260,468,333,51,12119,1583,382,188,1075,14,3243,1852,545,304,867,16,3589,23845,8025,5923,30051,511,68343,2125,29,212,51,6,2421,1169,129,105,254,12,1659,2600,515,452,2448,41,6053,1732,426,213,1181,17,3565,456,77,41,91,0,670,7403,264,189,192,24,8075,7313,1786,1216,9807,123,20248,9833,2572,1155,7091,97,20744,592,4,46,20,0,669,206,40,18,51,0,307,2678,354,244,763,27,4059,202,67,54,158,3,479,988,164,96,32,9,1284,1076,440,257,118,9,1899,1806,256,227,507,14,2813,699,42,101,110,5,966,106,37,8,3,0,149,5833,1715,1275,7933,89,16838,1208,101,64,99,11,1484,2292,215,214,58,8,2790,981,72,64,191,3,1312,520,47,38,47,5,654,4372,96,163,75,20,4728,890,208,106,501,0,1709,34024,2194,2414,2233,259,41129,1676,111,55,478,7982,10310,111584,17705,13285,69346,9465,221377
LGA57980,183,842,669,3000,29,4723,0,10,18,110,0,133,1031,40,54,55,6,1186,69,29,19,86,0,202,169,51,49,85,0,349,2319,826,589,2959,38,6731,115,0,10,3,0,132,193,29,25,49,0,294,257,61,41,266,5,626,76,33,20,62,0,192,48,5,7,8,0,73,341,21,13,12,5,398,686,189,146,1174,14,2204,297,117,50,317,5,786,96,3,0,0,0,103,7,3,7,0,0,16,15,11,9,13,0,48,9,7,0,9,0,34,20,3,0,0,0,29,61,29,4,5,0,103,146,14,27,63,4,250,76,12,6,7,0,108,0,0,0,0,0,3,672,184,147,914,6,1929,53,0,0,4,0,62,126,12,24,8,0,164,80,3,13,24,0,114,31,8,4,10,0,45,82,0,5,5,0,87,94,20,11,51,0,179,1796,202,241,205,10,2458,49,0,0,23,819,880,7229,1568,1241,6176,912,17127
LGA58050,2750,6552,5473,28674,374,43817,56,326,212,4407,61,5059,3637,73,183,138,18,4053,796,193,118,627,16,1750,1220,366,219,718,13,2531,18332,5814,4645,22647,471,51904,4523,57,283,43,23,4922,561,64,70,143,5,843,1401,360,313,1748,25,3848,286,139,70,323,5,825,232,37,33,80,0,377,6431,210,126,163,22,6947,3776,982,660,5202,73,10693,2597,1036,570,3466,49,7717,176,4,18,3,6,203,96,36,7,33,0,178,412,95,54,162,8,726,200,76,35,122,3,432,2098,254,177,94,18,2637,1099,412,260,144,17,1930,820,159,125,410,12,1529,214,17,27,38,0,305,198,40,10,3,0,255,4181,1101,911,4992,73,11258,533,54,23,51,4,661,1344,129,120,45,6,1648,591,43,34,145,6,822,336,43,12,27,5,411,2858,51,89,61,7,3069,597,128,100,270,3,1093,21724,1466,1295,1607,199,26285,1207,88,87,464,5947,7782,69529,11723,9265,52433,7130,150086
LGA58190,4,7,19,95,5,133,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,39,13,20,102,0,171,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,26,0,38,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,16,0,30,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,48,50,55,14,32,215,62,374
LGA58260,0,15,26,190,0,226,0,0,3,36,4,39,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,51,20,20,141,0,232,5,0,0,0,0,5,0,0,0,0,0,0,5,0,4,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,25,0,42,7,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,24,0,35,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,12,7,0,4,0,27,5,0,0,3,106,109,100,26,39,329,112,608
LGA58330,15,245,187,1162,23,1629,0,10,9,100,0,117,14,0,0,10,0,24,3,0,3,15,0,24,54,12,6,20,0,87,656,192,162,957,27,1997,7,0,0,0,0,7,17,0,0,3,0,29,67,18,9,66,3,169,5,3,0,0,0,11,11,0,0,0,0,16,13,0,3,0,0,18,116,27,31,263,5,443,38,9,6,31,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,6,0,16,29,0,7,0,4,36,29,25,4,0,0,52,13,3,5,8,0,34,4,0,0,5,0,5,5,0,0,0,0,5,149,41,46,232,3,474,0,0,0,0,0,7,20,11,5,0,0,35,15,0,3,0,0,21,0,0,4,0,0,4,4,0,0,0,0,4,35,5,5,18,0,64,135,32,13,56,5,227,10,0,6,27,434,477,1141,369,289,2100,492,4399
LGA58400,0,14,7,79,0,104,0,0,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,41,9,10,73,10,140,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,6,20,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,4,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,10,0,0,0,0,28,33,56,19,14,148,41,279
LGA58470,0,3,5,79,0,84,0,0,0,88,0,87,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,30,6,4,50,3,88,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,0,17,0,0,0,0,24,27,60,12,5,205,31,310
LGA58510,362,1580,1353,6100,123,9519,6,53,29,513,17,614,2466,57,118,66,17,2727,104,28,18,122,0,279,316,106,49,190,0,659,4006,1477,1184,5298,115,12083,472,8,69,5,0,562,189,25,21,51,0,289,438,96,91,499,5,1124,94,39,16,74,0,222,46,12,9,15,0,81,1326,39,48,41,8,1464,1228,314,230,1663,23,3459,883,241,121,815,19,2072,297,8,15,4,0,323,21,12,0,8,0,49,17,4,12,11,0,45,37,13,10,29,0,88,163,20,23,19,3,237,203,73,48,19,0,347,217,35,31,92,0,373,92,9,3,18,0,127,16,0,0,0,0,16,1071,351,278,1443,17,3168,62,5,11,11,0,79,197,35,18,9,0,259,150,3,20,35,0,205,113,10,13,11,0,149,321,6,33,5,0,365,158,38,26,93,0,316,5378,346,417,388,54,6583,173,12,15,81,2584,2862,16902,2855,2406,11794,2949,36911
LGA58540,0,31,29,206,5,272,0,3,0,30,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,61,25,25,191,4,312,15,0,0,0,0,15,0,0,0,0,0,3,10,0,0,25,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,67,0,91,0,0,3,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,13,0,4,0,0,19,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,7,7,44,0,85,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,6,3,3,9,0,27,0,0,0,0,94,101,143,50,49,422,104,765
LGA58570,350,1771,1373,5805,78,9376,11,26,8,259,0,305,1917,82,128,87,10,2216,175,68,47,216,0,507,303,123,77,217,5,722,4015,1595,1173,5300,68,12152,217,15,43,12,0,288,248,46,19,77,0,392,473,119,103,542,11,1241,330,118,56,274,0,782,60,17,22,30,0,128,631,54,37,34,8,764,1505,380,305,2011,12,4211,1716,481,207,1233,19,3654,208,13,18,8,0,248,30,9,3,12,0,61,257,26,27,73,0,380,36,26,7,19,0,92,120,28,13,19,0,175,202,80,45,15,0,347,268,73,44,104,0,489,93,8,13,15,0,139,18,9,3,5,0,33,1183,382,283,1608,14,3470,169,12,17,13,0,215,249,46,30,11,3,333,175,11,24,32,0,243,65,15,15,9,3,107,690,24,28,29,4,778,163,57,37,109,0,365,3485,447,444,445,31,4851,144,6,9,51,1572,1776,15450,3488,2589,12134,1787,35453
LGA58610,8,59,70,533,12,688,0,0,0,43,0,43,6,0,0,0,0,8,0,0,0,0,0,0,21,4,8,5,0,39,168,62,68,459,9,762,33,0,4,0,0,34,5,0,0,0,0,5,20,0,3,29,0,54,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,12,8,91,0,136,3,0,4,24,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,26,5,0,0,0,39,7,11,8,0,0,31,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,36,15,14,83,0,152,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,4,0,7,35,4,10,5,3,60,0,0,0,0,150,155,333,103,119,933,175,1657
LGA58680,8,18,26,146,0,190,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,9,0,11,42,8,19,130,0,205,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,4,22,0,32,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,3,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,28,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,4,0,16,0,0,0,0,91,94,87,23,39,266,94,514
LGA58760,3688,9179,7827,32961,345,53996,72,304,184,3173,60,3790,4385,114,218,232,22,4959,730,196,99,514,16,1552,2107,423,281,747,24,3577,41764,7876,6778,24299,576,81297,3194,57,247,91,11,3608,920,76,56,195,9,1252,2505,467,378,1872,39,5268,526,193,103,433,6,1262,353,39,30,60,4,483,6470,173,113,162,15,6929,9219,1269,999,5769,113,17370,3447,1323,678,4003,49,9503,268,8,30,3,0,303,165,48,26,43,0,280,1660,313,152,407,15,2549,230,76,39,133,0,476,2818,393,219,114,23,3560,1715,628,376,169,15,2902,1168,155,111,339,10,1775,362,35,66,62,6,529,309,43,22,10,0,385,9296,1378,1214,5372,107,17374,753,56,23,67,6,901,4464,240,211,48,12,4976,710,83,54,175,8,1033,227,40,24,37,0,327,4731,83,142,94,16,5068,1690,193,158,263,10,2319,25312,1854,1668,1728,208,30767,1814,122,97,556,6066,8653,109990,15761,12814,57381,7460,203401
LGA58820,46,167,142,1146,32,1533,3,5,8,135,0,145,11,0,0,0,0,19,8,3,0,3,0,12,26,14,8,20,0,64,466,157,168,959,30,1775,51,0,5,3,0,57,8,0,4,9,0,24,48,11,10,89,0,169,0,0,0,0,0,0,4,3,0,0,0,9,7,0,0,4,0,7,87,29,17,210,0,345,183,44,26,198,0,453,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,12,4,4,3,44,22,16,4,4,0,54,14,0,0,19,0,33,0,0,0,0,0,9,4,0,0,0,0,4,124,30,25,225,8,415,0,0,0,0,0,0,27,0,0,0,0,26,3,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,6,10,5,3,13,0,26,103,12,11,18,0,140,11,0,3,22,281,316,1038,312,265,2131,349,4096
