LGA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
LGA50840,16,51,140,173,201,193,63,13,3,852,21,10,19,18,46,65,46,8,0,244,0,0,5,10,16,19,8,0,0,68,3,0,11,0,9,5,3,0,0,32,42,69,177,208,273,282,121,18,3,1192,5,0,5,9,11,10,0,0,0,39,12,0,0,0,0,3,0,0,0,22,11,0,7,9,12,15,3,0,0,58,51,69,183,213,280,301,124,18,3,1254,43,10,18,21,28,99,289,163,38,713,5,7,23,26,29,36,33,14,3,176,100,88,215,263,342,431,447,202,46,2137,11,20,47,84,118,99,22,5,0,400,45,21,79,109,137,157,48,7,0,612,0,3,12,3,12,15,11,0,0,55,5,0,3,0,3,3,3,0,0,25,65,45,136,200,265,275,80,15,0,1086,3,0,3,0,0,4,0,0,0,13,4,0,0,5,5,4,0,0,0,17,9,4,3,7,4,5,0,0,0,32
LGA50910,4,7,23,28,42,40,10,0,0,157,0,3,6,0,4,3,10,6,0,35,0,0,0,0,0,4,0,0,0,12,0,0,0,3,0,0,0,4,0,6,5,13,24,32,48,46,27,8,0,206,0,3,0,5,0,4,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,3,0,5,0,8,0,0,0,16,5,15,30,34,49,54,27,8,0,221,7,0,0,3,9,10,40,30,18,118,5,0,0,3,10,9,3,0,0,41,5,22,31,47,69,74,70,42,19,379,0,7,16,16,24,16,0,0,0,78,4,3,11,20,18,14,11,0,0,82,0,0,6,0,5,3,0,0,0,11,0,0,3,0,0,0,0,0,0,4,4,9,30,32,44,36,16,0,0,172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,13
LGA50980,53,205,747,822,745,540,165,15,0,3287,115,54,133,137,127,158,127,20,0,876,9,24,76,131,141,205,104,19,0,718,5,11,33,31,16,18,4,3,0,124,188,288,998,1119,1033,918,411,63,0,5003,16,34,40,29,35,29,0,0,0,180,9,7,7,17,11,10,3,0,0,64,22,39,50,43,48,42,7,0,0,242,210,326,1042,1163,1077,955,409,63,0,5248,192,111,229,186,202,492,1302,492,51,3255,73,100,240,201,247,252,185,89,18,1416,474,535,1521,1554,1527,1704,1896,646,72,9921,63,183,750,646,605,452,85,3,0,2777,162,115,349,442,292,280,126,17,0,1775,9,38,169,161,147,230,74,5,0,831,8,9,32,19,18,14,4,4,0,112,234,345,1293,1273,1055,976,289,31,0,5493,18,14,30,27,19,14,3,0,0,118,13,8,25,21,17,7,0,0,0,100,35,21,59,44,32,19,4,0,0,217
LGA51080,6,11,36,47,42,50,22,3,0,212,4,6,8,4,6,12,6,0,0,38,0,0,0,0,0,5,0,0,0,7,0,0,3,0,0,0,0,0,0,5,9,13,43,44,50,65,28,6,0,257,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,5,4,0,5,0,0,0,13,8,15,44,49,50,67,29,6,0,277,14,3,3,8,8,19,25,19,6,96,3,0,4,4,7,7,3,0,0,38,22,22,54,64,67,92,57,25,6,406,0,5,14,16,21,27,0,0,0,85,0,5,14,32,24,20,10,0,0,105,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,3,12,38,47,40,50,14,4,0,201,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,10
LGA51120,8,18,42,44,43,41,15,5,0,203,0,0,4,9,0,7,6,0,0,30,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,19,46,55,45,40,21,6,0,238,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,12,21,46,55,42,40,22,6,0,247,13,3,4,0,0,12,39,13,12,94,5,3,12,14,16,17,14,9,0,86,23,31,62,63,73,70,80,29,15,435,0,6,13,24,21,10,5,0,0,84,0,8,14,14,19,19,6,0,0,80,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,30,36,43,36,11,6,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5
LGA51190,133,427,1152,1237,1206,1048,236,15,0,5460,266,163,251,173,210,235,190,37,0,1521,13,25,50,43,72,72,28,0,0,310,8,13,42,24,18,16,0,5,0,126,425,634,1500,1477,1511,1366,460,50,0,7422,34,47,75,59,58,44,5,0,0,323,32,17,34,10,17,16,10,3,0,139,70,65,109,66,73,58,15,3,0,463,493,700,1609,1543,1580,1423,473,54,0,7880,323,139,345,376,319,559,1169,842,300,4365,41,57,171,132,135,100,88,56,38,819,856,892,2127,2046,2036,2081,1735,950,344,13063,72,322,712,560,811,582,78,5,0,3148,364,258,547,744,751,657,243,16,0,3577,31,42,79,60,56,69,14,0,0,349,10,14,24,24,15,10,3,0,0,90,476,635,1360,1385,1634,1317,336,22,3,7162,25,20,38,37,29,32,0,0,0,181,58,28,46,46,36,28,0,0,0,232,81,46,85,81,67,60,0,0,0,414
LGA51260,196,381,1094,1496,1595,1129,264,27,3,6178,458,166,260,283,334,467,362,48,6,2376,38,23,77,113,126,107,28,7,0,524,23,8,28,31,31,16,3,4,4,147,711,579,1451,1930,2077,1712,667,88,8,9223,17,26,57,29,35,24,3,0,0,200,45,12,14,20,8,15,10,0,0,130,62,42,75,46,49,41,18,0,0,325,778,619,1527,1977,2129,1751,682,88,8,9552,361,82,131,149,215,512,1733,1184,344,4710,47,31,141,129,129,149,140,102,37,905,1183,728,1791,2251,2478,2411,2556,1374,396,15166,111,228,650,761,1027,628,98,10,0,3521,529,258,687,1246,1206,1001,353,34,0,5326,42,26,112,117,90,114,34,6,0,539,13,15,16,29,20,17,7,4,0,120,691,530,1463,2157,2343,1764,491,51,5,9503,13,13,20,17,20,16,0,0,0,89,49,7,25,39,32,33,6,0,0,195,54,18,45,62,58,49,9,0,0,287
LGA51310,46,215,893,1346,1616,1041,215,24,8,5404,378,339,205,172,187,255,235,56,15,1845,19,16,32,36,38,46,11,4,0,202,6,5,18,20,16,11,3,0,0,66,441,570,1141,1565,1857,1357,466,82,20,7513,3,19,25,25,35,34,4,4,0,149,80,13,19,6,7,13,6,0,0,150,78,34,46,28,41,47,17,4,0,299,525,605,1191,1593,1901,1405,481,88,20,7807,529,99,83,67,114,267,702,628,301,2787,14,7,34,35,34,29,33,35,19,239,1070,714,1309,1694,2043,1696,1215,749,340,10837,13,167,710,696,899,536,81,9,0,3111,419,392,383,803,865,587,223,34,5,3711,13,26,79,87,37,58,18,7,0,325,3,12,16,19,12,12,8,0,0,78,446,593,1186,1600,1813,1195,330,50,4,7230,3,17,17,19,19,20,0,0,0,100,59,24,22,27,32,17,3,0,0,188,67,38,39,53,51,38,3,0,0,289
LGA51330,216,1151,4150,4608,3813,2498,522,35,0,16984,889,1586,1649,875,686,661,514,86,4,6947,31,60,132,101,102,133,40,0,0,602,18,100,198,85,79,35,12,4,0,527,1155,2895,6127,5665,4684,3324,1082,127,7,25062,47,117,206,174,184,134,25,0,0,888,221,176,109,45,39,40,26,0,0,655,267,293,316,220,224,174,53,0,0,1543,1421,3184,6439,5887,4910,3496,1136,123,7,26605,1498,717,672,474,549,1019,2513,1737,568,9747,81,197,387,256,177,146,88,81,45,1452,3006,4097,7496,6611,5632,4660,3727,1944,621,37796,78,818,2557,2450,2244,1420,244,12,0,9818,1150,1577,2124,2388,1897,1513,476,49,4,11177,38,78,261,196,99,118,38,3,0,836,15,62,107,63,41,32,9,0,0,332,1283,2536,5050,5097,4275,3086,769,70,4,22162,31,63,184,129,87,66,7,0,0,551,239,128,158,160,110,69,11,5,0,883,272,194,338,294,196,132,14,5,0,1437
LGA51400,101,266,573,770,896,582,119,9,0,3320,196,57,82,83,95,135,87,13,0,752,17,17,32,42,42,57,8,0,0,220,9,12,11,22,19,15,0,4,0,82,331,353,705,912,1049,790,217,28,0,4372,7,11,17,27,22,22,4,0,0,109,34,11,3,4,4,4,0,0,0,61,38,23,25,31,25,27,3,0,0,171,367,378,728,938,1076,819,219,28,0,4546,283,44,30,62,92,190,516,283,41,1550,32,17,31,41,46,32,33,15,7,249,679,434,786,1043,1209,1046,768,321,50,6346,72,154,317,400,559,311,32,0,0,1845,286,133,320,546,501,343,92,8,0,2230,16,12,59,48,39,51,7,0,0,225,9,4,7,15,15,10,0,0,0,60,379,308,694,1008,1110,706,137,11,0,4356,10,14,18,12,13,14,0,0,0,76,47,14,10,17,20,10,0,4,0,121,56,27,27,30,33,22,3,4,0,192
LGA51470,4,9,16,27,24,32,11,0,0,134,0,0,4,3,0,4,3,3,0,19,0,0,0,6,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,10,21,34,27,37,22,0,0,156,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,4,10,21,38,27,38,21,0,0,163,5,0,0,0,5,5,29,19,3,69,5,0,0,12,10,0,10,4,0,38,12,10,25,54,39,47,60,23,3,275,0,10,12,14,5,14,3,0,0,53,4,0,7,16,10,10,3,0,0,51,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,20,21,19,31,9,0,0,114,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,6
LGA51540,16,57,205,193,242,205,67,3,0,995,17,19,43,30,51,55,54,3,0,276,0,8,37,59,46,99,34,4,0,296,4,4,7,3,14,6,3,0,0,51,44,84,296,293,349,368,163,12,4,1614,8,3,12,11,10,12,0,0,0,63,4,0,5,5,5,3,6,0,0,25,8,7,12,12,16,20,3,0,0,83,52,94,311,308,369,392,166,14,5,1697,51,24,50,36,62,202,598,285,47,1364,36,44,99,79,86,68,73,33,5,521,140,154,456,419,512,662,838,343,50,3583,18,62,154,134,179,154,44,3,0,742,29,31,82,105,74,115,37,7,0,471,5,17,42,60,42,88,20,0,0,272,0,0,11,7,0,9,4,5,0,35,56,111,287,301,301,355,106,10,0,1522,5,4,0,6,12,7,0,0,0,28,0,0,5,8,12,3,0,0,0,30,4,4,9,7,21,13,4,0,0,53
LGA51610,13,14,42,62,71,61,19,3,0,282,7,0,0,0,15,12,9,0,0,59,0,0,4,0,5,9,0,0,0,27,0,0,0,0,0,0,0,0,0,4,22,12,52,68,99,84,25,9,0,373,0,8,0,3,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,8,0,3,3,9,0,0,0,22,23,18,52,74,100,90,26,9,0,397,16,0,0,0,5,24,57,28,5,143,8,3,4,16,19,14,5,3,0,68,42,28,56,86,126,127,95,42,8,608,8,7,25,41,41,31,11,0,0,164,17,10,13,27,37,40,14,3,0,154,0,0,7,0,7,9,0,0,0,18,0,0,0,0,6,0,0,0,0,9,23,16,45,67,89,70,24,7,0,345,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
LGA51680,30,79,142,212,299,267,53,11,0,1100,27,19,19,28,31,61,30,8,4,225,4,0,4,15,23,23,6,0,0,75,3,3,11,3,10,8,0,0,0,44,67,106,181,263,355,358,93,26,3,1444,7,12,7,8,8,5,0,0,0,44,9,0,0,0,0,4,0,0,0,13,9,10,7,10,8,9,5,0,0,58,78,117,186,271,362,370,93,26,3,1502,118,14,18,26,26,68,201,123,24,623,11,14,11,16,32,32,22,11,5,155,205,140,221,309,419,466,320,160,31,2278,25,37,82,119,189,129,21,3,0,600,77,34,74,125,150,142,34,3,0,631,4,4,9,14,14,15,0,0,0,67,5,3,4,0,6,0,5,0,0,25,100,80,177,260,358,287,57,11,0,1330,3,6,3,3,5,0,0,0,0,19,4,5,4,0,10,7,0,0,0,28,10,16,6,7,8,3,0,0,0,52
LGA51710,8,21,90,81,87,80,51,0,0,411,9,0,11,4,8,17,11,0,0,67,0,0,0,0,0,4,6,0,0,15,0,0,7,0,4,3,4,0,0,19,9,27,112,86,105,100,64,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,3,9,27,112,86,105,106,64,8,0,513,10,20,109,53,28,12,49,21,4,311,5,14,58,37,39,27,22,5,0,198,26,63,274,181,172,137,137,28,4,1025,5,9,48,58,76,36,11,0,0,244,15,10,19,32,22,26,13,0,0,130,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,5,0,0,0,10,22,16,76,92,103,67,26,0,0,400,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6
LGA51750,11,90,358,391,478,320,112,24,0,1778,142,142,93,60,72,92,106,50,7,756,10,6,24,8,7,12,8,3,0,75,3,7,3,4,3,0,0,0,0,22,163,244,477,455,563,421,220,71,9,2630,0,10,16,10,24,10,5,0,0,79,20,10,4,0,4,0,6,0,0,49,23,22,17,15,24,17,11,0,0,126,185,263,494,464,587,434,241,71,9,2753,268,62,43,40,55,109,264,341,151,1336,13,17,36,22,19,13,15,18,21,167,470,339,570,527,666,557,521,428,177,4254,11,96,292,233,308,212,49,0,0,1199,150,174,135,214,267,186,89,38,0,1255,10,10,37,23,10,20,11,3,0,120,0,3,9,5,6,0,3,5,0,31,166,289,469,475,596,415,151,44,0,2604,0,5,12,7,16,3,0,0,0,47,24,13,6,16,14,16,5,0,0,86,24,12,21,21,31,15,0,0,0,129
LGA51820,451,1557,5734,6502,5316,3446,658,38,0,23693,1068,1083,984,806,698,798,519,73,0,6022,44,73,238,227,218,185,65,5,0,1051,25,54,131,119,84,46,19,5,0,478,1578,2766,7084,7652,6319,4473,1252,115,4,31253,76,164,210,181,182,140,20,0,0,975,245,128,82,37,38,70,34,5,0,633,323,294,285,219,221,208,53,0,0,1610,1900,3061,7372,7871,6538,4683,1308,123,4,32860,1295,425,497,486,668,1080,2924,1947,598,9923,104,134,330,315,211,155,152,149,82,1642,3300,3622,8207,8671,7421,5915,4383,2213,691,44427,191,1243,3794,3243,3235,1927,279,4,0,13920,1485,1534,2648,3523,2693,2040,583,59,3,14565,41,80,539,345,179,181,47,3,0,1408,27,46,98,58,61,46,15,4,0,360,1736,2900,7078,7177,6169,4202,920,73,4,30261,37,80,139,106,100,67,6,0,0,541,276,117,154,169,128,109,13,0,0,965,314,197,291,279,230,170,25,0,0,1505
LGA51860,0,12,16,23,17,31,4,0,0,105,0,4,3,8,9,12,0,0,0,44,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,11,27,34,31,44,8,6,0,162,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,27,34,31,45,8,6,0,168,0,4,0,0,0,7,27,17,6,61,0,3,12,8,10,23,14,8,0,63,8,16,34,42,35,77,44,33,3,292,0,13,13,11,18,18,3,0,0,75,4,4,11,8,4,9,3,0,0,42,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,20,27,22,23,29,6,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
LGA51890,46,113,234,311,323,281,46,6,0,1362,55,32,59,33,28,53,30,12,0,302,6,9,8,20,22,26,3,5,0,106,0,9,16,10,5,4,3,0,5,51,112,165,316,369,385,366,85,16,4,1817,8,19,40,25,14,24,4,0,0,126,9,6,0,3,8,5,3,0,0,37,17,23,40,30,21,22,10,0,0,161,119,186,353,399,409,392,95,16,4,1977,117,24,37,51,81,212,473,222,50,1273,27,13,41,51,42,38,36,34,21,298,264,223,434,499,524,638,604,275,78,3541,23,59,111,123,178,94,14,3,0,606,84,51,141,192,181,164,46,5,0,865,3,5,17,10,25,20,0,0,0,80,5,4,8,10,11,8,4,0,0,38,112,110,276,330,390,288,63,7,0,1584,11,6,18,4,13,12,3,0,0,64,12,3,5,9,14,11,0,0,0,54,23,4,25,16,30,21,3,0,0,122
LGA51960,23,55,237,195,216,188,32,0,0,948,10,7,14,14,30,21,18,3,0,125,0,4,22,10,17,13,3,0,0,70,0,4,6,9,9,11,0,0,0,36,37,63,280,232,275,236,48,9,0,1181,3,6,9,0,9,10,0,0,0,35,6,0,0,3,4,0,0,0,0,9,3,11,7,4,13,10,0,0,0,50,42,72,292,234,288,240,51,9,0,1228,41,15,22,18,26,62,112,30,3,333,16,48,211,169,195,117,37,12,3,818,101,135,521,420,510,422,202,52,8,2378,7,43,74,74,110,47,13,0,0,365,27,7,27,42,47,42,16,0,0,208,0,3,10,10,7,4,0,0,0,35,0,6,4,0,3,0,0,0,0,15,34,53,108,131,162,95,29,0,0,617,6,7,0,11,4,5,0,0,0,24,0,0,4,0,0,3,0,0,0,6,6,0,8,12,0,10,0,0,0,36
LGA52030,0,14,27,33,30,54,17,10,0,180,0,0,0,0,0,16,8,4,0,36,0,0,0,0,3,4,0,0,0,13,0,0,0,0,5,0,0,0,0,9,0,13,30,30,46,77,21,10,0,235,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,8,5,0,0,17,3,13,29,39,46,83,30,10,0,246,10,5,3,7,0,31,78,41,5,179,4,3,10,3,14,16,13,7,3,68,11,22,45,44,56,132,113,60,15,496,0,0,12,9,16,20,10,0,0,74,0,5,13,17,17,22,18,3,0,92,0,0,3,0,0,5,0,0,0,6,0,0,0,5,0,0,0,0,0,6,0,4,30,31,40,44,29,4,0,181,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,10
LGA52100,7,21,41,48,49,43,26,0,0,236,3,3,3,7,4,8,11,4,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,12,27,44,58,53,52,31,8,5,279,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,12,24,50,57,55,54,32,8,5,292,5,0,0,0,0,9,43,20,12,97,0,0,0,7,3,4,7,0,3,19,18,30,51,63,61,68,80,26,15,405,3,8,26,13,20,30,9,0,0,111,0,5,16,33,18,15,12,0,0,104,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,9,13,48,46,39,43,26,3,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
LGA52170,8,58,281,281,376,307,88,10,0,1416,100,107,47,40,55,90,108,33,0,578,0,11,5,17,11,12,3,4,0,60,0,0,6,0,7,4,3,0,0,24,111,178,347,339,445,406,207,46,3,2076,0,0,6,0,5,15,3,0,0,35,22,16,5,3,5,0,0,0,0,51,25,16,11,6,15,11,7,0,0,82,135,190,353,348,457,420,211,46,3,2163,143,25,22,20,38,78,207,216,67,815,7,6,13,18,11,16,11,16,15,101,280,223,384,389,503,518,430,279,87,3080,6,65,242,141,206,118,28,0,0,809,115,116,101,143,219,189,85,18,0,994,3,9,22,23,11,19,4,0,0,90,6,4,5,0,6,0,0,3,0,27,127,190,376,309,442,333,123,24,0,1925,0,0,8,3,4,3,0,0,0,24,12,5,11,4,7,7,4,0,0,48,12,7,17,11,13,11,4,0,0,69
LGA52240,0,10,32,39,56,56,26,5,0,227,0,0,5,0,7,8,6,0,0,30,0,5,3,0,3,0,0,0,0,11,0,0,0,0,3,4,0,0,0,15,3,17,36,45,69,66,40,5,0,282,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,13,3,17,35,45,65,72,40,10,0,293,10,0,3,5,10,21,30,28,4,110,6,0,5,7,13,8,7,6,0,46,20,23,47,58,83,98,72,40,4,447,4,10,11,17,23,13,7,0,0,86,8,4,12,30,25,23,16,0,0,113,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,13,25,54,42,43,24,0,0,215,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7
LGA52310,5,11,19,20,42,32,17,7,0,148,7,0,4,0,6,14,9,3,0,40,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,4,9,11,30,22,48,49,28,4,0,206,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,17,29,22,47,54,28,4,0,214,4,0,5,5,9,15,50,25,7,132,0,3,0,3,5,5,6,7,0,33,11,20,39,37,65,75,86,39,10,375,0,6,10,16,21,19,7,0,0,85,6,7,12,6,28,24,7,4,0,92,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,9,15,27,23,48,50,19,5,0,189,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
