LGA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
LGA57770,0,14,79,79,80,91,18,0,0,363,4,6,8,17,13,25,13,0,0,90,0,4,27,20,28,62,10,4,0,152,4,0,4,5,7,4,0,0,0,26,12,22,116,116,131,179,51,5,0,630,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,0,0,11,12,22,119,120,132,185,51,5,0,639,8,3,6,13,15,65,256,99,6,461,0,8,20,26,34,51,64,28,3,235,23,31,144,156,178,298,371,132,7,1344,3,20,68,27,35,45,3,0,0,203,8,12,43,31,31,36,11,0,0,172,0,9,26,21,23,53,8,0,0,144,0,0,0,3,0,5,0,0,0,8,11,37,135,87,92,146,22,5,0,528,0,0,4,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,9,0,0,0,12
LGA57840,89,538,1994,2032,1760,1341,346,47,4,8149,413,696,514,299,240,305,362,85,3,2923,35,28,65,58,48,62,30,0,0,328,6,21,47,28,16,8,3,4,0,142,546,1283,2624,2420,2069,1716,747,129,9,11546,12,41,80,50,64,65,23,0,0,344,93,68,34,3,16,18,15,4,0,252,99,106,119,61,80,82,42,7,0,596,647,1395,2747,2479,2144,1801,784,138,9,12140,726,268,252,155,193,425,1311,875,359,4550,21,69,154,102,85,77,80,85,80,748,1391,1726,3145,2735,2429,2299,2175,1094,446,17440,36,475,1649,1086,1186,834,169,12,0,5448,492,787,819,990,875,781,375,56,3,5174,21,42,135,123,42,67,20,5,0,458,4,15,32,28,9,17,7,0,0,112,561,1320,2633,2229,2113,1696,569,64,7,11194,7,23,46,45,44,29,4,0,0,190,57,56,44,51,30,50,19,0,0,305,62,80,93,93,68,78,25,0,0,496
LGA57910,413,2248,11047,11688,9129,5944,1290,111,7,41883,1867,2310,2970,2013,1558,1786,1243,265,23,14034,74,121,371,365,240,274,89,20,0,1554,32,136,337,219,128,65,40,14,0,974,2386,4811,14727,14291,11061,8080,2654,416,31,58452,89,206,388,349,374,312,59,0,0,1769,417,187,181,86,88,116,62,10,0,1157,499,394,568,436,466,425,119,12,0,2928,2884,5204,15293,14727,11520,8505,2777,428,33,61379,2635,866,1062,1067,1314,2398,5804,4707,1984,21840,175,306,861,755,544,371,314,285,170,3777,5698,6378,17218,16547,13378,11278,8888,5419,2192,86997,180,1992,8632,6441,5734,3628,641,27,0,27279,2307,3105,5341,6088,4759,3685,1440,147,5,26876,101,156,860,636,271,329,117,13,0,2488,32,99,244,136,113,71,19,12,0,729,2622,5353,15079,13303,10879,7716,2213,202,11,57371,63,103,252,256,216,133,14,3,0,1041,432,186,276,323,212,201,40,3,0,1672,498,293,533,573,430,335,52,0,0,2715
LGA57980,12,153,831,841,710,481,147,13,0,3188,157,160,160,123,113,170,157,44,5,1082,9,13,27,21,9,14,7,0,0,103,4,3,12,8,5,3,0,0,0,37,184,324,1027,995,835,668,315,64,6,4411,6,15,18,17,33,30,4,0,0,119,24,11,18,3,5,7,4,0,0,80,28,26,40,23,39,39,13,0,0,201,207,349,1066,1019,880,704,323,65,6,4613,206,74,86,56,75,177,527,407,125,1729,18,19,53,51,54,37,69,51,30,386,425,445,1198,1120,1005,926,921,521,158,6727,4,139,777,483,501,311,84,4,0,2316,167,291,315,408,362,335,173,28,0,2070,9,18,57,41,15,23,12,0,0,174,0,5,11,3,9,7,0,0,0,42,186,449,1151,937,884,675,270,41,4,4593,0,11,15,21,16,18,0,0,0,88,18,10,20,23,13,16,4,0,0,105,18,24,36,46,31,36,4,0,0,194
LGA58050,649,2096,6951,7665,6226,4387,892,58,4,28917,1417,1234,1324,1132,911,947,584,110,10,7668,76,91,308,283,255,253,72,4,0,1335,27,125,258,180,110,61,25,8,0,801,2169,3547,8846,9260,7497,5645,1569,170,11,38716,124,275,360,247,247,192,34,0,0,1490,348,130,59,58,43,62,31,5,0,738,473,397,424,303,291,261,66,6,0,2225,2644,3948,9268,9561,7789,5908,1637,179,11,40945,2180,632,800,780,875,1582,3351,2111,588,12901,182,197,527,494,443,310,230,156,84,2612,5007,4774,10592,10829,9104,7797,5207,2445,686,56451,252,1499,4264,4043,4050,2497,338,10,0,16960,1866,1713,3393,3828,3011,2293,629,65,3,16790,63,111,620,358,261,226,58,6,0,1703,55,83,149,89,83,51,17,4,0,543,2229,3401,8425,8319,7406,5071,1041,86,10,35995,90,153,213,177,176,119,12,0,0,938,355,137,240,219,144,111,15,0,0,1210,440,290,445,397,313,228,33,0,0,2146
LGA58190,0,6,20,6,14,18,3,0,0,72,0,0,0,3,0,6,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,20,8,18,25,10,5,0,91,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,9,22,8,20,29,10,5,0,100,7,0,0,0,3,11,7,11,0,50,0,0,3,0,3,7,4,0,0,22,10,8,28,13,35,48,17,13,3,175,0,0,4,7,8,3,0,0,0,19,0,0,8,11,12,8,0,0,0,39,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,13,20,11,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA58260,0,7,22,38,25,26,9,0,0,131,0,0,0,0,0,5,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,8,22,36,30,33,9,6,0,151,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,22,36,30,33,9,6,0,151,5,0,3,0,3,7,32,22,3,73,0,0,7,16,4,7,6,0,0,42,10,11,33,53,38,44,47,24,4,269,0,3,4,13,13,14,5,0,0,57,0,3,8,9,13,10,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,14,26,29,23,5,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
LGA58330,23,34,73,111,161,191,44,8,0,650,13,9,15,23,26,53,50,8,0,197,0,3,7,12,15,23,6,0,0,61,0,7,0,5,5,0,0,0,0,18,43,53,105,138,202,271,95,14,3,926,3,7,8,7,13,5,4,0,0,49,4,0,0,0,0,3,4,0,0,17,5,7,6,7,14,10,3,0,0,65,47,59,111,149,214,276,99,12,3,987,41,15,20,19,37,98,279,146,27,681,13,7,20,19,34,49,39,26,3,218,101,86,145,191,282,431,425,191,35,1887,10,28,49,56,113,109,20,3,0,385,41,6,31,63,92,118,46,4,0,410,0,3,3,8,10,15,5,0,0,48,0,0,4,0,5,0,3,0,0,15,46,34,93,130,222,240,79,3,0,856,0,5,0,0,8,4,0,0,0,25,4,0,0,3,11,0,0,0,0,22,5,5,0,6,23,8,0,0,0,44
LGA58400,0,6,8,4,10,13,9,0,0,61,0,0,0,0,6,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,16,22,9,5,0,75,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,16,9,16,24,9,5,0,76,3,0,3,0,0,12,19,6,0,43,0,0,0,0,0,3,4,4,0,13,8,3,17,5,17,38,34,10,0,133,0,0,4,0,9,3,5,0,0,25,0,0,0,5,6,5,0,0,0,18,0,0,4,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,12,4,14,7,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,3,9,10,8,4,0,0,32,0,0,0,0,0,4,4,0,0,9,0,0,0,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,4,3,13,17,18,5,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,12,18,18,5,0,0,71,9,3,3,0,9,12,25,5,0,62,0,0,0,0,0,5,7,0,0,14,8,4,6,16,27,32,37,6,0,140,0,0,4,3,6,7,4,0,0,30,0,0,0,4,3,10,0,0,0,19,0,0,0,0,4,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,20,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA58510,68,494,2339,2073,1434,920,200,9,0,7533,277,511,688,353,231,255,170,27,5,2512,14,23,63,87,51,47,14,5,0,305,3,27,51,35,20,16,0,0,0,158,359,1049,3145,2550,1737,1237,387,37,7,10504,13,47,94,71,63,65,10,0,0,365,47,56,47,14,14,20,10,0,0,206,60,95,139,90,75,87,17,5,0,568,416,1144,3282,2636,1812,1319,406,39,7,11070,291,225,252,170,225,457,890,574,238,3316,42,116,243,216,160,138,123,107,109,1248,747,1485,3784,3023,2192,1914,1414,719,348,15634,44,437,1759,1108,902,597,90,0,0,4945,352,660,1023,949,647,452,195,16,0,4293,28,36,157,122,57,45,16,0,0,458,3,17,31,14,10,7,0,0,0,92,426,1146,2968,2194,1621,1099,313,16,5,9784,8,22,65,36,37,21,0,0,0,191,53,52,58,62,31,28,8,0,0,292,63,78,120,94,69,55,13,0,0,492
LGA58540,3,7,26,40,33,45,12,5,0,175,4,0,3,0,5,4,7,0,0,35,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,6,0,0,0,9,9,12,30,36,40,62,22,4,0,219,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,9,12,30,36,42,57,24,4,0,223,0,0,3,0,5,11,22,13,6,72,0,0,3,7,11,11,8,4,0,44,9,10,35,53,56,80,60,26,6,337,0,0,18,16,18,29,5,3,0,84,5,6,11,19,19,20,11,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,8,20,29,39,51,13,5,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,45,385,2511,2304,1597,982,196,16,0,8041,235,412,610,341,268,278,196,41,0,2382,18,21,70,61,49,38,19,0,0,272,9,19,50,25,8,10,4,4,0,130,304,841,3247,2732,1932,1308,413,62,0,10831,5,23,70,70,58,73,8,0,0,310,49,36,33,21,6,19,5,0,0,167,52,60,98,86,63,90,17,0,0,470,354,900,3348,2815,1993,1397,425,64,0,11300,283,166,221,149,219,390,704,435,187,2762,14,65,244,173,118,104,55,53,19,845,655,1131,3818,3140,2330,1885,1182,549,216,14903,27,406,2223,1259,1024,598,91,3,0,5632,303,581,992,993,734,526,202,21,0,4359,17,37,159,143,36,39,12,0,0,434,3,27,42,23,14,5,0,0,0,119,354,1054,3421,2423,1804,1169,306,21,3,10553,3,23,53,26,39,26,0,0,0,181,39,33,54,42,32,32,7,5,0,250,49,63,105,72,73,59,7,5,0,421
LGA58610,13,11,52,56,52,58,20,0,0,258,5,4,8,3,5,14,13,0,0,63,0,0,0,3,0,6,4,0,0,18,0,0,0,3,0,0,0,0,0,8,19,17,65,66,63,78,33,5,0,354,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,4,0,0,3,4,0,0,0,23,24,20,66,72,63,86,35,5,0,375,9,0,0,14,23,30,84,66,15,241,8,3,12,11,7,8,10,6,0,68,40,26,84,97,94,121,131,72,19,681,0,9,19,25,34,27,10,0,0,126,18,6,25,38,34,40,27,4,0,187,0,0,10,3,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,5,18,16,52,61,69,72,32,3,0,333,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,11,0,0,0,0,5,3,0,0,0,13
LGA58680,3,4,8,20,31,26,14,0,0,109,4,0,0,0,0,0,5,0,0,18,0,0,3,0,0,0,4,0,0,10,0,0,0,0,0,3,3,0,0,6,6,9,12,20,34,30,19,3,0,140,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,9,17,20,37,37,19,3,0,148,0,0,0,0,3,9,14,11,0,42,3,3,6,3,8,8,8,4,0,42,8,16,16,29,45,49,39,20,6,234,0,3,5,7,10,14,0,3,0,50,0,3,7,6,11,13,7,0,0,37,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,3,13,15,21,26,6,3,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,828,2822,8591,10237,9165,5651,929,39,5,38271,2102,1824,1703,1415,1385,1330,746,140,12,10653,80,124,454,405,399,320,98,7,0,1885,61,139,310,244,176,116,19,6,0,1085,3070,4917,11050,12310,11129,7417,1789,196,13,51889,191,374,464,336,316,280,31,0,0,2001,607,188,121,66,59,86,37,4,0,1155,797,559,582,397,373,369,74,10,0,3161,3871,5471,11627,12705,11500,7785,1865,212,13,55048,2962,880,941,879,1136,1876,4668,3065,875,17276,240,271,485,480,417,290,205,193,119,2708,7080,6619,13055,14070,13051,9953,6736,3470,1010,75030,373,1970,5164,5246,5811,3079,368,12,0,22026,2822,2615,4463,5840,4827,3245,843,51,4,24715,96,167,890,483,334,291,67,7,0,2321,57,91,216,162,129,91,28,8,0,782,3353,4845,10733,11729,11102,6698,1305,75,3,49843,139,200,265,217,233,143,13,0,0,1216,577,216,318,351,245,210,36,4,0,1947,714,419,582,568,475,352,50,0,3,3159
LGA58820,37,49,99,127,185,154,25,9,0,683,20,11,18,22,30,29,30,9,0,156,4,7,8,14,11,16,8,0,0,71,0,8,4,4,6,8,3,0,0,36,56,68,128,174,231,207,62,18,0,946,4,12,9,8,5,7,0,0,0,46,3,0,4,5,0,0,0,0,0,10,7,12,13,18,4,12,0,0,0,62,61,79,141,186,237,219,67,17,0,1010,45,10,13,26,24,76,208,120,34,541,4,9,16,24,32,21,18,10,10,153,120,95,170,238,291,315,294,145,42,1704,8,26,43,66,75,63,12,0,0,286,43,22,55,73,103,94,30,7,0,427,0,3,9,12,4,7,5,0,0,48,0,6,0,5,5,0,0,0,0,19,56,53,103,163,184,168,45,5,0,774,4,4,8,0,9,5,0,0,0,25,5,5,3,10,6,7,0,0,0,38,4,7,13,15,17,11,0,0,0,65
LGA58890,0,17,20,22,40,42,20,6,0,171,0,0,0,5,5,5,12,11,0,38,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,24,24,50,48,28,15,3,215,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,16,24,30,50,51,28,15,3,217,9,3,0,4,3,13,22,16,6,81,0,0,0,9,4,10,7,0,3,39,13,20,30,41,62,82,59,27,13,336,0,7,9,6,20,17,8,0,0,61,4,0,4,20,17,22,9,0,0,85,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,18,26,47,39,20,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,0,7,22,28,23,28,5,0,0,117,0,0,0,0,3,4,0,0,0,12,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,19,35,28,43,9,0,0,145,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,19,35,29,43,9,0,0,146,0,0,0,0,5,4,10,9,0,28,0,4,15,15,18,13,0,0,0,63,0,11,28,50,53,57,17,8,4,236,0,5,5,9,5,12,5,0,0,35,0,0,0,5,9,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,13,16,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,3,16,20,26,39,12,4,0,120,6,0,5,0,6,3,6,0,0,28,0,0,0,0,0,4,0,0,0,6,0,0,4,0,0,0,0,3,0,10,9,10,32,20,30,46,23,8,4,169,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,12,5,13,32,20,35,46,22,8,4,182,4,0,0,0,0,10,13,15,3,50,0,3,8,3,9,13,14,5,0,52,13,19,36,28,42,67,52,25,4,280,0,3,7,7,10,19,6,0,0,55,3,3,0,22,9,15,3,0,0,61,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,6,0,4,3,9,15,33,28,38,6,4,0,128,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
LGA59170,5,15,40,57,41,39,23,6,0,231,6,0,6,10,9,16,7,3,0,38,0,0,0,0,3,0,6,0,0,21,0,0,0,0,0,0,0,0,0,4,11,20,42,64,50,55,27,15,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,42,63,50,58,27,15,0,290,6,0,0,3,3,7,15,17,4,60,0,6,5,11,3,4,7,9,0,39,20,20,49,84,56,64,51,36,13,392,0,10,23,19,26,26,11,0,0,101,5,3,11,33,23,30,10,5,0,114,0,0,3,0,3,8,4,0,0,14,0,0,0,0,0,0,0,0,0,5,4,7,38,51,45,56,18,6,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59250,5,31,124,90,104,55,9,0,0,422,0,8,3,8,7,0,5,0,0,27,0,0,6,9,0,3,0,0,0,21,0,0,0,0,3,0,0,0,0,8,5,35,137,108,109,61,10,4,0,476,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,3,35,139,108,115,61,13,4,0,482,6,7,6,8,3,10,14,0,0,56,7,33,123,87,82,42,18,0,0,388,16,77,265,199,203,113,44,5,0,922,0,13,40,18,17,14,0,0,0,101,0,0,4,4,8,3,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,16,41,27,28,20,3,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,16,18,58,56,60,56,24,3,0,293,5,4,7,0,8,8,13,9,0,55,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,4,0,0,9,14,26,66,61,71,71,39,12,0,367,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,19,27,70,64,71,71,39,12,0,375,11,4,6,9,11,23,54,29,5,145,4,6,7,6,10,10,0,11,0,48,27,33,80,79,85,102,96,45,11,563,5,13,12,27,28,23,10,0,0,117,5,0,22,36,20,31,12,0,0,136,0,0,4,3,0,7,5,0,0,17,0,0,0,0,0,6,0,0,0,7,13,15,36,70,51,58,27,0,0,273,0,0,0,0,4,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,5,0,0,0,11
LGA59320,0,11,16,14,16,26,9,0,0,95,3,0,0,3,7,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,11,15,16,23,31,8,0,0,113,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,11,19,14,23,34,8,0,0,119,6,4,3,0,3,6,11,10,4,45,0,0,0,5,0,0,3,0,0,13,5,13,23,19,28,47,29,6,4,177,0,4,5,10,5,13,6,0,0,43,0,3,4,9,8,5,4,0,0,40,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,12,20,18,19,6,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5
LGA59330,3,13,13,10,17,19,10,0,0,91,0,0,4,0,0,4,3,3,0,17,0,0,7,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,14,20,12,22,27,14,3,0,114,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,3,8,20,17,23,28,14,3,0,126,0,0,0,4,7,13,22,26,3,74,0,0,0,6,5,0,0,3,0,19,3,15,23,23,32,41,39,35,3,219,3,3,11,6,6,9,3,0,0,45,0,0,0,8,12,9,9,6,0,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,21,9,19,21,7,7,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
