LGA_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
LGA50840,0,0,14,3,0,4,0,16,0,42,3,4,29,0,0,4,16,13,0,69,17,22,53,3,0,8,32,32,5,177,32,36,61,7,5,6,47,13,4,208,65,34,65,10,0,4,57,29,3,273,51,32,67,9,13,5,64,32,6,282,44,18,21,0,3,5,17,19,0,121,18,5,0,0,0,0,0,3,0,18,3,0,0,0,0,0,0,0,0,3,232,142,302,34,26,42,231,159,22,1192,0,0,0,22,6,18,0,12,0,65,3,3,7,11,3,5,0,7,0,45,14,28,18,28,17,11,5,12,3,136,25,57,22,37,29,20,3,14,3,200,38,49,13,58,48,21,4,29,0,265,38,45,14,50,53,26,7,31,3,275,27,8,6,10,16,4,0,11,0,80,5,0,0,3,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,148,200,87,221,166,108,21,127,11,1086
LGA50910,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,5,0,13,5,3,9,0,0,0,4,6,0,24,11,3,6,4,0,3,4,4,0,32,24,0,9,0,0,0,10,12,0,48,26,6,9,0,0,4,4,3,0,46,12,0,7,0,0,0,0,3,0,27,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,89,7,31,7,8,13,25,34,0,206,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,9,3,3,3,6,0,0,0,30,5,5,0,11,7,6,0,6,0,32,11,4,5,6,4,0,0,10,0,44,9,5,0,0,5,0,3,5,0,36,3,0,0,7,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,7,26,26,15,11,28,3,172
LGA50980,4,6,30,12,0,61,10,62,6,188,20,24,87,35,11,19,22,58,3,288,105,222,253,109,46,31,87,112,24,998,221,249,245,101,45,38,99,94,28,1119,227,167,248,104,49,34,103,74,32,1033,232,161,162,64,42,50,105,78,13,918,119,61,65,18,15,28,54,35,16,411,27,16,0,0,4,5,0,4,6,63,0,0,0,0,0,0,0,0,0,0,947,901,1091,450,220,265,477,522,133,5003,4,9,13,67,31,71,4,38,5,234,13,64,13,98,62,43,9,37,4,345,125,451,57,266,200,75,9,93,11,1293,197,427,39,187,258,69,6,63,29,1273,166,273,31,154,274,84,8,51,18,1055,162,262,37,116,234,92,19,49,12,976,64,68,10,26,76,25,4,18,11,289,11,4,0,5,5,3,0,4,3,31,0,0,0,0,0,0,0,0,0,0,739,1551,195,915,1139,459,61,352,94,5493
LGA51080,0,0,8,0,0,0,0,0,0,9,8,0,0,0,0,0,0,6,0,13,21,3,6,0,0,0,0,10,0,43,35,0,7,0,0,0,3,5,0,44,30,0,4,0,0,0,3,4,0,50,30,0,3,0,0,0,11,16,0,65,19,0,0,0,0,0,5,0,0,28,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,135,4,29,0,5,3,29,50,5,257,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,12,9,11,4,4,6,0,0,0,0,38,10,10,3,11,11,0,0,3,0,47,16,6,5,9,5,7,4,0,0,40,18,10,5,3,3,4,0,4,0,50,4,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,60,45,7,25,28,7,4,17,0,201
LGA51120,0,0,9,0,0,0,4,4,0,8,0,0,7,0,0,0,3,3,0,19,14,0,11,4,0,0,3,5,0,46,19,0,14,0,0,0,7,6,0,55,20,6,10,0,0,0,4,4,0,45,20,0,6,0,4,3,13,6,0,40,8,0,0,0,4,0,4,0,0,21,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,94,12,53,7,4,9,37,26,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,13,5,5,3,6,9,0,0,0,0,30,10,8,4,5,5,0,0,0,0,36,14,8,5,9,6,3,0,3,0,43,8,4,0,5,4,0,0,4,0,36,10,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,43,23,11,27,27,9,4,20,0,168
LGA51190,0,3,102,38,4,88,28,141,15,425,10,36,220,41,17,45,86,167,10,634,96,230,471,87,44,89,183,272,28,1500,174,228,473,60,60,43,219,191,30,1477,222,242,383,66,64,60,258,194,24,1511,177,219,315,62,70,60,271,171,22,1366,60,82,78,20,34,25,97,44,9,460,16,11,4,0,3,6,8,9,3,50,0,0,0,0,0,0,0,0,0,0,753,1045,2055,382,295,417,1150,1179,148,7422,5,7,16,131,31,199,6,71,7,476,34,84,49,178,88,107,20,69,9,635,105,378,97,233,227,129,29,145,15,1360,119,357,98,251,228,127,19,178,21,1385,127,372,82,315,315,156,41,191,25,1634,133,268,53,241,314,123,30,151,10,1317,31,82,15,53,74,30,9,43,0,336,8,5,0,7,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,3,562,1556,409,1405,1278,871,150,848,85,7162
LGA51260,10,9,156,85,9,204,27,205,16,711,23,22,258,33,11,55,40,135,3,579,159,169,558,100,41,66,116,225,30,1451,309,287,651,102,48,83,197,215,38,1930,393,348,564,94,68,102,252,222,36,2077,360,242,366,92,80,80,242,215,37,1712,172,97,94,23,34,53,96,79,18,667,23,16,11,0,7,8,9,12,3,88,3,0,0,0,0,0,0,3,0,8,1451,1171,2653,526,295,647,983,1316,188,9223,0,10,32,257,19,262,11,99,13,691,25,58,56,153,56,90,5,84,9,530,166,378,126,303,191,113,19,151,17,1463,285,590,138,371,387,179,17,171,28,2157,274,575,115,391,474,227,48,237,19,2343,197,365,80,283,377,219,34,199,19,1764,64,92,17,58,115,71,9,48,11,491,15,7,0,4,11,0,0,10,6,51,0,0,0,0,0,0,0,0,0,5,1034,2065,555,1814,1625,1160,138,992,118,9503
LGA51310,7,21,29,96,27,101,36,135,0,441,18,144,85,93,57,79,26,59,6,570,140,528,153,89,70,49,44,61,18,1141,439,763,124,34,62,51,33,35,20,1565,668,817,121,46,80,49,29,28,22,1857,433,586,122,43,66,35,27,30,17,1357,126,182,52,17,22,19,25,23,10,466,18,31,3,6,9,8,4,4,4,82,6,7,0,0,4,8,0,0,5,20,1850,3083,682,425,388,397,211,378,103,7513,3,9,13,140,41,185,4,41,8,446,22,141,22,162,105,116,8,19,0,593,136,638,43,125,142,50,6,28,16,1186,269,858,46,95,224,56,3,26,27,1600,331,899,44,126,310,65,6,18,21,1813,166,547,22,90,255,70,4,21,16,1195,46,142,12,26,83,10,0,8,6,330,4,15,0,3,20,3,0,0,0,50,0,0,0,0,0,0,0,0,0,4,979,3251,200,775,1181,551,30,171,93,7230
LGA51330,14,40,147,156,38,277,104,361,19,1155,88,383,573,419,157,367,326,503,76,2895,411,1549,1214,480,415,315,869,713,157,6127,813,1662,1120,312,412,192,573,453,111,5665,785,1215,994,247,323,166,509,360,74,4684,600,708,664,177,254,121,431,309,64,3324,170,267,225,44,84,58,112,116,11,1082,27,31,20,6,6,6,10,20,0,127,0,0,0,0,3,0,0,0,0,7,2904,5868,4964,1832,1700,1502,2935,2840,519,25062,12,52,40,365,79,547,18,151,18,1283,76,456,152,747,286,517,40,204,49,2536,341,1729,332,964,679,380,92,456,75,5050,465,1791,333,830,908,236,91,362,72,5097,429,1306,203,716,895,237,80,347,64,4275,283,774,158,469,813,222,69,267,27,3086,53,186,35,117,228,60,10,75,11,769,6,17,0,10,20,0,0,15,3,70,0,0,0,0,0,0,0,0,0,4,1684,6306,1252,4214,3912,2204,394,1877,320,22162
LGA51400,7,3,75,18,0,72,17,124,4,331,6,19,145,24,6,25,53,68,9,353,50,71,283,32,13,29,97,119,7,705,124,152,278,46,34,25,155,82,22,912,160,167,291,56,47,26,177,90,24,1049,125,117,177,37,33,29,166,92,15,790,57,37,45,6,9,8,29,24,0,217,6,0,0,0,0,5,4,0,5,28,0,0,0,0,0,0,0,0,0,0,532,567,1294,221,152,214,699,609,82,4372,5,8,9,94,27,180,0,47,4,379,17,34,30,93,54,44,9,30,4,308,55,179,52,142,112,67,12,66,4,694,81,314,55,169,198,65,21,81,16,1008,112,295,72,193,237,75,17,96,10,1110,76,175,27,135,160,43,22,56,5,706,20,36,5,24,29,7,5,11,0,137,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,361,1046,251,851,828,488,86,402,44,4356
LGA51470,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,10,3,3,5,0,0,4,0,9,0,21,13,3,8,0,0,0,8,0,0,34,13,0,4,0,0,0,3,4,0,27,17,0,4,0,0,3,7,4,0,37,9,0,3,0,0,0,7,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,7,35,4,0,7,29,20,0,156,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,14,7,0,0,8,4,0,0,0,0,20,9,3,0,0,3,0,0,8,0,21,0,0,0,4,10,0,0,3,0,19,4,7,0,4,7,0,0,3,0,31,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,5,14,23,4,7,17,0,114
LGA51540,0,0,18,0,0,12,5,8,7,44,0,4,30,9,4,11,0,22,0,84,35,39,81,30,7,9,35,47,9,296,78,42,63,27,12,15,26,29,9,293,94,43,59,10,18,14,49,48,14,349,102,38,68,35,13,10,66,34,3,368,63,17,19,7,5,0,18,19,6,163,12,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,387,185,344,114,68,71,198,215,45,1614,0,0,3,15,6,22,0,8,0,56,7,18,8,26,22,18,0,14,0,111,25,72,10,54,61,20,8,44,4,287,44,80,20,37,63,31,3,27,0,301,69,62,6,43,60,12,0,33,4,301,72,69,10,45,66,33,8,43,3,355,25,13,4,3,25,10,0,14,6,106,8,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,247,316,55,221,303,151,25,186,25,1522
LGA51610,0,0,4,0,0,4,3,5,0,22,0,0,5,0,0,0,4,3,0,12,11,4,19,4,0,0,7,0,0,52,23,9,15,4,0,0,4,5,0,68,27,7,23,4,3,6,14,6,0,99,22,4,16,4,5,0,19,13,0,84,12,3,3,0,0,0,9,0,0,25,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,106,31,91,16,14,11,63,40,5,373,0,0,0,0,0,9,0,0,0,23,0,0,0,5,0,4,5,0,0,16,0,20,4,9,13,0,0,0,3,45,17,16,0,10,15,3,3,6,0,67,18,14,4,12,26,3,6,3,0,89,13,9,3,10,17,5,4,7,0,70,9,4,0,0,4,0,0,4,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,57,67,23,48,80,30,19,23,3,345
LGA51680,0,0,29,0,5,14,6,14,3,67,0,3,46,7,0,8,18,19,8,106,14,6,83,8,11,4,27,24,8,181,44,26,94,15,0,3,43,29,8,263,77,31,99,24,17,6,63,23,8,355,88,29,97,18,22,10,73,26,0,358,26,6,19,3,4,5,19,14,0,93,8,0,0,0,0,0,0,7,0,26,4,0,0,0,0,0,0,0,0,3,258,109,462,71,59,49,253,152,33,1444,4,0,11,21,6,37,0,30,0,100,0,10,8,16,12,12,3,9,5,80,18,29,12,28,42,14,12,11,0,177,33,61,27,33,62,9,10,22,4,260,51,54,27,67,89,19,16,30,0,358,37,47,14,39,87,25,9,25,4,287,16,11,3,3,13,4,4,4,0,57,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,169,213,105,212,307,117,46,138,16,1330
LGA51710,0,0,0,7,0,0,0,3,0,9,0,0,6,5,0,0,9,0,0,27,9,13,41,31,0,0,5,12,3,112,12,11,31,15,9,0,13,5,0,86,20,11,20,18,7,0,14,7,7,105,23,20,23,0,0,0,15,9,3,100,8,9,25,0,5,0,12,7,0,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,67,58,148,75,17,0,76,52,15,508,0,0,0,10,0,0,0,3,0,22,0,0,0,7,0,0,0,0,0,16,4,23,3,21,20,3,0,4,5,76,11,27,5,19,20,0,3,11,0,92,18,21,3,23,12,0,0,16,0,103,16,5,0,10,25,7,0,11,0,67,0,5,0,6,4,0,3,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,85,13,95,80,15,4,49,0,400
LGA51750,3,11,12,51,4,30,10,38,3,163,9,63,23,52,19,33,14,18,0,244,54,252,48,44,25,21,14,14,3,477,124,211,31,20,30,21,7,12,13,455,221,222,31,17,15,18,14,13,0,563,128,194,26,10,18,9,5,14,8,421,68,105,12,3,5,16,5,9,3,220,24,30,0,4,6,5,0,0,6,71,6,4,0,0,0,0,0,0,0,9,630,1099,183,205,127,156,65,122,40,2630,0,11,3,78,10,49,0,13,0,166,14,88,16,73,49,49,0,8,0,289,46,272,10,43,46,32,0,8,0,469,85,255,11,33,73,14,0,5,5,475,115,257,7,41,115,29,3,9,10,596,72,183,18,46,71,26,0,5,5,415,19,76,6,5,31,10,0,0,6,151,8,17,3,5,10,3,0,0,3,44,0,0,0,0,0,0,0,0,0,0,359,1158,67,324,400,204,10,50,32,2604
LGA51820,23,13,299,184,32,342,130,535,20,1578,98,263,798,308,151,356,295,457,33,2766,687,1614,2100,504,419,296,644,663,153,7084,1313,1817,2069,376,442,253,723,514,158,7652,1171,1187,1638,272,376,244,777,515,142,6319,741,722,1128,193,312,201,660,455,66,4473,184,232,271,60,98,73,172,136,32,1252,32,20,11,4,4,9,9,26,4,115,0,0,0,0,0,0,0,0,0,4,4247,5873,8309,1894,1826,1780,3407,3301,611,31253,24,41,81,427,119,756,29,237,24,1736,140,460,181,869,452,518,56,183,34,2900,647,2554,492,1085,1359,474,114,238,112,7078,832,2443,396,1072,1516,384,86,349,98,7177,684,1521,341,1030,1527,437,100,452,73,6169,379,814,217,709,1177,355,86,417,47,4202,81,197,41,127,247,102,18,106,15,920,6,8,9,4,24,13,0,8,0,73,0,0,0,0,0,0,0,0,0,4,2790,8035,1755,5320,6420,3042,495,1993,406,30261
LGA51860,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,0,11,0,5,3,0,0,0,0,7,0,27,11,4,3,4,3,0,3,12,0,34,7,4,6,0,0,0,0,0,0,31,7,12,13,7,0,0,0,10,0,44,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,28,39,12,7,3,13,32,0,162,0,0,0,4,0,0,0,0,0,4,0,5,5,4,3,0,0,0,0,20,0,11,0,4,3,4,0,0,0,27,4,6,0,5,0,3,0,3,0,22,4,4,0,0,7,0,0,4,0,23,0,13,3,0,4,5,0,3,0,29,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,10,27,20,7,3,11,0,126
LGA51890,0,0,33,5,5,17,5,44,0,112,0,3,69,4,0,11,25,43,3,165,12,11,155,6,5,0,62,54,5,316,18,31,131,8,8,8,90,54,13,369,30,25,156,8,9,3,99,47,9,385,31,15,104,13,10,5,130,44,14,366,16,8,14,5,5,0,25,13,8,85,9,0,3,0,0,0,3,3,3,16,3,0,0,0,0,0,0,0,0,4,122,94,671,44,40,53,431,298,54,1817,0,0,9,30,6,37,9,22,5,112,0,3,14,23,21,20,8,20,0,110,18,39,21,61,43,33,25,42,0,276,21,61,20,71,61,35,19,35,3,330,32,48,27,84,69,37,23,60,10,390,28,40,23,61,42,35,11,44,4,288,5,9,0,15,6,3,4,16,0,63,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,111,206,120,339,250,201,98,239,18,1584
LGA51960,0,0,13,5,4,4,9,4,4,37,0,0,25,3,0,0,29,4,0,63,6,26,101,10,0,0,117,12,7,280,13,20,76,0,0,0,103,10,0,232,25,23,87,8,6,0,96,15,4,275,22,17,63,3,8,4,92,15,3,236,5,7,12,0,0,3,21,4,0,48,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,81,96,381,21,25,17,465,69,25,1181,0,0,0,7,3,9,5,9,0,34,0,7,9,4,16,4,15,3,0,53,7,27,6,13,18,9,13,11,6,108,10,12,16,14,28,12,23,20,0,131,15,15,20,21,24,20,30,21,4,162,4,21,0,14,17,8,7,20,3,95,6,0,0,0,5,6,0,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,79,52,84,112,62,92,86,12,617
LGA52030,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,0,13,10,0,9,0,0,0,4,0,0,30,12,0,4,0,0,0,8,3,0,30,11,0,3,0,0,0,18,5,3,46,28,0,17,0,0,5,17,3,0,77,8,0,0,0,0,0,4,8,0,21,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,88,12,44,6,0,7,53,23,6,235,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,5,0,0,12,0,0,3,0,30,9,9,4,4,8,0,0,5,0,31,10,6,0,5,9,8,0,3,4,40,21,6,0,5,4,0,0,8,0,44,7,4,0,4,7,0,0,10,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,45,24,11,17,36,11,4,22,0,181
LGA52100,0,0,4,0,0,0,0,12,0,12,5,0,3,0,0,0,4,5,0,27,8,0,11,0,0,4,10,6,0,44,25,6,14,3,0,0,3,3,0,58,21,3,8,0,0,0,12,0,5,53,27,0,9,0,0,3,7,11,5,52,21,0,6,0,0,6,0,0,0,31,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,120,7,52,4,4,10,37,35,9,279,0,0,0,4,0,0,0,0,0,9,0,0,0,6,3,0,0,0,0,13,10,11,0,3,7,3,0,9,0,48,8,11,0,10,13,0,0,3,0,46,18,4,0,3,11,4,0,3,0,39,12,10,0,7,8,9,0,0,0,43,8,3,0,0,5,0,0,4,0,26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,58,41,6,35,50,25,8,21,0,232
LGA52170,0,4,6,42,5,16,9,19,5,111,7,31,24,43,10,19,11,18,0,178,43,170,41,26,25,20,9,10,5,347,89,162,32,12,13,14,3,5,7,339,159,201,13,9,17,27,7,4,11,445,135,200,15,6,15,20,5,9,11,406,71,98,0,5,3,13,4,8,5,207,22,17,0,0,0,4,0,0,0,46,0,0,0,0,0,0,0,0,0,3,534,883,133,134,91,129,51,74,47,2076,3,9,7,58,7,39,0,7,0,127,13,51,7,60,32,26,3,5,5,190,46,225,11,35,40,18,0,4,6,376,59,169,5,9,44,10,0,5,4,309,70,221,15,28,69,28,0,6,8,442,51,161,7,27,53,26,0,3,7,333,22,51,0,7,27,5,0,0,3,123,7,8,0,0,8,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,270,891,47,228,273,157,8,25,32,1925
LGA52240,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,5,8,0,17,15,0,9,0,0,0,4,5,0,36,26,3,0,0,0,0,3,10,0,45,32,0,7,0,0,0,8,14,0,69,28,0,7,0,0,0,9,22,0,66,24,0,0,0,0,0,4,0,0,40,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,143,10,21,4,0,0,36,59,6,282,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,13,0,4,5,0,3,0,0,3,0,25,13,11,0,6,12,0,0,11,0,54,10,4,6,4,11,0,0,4,3,42,17,0,0,6,8,0,4,8,0,43,19,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,16,13,30,37,7,10,36,5,215
LGA52310,0,0,4,0,0,3,0,0,0,9,0,0,6,0,0,0,0,5,0,11,6,0,4,0,0,0,9,12,0,30,11,0,6,0,0,0,0,8,0,22,24,0,3,0,0,0,9,11,0,48,22,4,6,0,4,0,5,8,0,49,9,3,3,0,0,0,3,4,0,28,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,73,8,35,5,4,5,30,42,0,206,0,0,0,0,0,0,0,3,0,9,0,3,0,5,0,0,0,5,0,15,4,4,5,4,10,0,0,0,0,27,3,0,3,4,7,3,0,4,0,23,8,14,0,12,12,5,0,3,0,48,9,9,0,7,8,0,0,6,0,50,3,3,0,0,3,0,0,8,0,19,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,29,9,29,42,15,0,26,9,189
LGA52380,0,0,4,0,0,0,0,0,0,4,0,0,7,0,0,0,8,3,0,19,3,8,20,0,6,0,30,6,4,75,7,6,15,0,0,0,22,0,0,52,10,0,14,0,0,0,34,3,0,70,7,5,11,0,0,0,21,0,0,51,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,25,77,4,6,0,121,22,11,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,4,0,0,0,0,4,0,0,12,0,0,0,0,3,0,0,0,0,7,3,5,0,0,3,0,5,6,0,18,9,0,0,5,5,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4,5,14,4,9,11,4,72
