LGA_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
LGA54280,0,7,165,23,5,97,38,118,9,463,10,66,345,34,13,44,159,143,12,828,112,303,808,79,54,42,476,198,32,2093,262,254,684,77,46,36,454,119,35,1970,231,182,546,81,47,38,479,80,46,1738,215,148,396,49,50,32,431,129,30,1483,51,49,81,14,12,5,121,36,12,379,4,9,4,0,0,0,3,4,0,32,0,0,0,0,0,0,0,0,0,0,889,1022,3033,359,236,296,2161,818,175,8984,5,7,40,85,35,157,19,57,11,426,14,133,72,115,129,75,60,46,11,654,104,447,137,243,338,128,134,104,14,1652,157,325,74,255,311,111,116,115,26,1487,154,268,86,193,334,106,116,145,21,1428,112,171,53,149,244,105,66,125,18,1029,35,26,4,26,59,23,8,36,10,228,4,3,0,0,4,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,588,1372,474,1067,1452,703,516,640,102,6923
LGA54310,0,8,88,26,3,78,19,112,9,336,17,30,206,23,14,19,70,96,6,480,129,252,798,64,56,34,237,259,41,1871,278,276,907,67,106,19,344,182,54,2233,231,200,650,56,77,14,318,147,52,1755,143,150,361,39,51,13,254,108,30,1152,33,37,48,7,6,3,62,20,8,219,4,4,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,831,954,3060,284,316,180,1319,926,198,8064,0,5,23,48,28,107,6,35,8,264,19,65,33,77,73,41,24,39,4,368,120,371,131,179,286,100,62,122,11,1383,180,321,125,222,298,68,52,112,25,1402,144,195,72,171,217,81,63,108,13,1061,63,94,24,84,117,36,30,68,8,521,14,26,0,18,19,3,9,17,0,108,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,542,1078,406,795,1039,433,244,492,76,5112
LGA54340,5,0,18,0,0,13,5,19,0,53,7,3,32,3,6,8,0,31,0,94,17,23,49,10,8,11,14,77,5,217,32,10,36,6,5,13,16,59,3,177,34,12,38,8,4,4,19,52,5,180,41,21,36,5,3,13,26,43,10,201,14,3,9,7,8,4,9,17,0,67,5,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,154,73,227,36,34,62,92,304,22,1010,0,3,5,14,3,15,0,12,0,51,7,9,3,17,16,10,0,15,0,81,12,34,15,27,19,16,0,21,0,139,13,33,12,26,30,17,3,22,0,147,20,31,9,24,30,12,0,40,3,159,26,30,6,26,31,10,0,21,5,160,8,10,4,8,20,3,3,12,0,61,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,85,143,53,138,144,80,11,136,16,808
LGA54410,0,0,5,0,0,0,0,4,5,15,0,0,0,0,0,3,0,0,0,18,0,3,16,3,3,0,4,11,0,45,16,0,8,4,0,0,3,6,0,43,16,0,12,0,0,0,10,7,0,48,24,7,9,3,0,0,13,8,0,66,14,0,0,0,0,0,0,5,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,15,48,10,3,7,35,40,5,245,0,0,0,0,0,4,0,7,0,15,0,0,0,3,3,0,0,4,0,12,0,7,0,4,5,0,0,0,0,27,8,6,4,15,9,5,0,6,0,39,8,6,4,11,10,3,4,11,0,59,4,10,3,13,3,3,0,4,0,53,3,3,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,39,13,55,29,20,8,36,0,224
LGA54480,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,6,3,0,11,10,0,0,0,0,0,10,7,0,22,23,0,0,0,0,0,0,7,0,37,22,0,0,0,0,0,3,4,0,35,9,0,0,0,0,0,9,3,0,26,3,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3,3,0,0,0,25,28,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,10,9,0,0,0,0,5,3,0,21,13,4,0,0,5,0,0,0,0,27,11,0,0,0,0,0,3,5,0,26,4,0,0,3,0,0,0,0,0,11,0,0,3,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,3,12,17,0,3,14,0,111
LGA54550,0,0,4,0,0,0,0,10,0,15,3,3,11,0,3,3,0,16,0,35,13,0,21,3,5,4,11,19,0,69,49,5,13,0,0,5,4,27,0,107,44,0,17,0,0,5,14,13,3,91,56,9,18,0,0,0,26,19,0,129,39,6,3,0,0,0,8,4,4,56,13,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,220,22,76,8,9,11,67,111,6,533,0,0,0,6,0,3,0,3,3,19,3,5,0,0,5,4,0,6,0,22,13,14,7,9,4,5,0,12,0,68,20,25,6,14,14,3,0,11,0,91,23,9,9,12,9,12,3,12,0,89,26,13,8,9,24,6,0,14,0,94,14,6,0,6,10,0,5,6,6,40,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,104,71,27,52,64,28,14,56,6,422
LGA54620,0,0,4,0,0,0,0,5,3,14,0,3,7,0,0,0,13,4,0,35,13,14,33,0,0,0,27,8,0,100,22,7,26,0,0,0,23,10,0,90,37,3,20,5,0,0,20,8,0,98,27,13,25,5,3,0,29,5,0,96,10,3,3,0,0,0,3,3,0,36,8,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,3,119,46,122,9,3,6,115,47,7,475,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,15,12,3,0,4,11,0,0,6,0,34,3,3,0,5,15,0,0,3,0,35,18,3,3,9,8,3,6,4,0,48,15,5,3,8,12,0,0,9,0,50,8,0,0,3,3,5,0,0,0,23,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,58,25,8,34,44,9,3,27,4,218
LGA54690,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,3,8,0,5,0,0,0,0,0,0,15,11,0,0,0,0,0,5,5,0,19,8,0,0,0,0,0,3,6,0,21,13,0,0,0,0,0,3,0,0,19,6,0,0,0,0,0,11,0,0,20,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,7,13,0,0,0,17,15,3,113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,11,7,0,0,0,7,0,0,0,0,10,7,0,4,9,0,0,0,0,0,20,8,0,0,8,4,0,5,3,0,21,3,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,7,15,14,0,4,10,4,77
LGA54760,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,5,0,14,11,0,11,0,0,0,0,7,0,30,27,3,7,0,0,0,4,5,0,48,29,3,6,0,0,0,8,10,0,51,27,0,6,0,0,0,3,4,0,42,10,0,0,0,0,0,5,0,0,22,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,118,10,19,0,0,0,29,39,0,216,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,6,12,0,4,5,0,0,4,0,22,4,11,0,3,4,9,0,4,0,39,12,10,0,6,4,3,0,0,0,45,12,3,0,4,5,0,0,5,0,36,7,0,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,49,37,5,19,22,13,3,18,0,162
LGA54830,5,8,112,30,9,154,48,188,12,563,33,59,343,80,41,88,134,210,19,998,187,336,818,181,158,131,493,330,45,2661,304,486,826,182,199,91,512,247,59,2913,209,223,641,124,119,66,448,234,41,2101,119,125,342,67,79,50,325,152,26,1275,42,28,60,15,15,11,63,48,8,282,3,9,0,0,9,0,7,5,0,28,0,0,0,0,4,0,0,0,0,4,896,1264,3130,674,625,591,2022,1410,205,10827,10,14,31,91,31,257,8,93,7,544,49,97,82,293,132,170,27,94,19,958,214,595,175,543,482,251,84,198,38,2578,213,588,142,525,541,202,68,247,27,2554,162,338,96,402,407,177,62,263,19,1916,73,161,49,218,301,102,39,151,17,1111,14,29,8,42,61,18,9,29,5,211,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,732,1830,577,2108,1957,1174,292,1081,140,9894
LGA54900,0,0,4,0,0,0,5,8,0,17,0,0,9,0,0,0,0,9,3,25,28,3,18,0,3,4,10,6,0,71,36,8,20,0,0,0,12,6,3,84,43,9,12,0,0,4,8,13,4,96,47,7,0,0,0,0,17,12,3,93,28,0,0,0,0,6,6,7,0,49,9,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,207,20,66,5,6,17,51,58,15,452,0,0,0,3,0,0,0,0,0,7,0,3,0,8,4,0,4,4,0,20,10,15,7,7,8,3,0,6,0,54,18,10,7,11,15,7,5,5,5,70,18,9,0,4,6,9,10,10,4,58,30,9,0,6,11,3,4,3,0,68,14,0,0,0,10,0,0,0,3,26,8,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,89,44,13,36,51,23,20,29,7,309
LGA54970,0,0,0,0,0,0,5,0,0,9,0,7,19,4,0,0,26,10,0,78,12,64,106,4,5,0,110,25,0,329,21,24,107,7,5,0,141,12,4,327,38,48,109,3,7,0,122,13,0,347,23,37,75,5,4,0,108,15,5,271,3,5,8,0,0,0,19,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,180,442,30,14,3,535,75,13,1396,0,0,0,4,0,0,0,3,0,6,0,4,10,0,12,0,11,5,0,39,4,30,9,6,19,0,27,8,0,106,9,23,3,0,9,0,18,8,0,71,8,6,9,10,13,0,15,9,0,70,3,17,3,0,12,5,6,10,4,57,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,75,35,27,63,9,73,44,6,362
LGA55040,0,0,5,0,0,0,3,9,0,13,0,6,32,0,0,0,30,28,0,98,18,58,95,7,3,3,120,34,3,342,30,36,89,0,7,0,121,12,3,302,45,14,67,4,3,0,85,17,6,241,20,15,49,4,9,0,58,14,0,175,3,5,9,0,0,0,15,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,133,343,21,19,10,428,118,14,1203,0,0,0,3,0,3,4,4,0,13,4,3,0,9,3,4,3,5,0,36,4,35,12,19,20,3,13,16,0,112,18,14,0,7,17,0,7,11,0,87,9,3,5,7,20,4,13,16,0,67,7,10,5,0,14,5,8,8,0,60,5,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,72,22,47,79,16,49,58,5,382
LGA55110,14,9,249,103,20,250,81,409,18,1163,50,86,482,137,35,174,179,313,32,1485,226,260,1187,204,86,149,480,420,75,3085,400,401,1066,193,113,98,622,374,87,3355,545,433,1083,181,143,118,734,348,77,3659,464,445,899,155,150,132,664,328,70,3306,163,149,184,45,51,70,188,106,26,985,27,25,15,4,16,13,17,17,5,131,0,0,0,0,0,0,0,0,3,8,1889,1805,5156,1020,623,1005,2968,2312,394,17176,10,15,48,362,56,562,22,154,22,1244,74,162,124,471,184,331,41,124,17,1525,258,694,244,690,483,324,109,187,45,3035,345,802,244,795,635,325,96,259,25,3525,410,847,228,870,766,405,121,305,38,3989,287,612,158,709,702,343,111,294,33,3241,54,138,25,103,190,78,18,64,12,685,0,7,9,4,16,5,0,3,9,56,0,0,0,0,0,0,0,0,4,6,1433,3272,1082,3998,3023,2378,514,1388,210,17307
LGA55180,3,0,47,11,0,22,11,49,0,146,12,9,54,8,0,6,19,56,3,164,63,26,92,17,13,14,42,103,7,378,86,36,72,13,8,16,61,75,11,374,132,45,79,17,12,14,82,65,5,455,141,50,79,18,18,13,102,80,7,512,94,16,33,13,7,13,29,33,7,245,33,0,0,0,4,0,0,3,0,48,9,0,0,0,0,0,0,0,0,9,562,179,459,100,60,112,348,471,45,2325,0,0,8,33,8,52,0,34,3,139,3,14,11,22,16,18,6,23,0,112,39,67,20,65,54,18,0,62,5,328,63,82,19,47,70,35,3,59,0,371,90,67,24,81,81,38,6,65,9,467,68,86,28,71,99,41,4,89,3,502,43,20,5,21,21,13,0,19,6,148,16,0,0,0,4,0,0,4,5,27,0,0,0,0,0,0,0,0,0,0,325,338,109,344,353,216,27,355,31,2098
LGA55250,0,0,0,0,0,0,4,0,0,8,0,5,21,0,0,4,16,13,0,60,7,42,86,10,3,4,45,26,0,225,22,22,59,4,3,4,60,19,3,187,29,19,39,7,0,0,63,11,3,181,26,10,36,6,3,0,47,6,0,139,16,4,11,0,5,0,13,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,111,249,31,15,17,249,67,9,846,0,0,0,0,0,0,0,0,4,8,0,8,4,0,0,0,6,6,4,21,4,19,5,8,10,0,0,17,0,75,5,6,4,11,8,0,7,11,0,46,10,3,7,8,13,4,8,7,0,57,6,14,5,12,7,0,7,3,0,51,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,49,19,35,42,15,27,44,12,272
LGA55320,20,42,203,234,25,387,129,488,28,1553,101,390,473,320,160,326,177,315,29,2301,489,1592,862,320,302,242,222,287,76,4379,1307,1981,856,194,319,206,240,210,82,5394,1560,1769,833,229,338,199,263,231,90,5516,1143,1288,647,167,326,183,258,254,71,4330,386,535,213,59,125,106,123,98,26,1662,57,101,15,4,16,16,18,19,12,261,3,8,0,0,0,0,0,0,4,16,5057,7713,4098,1523,1610,1663,1434,1901,406,25409,18,60,53,485,108,743,11,194,16,1696,99,512,130,658,384,476,29,116,30,2423,428,2183,239,515,638,235,30,120,50,4437,715,2474,220,541,1061,219,35,131,74,5474,778,2077,211,654,1317,344,43,144,67,5634,522,1410,141,479,1188,293,44,173,50,4296,99,406,41,124,389,108,9,67,13,1255,11,27,0,12,29,14,0,6,14,108,0,0,0,0,3,0,0,0,5,5,2663,9144,1028,3458,5122,2430,212,951,318,25327
LGA55390,0,0,0,0,0,0,3,5,0,6,0,7,12,0,0,0,13,13,0,51,3,35,51,0,0,0,41,15,0,148,20,9,48,3,0,0,54,10,0,148,15,9,54,0,0,0,53,5,0,134,9,11,26,0,0,0,22,8,0,72,4,4,6,0,0,0,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,70,192,8,6,0,204,48,3,575,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,3,4,0,21,0,9,5,3,7,0,12,0,0,36,0,5,0,0,0,0,9,5,0,17,5,0,0,5,4,0,14,5,0,26,3,11,0,0,0,6,6,6,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,10,6,18,6,34,26,0,141
LGA55460,0,0,8,0,0,8,8,7,0,39,0,4,34,3,0,6,8,13,0,75,18,19,44,8,7,10,21,27,4,159,29,9,44,3,4,14,24,7,3,136,40,19,36,10,6,3,34,13,5,163,34,11,21,7,8,4,42,13,0,147,20,8,6,0,0,5,19,4,6,61,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,157,67,198,31,27,49,148,88,21,782,0,0,0,16,0,20,4,7,0,49,4,3,5,8,8,9,0,0,0,42,17,33,3,26,29,6,4,6,0,120,21,26,11,26,30,6,4,8,0,128,20,27,6,16,27,10,7,21,3,133,21,21,4,21,22,9,3,17,4,125,10,5,0,9,3,4,0,0,0,35,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,88,122,32,123,122,64,18,63,16,646
LGA55530,0,0,3,0,0,0,0,0,0,3,5,0,3,0,0,0,0,3,0,10,7,0,0,0,0,0,0,4,0,18,11,0,3,0,0,0,4,6,0,20,19,0,0,4,0,0,6,0,0,27,15,0,6,0,0,4,4,3,0,36,7,0,0,0,0,0,0,5,0,12,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,61,0,22,8,0,4,19,18,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,4,0,0,0,0,12,10,5,0,0,5,4,0,0,0,30,12,4,0,6,3,0,0,0,0,24,10,3,0,0,4,0,0,0,3,20,5,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,36,12,3,11,16,4,3,5,3,99
LGA55600,0,0,13,3,0,4,0,3,0,23,3,0,23,0,0,6,0,8,0,41,12,6,25,9,7,4,11,18,0,84,34,8,22,0,4,0,15,5,0,88,44,10,24,0,0,0,26,12,3,120,42,8,22,4,3,5,33,18,3,142,29,5,5,0,0,0,16,9,0,65,11,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,183,35,128,13,13,22,103,78,11,584,0,0,0,9,0,0,3,8,0,23,0,6,0,11,5,4,0,5,0,27,5,20,0,12,14,7,3,14,0,76,13,27,0,15,21,9,0,6,0,92,18,13,12,23,27,13,4,15,0,114,20,18,3,19,24,4,3,11,4,107,15,6,0,7,6,5,0,9,0,42,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,84,83,19,93,95,41,17,68,4,496
LGA55670,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,10,0,6,0,0,4,0,0,0,25,7,0,6,0,0,0,0,6,0,22,18,4,0,0,0,0,6,4,0,32,14,0,8,0,0,0,7,0,0,32,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,6,14,5,0,3,18,15,3,135,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,6,0,5,5,0,0,0,0,18,3,9,0,0,5,0,0,9,0,25,12,0,0,0,5,0,0,0,0,20,9,3,0,7,9,3,0,0,0,28,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,25,5,18,23,3,4,13,0,116
LGA55740,0,6,11,23,3,18,6,33,0,93,6,44,31,29,16,21,8,29,0,199,34,144,43,40,12,15,21,34,5,351,128,179,52,18,17,20,20,23,7,461,182,194,34,11,34,28,17,16,8,522,122,140,28,9,15,19,4,16,9,367,52,75,9,3,11,3,6,6,0,177,14,17,0,0,0,5,0,3,0,42,0,0,0,0,0,0,0,0,0,0,535,802,205,133,109,134,85,156,40,2203,0,0,0,65,12,62,5,10,0,157,8,48,3,76,42,31,0,8,5,220,27,184,19,67,44,28,0,21,4,396,80,223,7,34,51,10,0,17,8,437,105,237,11,58,77,19,0,0,9,511,44,146,6,34,62,13,0,7,3,314,22,42,8,16,30,7,0,3,4,117,0,3,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,280,891,60,347,312,174,13,74,25,2169
LGA55810,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11,6,0,20,0,8,32,0,3,0,22,3,0,71,6,10,29,5,0,0,20,0,0,75,13,11,21,0,3,0,37,8,0,89,12,4,18,0,0,0,25,7,0,69,6,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,105,11,12,0,113,30,4,346,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,0,8,0,6,3,0,7,0,7,0,0,28,3,3,0,3,3,0,5,0,6,23,3,9,4,4,7,0,4,9,0,29,5,9,0,0,7,0,0,3,0,26,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,6,12,25,7,22,15,0,131
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,5,9,0,19,13,0,9,0,0,0,0,5,0,23,27,0,6,0,0,0,0,5,0,34,17,3,0,0,0,0,6,3,0,29,7,0,3,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,77,3,21,0,0,0,10,22,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,3,0,0,0,0,11,7,5,0,3,0,0,0,0,0,19,11,3,0,3,0,0,0,0,0,25,12,3,0,0,0,0,3,3,0,27,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,4,12,15,3,9,11,3,100
LGA55950,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,6,0,9,0,0,3,5,5,0,23,9,7,5,0,0,0,4,5,0,26,17,5,4,0,0,0,5,0,0,31,21,0,4,0,0,0,4,0,0,31,20,0,0,0,0,0,3,0,0,24,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,71,11,32,9,3,3,20,17,0,165,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,19,5,6,0,4,3,0,0,5,3,24,4,4,0,3,0,5,3,3,0,27,12,4,0,0,3,5,0,4,0,25,9,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,3,11,17,10,5,10,3,115
