LGA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA54550,7,11,98,302,220,49,12,65,760,0,8,15,8,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,8,15,8,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,9,0,6,4,0,0,0,0,0,10,7,27,110,308,228,47,16,75,810
LGA54620,0,15,48,124,95,21,0,40,345,0,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,3,3,22,61,128,96,21,0,44,381
LGA54690,0,6,33,60,42,8,7,3,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,35,60,42,8,7,8,170
LGA54760,0,14,31,108,86,15,0,35,292,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,14,33,113,92,15,6,38,303
LGA54830,20,109,594,5712,7234,632,119,714,15129,0,74,157,213,13,0,0,24,482,0,12,51,25,0,0,0,10,94,0,86,208,233,13,0,0,35,584,0,59,192,49,0,0,0,53,359,0,18,136,39,0,0,0,23,222,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,4,11,0,82,344,91,0,0,0,86,603,0,3,0,3,0,0,0,31,38,0,3,0,8,0,0,0,7,19,23,284,1146,6050,7251,634,115,875,16373
LGA54900,0,8,48,206,142,36,5,39,486,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,18,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,8,5,0,0,0,0,3,26,0,0,4,0,0,0,0,0,6,10,23,59,211,140,41,8,44,537
LGA54970,3,6,29,83,37,0,0,33,193,0,7,3,8,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,9,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,0,0,7,20,8,12,0,0,3,0,4,5,37,16,38,32,93,48,0,6,52,287
LGA55040,0,18,27,137,74,3,5,66,334,0,15,10,0,0,0,0,28,52,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,28,52,0,0,3,11,0,0,0,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,11,0,0,0,23,39,13,36,5,8,0,0,0,30,88,5,12,3,4,0,0,0,4,36,19,83,47,149,78,9,9,147,547
LGA55110,33,339,1886,9814,15577,1568,238,1125,30586,9,387,1473,1488,72,9,5,242,3672,5,48,302,656,67,7,0,49,1133,13,433,1769,2141,136,19,5,292,4807,0,101,216,91,0,0,0,50,468,0,4,59,121,12,4,0,10,203,0,7,65,120,0,0,0,14,212,0,0,48,107,0,0,0,8,170,0,9,13,3,7,0,0,3,38,0,116,404,444,19,0,0,89,1087,22,97,78,14,4,0,0,97,305,0,9,11,8,5,0,0,9,42,70,998,4152,12426,15737,1589,246,1609,36833
LGA55180,18,67,426,1527,1038,171,55,236,3533,0,55,120,12,0,0,0,17,213,0,4,0,0,0,0,0,0,4,0,59,120,12,0,0,0,17,213,0,9,6,0,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,0,10,6,3,0,0,0,7,29,7,11,0,4,0,0,0,16,44,4,6,9,5,0,0,17,19,52,32,148,565,1555,1051,168,64,295,3877
LGA55250,5,11,26,136,34,4,5,55,279,0,6,8,3,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,7,21,0,5,7,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,3,18,25,36,0,4,4,0,0,13,89,3,0,0,4,6,0,4,14,44,30,64,45,147,46,7,10,90,444
LGA55320,21,114,1420,9743,14429,2969,558,616,29867,10,209,2418,2761,386,48,16,235,6077,0,29,212,700,315,57,8,31,1355,10,247,2624,3455,706,102,21,269,7432,7,195,536,117,4,0,3,59,923,0,85,277,40,0,0,0,25,428,3,94,326,153,10,0,0,52,639,0,49,104,19,0,0,0,7,182,0,6,23,5,4,0,0,0,44,15,426,1261,335,24,0,3,153,2219,0,0,0,0,0,0,0,16,20,0,0,13,15,14,4,0,6,50,44,781,5312,13551,15175,3079,582,1066,39588
LGA55390,3,11,8,19,11,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,6,11,3,3,0,0,0,20,41,0,5,6,0,0,0,0,7,26,12,30,19,30,9,0,4,38,138
LGA55460,4,37,151,528,321,54,20,126,1239,0,12,20,11,0,0,0,18,60,0,0,0,0,0,0,0,0,0,0,8,20,11,0,0,0,18,65,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,28,32,0,0,3,3,0,0,0,0,7,5,48,169,544,325,51,17,180,1351
LGA55530,7,9,14,53,39,11,5,31,171,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,10,0,0,0,28,62,0,0,5,0,0,0,0,0,5,14,21,18,65,41,11,5,61,239
LGA55600,5,11,83,347,246,45,11,97,857,0,11,28,10,0,0,0,13,64,0,0,0,0,0,0,0,0,0,0,11,28,10,0,0,0,13,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6,0,0,19,36,0,0,0,4,4,0,0,0,10,8,38,115,361,252,43,12,132,963
LGA55670,4,4,28,83,72,8,4,27,230,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,32,0,4,4,3,0,0,0,0,13,10,16,35,87,74,8,4,49,278
LGA55740,3,10,160,758,895,315,39,61,2231,0,47,131,103,5,0,0,10,302,0,15,73,133,7,0,0,13,235,0,62,203,230,10,0,0,28,538,0,19,58,0,0,0,0,10,91,14,212,119,4,0,0,0,34,376,0,105,247,19,0,0,0,30,412,0,0,38,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,14,341,464,26,0,0,0,79,925,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,19,413,834,1014,906,312,39,167,3702
LGA55810,3,18,21,78,23,3,0,115,253,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,4,0,0,19,50,0,0,0,0,0,0,0,4,10,18,24,26,80,21,3,3,143,316
LGA55880,3,5,23,80,50,9,4,19,190,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,26,85,50,9,4,17,205
LGA55950,0,7,40,95,58,9,6,29,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,7,18,40,95,58,9,6,30,256
LGA56090,22,146,852,4538,5957,1160,268,413,13365,0,87,222,164,17,3,0,52,538,0,0,0,4,0,0,0,0,5,0,87,222,167,15,0,0,52,539,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,16,0,3,11,0,8,0,0,0,22,8,7,0,3,0,6,0,7,30,8,3,5,5,0,3,0,0,18,37,248,1089,4712,5978,1164,271,476,13971
LGA56160,0,0,5,13,6,0,0,3,21,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,3,0,0,4,0,32,0,3,0,4,0,0,0,4,12,12,16,9,22,9,0,5,5,72
LGA56230,29,126,596,1954,2938,376,112,358,6488,0,24,144,66,4,0,4,26,264,0,0,19,3,0,0,0,3,27,0,24,160,69,7,0,4,33,286,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,8,0,4,6,0,0,0,0,5,19,21,121,47,10,3,0,0,44,251,4,0,4,3,3,0,0,3,18,51,278,814,2039,2952,384,115,435,7075
LGA56300,9,44,105,253,144,24,7,77,661,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,11,0,0,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,24,3,6,3,0,0,0,0,6,24,0,0,0,3,0,0,0,0,3,21,58,114,260,141,24,11,93,722
LGA56370,0,0,27,120,85,20,9,36,298,0,0,15,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,42,126,88,20,9,38,325
LGA56460,6,32,212,783,528,103,17,154,1834,0,24,89,26,0,0,0,24,159,0,0,0,0,0,0,0,0,0,0,24,89,26,0,0,0,24,159,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,19,26,0,0,0,3,0,0,0,0,0,6,62,307,809,528,105,17,190,2026
LGA56580,3,22,376,1749,2685,1143,223,108,6309,3,43,243,205,29,0,0,17,551,0,34,102,172,62,0,0,11,390,3,79,344,387,98,6,0,28,940,0,45,201,36,0,0,0,20,301,0,18,16,0,0,0,0,9,38,0,27,78,46,0,0,0,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,87,287,88,3,0,4,38,509,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,11,9,188,1013,2219,2791,1150,223,179,7771
LGA56620,0,5,46,229,35,0,0,42,360,0,6,14,9,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,6,14,9,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,12,8,4,4,0,0,3,37,3,23,74,241,44,0,3,54,436
LGA56730,14,83,506,1754,1211,207,60,357,4188,0,23,86,26,3,0,0,34,180,0,0,3,0,4,0,0,0,11,0,24,90,26,8,0,0,34,186,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,12,0,0,0,0,0,17,6,10,19,0,0,0,0,8,46,0,3,4,0,6,0,0,10,18,17,125,629,1790,1220,209,63,408,4456
LGA56790,21,40,184,507,289,39,12,153,1244,0,3,38,17,5,0,0,22,91,0,0,10,17,5,0,0,10,48,0,3,49,35,11,0,0,32,134,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,136,165,35,22,10,0,3,28,404,13,19,12,10,0,0,0,22,83,170,233,284,578,308,42,19,255,1880
LGA56860,0,4,22,36,21,7,0,25,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,36,18,7,0,26,115
LGA56930,0,4,12,80,152,114,41,13,415,0,3,0,0,0,0,0,0,8,0,0,10,35,0,0,0,4,56,0,5,12,35,6,0,0,7,62,0,0,12,8,0,0,0,0,19,0,15,24,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,8,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,54,127,158,114,41,22,540
LGA57000,0,5,19,62,45,4,5,33,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,23,35,0,0,0,0,0,0,0,3,9,3,11,18,63,46,6,4,58,209
LGA57080,3,18,52,171,96,25,4,18,389,0,5,34,14,4,0,0,4,63,4,48,221,415,68,10,9,29,802,4,52,250,426,75,13,9,33,861,8,144,278,65,0,0,0,34,524,47,538,787,264,15,0,0,141,1782,88,959,1983,679,35,5,4,280,4025,134,1447,2932,871,22,0,16,467,5890,0,0,0,0,0,0,0,0,0,271,3086,5976,1883,75,3,23,911,12228,3,0,0,0,0,0,0,360,366,3,25,6,0,0,0,0,15,54,288,3175,6288,2483,244,43,35,1338,13900
LGA57140,3,17,87,189,98,16,5,35,459,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,87,191,98,16,5,35,468
LGA57210,17,55,318,858,549,89,37,180,2114,0,11,12,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,11,12,0,3,0,0,0,29,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,9,8,0,0,0,8,34,0,0,0,0,4,0,0,0,9,21,83,344,866,555,90,37,190,2187
LGA57280,14,127,226,1675,1280,140,28,459,3944,0,119,198,283,59,5,0,147,808,0,20,53,136,52,7,0,48,313,0,132,253,422,110,6,0,197,1129,8,96,152,55,0,4,3,103,419,0,27,88,11,0,0,0,12,137,0,38,41,17,0,0,0,46,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,161,280,82,0,8,9,162,705,80,141,38,16,11,3,0,222,514,18,52,10,7,3,3,3,35,127,127,618,803,2204,1404,156,34,1076,6418
LGA57350,0,5,33,156,86,11,0,119,406,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,0,0,0,9,0,6,37,160,91,11,4,121,426
LGA57420,7,43,126,337,219,33,6,68,840,0,3,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,11,0,0,0,6,6,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,12,5,27,5,0,0,0,0,6,44,3,0,0,0,0,0,0,0,8,14,71,135,349,227,33,6,82,910
LGA57490,32,230,1392,12835,25997,2654,372,1810,45323,6,197,953,902,57,0,0,147,2258,3,54,233,255,35,5,0,40,626,8,250,1189,1161,87,5,0,183,2882,0,113,641,236,24,0,0,99,1127,0,24,154,9,0,0,0,17,208,0,60,175,63,3,0,0,23,318,0,0,15,14,0,0,0,0,34,0,5,5,8,14,3,0,3,39,4,210,985,331,41,4,0,146,1720,31,143,102,7,6,0,0,99,392,0,10,7,5,25,4,0,19,64,80,836,3675,14340,26153,2663,375,2258,50382
LGA57630,0,0,12,14,4,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,3,0,25,0,0,0,0,0,0,0,6,3,4,19,11,22,4,5,6,10,75
LGA57700,13,50,284,2300,6216,811,205,407,10290,0,10,12,48,5,0,0,3,82,0,0,0,0,0,0,0,0,0,0,10,12,48,5,0,0,3,82,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,21,0,0,24,3,0,0,0,3,35,8,10,48,36,4,3,0,15,127,0,4,3,3,8,0,0,0,27,15,79,376,2391,6236,814,208,436,10555
LGA57770,7,20,54,155,69,3,3,49,355,0,11,5,8,0,0,0,7,27,0,0,0,3,0,0,0,3,3,0,11,5,11,0,0,0,8,34,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,199,263,19,22,29,6,4,155,695,3,6,0,4,0,0,0,23,42,207,294,82,197,92,13,7,240,1133
LGA57840,3,70,805,3237,3599,834,154,245,8956,4,129,1442,1003,125,12,0,142,2862,4,194,950,1967,315,35,8,132,3603,8,329,2397,2968,440,48,10,270,6466,5,138,542,183,32,3,7,65,971,0,215,480,96,5,0,0,48,840,0,141,197,240,3,0,0,39,621,0,83,327,117,5,3,0,22,562,0,0,0,0,0,0,0,0,7,5,573,1548,636,47,7,3,174,2996,0,0,0,0,0,0,0,0,6,0,9,6,6,0,0,0,8,30,12,980,4760,6850,4088,890,165,700,18454
LGA57910,36,310,3092,24937,19556,3629,541,1830,53935,24,1182,7258,12604,721,62,21,1284,23152,11,347,1887,3553,951,54,7,319,7135,33,1531,9145,16156,1675,116,24,1603,30285,21,1167,3623,506,23,0,4,404,5751,13,560,1468,185,0,0,0,161,2392,3,253,522,167,0,0,0,71,1012,0,44,163,100,6,0,0,25,340,0,13,19,7,3,0,0,7,47,35,2037,5796,961,32,3,6,671,9550,32,56,11,10,11,0,0,49,166,0,12,11,20,7,0,0,26,82,134,3949,18059,42084,21285,3751,574,4180,94013
LGA57980,0,42,522,1606,1026,223,28,62,3513,4,34,125,117,14,0,0,13,308,4,97,384,533,53,0,0,25,1096,7,133,506,654,68,4,0,36,1406,0,245,398,78,0,0,0,30,757,44,342,433,92,8,3,0,51,974,15,436,509,105,0,0,0,96,1156,0,0,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,56,1021,1371,271,9,3,0,174,2922,0,8,0,4,0,0,0,14,22,0,0,0,0,0,0,0,0,4,65,1206,2401,2534,1112,229,27,291,7872
