LGA_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
LGA56090,570,746,1382,1642,2050,1932,627,99,5,9049,6,0,10,15,15,18,3,3,0,76,7,16,54,101,58,41,6,0,0,285,20,19,43,62,86,58,17,0,0,292,0,0,11,14,15,6,5,0,0,45,8,11,44,67,58,58,10,0,0,265,7,26,30,50,41,40,8,6,0,207,182,145,112,116,178,167,52,9,0,949,244,84,56,55,53,41,8,0,0,535,7,13,35,56,67,67,8,6,0,256,7,6,5,12,9,14,5,0,0,60,0,3,27,40,40,25,4,0,0,150,0,14,15,29,30,38,18,0,0,150,7,38,82,110,142,95,32,4,0,500,3,8,37,49,74,56,14,0,0,240,0,21,96,138,212,172,27,3,0,672,40,62,180,268,400,329,103,10,0,1389,26,119,285,346,461,444,94,9,0,1792,21,16,33,37,25,16,5,0,0,162,16,43,86,81,90,60,18,0,0,404
LGA56160,0,0,5,7,12,5,6,0,0,34,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,239,304,615,659,792,705,238,43,7,3597,0,0,16,12,22,19,21,4,0,86,6,17,31,42,31,17,0,0,0,146,16,15,27,36,53,28,3,0,0,188,0,0,7,0,6,5,0,0,0,21,0,5,20,26,34,14,3,0,0,107,5,3,3,14,20,3,0,0,0,48,80,61,67,68,93,74,18,0,0,469,109,41,41,38,47,34,12,0,0,319,3,3,4,8,20,20,9,0,0,59,0,5,0,0,0,0,0,0,0,9,0,0,10,12,11,5,3,0,0,45,3,3,12,14,14,14,6,0,0,72,0,12,34,36,26,20,4,0,0,132,0,8,15,23,38,28,0,0,0,109,5,4,21,32,50,32,8,0,0,158,7,23,61,96,118,103,24,0,0,435,16,48,99,146,147,162,27,3,0,644,10,5,19,7,17,14,11,0,0,87,20,15,41,34,27,24,5,0,0,157
LGA56300,13,7,35,68,62,80,45,15,0,325,0,4,6,10,7,3,11,5,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,4,0,0,22,7,0,6,9,12,15,3,0,0,38,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,12,0,0,3,4,0,4,0,0,0,7,0,0,6,0,3,5,0,0,0,11,0,0,3,10,8,15,6,0,0,43,0,0,4,11,15,16,9,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA56370,3,12,43,34,42,41,22,5,0,206,0,0,6,8,6,17,3,3,0,45,0,0,0,0,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,13,0,0,5,5,4,8,0,0,0,27,0,0,3,3,6,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA56460,70,88,200,174,225,215,100,16,5,1099,3,6,6,17,10,17,0,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,16,0,3,3,0,8,8,0,0,0,18,20,16,14,27,19,14,14,0,0,115,16,9,8,8,14,6,0,0,0,52,0,4,6,3,6,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,10,9,8,3,0,0,0,34,0,0,4,0,0,0,0,0,0,13,0,3,0,11,3,6,3,0,0,33,0,0,3,0,6,4,0,0,0,15,3,5,13,21,11,5,5,0,0,60,0,11,27,35,48,48,13,0,0,184,3,22,66,56,61,72,11,0,0,297,3,0,0,3,0,0,0,0,0,15,4,7,4,12,6,4,0,0,0,44
LGA56580,358,537,780,1000,1305,1030,529,120,12,5674,0,0,0,6,3,9,0,3,0,23,0,5,31,74,64,18,8,0,0,192,7,8,9,16,18,18,0,6,0,86,0,5,4,17,14,6,0,0,0,49,4,12,14,15,30,21,7,0,0,95,3,4,6,18,22,12,0,0,0,66,87,83,36,36,62,49,16,3,0,364,103,86,26,26,28,8,9,0,0,284,3,0,4,11,16,5,0,0,0,40,0,0,10,4,9,0,0,5,0,31,5,10,18,36,44,26,7,0,0,144,6,4,16,28,30,28,14,6,0,127,0,63,125,164,176,89,34,9,0,669,0,9,10,18,24,17,5,4,0,75,0,9,36,42,66,63,17,3,0,239,31,53,73,119,196,198,61,5,0,739,29,102,217,307,385,282,106,11,0,1432,18,18,14,13,20,14,0,3,0,104,15,20,24,26,26,28,10,0,0,141
LGA56620,4,10,22,29,23,28,7,0,0,127,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,3,0,0,0,16,0,0,7,10,8,7,3,0,0,43,0,4,3,11,12,8,0,0,0,35,0,0,5,9,12,7,7,0,0,26,0,0,5,0,0,0,0,0,0,4
LGA56730,148,180,390,381,452,488,190,17,3,2245,0,3,9,7,11,19,15,0,0,58,0,4,6,7,4,6,0,0,0,34,7,6,15,17,15,14,0,0,0,70,0,0,4,0,3,5,0,0,0,15,0,6,9,19,19,6,0,0,0,67,0,3,6,3,14,9,0,0,0,36,57,30,27,54,68,55,18,0,0,302,34,31,22,20,32,24,13,0,0,179,0,5,7,5,20,18,3,0,0,57,0,0,0,4,0,0,0,0,0,4,0,4,7,10,13,9,0,0,0,35,0,0,3,3,7,4,0,0,0,23,0,8,17,14,30,13,7,0,0,80,3,6,11,18,18,15,3,0,0,76,3,11,31,41,62,58,13,0,0,217,5,18,50,66,81,68,13,0,0,299,12,32,70,90,110,117,48,0,0,476,0,0,3,3,9,0,6,0,0,22,4,6,13,21,21,15,0,0,0,83
LGA56790,38,38,117,151,178,241,107,25,5,903,5,0,3,12,10,21,22,3,0,82,0,0,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,3,8,7,11,18,30,3,0,0,77,14,15,17,15,19,33,9,0,0,113,0,0,5,3,0,4,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,6,7,0,0,0,0,11,0,0,8,7,4,4,4,0,0,23,0,0,0,10,9,14,0,0,0,39,0,4,4,11,11,11,0,0,0,42,0,0,10,19,36,36,6,0,0,121,0,0,23,21,24,42,15,0,0,124,0,0,0,0,3,5,5,0,0,13,0,0,4,7,3,4,0,0,0,24
LGA56860,0,4,3,8,14,14,6,0,0,47,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,6,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,21,32,47,37,87,90,46,18,0,387,9,0,0,0,0,0,0,0,0,6,0,0,0,5,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,7,0,0,5,6,3,0,0,0,25,6,8,0,0,4,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,7,5,0,0,19,0,0,0,3,4,9,3,0,0,23,0,3,7,0,12,5,8,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,8,3,9,4,10,8,3,0,0,48,0,11,8,11,14,13,7,0,0,72,6,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,11
LGA57000,4,14,93,94,89,83,17,8,0,395,0,0,5,0,3,11,9,0,0,27,0,6,11,4,9,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,3,5,0,0,0,14,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,9,4,5,0,0,0,17,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5
LGA57080,232,975,3414,2278,1272,1059,387,80,7,9700,0,9,17,0,4,3,0,0,0,28,3,38,166,120,57,33,0,0,0,432,11,16,56,40,28,16,6,0,0,170,0,3,22,21,12,4,0,0,0,61,5,13,66,42,31,15,3,0,0,179,0,3,27,18,16,9,6,0,0,85,94,143,189,80,48,45,11,3,0,608,148,347,449,144,67,34,14,0,0,1210,3,14,39,24,11,17,0,0,0,112,3,13,28,20,10,4,0,0,0,74,7,22,107,65,37,36,4,0,0,275,0,9,40,28,14,11,7,0,0,109,10,98,448,223,85,79,29,10,0,978,3,35,154,61,34,18,10,0,0,317,4,45,127,83,84,60,11,0,0,417,38,112,243,158,107,91,33,4,0,788,22,137,636,274,199,160,44,0,0,1468,12,40,72,28,18,10,4,0,0,185,18,52,77,42,20,21,5,0,0,234
LGA57140,11,18,22,31,33,51,21,5,0,197,0,0,7,7,6,7,10,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,3,0,0,0,0,14,6,0,3,0,0,6,0,0,0,12,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,11,0,4,0,9,8,5,0,0,0,22,0,0,3,3,14,16,5,0,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA57210,75,75,165,186,267,255,139,31,0,1200,3,7,21,26,29,40,34,7,0,168,0,0,0,0,0,0,0,0,0,4,5,0,11,5,18,9,0,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,8,6,3,4,0,0,0,23,0,3,10,0,7,4,0,0,0,13,12,6,10,16,29,29,3,0,0,102,15,6,9,13,17,9,9,0,0,71,0,5,0,3,7,8,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,14,0,0,0,6,4,0,0,0,0,5,0,4,10,10,7,4,0,0,0,34,0,0,0,4,9,4,0,0,0,23,0,6,7,13,24,12,7,0,0,64,0,0,15,40,31,38,9,0,0,134,0,10,26,28,47,53,18,0,0,188,0,0,3,3,6,0,0,0,0,12,0,0,3,5,9,5,5,0,0,25
LGA57280,199,278,1350,1459,1114,834,162,5,0,5402,0,0,0,0,0,0,0,0,0,9,14,60,231,156,82,28,0,0,0,558,5,4,22,9,11,0,0,0,0,63,0,3,10,10,6,0,0,0,0,35,6,13,35,29,29,9,4,0,0,119,0,7,20,19,8,5,0,0,0,62,42,19,70,63,59,47,13,0,0,313,38,30,59,45,38,14,6,0,0,226,4,9,55,51,35,26,7,0,0,192,0,0,6,0,0,0,0,0,0,11,0,0,15,8,0,3,0,0,0,29,3,11,39,14,7,6,0,0,0,76,5,3,26,32,9,9,4,0,0,84,0,8,41,44,18,20,0,0,0,132,9,14,79,56,44,34,5,0,0,243,5,33,134,134,92,61,14,0,0,470,17,48,177,167,110,91,21,0,0,630,0,4,13,11,10,3,0,0,0,45,8,5,42,28,21,19,4,0,0,128
LGA57350,8,4,24,23,32,45,23,9,0,167,0,0,6,3,8,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,8,5,7,6,0,0,0,23,0,0,10,0,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,19,61,233,179,219,189,46,14,3,961,0,3,9,15,8,17,5,0,0,58,4,16,24,16,17,7,0,0,0,79,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,4,7,7,0,0,0,16,0,0,0,0,0,0,0,0,0,5,6,3,5,4,4,6,0,0,0,34,6,8,8,8,9,8,6,0,0,40,0,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,3,8,3,4,0,0,0,17,0,0,0,0,0,6,0,0,0,6,0,0,9,9,5,5,0,0,0,31,0,3,17,12,16,5,3,0,0,57,0,6,18,10,6,16,5,0,0,59,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,7,0,0,0,10
LGA57490,2035,2916,6721,6766,6566,5021,1057,87,9,31172,4,12,23,49,49,25,6,0,0,171,8,67,190,208,157,93,9,0,0,739,55,65,239,252,264,157,27,0,0,1062,7,13,42,51,47,25,0,0,0,189,13,52,220,201,191,150,22,4,0,850,12,22,96,89,104,65,10,0,0,401,609,582,774,680,733,508,85,0,0,3975,899,399,298,280,194,100,25,0,0,2194,6,44,131,141,138,112,26,0,0,606,24,19,36,25,14,9,3,4,0,135,5,35,188,185,149,78,5,0,0,648,13,29,112,103,98,70,17,6,0,460,12,84,300,330,248,134,45,0,0,1148,32,85,258,272,286,187,40,0,0,1161,37,194,467,492,499,345,49,3,0,2086,88,238,728,1146,1209,713,140,5,0,4256,121,527,1381,1575,1726,1290,215,5,0,6842,66,66,124,79,66,37,15,0,0,450,76,113,330,259,251,131,23,3,0,1190
LGA57630,0,3,6,3,5,14,6,0,0,45,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,475,670,1801,1899,1552,1184,317,43,4,7941,9,7,17,25,38,30,19,10,0,153,9,14,59,46,37,20,0,0,0,184,17,21,74,67,68,51,11,0,0,305,0,0,14,17,6,6,5,0,0,52,5,15,91,66,64,36,5,0,0,295,3,12,47,51,42,27,5,0,0,184,132,111,208,178,186,111,22,0,0,947,214,62,57,46,57,30,5,0,0,468,4,14,66,60,52,40,20,0,0,251,6,6,3,5,3,0,3,0,0,31,3,10,39,40,37,16,0,0,0,156,3,10,33,23,31,19,3,0,0,125,7,37,99,106,84,43,8,0,0,385,12,12,60,61,48,32,7,0,0,231,3,18,92,121,112,71,3,0,0,429,26,68,209,230,221,133,32,0,0,923,49,133,462,394,310,226,51,0,0,1623,12,30,33,36,25,10,4,0,0,148,22,32,112,78,65,41,14,0,0,358
LGA57770,12,22,116,116,131,179,51,5,0,630,0,0,0,3,4,8,0,0,0,12,0,0,16,4,9,8,0,0,0,34,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,5,10,5,5,21,4,0,0,55,4,15,34,11,6,11,0,0,0,86,0,4,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,7,6,3,9,0,0,0,21,0,4,12,5,4,9,3,0,0,29,0,0,8,7,11,12,5,0,0,43,0,0,7,12,16,17,0,0,0,57,0,0,21,13,13,27,4,0,0,75,0,0,3,0,0,4,0,0,0,13,0,0,8,3,0,8,0,0,0,20
LGA57840,546,1283,2624,2420,2069,1716,747,129,9,11546,3,4,8,7,5,14,18,4,0,68,0,25,123,124,110,41,0,0,0,422,4,14,64,40,52,39,14,5,0,232,0,0,21,22,21,8,3,0,0,76,0,21,72,74,54,34,16,0,0,280,0,13,21,34,33,18,6,0,0,127,173,211,180,106,118,100,33,4,0,921,219,197,148,90,68,46,16,0,0,790,0,19,33,43,52,32,10,0,0,181,9,8,28,18,19,17,5,0,0,105,0,27,81,92,114,55,20,0,0,396,0,11,46,46,42,58,20,5,0,232,5,137,339,329,199,141,63,7,0,1216,4,35,87,53,58,43,15,3,0,291,10,44,150,140,169,120,25,0,0,660,38,131,332,328,395,359,127,6,0,1725,30,288,656,476,448,446,117,12,0,2480,32,39,64,49,27,29,15,0,0,258,19,50,106,70,66,53,16,0,0,379
LGA57910,2386,4811,14727,14291,11061,8080,2654,416,31,58452,5,9,56,41,48,43,21,5,0,228,0,88,591,593,327,114,20,0,0,1734,82,98,287,311,313,215,75,10,0,1387,4,12,122,135,99,42,4,0,0,423,16,117,479,469,329,223,51,6,0,1695,15,55,181,195,214,137,45,4,0,846,906,1074,1152,816,725,651,187,19,0,5538,905,841,1022,605,401,244,62,3,0,4082,12,69,226,239,197,130,35,3,0,917,14,45,155,129,85,59,20,3,0,501,16,90,448,528,446,241,56,7,0,1834,8,57,241,225,202,165,77,10,0,977,41,326,1524,1437,963,504,161,15,0,4972,27,183,709,563,364,296,96,3,0,2253,22,161,769,933,834,583,107,11,0,3413,126,450,1571,1657,1893,1440,359,26,0,7521,139,1079,3998,3158,2530,2031,638,30,0,13603,113,172,301,223,169,102,32,0,0,1099,101,244,708,549,405,290,86,15,0,2397
LGA57980,184,324,1027,995,835,668,315,64,6,4411,0,0,0,4,0,9,6,0,0,16,0,9,54,68,59,18,6,0,0,212,9,3,11,22,14,20,3,0,0,89,0,0,12,10,5,0,0,0,0,41,0,13,16,29,20,9,3,0,0,91,0,5,9,16,11,5,0,0,0,50,50,78,72,27,42,30,19,6,0,324,68,74,50,21,17,18,8,0,0,252,0,4,7,10,9,15,5,0,0,43,0,5,13,8,11,14,4,0,0,51,0,9,26,35,24,28,7,3,0,124,0,3,14,11,18,16,7,4,0,65,0,47,199,161,145,73,34,3,0,662,0,10,27,14,24,13,0,3,0,94,0,16,55,57,50,49,13,3,0,233,13,39,113,121,157,134,63,6,0,656,8,93,381,246,218,184,78,11,0,1212,7,22,24,16,16,10,4,0,0,107,9,20,22,34,23,16,6,0,0,137
