LGA_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
LGA50840,42,69,177,208,273,282,121,18,3,1192,0,0,5,9,18,11,12,7,0,61,4,5,16,21,18,21,0,0,0,78,3,5,3,3,3,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,7,0,0,0,23,0,0,0,0,0,6,0,0,0,9,18,8,11,22,31,25,0,0,0,119,26,7,16,6,18,26,8,0,0,109,0,0,0,6,7,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,16,0,0,4,5,9,5,5,0,0,19,0,0,4,9,6,11,4,0,0,38,0,3,9,9,8,8,5,0,0,35,0,0,10,15,18,9,0,0,0,50,3,6,13,39,49,45,12,0,0,170,4,3,20,41,62,74,21,4,0,224,0,0,0,3,3,4,0,0,0,17,3,0,12,3,13,8,4,0,0,37
LGA50910,5,13,24,32,48,46,27,8,0,206,0,0,8,8,6,9,8,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,4,4,3,3,5,0,0,18,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,10,0,0,6,10,11,12,6,0,0,36,0,3,5,7,4,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA50980,188,288,998,1119,1033,918,411,63,0,5003,0,29,30,22,18,43,35,4,0,180,0,0,15,19,8,11,0,0,0,59,0,0,15,11,7,19,9,0,0,61,0,0,7,18,4,6,0,0,0,36,0,0,17,42,35,40,20,0,0,149,3,3,13,8,9,10,0,0,0,47,70,34,75,79,86,102,31,0,0,479,63,50,190,71,63,50,24,0,0,506,5,14,50,43,37,37,6,0,0,186,5,6,8,11,11,6,4,0,0,46,0,4,21,19,23,15,8,0,0,90,0,10,18,16,24,21,13,4,0,98,0,13,43,57,52,37,22,0,0,223,10,15,38,47,27,34,14,0,0,185,10,12,99,117,95,79,10,0,0,418,15,40,181,250,198,157,38,0,0,875,28,82,363,325,270,246,50,4,0,1374,3,4,28,24,18,18,9,0,0,111,12,10,37,45,33,21,11,0,0,169
LGA51080,9,13,43,44,50,65,28,6,0,257,0,4,8,17,14,13,8,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,5,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,12,0,7,9,11,3,13,0,0,0,33,0,0,3,7,5,6,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
LGA51120,8,19,46,55,45,40,21,6,0,238,0,0,5,4,11,6,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,4,0,0,4,0,4,3,0,0,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,5,11,8,5,0,0,0,35,0,8,3,8,6,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10
LGA51190,425,634,1500,1477,1511,1366,460,50,0,7422,0,13,17,13,11,4,9,0,0,63,3,17,27,27,28,17,0,0,0,125,22,33,61,69,64,30,8,0,0,288,0,7,13,8,15,11,0,0,0,59,6,12,48,50,46,42,11,0,0,211,4,7,16,10,31,8,11,0,0,89,124,108,171,172,177,162,35,0,0,948,200,87,116,119,116,53,16,0,0,704,6,13,18,15,28,41,10,0,0,130,12,12,14,12,6,0,0,0,0,54,0,7,28,27,33,26,5,0,0,121,3,10,25,21,24,21,7,0,0,116,0,10,43,71,55,48,17,0,0,246,7,14,34,52,59,54,15,3,0,233,4,25,78,79,110,86,16,0,0,395,14,33,129,183,295,236,58,3,0,946,44,159,410,358,418,383,89,3,0,1858,13,12,19,13,21,11,4,0,0,90,9,40,55,52,78,45,13,0,0,300
LGA51260,711,579,1451,1930,2077,1712,667,88,8,9223,12,12,27,40,51,51,36,7,0,237,4,4,35,31,44,8,3,0,0,120,26,17,64,90,80,61,20,6,0,370,0,0,3,12,11,7,6,0,0,40,4,11,56,89,83,42,16,0,0,302,5,6,16,24,30,24,12,0,0,116,198,97,159,201,251,245,65,8,0,1222,289,118,205,264,203,157,37,0,0,1277,3,3,19,31,40,38,11,0,0,147,3,3,9,13,15,6,0,0,0,49,0,0,26,39,41,35,9,0,0,160,5,23,36,43,48,31,25,0,0,198,3,14,59,131,128,76,28,5,0,445,17,24,87,117,133,71,22,0,0,467,10,11,44,83,100,66,16,0,0,331,30,28,155,323,384,248,47,8,0,1213,28,90,318,471,498,463,94,3,0,1968,18,8,27,23,32,21,3,0,0,139,25,40,84,83,106,60,10,3,0,399
LGA51310,441,570,1141,1565,1857,1357,466,82,20,7513,0,0,0,5,3,10,0,0,0,22,0,11,55,118,79,31,0,0,0,294,29,10,23,35,18,21,9,3,0,143,0,0,8,24,15,10,0,0,0,53,0,14,31,55,49,36,7,0,0,199,5,6,15,30,25,17,5,0,0,104,127,113,55,65,81,64,22,0,0,527,148,84,69,32,37,14,0,0,0,391,0,4,23,20,24,16,4,0,0,93,4,8,14,10,25,10,0,0,0,75,4,8,52,58,79,38,5,3,0,241,0,5,15,28,34,28,11,3,0,137,3,60,190,260,240,127,25,11,0,916,6,16,37,49,39,30,10,0,0,175,6,13,61,99,110,78,20,0,0,385,32,46,130,186,315,248,76,13,0,1047,32,125,324,413,498,332,100,6,0,1831,33,23,13,29,28,22,6,6,0,152,19,31,38,39,52,30,18,3,0,223
LGA51330,1155,2895,6127,5665,4684,3324,1082,127,7,25062,0,0,25,25,29,5,7,0,0,99,7,19,129,161,85,43,5,0,0,454,30,56,149,150,148,122,32,0,0,684,4,10,27,59,24,18,9,0,0,143,0,41,145,148,108,74,17,0,0,543,6,26,82,111,89,69,16,0,0,399,332,474,505,349,297,242,62,4,0,2269,501,449,457,273,165,144,29,3,0,2027,12,43,113,116,127,75,16,0,0,512,19,28,46,30,20,14,0,0,0,164,0,29,127,155,113,82,25,5,0,532,3,16,61,70,64,56,16,0,0,286,18,158,428,461,282,160,40,5,0,1545,22,94,266,198,143,93,22,5,0,844,20,74,216,323,302,255,54,0,0,1251,78,221,480,674,771,590,136,11,0,2963,82,504,1282,1290,1149,779,198,9,0,5283,65,80,83,77,33,42,9,0,0,394,39,95,174,189,164,118,37,9,0,822
LGA51400,331,353,705,912,1049,790,217,28,0,4372,10,11,15,13,31,25,17,4,0,117,0,9,20,16,27,13,0,0,0,85,14,13,21,40,39,11,0,0,0,141,0,3,5,8,7,0,0,0,0,30,0,14,26,31,39,28,0,0,0,139,4,3,10,8,10,7,0,0,0,41,108,56,84,102,119,55,12,0,0,538,134,32,30,51,37,20,3,0,0,303,0,8,7,19,18,13,4,0,0,69,6,3,9,0,0,0,0,0,0,17,0,0,18,19,18,14,0,0,0,66,3,6,10,19,6,13,0,0,0,62,3,10,34,41,39,22,13,0,0,152,6,10,28,35,47,12,4,0,0,139,4,13,31,71,74,34,4,0,0,224,18,14,75,163,224,124,30,0,0,653,26,77,200,295,302,238,38,0,0,1183,16,7,17,11,11,12,4,0,0,82,11,12,37,40,55,27,6,0,0,188
LGA51470,4,10,21,34,27,37,22,0,0,156,0,0,4,0,0,0,4,0,0,13,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,7,0,0,5,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,0,7,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,0,7,9,8,0,0,0,27,0,0,5,0,3,7,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA51540,44,84,296,293,349,368,163,12,4,1614,3,3,24,22,36,48,22,0,0,167,0,4,9,13,0,4,0,0,0,29,0,0,4,3,5,6,4,0,0,21,0,0,3,0,3,3,0,0,0,13,0,3,5,13,12,7,4,0,0,45,0,0,3,4,0,5,0,0,0,9,19,13,21,31,22,39,11,0,0,164,5,14,36,24,18,33,5,0,0,139,0,7,5,16,7,9,4,0,0,47,0,0,0,0,0,5,0,0,0,4,0,0,3,3,3,0,0,0,0,15,3,3,0,0,4,3,0,0,0,16,0,3,14,11,11,8,3,0,0,54,0,6,19,11,19,10,3,0,0,74,0,12,24,31,26,25,5,0,0,123,3,10,31,43,47,39,6,0,0,184,9,18,58,52,53,88,17,0,0,294,0,0,5,4,3,6,3,0,0,23,4,3,5,7,15,11,0,0,0,47
LGA51610,22,12,52,68,99,84,25,9,0,373,4,0,3,6,9,7,7,7,0,41,0,0,0,5,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,7,6,3,4,7,8,0,0,0,38,5,0,0,4,3,0,3,0,0,11,3,0,0,0,4,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,3,6,0,0,0,0,15,0,0,0,3,3,3,0,0,0,9,0,0,6,4,7,8,0,0,0,15,0,0,12,20,19,16,0,0,0,66,4,0,10,10,22,13,4,0,0,59,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,15
LGA51680,67,106,181,263,355,358,93,26,3,1444,6,0,13,7,24,23,15,0,0,96,0,5,11,18,16,12,0,0,0,57,7,0,7,4,7,14,4,0,0,51,0,0,0,3,3,3,0,0,0,11,0,0,13,18,9,11,0,0,0,62,4,3,6,7,15,6,0,0,0,38,32,12,12,6,25,30,0,0,0,122,20,5,3,10,13,9,3,0,0,64,0,0,0,10,9,7,3,0,0,34,0,0,0,5,0,0,0,0,0,6,0,0,7,8,8,7,4,0,0,30,0,0,0,8,3,3,0,0,0,22,0,3,13,19,21,13,3,0,0,68,4,5,3,5,7,6,0,0,0,36,0,0,14,17,25,29,0,0,0,83,10,8,19,36,61,43,9,0,0,179,10,16,30,42,68,49,10,0,0,227,4,4,4,3,3,3,0,0,0,27,5,3,11,12,8,8,0,0,0,58
LGA51710,9,27,112,86,105,100,64,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,17,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,3,0,0,0,6,0,0,4,6,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,18,0,0,4,5,5,5,0,0,0,24,0,0,4,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,7,0,0,0,10,4,0,3,9,7,4,0,0,0,29,0,11,33,38,43,11,8,0,0,145,0,0,10,9,13,7,3,0,0,49,0,0,4,6,0,8,3,0,0,26,8,0,3,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6
LGA51750,163,244,477,455,563,421,220,71,9,2630,0,0,6,4,0,0,0,0,0,12,0,0,24,35,25,10,0,0,0,105,0,3,5,3,8,4,0,0,0,33,0,0,4,3,3,3,0,0,0,10,4,4,16,17,14,15,0,0,0,63,0,5,0,6,14,6,4,0,0,35,46,47,27,20,42,34,8,0,0,237,54,47,25,9,11,8,3,0,0,158,0,0,0,0,12,4,0,0,0,21,0,0,9,4,3,0,0,0,0,21,0,3,8,27,22,10,8,0,0,73,0,8,8,13,16,7,4,0,0,62,3,42,62,68,83,45,17,3,0,326,0,11,12,7,16,8,5,0,0,49,0,10,25,28,30,27,4,0,0,126,22,30,53,69,99,86,34,7,0,386,5,57,140,109,146,122,49,15,0,647,12,11,11,10,11,5,0,0,0,61,14,7,12,19,9,18,4,5,0,87
LGA51820,1578,2766,7084,7652,6319,4473,1252,115,4,31253,4,12,26,44,33,26,8,3,0,152,4,55,235,241,119,66,11,0,0,736,44,72,232,278,271,187,36,6,0,1123,4,10,52,59,50,29,3,0,0,206,17,53,248,252,198,116,32,0,0,917,11,38,96,138,145,100,13,0,0,542,519,536,625,501,518,443,101,6,0,3244,633,387,344,245,203,109,30,0,0,1954,11,59,172,160,185,118,34,0,0,739,9,20,32,27,29,11,0,0,0,134,11,30,209,282,179,92,23,0,0,818,9,35,104,107,89,57,23,3,0,424,16,141,607,600,317,153,41,4,0,1893,19,90,202,214,195,156,42,0,0,920,14,93,378,503,418,270,57,3,0,1727,89,267,904,1073,1160,692,160,4,0,4355,119,681,1860,1760,1513,1202,218,12,0,7361,73,62,119,101,85,58,8,0,0,505,83,146,359,315,258,176,31,4,0,1378
LGA51860,0,11,27,34,31,44,8,6,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,4,3,3,3,0,0,0,0,0,13,0,0,7,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,3,0,0,9,3,0,0,0,17,0,0,10,0,0,10,0,0,0,22,0,0,4,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,112,165,316,369,385,366,85,16,4,1817,0,0,0,4,6,0,0,0,0,14,10,12,17,23,17,12,0,0,0,84,3,9,16,18,12,3,0,0,0,54,0,9,10,9,13,5,0,0,0,48,0,3,12,0,8,9,0,0,0,35,0,0,3,0,4,0,0,0,0,8,31,10,26,40,54,55,9,0,0,229,42,15,42,25,23,24,4,0,0,185,0,3,6,9,10,12,4,0,0,38,0,0,5,0,0,0,0,0,0,3,0,6,5,10,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,4,3,13,4,5,3,0,0,0,30,3,3,12,9,11,5,3,3,0,53,0,4,7,7,30,18,0,0,0,70,4,9,43,58,73,49,12,4,0,243,8,15,52,75,74,74,17,0,0,315,0,0,5,3,5,0,0,0,0,14,12,8,11,14,25,8,3,0,0,75
LGA51960,37,63,280,232,275,236,48,9,0,1181,0,0,0,0,0,0,0,0,0,0,3,18,34,32,48,17,0,0,0,163,0,8,3,9,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,7,0,0,0,19,0,0,0,3,4,0,0,0,0,13,13,4,5,14,19,15,3,0,0,67,9,3,9,10,12,7,5,0,0,57,0,0,3,0,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,20,0,5,0,0,0,0,0,0,0,10,0,3,0,3,5,3,0,0,0,21,0,6,7,12,13,6,0,0,0,42,0,3,22,19,22,17,5,0,0,84,0,7,11,9,10,13,8,0,0,58,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4
LGA52030,0,13,30,30,46,77,21,10,0,235,0,0,7,7,5,12,13,0,0,39,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,8,0,5,6,0,0,0,20,0,0,5,3,5,9,3,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,17,0,0,9,4,7,5,4,0,0,29,0,0,0,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
LGA52100,12,27,44,58,53,52,31,8,5,279,0,0,10,8,12,17,9,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,0,4,4,5,0,0,0,21,3,0,9,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,4,0,0,3,3,3,0,0,0,0,13,0,0,7,10,3,8,4,0,0,32,0,0,7,8,11,11,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
LGA52170,111,178,347,339,445,406,207,46,3,2076,0,0,0,3,6,0,9,4,0,26,0,6,20,24,12,0,0,0,0,65,3,4,3,8,10,4,0,3,0,43,0,0,6,0,0,0,0,0,0,10,0,0,7,12,9,12,5,0,0,41,0,0,4,0,6,4,0,0,0,18,32,27,11,23,30,20,9,0,0,161,44,27,18,10,11,5,3,0,0,114,4,3,0,3,9,4,4,0,0,25,0,4,8,3,8,0,3,0,0,27,0,0,7,9,18,10,3,0,0,59,6,3,9,10,23,20,8,6,0,78,3,25,54,58,63,33,13,0,0,249,0,5,13,4,6,5,0,0,0,33,0,5,17,9,19,9,3,0,0,62,17,12,41,24,63,66,28,0,0,251,3,41,110,71,112,103,26,0,0,475,4,12,9,7,5,5,3,0,0,43,7,14,16,10,7,8,0,0,0,62
LGA52240,3,17,36,45,69,66,40,5,0,282,0,7,11,18,9,18,19,0,0,80,0,0,0,0,3,0,0,0,0,3,0,0,7,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,0,0,0,7,0,0,0,0,0,7,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,9,8,9,0,0,0,25,0,0,0,3,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
LGA52310,9,11,30,22,48,49,28,4,0,206,0,4,4,0,3,4,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,4,3,0,0,22,3,0,0,3,7,4,0,0,0,18,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,12,0,0,6,4,13,7,0,0,0,29,0,0,0,4,14,15,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA52380,4,19,75,52,70,51,11,3,0,289,0,0,0,0,0,0,0,0,0,0,0,0,14,7,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
