LGA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
LGA50840,849,365,350,490,636,804,833,391,89,4821,0,0,0,0,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,22,56,45,44,69,39,14,15,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,59,52,45,77,39,14,15,336,11,28,62,52,53,83,41,14,14,353,0,0,0,0,0,0,0,0,0,9,865,395,408,539,691,889,880,403,105,5177
LGA50910,149,59,62,98,127,117,116,83,41,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,0,7,8,5,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,5,7,8,5,5,0,41,6,8,9,5,7,8,3,5,0,41,0,0,0,0,0,0,0,0,0,0,157,63,80,98,135,126,121,86,41,909
LGA50980,3851,1698,2642,2524,2095,1639,862,256,64,15631,22,13,15,17,17,19,13,10,0,119,81,26,62,69,71,135,148,19,3,615,150,14,50,108,78,254,347,68,0,1077,67,3,48,57,40,130,138,17,0,504,32,11,18,27,38,74,122,26,0,348,395,367,667,556,713,1409,1950,708,59,6822,17,4,20,13,12,35,48,5,0,143,8,9,36,15,12,12,0,6,0,97,12,0,0,18,4,13,9,0,0,47,0,0,0,0,0,0,0,0,0,0,762,435,893,845,969,2054,2758,849,70,9645,780,447,913,860,989,2076,2763,854,72,9764,0,45,94,11,8,6,16,0,0,181,4635,2187,3653,3398,3086,3727,3644,1116,138,25576
LGA51080,219,80,108,125,119,168,97,53,7,975,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,6,0,0,0,28,3,4,8,3,3,6,3,4,0,38,0,0,0,0,0,0,0,0,0,0,224,86,116,127,123,177,98,55,14,1017
LGA51120,179,73,80,104,105,121,132,63,26,890,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,10,11,18,0,4,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,7,11,18,0,4,0,71,0,10,23,7,11,18,5,4,0,75,0,0,0,0,0,0,0,0,0,0,179,80,108,113,123,137,136,64,23,968
LGA51190,5305,3331,3903,3815,3992,4025,3475,2001,905,30744,3,3,8,0,10,20,16,7,3,83,0,3,4,0,0,3,7,0,0,21,0,5,10,9,9,14,3,0,0,44,4,0,0,8,4,5,0,0,0,24,4,0,5,0,0,0,0,0,0,11,106,201,244,218,232,241,123,51,45,1467,0,0,0,0,0,3,3,0,0,13,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,114,210,260,236,248,272,150,54,51,1592,121,216,270,233,258,287,169,63,58,1673,3,6,10,9,9,10,4,0,0,52,5432,3555,4188,4056,4257,4318,3640,2065,957,32469
LGA51260,7426,3397,3407,4679,4990,4667,4728,2610,984,36891,14,3,11,13,14,21,34,25,3,131,0,4,4,7,4,8,5,0,0,33,3,0,9,4,0,8,9,0,0,35,5,0,10,6,3,12,19,4,0,54,5,0,0,0,14,8,0,0,0,28,284,248,378,320,311,538,534,199,48,2855,0,0,0,0,3,9,0,0,0,14,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,301,260,404,339,333,579,569,203,49,3033,314,261,412,347,351,599,604,230,54,3162,18,3,23,5,13,10,5,4,0,74,7750,3658,3835,5033,5350,5282,5336,2847,1036,40131
LGA51310,5570,3325,2605,3579,4186,3404,2402,1525,927,27515,0,0,4,3,0,0,8,0,0,24,0,9,3,9,0,3,7,3,0,31,0,3,5,0,0,4,9,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,104,89,116,102,91,83,102,80,26,798,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,103,125,113,97,99,119,92,29,884,112,103,127,116,97,100,129,93,32,907,0,7,10,7,10,9,13,11,4,65,5682,3435,2738,3699,4289,3518,2540,1626,959,28483
LGA51330,17194,13259,14165,13499,11252,9627,7739,4139,1529,92399,3,9,12,7,11,13,24,9,4,98,7,8,13,9,5,6,3,0,0,45,4,0,15,6,9,7,7,0,0,42,3,0,0,11,4,5,0,4,0,33,0,4,3,3,3,3,0,0,0,15,184,281,280,189,154,125,111,55,32,1408,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,5,0,0,0,15,195,305,313,211,168,154,126,64,34,1577,203,314,327,218,178,171,151,75,36,1674,24,18,50,36,40,78,69,25,12,342,17419,13589,14539,13751,11465,9868,7963,4240,1579,94408
LGA51400,3955,2136,1724,2280,2530,2087,1499,640,126,16980,3,0,0,3,11,3,8,3,0,36,0,0,0,3,3,0,0,0,0,8,4,0,3,4,0,5,3,0,0,15,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,58,81,70,47,41,49,28,11,6,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,81,71,52,44,57,36,16,6,428,69,86,75,50,51,63,41,20,6,467,0,4,5,0,0,4,0,0,0,9,4024,2222,1805,2334,2583,2156,1538,659,132,17459
LGA51470,66,37,48,81,58,79,77,33,10,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,7,7,8,13,20,6,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,7,11,15,20,7,0,77,5,12,7,7,11,12,20,7,0,83,0,0,5,0,0,0,0,0,0,5,66,48,59,90,65,97,93,47,4,575
LGA51540,918,520,656,581,717,683,493,225,65,4851,5,3,6,3,5,10,11,3,0,50,18,3,23,16,17,47,63,4,0,196,32,8,7,23,6,42,86,5,0,210,14,3,7,8,7,36,36,3,0,112,5,0,0,8,8,28,42,13,0,97,191,76,204,205,218,486,814,344,35,2570,0,0,0,5,0,12,16,0,0,35,3,0,3,8,0,4,0,0,0,21,4,3,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,271,95,256,269,258,655,1062,370,35,3268,274,99,262,272,262,659,1073,373,34,3311,0,29,52,17,7,4,0,0,0,109,1194,648,967,868,984,1347,1571,593,98,8266
LGA51610,313,132,117,181,250,227,162,56,9,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,9,4,15,21,7,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,9,4,23,22,7,0,86,0,7,5,9,4,23,22,7,0,86,0,0,0,0,0,0,0,0,0,0,316,141,116,192,253,250,189,66,9,1533
