ILOC_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
ILOC50600104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,3,4,0,0,4,0,0,5,8,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,10,3,0,0,7,4,0,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600106,0,3,0,35,9,0,7,53,10,41,12,178,12,3,61,325,9,25,27,168,3,11,53,297,7,23,25,109,4,0,42,214,7,3,12,80,3,0,29,143,8,0,5,15,0,0,11,42,42,101,88,592,34,21,222,1095,0,0,0,0,5,0,6,5,0,0,0,4,0,0,0,8,0,4,0,13,0,0,4,23,0,0,9,11,3,0,3,25,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,13,33,7,0,10,74,0,0,0,3,5,0,0,11,3,10,6,19,9,5,0,48,25,79,45,74,9,13,11,245,25,52,44,71,4,9,4,211,5,32,32,27,3,5,8,119,5,18,13,14,0,0,5,55,0,3,5,0,0,0,0,7,61,194,139,220,36,28,30,698,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,15
ILOC50600107,0,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,4,3,4,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600111,0,14,4,49,6,0,93,168,23,70,33,266,10,0,426,833,18,57,43,227,12,10,402,764,8,23,38,171,3,3,306,554,7,7,26,105,4,4,202,353,3,0,7,9,0,0,23,45,59,175,148,822,42,20,1468,2739,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,14,0,0,0,0,0,0,0,0,0,5,8,17,0,0,0,31,20,43,15,28,4,9,4,122,4,6,10,25,4,0,13,65,0,8,12,11,0,0,0,37,0,5,8,11,0,0,8,34,0,0,0,0,0,0,8,9,28,74,52,90,14,8,29,298,0,0,0,0,0,0,7,7,0,0,0,0,0,0,38,38
ILOC50600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600201,0,7,3,62,5,4,46,133,16,70,40,273,8,4,160,575,13,44,48,222,6,12,127,474,15,35,43,162,4,8,129,386,14,27,28,117,5,6,89,278,0,13,16,71,0,3,51,159,60,192,174,915,33,32,622,2032,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,6,7,0,0,0,8,0,0,0,3,0,0,0,9,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,21,5,0,9,38,0,0,0,6,3,0,3,15,0,22,3,24,9,4,8,71,32,127,51,80,14,0,9,316,24,78,39,60,13,0,8,220,13,39,31,38,9,11,12,157,9,17,23,26,6,7,16,111,6,16,8,16,0,7,26,72,94,294,158,252,45,30,93,962,0,0,0,0,0,0,12,12,0,0,0,0,0,0,24,24
ILOC50600202,0,4,0,5,0,0,14,16,3,6,0,27,0,0,18,52,9,11,8,25,0,0,15,69,0,0,0,15,0,0,11,33,0,0,9,14,0,0,15,40,0,0,0,10,0,0,0,14,7,29,16,96,7,5,69,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,6,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,17,6,14,4,0,0,43,9,10,8,3,0,3,3,42,0,4,3,3,0,0,3,16,0,0,3,7,0,0,0,16,0,3,0,4,0,0,0,11,18,38,21,37,7,7,4,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ILOC50600203,0,0,0,0,0,0,16,17,0,0,7,45,0,0,35,90,0,10,4,70,0,0,48,138,0,0,5,39,0,0,31,88,0,0,10,18,0,0,19,51,0,0,0,3,0,0,4,14,8,16,23,182,3,3,161,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,0,21,12,18,3,0,0,52,3,17,12,25,3,0,0,58,3,3,11,13,0,0,0,33,0,0,5,8,0,0,4,23,0,0,0,0,0,0,0,0,12,38,37,64,8,3,7,177,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4
ILOC50600204,0,6,0,12,4,3,9,32,11,12,10,104,8,0,31,174,13,23,15,156,3,4,50,265,3,17,13,84,0,3,32,152,0,8,10,49,0,0,21,94,0,0,3,10,0,0,4,20,28,72,54,420,19,11,158,753,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,8,0,3,0,3,0,0,0,7,0,0,0,7,0,0,0,15,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,16,9,4,3,46,0,0,0,0,0,0,0,3,0,7,3,8,4,0,0,18,17,59,32,55,5,0,0,164,8,48,31,57,0,9,9,154,9,15,21,22,0,3,4,83,7,10,9,16,0,0,3,42,3,3,0,4,0,0,0,10,43,138,97,162,8,11,19,483,0,0,0,0,0,0,11,11,0,0,0,0,0,0,11,11
ILOC50600301,3,12,0,133,28,0,100,282,64,152,67,647,21,10,291,1248,91,172,166,660,16,17,330,1450,54,117,119,462,8,17,227,1005,15,44,83,266,5,3,153,570,11,9,11,81,0,6,61,176,234,512,446,2280,107,65,1241,4890,0,0,0,0,0,5,9,18,0,0,0,9,0,0,0,15,3,0,5,37,5,0,12,66,3,4,3,30,0,4,6,50,3,9,7,10,3,5,8,41,0,0,3,0,0,0,5,11,0,0,0,0,0,0,3,4,8,20,26,93,18,3,42,209,0,0,3,16,23,5,0,45,12,49,24,70,21,4,8,182,134,359,144,239,38,17,33,960,125,326,167,222,36,26,28,927,83,150,123,150,25,31,33,588,28,55,57,55,16,22,20,239,9,15,23,13,5,6,15,71,379,953,535,759,152,105,134,3012,0,0,0,0,0,0,50,50,0,0,0,0,0,0,67,66
ILOC50600401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600402,0,0,0,0,3,0,0,0,0,0,0,9,4,0,3,16,3,0,0,9,0,0,4,19,0,0,0,13,0,0,10,24,0,0,0,4,0,0,6,7,0,0,0,4,0,0,4,12,6,3,4,43,3,0,31,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,12,6,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600403,0,3,0,25,4,0,30,55,13,46,32,165,3,7,68,329,22,58,56,203,0,4,66,413,17,23,34,117,4,7,54,259,11,12,33,81,3,7,56,199,6,6,6,26,0,0,20,62,69,143,162,621,22,30,296,1341,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,10,4,0,0,16,0,0,0,3,0,0,6,12,0,0,0,5,0,0,3,5,4,5,0,0,0,0,3,9,0,4,0,0,0,0,0,6,5,11,3,19,3,0,4,55,0,0,0,0,0,0,0,9,0,19,4,6,0,3,4,40,31,120,32,56,12,4,9,268,35,103,50,69,9,6,12,296,18,37,26,25,0,14,8,124,16,18,19,12,0,3,4,73,0,7,3,3,0,4,5,24,103,296,139,179,30,31,40,827,0,0,0,0,0,0,11,11,0,0,0,0,0,0,20,23
ILOC50600404,3,3,0,78,14,3,64,175,27,64,51,422,9,12,215,799,26,65,79,385,15,15,196,773,20,27,46,254,4,10,159,518,18,22,36,202,0,3,143,424,0,6,16,62,0,0,52,134,87,194,229,1417,50,47,891,2911,0,0,0,0,6,0,15,15,0,0,3,16,14,0,6,29,0,5,11,39,8,4,14,80,3,5,10,25,9,0,11,66,0,9,11,19,9,5,14,69,0,5,9,8,4,0,12,42,0,3,0,0,0,0,14,26,5,24,51,104,44,10,89,334,0,0,0,12,14,0,3,28,0,28,7,39,17,3,4,104,49,159,90,162,21,11,33,535,31,136,78,103,24,12,18,402,12,53,55,63,8,9,14,234,12,31,36,43,3,12,13,144,4,7,4,11,5,3,7,40,119,429,278,432,82,49,97,1482,0,0,0,0,0,0,35,35,0,0,0,0,0,0,44,42
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,0,0,0,0,0,0,4,9,0,0,0,8,0,0,10,25,0,0,7,9,0,0,3,17,0,4,0,20,0,0,0,22,0,0,7,6,0,0,6,19,0,0,0,5,0,0,8,17,0,5,8,55,3,0,26,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,12,0,5,4,0,0,0,0,13,0,5,3,0,0,0,0,19,0,4,6,4,0,0,3,16,0,0,0,0,0,0,0,7,6,19,19,12,0,0,3,56,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
ILOC50600502,0,0,0,15,4,0,10,33,5,22,8,58,3,3,102,194,11,22,13,89,0,4,109,245,6,18,14,77,0,3,72,187,4,8,9,48,0,0,48,118,0,0,4,12,0,0,8,23,19,65,48,297,15,13,375,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,16,0,27,8,19,0,0,0,57,14,32,13,21,3,0,0,84,7,17,11,21,6,4,5,68,3,6,19,7,0,0,3,38,0,0,0,0,0,0,9,10,28,78,56,76,14,7,24,283,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,7
ILOC50600503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600504,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,10,0,0,6,0,0,0,4,12,0,0,3,3,0,0,4,14,0,0,3,9,0,0,9,17,0,0,0,9,0,0,10,22,0,0,11,30,4,3,32,82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,3,6,0,0,0,10,0,0,0,6,0,0,0,6,0,0,0,0,0,0,7,6,0,0,3,14,4,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,8,6,14,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ILOC50600505,0,0,0,14,3,0,9,22,0,3,8,97,6,0,52,163,4,10,22,107,0,4,49,191,0,3,17,51,0,0,30,109,0,6,3,28,0,0,25,63,4,0,0,5,0,0,13,22,11,27,44,309,6,5,187,593,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,3,3,0,0,9,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,18,6,0,6,37,0,0,0,4,0,0,0,3,0,8,0,8,3,0,0,22,11,24,13,38,7,0,5,94,7,34,13,40,3,0,7,98,3,12,13,5,0,0,0,48,0,0,3,8,0,0,5,18,0,0,0,0,0,0,0,4,26,78,43,101,15,8,12,277,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9
ILOC50700101,4,16,12,115,28,4,40,212,34,103,60,301,29,10,82,612,50,100,80,229,16,3,68,544,48,121,79,272,10,10,77,625,50,118,115,289,16,12,87,690,79,162,158,390,5,38,215,1042,269,625,489,1630,142,88,604,3847,0,0,0,0,3,0,8,8,0,0,0,6,0,0,0,11,0,0,0,11,3,4,3,22,0,0,0,8,3,0,5,16,0,5,7,4,0,0,6,25,0,8,8,9,0,0,8,19,0,7,0,3,0,3,8,16,4,15,16,39,13,4,29,113,0,0,8,41,31,5,11,91,10,45,21,101,45,5,7,233,61,198,78,221,32,13,14,623,76,190,110,178,18,15,28,615,101,207,140,198,27,36,23,725,100,186,157,171,16,49,46,720,89,256,240,134,21,54,338,1137,440,1094,761,1051,181,168,458,4150,0,0,0,0,0,0,15,15,0,0,0,0,0,0,16,16
