ILOC_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
ILOC50400204,59,62,126,6,7,16,0,3,3,64,76,142,11,7,18,6,10,14,0,0,0,13,14,30,12,3,15,0,0,0,0,0,0,12,3,15,24,15,33,6,10,14,0,0,0,26,17,48,25,41,69,0,0,0,0,0,0,29,45,71,11,12,26,0,0,0,0,0,0,11,13,21,61.9,25,48.5,0,0,0,0,0,0,48.1,15.8,34.8,36.2,18.8,27,85.7,87.5,86.7,0,0,0,40.9,25.7,32.9,13.8,14.1,13.9,85.7,87.5,86.7,0,0,0,21.2,21.6,21.4,4,6,9,0,0,0,0,0,0,6,6,6,6,9,14,3,10,12,0,0,0,11,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0
ILOC50400205,40,37,78,0,5,0,0,0,4,46,41,88,8,3,12,0,5,0,0,0,0,8,9,15,15,8,29,0,0,0,0,0,0,15,8,29,20,18,34,0,5,0,0,0,0,27,20,42,17,19,40,0,0,0,0,0,0,17,19,40,0,3,0,0,0,0,0,0,4,0,3,10,68.2,68.8,68.4,0,0,0,0,0,0,65.2,57.9,61.9,52.4,41,46.9,100,100,100,0,0,0,51.1,44.2,47.7,16.7,12.8,14.8,100,100,100,0,0,0,17.8,18.6,18.2,4,0,4,0,0,0,0,0,0,4,0,4,5,3,7,0,5,0,0,0,0,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
ILOC50400301,225,305,526,134,126,261,72,68,138,429,497,927,60,65,129,115,105,220,4,9,6,180,176,354,23,16,34,0,0,0,0,0,0,23,16,39,81,81,160,117,105,221,4,9,6,200,195,390,126,198,329,13,15,29,7,5,8,149,223,365,13,18,38,3,3,8,63,56,121,85,80,169,25.3,18.1,21.6,0.9,0,0.5,0,0,0,10.6,7.7,9.2,35.7,27.2,30.8,85.7,83.6,84.7,6.8,7.7,7.2,46.3,39.2,42.4,26.7,22.3,24.1,85,83.6,84.3,6.8,7.7,7.2,41.4,36.1,38.6,16,20,36,37,52,86,0,0,0,47,67,120,36,44,77,70,54,130,0,0,8,119,99,219,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,13,13,21,0,0,0,10,13,21,0,0,0,3,12,14,0,0,0,3,12,14,0,10,10,24,50,69,0,0,0,24,56,85,0,5,5,8,10,22,0,0,0,11,8,23,22,36,59,39,19,55,0,0
ILOC50400302,86,91,175,0,0,0,6,5,11,92,100,186,14,6,13,0,0,0,0,0,0,12,6,14,9,3,14,0,0,0,0,0,0,9,3,14,20,6,29,0,0,0,0,0,0,20,6,28,54,74,130,0,0,0,0,3,3,52,80,140,6,6,10,0,0,0,7,4,9,8,8,21,52.4,44.4,50,0,0,0,0,0,0,50,44.4,48.4,25.6,9.9,17.3,0,0,0,16.7,0,7.1,24.7,9.1,16.5,12.2,5.5,8.7,0,0,0,16.7,0,7.1,12.4,5.1,8.5,0,0,4,0,0,0,0,0,0,0,0,4,4,3,11,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,8,15,0,0,0,0,0
ILOC50400303,40,43,82,0,0,0,0,0,0,42,43,82,0,4,4,0,0,0,0,0,0,0,4,4,5,0,5,0,0,0,0,0,0,5,0,5,5,3,5,0,0,0,0,0,0,5,3,5,38,40,77,0,0,0,0,0,0,36,40,75,0,0,0,0,0,0,0,0,0,6,0,6,100,25,57.1,0,0,0,0,0,0,100,25,57.1,7.7,8.9,8.3,0,0,0,0,0,0,7.3,8.9,8.1,0,6.7,3.6,0,0,0,0,0,0,0,6.7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400401,134,124,258,34,13,52,9,6,19,174,151,322,20,26,46,25,11,41,0,0,0,44,36,85,19,11,29,0,0,0,0,0,0,19,11,29,37,36,75,25,11,41,0,0,0,63,47,113,63,62,132,3,3,8,4,0,3,76,73,144,29,21,53,0,0,0,9,3,16,39,24,69,47.4,28.9,38.2,0,0,0,0,0,0,28.1,22.4,25.7,28.6,30.9,29.7,81.3,68.8,77.1,0,0,0,36.4,33.3,35,15,22,18.4,81.3,68.8,77.1,0,0,0,26.1,25.9,26,3,11,12,0,0,0,0,0,0,4,9,15,16,21,30,23,12,34,0,0,0,41,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,3,3,3,0,3,4,6,6,4,0,0,0,5,8,11,19,18,39,14,0,14,0,0
ILOC50400501,115,128,244,10,15,23,13,14,22,135,155,292,13,16,33,10,15,21,0,0,0,24,30,53,8,11,16,0,0,0,0,0,0,8,11,16,25,24,49,10,15,21,0,0,0,36,36,74,90,104,193,0,0,0,0,0,0,90,101,191,0,0,0,0,0,0,13,14,22,10,14,22,33.3,33.3,33.3,0,0,0,0,0,0,23.5,23.7,23.6,20.9,21.1,21,83.3,100,91.3,0,0,0,24.6,25.2,24.9,13.9,14.1,14,83.3,100,91.3,0,0,0,18.8,19.2,19,3,3,12,3,7,12,0,0,0,8,12,26,10,13,20,5,0,10,0,0,0,14,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,3,0,3,0,0,0,3,0,3,3,10,7,0,3,3,0,0
ILOC50400601,323,420,749,1044,1107,2155,285,296,579,1653,1829,3476,147,163,306,885,949,1834,11,3,18,1040,1111,2160,25,19,48,20,8,29,0,0,0,48,32,74,174,183,353,902,958,1863,11,3,18,1082,1143,2230,125,215,343,134,142,277,0,9,9,259,362,629,26,22,47,8,9,14,268,286,554,303,318,621,14.5,12,13.2,2.1,1,1.6,0,0,0,4.1,2.8,3.4,52.9,43.5,47.6,86.5,86.5,86.5,3.9,1.3,2.6,65.8,62.7,64.2,45.2,38.2,41.3,84.7,85.6,85.1,3.9,1.3,2.6,63.2,61,62,24,26,48,183,270,452,0,0,4,209,298,511,113,130,242,693,668,1359,11,0,15,813,797,1612,0,0,0,37,24,59,0,0,0,39,25,59,3,0,3,39,72,112,0,0,0,42,77,115,0,3,8,25,52,70,0,0,0,25,49,71,6,11,20,152,314,461,6,0,6,161,327,485,7,27,33,85,128,213,0,0,0,95,151,249,42,38,81,344,157,504,0,0
ILOC50400602,40,42,84,0,0,0,4,10,6,45,50,94,4,3,12,0,0,0,0,0,0,4,3,12,0,0,3,0,0,0,0,0,0,0,0,3,5,4,15,0,0,0,0,0,0,5,4,15,33,39,67,0,0,0,0,0,0,33,39,67,0,0,0,0,0,0,4,10,6,5,10,10,14.3,16.7,15.4,0,0,0,0,0,0,14.3,16.7,15.4,17.1,13.6,15.3,0,0,0,0,0,0,15.9,11.8,13.7,14.6,11.4,12.9,0,0,0,0,0,0,13.6,9.8,11.6,3,0,4,0,0,0,0,0,0,3,0,4,5,0,8,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0
ILOC50400603,16,23,36,0,0,0,4,0,4,17,23,41,7,6,13,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,7,6,13,11,14,27,0,0,0,0,0,0,11,14,27,0,0,0,0,0,0,4,0,4,4,0,4,14.3,0,7.1,0,0,0,0,0,0,14.3,0,7.1,41.2,33.3,36.8,0,0,0,0,0,0,36.8,30.4,33.3,35.3,33.3,34.2,0,0,0,0,0,0,31.6,30.4,31,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
ILOC50400701,58,55,111,282,258,540,93,70,163,429,382,805,25,11,40,226,228,452,4,0,6,256,242,498,0,0,3,3,0,8,0,0,0,5,0,10,25,12,38,229,227,458,4,0,6,260,246,502,21,35,64,44,30,73,0,0,3,73,66,140,8,6,10,4,3,3,82,62,146,94,71,164,4,7.7,5.3,2.2,0.4,1.3,0,0,0,2.3,0.8,1.6,45.5,24.1,34.9,82.7,87.3,84.9,6.5,4.4,5.6,61.4,63.5,62.4,43.6,22.2,33,80.9,86.9,83.8,6.5,4.4,5.6,60,63,61.4,0,0,0,26,47,75,0,0,0,26,51,78,22,8,33,200,169,370,4,4,5,224,184,408,0,0,0,7,9,17,0,0,0,13,9,22,0,0,0,10,12,22,0,0,0,10,12,22,0,0,0,4,12,16,0,0,0,4,14,20,0,0,0,33,55,82,0,0,0,30,55,87,0,0,4,18,46,62,4,0,3,21,49,68,16,0,15,98,30,131,0,0
ILOC50400702,26,25,48,66,29,86,26,17,42,115,67,179,7,7,14,52,21,71,0,0,0,65,21,85,0,0,0,0,0,0,0,0,0,0,0,0,11,3,19,52,21,71,0,0,0,68,25,89,10,17,28,4,9,15,0,0,3,16,25,43,4,0,4,3,0,9,28,15,46,32,22,52,8.3,25,12.5,0,0,0,0,0,0,1.5,4.3,2.3,50,16.7,33.3,84.1,70.4,80,0,0,0,57,33.3,48.1,45.8,12.5,29.2,84.1,70.4,80,0,0,0,56.1,31.9,47,0,0,0,0,0,0,0,0,0,0,3,3,9,0,10,52,20,72,0,0,0,61,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,4,6,8,0,0,0,7,3,10,0,0,0,4,3,12,4,0,4,22,3,25,0,0
ILOC50400801,146,168,307,104,73,173,47,48,89,288,280,575,52,56,106,76,47,125,0,0,0,126,104,231,3,0,8,0,4,3,0,0,0,10,6,12,61,57,116,76,50,132,0,0,0,134,109,239,74,96,168,22,22,42,0,4,4,94,115,210,13,17,31,3,0,3,47,41,91,60,58,117,10.5,1.8,6.2,1.3,7.7,3.9,0,100,100,5.3,5.5,5.4,39.6,33.7,36.5,75.2,73.2,74.4,0,2.3,1.1,45.5,38.8,42.2,35.4,33.1,34.2,74.3,67.6,71.5,0,0,0,43.2,36.7,40,8,7,14,16,14,29,0,0,0,18,24,47,48,43,88,59,33,97,0,0,0,102,78,182,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,4,3,4,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,6,3,0,3,4,7,18,27,0,0,0,10,24,33,3,6,5,8,8,11,0,0,0,11,8,20,20,16,36,30,12,39,0,0
ILOC50500101,244,274,522,4538,4999,9536,442,415,856,5230,5690,10925,109,77,187,2404,2067,4470,15,16,26,2520,2157,4676,20,26,52,303,319,621,0,4,5,325,352,677,131,106,235,2704,2390,5089,8,20,31,2849,2514,5359,103,163,267,1739,2477,4221,27,31,59,1874,2679,4546,10,12,21,94,133,224,403,364,769,514,499,1013,18.2,25.5,21.4,11.1,13.4,12.2,8.3,29.4,20.7,11.5,14,12.7,53.2,38.3,45.3,59.5,47.8,53.4,2.7,4.1,3.4,54.4,44.2,49.1,43.5,28.5,35.6,52.9,41.4,46.9,2.5,2.9,2.7,48.2,38,42.9,17,16,31,189,326,513,0,3,3,202,344,543,87,62,153,2155,1704,3857,6,7,13,2248,1772,4023,0,4,3,143,86,230,0,0,0,145,86,233,4,0,3,73,76,147,0,0,0,75,76,154,0,3,3,34,53,83,0,0,0,34,54,89,4,4,12,220,408,633,0,0,0,229,417,641,7,20,29,277,419,698,4,0,4,282,442,733,40,47,87,1218,876,2097,11,3
ILOC50500102,244,247,494,18804,19887,38687,816,562,1383,19869,20700,40566,157,129,288,14546,13176,27720,35,22,62,14735,13332,28070,26,20,43,601,681,1282,0,0,3,628,701,1327,187,146,332,15142,13858,29000,37,28,57,15364,14036,29392,55,93,150,3552,5923,9469,18,29,52,3621,6047,9672,4,6,14,117,108,218,769,504,1272,886,620,1502,14.1,11.6,13,3.9,4.9,4.4,2.9,4,3.3,4.1,5,4.5,74.9,59.1,67,80.5,69.7,75,4.3,4.4,4.3,77.3,67.8,72.5,64.4,52.2,58.3,77.3,66.3,71.7,4.2,4.2,4.2,74.2,64.4,69.2,29,31,56,1543,2690,4225,3,3,4,1570,2714,4286,133,98,228,12836,10358,23197,33,18,54,12995,10478,23476,7,3,6,793,610,1412,0,0,0,798,621,1423,0,3,6,1183,1280,2457,3,0,3,1183,1283,2464,3,6,12,311,586,895,4,0,0,318,589,907,11,9,24,3050,4434,7483,4,3,10,3062,4446,7509,15,31,50,2077,2366,4447,4,6,13,2102,2402,4510,73,50,118,5030,2859,7889,9,3
ILOC50500103,128,136,261,3897,4027,7923,291,264,555,4309,4424,8737,61,52,112,2454,2113,4567,8,11,13,2524,2175,4696,18,16,32,206,181,379,0,0,0,230,190,417,82,67,146,2661,2293,4949,9,11,18,2749,2364,5116,39,67,110,1165,1649,2819,12,20,33,1213,1738,2953,4,3,11,67,83,157,268,235,505,349,322,673,26.3,20,23.4,7.7,7.8,7.7,12.5,0,6.3,8.3,8.1,8.2,64.5,47.4,55.6,68.3,56.9,62.5,2.8,3,2.9,63.8,53.4,58.5,47.6,38,42.5,63,52.5,57.7,2.4,3,2.7,58.5,49.1,53.7,4,10,15,252,417,668,0,5,5,251,437,686,56,35,95,2176,1668,3846,8,3,9,2237,1711,3944,0,3,3,154,100,249,0,0,0,156,100,256,0,0,0,86,112,196,0,0,0,87,115,200,0,0,0,42,108,152,0,0,0,42,107,151,4,9,11,330,504,840,0,3,3,335,517,851,6,11,15,303,423,727,0,3,3,313,436,747,26,22,48,1159,682,1848,0,4
ILOC50500104,132,134,266,3712,3913,7621,251,201,451,4096,4241,8341,60,57,113,2755,2351,5103,8,4,13,2817,2413,5229,21,18,40,163,182,346,0,0,0,191,194,384,82,69,156,2914,2531,5442,7,4,16,3007,2606,5616,40,57,103,758,1356,2108,4,3,7,804,1416,2216,5,3,15,39,25,65,240,190,429,285,224,504,30.1,20,25.5,5.6,7.1,6.3,11.1,0,6.3,6.3,7.4,6.8,62.9,52.6,57.7,78.5,64.7,71.4,3.6,3.5,3.5,73.4,61.4,67.3,43.9,42.1,43,74.1,60.1,66.9,3.2,3.5,3.3,68.8,56.8,62.7,7,12,18,223,367,590,0,0,0,227,380,615,51,42,95,2498,1952,4440,3,4,15,2551,2002,4548,0,0,0,132,83,211,0,0,0,132,85,215,0,0,0,76,98,170,0,0,0,76,93,173,0,0,0,26,68,96,0,0,0,26,67,100,0,3,9,280,456,734,0,0,0,282,461,741,3,11,14,301,461,759,0,0,0,302,471,776,33,24,50,1045,714,1757,0,0
ILOC50500105,84,78,158,1596,1596,3184,94,95,187,1770,1758,3535,30,30,64,964,748,1715,0,0,0,999,783,1781,11,11,22,99,85,185,0,0,0,113,100,211,48,44,92,1064,834,1898,0,0,0,1115,879,1990,34,30,66,510,738,1247,4,4,10,551,767,1322,3,3,3,14,22,35,87,90,177,102,115,217,28.3,27.3,27.8,9.6,10.1,9.8,0,0,0,10.3,10.9,10.6,54.8,57.9,56.3,66.9,52.4,59.7,0,0,0,62.9,49.9,56.4,39.3,42.1,40.6,60.5,47.1,53.8,0,0,0,56.4,44.4,50.4,6,12,17,81,122,201,0,0,0,83,132,214,28,20,51,868,616,1480,0,0,0,900,636,1532,0,0,0,48,26,74,0,0,0,48,26,74,0,0,0,19,20,39,0,0,0,19,20,39,0,0,0,9,20,31,0,0,0,9,23,33,0,4,7,83,117,197,0,0,0,87,121,202,0,8,12,95,134,224,0,0,0,91,144,235,19,12,26,447,316,769,0,0
ILOC50500201,125,142,263,5822,6369,12195,373,297,672,6322,6810,13129,63,53,111,4010,3949,7962,13,13,24,4083,4014,8098,12,12,22,203,178,382,0,3,3,218,191,407,77,62,138,4211,4133,8344,9,14,28,4297,4207,8504,47,76,120,1554,2177,3732,8,19,32,1612,2270,3882,0,5,9,58,61,122,355,266,611,416,334,746,19.2,18,18.7,4.8,4.3,4.6,8.3,21.4,15.4,5,4.6,4.8,62.4,43.6,52.5,72.3,64.9,68.4,3.2,4.7,3.9,68,61.8,64.8,50.4,35.7,42.6,68.8,62,65.3,2.9,3.7,3.3,64.6,58.9,61.7,9,11,15,561,939,1499,0,0,0,568,951,1515,56,44,94,3415,2987,6402,8,11,19,3478,3037,6520,0,0,4,280,191,467,0,0,0,277,190,473,0,7,3,322,382,705,0,0,0,325,383,709,0,3,9,133,278,413,0,4,4,135,283,421,5,10,16,934,1354,2288,0,0,3,943,1361,2303,8,7,12,543,665,1211,0,0,0,550,673,1225,29,19,48,1484,762,2248,3,5
ILOC50500301,169,191,357,12836,13254,26085,553,423,967,13556,13864,27419,97,81,174,8407,7516,15929,18,12,28,8521,7613,16137,21,22,42,505,450,956,0,0,0,525,469,1001,117,99,220,8915,7971,16882,20,8,37,9049,8086,17136,50,87,136,3768,5156,8919,23,26,53,3841,5267,9107,3,3,4,160,130,289,505,381,887,667,514,1178,17.1,19.8,18.3,5.7,5.7,5.7,9.1,8.3,8.8,5.8,5.9,5.8,69.6,52.9,60.7,69.4,60.1,64.7,4,2.9,3.5,66.8,58.3,62.5,57.7,42.4,49.6,65.5,56.7,61,3.6,2.6,3.2,62.9,54.9,58.8,20,23,40,869,1355,2224,0,0,0,887,1381,2268,77,60,137,7427,6070,13501,14,11,22,7524,6137,13662,5,0,4,635,340,976,0,0,0,641,342,980,0,4,4,610,665,1271,0,0,0,610,671,1279,0,6,4,177,339,511,0,0,0,176,340,516,17,9,31,2025,2394,4414,0,3,3,2041,2406,4453,8,12,21,1245,1396,2640,6,0,6,1263,1407,2666,36,30,71,2946,1434,4378,4,5
ILOC50500302,178,208,383,13260,14014,27270,731,611,1344,14172,14830,28999,118,90,202,9704,9394,19101,15,15,26,9831,9501,19331,14,7,23,459,428,890,0,0,4,473,440,915,130,101,227,10162,9825,19990,18,13,32,10301,9937,20245,49,96,148,3005,4072,7082,19,22,39,3076,4193,7271,5,5,8,88,110,199,695,573,1271,787,687,1476,9.5,10,9.7,4.5,4.4,4.5,6.3,7.1,6.7,4.6,4.4,4.5,70.4,48.8,58.9,76.6,70.1,73.3,2.2,2.3,2.2,72.7,67.1,69.8,63.7,43.9,53.1,73.2,67.1,70,2,2.1,2.1,69.4,64.1,66.7,17,28,44,1380,2247,3621,0,0,0,1397,2275,3666,94,61,161,8232,7091,15319,12,9,21,8342,7163,15502,7,5,6,605,482,1089,3,0,5,615,483,1098,3,6,7,1076,1298,2376,0,0,0,1074,1311,2386,4,4,8,395,702,1095,0,0,0,400,705,1104,20,23,43,3258,3879,7139,4,7,9,3279,3908,7186,18,7,27,1398,1524,2922,7,4,11,1422,1542,2961,46,37,82,2450,1368,3821,9,7
ILOC50500401,174,180,358,5841,5721,11561,482,355,834,6500,6261,12760,77,79,157,4000,3403,7403,6,9,10,4088,3486,7572,20,24,38,247,199,442,0,0,0,268,217,481,95,94,199,4248,3601,7847,6,9,10,4351,3700,8056,65,76,143,1467,1962,3425,7,14,27,1537,2051,3595,9,3,19,132,163,293,464,335,800,607,508,1115,20.2,20.4,20.3,5.8,5.5,5.6,0,0,0,6.1,5.9,6,56.3,53.8,55,72.7,62.9,67.8,1.7,1.4,1.6,67,59.1,63.1,44.9,42.9,43.9,68.5,59.4,64,1.7,1.4,1.6,62.9,55.7,59.3,12,17,26,357,612,964,0,0,0,366,627,992,68,54,123,3582,2754,6341,6,4,10,3659,2817,6480,0,4,4,245,144,393,0,0,0,245,151,393,3,3,6,337,318,652,0,0,0,338,321,658,4,0,5,66,171,240,0,0,0,67,173,243,4,10,17,907,1111,2016,0,0,0,915,1121,2034,4,18,20,591,618,1203,0,0,0,594,632,1229,41,27,64,1312,655,1969,3,0
