ILOC_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
ILOC50200102,39,51,94,0,0,0,0,0,4,43,51,98,3,6,8,0,0,0,0,0,0,3,5,9,6,3,15,0,0,0,0,0,0,6,3,15,14,7,25,0,0,0,0,0,0,14,12,25,31,41,69,0,0,0,0,0,0,31,41,69,0,0,0,0,0,0,0,0,4,0,3,3,64.3,55.6,60.9,0,0,0,0,0,0,64.3,50,58.3,33.3,17.6,24.7,0,100,100,0,0,0,32.6,18.5,24.7,11.9,7.8,9.7,0,100,100,0,0,0,11.6,9.3,10.3,0,0,5,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0
ILOC50200201,51,40,85,267,142,405,159,45,209,477,227,703,24,16,37,197,78,278,0,0,0,223,94,320,6,4,8,9,0,11,0,0,0,7,8,14,27,15,47,202,83,286,0,0,0,232,100,334,24,21,40,60,52,107,0,0,0,74,75,149,4,0,4,7,0,8,156,45,206,170,51,221,10.7,17.6,13.3,2.5,3.6,2.8,0,0,0,3.4,6,4.2,56,44.7,51.1,76.4,59.7,70.7,0,0,0,48.6,44.2,47.2,50,36.8,44.3,74.5,57.6,68.7,0,0,0,47,41.6,45.2,7,8,21,24,23,51,0,0,0,38,30,70,17,3,21,167,58,225,0,0,0,184,64,245,0,0,0,17,14,25,0,0,0,17,14,25,0,0,0,3,8,4,0,0,0,3,8,4,0,0,0,0,4,5,0,0,0,0,4,5,0,0,5,21,20,36,0,0,0,22,19,40,0,0,0,15,15,26,0,0,0,17,15,28,3,8,8,90,27,116,0,0
ILOC50200202,19,20,47,133,108,241,141,106,245,297,233,531,13,9,23,90,65,151,0,0,0,100,76,179,0,0,0,5,3,7,0,0,0,4,3,8,9,9,21,94,67,161,0,0,0,103,79,187,16,9,21,42,36,75,0,0,0,54,50,100,0,0,0,4,0,0,141,102,239,143,104,247,10,0,4.5,5.3,6,5.6,0,0,0,5.7,5,5.4,43.5,57.1,50,69.3,62.6,66.4,0,1,0.4,35.2,34.3,34.8,39.1,57.1,47.7,65.7,58.9,62.7,0,1,0.4,33.2,32.6,33,0,0,3,8,21,35,0,0,0,16,24,38,7,8,12,80,42,118,0,0,0,83,49,131,0,0,0,9,5,9,0,0,0,9,5,9,0,0,0,0,4,12,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,16,28,0,0,0,11,19,24,0,4,4,9,9,17,0,0,0,9,11,23,6,0,5,49,15,59,0,0
ILOC50200301,17,23,38,678,634,1311,113,106,216,814,757,1571,16,13,28,481,404,887,4,5,7,498,422,918,0,0,0,25,14,39,0,0,0,29,14,36,16,13,25,509,421,926,4,5,7,527,434,959,6,8,16,161,209,372,0,0,0,170,221,385,0,0,0,7,5,15,109,95,210,119,106,222,7.1,0,3.8,4.9,3.3,4.2,0,0,0,5,3.2,4.2,73.7,54.5,63.4,74.6,66.2,70.6,3.6,3.8,3.7,64.7,57.3,61.1,68.4,54.5,61,70.9,64,67.6,3.6,3.8,3.7,61.5,55.4,58.6,0,0,5,22,72,94,0,0,0,26,73,98,12,8,20,454,326,774,4,5,7,469,337,807,0,0,0,59,35,93,0,0,0,63,35,97,0,0,0,5,4,8,0,0,0,5,4,8,0,0,0,3,14,20,0,0,0,3,14,20,0,0,0,39,104,145,0,0,0,39,109,147,0,4,9,34,66,101,0,0,0,33,67,105,3,0,7,203,93,294,3,0
ILOC50200302,31,37,73,158,129,289,34,32,72,227,202,433,10,6,14,113,83,194,3,0,5,123,94,214,6,0,8,3,6,10,0,0,0,10,3,15,13,10,19,114,91,206,3,0,5,130,96,227,20,24,47,39,38,77,0,0,0,61,62,123,0,0,0,3,0,10,34,34,66,39,37,75,33.3,33.3,33.3,4.3,4.5,4.4,0,0,0,6.9,7.1,7,36.4,25,30.4,73,67.7,70.6,7.9,2.9,5.5,57,48.8,53.1,24.2,16.7,20.3,69.8,64.6,67.5,7.9,2.9,5.5,53,45.3,49.4,0,0,3,14,20,36,0,0,0,16,23,37,3,0,5,92,63,158,3,0,5,102,69,173,0,0,0,6,5,11,0,0,0,11,5,10,0,0,0,0,7,8,0,0,0,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,40,0,0,0,9,31,42,0,0,0,17,11,28,0,0,0,20,11,28,3,0,7,25,19,49,0,0
ILOC50200303,57,54,121,1184,1075,2270,195,164,366,1448,1301,2744,16,23,39,684,572,1254,5,3,15,711,598,1306,12,0,14,29,21,45,0,0,0,37,18,55,29,20,49,718,587,1301,5,3,15,750,612,1359,35,32,67,454,478,935,8,9,15,491,520,1016,0,0,6,14,14,29,185,151,337,208,160,365,30.8,9.5,21.3,4.3,3.1,3.8,0,0,0,5.2,3.3,4.3,42.6,37.5,40.2,60.3,54.5,57.5,3,4.3,3.6,51.7,47.4,49.7,29.5,33.9,31.6,57.7,52.8,55.3,3,4.3,3.6,49,45.8,47.5,0,4,4,59,109,164,0,0,0,59,119,174,17,14,30,612,456,1067,3,3,13,633,468,1109,0,0,0,84,43,132,0,0,0,88,43,130,0,0,0,8,26,33,0,0,0,8,26,33,0,0,0,4,24,25,0,0,0,4,24,25,0,0,0,66,112,178,0,4,4,66,116,187,0,3,3,62,103,158,0,0,0,62,105,168,17,8,21,364,140,509,0,0
ILOC50200401,381,483,862,2802,2921,5721,421,398,827,3600,3807,7408,115,149,268,1685,1585,3269,3,12,17,1805,1743,3550,60,40,98,145,99,248,9,0,9,211,138,350,174,186,362,1832,1687,3518,8,12,16,2020,1881,3900,186,270,458,931,1214,2144,8,23,28,1128,1504,2628,20,28,43,34,25,59,404,372,780,456,423,877,34.3,20.2,27,8,6,7,41.7,0,25,10.5,7.4,9,46.2,39,42.2,65.4,57.7,61.5,2.8,2,2.4,56.1,49.5,52.7,30.3,31.1,30.8,60.2,54.2,57.2,1.7,2,1.8,50.2,45.8,47.9,11,32,42,150,310,455,0,0,0,163,338,500,102,116,218,1525,1257,2779,5,12,18,1629,1384,3010,0,4,7,113,72,185,0,0,0,112,78,189,0,4,4,55,46,104,0,0,0,55,48,105,0,0,4,19,50,73,0,0,0,23,56,76,4,11,14,154,301,456,0,0,0,158,316,473,12,38,45,153,281,437,0,3,3,163,320,484,56,71,130,905,461,1370,9,8
ILOC50200402,334,269,602,2953,2930,5884,289,246,533,3574,3447,7018,109,132,245,2096,1970,4065,12,10,19,2215,2113,4331,22,17,33,72,65,140,0,0,0,91,81,168,125,145,277,2171,2036,4203,12,10,19,2302,2189,4500,205,108,309,758,879,1638,6,9,12,958,999,1962,5,5,13,24,13,40,271,232,500,307,254,556,14.1,10.1,12,3.3,3.2,3.3,0,0,0,3.9,3.7,3.8,38.1,55.6,45.8,73.5,69.4,71.4,3.5,4,3.7,64.5,63.6,64.1,32.7,50,40.4,71,67.1,69.1,3.5,4,3.7,62,61.3,61.6,14,42,56,240,422,665,0,0,0,252,466,721,89,89,181,1839,1525,3365,7,5,15,1942,1622,3565,0,4,3,119,86,207,0,0,0,124,92,209,0,0,0,33,63,90,0,0,0,33,63,93,0,6,6,22,79,101,0,0,0,22,84,109,6,15,22,157,386,539,0,6,6,167,400,564,5,19,26,197,331,530,0,0,0,201,359,560,64,39,97,1046,538,1584,6,0
ILOC50200403,235,284,517,2789,2906,5694,291,246,541,3315,3434,6753,88,116,204,1872,1730,3604,7,6,9,1964,1856,3812,25,13,34,97,59,160,4,0,3,127,74,199,110,128,241,1970,1792,3759,3,6,15,2089,1923,4015,101,139,238,755,1055,1812,10,15,20,869,1207,2069,24,19,41,60,58,119,274,234,508,363,307,667,23,7.8,14.9,5,3.4,4.2,42.9,20,33.3,6.1,3.7,4.9,47.7,45.4,46.4,70.7,61.6,66,2.4,2,2.2,63,56,59.4,36.7,41.8,39.5,67.2,59.5,63.2,1.4,1.6,1.5,59.2,53.9,56.5,5,32,44,220,405,623,0,0,0,225,440,668,79,82,154,1631,1307,2939,7,3,7,1713,1393,3107,0,3,4,121,76,195,0,0,0,119,78,199,0,0,0,51,65,119,0,0,0,54,65,117,0,0,0,27,89,111,0,0,0,27,87,117,10,17,19,159,376,531,0,0,0,167,393,559,8,16,20,208,312,520,0,0,0,212,329,543,32,37,64,945,463,1404,6,4
ILOC50200404,235,281,518,4004,4486,8489,367,306,675,4607,5065,9679,121,108,231,2803,2842,5642,11,8,15,2928,2955,5888,19,21,37,96,95,194,0,0,0,117,123,231,139,133,267,2898,2937,5837,10,8,15,3044,3074,6118,94,134,222,1079,1502,2585,12,15,25,1184,1652,2837,11,13,26,31,42,68,347,283,631,384,333,721,12.4,16.8,14.6,3.3,3.4,3.3,10,0,6.3,3.7,3.9,3.8,57.6,47,51.8,72.3,65.6,68.7,2.7,2,2.4,66,60.7,63.2,50.4,39.1,44.3,69.9,63.4,66.5,2.4,2,2.2,63.5,58.3,60.8,16,31,45,432,750,1187,0,0,0,447,782,1234,103,76,180,2349,2075,4425,6,8,15,2455,2160,4621,5,3,6,134,113,245,0,0,0,137,115,256,0,0,0,114,126,239,0,0,0,114,126,238,0,0,0,55,163,218,0,0,0,55,163,225,4,16,21,386,725,1110,0,0,0,388,742,1135,13,19,34,334,474,804,4,0,0,349,493,845,47,43,87,1273,704,1976,8,0
ILOC50200501,125,138,264,2713,2500,5209,510,377,892,3342,3021,6360,63,54,109,1637,1364,3002,9,6,14,1703,1419,3119,13,12,23,62,48,106,0,0,3,73,58,131,72,60,138,1693,1410,3105,9,5,12,1776,1479,3252,41,75,120,963,1045,2017,13,15,36,1026,1137,2167,9,4,10,48,40,88,485,356,842,537,401,940,17.6,18,17.8,3.5,3.3,3.4,12.5,20,15.4,4.1,4,4.1,60.7,43,51.1,62.6,56.5,59.7,1.6,1.3,1.5,53.2,48.9,51.2,50,35.2,42,60.4,54.6,57.6,1.4,1.1,1.2,51,47,49.1,12,14,27,148,335,479,0,0,0,160,350,511,48,35,81,1456,1010,2466,9,4,11,1508,1045,2558,0,0,5,146,84,232,0,0,0,149,89,236,0,0,0,33,33,69,0,0,0,33,38,69,0,3,3,10,63,79,0,0,0,10,63,80,0,5,5,133,274,405,0,0,3,131,280,410,0,6,10,157,242,393,0,0,0,156,253,404,21,18,39,805,338,1147,5,0
ILOC50200601,10,5,15,13,11,21,4,0,3,17,21,42,4,3,7,10,12,18,0,0,0,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,10,12,18,0,0,0,12,13,24,3,4,7,6,0,6,0,0,0,7,4,12,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33.3,50,42.9,83.3,81.8,82.6,0,0,0,60,59.1,59.5,33.3,50,42.9,83.3,81.8,82.6,0,0,0,60,59.1,59.5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,10,12,18,0,0,0,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0
ILOC50200602,136,167,303,316,133,450,150,77,234,605,382,983,32,40,71,267,115,378,5,3,5,300,154,456,11,14,24,9,0,3,0,0,0,16,12,27,37,53,89,269,117,382,5,3,5,315,168,485,74,94,169,37,12,48,0,0,0,112,113,223,21,28,49,12,0,12,147,73,220,178,99,275,24.4,24.5,24.4,1.9,0.9,1.6,0,0,0,4.7,7.8,5.8,30.1,29,29.5,85.4,86.4,85.7,3.9,3.8,3.9,52.4,43.8,49.1,22.8,21.9,22.3,83.9,85.6,84.4,3.9,3.8,3.9,49.9,40.4,46.2,3,7,11,22,28,43,0,0,0,22,31,57,25,25,44,242,87,331,4,3,7,269,112,383,0,0,0,13,0,11,0,0,0,12,0,10,0,0,0,9,5,17,0,0,0,9,5,17,0,0,0,0,0,7,0,0,0,0,4,4,0,5,5,26,37,58,0,0,0,24,39,60,0,3,3,20,13,36,4,0,0,26,22,41,14,9,20,103,19,121,3,0
ILOC50200701,19,23,46,5,3,3,0,0,0,25,24,51,4,0,9,5,3,3,0,0,0,12,5,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,5,3,3,0,0,0,11,5,18,11,13,28,0,0,0,0,0,0,11,13,28,0,0,0,0,0,0,0,0,0,0,0,0,30,0,21.4,0,0,0,0,0,0,23.1,0,15,45.5,19,32.6,100,100,100,0,0,0,52,28,40,31.8,19,25.6,100,100,100,0,0,0,40,28,34,3,3,3,0,3,3,0,0,0,10,4,11,0,0,6,4,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
ILOC50200702,66,41,104,494,507,1007,79,76,156,640,627,1262,38,17,55,345,344,691,0,5,5,387,365,753,0,0,0,5,6,14,0,0,0,5,6,12,43,17,62,353,349,701,0,5,5,390,370,760,26,18,40,132,152,279,3,0,4,160,165,323,5,0,6,14,10,21,76,77,151,93,88,178,5.1,0,3.4,1.1,1.7,1.4,0,0,0,1.5,1.6,1.6,59.1,54.1,57.3,71,68.6,69.8,0,2.6,1.3,60.8,59.7,60.3,56.1,54.1,55.3,70.2,67.5,68.8,0,2.6,1.3,59.8,58.7,59.3,5,0,5,34,42,72,0,0,0,40,42,81,29,15,47,306,302,605,0,5,5,333,326,658,0,0,0,27,21,47,0,0,0,27,18,52,0,3,3,8,25,30,0,0,0,5,22,32,0,0,0,3,14,12,0,0,0,3,14,12,0,0,0,64,101,162,0,0,0,64,101,162,3,0,0,50,50,100,0,0,0,51,53,103,23,3,24,158,63,222,0,0
ILOC50300101,157,178,336,3608,3770,7377,413,366,785,4177,4316,8497,58,85,142,2441,2168,4611,12,12,25,2508,2266,4777,13,8,23,68,59,125,0,0,0,81,65,141,69,93,168,2506,2221,4731,12,16,22,2593,2329,4921,73,81,161,1055,1501,2552,15,28,40,1143,1613,2756,13,0,13,50,50,94,386,330,716,446,374,820,18.3,7.5,12.2,2.7,2.5,2.6,0,7.7,4,3.1,2.7,2.9,44.9,52.2,48.8,69.5,59,64.1,2.9,3.5,3.2,62,54,57.9,36.7,48.3,42.9,67.6,57.5,62.4,2.9,3.3,3.1,60,52.5,56.2,0,16,19,266,447,712,0,7,7,273,463,730,52,70,123,2132,1696,3829,12,10,20,2195,1772,3970,0,0,0,161,93,255,0,0,0,161,93,260,0,0,0,54,54,106,0,0,0,54,54,106,0,0,0,34,91,123,0,0,0,34,97,125,0,5,7,243,493,737,0,5,0,251,504,749,3,8,12,204,356,561,4,3,3,207,364,574,27,28,51,1108,552,1663,5,7
ILOC50300102,59,61,123,1997,1753,3750,284,207,493,2337,2022,4361,37,32,72,1507,1143,2646,4,7,8,1549,1172,2726,0,4,3,43,26,60,0,0,0,41,28,65,44,32,77,1548,1161,2707,4,7,8,1597,1200,2795,14,24,35,424,578,1004,5,9,15,446,603,1051,8,4,10,18,24,45,266,192,464,300,215,519,4.9,8.3,6.5,2.6,1.9,2.3,0,0,0,2.6,2.1,2.4,68.3,60,64.2,77.5,66.2,72.2,2.1,1.4,1.8,68.2,59.3,64.1,65,55,60,75.5,64.9,70.6,2.1,1.4,1.8,66.4,58.1,62.5,0,6,12,69,176,241,0,0,0,69,185,251,40,27,59,1413,940,2352,9,7,7,1452,967,2419,3,0,0,153,81,230,0,0,0,150,84,237,0,0,0,21,38,60,0,0,0,21,38,60,0,0,4,11,36,46,0,0,0,8,35,48,5,4,10,144,281,423,0,0,0,145,288,429,7,5,4,136,190,323,0,0,0,144,190,332,18,10,25,578,258,842,3,0
ILOC50300201,30,53,85,254,186,437,66,57,127,349,293,648,14,18,23,151,116,260,0,0,3,164,128,289,10,9,13,5,3,5,0,0,7,12,11,19,15,20,40,158,113,272,3,5,7,173,135,313,13,24,39,90,66,154,0,0,3,107,96,196,3,3,8,11,3,13,56,54,110,68,61,134,37.5,31.8,34.2,3.2,1.8,2.6,40,33.3,37.5,7.4,7.2,7.3,47.1,44,45.2,61.6,61.3,61.5,7.7,5.1,6.5,50.1,47.1,48.8,29.4,30,29.8,59.6,60.2,59.9,4.6,3.4,4,46.4,43.7,45.2,0,0,0,12,20,34,0,0,0,12,24,37,14,15,25,131,87,213,0,0,3,141,100,245,0,0,0,4,0,4,0,0,0,4,0,8,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,5,15,25,0,0,0,9,15,24,0,3,5,7,17,25,0,0,0,7,17,29,0,4,5,66,23,94,0,0
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,12,0,15,217,77,293,153,37,188,377,110,495,12,0,12,197,58,256,3,0,3,213,59,269,0,0,0,5,0,3,0,0,0,5,0,3,12,0,12,198,58,259,3,0,3,212,58,272,3,0,3,16,11,26,0,0,0,21,11,34,0,0,0,0,0,0,147,37,185,148,37,188,0,0,0,1,1.7,1.2,0,0,0,0.9,1.6,1.1,84.6,100,86.7,92.2,79.7,89,1.3,0,1.1,55.9,53.5,55.4,84.6,100,86.7,91.2,78.4,88,1.3,0,1.1,55.4,52.6,54.7,0,0,0,10,8,18,0,0,0,10,8,18,12,0,12,187,54,239,3,0,3,201,52,252,0,0,0,4,8,10,0,0,0,4,8,10,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,24,17,38,0,0,0,24,17,38,0,0,0,20,4,27,0,0,0,20,4,27,4,0,4,75,7,82,0,0
ILOC50300204,41,56,94,734,668,1404,235,197,432,1003,924,1925,23,22,46,532,400,927,6,0,8,557,424,978,0,0,9,28,20,50,0,0,0,32,21,55,27,24,54,558,419,972,0,0,7,588,446,1039,11,26,36,164,246,410,0,3,9,181,276,453,0,0,0,7,11,14,223,193,420,232,201,434,14.8,11.1,13,4.8,4.8,4.8,25,0,14.3,5.4,5.2,5.3,65.9,50.9,57.4,76.4,62,69.5,1.7,1.5,1.6,58.7,48.2,53.7,56.1,45.3,50,72.7,59,66.2,1.3,1.5,1.4,55.5,45.7,50.8,5,9,12,31,71,95,0,0,0,35,77,108,18,19,35,488,319,807,6,0,3,513,335,849,0,0,0,10,10,19,0,0,0,10,10,19,0,0,0,7,4,15,0,0,0,10,4,18,0,0,0,5,8,13,0,0,0,5,8,13,0,0,4,24,45,69,0,0,0,32,45,74,0,0,0,15,46,61,0,0,0,18,46,62,11,8,15,259,106,364,0,0
ILOC50300205,26,19,51,0,0,0,0,0,0,26,22,48,13,5,15,0,0,0,0,0,0,13,8,19,0,0,3,0,0,0,0,0,0,0,0,3,12,7,20,0,0,0,0,0,0,12,7,22,17,16,32,0,0,0,0,0,0,17,16,32,0,0,0,0,0,0,0,0,0,0,0,0,16.7,12.5,15,0,0,0,0,0,0,16.7,11.1,14.3,46.2,36.4,41.7,0,100,100,0,0,0,46.2,39.1,42.9,38.5,31.8,35.4,0,100,100,0,0,0,38.5,34.8,36.7,4,0,6,0,0,0,0,0,0,4,4,4,9,3,16,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0
