ILOC_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
ILOC50200102,..,9,10,9,3,0,31,..,..,..,0,0,5,5,..,..,..,..,..,3,3,..,9,10,9,3,6,33,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50200201,..,7,3,7,3,0,26,..,..,..,0,0,5,5,..,..,..,..,..,3,3,..,7,3,7,3,10,34,..,52,13,0,0,0,64,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,52,13,0,0,3,66
ILOC50200202,..,11,4,0,0,0,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,4,0,0,0,20,..,35,7,7,4,0,55,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,35,7,7,4,0,55
ILOC50200301,..,7,9,5,0,0,24,..,..,..,0,3,0,3,..,..,..,..,..,0,0,..,7,9,5,0,0,27,..,252,82,78,34,11,452,..,..,..,8,0,16,21,..,..,..,..,..,0,0,..,252,82,85,34,28,472
ILOC50200302,..,3,4,9,5,0,20,..,..,..,0,0,7,7,..,..,..,..,..,0,0,..,3,4,9,5,8,28,..,45,10,15,9,0,84,..,..,..,4,3,3,14,..,..,..,..,..,0,0,..,45,10,14,16,5,96
ILOC50200303,..,9,9,17,8,4,45,..,..,..,0,3,0,3,..,..,..,..,..,8,8,..,9,9,17,10,14,55,..,503,97,78,46,14,741,..,..,..,0,0,7,11,..,..,..,..,..,0,0,..,503,97,78,50,25,752
ILOC50200401,..,100,91,70,41,36,340,..,..,..,7,9,29,41,..,..,..,..,..,0,0,..,100,91,76,46,65,379,..,1006,359,243,114,42,1756,..,..,..,21,23,21,61,..,..,..,..,..,0,0,..,1006,359,272,130,60,1820
ILOC50200402,..,66,48,58,35,24,232,..,..,..,6,3,10,28,..,..,..,..,..,0,0,..,66,48,67,41,40,262,..,939,452,459,171,56,2078,..,..,..,21,27,26,72,..,..,..,..,..,3,3,..,939,452,487,199,85,2155
ILOC50200403,..,81,41,38,23,16,205,..,..,..,8,4,16,33,..,..,..,..,..,3,3,..,81,41,47,29,40,236,..,1014,362,318,116,39,1855,..,..,..,18,19,31,75,..,..,..,..,..,0,0,..,1014,362,347,139,77,1933
ILOC50200404,..,78,57,51,28,20,232,..,..,..,3,0,11,19,..,..,..,..,..,0,0,..,78,57,49,35,35,256,..,1343,606,529,235,84,2802,..,..,..,24,23,29,76,..,..,..,..,..,0,0,..,1343,606,557,258,109,2881
ILOC50200501,..,48,31,15,14,4,116,..,..,..,0,0,10,12,..,..,..,..,..,0,0,..,48,31,19,14,22,126,..,1033,255,257,113,35,1694,..,..,..,18,12,14,46,..,..,..,..,..,0,0,..,1033,255,279,126,48,1741
ILOC50200601,..,5,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,8,..,0,0,0,0,0,0,..,..,..,4,0,0,4,..,..,..,..,..,0,0,..,0,0,4,0,0,7
ILOC50200602,..,29,28,14,6,14,92,..,..,..,3,0,11,15,..,..,..,..,..,0,0,..,29,28,13,12,20,102,..,39,11,7,4,0,54,..,..,..,0,4,3,6,..,..,..,..,..,0,0,..,39,11,7,3,3,60
ILOC50200701,..,7,0,6,0,5,18,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,7,0,6,0,5,17,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50200702,..,25,10,10,0,3,47,..,..,..,0,0,0,0,..,..,..,..,..,4,4,..,25,10,10,0,7,47,..,139,30,35,15,10,229,..,..,..,4,0,7,13,..,..,..,..,..,0,0,..,139,30,35,15,19,237
ILOC50300101,..,60,36,31,21,10,160,..,..,..,6,5,4,7,..,..,..,..,..,0,0,..,60,36,30,24,19,171,..,1239,465,416,162,70,2354,..,..,..,20,22,29,64,..,..,..,..,..,0,0,..,1239,465,437,183,98,2422
ILOC50300102,..,34,10,8,5,5,65,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,34,10,10,5,5,67,..,652,185,240,122,37,1236,..,..,..,14,0,16,30,..,..,..,..,..,3,3,..,652,185,256,128,57,1273
ILOC50300201,..,16,14,4,3,0,29,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,16,14,4,3,3,34,..,79,24,20,7,4,129,..,..,..,5,0,0,5,..,..,..,..,..,0,0,..,79,24,22,7,4,139
ILOC50300202,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50300203,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,14,4,0,0,3,23,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,14,4,0,0,3,23
ILOC50300204,..,22,12,15,0,0,49,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,22,12,15,3,0,47,..,236,106,85,40,17,481,..,..,..,0,0,11,10,..,..,..,..,..,0,0,..,236,106,87,40,28,494
ILOC50300205,..,0,10,0,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,5,5,..,0,10,0,0,3,18,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50300206,..,13,7,9,0,0,29,..,..,..,0,0,0,6,..,..,..,..,..,0,0,..,13,7,10,0,0,28,..,58,15,4,0,0,80,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,58,15,7,0,0,88
ILOC50300301,..,179,126,110,79,58,550,..,..,..,19,16,36,66,..,..,..,..,..,0,0,..,179,126,123,94,101,622,..,2642,1391,1349,582,225,6187,..,..,..,56,51,94,206,..,..,..,..,..,3,3,..,2642,1391,1405,635,322,6393
ILOC50300302,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50300401,..,3,0,0,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,7,0,20,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50300402,..,5,5,6,4,0,18,..,..,..,0,0,7,7,..,..,..,..,..,3,3,..,5,5,6,4,14,33,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50300403,..,3,3,0,4,0,16,..,..,..,3,0,0,4,..,..,..,..,..,5,5,..,3,3,3,7,13,28,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50300405,..,0,0,0,0,3,12,..,..,..,4,4,0,3,..,..,..,..,..,0,0,..,0,0,6,3,3,17,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50300406,..,7,12,3,9,6,30,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,7,12,3,9,10,37,..,0,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,6
ILOC50300407,..,6,8,0,0,0,17,..,..,..,0,4,6,7,..,..,..,..,..,0,0,..,6,8,0,3,8,28,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,4
ILOC50300408,..,0,6,8,3,0,18,..,..,..,0,4,7,17,..,..,..,..,..,5,5,..,0,6,10,5,18,41,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3
ILOC50300409,..,14,12,3,0,10,37,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,14,12,3,0,11,43,..,34,8,5,0,0,48,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,34,8,5,0,0,48
ILOC50300410,..,5,7,0,0,0,14,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,5,7,0,0,10,17,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50300501,..,0,10,4,7,5,23,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,0,10,4,7,7,24,..,47,9,4,5,4,75,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,47,9,8,5,4,72
ILOC50300502,..,6,7,0,5,4,24,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,6,7,0,5,10,27,..,53,19,26,9,0,111,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,53,19,26,9,0,111
ILOC50300503,..,0,0,0,0,0,7,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,0,0,5,0,0,10,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3
ILOC50300601,..,16,19,11,15,4,57,..,..,..,5,14,29,52,..,..,..,..,..,12,12,..,16,19,11,23,49,117,..,6,0,6,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,6,0,0,11
ILOC50300701,..,7,6,0,0,6,25,..,..,..,0,10,0,10,..,..,..,..,..,4,4,..,7,6,0,9,8,36,..,22,0,0,0,0,22,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,22,0,0,0,0,22
ILOC50400101,..,8,4,10,0,3,25,..,..,..,0,3,4,8,..,..,..,..,..,0,0,..,8,4,7,3,12,37,..,8,0,3,0,0,16,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,3,0,0,16
ILOC50400102,..,4,0,3,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,3,3,..,4,0,3,0,5,14,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3
ILOC50400103,..,5,15,4,9,9,42,..,..,..,0,18,31,51,..,..,..,..,..,21,21,..,5,15,4,19,62,104,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50400201,..,9,14,9,13,13,56,..,..,..,0,12,30,39,..,..,..,..,..,13,13,..,9,14,9,25,52,107,..,5,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,5
ILOC50400202,..,0,5,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,5,0,6,0,11,..,0,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,5
ILOC50400203,..,5,3,5,3,4,19,..,..,..,0,0,10,10,..,..,..,..,..,0,0,..,5,3,5,3,12,25,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50400204,..,5,5,12,3,5,34,..,..,..,0,0,6,11,..,..,..,..,..,7,7,..,5,5,12,9,18,45,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,4
ILOC50400205,..,3,4,4,4,3,19,..,..,..,0,6,4,9,..,..,..,..,..,0,0,..,3,4,4,4,8,26,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50400301,..,52,44,31,11,14,147,..,..,..,6,4,26,40,..,..,..,..,..,12,12,..,52,44,38,14,58,203,..,37,14,5,0,0,49,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,37,14,5,0,0,49
ILOC50400302,..,3,4,5,8,7,29,..,..,..,0,3,15,22,..,..,..,..,..,11,11,..,3,4,5,5,34,59,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50400303,..,3,3,9,5,5,22,..,..,..,0,0,7,7,..,..,..,..,..,0,0,..,3,3,9,5,17,32,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50400401,..,18,18,10,12,15,65,..,..,..,4,0,14,21,..,..,..,..,..,4,4,..,18,18,17,12,31,85,..,10,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,0,0,0,0,10
ILOC50400501,..,7,7,8,5,6,38,..,..,..,3,3,36,39,..,..,..,..,..,10,10,..,7,7,11,8,47,91,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,4
ILOC50400601,..,71,74,59,40,33,268,..,..,..,10,4,31,39,..,..,..,..,..,3,3,..,71,74,67,40,63,315,..,310,141,109,48,16,628,..,..,..,7,8,8,20,..,..,..,..,..,0,0,..,310,141,112,52,23,647
ILOC50400602,..,0,0,3,4,8,12,..,..,..,0,5,4,6,..,..,..,..,..,3,3,..,0,0,3,3,12,27,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50400603,..,4,4,5,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,5,5,..,4,4,5,0,7,15,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50400701,..,13,12,7,4,0,34,..,..,..,6,0,5,11,..,..,..,..,..,0,0,..,13,12,13,4,11,44,..,88,29,28,21,0,162,..,..,..,4,3,9,16,..,..,..,..,..,3,3,..,88,29,33,25,12,184
ILOC50400702,..,3,4,3,7,3,15,..,..,..,0,0,6,6,..,..,..,..,..,0,0,..,3,4,3,7,9,20,..,12,3,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,12,3,0,0,0,8
ILOC50400801,..,36,26,18,14,14,102,..,..,..,4,0,5,9,..,..,..,..,..,0,0,..,36,26,17,14,25,118,..,21,13,9,3,0,41,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,21,13,9,3,0,43
ILOC50500101,..,74,58,49,27,27,231,..,..,..,7,5,29,40,..,..,..,..,..,0,0,..,74,58,55,36,52,269,..,1500,638,434,174,105,2846,..,..,..,46,40,41,122,..,..,..,..,..,11,11,..,1500,638,477,212,156,2977
ILOC50500102,..,73,74,74,43,35,302,..,..,..,7,0,14,24,..,..,..,..,..,3,3,..,73,74,83,41,50,334,..,4878,3297,3913,1413,505,14013,..,..,..,206,286,428,924,..,..,..,..,..,52,52,..,4878,3297,4118,1705,988,14986
ILOC50500103,..,46,34,27,12,11,135,..,..,..,0,4,3,13,..,..,..,..,..,0,0,..,46,34,27,21,23,150,..,1254,540,453,184,85,2519,..,..,..,46,39,34,124,..,..,..,..,..,0,0,..,1254,540,501,217,129,2642
ILOC50500104,..,28,29,32,30,24,136,..,..,..,6,0,10,11,..,..,..,..,..,5,5,..,28,29,42,29,40,158,..,879,616,648,298,183,2633,..,..,..,24,45,73,147,..,..,..,..,..,7,7,..,879,616,677,348,266,2789
ILOC50500105,..,17,16,19,6,5,77,..,..,..,0,0,6,6,..,..,..,..,..,0,0,..,17,16,19,6,9,77,..,446,279,169,67,60,1022,..,..,..,15,14,30,63,..,..,..,..,..,0,0,..,446,279,182,82,89,1082
ILOC50500201,..,39,39,30,14,17,141,..,..,..,3,0,3,5,..,..,..,..,..,0,0,..,39,39,34,14,20,138,..,1889,967,818,249,74,3998,..,..,..,61,35,31,127,..,..,..,..,..,6,6,..,1889,967,879,282,110,4132
ILOC50500301,..,58,47,38,15,15,178,..,..,..,10,0,7,20,..,..,..,..,..,5,5,..,58,47,47,20,27,198,..,3887,2014,1728,548,238,8415,..,..,..,131,121,177,432,..,..,..,..,..,15,15,..,3887,2014,1857,674,439,8867
ILOC50500302,..,73,53,25,15,8,170,..,..,..,6,0,0,6,..,..,..,..,..,0,0,..,73,53,27,15,8,173,..,4387,2008,1735,438,102,8671,..,..,..,68,42,58,173,..,..,..,..,..,3,3,..,4387,2008,1801,480,163,8846
ILOC50500401,..,29,53,23,22,12,138,..,..,..,7,5,0,10,..,..,..,..,..,0,0,..,29,53,30,28,9,146,..,1746,808,619,234,75,3483,..,..,..,29,28,46,113,..,..,..,..,..,8,8,..,1746,808,651,258,133,3603
ILOC50500402,..,36,29,13,5,6,95,..,..,..,5,3,0,6,..,..,..,..,..,0,0,..,36,29,16,8,7,104,..,888,501,390,143,80,2004,..,..,..,39,35,44,117,..,..,..,..,..,3,3,..,888,501,428,175,128,2125
ILOC50500403,..,10,14,7,3,0,32,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,14,7,3,0,35,..,808,410,346,143,81,1791,..,..,..,17,23,33,74,..,..,..,..,..,0,0,..,808,410,365,162,117,1862
ILOC50500404,..,40,20,6,5,9,76,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,40,20,13,5,9,79,..,1438,509,412,102,49,2512,..,..,..,25,22,28,79,..,..,..,..,..,4,4,..,1438,509,436,125,87,2596
ILOC50500501,..,50,36,37,15,6,147,..,..,..,9,4,10,15,..,..,..,..,..,0,0,..,50,36,45,18,13,167,..,4549,2772,3474,1252,356,12405,..,..,..,153,181,307,636,..,..,..,..,..,26,26,..,4549,2772,3621,1435,687,13071
ILOC50500502,..,79,54,43,19,18,212,..,..,..,8,0,13,23,..,..,..,..,..,4,4,..,79,54,49,20,36,239,..,3237,2019,1709,688,362,8009,..,..,..,102,133,221,458,..,..,..,..,..,55,55,..,3237,2019,1809,823,637,8521
ILOC50500503,..,5,6,3,6,6,26,..,..,..,0,0,4,0,..,..,..,..,..,0,0,..,5,6,11,6,9,29,..,950,640,738,274,95,2694,..,..,..,36,60,112,211,..,..,..,..,..,13,13,..,950,640,770,333,221,2912
ILOC50500601,..,36,61,42,28,20,187,..,..,..,7,8,5,24,..,..,..,..,..,0,0,..,36,61,50,33,21,210,..,3050,1787,1936,669,177,7616,..,..,..,93,113,156,360,..,..,..,..,..,12,12,..,3050,1787,2023,775,352,7993
ILOC50500602,..,47,43,19,11,8,132,..,..,..,3,0,13,15,..,..,..,..,..,0,0,..,47,43,24,11,19,147,..,2960,1406,1287,422,113,6185,..,..,..,94,101,92,283,..,..,..,..,..,8,8,..,2960,1406,1380,518,218,6479
ILOC50500603,..,81,52,64,34,29,263,..,..,..,8,0,13,24,..,..,..,..,..,7,7,..,81,52,75,36,45,291,..,4266,2858,3182,1054,315,11678,..,..,..,122,149,236,501,..,..,..,..,..,22,22,..,4266,2858,3309,1199,573,12209
ILOC50500604,..,14,11,15,0,6,54,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,14,11,15,0,6,54,..,697,334,237,68,14,1354,..,..,..,14,15,16,37,..,..,..,..,..,0,0,..,697,334,251,78,31,1395
ILOC50500605,..,39,28,17,6,14,106,..,..,..,3,4,0,7,..,..,..,..,..,0,0,..,39,28,20,12,14,115,..,1675,742,530,132,41,3128,..,..,..,41,21,31,96,..,..,..,..,..,10,10,..,1675,742,572,153,80,3236
ILOC50500701,..,85,47,39,21,11,207,..,..,..,4,4,5,10,..,..,..,..,..,0,0,..,85,47,38,27,20,215,..,5020,2088,1953,573,129,9764,..,..,..,78,77,58,213,..,..,..,..,..,0,0,..,5020,2088,2031,651,191,9980
ILOC50500801,..,21,13,12,11,6,69,..,..,..,0,4,3,10,..,..,..,..,..,0,0,..,21,13,12,13,14,74,..,847,541,455,188,102,2136,..,..,..,22,47,73,133,..,..,..,..,..,4,4,..,847,541,475,233,181,2281
ILOC50500802,..,21,35,40,16,6,114,..,..,..,3,3,0,0,..,..,..,..,..,0,0,..,21,35,39,16,6,122,..,2636,2116,2838,1076,397,9072,..,..,..,106,180,386,678,..,..,..,..,..,49,49,..,2636,2116,2945,1259,837,9792
ILOC50500803,..,89,67,46,20,23,249,..,..,..,9,4,13,25,..,..,..,..,..,6,6,..,89,67,53,27,40,272,..,1990,1046,943,447,230,4659,..,..,..,82,58,141,286,..,..,..,..,..,10,10,..,1990,1046,1030,503,389,4952
ILOC50500804,..,31,25,26,3,13,95,..,..,..,0,4,8,11,..,..,..,..,..,0,0,..,31,25,26,10,20,109,..,799,534,562,215,110,2222,..,..,..,33,44,62,141,..,..,..,..,..,9,9,..,799,534,595,263,183,2373
