ILOC_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
ILOC50700101,357,364,723,7189,8322,15517,410,425,835,7952,9117,17068,36,38,75,340,318,656,16,8,31,398,367,763,75,74,151,825,809,1637,49,56,102,940,946,1884,79,59,138,803,815,1620,38,35,74,926,908,1829,89,68,157,1511,1677,3192,100,86,184,1697,1837,3532,59,86,149,1857,2192,4056,111,113,226,2029,2391,4425,21,38,60,1851,2512,4361,92,126,215,1959,2676,4633,343,345,687,6629,7796,14428,294,348,641,7269,8496,15756,0,0,0,25,33,64,0,0,0,31,33,66,0,0,0,14,13,26,0,0,3,15,18,28,0,0,0,13,10,23,4,0,7,18,6,29,0,0,0,12,6,16,0,0,0,8,6,21,0,0,0,0,3,6,0,0,0,4,3,7,28,26,57,505,436,939,136,69,213,670,536,1208,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700102,451,300,755,10039,9868,19908,586,449,1034,11076,10616,21691,36,36,70,540,531,1066,13,21,38,582,584,1173,73,72,145,1414,1317,2727,61,44,102,1545,1434,2975,75,49,124,1117,951,2075,59,49,103,1253,1053,2302,180,67,242,2167,2180,4349,158,92,249,2505,2338,4846,79,60,144,2631,2922,5551,170,129,300,2881,3114,5991,17,17,31,2167,1974,4140,131,109,240,2310,2096,4411,417,282,698,9293,9273,18568,398,355,751,10108,9907,20013,0,0,0,20,20,42,0,3,3,20,27,47,0,0,0,10,4,16,0,0,0,10,4,16,0,0,0,5,4,12,0,0,0,5,4,12,0,0,0,4,8,14,0,0,0,4,8,14,0,0,0,0,0,3,0,0,0,0,0,4,10,14,26,355,361,714,41,37,74,406,409,817,0,0,0,3,3,5,0,0,0,0,3,4,0,0,0,3,4,5,0,0,0,3,3,3,0,0,0,0,0,0,0,0
ILOC50700201,355,329,679,8278,7583,15857,1001,875,1877,9634,8782,18413,25,30,57,371,368,742,39,38,80,435,436,869,87,76,163,936,882,1816,107,122,232,1131,1075,2203,70,41,109,714,613,1322,81,69,148,859,715,1581,72,63,133,1744,1560,3305,206,188,394,2018,1812,3829,82,88,167,2492,2393,4888,347,269,619,2918,2752,5668,27,33,58,2027,1763,3789,220,194,413,2277,1986,4266,322,298,621,7626,7104,14735,804,803,1607,8751,8206,16957,3,3,10,35,21,54,6,0,6,41,24,59,0,0,0,3,5,9,0,0,0,3,5,9,0,0,0,6,6,19,0,0,0,9,6,19,0,0,0,7,4,10,0,0,0,7,4,10,3,0,3,12,7,17,6,0,6,12,7,21,19,15,38,382,296,675,70,32,100,474,344,818,0,0,0,4,5,4,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700202,22,24,40,373,382,753,41,36,76,433,444,869,5,0,5,13,15,27,0,4,0,18,15,33,3,3,6,20,27,51,4,3,11,29,38,64,0,6,6,31,18,47,3,5,8,34,26,55,9,4,9,57,56,115,11,4,12,73,66,132,8,6,14,83,101,187,9,8,17,100,124,221,6,4,11,162,161,328,10,13,23,184,176,360,20,17,37,334,357,690,34,34,65,388,412,798,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,13,26,4,6,3,16,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700203,50,35,85,462,462,926,73,61,136,584,554,1138,4,0,7,26,20,39,0,0,4,29,23,51,7,4,9,42,33,77,5,3,10,52,42,97,9,8,13,39,47,86,4,7,12,57,54,109,9,3,13,93,93,180,11,6,18,116,100,215,9,16,25,139,139,284,29,21,49,180,176,357,10,5,16,124,134,261,15,18,29,148,161,308,43,29,75,431,429,866,63,50,116,539,512,1050,0,0,0,0,4,5,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,50,3,4,9,27,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700204,30,32,64,176,216,387,69,63,134,276,305,582,4,3,8,5,6,11,10,0,9,15,9,23,4,5,14,8,21,28,7,5,11,21,31,54,7,3,6,10,5,15,4,8,9,17,18,38,11,3,16,17,29,50,5,15,19,33,52,80,3,5,9,40,56,96,19,21,36,64,82,146,4,4,4,89,92,177,28,19,48,119,117,234,30,30,56,154,190,344,68,57,120,250,280,523,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,5,26,3,5,11,24,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700205,42,65,108,1026,1067,2095,110,83,198,1185,1214,2399,4,6,7,24,27,57,0,4,3,33,36,69,9,18,29,101,108,203,12,10,21,129,130,254,8,4,13,75,49,131,10,3,13,96,63,157,15,18,28,149,168,318,16,16,33,183,197,379,8,12,16,270,308,575,42,20,64,313,338,654,4,7,7,401,409,811,26,35,65,435,454,885,43,52,93,959,1017,1974,97,77,172,1093,1148,2242,0,0,0,5,3,11,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,59,40,100,11,6,10,70,49,119,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700301,176,210,386,7466,8069,15535,464,397,857,8093,8679,16775,14,24,38,353,328,688,18,14,29,385,364,752,47,29,74,843,762,1606,39,30,63,922,824,1749,27,49,76,757,755,1511,36,35,67,817,836,1655,43,54,99,1722,1808,3529,146,99,247,1912,1956,3869,30,42,73,2020,2244,4265,136,88,219,2183,2375,4555,20,18,36,1767,2165,3929,96,136,231,1878,2317,4201,153,190,339,6891,7613,14507,308,316,627,7350,8116,15468,0,0,0,15,24,44,0,0,0,15,24,44,0,0,0,12,6,16,0,0,0,10,11,18,0,0,0,17,20,33,4,0,5,18,19,39,0,0,0,13,5,20,0,0,0,13,6,24,0,0,0,8,3,10,0,0,5,8,4,11,12,15,23,447,266,707,74,40,117,536,320,849,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,4,0,7,5,0,5,5,6,10,0,0,0,0,0,0,0,0
ILOC50700302,77,108,183,1854,1932,3790,77,59,132,2010,2096,4106,12,12,17,108,123,235,0,0,0,124,136,253,24,25,53,265,247,519,8,8,17,304,280,582,14,27,36,200,195,390,5,10,11,210,227,438,15,25,36,501,527,1033,21,15,36,540,566,1105,11,18,31,467,531,997,21,15,39,499,566,1068,3,9,6,319,310,620,19,8,28,333,323,657,72,93,173,1717,1818,3537,46,42,86,1834,1956,3794,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,46,48,99,12,11,26,62,62,124,0,0,0,5,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700303,176,95,269,1911,1584,3497,109,89,201,2199,1766,3972,11,8,16,100,82,184,6,8,19,118,100,218,6,21,29,211,206,423,14,14,25,238,240,479,24,18,44,203,206,412,14,9,20,244,235,478,95,19,114,623,394,1018,34,25,60,751,441,1191,36,28,59,505,433,935,25,21,45,560,479,1035,3,4,10,268,259,523,16,13,26,285,277,567,167,93,262,1840,1529,3375,82,86,167,2088,1708,3801,0,0,0,3,3,9,0,0,0,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,101,83,179,28,39,67,131,130,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700304,163,155,315,2066,2360,4426,196,218,417,2422,2732,5155,28,14,38,114,115,229,10,14,23,148,144,290,35,26,65,226,218,450,39,33,71,308,277,585,32,35,64,239,246,489,25,33,55,299,307,605,35,37,73,547,601,1143,55,69,122,631,709,1338,24,26,56,542,616,1163,45,50,98,615,698,1307,10,12,21,394,562,955,19,29,48,423,598,1026,152,151,301,1954,2257,4212,164,199,368,2269,2601,4872,4,0,4,6,3,10,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,56,70,121,5,0,4,67,83,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700305,113,129,244,1220,1269,2489,131,119,246,1464,1515,2979,19,18,38,61,64,127,0,11,18,86,93,184,19,16,37,148,135,288,15,12,28,186,173,357,25,28,61,148,128,277,12,16,27,186,179,366,19,28,48,303,334,635,39,39,77,362,396,763,23,23,42,314,340,658,40,26,65,378,386,765,4,8,12,242,261,503,19,15,32,263,289,554,108,118,233,1156,1213,2374,106,103,208,1372,1438,2809,0,0,0,6,9,8,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,26,28,61,5,4,6,40,44,83,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700401,418,383,797,18108,19456,37565,1170,1011,2181,19696,20852,40544,67,31,99,884,950,1841,50,39,88,1005,1030,2030,112,104,214,2643,2464,5104,110,137,252,2860,2707,5567,75,67,145,1767,1576,3338,84,84,171,1927,1731,3654,88,81,168,3812,4377,8186,344,255,597,4251,4710,8953,58,64,122,4743,5389,10134,343,233,577,5147,5685,10834,17,29,43,4264,4708,8966,236,257,493,4511,4989,9507,384,367,743,16420,18120,34535,710,810,1521,17508,19295,36803,0,0,0,64,63,127,0,0,4,65,67,131,0,0,0,19,19,33,0,0,0,19,19,33,0,0,0,14,18,28,5,3,6,16,19,35,0,0,0,22,21,46,4,5,14,26,29,54,0,0,0,9,13,15,0,10,7,14,16,28,40,27,64,1136,1223,2357,205,219,422,1381,1470,2852,0,0,0,7,3,11,0,0,0,11,3,14,0,0,0,3,7,6,0,0,0,3,7,6,0,0,0,0,6,7,0,0
ILOC50700501,120,116,232,2067,1977,4042,337,273,612,2529,2367,4893,10,10,20,114,125,244,13,13,29,143,149,290,25,38,62,260,247,508,32,35,60,316,311,627,26,16,43,195,171,365,42,28,63,260,217,474,20,26,42,472,455,925,86,55,147,582,536,1114,31,25,55,569,540,1110,92,75,167,692,639,1328,8,3,15,448,442,895,79,61,147,537,516,1053,111,106,220,1889,1825,3714,289,243,533,2285,2182,4470,0,0,0,15,18,33,0,0,0,14,16,36,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,5,14,6,0,4,10,3,19,0,0,0,4,0,4,0,0,0,3,0,9,0,0,0,4,4,4,0,0,0,4,4,4,4,6,13,157,67,229,70,18,87,234,92,324,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0
ILOC50700502,55,45,100,1375,1114,2483,267,147,415,1702,1305,3005,6,0,11,65,64,133,12,6,13,83,67,156,9,5,10,118,109,223,23,12,34,144,128,269,8,8,15,97,69,163,19,11,26,125,91,211,12,13,18,333,249,581,87,42,129,424,304,728,18,13,27,468,374,839,102,52,152,582,437,1025,0,7,11,302,245,551,30,28,57,338,280,620,56,40,99,1255,1021,2269,240,131,371,1545,1191,2736,0,0,0,3,0,8,0,0,0,3,5,7,0,0,0,10,5,13,0,0,0,15,5,16,0,0,0,14,0,14,5,0,5,16,0,16,0,0,0,12,3,14,3,0,3,18,3,19,0,0,4,30,7,37,13,0,19,46,12,61,11,5,19,494,139,633,280,50,326,785,195,980,0,0,0,6,0,4,0,0,6,6,0,6,0,0,0,0,0,9,4,0,4,8,0,4,0,0,0,0,0,0,0,0
ILOC50700601,410,408,815,13097,13304,26403,775,576,1354,14285,14286,28567,41,52,91,861,707,1563,33,29,62,937,783,1723,115,92,208,2030,1854,3880,87,68,160,2234,2016,4247,85,75,163,1459,1394,2851,78,57,141,1620,1526,3146,97,99,192,3120,3342,6463,199,137,337,3422,3573,6993,58,74,136,3368,3624,6988,261,149,410,3690,3846,7530,14,19,29,2269,2383,4648,112,138,246,2393,2540,4929,388,382,773,12192,12656,24849,465,456,928,13050,13495,26543,0,0,0,33,26,56,5,0,5,35,26,62,0,0,0,3,3,13,0,0,0,3,3,13,0,0,0,9,13,20,0,0,0,9,13,20,0,0,0,13,8,20,0,0,0,13,8,20,0,0,0,5,6,10,0,0,0,5,5,11,13,19,32,414,310,730,70,24,99,510,356,862,0,0,0,8,6,10,0,0,0,10,9,11,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0
ILOC50700701,51,71,125,1086,1014,2098,126,120,252,1265,1206,2468,3,5,11,57,62,119,9,6,17,66,73,140,11,13,25,101,117,212,14,10,26,128,136,264,5,18,23,92,58,149,14,8,31,115,86,203,5,9,13,217,213,433,21,26,47,241,251,496,18,18,30,320,282,600,42,39,76,371,334,710,7,12,15,305,285,587,27,30,58,337,324,659,47,63,110,988,942,1930,115,108,220,1145,1119,2258,0,0,0,5,0,7,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,5,5,12,45,46,89,4,8,11,59,57,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700702,72,82,158,1922,1695,3619,255,216,474,2253,1996,4249,5,10,12,125,128,248,12,14,21,140,139,283,25,20,47,226,222,447,30,29,61,279,271,552,6,8,18,157,107,263,20,18,39,192,137,325,10,20,34,445,422,865,50,52,106,508,497,1001,21,17,36,571,499,1076,83,65,148,679,583,1257,5,9,13,390,328,716,55,40,94,451,370,825,65,78,143,1730,1510,3234,232,198,428,2026,1783,3809,0,0,0,14,14,24,0,0,0,14,13,25,0,0,0,3,6,12,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,0,0,0,10,7,14,0,0,0,5,0,8,0,0,0,5,0,8,8,15,18,331,86,413,64,14,76,405,113,514,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700703,47,55,104,456,417,873,31,30,60,534,502,1037,3,5,9,20,19,40,0,0,0,24,24,48,12,12,23,46,40,90,3,0,6,69,55,116,3,0,9,39,26,69,4,0,5,52,30,81,7,13,22,72,74,150,6,9,15,87,99,188,10,15,23,136,121,256,11,5,22,154,148,304,4,6,10,135,136,275,0,13,18,145,148,297,47,53,100,420,380,796,31,26,53,491,460,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,19,25,0,0,6,13,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700801,77,62,134,1339,1139,2483,128,118,246,1542,1320,2862,11,6,10,117,94,216,6,14,23,132,111,243,17,16,32,163,156,321,21,16,43,208,187,391,3,7,17,121,76,194,15,7,23,136,94,235,19,19,38,328,340,663,35,28,60,380,386,760,18,7,26,389,316,710,32,32,68,442,361,800,3,5,10,222,159,384,21,18,33,248,186,432,64,58,120,1215,1051,2265,114,107,219,1390,1214,2608,0,0,0,5,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,5,0,6,93,75,165,10,10,16,103,79,186,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
ILOC50700802,115,145,261,1780,1649,3432,173,178,362,2074,1976,4053,13,8,20,100,88,190,9,15,20,128,109,241,27,41,65,229,232,464,22,24,46,281,298,580,27,18,43,121,130,249,12,15,28,161,160,321,19,38,52,393,380,772,33,34,66,440,448,892,29,29,55,543,468,1008,55,56,117,623,556,1182,3,6,7,395,349,745,38,42,81,441,398,838,113,139,247,1645,1497,3144,157,164,323,1917,1800,3709,0,0,0,12,13,17,0,0,0,14,13,22,0,0,0,5,3,4,0,0,0,5,3,4,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,79,52,126,11,11,23,95,69,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700901,1341,1431,2771,42773,46793,89565,2830,2216,5040,46942,50439,97378,169,175,342,2276,2257,4536,120,83,203,2561,2515,5079,357,371,730,5249,5195,10443,238,279,518,5845,5845,11689,254,267,523,4587,4584,9163,270,242,515,5110,5092,10204,297,328,627,8628,9955,18583,804,506,1304,9729,10786,20515,197,220,416,10786,12318,23106,842,555,1400,11828,13095,24924,68,75,141,11245,12486,23727,556,544,1102,11867,13103,24971,1240,1340,2581,39403,44336,83738,1571,1693,3269,42212,47378,89590,3,5,10,120,116,237,7,13,17,135,133,271,0,0,0,28,28,51,0,0,4,28,33,56,0,0,0,38,38,74,3,3,3,41,38,79,0,0,0,5,10,20,0,0,6,15,11,26,0,0,0,11,4,17,0,0,0,12,4,21,51,52,100,977,1083,2064,98,124,223,1124,1255,2383,0,0,0,10,10,19,0,0,0,8,13,27,0,0,0,11,8,19,0,0,0,11,8,19,0,0,0,0,0,0,0,0
ILOC50701001,120,140,256,5175,5192,10364,566,506,1075,5855,5837,11695,12,16,22,239,228,475,37,12,50,291,260,547,27,32,56,644,583,1233,78,71,147,750,687,1434,22,20,46,457,408,865,56,45,101,538,473,1009,20,29,51,872,979,1847,105,111,212,998,1112,2110,25,34,53,1548,1623,3171,176,161,332,1748,1814,3560,11,14,24,1411,1366,2774,115,114,225,1538,1491,3030,107,127,229,4692,4811,9499,462,445,906,5256,5380,10638,0,0,0,19,17,37,0,0,0,19,19,38,0,0,0,10,11,21,5,0,7,17,14,28,0,0,0,9,10,10,3,0,5,9,6,15,0,0,0,0,0,5,0,0,0,3,6,6,0,0,0,6,4,11,0,0,7,7,3,15,12,18,28,358,317,679,43,43,91,417,380,798,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50701002,153,152,302,4083,4055,8132,343,316,659,4574,4522,9093,14,13,28,191,196,390,10,8,16,218,212,429,38,44,83,468,421,892,44,31,77,547,505,1052,42,35,73,417,368,783,30,40,70,487,443,927,23,26,45,809,859,1674,74,62,140,912,950,1857,33,33,65,1214,1240,2452,111,120,234,1354,1396,2752,3,11,10,977,965,1947,67,53,128,1053,1025,2081,144,147,290,3734,3735,7463,267,265,528,4141,4149,8282,0,0,0,15,7,26,0,0,0,15,7,26,0,0,0,6,4,13,0,0,0,6,4,13,0,0,0,3,7,9,0,0,0,3,7,10,0,0,0,8,6,10,0,0,0,8,6,10,0,0,0,4,3,7,0,0,0,4,3,7,10,7,12,317,275,590,51,36,82,370,314,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
