ILOC_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
ILOC50200102,62,73,139,0,0,0,0,0,4,66,78,142,10,12,14,0,0,0,0,0,0,10,12,14,11,17,28,0,0,0,0,0,0,11,17,28,12,7,17,0,0,0,0,0,0,12,6,24,16,19,34,0,0,0,0,0,0,16,19,34,8,20,31,0,0,0,0,0,0,12,24,34,4,3,5,0,0,0,0,0,0,4,3,5,62,75,133,0,0,0,0,0,4,66,77,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200201,67,55,123,273,149,421,161,57,217,507,260,767,3,5,7,3,3,11,0,4,6,7,14,23,17,15,31,3,3,5,0,4,6,21,22,44,10,5,12,23,4,32,22,8,26,50,17,71,18,7,29,90,31,128,83,17,102,197,62,261,22,17,44,75,53,127,39,15,54,134,88,223,3,5,9,70,47,118,21,7,24,95,55,154,65,55,120,250,138,392,153,50,207,474,241,708,0,0,0,0,0,0,0,4,3,5,4,10,5,0,5,19,16,33,10,3,8,31,18,45,0,0,0,20,15,31,0,6,6,24,19,43,0,0,0,15,4,17,5,0,0,20,10,24,0,0,0,10,5,11,3,0,3,15,5,14,14,9,19,487,179,668,414,111,519,911,293,1205,0,0,0,10,3,13,3,0,3,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200202,28,28,58,155,124,279,178,135,315,363,290,653,4,0,4,6,12,21,10,13,20,18,27,40,9,10,11,14,8,19,30,23,53,45,32,80,0,3,8,10,3,19,15,18,29,31,24,55,4,9,18,40,37,74,42,43,89,86,87,174,5,11,17,54,43,94,54,40,95,117,87,205,4,0,6,33,27,58,26,7,32,65,36,97,26,21,47,141,114,257,178,139,316,343,279,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,3,0,5,14,6,21,0,0,0,7,3,8,0,0,6,10,6,16,0,0,0,9,0,10,9,0,9,18,0,18,0,0,0,9,0,7,5,0,5,10,0,13,12,3,12,262,81,346,241,61,308,516,146,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200301,29,26,54,809,762,1568,143,128,272,982,916,1897,5,0,5,34,39,72,6,5,9,40,39,86,5,5,6,96,95,189,28,19,48,126,116,247,6,0,7,80,62,142,7,20,27,91,89,179,7,3,12,142,156,299,29,28,61,179,188,372,8,9,18,289,270,555,47,37,79,339,311,656,3,0,3,173,143,312,24,24,45,201,167,368,25,22,50,748,718,1462,118,122,243,899,861,1756,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,4,3,5,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,0,0,0,9,6,9,0,0,0,3,3,4,0,0,0,3,3,4,0,6,6,36,51,92,5,9,16,52,63,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0
ILOC50200302,46,49,95,191,158,352,48,50,100,292,265,553,3,6,8,8,7,19,6,7,8,16,23,35,12,13,21,28,18,48,10,12,17,46,41,85,5,8,15,9,16,23,5,9,12,22,33,49,7,8,22,47,37,86,9,9,22,70,53,123,13,13,30,57,50,112,10,13,29,83,76,164,5,6,11,43,26,68,12,3,13,55,42,92,44,50,94,177,149,321,48,49,97,266,247,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,4,7,12,0,0,0,8,11,24,0,0,0,12,13,25,0,0,0,3,5,9,3,0,3,11,5,13,0,0,0,7,3,9,0,0,0,7,3,9,5,3,9,28,28,55,13,9,17,44,40,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0
ILOC50200303,88,94,184,1376,1238,2611,234,192,431,1708,1522,3227,13,4,15,41,50,92,7,11,20,63,68,128,18,28,47,147,107,255,26,15,42,197,152,345,14,11,27,88,61,151,12,19,32,119,89,205,21,16,41,210,232,444,45,45,86,280,289,570,18,17,40,442,408,851,70,51,123,530,476,1008,6,14,20,442,375,822,70,51,122,515,439,963,85,88,173,1212,1099,2314,192,180,371,1482,1372,2855,0,0,0,15,10,21,0,0,6,15,10,26,0,0,0,32,28,56,3,3,4,35,26,67,0,0,0,43,39,84,5,5,6,45,47,89,0,0,0,30,31,60,7,0,10,37,35,69,0,0,0,20,21,43,4,6,5,28,25,55,12,9,16,505,492,999,86,82,163,603,581,1186,0,0,0,6,3,10,0,0,4,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200401,609,700,1310,3304,3414,6715,551,537,1091,4462,4648,9114,72,66,143,149,154,303,31,46,77,256,267,522,154,153,312,358,332,692,93,86,180,607,575,1184,114,124,234,377,402,785,71,65,137,569,593,1159,135,173,306,763,784,1544,175,148,323,1072,1096,2173,97,136,235,920,966,1885,121,118,241,1144,1220,2360,34,54,89,736,773,1512,56,64,120,825,897,1719,560,663,1222,3068,3242,6313,477,492,972,4110,4398,8506,0,0,0,5,9,17,0,0,0,11,9,16,0,0,0,5,4,7,0,0,0,5,4,7,0,0,0,9,4,11,0,0,0,4,4,13,0,0,0,5,6,15,0,0,5,7,6,19,0,0,0,0,0,0,0,0,0,0,0,0,64,54,109,208,192,396,98,77,176,362,318,684,0,0,0,9,6,10,0,4,6,3,3,11,0,0,0,0,0,3,0,0,3,7,0,7,0,0,0,0,0,0,0,0
ILOC50200402,481,400,873,3805,3725,7528,355,312,663,4634,4429,9067,32,34,71,253,234,490,16,9,34,308,286,593,105,98,198,593,557,1151,49,46,100,754,700,1454,69,65,134,432,368,798,37,43,80,536,472,1009,160,90,249,908,991,1897,101,89,190,1165,1171,2333,92,81,169,1033,1053,2084,115,82,190,1232,1214,2445,13,29,46,582,523,1103,37,39,79,638,591,1225,455,378,835,3490,3525,7013,237,255,493,4183,4162,8342,0,0,0,6,7,14,0,0,0,9,7,13,0,0,0,12,11,19,3,0,3,11,11,26,0,0,0,15,8,22,0,0,0,15,11,26,0,0,0,7,8,14,4,3,6,17,9,21,0,0,0,3,5,7,0,0,3,3,9,14,22,25,52,123,129,255,11,9,20,157,167,321,0,0,0,3,4,10,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200403,358,408,768,3345,3471,6817,360,323,682,4065,4202,8263,37,46,82,174,160,337,19,21,39,230,228,459,84,80,165,380,402,781,45,56,103,517,536,1053,68,73,140,399,368,768,39,21,67,508,466,975,74,95,172,716,753,1470,86,99,187,876,950,1833,64,85,146,983,1015,1998,123,69,194,1169,1170,2341,28,29,56,689,769,1456,44,48,93,763,848,1610,334,374,710,3111,3299,6413,267,276,542,3715,3947,7660,0,0,0,6,5,15,0,0,0,9,7,17,0,0,0,12,12,22,0,0,0,12,18,24,0,0,0,9,5,14,0,0,0,9,5,14,0,0,0,16,15,23,0,0,4,19,11,27,5,0,4,17,13,28,0,0,0,17,14,27,35,35,68,170,165,332,28,19,47,242,216,452,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ILOC50200404,372,407,779,5060,5496,10556,438,380,816,5876,6279,12152,35,35,69,298,310,616,19,21,44,358,368,725,100,94,189,758,704,1458,53,47,103,904,842,1750,69,74,142,546,575,1122,42,35,82,659,687,1345,71,90,166,1275,1398,2668,121,85,204,1468,1569,3042,59,75,138,1326,1448,2770,120,72,190,1504,1594,3104,31,41,68,855,1064,1922,81,114,195,975,1214,2187,349,380,728,4709,5213,9920,288,312,602,5354,5898,11254,0,3,0,10,15,23,0,0,3,11,16,31,0,0,0,10,10,22,0,0,3,9,10,22,0,0,4,22,14,40,0,0,0,22,20,47,0,0,0,13,8,21,0,0,0,16,8,28,0,0,0,9,9,18,0,0,0,9,12,20,29,30,62,226,238,461,39,45,81,295,307,605,0,0,0,6,5,4,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200501,168,196,361,3176,2955,6135,602,463,1061,3945,3611,7554,10,23,32,151,144,291,17,24,37,181,181,363,30,34,64,317,317,635,69,59,133,420,409,832,33,39,69,243,189,435,53,41,90,332,267,600,38,39,75,551,583,1131,138,100,233,728,720,1444,36,46,84,973,893,1868,196,120,316,1201,1054,2260,17,20,38,941,833,1778,128,119,247,1087,974,2057,156,176,333,2865,2700,5564,525,420,946,3543,3300,6843,0,0,0,18,11,35,0,0,0,22,11,36,0,0,0,10,9,14,0,3,3,10,9,18,0,0,0,11,10,23,3,0,6,19,11,25,0,0,0,10,10,29,12,3,14,21,21,40,0,0,0,11,6,14,4,0,4,14,7,21,14,12,28,623,371,992,346,134,478,977,516,1494,0,0,0,4,0,10,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
ILOC50200601,11,16,28,17,13,27,4,0,3,29,32,65,0,0,0,0,0,0,0,0,0,3,0,5,5,6,15,0,0,3,0,0,0,8,5,18,5,0,3,0,0,0,0,0,0,5,0,3,3,3,6,9,6,10,0,0,6,11,11,21,0,0,3,0,3,7,0,0,0,0,6,12,0,0,0,3,6,8,0,0,0,4,5,8,10,14,24,17,14,25,4,0,7,27,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,7,10,17,0,0,0,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200602,197,221,420,324,144,469,164,91,250,689,449,1141,30,16,41,9,7,14,5,7,17,42,32,73,32,38,67,4,7,11,0,0,9,42,47,81,39,52,86,28,8,39,21,16,34,86,77,158,50,54,100,144,68,213,83,33,110,271,147,417,42,46,90,93,50,143,41,26,68,182,123,296,10,20,27,50,14,56,12,7,16,70,35,100,185,214,396,307,128,439,160,82,237,649,424,1078,3,0,3,0,6,4,0,0,3,4,6,9,0,0,0,8,8,9,0,0,3,12,3,16,0,0,0,13,5,17,3,0,3,13,5,17,0,0,0,8,4,10,0,0,0,16,4,14,0,0,0,10,0,10,4,0,4,16,0,16,23,10,30,554,159,715,311,73,386,890,241,1130,0,0,0,4,6,15,0,0,0,8,7,13,0,0,0,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0
ILOC50200701,35,32,70,5,3,3,0,0,0,35,34,77,10,3,8,0,0,0,0,0,0,10,3,8,7,10,17,0,0,0,0,0,0,7,10,17,5,10,9,0,0,0,0,0,0,5,10,9,5,5,13,0,0,0,0,0,0,5,12,13,7,8,17,5,3,3,0,0,0,13,12,22,0,0,3,0,0,0,0,0,0,0,0,3,35,35,66,0,3,4,0,0,0,38,30,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200702,93,50,138,575,590,1167,100,90,192,762,736,1495,10,5,16,27,32,59,4,3,12,43,40,88,12,6,20,51,47,99,11,9,25,77,67,149,0,12,13,37,55,98,6,12,15,49,79,130,16,9,27,181,198,376,22,26,45,221,233,453,34,15,50,159,158,312,31,30,61,219,196,422,11,7,17,114,99,209,25,10,33,151,117,262,77,43,119,510,539,1042,85,87,175,671,667,1339,4,0,6,13,13,26,0,0,0,19,15,32,0,3,3,70,64,137,11,13,28,88,81,163,0,0,0,100,108,206,19,23,49,121,130,254,0,3,5,60,57,125,9,9,26,75,73,146,0,0,0,52,44,91,8,7,17,58,55,115,12,5,17,1394,1281,2678,200,181,381,1606,1468,3078,0,0,3,20,14,30,0,3,4,19,13,40,0,0,0,7,9,11,0,0,3,11,3,17,0,0,0,0,0,3,0,0
ILOC50300101,264,248,516,4409,4568,8976,523,476,996,5198,5290,10485,44,26,72,235,242,475,28,21,46,310,289,597,58,42,107,564,555,1119,82,87,168,709,687,1399,59,52,112,488,445,933,67,51,113,614,547,1162,35,60,97,1015,1099,2111,124,118,240,1177,1276,2452,37,55,89,1207,1189,2388,133,97,230,1370,1332,2704,24,15,38,905,1040,1945,98,106,198,1021,1159,2176,241,216,464,4052,4261,8307,426,429,856,4718,4908,9628,0,0,4,16,22,39,5,5,9,16,31,47,3,0,3,19,22,41,10,8,17,28,26,54,0,0,0,13,11,27,0,3,8,16,15,30,0,0,0,18,11,24,6,0,7,18,9,30,0,0,0,7,10,14,7,0,5,10,7,19,32,33,61,342,240,577,95,44,135,462,312,773,0,0,0,0,5,4,0,3,7,5,3,10,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,0,0,0
ILOC50300102,82,91,168,2478,2231,4704,334,265,605,2897,2585,5479,10,15,22,159,157,318,16,18,35,183,191,373,9,22,34,323,317,639,36,38,72,373,377,749,12,11,26,214,180,389,37,20,53,259,210,471,18,21,33,578,560,1139,67,61,130,662,636,1301,23,22,39,784,669,1449,126,86,215,931,773,1705,7,9,18,421,348,766,59,41,98,487,400,884,73,85,157,2228,2009,4239,286,241,520,2592,2331,4921,3,0,0,10,5,19,0,0,0,15,8,16,0,0,0,14,7,23,0,0,0,18,7,24,0,0,0,12,7,16,0,0,0,10,7,13,0,0,0,12,4,18,0,0,0,18,4,25,0,0,0,11,5,13,0,0,0,12,5,17,33,27,61,464,144,602,126,21,141,618,188,811,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300201,44,65,111,283,210,498,80,81,159,407,360,763,0,3,9,12,8,24,0,3,7,13,17,32,11,15,16,21,18,42,13,14,28,41,47,92,0,10,13,15,14,33,3,12,16,23,32,60,9,17,21,44,43,87,20,20,40,74,76,151,16,14,28,117,90,209,25,22,50,157,125,280,10,9,19,66,40,110,9,8,23,90,56,152,45,58,101,266,202,466,73,75,151,384,340,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,5,0,9,0,0,0,0,0,6,7,0,7,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,3,4,10,3,3,10,108,16,122,66,5,68,178,28,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,12,0,15,226,82,315,156,42,196,397,131,529,0,0,0,7,6,11,4,4,7,15,5,18,0,0,0,4,10,11,0,0,8,3,14,16,0,0,4,27,5,35,19,0,19,51,8,61,6,0,6,95,33,133,86,22,105,186,52,242,0,0,0,72,22,93,43,11,56,120,33,156,0,0,0,19,10,30,3,5,10,23,14,39,12,0,15,224,80,301,154,40,199,389,120,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,0,5,11,15,18,30,0,0,0,28,17,41,8,0,10,36,18,57,0,0,0,30,9,38,15,9,24,47,16,61,0,0,0,19,6,27,7,0,5,27,9,32,13,4,13,502,117,629,361,103,466,877,229,1110,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,0,0,0,0,0
ILOC50300204,59,71,128,936,861,1796,292,252,544,1284,1178,2470,14,7,19,70,64,134,27,14,37,105,90,194,6,9,13,138,122,257,36,37,72,176,167,343,10,27,37,105,103,210,33,45,75,140,178,318,15,19,29,239,244,484,91,82,174,354,340,687,12,12,24,292,240,533,81,55,133,380,306,685,4,4,6,94,78,176,26,24,50,129,108,234,55,66,123,892,816,1711,281,248,530,1222,1137,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,3,0,3,6,9,3,10,0,0,0,0,0,4,6,0,6,8,0,13,0,0,0,0,0,0,0,0,0,5,0,5,6,0,11,135,47,176,209,39,251,350,85,438,0,0,0,4,4,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
ILOC50300205,37,35,73,0,0,0,0,0,0,37,40,77,5,8,10,0,0,0,0,0,0,5,8,10,6,6,19,0,0,0,0,0,0,6,6,19,10,4,16,0,0,0,0,0,0,10,4,16,11,10,22,0,0,0,0,0,0,11,10,22,7,7,8,0,0,0,0,0,0,7,7,14,0,0,4,0,0,0,0,0,0,0,0,4,34,35,74,0,0,0,0,0,0,34,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300206,53,44,96,201,166,359,50,51,99,294,259,555,5,3,8,6,0,6,0,8,3,13,9,25,7,4,10,13,10,16,4,5,13,23,21,37,3,8,14,13,11,24,4,0,8,25,26,52,10,13,17,33,34,70,8,15,17,55,59,110,16,7,24,66,67,132,23,19,42,102,92,201,9,4,9,58,48,104,10,5,18,75,52,133,42,37,81,175,147,319,42,39,82,260,232,485,4,5,4,0,0,0,0,0,0,6,5,4,0,0,0,7,3,5,0,0,0,7,3,5,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,6,0,7,0,0,0,6,0,7,0,0,0,0,0,6,0,0,0,0,0,6,0,6,9,28,15,46,3,0,6,31,22,54,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300301,1196,1032,2228,12621,11633,24257,1446,1133,2581,15266,13802,29064,135,113,247,933,897,1826,87,62,148,1154,1073,2227,256,222,476,1746,1652,3395,198,177,373,2195,2051,4245,205,161,370,1532,1376,2905,157,147,301,1893,1688,3575,343,263,610,3912,3752,7666,438,376,818,4694,4390,9088,213,199,408,3318,2900,6214,400,261,656,3923,3358,7280,47,69,115,1186,1063,2246,165,114,284,1399,1248,2644,1110,943,2055,11980,11128,23111,1213,1021,2239,14307,13096,27398,9,9,12,24,17,40,4,0,4,34,24,58,0,0,0,24,14,40,13,11,23,37,18,58,0,0,0,33,25,54,27,17,45,61,44,103,0,0,0,36,19,54,13,10,25,52,27,79,0,0,4,21,11,38,16,16,28,39,32,65,110,94,204,841,425,1268,419,150,568,1372,667,2038,0,0,0,12,7,16,8,4,12,20,14,28,0,0,0,3,5,13,3,0,3,12,5,14,0,0,0,0,0,0,0,0
ILOC50300302,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
