ILOC_CODE_2021,Emp_Worked_FT_A_15_24_y_M,Emp_Worked_FT_A_25_34_y_M,Emp_Worked_FT_A_35_44_y_M,Emp_Worked_FT_A_45_54_y_M,Emp_Worked_FT_A_55_64_y_M,Emp_Worked_FT_A_65_and_over_M,Emp_Worked_FT_Tot_M,Emp_Worked_PT_A_15_24_y_M,Emp_Worked_PT_A_25_34_y_M,Emp_Worked_PT_A_35_44_y_M,Emp_Worked_PT_A_45_54_y_M,Emp_Worked_PT_A_55_64_y_M,Emp_Worked_PT_A_65_and_over_M,Emp_Worked_PT_Tot_M,EAfW_A_15_24_y_M,EAfW_A_25_34_y_M,EAfW_A_35_44_y_M,EAfW_A_45_54_y_M,EAfW_A_55_64_y_M,EAfW_A_65_over_M,EAfW_Tot_M,Emp_Tot_Age_15_24_y_M,Emp_Tot_Age_25_34_y_M,Emp_Tot_Age_35_44_y_M,Emp_Tot_Age_45_54_y_M,Emp_Tot_Age_55_64_y_M,Emp_Tot_A_65_over_M,Emp_Tot_Tot_M,Unemp_A_15_24_y_M,Unemp_A_25_34_y_M,Unemp_A_35_44_y_M,Unemp_A_45_54_y_M,Unemp_A_55_64_y_M,Unemp_A_65_over_M,Unemp_Tot_M,Tot_LF_Ag_15_24_y_M,Tot_LF_Ag_25_34_y_M,Tot_LF_Ag_35_44_y_M,Tot_LF_Ag_45_54_y_M,Tot_LF_Ag_55_64_y_M,Tot_LF_Ag_65_and_over_M,Tot_LF_Tot_M,Not_in_LF_Age_15_24_y_M,Not_in_LF_Age_25_34_y_M,Not_in_LF_Age_35_44_y_M,Not_in_LF_Age_45_54_y_M,Not_in_LF_Age_55_64_y_M,Not_in_LF_A_65and_over_M,Not_In_LF_Tot_M,LF_stat_NS_A_15_24_y_M,LF_stat_NS_A_25_34_y_M,LF_stat_NS_A_35_44_y_M,LF_stat_NS_A_45_54_y_M,LF_stat_NS_A_55_64_y_M,LF_stat_NS_A_65and_over_M,LF_status_NS_Tot_M,Tot_Age_15_24_y_M,Tot_Age_25_34_y_M,Tot_Age_35_44_y_M,Tot_Age_45_54_y_M,Tot_Age_55_64_y_M,Tot_A_65_and_over_M,Tot_Tot_M,Emp_Worked_FT_A_15_24_y_F,Emp_Worked_FT_A_25_34_y_F,Emp_Worked_FT_A_35_44_y_F,Emp_Worked_FT_A_45_54_y_F,Emp_Worked_FT_A_55_64_y_F,Emp_Worked_FT_A_65_and_over_F,Emp_Worked_FT_Tot_F,Emp_Worked_PT_A_15_24_y_F,Emp_Worked_PT_A_25_34_y_F,Emp_Worked_PT_A_35_44_y_F,Emp_Worked_PT_A_45_54_y_F,Emp_Worked_PT_A_55_64_y_F,Emp_Worked_PT_A_65_and_over_F,Emp_Worked_PT_Tot_F,EAfW_A_15_24_y_F,EAfW_A_25_34_y_F,EAfW_A_35_44_y_F,EAfW_A_45_54_y_F,EAfW_A_55_64_y_F,EAfW_A_65_over_F,EAfW_Tot_F,Emp_Tot_Age_15_24_y_F,Emp_Tot_Age_25_34_y_F,Emp_Tot_Age_35_44_y_F,Emp_Tot_Age_45_54_y_F,Emp_Tot_Age_55_64_y_F,Emp_Tot_A_65_over_F,Emp_Tot_Tot_F,Unemp_A_15_24_y_F,Unemp_A_25_34_y_F,Unemp_A_35_44_y_F,Unemp_A_45_54_y_F,Unemp_A_55_64_y_F,Unemp_A_65_over_F,Unemp_Tot_F,Tot_LF_Ag_15_24_y_F,Tot_LF_Ag_25_34_y_F,Tot_LF_Ag_35_44_y_F,Tot_LF_Ag_45_54_y_F,Tot_LF_Ag_55_64_y_F,Tot_LF_Ag_65_and_over_F,Tot_LF_Tot_F,Not_in_LF_Age_15_24_y_F,Not_in_LF_Age_25_34_y_F,Not_in_LF_Age_35_44_y_F,Not_in_LF_Age_45_54_y_F,Not_in_LF_Age_55_64_y_F,Not_in_LF_A_65and_over_F,Not_In_LF_Tot_F,LF_stat_NS_A_15_24_y_F,LF_stat_NS_A_25_34_y_F,LF_stat_NS_A_35_44_y_F,LF_stat_NS_A_45_54_y_F,LF_stat_NS_A_55_64_y_F,LF_stat_NS_A_65and_over_F,LF_status_NS_Tot_F,Tot_Age_15_24_y_F,Tot_Age_25_34_y_F,Tot_Age_35_44_y_F,Tot_Age_45_54_y_F,Tot_Age_55_64_y_F,Tot_A_65_and_over_F,Tot_Tot_F,Emp_Worked_FT_A_15_24_y_P,Emp_Worked_FT_A_25_34_y_P,Emp_Worked_FT_A_35_44_y_P,Emp_Worked_FT_A_45_54_y_P,Emp_Worked_FT_A_55_64_y_P,Emp_Worked_FT_A_65_and_over_P,Emp_Worked_FT_Tot_P,Emp_Worked_PT_A_15_24_y_P,Emp_Worked_PT_A_25_34_y_P,Emp_Worked_PT_A_35_44_y_P,Emp_Worked_PT_A_45_54_y_P,Emp_Worked_PT_A_55_64_y_P,Emp_Worked_PT_A_65_and_over_P,Emp_Worked_PT_Tot_P,EAfW_A_15_24_y_P,EAfW_A_25_34_y_P,EAfW_A_35_44_y_P,EAfW_A_45_54_y_P,EAfW_A_55_64_y_P,EAfW_A_65_over_P,EAfW_Tot_P,Emp_Tot_Age_15_24_y_P,Emp_Tot_Age_25_34_y_P,Emp_Tot_Age_35_44_y_P,Emp_Tot_Age_45_54_y_P,Emp_Tot_Age_55_64_y_P,Emp_Tot_A_65_over_P,Emp_Tot_Tot_P,Unemp_A_15_24_y_P,Unemp_A_25_34_y_P,Unemp_A_35_44_y_P,Unemp_A_45_54_y_P,Unemp_A_55_64_y_P,Unemp_A_65_over_P,Unemp_Tot_P,Tot_LF_Ag_15_24_y_P,Tot_LF_Ag_25_34_y_P,Tot_LF_Ag_35_44_y_P,Tot_LF_Ag_45_54_y_P,Tot_LF_Ag_55_64_y_P,Tot_LF_Ag_65_and_over_P,Tot_LF_Tot_P,Not_in_LF_Age_15_24_y_P,Not_in_LF_Age_25_34_y_P,Not_in_LF_Age_35_44_y_P,Not_in_LF_Age_45_54_y_P,Not_in_LF_Age_55_64_y_P,Not_in_LF_A_65and_over_P,Not_In_LF_Tot_P,LF_stat_NS_A_15_24_y_P,LF_stat_NS_A_25_34_y_P,LF_stat_NS_A_35_44_y_P,LF_stat_NS_A_45_54_y_P,LF_stat_NS_A_55_64_y_P,LF_stat_NS_A_65and_over_P,LF_status_NS_Tot_P,Tot_Age_15_24_y_P,Tot_Age_25_34_y_P,Tot_Age_35_44_y_P,Tot_Age_45_54_y_P,Tot_Age_55_64_y_P,Tot_A_65_and_over_P,Tot_Tot_P
ILOC50700601,24,27,21,20,9,0,108,17,4,0,3,3,0,33,3,10,4,0,0,0,16,43,40,27,23,15,0,152,9,7,0,0,4,0,27,56,56,28,23,17,0,179,28,3,11,11,15,9,74,0,0,0,0,0,0,4,85,57,36,31,30,14,254,9,7,17,15,7,0,57,15,9,22,8,3,0,57,9,8,5,0,0,0,17,36,23,35,25,14,0,133,10,0,3,0,5,0,22,42,23,40,32,16,0,153,33,20,17,11,24,13,113,3,0,0,0,0,0,0,75,39,56,38,32,19,264,32,40,35,38,16,0,159,33,13,22,10,8,0,85,9,17,6,4,0,0,32,74,59,64,50,27,4,283,19,12,6,4,3,0,45,96,78,66,51,31,4,331,60,19,23,14,34,24,186,7,0,0,0,0,0,8,163,100,90,72,62,29,523
ILOC50700701,0,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,3,5,12,0,0,4,0,0,0,11,3,4,4,4,4,5,18,0,0,3,0,3,3,11,5,0,0,0,0,0,4,5,4,5,10,10,7,36,0,0,0,0,3,0,5,4,0,3,4,0,0,10,0,0,0,0,0,0,0,3,0,8,6,3,0,19,0,0,0,0,0,0,4,7,0,5,6,3,0,22,7,3,0,0,4,8,27,5,0,0,0,0,0,3,18,3,10,6,5,12,51,0,0,0,0,4,0,13,3,0,3,4,0,0,16,0,0,0,0,0,0,0,3,0,8,12,4,6,26,4,0,4,0,5,0,17,11,4,7,6,9,6,44,14,3,3,3,9,16,45,4,0,0,0,0,5,8,23,7,15,15,18,15,89
ILOC50700702,3,0,0,7,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,0,4,4,0,17,0,0,0,7,0,0,10,4,4,3,8,4,0,25,4,0,0,6,0,0,15,0,0,0,0,0,0,3,6,4,8,13,9,5,45,4,6,0,0,0,0,10,5,3,3,0,0,0,19,0,0,0,0,0,0,3,7,7,5,3,3,0,24,0,0,0,0,0,0,0,7,7,9,3,3,0,29,0,4,0,8,3,9,28,0,0,0,0,0,0,3,8,15,10,11,7,9,60,3,6,0,4,0,0,22,5,3,3,0,4,0,22,0,0,0,4,0,0,7,14,13,7,7,11,0,43,0,0,6,7,0,0,9,14,9,9,13,11,0,52,6,4,3,11,8,11,44,0,0,0,0,0,3,6,18,17,20,27,14,13,105
ILOC50700703,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,4,0,0,4,3,3,0,8,5,4,0,5,0,4,18,0,0,0,0,0,0,0,3,6,3,8,7,4,34,0,0,0,0,4,0,8,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,3,0,9,0,0,0,0,0,0,0,0,5,0,0,3,0,16,0,6,0,0,6,6,23,0,0,0,0,0,0,0,0,13,3,3,9,6,36,0,4,0,0,5,0,10,0,6,0,0,4,0,3,0,0,0,0,0,0,0,6,7,0,0,7,0,17,0,3,0,5,0,0,7,6,9,3,4,7,0,27,7,9,5,5,11,10,39,0,0,0,0,0,0,0,9,15,8,9,19,10,68
ILOC50700801,3,3,5,5,0,0,19,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,7,5,0,0,22,0,0,0,0,0,0,4,3,3,8,7,5,0,31,0,3,0,0,6,3,15,0,0,0,0,0,0,0,3,9,11,9,7,3,50,0,5,0,0,0,0,3,0,0,4,0,0,3,5,0,0,0,0,0,0,0,0,3,4,0,0,3,17,0,0,0,0,0,0,3,0,10,4,0,4,3,24,6,3,6,0,0,3,21,0,0,0,0,0,0,4,7,12,10,8,3,5,45,3,5,5,5,0,0,22,0,0,4,0,0,5,10,0,0,0,0,0,0,4,3,7,15,4,0,5,38,0,3,0,0,4,0,13,10,12,17,11,3,5,51,6,7,0,5,9,8,41,0,0,0,0,0,0,4,17,17,19,14,10,10,94
ILOC50700802,4,4,4,3,10,0,23,0,0,0,0,0,0,4,3,0,0,0,0,0,5,9,7,5,4,9,0,33,0,0,0,0,0,0,3,13,7,9,4,8,0,35,13,6,5,3,4,3,35,3,0,0,5,0,0,10,27,11,11,10,13,3,72,0,0,3,3,0,0,12,0,8,3,0,0,0,10,0,0,0,0,0,0,4,5,7,4,3,5,0,22,5,3,0,5,0,0,10,7,8,7,10,4,0,37,7,4,7,11,7,5,48,3,0,4,0,0,3,11,18,16,20,16,16,6,93,4,5,9,7,6,0,30,3,3,3,3,0,0,12,3,0,0,0,0,0,11,10,14,11,10,11,0,59,5,3,4,5,0,0,17,18,14,14,14,15,0,72,23,11,17,10,14,4,80,6,0,4,5,0,3,17,43,25,29,29,32,7,171
ILOC50700901,48,76,58,43,42,8,266,40,17,16,15,11,3,96,8,14,11,3,0,0,40,92,107,82,60,49,10,405,43,18,6,6,3,0,84,143,130,85,65,51,8,489,110,42,30,31,39,54,306,4,3,0,4,4,3,19,254,178,124,99,97,68,815,35,27,33,28,15,3,138,64,34,28,30,17,6,178,5,17,10,11,3,0,47,113,74,73,72,37,11,363,26,17,7,11,5,0,70,134,86,76,76,39,12,431,129,98,56,41,60,62,441,7,0,3,4,0,3,19,267,187,137,125,96,75,893,80,101,87,73,50,7,406,109,53,40,38,26,7,274,15,27,24,14,7,0,87,208,182,152,131,83,15,765,73,39,13,19,7,3,148,282,216,165,145,87,20,919,239,142,85,73,96,114,746,12,9,4,11,0,5,42,523,370,261,223,192,141,1703
ILOC50701001,4,3,3,3,7,0,23,4,0,0,0,3,0,11,0,0,0,0,0,0,6,16,3,7,3,9,4,40,0,0,0,0,0,0,0,11,3,8,3,9,3,40,10,0,5,7,3,11,35,0,0,0,0,0,0,3,22,11,12,9,15,11,79,0,3,5,7,0,0,18,9,3,6,7,0,0,23,0,0,0,0,0,0,5,8,7,8,10,7,0,42,0,0,0,0,0,0,0,8,7,12,10,7,0,40,13,5,5,11,12,13,50,0,0,0,0,0,0,3,20,8,19,22,13,14,97,4,9,11,6,6,0,38,10,3,6,3,0,3,31,4,0,0,5,0,0,9,20,12,14,17,8,6,80,0,0,4,0,0,0,4,21,12,16,17,8,7,85,25,10,13,11,18,15,85,0,0,0,0,0,0,3,46,17,27,29,31,24,175
ILOC50701002,17,5,4,5,3,0,41,4,0,3,3,0,0,9,3,3,0,0,0,0,7,27,6,7,10,8,0,57,8,0,0,0,4,0,12,34,6,7,13,6,0,68,4,4,0,4,7,0,30,0,0,0,0,0,0,0,42,8,10,14,13,3,99,5,0,4,0,3,0,18,9,4,0,5,3,0,28,0,3,0,0,0,0,4,19,4,3,13,7,0,48,0,0,0,0,0,0,4,16,5,7,14,8,0,55,18,4,7,7,6,9,39,0,0,0,0,0,0,0,35,12,12,17,17,11,97,25,5,13,6,4,0,60,15,3,6,9,10,0,46,0,3,0,0,0,0,9,39,13,20,20,9,3,109,9,0,0,5,8,0,16,50,12,16,22,17,3,127,21,8,8,11,10,10,69,0,0,0,0,0,0,0,73,21,27,34,33,10,201
ILOC50701101,9,10,13,11,12,4,56,0,4,4,3,0,0,12,3,5,0,0,7,0,13,16,16,16,16,18,4,79,0,0,0,0,0,0,11,24,17,15,19,18,4,87,28,4,3,4,0,11,58,0,0,0,0,0,0,3,49,25,22,22,20,20,154,5,0,5,5,4,0,24,5,12,5,5,4,4,35,0,0,0,0,0,0,9,12,12,6,10,14,4,60,0,0,0,0,0,0,0,10,14,7,10,14,4,63,27,5,3,3,9,14,61,0,0,0,0,0,0,0,34,16,20,16,26,13,129,14,9,9,21,15,4,80,5,14,10,7,6,4,44,3,3,3,0,9,0,18,31,26,21,26,28,3,142,6,5,3,0,0,0,13,32,32,22,29,28,3,154,51,13,12,8,13,31,127,0,0,0,0,0,0,3,85,41,37,40,46,36,288
ILOC50701102,5,4,0,0,7,0,17,0,0,0,0,0,0,8,0,0,3,0,0,0,3,10,7,0,4,9,0,32,3,5,0,4,5,0,19,16,9,3,9,13,0,45,14,4,4,5,7,12,46,0,0,0,0,0,0,3,23,13,10,14,20,10,90,0,0,3,3,6,0,15,3,0,5,3,4,0,21,0,0,0,0,0,4,6,7,8,11,9,6,4,35,0,0,0,4,0,0,11,8,10,11,10,6,4,46,12,15,4,5,0,9,51,0,0,0,0,3,0,6,25,17,14,21,10,15,104,6,4,3,9,8,0,36,8,0,5,3,9,0,23,3,0,3,0,0,4,11,14,13,13,9,13,3,63,11,5,4,4,5,0,26,23,18,17,17,19,3,88,27,15,6,12,13,17,96,0,0,6,0,3,0,10,53,35,22,31,30,24,196
ILOC50701201,6,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,3,0,0,21,0,0,0,0,0,0,0,8,0,4,3,4,0,19,3,0,0,4,0,0,7,0,0,0,0,0,0,0,9,3,5,4,4,0,29,0,4,0,0,0,0,5,5,0,0,0,0,0,3,0,5,5,0,0,0,10,3,9,3,0,3,0,14,0,0,0,0,0,0,3,3,6,3,0,0,0,17,0,5,0,3,6,0,9,0,0,0,0,0,0,0,3,10,7,3,10,0,26,4,3,9,0,0,0,18,5,0,0,0,0,0,3,3,6,5,0,0,0,10,10,10,5,3,7,0,33,0,0,0,0,4,0,3,8,9,11,3,9,0,39,5,7,0,4,6,4,20,0,0,0,0,0,0,0,16,18,13,4,15,4,58
ILOC50701202,0,7,12,6,5,0,29,11,0,0,0,0,0,18,4,0,0,0,0,0,8,14,9,10,8,6,3,51,3,3,0,0,0,0,12,24,12,14,9,9,3,64,18,4,8,7,0,8,46,0,0,0,0,0,0,0,38,16,25,9,11,8,114,7,7,3,3,5,0,23,13,4,0,0,0,0,25,0,0,0,0,6,0,5,20,13,12,5,6,5,52,6,0,3,0,4,0,8,23,13,12,5,10,5,58,12,0,6,4,4,14,40,3,0,0,0,0,0,3,31,9,19,11,13,17,105,7,9,13,10,8,0,55,17,5,0,6,7,4,38,4,0,3,0,0,0,12,29,20,21,13,17,7,103,5,3,3,0,6,0,24,39,23,22,14,22,7,128,30,5,12,9,7,21,92,0,0,0,0,0,0,4,69,27,41,25,24,25,215
ILOC50701203,6,8,0,7,5,4,22,5,0,4,4,0,0,6,0,0,0,0,0,0,3,9,8,4,8,5,4,32,0,3,3,0,0,0,5,11,7,4,12,8,4,41,9,0,0,0,0,0,11,0,0,0,0,0,0,0,21,7,6,12,10,4,57,8,3,4,0,0,0,16,0,0,0,0,3,0,12,0,0,0,0,0,0,0,9,3,5,3,3,0,24,0,0,0,0,0,0,4,12,3,5,4,3,0,32,3,0,3,4,4,6,19,0,0,0,0,0,0,0,16,12,10,7,10,6,54,9,5,3,10,3,4,37,3,0,9,3,3,0,18,3,0,0,0,4,0,8,14,9,6,18,9,4,60,3,3,3,0,0,0,16,21,14,8,14,10,4,75,15,0,5,4,3,5,36,0,0,0,0,0,0,6,35,18,18,22,16,4,106
ILOC50701301,5,8,5,5,10,0,31,5,0,0,0,0,0,10,3,3,0,0,0,0,6,16,9,5,3,10,0,44,6,0,10,3,0,0,11,19,9,13,11,15,0,61,16,8,10,12,3,13,56,0,0,0,0,0,0,0,37,21,15,20,18,13,119,4,6,0,3,5,0,16,12,0,5,3,3,3,29,0,0,0,0,0,0,3,13,8,5,11,4,3,49,0,3,3,6,0,0,9,13,10,9,16,12,3,53,18,17,8,10,5,15,77,4,0,0,0,0,0,7,39,31,10,25,12,21,138,11,15,5,9,10,0,45,17,0,5,8,7,3,35,4,3,0,6,0,0,9,32,18,11,21,19,3,93,6,3,7,4,0,0,25,35,23,13,25,21,3,115,39,26,12,18,12,26,135,4,0,0,6,0,0,9,77,51,30,41,30,33,254
ILOC50701302,10,9,7,6,3,3,32,0,4,0,4,0,0,12,4,0,0,0,0,0,3,16,13,13,11,7,7,54,4,3,3,0,0,0,14,16,11,15,14,7,7,67,10,0,6,9,3,20,55,0,0,0,0,0,0,6,33,11,22,23,10,25,119,7,8,3,5,0,0,19,4,4,0,0,0,0,14,0,0,0,0,0,0,0,8,11,3,8,3,0,37,7,0,4,0,4,0,20,18,10,8,13,7,0,59,19,9,9,8,10,12,63,0,0,0,0,0,0,3,36,17,19,22,19,11,127,12,12,6,12,8,3,55,8,6,5,7,0,0,25,5,0,0,0,0,0,6,24,18,15,15,7,7,95,11,3,3,4,4,0,29,36,21,20,24,11,7,123,33,9,17,26,16,31,121,0,0,0,0,0,3,10,68,29,36,44,28,35,246
ILOC50701401,7,8,8,0,4,0,33,0,0,0,5,3,0,12,5,0,0,0,0,0,7,19,8,7,8,6,0,48,8,0,0,0,0,0,10,21,8,13,9,6,5,65,31,11,11,16,11,10,92,0,0,4,0,0,0,7,58,27,21,27,16,15,162,7,5,5,5,7,0,24,5,3,3,7,7,0,18,0,0,3,0,0,0,4,7,11,10,16,12,0,49,10,3,3,5,0,0,22,12,17,13,14,11,0,67,27,19,19,8,21,18,112,3,0,0,0,0,0,4,42,29,30,23,36,18,187,13,14,13,7,8,0,60,5,6,7,9,5,0,31,5,3,0,3,0,0,18,23,17,18,20,21,0,103,11,3,6,3,0,0,27,39,21,26,29,19,5,132,61,33,22,29,33,33,205,4,3,4,4,0,0,12,101,55,50,53,55,35,352
ILOC50701501,5,7,12,0,8,0,29,6,0,0,4,3,0,18,0,0,0,0,0,0,4,13,11,10,8,7,5,48,7,0,0,0,0,0,4,14,11,8,8,7,5,54,8,0,0,4,0,8,20,0,0,0,4,0,0,4,23,11,17,12,12,6,78,4,4,4,0,0,0,13,5,5,10,3,0,0,20,0,0,0,0,0,0,4,13,9,13,8,3,0,49,0,0,0,0,0,0,4,10,9,13,8,3,0,50,4,3,7,3,6,3,26,0,0,0,0,0,0,0,19,17,24,8,3,3,75,8,8,15,4,10,0,41,14,5,12,5,0,0,42,0,5,0,0,0,0,14,24,19,24,10,15,6,98,7,0,0,0,0,0,9,29,20,26,10,15,6,100,9,3,11,7,6,13,52,0,0,0,4,0,0,6,42,23,38,24,13,14,158
ILOC50701502,0,0,4,0,5,0,13,0,0,4,3,5,0,6,0,5,3,0,0,0,7,0,3,11,9,8,0,32,0,0,0,0,0,0,0,0,9,11,9,8,0,35,0,6,0,3,3,12,24,0,0,0,0,0,0,0,0,7,13,15,11,14,54,0,0,0,4,5,0,7,0,0,4,4,0,0,13,0,0,0,0,0,0,4,5,3,3,3,3,0,22,0,0,0,0,0,0,3,3,3,3,8,3,0,26,5,4,0,0,9,9,25,0,0,0,0,0,0,0,8,7,3,9,14,11,50,4,0,6,4,11,0,26,0,0,5,3,5,0,18,0,6,3,0,0,0,11,5,4,14,12,9,3,54,0,0,0,0,0,0,3,11,6,14,16,9,3,55,9,4,0,7,6,22,50,0,0,0,0,0,0,4,17,14,17,22,22,25,106
ILOC50701503,23,20,29,22,12,0,111,10,8,3,6,5,0,29,0,4,0,6,3,0,16,33,33,39,33,18,0,155,4,6,0,0,0,0,12,40,40,40,32,18,0,171,47,11,7,4,7,8,81,0,0,4,0,0,0,0,81,50,47,35,34,9,250,10,6,16,13,4,0,55,24,25,23,16,8,3,94,3,4,4,5,0,0,15,45,34,42,36,15,3,169,11,5,8,5,0,0,24,50,43,43,37,16,3,193,34,28,12,16,19,22,122,0,4,0,0,0,0,4,87,74,55,52,29,24,321,32,26,49,40,18,0,170,43,31,25,17,13,3,126,3,12,0,8,4,0,29,77,69,76,67,36,6,326,12,14,6,7,0,0,41,89,79,85,76,39,6,361,77,38,14,18,23,27,206,0,4,4,0,0,0,7,169,124,100,89,60,35,578
ILOC50701504,7,11,9,3,5,5,41,6,3,0,0,0,4,14,0,5,0,0,0,0,6,14,13,10,9,5,5,60,12,3,3,0,3,0,23,26,18,16,9,6,6,78,22,0,0,3,6,6,48,0,0,0,0,0,0,0,51,21,18,12,17,16,134,7,4,3,0,0,0,15,6,9,7,3,0,0,26,0,6,0,0,0,0,8,12,12,11,6,5,0,46,3,0,0,0,0,0,11,20,14,15,6,8,0,58,11,10,8,6,8,3,44,0,0,0,0,0,3,4,30,25,22,11,13,8,107,16,8,16,7,8,5,54,10,8,6,8,0,4,37,0,4,0,0,0,0,10,29,23,22,14,11,5,104,19,6,4,0,4,0,30,44,27,26,14,14,6,137,35,14,11,10,17,14,94,3,0,0,0,0,0,11,81,44,42,21,33,21,245
ILOC50701505,0,4,0,3,6,0,20,3,0,0,0,0,0,8,0,4,0,0,0,0,0,4,6,0,7,9,0,27,7,0,0,4,0,0,9,11,8,0,9,9,0,41,7,0,0,0,0,0,13,0,0,0,0,0,0,0,17,8,5,12,13,0,53,0,0,0,5,4,0,6,11,5,4,6,0,0,21,0,0,0,0,0,0,0,11,4,4,5,4,0,28,0,0,0,0,0,0,7,16,8,5,5,7,0,34,10,0,0,3,4,3,25,0,0,0,0,0,0,0,20,9,7,17,5,3,58,0,3,0,13,7,0,25,16,5,3,6,0,0,28,0,4,0,0,0,0,6,16,12,6,13,12,0,58,8,4,0,4,0,0,11,21,15,4,22,13,0,71,16,0,0,7,3,5,35,0,0,0,0,0,0,0,33,17,11,24,19,3,105
ILOC50800101,11,17,13,18,13,3,70,7,0,5,4,3,3,23,0,0,0,3,3,0,9,16,23,18,19,13,8,102,8,6,7,3,0,0,17,23,31,29,19,13,8,115,38,13,8,20,18,23,124,0,6,0,3,4,3,17,60,49,40,46,33,37,266,9,19,24,15,16,0,77,12,11,8,10,0,0,36,0,0,0,4,0,4,8,10,25,27,28,18,4,128,0,3,0,3,0,0,9,13,29,31,30,20,4,136,45,25,25,18,21,43,176,5,0,0,4,3,4,24,62,57,59,51,44,51,325,15,34,42,26,23,3,147,18,7,9,8,7,5,57,0,3,0,9,5,4,19,33,53,51,50,33,10,227,9,9,3,3,0,0,28,37,61,61,55,32,10,252,81,43,36,40,34,69,302,6,11,4,8,5,9,40,121,109,99,102,77,83,596
ILOC50800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,6,4,8,10,10,4,0,31,0,0,0,0,0,0,4,6,5,10,12,6,5,37,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,4,3,4,0,0,7,0,5,6,0,6,6,18,0,0,0,0,0,0,0,0,6,5,4,6,5,28,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,6,0,0,4,0,4,3,5,0,0,13,10,6,13,11,11,8,51,0,0,0,0,0,0,4,4,11,14,18,10,5,67
ILOC50800103,3,0,6,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,4,4,0,0,0,6,0,0,0,0,0,0,0,3,4,4,0,0,0,13,17,19,11,12,6,0,64,0,0,0,0,0,0,3,20,24,18,12,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,23,18,7,13,6,3,76,0,0,0,0,0,0,0,20,24,9,13,6,3,79,3,0,6,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,4,4,0,0,0,9,0,0,3,0,0,0,6,5,3,9,0,0,0,14,41,42,21,20,14,4,138,0,0,0,0,0,0,3,43,43,30,20,17,4,158
ILOC50800301,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,5,0,10,3,0,0,0,0,0,6,8,0,6,0,5,0,18,45,16,12,10,10,0,83,0,0,0,0,0,0,0,47,16,16,9,6,0,104,0,0,0,0,0,0,5,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,4,0,0,0,0,4,0,6,3,3,0,0,15,32,18,18,15,10,8,93,0,0,0,0,0,0,0,31,28,19,16,9,8,108,5,4,3,0,0,0,11,0,5,3,0,0,0,12,0,0,0,0,0,0,0,6,6,6,0,4,0,24,3,8,0,5,0,0,13,3,9,9,5,4,0,32,71,28,27,17,18,13,181,0,0,0,0,0,0,3,75,41,33,23,25,13,215
ILOC50800302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,13,3,0,0,0,18,0,0,0,0,0,0,0,6,9,0,0,0,0,22
