ILOC_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
ILOC50500502,0,0,0,0,0,0,0,6,4,6,0,0,0,6,4,6,39,35,69,344,302,641,38,19,59,422,350,774,39,29,74,362,316,680,38,19,59,442,372,815,308,377,688,7961,7554,15510,31,21,54,8301,7948,16247,14,25,43,0,0,0,0,0,0,14,23,43,9,8,21,9661,9048,18710,22,21,46,9687,9083,18774,0,0,0,0,0,0,0,0,0,0,0,0,14,23,44,0,0,0,0,0,0,14,24,42,0,0,0,1134,1229,2360,0,3,4,1139,1235,2369,128,169,290,5574,6252,11825,18,25,47,5718,6448,12161,0,0,0,1409,1133,2545,6,0,6,1413,1133,2547,4,3,7,2415,1876,4293,10,10,18,2430,1894,4325,0,0,0,5,9,11,0,0,0,5,9,11,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,1102,984,2088,3,0,4,1113,991,2097,8,3,7,1102,984,2088,3,0,4,1113,991,2103,202,213,416,5738
ILOC50500503,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,62,63,126,0,0,0,62,67,128,0,0,0,63,65,130,0,0,0,65,66,131,34,28,61,3083,3087,6178,16,7,29,3134,3125,6264,0,5,3,0,0,0,0,0,0,0,7,3,0,0,0,1671,1871,3541,0,7,8,1670,1874,3544,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,3,0,0,0,268,339,609,0,0,0,269,339,606,15,13,28,2157,2421,4580,11,12,20,2180,2446,4622,0,0,0,203,214,416,0,0,0,203,214,416,0,0,0,233,221,450,0,0,0,233,221,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,92,182,0,0,0,91,92,182,0,0,0,91,92,182,0,0,0,91,92,182,22,23,43,1714
ILOC50500601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,24,246,223,466,7,10,14,266,241,505,10,7,24,253,234,488,7,10,14,278,249,527,259,247,508,10707,10721,21427,37,32,71,11007,11000,22006,17,14,30,0,0,0,0,0,0,18,14,36,8,0,4,2675,3074,5746,3,9,9,2682,3080,5760,0,0,0,0,0,0,0,0,0,0,0,0,17,16,28,0,0,0,0,0,0,18,16,34,7,0,4,157,218,371,0,0,0,158,216,382,70,83,150,6402,7306,13706,22,18,42,6492,7419,13902,0,0,0,202,213,412,0,0,0,202,215,412,4,0,4,167,149,316,0,0,0,171,149,316,0,0,0,4,9,13,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,144,0,0,0,70,81,147,0,0,0,70,75,144,0,0,0,69,81,143,210,190,401,6166
ILOC50500602,6,13,4,16,0,0,0,0,0,0,0,0,0,0,0,0,18,14,32,497,412,910,208,78,281,722,499,1221,18,14,36,529,433,964,217,81,299,765,536,1295,170,175,349,8718,8762,17482,39,28,65,8930,8966,17896,10,0,11,0,0,0,0,0,0,8,0,11,0,0,6,2305,2643,4946,8,8,10,2315,2653,4969,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,8,0,11,0,0,0,82,153,228,0,0,0,80,153,233,58,68,129,6104,6868,12970,23,23,46,6185,6963,13147,0,0,0,55,42,95,0,0,0,55,42,95,0,0,0,107,108,212,0,0,0,107,109,216,0,0,0,15,15,29,0,0,0,15,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,86,0,0,0,47,40,84,0,0,0,47,41,86,0,0,0,47,40,84,127,108,230,4454
ILOC50500603,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,335,326,663,8,4,15,350,349,697,11,12,23,343,343,691,8,4,15,363,362,724,366,376,739,15800,15940,31739,35,47,80,16198,16361,32555,17,10,24,0,0,0,0,0,0,17,13,27,5,3,4,5138,5609,10748,11,5,21,5154,5622,10779,0,0,0,0,0,0,0,0,0,0,0,0,17,6,22,0,0,0,0,0,0,17,13,28,5,0,3,465,642,1104,0,3,3,466,643,1115,122,116,241,8691,9971,18660,16,24,43,8830,10115,18944,0,0,0,718,719,1431,0,0,0,718,723,1432,0,4,5,465,501,966,0,0,0,474,502,975,0,0,0,7,22,29,0,0,0,7,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,256,527,0,0,0,274,256,528,0,0,0,274,256,527,0,0,0,274,256,528,259,261,514,9962
ILOC50500604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,17,62,49,109,5,5,7,73,59,134,11,9,17,72,53,123,5,5,7,78,67,148,73,79,153,2074,2138,4217,10,18,30,2155,2241,4398,4,7,11,0,0,0,0,0,0,4,7,11,0,0,0,415,510,929,0,0,0,420,513,933,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,4,7,11,0,0,0,30,58,86,0,0,0,30,58,86,6,13,28,855,1031,1888,9,15,21,878,1061,1936,0,0,0,29,20,55,0,0,0,29,20,55,0,0,0,33,42,75,0,0,0,33,42,75,0,0,0,6,3,10,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,45,0,0,0,19,29,49,0,0,0,19,27,45,0,0,0,19,29,49,70,77,138,1462
ILOC50500605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,130,143,269,12,17,28,146,169,314,6,11,15,133,144,283,8,23,33,152,178,322,145,138,287,4406,4584,8986,23,11,30,4567,4737,9307,19,18,35,0,0,0,0,0,0,19,17,35,8,0,8,1106,1369,2476,6,6,8,1114,1378,2496,0,0,0,0,0,0,0,0,0,0,0,0,17,18,32,0,0,0,0,0,0,17,17,37,0,0,0,71,126,187,0,0,0,70,123,189,52,62,112,2156,2557,4709,14,6,23,2219,2624,4843,0,0,0,38,29,63,0,0,0,38,29,63,0,0,0,61,79,143,0,0,0,61,80,144,5,0,5,8,19,26,0,0,0,8,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,33,42,77,0,0,0,34,49,84,4,3,3,33,42,77,0,0,0,39,49,85,112,95,205,3015
ILOC50500701,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,56,26,85,795,614,1411,246,159,409,1098,798,1897,59,26,85,820,637,1460,247,162,410,1124,829,1958,263,293,558,15589,16489,32075,56,65,126,15915,16843,32756,17,16,26,3,3,4,0,0,0,14,15,32,7,3,4,2043,2574,4618,12,5,20,2064,2580,4648,0,0,3,0,0,0,0,0,0,0,0,3,8,13,23,3,3,4,0,0,0,15,16,29,0,7,0,177,292,469,0,3,6,182,294,480,87,85,176,6221,7684,13908,40,42,78,6354,7811,14162,0,0,0,65,57,123,0,0,0,65,61,124,0,0,0,111,88,205,0,0,0,113,97,204,0,0,0,49,52,102,0,0,0,49,52,103,0,3,3,0,0,0,0,0,0,0,3,3,0,5,5,88,112,204,0,0,0,93,118,210,0,7,6,88,112,204,0,0,0,93,122,218,184,219,397,10504
ILOC50500801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,59,68,131,5,3,7,71,83,148,4,6,13,66,73,141,10,8,12,76,88,164,102,106,204,2202,1930,4133,9,9,18,2313,2044,4353,10,3,13,0,0,0,0,0,0,10,3,13,0,6,4,2041,2086,4124,0,3,3,2041,2095,4131,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,10,3,13,0,0,0,189,229,420,0,0,0,188,233,423,33,40,74,1649,1721,3365,3,9,7,1684,1765,3449,0,0,0,292,221,510,0,0,0,292,218,510,0,3,4,511,469,986,0,0,0,518,473,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,242,217,455,0,0,0,247,212,458,0,4,5,242,217,455,0,0,0,247,212,458,67,69,139,1288
ILOC50500802,0,0,0,5,0,0,0,9,0,10,0,0,0,9,0,10,67,12,77,223,221,441,7,3,10,296,239,531,67,12,80,231,233,470,7,3,14,311,256,560,122,136,260,9384,9544,18932,19,24,51,9527,9710,19240,11,6,19,0,0,0,0,0,0,13,6,19,0,3,5,7543,8083,15624,16,11,28,7563,8097,15662,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17,0,0,0,0,0,0,13,7,18,0,0,0,775,926,1701,0,0,3,774,926,1705,42,48,90,6264,7180,13450,16,9,31,6326,7241,13573,0,0,0,1368,1408,2772,0,0,0,1367,1403,2774,8,0,10,1842,1820,3662,8,3,10,1855,1829,3685,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,730,1487,0,5,5,762,733,1494,4,0,3,762,730,1487,0,5,5,764,729,1497,82,103,178,5687
ILOC50500803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,63,186,184,370,15,16,30,241,228,466,36,34,70,208,203,415,16,16,32,264,250,516,346,389,737,6617,6698,13314,32,33,65,7000,7118,14116,13,11,28,0,0,0,0,0,0,12,10,26,6,3,8,2674,2763,5434,16,10,29,2692,2778,5472,0,0,0,0,0,0,0,0,0,0,0,0,12,11,21,0,0,0,0,0,0,12,10,25,3,0,0,182,256,433,0,0,3,183,256,441,114,137,247,3589,4293,7883,14,21,33,3725,4444,8165,0,0,0,287,266,557,0,0,0,287,266,557,7,0,6,1113,991,2106,7,3,18,1125,999,2124,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,141,175,316,0,0,0,137,181,321,0,5,5,139,175,315,0,0,0,140,178,324,244,265,509,3801
ILOC50500804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,65,62,128,4,8,13,73,73,142,5,5,11,67,65,131,4,8,13,74,75,148,138,117,257,3046,3046,6101,23,16,33,3208,3181,6388,4,6,11,0,0,0,0,0,0,4,6,11,3,0,3,1069,1134,2202,7,0,3,1075,1141,2215,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,5,6,8,0,0,0,88,118,205,0,0,0,89,118,210,55,42,99,1505,1730,3228,8,3,11,1564,1778,3346,0,0,0,130,153,279,0,0,0,130,150,280,0,0,0,489,459,946,0,0,0,493,463,954,0,0,0,3,0,3,3,5,4,8,5,13,5,0,5,0,0,0,0,0,0,5,0,5,0,5,5,84,75,155,0,0,0,84,77,158,5,5,8,84,75,155,0,0,0,81,77,164,94,77,171,1766
ILOC50500805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,47,47,94,0,3,3,64,59,117,10,11,20,47,51,100,0,3,3,64,62,121,94,94,192,1561,1408,2970,9,9,19,1668,1510,3173,10,12,20,0,0,0,0,0,0,10,12,20,0,5,5,1094,1015,2114,3,3,4,1097,1024,2119,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,0,0,0,0,0,0,6,12,18,0,0,0,101,92,194,0,0,0,101,92,194,42,53,91,1142,1218,2360,4,9,9,1186,1276,2468,0,0,0,111,98,213,3,3,9,117,105,223,0,0,0,242,207,453,0,0,0,242,207,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,61,124,0,0,0,66,61,124,0,0,0,66,61,124,0,0,0,66,61,124,69,53,116,959
ILOC50500806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,43,41,78,4,0,3,48,41,89,4,5,7,40,43,80,4,0,3,46,42,93,57,73,125,1214,1100,2308,3,9,13,1275,1178,2455,0,9,9,0,0,0,0,0,0,0,9,9,0,0,0,1313,1298,2611,4,11,15,1321,1311,2630,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,9,0,0,0,181,190,367,0,0,0,181,189,375,28,40,70,860,924,1787,7,10,15,901,973,1872,0,0,0,91,74,168,0,0,0,93,75,166,0,0,0,472,461,932,5,6,6,473,466,933,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,92,57,148,0,0,0,92,64,152,0,3,3,92,57,148,0,0,0,92,64,152,28,39,61,809
ILOC50500807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,146,133,278,16,12,27,170,157,321,8,13,20,164,149,311,16,17,33,190,179,359,191,209,398,4102,3927,8030,24,18,47,4318,4155,8477,13,24,33,0,0,5,0,0,0,17,23,40,4,0,3,2669,2672,5338,9,13,20,2676,2684,5362,0,3,3,0,0,0,0,0,0,0,3,3,13,21,33,0,0,5,0,0,0,17,23,33,0,0,0,152,196,346,0,0,0,152,196,344,78,102,177,2749,3037,5786,17,16,30,2843,3148,5991,0,0,0,300,281,582,0,4,6,303,282,590,0,4,4,992,916,1910,0,5,4,999,922,1923,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,384,0,0,0,194,194,389,0,0,0,193,194,384,0,0,0,194,193,388,119,125,246,2292
ILOC50500808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,199,192,391,6,9,20,219,217,431,12,8,21,211,213,427,6,9,20,235,235,465,241,262,501,7380,7380,14760,41,35,72,7660,7680,15337,19,17,30,0,0,0,0,0,0,19,17,30,7,7,14,3479,3730,7208,8,3,15,3492,3746,7239,0,0,3,0,0,0,0,0,0,0,0,3,13,17,30,0,0,0,0,0,0,13,17,30,4,0,4,397,542,938,0,0,0,402,540,944,89,119,211,4180,4920,9095,24,25,45,4295,5056,9355,0,0,0,252,231,478,0,0,0,251,231,477,3,4,7,1354,1315,2673,3,4,7,1357,1329,2686,0,0,0,7,6,11,0,0,0,7,6,11,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,236,223,457,0,0,0,235,223,462,0,5,3,236,223,457,0,0,0,239,228,464,160,160,322,4248
ILOC50500901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,56,530,532,1063,182,174,352,740,732,1473,28,25,54,557,556,1113,182,177,356,758,758,1523,260,225,483,23407,23241,46646,78,87,164,23746,23548,47299,8,7,15,0,4,7,0,0,0,7,8,17,4,3,11,3099,3600,6701,10,20,26,3110,3624,6733,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,4,7,0,0,0,7,8,17,0,0,0,268,399,669,3,3,6,271,408,676,89,81,173,11953,13835,25789,35,59,98,12083,13978,26059,0,0,0,285,264,551,0,0,0,289,263,554,0,0,0,334,350,685,0,0,0,334,350,685,0,0,0,24,30,55,0,0,0,24,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,146,210,356,0,0,0,154,204,360,0,0,6,146,211,356,0,0,0,154,209,356,175,137,305,12932
ILOC50500902,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,21,12,39,868,878,1743,47,56,105,933,950,1888,21,12,39,921,939,1857,47,56,105,988,1006,1996,404,408,806,44304,45168,89474,144,138,282,44852,45714,90564,9,20,25,6,0,6,0,0,0,12,20,29,4,9,15,4631,5738,10369,12,31,39,4649,5773,10416,0,0,0,0,0,0,0,0,0,0,0,0,6,20,24,6,0,6,0,0,0,7,20,27,0,0,6,378,624,1002,0,4,8,380,633,1013,137,150,287,22343,26401,48750,73,114,189,22551,26664,49216,0,0,0,432,400,835,0,0,0,437,404,838,4,0,4,343,387,730,0,0,0,347,388,734,0,0,0,70,89,155,0,0,0,70,89,155,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,174,222,387,0,0,0,171,226,395,4,0,3,174,222,387,0,0,0,173,226,396,267,273,543,24331
ILOC50501001,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,27,22,51,167,177,345,6,4,10,199,210,402,27,22,51,175,187,356,6,4,10,207,214,417,211,183,398,5010,4962,9971,19,17,45,5244,5166,10410,5,18,25,0,0,0,0,0,0,5,21,24,0,0,3,868,984,1854,3,0,5,870,988,1862,0,0,0,0,0,0,0,0,0,0,0,0,5,18,25,0,0,0,0,0,0,5,21,24,0,0,0,59,110,169,0,0,0,59,110,169,67,76,143,2269,2712,4979,8,8,18,2339,2793,5134,0,0,0,154,132,282,0,0,0,154,132,282,0,4,0,191,190,378,0,0,0,190,191,377,0,0,0,3,0,5,0,0,0,3,0,5,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,48,57,107,0,0,0,48,59,107,0,9,9,48,57,107,0,0,0,48,60,113,150,125,276,3060
ILOC50501002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,19,99,98,201,5,5,6,110,115,222,11,5,15,102,103,212,5,5,6,117,118,235,188,195,388,5002,5108,10110,18,20,38,5209,5328,10535,8,4,10,0,0,0,0,0,0,8,4,10,4,4,5,496,588,1085,0,3,4,500,600,1097,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,8,4,10,0,0,0,58,92,147,0,0,0,55,90,150,55,56,114,2143,2627,4770,6,10,20,2210,2699,4905,0,0,0,37,45,76,0,0,0,37,45,76,0,4,4,72,73,148,0,0,0,74,75,149,0,0,0,6,0,4,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,42,64,0,0,0,22,42,65,0,0,0,26,42,64,0,0,0,22,44,69,138,128,275,3039
ILOC50501003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,17,317,272,591,17,10,33,349,290,639,14,10,17,344,292,638,20,10,35,376,314,690,199,230,430,13617,13783,27401,49,45,90,13859,14058,27922,11,14,23,0,0,0,0,0,0,12,13,27,4,0,4,1999,2355,4360,6,5,13,2011,2369,4380,0,0,0,0,0,0,0,0,0,0,0,0,11,10,23,0,0,0,0,0,0,12,16,30,0,0,0,139,241,383,0,0,0,139,242,382,82,104,185,7197,8186,15385,23,33,57,7300,8321,15631,0,0,0,288,275,562,0,0,4,292,273,566,0,0,0,367,334,710,0,0,0,367,334,705,0,0,0,11,16,31,0,0,0,11,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,116,143,254,0,0,0,120,142,263,0,3,0,116,143,254,0,0,0,120,142,263,128,133,258,7175
ILOC50501101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,43,185,165,349,24,11,39,223,200,432,15,26,43,195,172,370,24,11,39,238,212,453,436,436,868,7025,6850,13874,43,41,79,7499,7328,14830,21,14,35,0,0,0,0,0,0,21,22,41,0,0,7,1192,1355,2547,9,7,11,1200,1361,2565,0,0,0,0,0,0,0,0,0,0,0,0,21,19,36,0,0,0,0,0,0,21,17,41,0,5,3,74,158,231,0,5,9,73,168,242,131,134,264,3098,3522,6621,15,14,28,3240,3669,6916,0,0,0,117,93,208,0,0,0,117,93,208,0,0,0,135,128,259,0,0,0,137,128,259,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,65,81,144,0,0,0,67,85,150,0,3,3,65,85,146,0,0,0,67,85,147,314,318,638,4479
ILOC50501102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,181,190,368,14,16,28,201,219,422,13,16,29,187,197,388,14,16,28,210,226,439,272,251,529,8439,8620,17060,22,23,46,8738,8891,17626,10,20,30,0,0,4,0,0,0,8,21,35,3,3,9,3465,3700,7166,3,6,8,3465,3713,7183,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,0,0,4,0,0,0,8,21,35,0,0,0,143,236,383,0,3,4,148,240,383,65,75,146,4806,5501,10308,14,9,19,4891,5584,10474,0,0,0,564,574,1140,0,0,0,563,575,1143,0,0,0,230,231,457,0,0,0,230,228,457,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,467,983,0,5,7,516,476,987,0,0,0,512,467,983,0,5,7,516,476,987,221,192,411,5421
