ILOC_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
ILOC50200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,49,65,115,0,0,0,0,0,0,49,68,116,13,3,20,0,0,0,0,0,0,13,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,23,0,0,0,0,0,0,13,3,23,0,0,0,0,0,0,0,0,0,0,0,0,18,24,46,0,0,0,0,0,0,18,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,8,3,16,22,31,61,0
ILOC50200201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,23,555,216,773,429,114,551,1007,344,1348,21,8,26,555,220,775,433,126,558,1008,342,1352,62,43,112,248,134,387,0,0,0,317,180,498,7,7,13,0,0,0,0,0,0,8,7,12,0,0,4,17,8,33,0,0,0,18,12,31,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,0,0,0,0,0,0,8,7,12,0,0,0,0,5,3,0,0,0,0,5,3,31,29,59,112,65,180,0,0,0,150,88,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,24,25,51,142
ILOC50200202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16,293,98,387,264,68,332,567,168,733,11,3,11,293,100,390,264,68,332,571,171,734,31,21,49,137,117,255,0,0,0,164,138,304,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,6,21,0,0,0,16,8,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,3,3,6,10,12,21,74,61,137,0,0,0,84,72,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,19,12,34,70
ILOC50200301,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,51,60,115,5,9,16,61,75,138,0,6,6,55,67,125,5,9,16,69,79,146,28,21,50,773,729,1500,9,8,16,805,756,1565,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,24,25,48,0,0,0,24,25,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,9,9,9,0,0,0,9,9,9,8,9,19,417,428,839,9,4,11,431,439,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,4,5,5,0,0,0,4,0,9,0,0,0,4,5,5,15,13,32,360
ILOC50200302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,57,52,105,16,9,25,77,67,141,5,4,9,57,52,105,16,9,25,77,67,141,47,49,90,176,151,319,5,0,8,221,198,419,3,3,8,0,0,0,0,0,0,4,3,9,0,0,0,12,10,25,0,0,0,12,10,25,4,0,4,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,4,21,23,45,116,98,218,3,0,3,142,125,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,7,23,24,44,61
ILOC50200303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,19,633,615,1250,108,93,198,748,721,1469,9,10,21,652,625,1274,102,95,202,766,729,1493,80,83,158,1335,1179,2510,19,18,38,1434,1277,2708,3,0,7,0,0,0,0,0,0,3,0,7,0,0,3,26,43,69,0,0,0,26,46,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,0,0,4,8,17,29,0,0,0,9,21,31,38,35,76,611,660,1273,10,13,26,660,709,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,0,0,0,8,5,13,0,0,0,8,7,9,0,0,0,8,5,13,45,40,85,682
ILOC50200401,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,62,54,115,226,219,447,106,80,186,395,349,742,63,54,111,237,223,463,106,80,186,405,358,763,549,618,1167,2984,3046,6025,20,34,57,3548,3696,7250,24,35,59,5,0,5,0,0,0,26,35,63,0,4,3,287,338,626,6,4,9,293,342,631,4,0,4,0,0,0,0,0,0,4,0,4,22,35,61,5,0,5,0,0,0,25,35,66,0,0,4,19,56,75,0,0,0,20,56,80,256,323,578,1476,1689,3164,15,19,32,1748,2033,3774,0,0,0,19,12,31,0,0,0,19,12,31,3,4,6,61,68,136,0,0,0,67,76,143,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,8,3,3,3,3,21,20,47,0,0,0,23,25,46,3,10,9,21,20,47,0,0,0,25,26,56,323,338,656,1617
ILOC50200402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,56,165,164,329,17,8,30,206,207,417,24,25,56,173,172,346,16,8,32,218,210,426,301,324,624,3577,3485,7062,18,13,36,3896,3823,7720,23,29,46,0,0,0,0,0,0,20,31,50,6,12,14,157,217,379,0,0,0,164,228,395,0,0,4,0,0,0,0,0,0,0,0,4,22,24,49,0,0,0,0,0,0,19,30,51,0,0,0,24,43,64,0,4,3,28,49,73,129,163,293,1623,1876,3496,9,6,18,1765,2045,3810,0,0,0,11,6,15,0,0,0,11,6,15,0,0,0,24,26,51,0,0,0,24,26,51,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,22,0,0,0,3,18,28,0,0,5,3,19,22,0,0,0,6,22,26,196,206,396,1982
ILOC50200403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,76,221,209,432,31,23,52,294,264,563,37,38,76,230,212,447,35,23,56,305,275,581,315,377,694,3037,3094,6124,22,18,36,3370,3482,6855,11,9,18,0,0,0,0,0,0,11,9,18,0,0,0,289,357,642,0,0,0,291,355,645,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,0,0,0,0,0,0,11,9,18,0,0,0,23,59,77,0,0,0,23,59,77,145,181,330,1623,1936,3557,10,13,26,1776,2130,3913,0,0,0,20,14,35,0,0,0,20,14,35,0,0,0,66,82,142,0,0,0,66,82,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,25,0,0,0,14,10,28,0,0,0,14,12,25,0,0,0,14,10,28,184,191,382,1529
ILOC50200404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,67,284,287,568,43,44,89,357,363,721,32,36,68,292,297,589,45,50,90,374,376,748,337,373,711,4492,4832,9325,34,28,59,4871,5236,10108,11,13,24,0,0,4,0,0,0,15,10,26,7,5,8,520,568,1082,0,3,5,524,575,1097,0,0,0,0,0,0,0,0,0,0,0,0,12,4,21,0,0,4,0,0,0,16,14,23,0,0,0,40,75,116,0,0,0,40,75,116,148,179,337,2371,2968,5346,19,18,33,2542,3172,5712,0,0,0,45,44,89,0,0,0,45,44,89,0,0,0,110,111,228,0,0,0,111,111,228,0,0,0,3,5,7,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,46,0,0,0,18,24,46,0,0,0,22,24,46,0,0,0,21,24,50,204,201,399,2360
ILOC50200501,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,14,23,669,413,1081,362,141,501,1041,564,1609,12,14,24,685,427,1111,362,141,501,1059,580,1644,156,189,349,3042,2830,5868,30,25,54,3223,3042,6274,3,0,7,0,0,0,0,0,0,3,0,4,0,0,0,88,91,185,0,0,0,88,94,182,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,4,0,0,0,7,34,43,0,0,0,7,34,43,50,71,125,1383,1510,2891,14,14,25,1445,1593,3037,0,0,0,6,9,10,0,0,0,6,9,10,0,0,0,6,13,15,0,0,0,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,21,0,0,0,6,13,21,0,0,0,6,13,21,0,0,0,6,17,15,96,114,206,1661
ILOC50200601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,15,0,4,4,7,14,21,0,0,0,7,12,15,0,4,4,7,15,23,10,16,27,8,8,12,0,0,0,15,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,18,17,13,27,0,0,0,27,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
ILOC50200602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,36,597,175,777,328,77,403,952,262,1214,27,12,39,604,179,782,329,76,406,955,267,1221,135,154,288,272,113,385,10,6,10,418,277,691,37,39,79,0,0,0,0,0,0,37,39,79,0,0,0,53,26,78,0,0,3,54,25,79,9,4,8,0,0,0,0,0,0,9,4,8,34,33,68,0,0,0,0,0,0,34,33,68,0,0,0,7,5,7,0,0,0,7,5,7,54,65,114,134,63,200,0,0,5,192,131,321,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,5,4,3,0,0,0,3,0,4,0,0,0,3,0,4,5,4,3,3,0,4,0,0,0,6,4,13,95,108,198,163
ILOC50200701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,26,28,54,5,3,3,0,0,0,28,32,63,11,0,15,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,45,0
ILOC50200702,4,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,11,15,34,1710,1570,3287,260,242,500,1983,1827,3811,18,16,33,1725,1586,3312,260,242,500,2001,1848,3843,80,46,123,511,507,1018,5,4,5,599,556,1153,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,54,72,121,0,5,5,52,75,128,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,15,24,0,0,0,7,15,24,35,17,45,208,230,438,0,3,3,238,253,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,3,0,4,53,34,84,338
ILOC50300101,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,67,406,297,696,114,56,168,546,384,934,34,36,66,415,317,739,117,64,179,565,415,981,240,235,470,4185,4266,8453,34,51,86,4457,4553,9011,14,5,22,0,0,4,0,0,0,16,6,26,0,0,4,178,256,437,4,0,0,181,258,443,0,0,0,0,0,0,0,0,0,0,0,0,14,5,22,0,0,4,0,0,0,16,6,26,0,0,0,24,56,79,0,0,0,24,56,86,79,88,165,1698,2032,3727,16,29,50,1795,2148,3943,0,0,0,8,6,8,0,0,0,6,4,15,0,0,0,9,7,18,0,0,0,9,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,9,0,0,0,11,13,20,0,0,0,11,13,20,3,3,7,11,14,17,0,0,0,11,11,31,173,146,315,2513
ILOC50300102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,61,518,158,678,129,21,152,680,210,891,34,33,69,526,164,693,129,21,152,689,219,911,65,77,140,2310,2082,4394,14,13,30,2385,2180,4563,7,3,3,0,0,0,0,0,0,7,4,7,4,0,4,140,124,257,0,0,0,145,126,270,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,7,4,7,0,0,0,7,13,12,0,0,0,7,13,12,30,36,69,959,961,1915,8,8,16,1001,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,3,6,11,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,0,0,0,3,16,15,0,0,0,3,16,15,0,0,0,3,16,15,40,48,87,1417
ILOC50300201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,124,20,145,68,5,73,199,30,232,3,3,10,124,23,148,68,5,73,199,31,229,40,59,93,267,186,453,9,8,13,312,248,561,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,13,23,41,0,4,0,18,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,6,8,0,0,0,0,6,8,19,31,51,125,110,233,3,6,3,145,149,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,8,0,0,0,3,0,8,0,0,0,3,0,8,23,22,47,145
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15,591,167,754,405,115,518,1011,285,1291,9,4,15,592,167,754,405,115,523,1007,285,1296,10,0,16,200,78,277,0,0,0,214,79,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,39,0,0,0,29,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,80,37,117,0,0,0,90,37,122,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,132
ILOC50300204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,150,52,197,225,46,272,383,102,484,12,4,14,150,52,197,225,47,276,378,104,484,53,66,118,880,788,1663,9,10,20,945,858,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,63,108,0,0,0,50,63,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,17,0,0,0,6,15,21,13,18,27,320,326,641,3,6,6,332,347,678,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,3,10,10,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,3,7,10,0,0,0,3,7,10,0,0,0,3,7,10,41,44,89,565
ILOC50300205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,5,0,5,33,27,55,0,0,0,0,0,0,33,29,59,5,7,17,0,0,0,0,0,0,5,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,0,0,0,0,0,0,5,10,11,0,0,0,0,0,0,0,0,0,0,0,0,24,26,48,0,0,0,0,0,0,24,29,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,23,0
ILOC50300206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,40,27,73,4,4,5,48,40,88,4,8,12,41,27,79,4,4,5,53,42,90,44,32,75,177,147,328,8,8,13,232,191,424,4,10,12,0,0,0,0,0,0,4,10,12,0,0,0,8,10,23,0,0,0,13,12,27,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,4,7,12,0,0,0,7,6,17,0,0,0,7,6,17,24,28,49,80,71,153,3,8,4,109,101,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,3,0,0,0,0,4,3,0,0,0,3,4,3,19,15,25,97
ILOC50300301,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,110,99,203,976,506,1481,503,195,697,1592,799,2396,115,102,219,1003,522,1523,503,195,706,1626,825,2452,843,803,1644,10674,9739,20409,64,43,104,11578,10582,22158,71,85,152,6,4,7,0,0,0,74,87,157,10,7,18,1773,1770,3537,5,5,18,1788,1786,3570,3,5,9,0,0,0,0,0,0,3,5,6,61,83,142,6,4,7,0,0,0,63,80,153,0,0,3,110,195,305,0,6,6,118,199,317,356,408,761,5106,5339,10444,41,26,69,5499,5773,11273,0,0,0,197,171,378,0,0,0,197,173,375,0,0,0,162,106,274,0,0,0,162,111,276,0,0,0,3,0,7,0,0,0,3,0,6,0,0,5,0,0,0,0,0,0,0,5,4,0,3,4,72,90,159,0,0,0,73,89,166,5,5,7,72,90,164,0,0,0,76,89,169,555,480,1035,6507
