ILOC_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
ILOC50200102,0,0,4,0,0,0,0,0,0,0,0,4,9,10,13,0,0,0,0,0,0,9,10,13,5,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
ILOC50200201,0,0,3,0,0,0,0,0,0,0,5,0,10,6,17,0,5,5,0,0,0,14,7,18,6,3,9,3,4,3,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,11,0,0,0,7,3,11,3,0,3,0,0,0,0,0
ILOC50200202,0,0,0,0,5,9,0,0,0,0,7,6,5,3,8,11,6,11,0,0,0,8,6,24,0,0,0,4,0,6,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,8,9,0,0,0,0,3,4,0,0
ILOC50200301,3,0,3,13,11,25,0,0,0,14,11,27,5,0,4,57,67,125,0,0,0,64,68,134,3,3,6,51,50,100,0,0,0,55,55,111,0,0,0,3,8,10,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,8,9,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,27,0,0,0,7,22,30,0,0,0,0,4,9,0,0,0,0,9,8,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,3,17,20,0,0,0,12,38,44,0,0,0,13,39,50,0,0,0,0,0,5,0,0
ILOC50200302,0,0,4,5,0,6,0,0,0,3,3,10,8,8,19,15,17,39,0,0,0,30,26,48,6,0,3,8,7,8,0,0,0,8,4,16,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,0,0,0,0
ILOC50200303,4,5,4,16,14,31,0,0,0,22,16,39,13,16,31,94,79,169,0,0,5,109,95,204,12,5,19,70,41,107,0,0,0,81,45,123,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,13,19,0,0,0,3,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,24,0,0,0,5,20,26,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,12,13,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,29,0,0,0,6,22,24,0,4,0,11,37,50,0,0,0,14,40,53,0,0,0,4,5,6,0,0
ILOC50200401,13,11,26,44,41,85,0,0,0,60,51,107,101,97,198,224,220,442,4,9,10,336,320,652,73,69,141,201,207,408,0,0,0,278,276,555,0,3,4,9,26,38,0,0,0,8,30,39,5,4,5,9,20,25,0,0,0,11,22,30,0,3,8,27,26,58,0,0,0,26,30,61,0,0,0,31,54,80,0,0,0,31,57,79,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,72,126,197,0,0,0,80,133,214,0,0,0,9,11,22,0,0,0,9,17,19,0,0,6,6,23,22,0,0,0,6,22,33,0,3,3,0,11,12,0,0,0,0,14,14,0,4,4,23,39,60,0,0,0,23,40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,33,85,117,0,0,0,36,89,131,9,19,28,107,206,313,0,0,0,120,228,342,3,9,13,14,24,39,0,0
ILOC50200402,10,16,25,84,79,160,0,0,0,89,97,188,71,63,134,396,364,754,5,0,0,470,422,893,40,44,80,285,297,580,4,0,5,323,342,665,0,6,5,13,18,29,0,0,0,15,17,37,0,0,0,5,23,29,0,0,0,5,23,29,3,4,9,41,24,69,0,0,0,45,29,71,0,4,3,33,79,113,0,0,0,35,82,114,0,0,0,0,0,0,0,0,0,0,0,0,5,16,21,91,141,234,0,0,0,97,157,250,0,0,0,10,8,15,0,0,0,9,9,20,0,0,0,0,16,22,0,0,0,0,18,21,0,0,0,4,9,10,0,0,0,4,12,13,0,3,3,13,65,83,0,0,0,13,73,87,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,30,95,127,0,0,0,34,107,140,10,17,31,126,237,357,0,0,0,128,262,392,8,4,10,22,21,42,0,0
ILOC50200403,11,20,31,51,53,105,0,0,0,67,73,141,44,40,90,234,258,493,3,0,6,286,298,585,41,42,85,219,226,441,0,6,6,268,268,531,0,5,3,19,12,36,0,0,0,20,19,36,4,6,6,4,16,23,0,0,0,8,14,22,6,0,10,35,17,56,0,0,0,36,24,64,3,4,3,29,61,94,0,0,0,29,68,100,0,0,0,0,0,0,0,0,0,0,0,0,12,12,20,93,118,204,0,0,0,97,129,225,0,4,4,8,20,27,0,0,0,8,22,30,0,3,3,7,19,22,0,0,0,7,20,20,0,3,3,4,5,14,0,0,0,4,10,18,0,4,4,22,41,54,0,0,0,22,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,40,81,122,0,0,0,40,89,132,12,19,30,131,197,331,0,0,0,140,223,356,3,0,8,20,32,48,0,0
ILOC50200404,12,7,23,107,104,204,0,0,0,116,109,228,56,46,102,503,455,958,3,0,8,563,504,1068,54,54,107,392,396,785,3,10,11,446,459,902,3,0,6,12,25,46,0,0,0,20,31,53,0,3,8,15,11,29,0,0,0,14,17,37,0,7,9,43,38,74,0,0,0,46,40,84,3,5,5,51,114,170,0,0,0,55,120,180,0,0,0,0,0,0,0,0,0,0,0,0,12,19,28,127,194,314,0,0,0,135,211,345,0,0,4,5,31,39,0,0,0,12,34,42,0,0,0,14,37,48,0,0,0,14,37,48,0,0,0,6,14,14,0,0,0,6,14,14,3,3,6,37,85,120,0,0,0,40,91,124,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,58,166,231,0,0,0,60,170,237,16,21,37,188,359,542,0,0,0,200,384,585,7,0,8,35,51,92,0,0
ILOC50200501,4,7,5,35,42,80,0,0,0,38,48,84,23,19,42,219,208,424,0,0,0,236,237,474,14,18,31,161,145,303,0,0,0,177,161,340,0,0,0,7,12,16,0,0,0,7,12,16,0,0,0,0,5,6,0,0,0,0,8,11,5,0,0,13,5,20,0,0,0,20,10,24,0,0,0,9,29,38,0,0,0,9,29,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,31,55,87,0,0,0,34,60,89,0,3,3,4,8,12,0,0,0,4,15,18,0,0,0,0,14,14,0,0,0,0,16,13,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,21,28,0,0,0,6,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,61,0,0,0,12,54,71,5,5,9,44,107,148,0,0,0,42,116,160,0,0,0,13,20,33,0,0
ILOC50200601,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,0,3,0,0,0,5,7,11,5,3,13,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200602,3,3,7,0,0,0,0,0,0,3,5,9,19,25,38,4,6,8,0,0,0,27,25,52,18,16,30,0,0,0,0,0,0,18,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,0,4,4,12,0,0,0,13,11,22,0,0,0,13,9,22,0,0,0,3,0,3,0,0
ILOC50200701,0,0,5,0,0,0,0,0,0,0,0,5,6,5,10,0,0,0,0,0,0,6,5,10,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
ILOC50200702,0,0,0,9,7,13,0,0,0,12,7,17,16,9,20,42,33,74,0,0,0,50,45,97,0,0,0,12,19,30,0,0,0,10,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,7,7,18,0,0,0,9,7,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,7,18,0,0,0,14,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,4,10,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,14,24,5,0,3,13,26,36,0,0,0,15,28,42,0,0,0,5,0,3,0,0
ILOC50300101,11,13,21,64,76,145,0,0,0,79,88,164,36,32,64,376,374,746,4,3,7,411,412,818,39,27,67,308,304,612,5,7,5,356,336,684,0,3,3,14,12,26,0,0,0,20,14,32,0,0,0,5,0,11,0,0,0,5,4,10,0,0,3,31,30,65,0,0,0,36,32,69,0,4,4,20,78,96,0,0,0,20,85,102,0,0,0,0,4,3,0,0,0,0,4,3,3,9,6,79,124,204,0,0,0,81,137,211,0,0,0,7,21,28,0,0,0,10,24,28,0,0,0,8,15,22,0,0,0,8,15,22,0,0,0,3,10,11,0,0,0,3,7,14,0,0,0,18,37,58,0,0,0,18,37,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,81,116,0,0,0,37,81,119,4,9,14,114,206,318,0,0,0,118,216,337,4,0,9,13,22,34,0,0
ILOC50300102,0,0,4,52,47,99,0,0,0,57,45,100,4,13,19,224,222,450,3,0,5,237,233,470,5,10,19,137,136,273,0,0,5,145,156,301,0,0,0,7,0,4,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,9,21,0,0,0,13,9,25,0,0,0,10,35,44,0,0,0,12,31,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,31,43,72,0,0,0,36,45,77,0,0,0,4,8,18,0,0,0,4,8,18,0,0,0,0,10,11,0,0,0,0,10,11,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,19,23,0,0,0,6,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,54,0,0,0,14,39,56,3,3,10,41,87,124,0,0,0,48,85,133,0,0,0,8,19,25,0,0
ILOC50300201,0,0,0,0,3,4,0,0,0,0,4,6,3,10,10,19,12,31,0,7,7,23,24,41,3,3,5,9,11,21,0,0,0,14,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,3,11,11,0,3,0,5,5,11,0,0,0,0,0,0,0,0
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,3,5,11,0,0,0,0,10,11,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,4,4,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,9,0,8,0,0,0,11,0,11,0,0,0,0,0,0,0,0
ILOC50300204,0,0,0,14,21,33,0,0,0,15,23,35,5,8,10,94,83,172,0,0,0,96,85,182,4,7,14,60,63,122,0,0,5,65,73,132,0,0,0,4,8,10,0,0,0,8,8,12,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,5,4,9,0,0,0,5,5,7,0,0,0,7,20,22,0,0,0,7,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,44,0,0,0,21,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,6,3,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,6,4,13,0,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,21,0,0,0,6,12,26,6,0,4,28,42,65,0,0,0,24,41,72,0,0,0,3,7,10,0,0
ILOC50300205,0,3,3,0,0,0,0,0,0,0,3,3,9,9,18,0,0,0,0,0,0,9,9,18,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
ILOC50300206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,11,0,0,0,9,5,14,0,0,4,11,9,13,0,0,0,10,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,4,4,6,0,0,0,4,6,11,0,0,0,4,4,9,0,0,0,0,0,0,0,0
ILOC50300301,30,23,56,261,279,542,3,0,3,297,301,593,140,134,281,1220,1136,2360,0,0,3,1363,1277,2644,103,114,218,775,763,1538,0,0,4,883,880,1764,3,3,7,35,30,71,0,0,0,43,37,80,0,3,5,34,30,62,0,0,0,37,33,63,8,8,10,129,73,204,0,0,0,138,84,221,9,9,13,135,233,370,0,0,0,141,241,382,0,0,0,5,0,4,0,0,0,5,0,4,20,18,36,331,372,709,3,0,4,353,392,749,0,0,0,64,56,119,0,0,0,64,56,119,3,4,6,67,66,135,0,0,0,70,68,143,0,0,0,9,23,35,0,0,0,13,23,36,0,5,10,85,170,257,0,0,0,86,179,268,0,0,0,3,3,8,0,0,0,3,3,8,3,10,15,228,325,557,0,0,0,234,335,570,21,27,53,567,704,1266,3,0,4,591,732,1321,11,11,18,96,118,217,0,0
