ILOC_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
ILOC50200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,12,0,3,0,30,0,0,4,40,5,3,0,16,0,0,0,24,0,5,5,10,0,0,3,24,0,0,5,10,0,0,0,18,0,5,0,17,0,0,8,33,3,21,15,90,3,0,21,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,53,53,0,0,0,0,0,0,27,27,0,0,0,0,0,0,22,22,0,0,0,0,0,0,12,12,0,0,0,0,0,0,21,21,0,0,0,0,0,0,159,159,0,0,0,0,3,0,0,4
ILOC50200202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,10,0,0,4,3,0,0,0,11,4,5,3,5,0,0,6,20,0,0,0,18,0,0,0,20,0,0,0,11,0,0,4,16,0,11,9,49,3,0,11,84,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,19,19,0,0,0,0,0,0,21,21,0,0,0,0,0,0,34,34,0,0,0,0,0,0,21,21,0,0,0,0,0,0,26,26,0,0,0,0,0,0,141,141,0,0,0,0,0,0,3,3
ILOC50200301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,10,0,0,0,0,0,0,0,5,0,3,0,11,0,0,4,19,0,5,0,36,4,0,5,45,0,4,0,34,0,0,4,49,5,10,7,45,3,3,3,75,0,8,7,42,7,3,0,71,3,9,18,35,0,6,12,77,11,39,34,203,11,9,34,344,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,11,0,0,0,0,0,0,21,21,0,0,0,0,0,0,21,21,0,0,0,0,0,0,19,19,0,0,0,0,0,0,23,24,0,0,0,3,0,0,109,110,0,0,0,0,0,0,7,13
ILOC50200302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,9,0,0,3,8,0,0,0,15,0,0,4,6,0,0,0,13,0,6,5,3,0,0,7,16,0,3,0,8,0,0,3,16,5,9,17,25,0,0,11,71,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,12,0,0,0,0,0,0,34,36,0,0,0,0,0,0,4,4
ILOC50200303,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,17,0,4,7,27,0,0,0,4,3,0,3,11,0,0,0,12,0,0,3,18,0,9,4,35,0,0,0,53,0,9,7,44,0,0,4,67,0,16,12,55,0,0,3,101,7,15,12,83,0,6,11,127,6,16,22,130,0,9,21,198,13,66,62,364,10,13,49,581,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,19,19,0,0,0,0,0,0,23,23,0,0,0,0,0,0,31,33,0,0,0,0,0,0,32,34,0,0,0,0,0,0,63,63,0,0,0,0,0,0,187,190,0,0,0,0,3,0,10,17
ILOC50200401,0,0,0,0,0,0,7,5,0,0,0,11,0,0,0,13,0,4,0,20,0,0,10,36,0,3,0,9,3,0,3,22,0,0,3,12,0,0,3,15,0,0,6,6,0,0,0,14,0,0,0,0,0,0,5,7,0,4,12,56,11,3,32,119,0,0,0,18,6,0,0,31,0,3,11,60,17,0,3,94,11,35,25,168,16,4,13,266,19,34,19,136,10,7,16,235,20,28,26,143,3,5,15,246,13,29,41,173,7,9,15,287,23,25,36,202,7,13,50,350,78,154,153,905,66,40,113,1515,0,0,0,0,0,0,38,38,0,0,0,0,0,0,24,33,0,0,0,0,0,0,85,85,0,0,0,0,0,0,84,85,0,0,0,0,0,0,49,51,0,0,0,0,0,0,68,68,0,0,0,0,0,0,48,52,0,0,0,9,0,0,406,415,0,0,0,18,14,0,44,81
ILOC50200402,0,0,0,3,0,0,0,4,0,0,0,4,3,0,0,9,0,0,0,18,0,0,0,24,0,3,0,15,0,0,4,20,0,5,0,15,0,0,4,23,0,0,0,7,0,0,0,7,0,0,4,3,0,0,5,9,0,6,5,64,7,6,13,100,0,0,0,18,10,0,0,31,0,0,0,49,7,5,7,69,3,28,25,244,16,0,18,329,14,35,39,215,0,13,16,326,19,41,34,230,9,3,14,356,12,33,43,168,6,10,20,289,7,26,51,126,3,12,26,255,61,157,197,1046,56,44,97,1656,0,0,0,0,0,0,22,22,0,0,0,0,0,0,15,15,0,0,0,0,0,0,44,43,0,0,0,0,0,0,55,56,0,0,0,0,0,0,63,62,0,0,0,0,0,0,46,46,0,0,0,0,0,0,36,38,0,0,0,6,0,0,271,283,0,0,0,24,10,0,25,60
ILOC50200403,0,0,0,3,0,0,4,8,0,0,0,0,3,0,5,5,0,0,0,12,0,0,5,18,0,6,0,5,0,0,5,9,0,4,0,3,0,0,6,16,0,0,4,0,0,0,0,3,0,0,0,4,0,0,10,14,0,10,8,32,8,0,32,82,0,0,0,12,16,0,3,35,3,7,8,59,20,3,3,91,7,37,22,159,7,0,12,239,14,36,42,138,9,5,12,258,20,28,48,191,0,13,11,314,18,20,53,196,7,3,20,321,10,31,38,184,3,16,47,327,78,159,208,945,61,38,107,1593,0,0,0,0,0,0,19,19,0,0,0,0,0,0,23,23,0,0,0,3,0,0,31,34,0,0,0,0,0,0,49,49,0,0,0,0,0,0,69,68,0,0,0,3,0,0,46,50,0,0,0,0,0,0,39,42,0,0,0,6,0,0,275,289,0,0,0,18,11,0,25,57
ILOC50200404,0,0,0,3,4,0,4,6,0,0,0,4,0,0,0,8,0,0,0,15,0,0,4,21,0,0,3,8,0,0,0,14,0,0,5,4,0,3,4,18,0,0,0,6,0,0,0,12,0,0,5,3,0,0,5,7,0,4,13,47,4,3,18,97,0,0,0,22,13,0,4,41,4,13,5,85,19,3,0,124,29,67,37,266,17,8,16,432,48,102,87,247,13,9,19,524,40,96,70,236,9,6,19,475,30,54,77,190,7,19,15,399,22,55,62,214,3,16,66,450,168,386,334,1273,83,58,135,2434,0,0,0,0,0,0,26,26,0,0,0,0,0,0,15,15,0,0,0,0,0,0,63,63,0,0,0,0,0,0,58,56,0,0,0,0,0,0,64,68,0,0,0,0,0,0,52,53,0,0,0,7,0,0,77,80,0,0,4,8,0,0,352,361,0,0,0,23,16,0,36,72
ILOC50200501,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3,0,0,0,5,0,0,10,7,0,0,0,6,0,0,0,6,0,0,0,4,0,0,4,6,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,21,0,0,11,39,0,0,0,8,5,3,11,20,0,5,5,42,4,0,0,58,6,28,10,95,4,3,3,151,6,29,19,122,4,7,14,198,11,33,31,142,7,6,14,237,10,22,40,171,4,9,18,269,16,19,50,238,7,18,76,419,47,133,157,805,40,47,133,1356,0,0,0,0,0,0,30,30,0,0,0,0,0,0,21,21,0,0,0,0,0,0,50,50,0,0,0,0,0,0,79,79,0,0,0,0,0,0,77,77,0,0,0,4,0,0,107,115,0,0,0,0,0,0,118,118,0,0,0,5,0,0,488,493,0,0,0,8,5,3,37,52
ILOC50200601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
ILOC50200602,0,0,0,0,0,0,7,9,0,0,0,4,0,0,3,6,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,31,49,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,15,4,15,6,38,0,0,0,62,3,0,8,22,0,0,0,31,0,0,5,12,0,0,0,19,0,0,5,22,0,0,0,30,0,0,4,5,0,0,0,15,13,26,20,103,9,5,10,180,0,0,0,0,0,0,6,6,0,0,0,0,0,0,13,13,0,0,0,0,0,0,48,48,0,0,0,0,0,0,30,29,0,0,0,0,0,0,27,21,0,0,0,0,0,0,15,19,0,0,0,0,0,0,12,12,0,0,4,3,0,0,146,152,0,0,0,0,0,0,13,14
ILOC50200701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,3,0,0,0,8,0,0,0,4,0,0,5,11,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,23,0,0,8,29,0,0,0,0,0,0,0,0,0,4,0,10,3,0,0,20,5,23,12,27,0,0,0,68,5,23,8,30,0,4,3,65,4,6,7,26,0,0,3,48,0,9,14,36,3,0,4,57,0,8,11,29,0,0,4,48,10,64,50,158,9,6,15,317,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,16,16,0,0,0,0,0,0,11,11,0,0,0,0,0,0,17,20,0,0,0,0,0,0,16,17,0,0,0,0,0,0,76,81,0,0,0,0,0,0,3,6
ILOC50300101,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,7,0,0,0,5,0,0,0,11,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,10,0,0,3,0,0,0,3,8,0,0,3,27,0,3,12,52,0,0,0,19,9,0,13,44,0,10,0,78,17,4,10,123,12,49,19,242,19,7,11,352,23,44,42,218,9,5,17,351,18,59,46,183,4,5,23,337,18,42,37,198,5,6,26,331,13,53,57,173,0,9,65,372,83,243,204,1108,56,42,169,1912,0,0,0,0,0,0,38,38,0,0,0,0,0,0,26,25,0,0,0,0,0,0,58,61,0,0,0,0,0,0,55,53,0,0,0,0,0,0,69,71,0,0,0,4,0,0,52,59,0,0,4,0,0,0,93,93,0,0,4,5,0,0,390,401,0,0,0,25,9,0,55,86
ILOC50300102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,8,0,0,0,0,0,0,3,6,0,5,7,18,3,0,6,28,0,0,0,5,4,0,0,10,0,5,7,35,6,0,0,53,8,34,19,114,12,0,7,189,7,32,23,120,3,0,11,188,10,34,29,121,3,0,22,225,7,17,26,112,0,9,9,175,10,14,39,76,0,5,27,172,28,144,136,578,26,16,82,1016,0,0,0,0,0,0,11,11,0,0,0,0,0,0,21,21,0,0,0,0,0,0,33,33,0,0,0,0,0,0,29,29,0,0,0,0,0,0,63,68,0,0,0,0,0,0,52,52,0,0,0,0,0,0,49,52,0,0,0,3,0,0,269,274,0,0,0,5,3,0,8,22
ILOC50300201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,3,0,4,0,0,0,11,0,0,0,17,0,0,0,15,0,0,6,14,0,0,4,22,3,0,5,15,0,0,9,27,0,4,0,16,0,0,3,27,8,5,7,66,3,3,14,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,12,0,0,0,0,0,0,16,13,0,0,0,0,0,0,13,13,0,0,0,0,0,0,10,10,0,0,0,0,0,0,61,62,0,0,0,0,0,0,0,0
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,13,0,9,9,20,0,0,4,36,3,3,3,22,0,0,0,35,0,0,0,13,0,0,3,22,0,0,7,9,0,0,4,23,0,0,0,4,0,0,0,9,9,24,20,75,7,0,12,131,0,0,0,0,0,0,4,4,0,0,0,0,0,0,16,16,0,0,0,0,0,0,50,50,0,0,0,0,0,0,32,32,0,0,0,0,0,0,26,28,0,0,0,0,0,0,17,17,0,0,0,0,0,0,3,3,0,0,0,0,0,0,147,146,0,0,0,0,0,0,4,3
ILOC50300204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,11,0,0,4,17,0,0,0,4,0,0,3,6,0,0,0,13,0,0,5,20,0,5,3,65,6,0,0,79,3,9,0,35,0,0,0,48,3,8,3,58,3,0,3,82,0,4,5,51,0,3,5,76,0,0,0,31,0,5,10,46,12,24,15,259,14,7,24,358,0,0,0,0,0,0,10,10,0,0,0,0,0,0,16,16,0,0,0,0,0,0,51,46,0,0,0,0,0,0,43,43,0,0,0,0,0,0,46,48,0,0,0,0,0,0,32,37,0,0,0,0,0,0,24,28,0,0,0,0,0,0,224,228,0,0,0,4,3,0,14,21
ILOC50300205,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ILOC50300206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,7,0,3,0,6,0,0,3,13,0,5,0,6,0,0,0,13,0,3,3,15,0,0,4,26,4,10,4,32,0,0,15,68,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,11,0,0,0,0,0,0,13,13,0,0,0,0,0,0,38,38,0,0,0,0,0,0,3,3
ILOC50300301,0,0,0,0,3,0,13,17,0,5,0,17,10,0,13,47,0,4,0,54,7,3,16,86,0,0,4,28,0,0,20,53,0,5,0,22,0,0,13,48,0,0,3,15,0,0,12,32,0,0,0,8,0,0,15,23,6,10,13,143,24,7,92,297,0,0,0,42,27,6,16,94,18,50,10,233,58,10,22,410,116,266,95,841,27,17,56,1425,112,233,152,790,18,28,64,1399,83,138,114,719,14,30,41,1144,42,97,108,557,6,23,44,876,21,61,51,339,3,16,84,580,400,839,537,3519,169,130,338,5925,0,0,0,0,0,0,51,51,0,0,0,0,0,0,101,98,0,0,0,5,0,0,224,227,0,0,0,0,0,0,194,201,0,0,0,0,0,0,189,195,0,0,0,6,0,0,188,192,0,0,0,3,0,0,157,160,0,4,3,12,0,0,1108,1127,0,0,0,44,36,6,75,155
ILOC50300302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
