ILOC_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
ILOC50501501,0,0,0,0,0,0,4,10,0,0,4,19,10,0,3,30,0,0,3,30,6,0,8,56,0,0,9,24,0,0,7,43,0,0,8,18,5,0,6,34,0,3,0,12,0,0,9,23,0,0,0,10,0,0,10,15,0,11,23,112,19,5,40,214,0,0,7,97,80,14,40,239,4,39,51,339,92,12,36,583,51,169,155,1015,80,26,59,1548,60,172,225,948,24,37,61,1520,87,194,323,1053,20,52,89,1817,90,141,316,1069,14,38,87,1760,71,136,218,989,4,74,197,1693,364,847,1292,5506,319,250,570,9158,0,0,0,0,0,0,73,73,0,0,0,3,0,0,54,57,0,0,0,0,0,0,221,224,0,0,0,3,0,0,243,246,0,0,0,4,0,0,207,210,0,0,0,7,0,0,147,161,0,0,0,8,0,0,107,113,0,0,9,19,0,0,1055,1080,0,0,7,101,80,14,113,319
ILOC50501502,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,7,0,3,0,18,0,0,0,26,0,0,0,11,0,0,4,20,0,0,3,11,0,0,0,16,0,0,0,10,0,0,5,11,0,0,0,9,0,0,3,8,3,7,10,60,5,0,12,93,0,0,3,44,35,4,13,100,0,45,30,188,47,3,15,337,31,133,93,528,36,17,34,876,72,143,149,501,8,14,54,948,72,148,179,559,16,28,71,1075,80,131,230,689,12,33,66,1238,85,190,245,945,14,77,242,1789,338,783,929,3459,163,181,496,6362,0,0,0,0,0,0,20,20,0,0,0,0,0,0,59,59,0,0,0,0,0,0,112,114,0,0,0,0,0,0,123,126,0,0,0,4,0,0,123,128,0,0,0,3,0,0,131,135,0,0,3,7,0,0,182,194,0,3,3,15,0,0,754,776,0,0,3,44,35,4,30,121
ILOC50501503,0,0,0,11,3,0,0,15,0,5,0,13,5,0,5,16,0,3,0,51,3,3,4,69,3,6,9,34,0,3,4,55,0,0,4,22,0,0,3,34,0,0,3,5,0,0,0,16,0,0,4,3,0,0,0,8,3,13,22,133,8,7,19,204,0,0,9,166,118,10,33,339,6,81,56,468,92,25,43,772,100,331,342,1809,73,54,83,2799,194,534,573,1626,38,62,105,3144,186,402,518,1415,22,61,91,2689,108,174,318,916,11,48,67,1644,71,136,192,699,12,44,137,1291,666,1662,2016,7101,372,304,565,12687,0,0,0,0,0,0,75,77,0,0,0,3,0,0,83,85,0,0,0,8,0,0,294,303,0,0,0,3,0,0,328,337,0,0,0,6,0,0,262,269,0,0,0,6,0,0,154,160,0,0,0,4,0,0,91,98,5,3,4,28,4,0,1286,1328,0,0,10,174,123,11,111,431
ILOC50501601,0,0,0,4,0,0,0,5,0,0,0,7,6,0,0,9,0,0,5,16,0,0,0,24,0,4,6,19,0,0,0,34,0,0,4,14,0,0,0,19,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,9,6,64,11,3,8,93,0,0,5,65,46,8,20,142,5,38,28,269,43,12,31,420,40,177,135,986,27,19,46,1431,95,264,228,833,24,25,73,1548,81,153,193,680,7,36,62,1206,61,109,144,585,9,34,51,989,37,91,117,480,3,35,69,838,319,831,854,3901,161,160,343,6570,0,0,0,4,0,0,36,36,0,0,3,6,0,0,35,39,0,0,0,0,0,0,123,121,0,0,0,4,0,0,119,124,0,0,0,6,0,0,126,133,0,0,0,5,0,0,90,92,0,0,0,10,0,0,67,73,0,0,3,24,0,0,591,625,0,0,5,80,44,8,55,191
ILOC50501701,0,0,0,3,3,6,10,24,0,0,0,6,0,0,4,14,0,14,0,6,6,0,4,28,0,9,0,6,0,0,0,18,0,9,5,0,0,0,6,16,0,4,0,4,0,0,0,13,0,0,3,0,0,0,5,5,8,28,14,33,6,6,33,117,0,0,7,74,34,3,17,138,48,385,112,158,32,6,36,765,594,1231,231,431,29,21,81,2625,635,1017,223,336,10,27,75,2322,523,787,264,302,3,29,61,1964,415,654,258,368,9,31,66,1805,462,783,464,511,12,73,281,2598,2682,4859,1554,2180,139,186,615,12209,0,0,0,0,0,0,26,26,0,0,0,0,0,0,70,71,0,0,0,3,0,0,174,176,0,0,0,0,0,0,99,103,0,0,0,0,0,0,116,116,0,0,0,0,0,0,97,100,3,0,0,0,0,0,161,166,7,6,0,7,0,0,746,764,0,0,7,83,43,4,47,182
ILOC50501702,0,0,0,5,0,0,3,6,0,0,5,5,6,0,0,17,6,8,6,20,0,0,4,40,0,7,0,10,4,4,0,27,3,3,0,6,0,0,3,18,5,3,8,4,0,3,12,31,3,3,0,3,0,0,4,16,10,22,19,53,12,9,25,150,0,0,10,41,35,3,10,101,35,259,128,196,58,10,53,737,559,1266,319,593,41,26,112,2918,544,980,303,467,18,28,91,2435,323,509,244,367,12,35,74,1561,199,299,198,391,6,31,75,1208,154,275,236,451,8,35,304,1465,1820,3586,1432,2510,181,168,720,10421,0,0,0,0,0,0,36,36,0,0,0,0,0,0,97,97,0,4,0,0,0,0,264,268,0,0,0,0,0,0,197,199,0,0,0,0,0,0,148,146,0,0,4,3,0,0,102,111,0,0,0,5,0,0,107,111,3,4,4,7,0,0,945,966,0,0,10,45,40,3,47,143
ILOC50501801,0,0,0,4,3,0,0,10,0,0,0,4,0,0,0,10,0,11,3,23,0,0,0,39,8,13,4,13,0,0,0,30,0,0,4,6,0,0,0,22,0,3,0,4,0,0,3,9,6,0,3,0,0,0,0,8,14,28,7,55,8,0,11,125,0,0,10,109,52,12,12,189,63,446,88,276,54,20,31,983,598,1689,453,1260,50,47,131,4225,1014,1990,623,1065,32,58,141,4917,884,1637,620,849,17,74,120,4193,622,1048,507,849,13,66,104,3208,614,1222,825,1086,25,114,409,4298,3792,8039,3124,5483,235,386,951,22018,0,0,0,0,0,0,38,42,0,0,0,0,0,0,68,68,4,0,0,0,0,0,375,384,0,0,0,3,0,0,309,321,0,0,0,0,0,0,208,211,0,3,4,4,0,0,158,163,6,8,0,9,0,0,254,269,6,16,9,19,0,0,1419,1469,0,0,15,111,53,12,54,241
ILOC50501802,0,0,0,0,0,0,0,3,0,0,0,4,5,0,3,15,0,6,0,14,0,0,0,25,0,5,5,10,0,0,0,19,0,8,4,7,0,0,0,24,0,0,4,4,0,0,5,11,3,0,0,8,0,0,0,11,11,21,13,44,10,0,8,110,0,0,12,72,34,4,18,139,41,298,116,209,43,16,43,763,440,1060,294,592,25,27,102,2531,459,1025,345,523,28,33,111,2512,415,788,366,546,15,44,99,2272,316,650,323,581,12,40,93,2016,315,647,445,808,15,80,306,2606,1989,4463,1895,3314,171,243,761,12847,0,0,0,0,0,0,27,27,0,0,0,0,0,0,52,55,0,0,0,0,0,0,164,168,3,0,5,0,0,0,154,155,0,0,0,0,0,0,133,135,0,0,0,7,0,0,107,110,0,0,0,11,0,0,148,157,3,3,4,20,0,0,787,817,0,0,12,75,34,4,46,170
ILOC50501803,0,0,0,0,0,0,6,3,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,16,0,0,0,5,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,31,0,0,12,52,0,0,9,27,12,4,9,52,8,51,71,128,32,9,22,325,178,328,222,373,31,15,61,1217,123,267,163,324,15,18,56,968,61,136,91,229,7,27,38,583,30,77,64,193,4,13,23,406,38,78,109,308,5,14,79,628,439,944,727,1568,104,105,291,4175,0,0,0,0,0,0,39,39,0,0,0,0,0,0,59,59,0,0,0,0,0,0,127,129,0,0,0,0,0,0,127,130,0,0,0,0,0,0,84,82,0,0,0,0,0,0,38,40,0,0,0,0,0,0,50,50,0,0,3,4,0,0,514,522,0,0,9,27,14,4,50,98
ILOC50501804,0,0,0,5,0,0,0,3,0,6,0,7,4,0,0,17,0,10,4,26,0,3,3,41,5,0,3,6,0,0,3,23,4,7,4,14,0,0,4,27,0,3,5,8,0,0,9,19,0,5,0,0,0,0,0,6,8,25,14,64,7,4,16,142,0,3,9,86,57,7,23,186,59,459,230,375,78,26,75,1296,1271,2517,856,1338,78,54,253,6368,1242,2170,871,1119,49,66,219,5743,637,1150,579,880,28,67,150,3497,357,753,429,876,37,74,124,2643,313,612,529,1144,23,96,285,3009,3885,7661,3498,5827,349,390,1131,22740,0,0,0,0,0,0,51,53,0,0,0,0,0,0,131,131,0,0,0,3,0,4,434,438,0,0,7,5,0,0,400,411,0,4,9,0,0,0,261,278,0,0,0,0,0,0,192,192,0,0,0,5,0,0,195,205,0,3,18,23,0,6,1662,1715,0,3,9,93,61,7,78,247
ILOC50501901,0,0,0,0,0,0,0,3,0,3,0,5,4,0,0,13,0,0,0,8,0,0,0,11,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,24,9,4,6,43,0,0,0,47,17,4,17,85,0,69,26,142,36,9,21,300,56,188,95,389,23,14,47,812,50,163,99,311,17,15,38,695,54,124,101,345,11,20,28,691,69,135,143,467,4,26,41,875,54,110,102,299,5,21,70,665,277,791,568,1998,117,115,257,4128,0,0,0,0,0,0,24,22,0,0,0,0,0,0,9,9,0,0,0,0,0,0,46,56,0,0,0,0,0,0,46,46,0,0,0,0,0,0,51,51,0,0,0,3,0,0,51,56,0,0,0,0,0,0,36,38,0,0,3,4,0,0,265,276,0,0,0,51,20,4,41,111
ILOC50501902,0,0,0,3,3,0,0,9,0,0,0,10,0,0,7,16,0,0,0,17,0,0,6,25,0,0,0,4,0,0,0,14,0,0,4,6,0,0,0,18,0,0,0,3,0,0,5,13,0,0,0,0,0,0,0,0,0,0,12,56,4,0,21,96,0,0,3,45,33,4,20,108,5,75,27,136,23,3,27,309,70,193,114,361,44,15,41,832,80,196,161,408,16,16,40,920,58,142,123,346,18,20,40,744,30,98,105,365,14,19,45,669,23,81,84,335,5,31,61,608,261,785,620,2000,151,106,277,4200,0,0,0,0,0,0,20,20,0,0,0,0,0,0,30,30,0,0,0,0,0,0,86,84,0,0,0,0,0,0,68,73,0,0,0,3,0,0,64,66,0,0,0,0,0,0,44,44,0,0,0,6,0,0,43,51,0,0,3,4,0,0,353,365,0,0,3,49,37,6,44,143
ILOC50501903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,13,0,0,0,9,0,0,3,12,0,5,5,12,3,0,4,27,4,9,5,47,3,3,10,81,10,12,10,47,0,0,7,80,5,6,11,35,0,0,5,59,4,3,7,36,0,0,0,59,0,8,9,45,0,6,5,77,27,41,43,230,11,22,32,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,12,12,0,0,0,0,0,0,11,11,0,0,0,0,0,0,10,10,0,0,0,0,0,0,56,56,0,0,0,9,0,0,8,17
ILOC50501904,0,0,0,8,3,0,4,11,0,0,0,17,3,0,0,23,3,3,6,56,0,0,0,78,0,4,6,28,0,0,4,37,4,5,0,13,0,0,0,25,0,0,4,10,0,0,4,14,0,0,0,5,0,0,6,9,5,11,16,140,9,4,18,199,0,0,12,101,67,8,34,218,13,128,90,349,71,19,42,711,208,633,471,1521,76,51,109,3065,387,764,588,1226,41,60,133,3203,142,402,368,961,17,37,77,2010,109,204,266,741,9,39,62,1430,91,204,200,637,14,47,113,1305,959,2344,1995,5534,287,260,560,11940,0,0,0,0,0,0,45,45,0,0,0,0,0,0,55,56,0,0,0,6,0,0,232,237,0,3,0,0,0,0,221,218,0,0,0,3,0,0,212,215,0,0,0,0,0,0,128,132,0,0,0,3,0,0,92,93,0,3,0,15,0,0,974,996,0,0,12,111,68,8,79,267
ILOC50501905,0,0,0,4,4,0,0,13,0,0,0,10,5,0,0,15,0,0,5,22,3,0,5,28,0,5,0,18,0,0,0,27,5,5,5,9,0,6,0,26,0,0,0,5,0,0,7,15,0,0,0,4,0,0,0,8,5,8,10,70,17,6,12,122,0,0,4,76,45,7,14,154,0,49,34,182,42,7,30,350,47,130,119,537,24,19,36,912,108,240,237,618,29,24,56,1314,83,185,193,590,14,32,58,1153,37,98,98,375,12,19,21,661,34,58,96,365,6,19,77,656,317,763,784,2736,176,136,286,5187,0,0,0,0,0,0,43,37,0,0,0,4,0,0,30,34,0,0,0,0,0,0,96,97,0,0,0,0,0,0,120,127,0,0,0,0,0,0,111,112,0,0,0,0,0,0,59,55,0,0,0,0,0,0,37,37,0,0,0,3,0,0,491,499,0,0,4,81,56,7,54,201
ILOC50501906,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,3,22,0,0,8,38,0,0,0,17,8,3,9,40,0,25,14,38,3,0,3,87,42,140,38,176,8,4,8,417,71,110,57,161,5,4,24,434,61,94,74,129,3,5,20,384,39,64,49,152,4,11,15,328,45,84,62,163,5,13,49,416,255,521,295,836,38,46,120,2101,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,10,0,0,0,0,0,0,33,34,0,0,0,0,0,0,32,37,0,0,0,0,0,0,28,28,0,0,0,0,0,0,17,19,0,0,0,0,0,0,31,31,0,3,0,5,0,0,151,154,0,0,0,20,8,3,15,50
ILOC50501907,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,4,4,0,0,0,8,0,4,0,4,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,4,6,18,3,0,8,33,0,0,0,13,4,0,0,19,0,7,6,36,16,3,5,67,32,57,37,133,8,5,11,288,35,57,43,91,7,0,10,239,20,36,17,91,7,5,11,175,16,24,35,80,5,8,11,173,7,28,22,83,0,11,89,243,104,204,151,524,45,31,140,1201,0,0,0,0,0,0,13,13,0,0,0,0,0,0,22,22,0,0,0,0,0,0,48,48,0,0,0,0,0,0,45,45,0,0,0,0,0,0,45,45,0,0,0,0,0,0,37,37,0,0,0,0,0,0,33,34,0,0,0,0,0,0,230,234,0,0,0,13,4,0,11,29
ILOC50501908,0,0,0,6,0,0,0,9,0,0,0,0,0,0,4,7,0,0,0,11,0,0,4,20,0,0,0,4,0,0,5,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,4,26,3,0,17,56,0,0,0,12,8,0,0,21,0,11,13,60,15,3,6,111,19,56,53,150,12,5,18,310,26,63,36,124,11,4,21,288,16,37,37,128,4,5,18,251,3,23,19,96,0,6,16,175,3,20,24,113,0,3,29,191,63,208,195,685,47,21,111,1339,0,0,0,0,0,0,8,8,0,0,0,0,0,0,14,14,0,0,0,0,0,0,43,43,0,0,0,0,0,0,44,44,0,0,0,0,0,0,33,32,0,0,0,0,0,0,25,25,0,0,0,0,0,0,23,24,0,0,0,4,0,0,187,189,0,0,0,18,6,0,10,38
ILOC50501909,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,11,0,0,0,7,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,3,0,0,32,0,0,0,18,17,0,6,40,0,14,9,46,10,0,11,91,13,46,26,175,8,6,20,294,23,51,37,152,4,5,16,288,19,42,42,142,6,10,14,263,6,31,51,137,0,9,10,245,9,19,27,92,0,4,21,173,70,203,181,770,49,34,84,1396,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,28,28,0,0,0,0,0,0,19,19,0,0,0,0,0,0,23,27,0,0,0,0,0,0,10,14,0,0,0,0,0,0,20,20,0,0,0,0,0,0,114,114,0,0,0,18,17,0,4,42
ILOC50502001,0,0,0,5,5,0,3,11,0,0,0,10,3,3,5,26,3,10,3,40,10,6,6,68,4,3,4,35,0,0,0,56,0,4,4,19,0,0,0,30,0,0,0,15,0,0,7,19,0,0,0,8,0,0,4,18,12,18,14,129,18,9,24,221,0,3,19,254,173,28,81,555,42,372,206,823,172,39,116,1773,347,1231,630,2521,119,80,233,5156,690,1551,1015,2525,72,127,276,6250,436,1012,880,2208,55,144,270,5014,247,539,593,1935,36,104,200,3649,177,412,563,1937,26,132,434,3680,1936,5128,3914,12201,653,647,1606,26087,0,0,0,0,0,0,93,94,0,6,0,0,0,0,152,154,0,0,0,9,0,0,363,369,0,0,3,4,0,0,347,354,0,4,5,3,5,0,334,346,0,0,0,6,0,0,248,257,0,3,0,13,0,0,201,221,0,6,8,37,5,0,1732,1793,0,3,19,258,171,28,181,666
ILOC50502101,0,0,0,3,7,0,0,20,0,0,0,12,3,0,4,22,0,8,5,41,8,0,3,65,0,0,8,38,0,0,0,50,0,3,8,17,0,0,0,30,0,0,0,16,0,0,3,17,0,0,3,3,0,0,3,16,4,10,22,136,22,4,20,219,0,3,23,181,127,14,38,394,13,186,134,575,131,30,66,1122,181,637,451,2067,120,80,157,3688,297,757,607,1886,53,104,158,3860,336,608,712,1917,47,83,151,3850,211,355,463,1509,27,74,126,2765,147,286,436,1255,22,87,305,2528,1187,2826,2814,9393,506,472,1010,18207,0,0,0,4,0,0,106,111,0,0,0,4,0,0,128,134,0,0,0,6,0,0,351,359,0,0,0,7,0,0,395,395,0,0,4,10,0,0,375,388,0,4,5,8,0,0,246,260,0,0,5,7,0,0,143,152,4,0,10,42,0,0,1740,1799,0,3,23,196,133,14,148,521
ILOC50600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
ILOC50600103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,6,3,0,0,5,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0
