ILOC_CODE_2021,Age_14_IndSt_nsP,Age_14_TotM,Age_14_TotF,Age_14_TotP,Age_10_14_Indig_M,Age_10_14_Indig_F,Age_10_14_Indig_P,Age_10_14_NonInd_M,Age_10_14_NonInd_F,Age_10_14_NonInd_P,Age_10_14_Indig_st_nsM,Age_10_14_Indig_st_nsF,Age_10_14_Indig_st_nsP,Age_10_14_TotM,Age_10_14_TotF,Age_10_14_TotP,Age_15_Indig_M,Age_15_Indig_F,Age_15_Indig_P,Age_15_NonInd_M,Age_15_NonInd_F,Age_15_NonInd_P,Age_15_Indig_st_nsM,Age_15_Indig_st_nsF,Age_15_Indig_st_nsP,Age_15_TotM,Age_15_TotF,Age_15_TotP,Age_16_Indig_M,Age_16_Indig_F,Age_16_Indig_P,Age_16_NonInd_M,Age_16_NonInd_F,Age_16_NonInd_P,Age_16_IndigStat_nsM,Age_16_IndigStat_nsF,Age_16_IndigStat_nsP,Age_16_TotM,Age_16_TotF,Age_16_TotP,Age_17_Indig_M,Age_17_Indig_F,Age_17_Indig_P,Age_17_NonInd_M,Age_17_NonInd_F,Age_17_NonInd_P,Age_17_IndigStat_nsM,Age_17_IndigStat_nsF,Age_17_IndigStat_nsP,Age_17_TotM,Age_17_TotF,Age_17_TotP,Age_18_Indig_M,Age_18_Indig_F,Age_18_Indig_P,Age_18_NonInd_M,Age_18_NonInd_F,Age_18_NonInd_P,Age_18_IndigStat_nsM,Age_18_IndigStat_nsF,Age_18_IndigStat_nsP,Age_18_TotM,Age_18_TotF,Age_18_TotP,Age_19_Indig_M,Age_19_Indig_F,Age_19_Indig_P,Age_19_NonInd_M,Age_19_NonInd_F,Age_19_NonInd_P,Age_19_IndigStat_nsM,Age_19_IndigStat_nsF,Age_19_IndigStat_nsP,Age_19_TotM,Age_19_TotF,Age_19_TotP,Age_15_19_Indig_M,Age_15_19_Indig_F,Age_15_19_Indig_P,Age_15_19_NonInd_M,Age_15_19_NonInd_F,Age_15_19_NonInd_P,Age_15_19_IndSt_nsM,Age_15_19_IndSt_nsF,Age_15_19_IndSt_nsP,Age_15_19_TotM,Age_15_19_TotF,Age_15_19_TotP,Age_20_Indig_M,Age_20_Indig_F,Age_20_Indig_P,Age_20_NonInd_M,Age_20_NonInd_F,Age_20_NonInd_P,Age_20_Ind_status_nsM,Age_20_Ind_status_nsF,Age_20_Ind_status_nsP,Age_20_TotM,Age_20_TotF,Age_20_TotP,Age_21_Indig_M,Age_21_Indig_F,Age_21_Indig_P,Age_21_NonInd_M,Age_21_NonInd_F,Age_21_NonInd_P,Age_21_Ind_status_nsM,Age_21_Ind_status_nsF,Age_21_Ind_status_nsP,Age_21_TotM,Age_21_TotF,Age_21_TotP,Age_22_Indig_M,Age_22_Indig_F,Age_22_Indig_P,Age_22_NonInd_M,Age_22_NonInd_F,Age_22_NonInd_P,Age_22_Indig_st_nsM,Age_22_Indig_st_nsF,Age_22_Indig_st_nsP,Age_22_TotM,Age_22_TotF,Age_22_TotP,Age_23_Indig_M,Age_23_Indig_F,Age_23_Indig_P,Age_23_NonInd_M,Age_23_NonInd_F,Age_23_NonInd_P,Age_23_Indig_st_nsM,Age_23_Indig_st_nsF,Age_23_Indig_st_nsP,Age_23_TotM,Age_23_TotF,Age_23_TotP,Age_24_Indig_M,Age_24_Indig_F,Age_24_Indig_P,Age_24_NonInd_M,Age_24_NonInd_F,Age_24_NonInd_P,Age_24_Indig_st_nsM,Age_24_Indig_st_nsF,Age_24_Indig_st_nsP,Age_24_TotM,Age_24_TotF,Age_24_TotP,Age_20_24_Indig_M,Age_20_24_Indig_F,Age_20_24_Indig_P,Age_20_24_NonInd_M,Age_20_24_NonInd_F,Age_20_24_NonInd_P,Age_20_24_Indig_st_nsM,Age_20_24_Indig_st_nsF,Age_20_24_Indig_st_nsP,Age_20_24_TotM,Age_20_24_TotF,Age_20_24_TotP,Age_25_29_Indig_M,Age_25_29_Indig_F,Age_25_29_Indig_P,Age_25_29_NonInd_M,Age_25_29_NonInd_F,Age_25_29_NonInd_P,Age_25_29_Indig_st_nsM,Age_25_29_Indig_st_nsF,Age_25_29_Indig_st_nsP,Age_25_29_TotM,Age_25_29_TotF,Age_25_29_TotP,Age_30_34_Indig_M,Age_30_34_Indig_F,Age_30_34_Indig_P,Age_30_34_NonInd_M,Age_30_34_NonInd_F,Age_30_34_NonInd_P,Age_30_34_Indig_st_nsM,Age_30_34_Indig_st_nsF,Age_30_34_Indig_st_nsP,Age_30_34_TotM,Age_30_34_TotF,Age_30_34_TotP,Age_35_39_Indig_M,Age_35_39_Indig_F,Age_35_39_Indig_P,Age_35_39_NonInd_M,Age_35_39_NonInd_F,Age_35_39_NonInd_P,Age_35_39_Indig_st_nsM,Age_35_39_Indig_st_nsF,Age_35_39_Indig_st_nsP,Age_35_39_TotM,Age_35_39_TotF,Age_35_39_TotP,Age_40_44_Indig_M,Age_40_44_Indig_F,Age_40_44_Indig_P,Age_40_44_NonInd_M
ILOC50200102,0,0,4,3,4,9,13,0,0,0,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,3,6,3,11,0,0,0,0,0,0,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,0,0,0,4,3,8,6,0,12,0,0,0,0,0,0,6,0,12,9,5,12,0,0,0,0,0,0,9,5,12,3,5,9,0,0,0,0,0,0,3,5,9,3,0,5,0
ILOC50200201,0,0,7,8,10,5,16,4,5,6,0,0,4,12,13,25,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,3,7,0,0,6,3,0,4,0,0,0,6,6,13,3,0,3,0,0,0,0,0,0,0,0,8,0,4,4,3,0,4,7,0,0,9,5,8,0,0,0,8,0,8,8,0,8,12,0,12,0,0,0,3,0,4,3,4,4,6,7,10,0,0,0,3,3,8,8,0,6,12,4,17,7,4,9,18,5,27,21,3,22,44,13,57,5,3,12,30,13,45,31,5,38,68,29,98,4,6,6,29,8,39,26,0,26,58,16,72,0,0,0,11,4,11,11,0,14,25,7,33,4,0,3,23
ILOC50200202,5,0,3,5,5,0,4,4,5,5,13,9,20,14,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,5,0,3,4,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,4,3,8,4,4,9,4,0,5,0,0,4,3,11,12,13,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,5,0,4,0,0,0,0,4,5,4,3,10,5,5,11,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,4,0,4,9,6,8,0,3,4,12,3,14,7,10,13,21,9,30,5,0,5,6,4,9,12,11,16,20,7,33,4,0,4,13,11,22,12,5,19,27,18,44,0,7,4,11,14,23,13,13,28,23,30,56,0,4,3,6
ILOC50200301,7,10,14,26,0,0,4,49,45,92,6,6,16,58,54,116,0,0,0,10,9,14,0,0,5,7,11,19,0,0,0,12,6,25,0,5,5,16,11,28,0,0,0,7,11,22,0,7,7,7,18,25,0,0,0,8,8,17,0,3,4,4,11,21,0,0,4,10,8,13,0,0,0,11,4,17,3,3,5,47,44,88,4,16,23,50,61,114,0,0,0,9,4,13,0,0,4,13,7,15,0,0,3,8,0,11,0,0,0,9,3,11,0,0,0,7,7,12,0,3,7,6,8,16,0,0,0,0,3,7,0,0,0,3,3,11,0,0,0,3,4,8,0,0,4,3,4,8,4,0,5,32,23,55,5,6,10,38,27,70,0,0,3,26,34,61,4,0,5,34,39,73,0,3,6,35,29,61,8,5,8,44,33,75,0,0,0,46,39,89,12,10,22,60,53,109,0,0,3,36
ILOC50200302,0,3,4,6,0,4,12,16,8,27,0,0,0,17,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,3,4,0,0,3,0,3,6,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,11,0,0,4,11,13,24,0,0,0,6,0,6,0,0,0,6,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,4,0,5,7,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,3,3,3,0,3,4,3,8,0,3,3,6,8,9,0,9,8,6,18,26,3,4,7,11,5,13,5,0,4,14,6,17,5,5,4,9,8,23,3,0,9,15,19,28,3,0,3,16,5,21,4,6,3,23,7,32,4,0,3,18
ILOC50200303,0,27,9,33,10,14,30,69,51,124,16,4,20,95,66,166,6,0,3,14,7,21,0,5,5,16,12,29,3,0,3,10,10,14,0,3,6,15,8,29,0,0,4,6,0,13,0,0,0,7,7,15,0,0,0,15,7,15,0,3,6,14,13,21,3,0,3,9,3,15,0,0,0,10,8,19,4,0,16,53,33,89,3,10,13,71,43,110,0,6,4,8,4,10,0,0,0,3,11,14,3,0,3,0,7,6,0,3,8,7,8,20,0,4,3,7,7,16,0,0,0,13,6,21,0,0,0,3,8,10,0,0,0,9,8,15,0,0,0,6,11,16,5,3,8,11,14,26,10,8,14,34,34,62,5,9,14,47,48,97,8,5,15,37,29,68,4,8,14,56,42,97,7,0,11,47,66,120,12,12,22,67,82,151,3,8,7,70,57,124,17,10,27,91,75,163,4,11,11,58
ILOC50200401,15,59,64,126,77,76,148,198,175,370,43,42,79,308,297,608,21,7,31,40,40,80,10,8,16,73,57,131,19,12,31,39,46,86,5,5,12,64,63,128,11,12,22,43,47,94,12,8,19,62,67,132,13,10,25,30,33,67,8,0,8,53,46,103,6,11,21,28,35,64,9,9,13,37,54,90,74,56,123,179,201,377,42,29,73,295,286,574,11,12,25,44,36,79,3,5,13,58,61,118,3,9,10,49,45,96,7,3,12,61,56,116,14,13,28,35,33,67,4,5,8,52,53,104,13,13,30,38,39,75,5,8,20,57,66,125,8,8,18,33,52,86,10,9,17,51,76,126,48,64,110,200,203,402,33,38,70,274,306,583,42,53,98,215,185,396,46,38,89,311,280,585,21,37,63,183,195,376,38,34,67,246,264,513,28,38,68,186,216,404,48,44,88,259,303,560,39,37,73,180
ILOC50200402,8,73,69,143,53,46,95,286,274,555,25,25,52,356,340,700,5,10,14,56,47,99,0,3,4,62,60,123,11,13,18,61,51,110,0,6,7,76,63,142,0,7,12,50,44,103,8,9,11,60,60,122,10,11,15,46,35,77,5,4,11,62,46,109,6,5,10,49,33,81,6,4,10,65,40,105,31,42,73,260,212,471,22,21,46,313,276,592,3,3,8,38,28,59,3,0,5,38,30,70,16,7,17,35,33,69,0,5,10,46,49,93,8,3,8,29,30,61,12,0,13,49,32,79,10,7,14,32,38,73,5,4,4,45,51,90,8,0,10,33,30,63,0,4,4,39,39,80,41,28,65,169,151,322,15,17,29,221,193,417,41,19,57,203,240,445,18,11,37,266,273,534,45,28,75,249,273,520,23,17,45,316,322,640,47,25,68,228,244,477,27,33,58,307,290,597,21,19,44,222
ILOC50200403,12,61,53,110,45,44,85,217,215,435,19,21,46,284,280,564,15,8,25,40,48,87,3,6,13,63,56,120,10,11,16,33,32,68,3,0,4,47,44,92,3,3,10,51,46,97,4,0,8,59,50,110,10,10,21,45,44,86,0,4,7,61,56,114,6,3,7,39,24,64,0,0,0,51,28,74,42,34,78,212,189,401,19,12,31,275,232,509,11,11,20,35,27,65,5,0,3,49,38,90,4,3,7,40,31,78,7,3,12,50,44,92,3,4,6,35,44,74,0,0,0,39,49,85,0,7,8,33,37,72,6,0,7,42,47,95,8,9,17,41,44,83,5,0,7,53,56,108,29,36,65,184,182,365,23,13,35,234,235,462,28,34,64,183,173,352,14,25,43,228,230,456,17,22,35,179,175,356,20,19,39,218,220,435,13,21,30,183,178,356,23,28,56,217,230,445,19,28,39,170
ILOC50200404,9,84,70,151,60,52,114,377,370,750,24,28,53,463,450,908,7,12,17,73,80,149,7,3,8,77,91,173,11,5,21,59,91,143,4,3,12,75,101,173,9,9,20,77,59,135,4,3,6,88,74,161,8,13,24,57,54,111,9,4,10,72,72,150,11,3,13,52,49,104,0,0,0,61,55,118,42,51,95,316,328,643,26,17,44,387,395,778,3,0,5,40,46,79,3,7,9,42,50,95,7,7,10,55,52,100,6,3,7,65,58,127,10,0,9,40,53,93,3,4,5,53,56,112,0,8,9,38,52,90,0,3,8,38,64,110,6,5,7,62,55,116,8,4,5,66,61,128,29,25,50,236,244,479,17,20,40,278,291,569,17,18,36,301,311,611,29,18,46,349,349,700,19,24,46,290,354,641,36,22,60,345,403,748,14,23,38,354,364,722,30,13,48,401,409,803,18,21,42,332
ILOC50200501,21,36,53,92,18,18,33,173,161,333,43,33,71,227,212,444,5,4,3,32,23,59,4,12,14,43,38,85,9,4,8,23,19,40,3,8,13,35,30,65,6,3,10,27,18,42,10,4,10,38,25,59,3,8,5,25,22,43,10,7,9,32,28,59,4,0,4,20,18,34,0,5,10,25,22,49,16,16,33,126,95,228,33,29,52,178,144,316,0,0,3,27,26,50,3,3,7,33,32,65,6,5,15,22,10,33,0,3,5,30,23,54,3,3,9,26,17,41,5,0,8,38,17,57,3,0,9,23,15,44,4,3,10,29,23,54,6,4,8,12,24,38,6,0,12,28,31,55,15,19,37,117,92,207,21,16,38,157,126,283,11,4,20,101,109,213,24,14,42,139,135,275,8,7,12,137,134,271,32,26,55,174,168,347,17,14,25,165,172,336,38,37,75,222,219,438,6,12,15,143
ILOC50200601,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,5,0,0,4,0,5,5,0,0,0,0,6,4,0,0,4,3,0,5,0,0,0,6,8,7,0,0,0,0
