ILOC_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
ILOC50500302,19,4,4,0,0,0,0,0,0,29,46,10,12,0,0,0,0,0,0,64,35,24,25,0,0,0,0,0,0,83,22,25,7,0,0,0,0,0,0,52,26,8,9,0,0,0,0,0,0,38,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,54,46,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,9,148,72,64,0,0,0,0,0,0,284,2777,494,247,0,0,0,0,0,0,3522,3865,925,515,0,0,0,0,0,5,5311,1138,923,1113,0,0,0,0,0,3,3182,117,328,123,0,0,0,0,0,0,566,622,329,325,0,0,0,0,0,0,1278,13,45,12,0,0,0,0,0,0,77,48,39,39,0,0,0,0,0,3,125,4,12,7,0,0,0,0,0,0,19
ILOC50500401,13,0,0,0,0,0,0,0,0,16,45,0,0,0,0,0,0,0,0,47,46,9,12,0,0,0,0,0,0,63,33,20,0,0,0,0,0,0,0,48,23,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,111,28,12,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,177,31,12,0,0,0,0,0,0,220,1224,130,48,4,0,0,0,5,4,1404,1560,237,77,0,0,0,0,0,4,1880,781,323,179,0,0,0,0,0,0,1283,202,178,0,0,0,0,0,0,0,383,304,94,32,0,0,0,0,0,3,428,16,32,0,0,0,0,0,0,0,46,47,15,0,0,0,0,0,6,0,70,11,4,0,0,0,0,0,0,0,12
ILOC50500402,12,6,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,23,36,8,4,0,0,0,0,0,0,51,21,14,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,20,4,0,0,0,0,0,0,100,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,105,22,4,0,0,0,0,0,0,136,634,85,3,0,0,0,3,3,0,724,840,179,18,0,0,0,0,0,5,1040,527,214,110,0,0,0,0,0,4,856,73,67,0,0,0,0,0,0,0,145,217,50,23,0,0,0,0,0,0,285,22,14,0,0,0,0,0,0,0,38,27,3,0,0,0,0,0,0,0,34,7,0,0,0,0,0,0,0,0,10
ILOC50500403,7,0,0,0,0,0,0,0,0,8,14,3,0,0,0,0,0,0,0,20,6,6,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,3,0,0,0,0,0,0,53,714,119,6,0,0,0,0,0,0,839,699,164,18,0,0,0,0,0,0,879,359,263,78,0,0,0,0,0,0,696,17,16,0,0,0,0,0,0,0,35,154,82,14,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,4,22,12,4,0,0,0,0,0,0,39,3,5,0,0,0,0,0,0,0,6
ILOC50500404,4,0,0,0,0,0,0,0,0,10,14,9,8,0,0,0,0,0,0,25,19,15,18,0,0,0,0,0,0,52,25,5,0,0,0,0,0,0,0,31,5,4,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,47,17,33,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,68,31,42,0,0,0,0,0,0,139,478,120,166,0,0,0,0,0,0,763,737,228,410,0,0,0,0,0,0,1375,424,345,864,0,0,0,0,0,0,1629,115,157,49,0,0,0,0,0,0,329,162,94,170,0,0,0,0,0,0,428,21,16,7,0,0,0,0,0,0,48,13,7,17,0,0,0,0,0,0,39,7,3,5,0,0,0,0,0,0,14
ILOC50500501,39,6,0,0,0,0,0,0,0,39,43,4,0,0,0,0,0,0,0,54,43,7,5,0,0,0,0,0,0,60,17,0,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,79,10,6,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,164,23,3,0,0,0,0,0,0,194,5817,420,140,0,0,0,0,0,4,6373,5472,446,149,0,0,0,0,0,0,6071,1721,365,132,0,0,0,0,0,0,2213,50,66,36,0,0,0,0,0,0,145,714,174,60,0,0,0,0,0,3,950,9,28,10,0,0,0,0,0,0,47,72,13,7,0,0,0,0,0,0,91,11,3,4,0,0,0,0,0,0,20
ILOC50500502,27,5,0,0,0,0,0,0,0,29,34,15,5,0,0,0,0,0,0,48,74,31,8,0,0,0,0,0,0,111,59,31,3,0,0,0,0,0,0,92,33,17,0,0,0,0,0,0,0,42,8,8,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,176,80,14,0,0,0,0,0,0,272,5,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,9,244,100,15,6,0,0,0,6,0,357,2105,416,51,8,0,0,0,7,9,2584,3032,719,143,0,0,0,3,7,4,3899,1928,1361,375,0,0,0,14,14,16,3697,216,327,15,0,0,0,0,0,0,557,892,453,71,0,0,0,0,0,6,1420,67,46,7,0,0,0,0,0,0,123,171,87,26,6,0,0,0,6,3,287,17,17,0,0,0,0,0,0,0,35
ILOC50500503,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,1202,17,0,0,0,0,0,0,0,1221,1463,19,0,0,0,0,0,0,0,1484,275,6,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,120,6,6,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
ILOC50500601,16,3,0,0,0,0,0,0,0,17,104,3,0,0,0,0,0,0,0,105,38,3,3,0,0,0,0,0,0,43,37,3,0,0,0,0,0,0,0,41,13,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,3,0,0,0,0,0,0,110,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,221,11,3,0,0,0,0,0,0,235,2286,280,21,0,0,0,0,0,9,2593,5091,182,49,0,0,0,0,0,5,5326,975,144,47,0,0,0,0,0,0,1161,114,113,14,0,0,0,0,0,0,243,386,39,13,0,0,0,0,0,0,438,4,6,4,0,0,0,0,0,0,20,39,4,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
ILOC50500602,21,4,0,0,0,0,0,0,0,26,57,5,6,0,0,0,0,0,0,63,24,6,8,0,0,0,0,0,0,40,8,0,0,0,0,0,0,0,0,14,17,6,0,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,17,9,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,21,14,0,0,0,0,0,0,173,2749,259,142,5,158,0,0,161,5,3306,2987,315,127,0,5,0,0,5,0,3438,697,286,244,0,0,0,0,0,7,1229,34,62,4,0,0,0,0,0,0,101,266,142,45,0,0,0,0,0,0,461,4,14,0,0,0,0,0,0,0,14,53,8,3,6,31,0,0,31,0,99,6,6,0,0,0,0,0,0,0,15
ILOC50500603,23,0,0,0,0,0,0,0,0,25,117,6,0,0,0,0,0,0,0,127,79,6,20,0,0,0,0,0,0,110,33,3,5,0,0,0,0,0,0,41,19,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,141,16,32,0,0,0,0,0,0,186,6,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,295,25,34,0,0,0,0,0,0,348,2746,255,66,0,0,0,0,0,0,3065,7368,450,204,0,0,0,0,0,3,8030,1722,412,645,0,0,0,0,0,0,2781,60,55,53,0,0,0,0,0,0,168,592,88,77,0,0,0,0,0,0,756,4,12,7,0,0,0,0,0,0,30,66,11,5,0,0,0,0,0,0,80,5,0,0,0,0,0,0,0,0,9
ILOC50500604,8,0,0,0,0,0,0,0,0,8,17,3,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,23,8,7,8,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,5,3,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,14,3,0,0,0,0,0,0,78,457,29,20,0,0,0,0,0,0,512,775,109,88,0,0,0,0,0,0,975,295,48,79,0,0,0,0,0,0,423,48,74,80,0,0,0,0,0,3,200,160,20,21,0,0,0,0,0,0,198,0,15,37,0,0,0,0,0,0,52,3,0,9,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,0,4
ILOC50500605,9,0,0,0,0,0,0,0,0,12,24,11,0,0,0,0,0,0,0,36,20,12,7,0,0,0,0,0,0,43,31,20,0,0,0,0,0,0,0,56,9,3,4,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,35,12,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,101,48,13,0,0,0,0,0,0,163,1165,227,114,0,0,0,0,0,0,1509,1312,376,136,0,0,0,0,0,0,1819,406,292,241,0,0,0,0,0,0,944,129,146,10,0,0,0,0,0,0,288,280,127,64,0,0,0,0,0,0,469,13,35,0,0,0,0,0,0,0,59,25,19,5,0,0,0,0,0,0,46,3,9,0,0,0,0,0,0,0,16
ILOC50500701,34,12,3,0,0,0,0,3,0,48,54,6,5,0,0,0,0,0,0,66,38,16,12,0,0,0,0,0,0,65,18,47,17,0,0,0,0,0,0,89,16,9,6,0,0,0,0,0,0,26,3,7,0,0,0,0,0,0,0,14,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,80,79,38,0,6,0,0,6,0,195,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,172,102,52,0,5,0,3,6,0,325,3854,944,539,3,78,0,10,99,13,5447,3880,798,540,0,0,0,0,3,3,5235,853,663,832,0,0,0,11,11,5,2366,158,410,211,0,0,0,0,0,0,785,609,299,276,0,5,0,9,16,3,1204,22,78,35,0,0,0,0,0,0,132,42,18,29,0,32,0,0,32,0,123,5,0,10,0,0,0,0,0,0,16
ILOC50500801,12,0,0,0,0,0,0,0,0,12,27,4,0,0,0,0,0,0,0,27,25,4,0,0,0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,8,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,82,11,8,0,0,0,0,0,0,98,696,30,3,0,0,0,0,0,0,730,1076,134,12,0,0,0,0,0,0,1223,414,179,138,0,0,0,0,0,5,731,27,18,5,0,0,0,0,0,0,49,214,45,6,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,3,32,12,0,0,0,0,0,0,0,47,3,5,0,0,0,0,0,0,0,7
ILOC50500802,12,0,0,0,0,0,0,0,0,12,60,0,0,0,0,0,0,0,0,59,40,0,0,0,0,0,0,0,0,40,6,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,0,0,0,0,0,0,0,133,2562,71,14,0,0,0,4,4,0,2652,5826,133,24,0,0,0,0,0,0,5981,1242,175,42,0,0,0,0,0,0,1466,4,4,0,0,0,0,0,0,0,9,413,40,0,0,0,0,0,0,0,455,5,0,0,0,0,0,0,0,0,4,52,8,0,0,0,0,0,0,0,61,11,0,0,0,0,0,0,0,0,11
ILOC50500803,34,0,0,0,0,0,0,0,0,38,104,0,0,0,0,0,0,0,0,113,77,11,11,0,0,0,0,0,0,95,42,10,0,0,0,0,0,0,0,55,31,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,161,23,11,0,0,0,0,0,0,203,5,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,13,314,35,17,0,0,0,0,0,0,365,1761,207,17,0,0,0,3,3,0,1990,2672,206,42,0,0,0,0,0,0,2920,757,318,66,0,0,0,0,0,0,1144,105,103,28,0,0,0,0,0,0,237,502,77,16,0,0,0,0,0,0,596,24,105,36,0,0,0,0,0,0,164,72,24,7,0,0,0,0,0,0,111,10,16,4,0,0,0,0,0,0,27
ILOC50500804,14,0,0,0,0,0,0,0,0,14,46,0,0,0,0,0,0,0,0,53,29,0,0,0,0,0,0,0,0,29,21,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,118,706,5,0,0,0,0,0,0,0,711,1563,12,0,0,0,0,0,0,0,1573,254,0,0,0,0,0,0,0,0,257,51,0,0,0,0,0,0,0,0,51,186,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,8
ILOC50500805,17,0,0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,22,16,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,96,0,0,0,0,0,0,0,0,96,458,5,0,0,0,0,0,0,0,461,835,6,3,0,0,0,4,4,0,846,230,4,3,0,0,0,0,0,0,236,48,3,0,0,0,0,0,0,0,52,167,0,0,0,0,0,0,0,0,168,3,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,0,5
ILOC50500806,9,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,16,11,4,0,0,0,0,0,0,0,11,13,6,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,11,0,0,0,0,0,0,0,64,481,23,4,0,0,0,0,0,6,510,606,85,4,0,0,0,0,0,0,693,224,77,0,0,0,0,0,0,0,297,38,69,0,0,0,0,0,0,0,108,136,25,0,0,0,0,0,0,0,160,0,9,0,0,0,0,0,0,0,9,18,3,0,0,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,6
ILOC50500807,21,0,0,7,0,0,0,7,0,29,55,5,0,0,0,0,0,0,0,57,37,3,0,0,0,0,0,0,0,38,19,4,5,0,0,0,0,0,0,29,23,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,81,9,9,5,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,159,10,9,9,0,0,0,9,0,195,1036,146,28,40,0,0,6,50,0,1268,2140,72,34,0,0,0,5,8,3,2259,413,105,42,3,0,0,9,9,0,577,74,20,14,0,0,0,0,0,0,109,333,30,25,3,0,0,7,8,0,396,15,0,13,0,0,0,0,0,0,29,55,9,6,46,0,0,3,52,0,127,10,0,0,0,0,0,0,0,0,11
