ILOC_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
ILOC50200202,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,44,0,0,0,0,0,0,0,0,45,11,0,0,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
ILOC50200301,5,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,32,258,0,0,12,3,0,3,15,0,276,205,0,0,0,0,0,0,0,4,209,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
ILOC50200302,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,5,0,0,0,0,0,0,35,76,0,0,0,0,0,0,0,0,79,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
ILOC50200303,17,0,0,0,0,0,0,0,3,21,19,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,63,3,0,0,0,0,0,0,0,72,512,26,0,26,0,0,0,29,9,575,228,3,0,6,0,0,0,6,4,242,40,13,0,0,0,0,0,0,0,54,15,3,0,0,0,0,0,0,0,15,95,10,0,0,0,0,0,3,5,105,6,0,0,0,0,0,0,0,0,6,16,4,0,6,0,0,0,6,0,28,5,0,0,0,0,0,0,0,0,3
ILOC50200401,48,0,0,0,0,0,0,0,0,54,92,0,0,0,0,0,0,0,0,94,86,42,3,0,0,0,0,0,0,131,60,22,0,0,0,0,0,0,0,86,50,5,0,0,0,0,0,0,0,56,13,8,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,10,221,78,9,0,0,0,0,0,0,308,5,0,0,0,0,0,0,0,0,5,20,7,0,0,0,0,0,0,0,33,395,88,13,0,0,0,0,0,0,500,903,98,7,0,0,0,3,3,4,1013,840,43,5,0,0,0,0,0,0,892,248,173,45,0,0,0,0,0,0,467,52,51,18,0,0,0,0,0,0,123,263,43,9,0,0,0,0,0,0,317,10,8,0,0,0,0,0,0,0,18,29,19,0,0,0,0,0,0,0,51,3,3,0,0,0,0,0,0,0,8
ILOC50200402,43,0,0,10,0,0,0,10,0,48,127,0,0,0,0,0,0,0,0,127,39,0,0,0,0,0,0,0,0,39,15,0,0,0,0,0,0,0,0,16,33,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,96,6,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,271,6,0,6,0,0,0,5,0,284,805,3,0,39,4,11,4,53,20,884,1223,0,0,0,0,4,4,6,6,1241,263,0,0,0,0,0,0,0,0,267,27,0,0,0,0,0,0,0,0,27,159,5,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,23,0,0,12,8,0,0,19,3,41,3,0,0,0,0,0,0,0,0,3
ILOC50200403,33,0,0,0,0,0,0,0,0,39,84,0,0,0,0,0,0,0,0,84,63,9,0,0,0,0,0,0,0,74,8,17,14,0,0,0,0,0,4,41,15,6,0,0,0,0,0,0,0,26,8,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,97,34,17,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,5,21,229,41,23,0,0,0,0,4,8,297,947,68,9,4,12,0,0,18,0,1039,865,31,9,0,0,0,0,0,0,901,273,127,32,0,0,0,0,0,5,436,18,15,7,0,0,0,0,0,0,45,215,35,7,0,0,0,0,0,0,251,5,6,0,0,0,0,0,0,0,9,29,9,0,0,0,0,0,0,0,37,4,4,0,0,0,0,0,0,0,4
ILOC50200404,22,5,0,0,0,0,0,0,0,24,64,0,0,0,0,0,0,0,0,66,68,7,0,0,0,0,0,0,0,72,45,23,0,0,0,0,0,0,0,70,33,5,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,157,37,4,0,0,0,0,0,0,193,6,4,0,0,0,0,0,0,0,7,7,3,0,0,0,0,0,0,0,10,258,44,7,0,0,0,0,0,0,311,1129,125,0,18,0,0,0,17,3,1277,1460,104,3,0,0,0,0,0,0,1570,442,98,21,0,0,0,0,0,0,558,70,43,0,0,0,0,0,0,0,115,267,67,0,0,0,0,0,0,0,338,16,20,0,0,0,0,0,0,0,39,67,13,0,4,0,0,0,4,0,77,3,4,0,0,0,0,0,0,0,7
ILOC50200501,38,0,0,0,0,0,0,0,0,46,32,0,0,0,0,0,0,0,0,35,26,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,18,4,3,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,65,13,0,0,0,0,0,0,0,74,8,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,149,13,0,0,0,0,0,0,0,163,1161,50,4,8,12,0,0,24,17,1256,548,12,5,6,5,0,0,9,8,573,128,12,0,0,0,0,0,0,0,144,35,29,5,0,0,0,0,0,0,73,180,17,0,0,0,0,0,4,4,207,15,10,9,0,0,0,0,0,0,37,70,3,0,0,4,0,0,6,0,78,0,0,0,0,0,0,0,0,0,3
ILOC50200601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
ILOC50200602,21,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,9,4,0,0,0,0,0,0,59,11,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,67,9,8,0,0,0,0,0,0,79,3,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,12,110,10,8,0,0,0,0,0,3,132,30,0,0,3,0,0,0,6,4,47,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0
ILOC50200701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200702,11,0,0,0,0,0,0,0,7,15,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,27,11,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,58,3,0,4,5,0,0,9,5,72,82,0,0,70,0,0,0,70,3,161,29,7,0,8,0,0,0,7,3,46,20,0,4,0,0,0,0,0,0,29,14,0,0,0,0,0,0,0,0,21,18,4,0,4,0,0,0,6,0,25,0,4,0,3,0,0,0,3,0,12,34,5,3,16,5,0,0,22,0,67,0,3,0,0,0,0,0,5,0,4
ILOC50300101,23,3,0,0,0,0,0,0,0,31,58,0,0,0,0,0,0,0,0,64,28,6,0,0,0,0,0,0,0,34,19,15,0,0,0,0,0,0,0,36,23,0,3,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,88,20,3,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,178,28,3,0,0,0,0,0,6,210,1146,89,19,26,6,0,0,34,3,1293,1097,30,0,4,0,0,0,4,0,1132,300,101,22,0,0,0,0,0,0,421,98,54,5,0,0,0,0,0,0,160,365,58,7,6,0,0,0,3,6,444,6,13,26,0,0,0,0,0,0,44,64,12,0,9,4,0,0,10,0,85,4,7,3,0,0,0,0,0,0,14
ILOC50300102,17,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,4,25,11,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,7,77,0,0,0,0,0,0,0,5,85,664,0,0,13,0,5,0,23,18,711,396,0,0,0,0,0,0,5,3,402,69,0,3,0,0,0,0,0,0,69,15,3,3,0,0,0,0,0,0,18,126,0,0,3,0,0,0,6,0,136,3,0,0,0,0,0,0,0,0,3,78,0,5,6,3,0,0,10,0,93,3,0,0,0,0,0,0,0,0,3
ILOC50300201,14,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,46,87,0,0,3,0,0,0,4,0,91,65,0,0,0,0,0,0,0,0,70,19,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,6,20,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0
ILOC50300204,7,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,19,22,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,0,0,0,0,0,0,0,67,184,3,0,0,0,0,0,0,0,194,261,8,0,0,0,0,0,0,0,268,125,49,4,0,0,0,0,0,0,179,3,0,0,0,0,0,0,0,0,4,45,4,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3
ILOC50300205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300206,11,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,36,93,0,0,4,0,0,0,4,0,95,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
