ILOC_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
ILOC50400401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,3,0,0,3,4,0,0,0,3,0,0,6,9,0,0,0,0,3,0,8,20,0,0,0,4,0,0,0,6,0,0,3,0,0,0,4,9,0,0,0,0,0,0,3,5,0,3,8,18,8,0,39,66,0,0,0,5,0,0,15,18,0,0,0,3,0,0,8,17,0,0,0,7,0,0,11,22,0,0,0,9,8,0,18,30,0,0,0,8,0,0,5,16,0,0,0,3,0,0,8,10,0,0,0,0,0,0,5,9,0,0,4,39,8,0,66,114,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,3,0,0,0,8
ILOC50400501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,0,0,4,8,0,3,0,4,0,0,3,13,0,0,0,0,0,0,4,4,5,6,0,5,3,5,15,34,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,6,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ILOC50400601,0,0,0,0,0,0,76,76,0,0,0,0,0,0,58,60,0,0,0,0,0,0,54,54,0,0,0,0,0,0,24,26,0,0,0,0,0,0,22,22,0,0,0,0,0,0,287,285,0,0,0,6,3,0,26,38,4,24,4,23,4,3,39,100,50,125,36,49,14,5,108,390,28,79,37,43,4,3,73,274,22,52,27,49,0,4,66,219,17,31,40,20,4,5,38,161,3,8,6,9,4,0,40,76,124,327,151,194,34,24,388,1253,0,0,0,0,3,0,16,23,0,0,0,6,3,3,14,33,0,8,3,27,9,4,27,80,0,3,5,18,0,0,13,47,5,4,17,13,0,3,17,55,0,8,6,7,0,0,10,33,0,0,4,6,0,0,24,36,7,20,33,81,24,14,123,301,0,0,0,8,4,0,6,19,4,33,7,36,3,0,9,92,63,179,60,123,11,7,25,458
ILOC50400602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,14,18,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,9,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,4,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400701,0,0,0,0,0,0,14,14,0,0,0,0,0,0,17,13,0,0,0,0,0,0,16,16,0,0,0,0,0,0,9,9,0,0,0,0,0,0,4,11,0,0,0,0,0,0,62,65,0,0,0,0,0,0,3,4,0,3,0,0,0,0,4,13,9,14,4,3,0,0,12,37,7,16,8,5,0,0,23,53,9,17,12,11,0,4,23,78,4,10,15,7,0,0,6,46,0,0,8,5,0,0,8,24,30,55,49,36,4,3,78,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0,3,0,0,0,3,0,0,8,12,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,5,0,0,4,15,0,0,18,40,0,0,0,3,0,0,0,4,0,3,0,5,0,0,0,7,9,14,7,19,0,0,3,50
ILOC50400702,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,6,13,0,4,0,0,0,0,3,7,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,11,0,3,0,0,0,0,3,3,0,6,3,3,0,0,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,14
ILOC50400801,0,0,0,0,0,0,13,13,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,41,41,0,0,0,4,0,0,4,7,0,0,0,0,0,0,0,4,0,10,0,7,0,3,13,33,0,4,0,5,3,0,16,25,7,5,0,7,0,0,6,24,0,4,3,0,4,4,14,28,0,0,3,0,0,0,11,16,5,24,8,28,10,4,59,138,0,0,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,22,0,0,0,8,3,0,15,25,0,0,0,9,6,0,8,23,0,3,0,5,4,0,6,19,0,0,0,0,0,0,3,6,4,4,5,36,8,11,36,107,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,6,0,0,0,22
ILOC50500101,0,0,0,0,0,0,94,94,0,0,0,0,0,0,55,62,0,0,0,0,0,0,52,52,0,0,0,0,0,0,39,45,0,0,0,4,0,0,56,59,0,0,0,3,4,0,373,385,0,0,3,29,25,8,42,104,0,29,18,107,39,8,61,257,37,110,87,233,36,17,123,638,29,92,91,175,18,20,96,532,29,78,80,152,15,12,82,444,23,44,79,133,13,22,85,395,16,72,77,105,15,27,242,557,130,417,442,929,164,121,723,2931,0,0,0,0,0,0,10,9,0,0,4,12,7,3,0,30,4,0,8,35,3,0,3,53,0,0,10,16,0,0,10,37,0,5,9,18,0,0,3,30,0,0,0,9,0,0,6,19,0,0,3,3,0,0,8,17,7,12,29,87,21,5,41,198,0,0,5,46,41,8,24,121,0,38,28,188,63,13,28,361,55,156,142,468,57,16,58,954
ILOC50500102,0,3,0,0,0,0,133,137,0,0,0,0,0,0,131,137,0,0,4,0,0,4,64,68,0,0,0,0,0,0,52,59,0,0,4,0,0,0,61,69,0,3,6,3,0,0,522,544,4,0,12,119,64,16,62,276,30,186,125,328,65,24,61,822,519,1397,522,813,90,43,249,3626,765,1653,706,705,62,83,276,4247,317,615,450,475,49,107,151,2168,158,329,351,298,41,73,144,1389,89,263,241,173,28,80,264,1136,1875,4446,2402,2910,394,428,1201,13666,0,0,0,9,4,0,6,10,0,0,3,23,0,0,0,30,0,11,18,46,5,4,3,95,5,5,9,23,0,4,4,48,0,5,7,12,0,0,3,33,0,0,7,10,0,0,3,23,0,0,0,4,0,0,3,4,12,24,50,118,14,8,21,246,3,0,22,209,125,19,38,424,45,319,210,606,142,43,48,1401,760,2072,914,1977,151,75,206,6154
ILOC50500103,0,0,0,0,0,0,38,39,0,0,0,0,0,0,40,44,0,0,0,0,0,0,50,51,0,0,0,0,0,0,35,34,0,0,0,0,0,0,45,47,0,3,3,4,0,0,243,249,0,0,3,25,22,5,25,72,4,22,21,87,19,4,25,185,51,130,81,159,11,16,57,497,62,121,82,140,10,25,73,515,48,104,76,117,11,15,70,443,26,73,91,100,10,11,71,383,31,64,83,81,15,24,185,491,220,517,436,708,102,89,504,2580,0,0,0,0,0,0,3,3,0,0,0,5,6,0,5,15,0,0,6,14,0,0,3,31,0,0,9,11,0,3,4,25,0,0,0,0,0,0,0,8,0,3,3,4,0,0,4,22,0,0,3,3,0,0,4,14,3,11,15,48,7,6,25,114,0,0,3,47,36,0,7,95,3,42,29,169,43,4,17,310,69,201,136,371,30,23,37,863
ILOC50500104,0,0,0,0,0,0,47,50,0,0,0,0,0,0,41,50,0,0,0,0,0,0,27,27,0,0,0,0,0,0,14,14,0,0,0,0,0,0,6,6,0,0,0,0,0,0,189,194,0,0,0,27,22,0,27,83,4,35,41,81,19,7,32,219,48,138,121,211,30,21,75,646,75,165,131,208,14,16,71,678,21,70,88,111,10,26,44,370,8,35,56,72,13,12,32,236,11,16,34,28,7,7,43,135,166,461,471,734,117,86,323,2356,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,12,0,3,9,23,0,0,3,38,0,0,5,12,0,0,0,20,0,0,7,6,0,0,3,12,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,5,0,9,14,50,3,0,18,99,0,0,0,40,51,0,15,105,6,59,49,151,38,12,24,334,66,201,189,448,48,30,53,1025
ILOC50500105,0,0,0,0,0,0,16,16,0,0,0,0,0,0,12,12,0,0,0,0,0,0,17,17,0,0,0,0,0,0,10,10,0,0,0,0,0,0,15,15,0,0,0,0,0,0,90,90,0,0,0,18,5,0,11,38,0,4,8,36,7,6,13,67,7,32,29,74,12,6,27,185,15,31,32,69,9,12,25,191,13,26,20,52,3,7,22,146,9,18,26,59,5,9,28,150,4,14,23,20,6,10,49,131,40,121,144,330,51,48,175,906,0,0,0,0,0,0,4,3,0,0,0,5,3,0,0,7,0,0,0,7,3,3,0,20,0,0,0,3,0,0,0,12,0,0,5,4,0,0,0,14,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,12,26,10,0,9,60,0,0,0,27,12,0,10,51,0,10,13,59,8,6,8,103,3,56,57,160,18,8,7,309
ILOC50500201,0,0,0,0,0,0,48,51,0,0,0,0,0,0,38,43,0,0,0,4,0,0,58,60,0,0,0,0,0,0,41,45,0,0,0,0,0,0,58,62,4,0,0,5,4,0,272,286,0,0,0,27,11,4,15,53,9,73,29,65,28,7,24,238,132,385,113,178,24,5,80,917,206,376,131,181,23,28,66,1005,157,242,137,131,15,33,77,790,107,153,133,118,4,44,80,641,57,129,124,91,14,34,182,638,667,1361,673,790,118,156,518,4287,0,0,0,0,0,0,3,7,0,0,0,6,6,0,6,20,0,7,6,16,4,0,4,33,3,3,0,8,3,0,0,17,0,5,4,4,0,3,0,19,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,7,11,16,12,48,10,6,12,116,0,0,0,45,26,3,8,89,17,121,52,145,43,12,16,409,214,656,208,423,39,8,58,1612
ILOC50500301,0,0,0,3,0,0,74,80,0,0,0,0,0,0,79,82,0,0,0,0,0,0,54,54,0,0,0,0,0,0,45,46,0,3,0,0,0,0,94,98,0,3,0,5,0,0,391,403,0,0,6,42,24,5,44,123,22,159,84,159,56,12,46,528,326,802,286,325,37,33,146,1940,301,624,285,290,29,55,161,1742,177,369,248,279,32,65,114,1283,98,223,222,206,39,80,132,1003,93,238,276,170,28,104,332,1239,1009,2406,1407,1478,237,354,967,7860,0,0,0,4,0,0,0,5,0,5,5,4,0,0,4,21,3,12,0,24,3,0,3,51,4,3,10,16,0,0,5,28,5,4,7,9,0,0,3,26,0,4,4,7,0,0,3,15,0,3,0,4,0,0,0,8,4,31,21,71,6,9,13,155,0,0,23,76,55,8,23,182,44,283,163,336,98,16,61,1006,538,1386,532,893,65,53,150,3622
ILOC50500302,0,0,0,0,0,0,144,147,0,0,0,0,0,0,114,113,0,0,0,0,0,0,62,66,0,0,0,0,0,0,45,43,0,3,0,0,0,0,151,149,0,7,4,7,0,0,576,593,0,0,4,38,29,10,24,109,27,268,103,133,36,11,66,650,584,1297,311,395,44,23,211,2860,626,1046,316,267,27,42,178,2501,381,617,305,235,25,57,131,1747,223,360,262,187,24,56,120,1225,170,312,250,147,27,85,387,1378,2014,3908,1542,1404,211,279,1114,10469,0,0,4,0,4,0,0,5,0,6,0,18,4,0,3,30,0,19,5,28,0,0,3,59,6,5,5,18,0,0,9,42,8,7,4,12,0,0,3,28,0,8,3,9,0,0,11,22,0,0,11,3,0,3,3,18,14,43,27,82,10,7,29,208,0,0,11,77,55,9,12,168,54,411,203,256,66,16,43,1055,932,2276,605,937,65,54,131,5000
ILOC50500401,0,0,0,0,0,0,86,86,0,0,0,0,0,0,69,69,0,0,0,0,0,0,58,58,0,0,0,0,0,0,54,54,0,0,0,0,0,0,31,35,0,0,0,0,0,0,339,341,0,0,0,23,16,0,17,69,10,65,37,91,18,5,49,285,157,380,141,166,20,12,131,1008,147,310,130,132,10,29,111,873,102,151,133,106,10,22,103,618,49,119,113,95,8,28,90,503,38,88,76,68,15,23,256,557,492,1121,632,684,108,125,753,3913,0,0,0,0,5,0,3,4,0,0,0,7,7,0,3,18,0,4,4,19,9,3,12,61,4,4,0,18,0,5,4,34,4,3,0,7,0,0,7,24,0,0,9,9,0,0,3,23,0,0,4,0,0,0,9,12,11,17,20,64,18,4,45,185,0,4,3,50,31,3,13,107,11,130,78,175,39,14,37,486,262,673,262,425,35,21,84,1763
ILOC50500402,0,0,0,0,0,0,63,63,0,0,0,0,0,0,40,45,0,0,0,0,0,0,23,23,0,0,0,0,0,0,20,20,0,0,0,0,0,0,24,24,0,0,0,0,0,0,217,219,0,0,3,22,10,0,20,57,4,50,30,58,21,9,34,211,105,243,91,106,12,18,100,669,81,161,79,94,14,8,71,506,41,90,80,61,15,16,44,351,9,36,43,39,11,11,45,200,18,51,41,34,10,16,79,249,258,641,372,418,79,72,401,2238,0,0,0,5,3,0,0,5,0,0,0,9,3,0,0,12,0,0,3,19,0,0,0,21,0,8,0,0,0,0,0,8,0,0,4,0,0,0,0,9,0,0,0,4,0,0,5,8,0,0,7,0,0,0,3,11,3,7,13,34,7,0,7,80,0,0,5,38,23,3,9,83,10,82,61,119,32,14,25,349,161,438,190,269,22,20,65,1175
ILOC50500403,0,0,0,0,0,0,39,39,0,0,0,0,0,0,22,22,0,0,0,0,0,0,15,13,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20,19,0,0,0,0,0,0,125,127,0,0,0,7,9,0,9,22,8,38,20,30,12,0,19,139,89,226,78,83,8,5,60,551,101,181,66,57,7,13,36,450,38,79,58,34,0,8,27,251,18,41,38,34,0,8,36,185,11,34,37,36,5,15,78,219,263,600,301,280,52,55,261,1817,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,5,0,6,0,0,0,11,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,9,6,20,0,5,3,42,0,0,4,24,15,0,7,47,14,59,41,64,22,0,13,214,158,357,142,203,13,11,44,931
ILOC50500404,0,0,0,0,0,0,56,58,0,0,0,0,0,0,52,52,0,0,0,0,0,0,27,27,0,0,0,0,0,0,20,17,0,0,0,0,0,0,34,32,0,6,0,0,0,0,209,211,0,0,0,8,9,0,9,35,16,103,46,79,17,0,25,295,195,509,170,156,13,10,101,1148,135,283,105,93,6,13,65,697,54,113,66,71,7,16,37,365,34,63,76,43,5,31,42,300,14,56,63,40,5,18,69,269,453,1134,528,492,65,85,351,3106,0,0,0,0,3,0,0,8,0,0,0,3,4,0,0,12,3,7,3,16,0,0,0,30,0,8,7,3,0,0,0,13,0,0,4,8,0,0,0,21,0,0,0,3,0,0,4,14,0,6,0,0,0,0,0,10,4,20,14,39,11,0,7,102,0,0,3,19,22,0,0,49,28,183,92,156,34,5,24,522,382,942,351,399,35,21,80,2202
ILOC50500501,0,0,0,0,0,0,58,56,0,0,0,0,0,0,63,66,0,0,0,0,0,0,56,57,0,0,0,0,0,0,49,52,0,5,5,0,0,0,105,115,3,5,11,3,0,0,373,403,0,0,18,79,49,4,41,199,39,377,63,144,37,9,46,710,377,927,188,223,27,22,113,1880,824,1459,418,350,19,55,142,3262,596,1041,428,330,38,74,151,2662,332,559,405,237,38,93,133,1804,218,583,495,215,52,151,481,2192,2390,4950,2012,1582,255,408,1112,12703,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,9,0,16,3,0,0,31,0,0,4,7,0,0,5,15,0,0,4,8,0,0,0,19,0,0,4,3,0,0,0,14,0,0,0,9,0,0,3,12,0,14,10,61,4,3,13,105,5,3,28,163,103,15,37,344,75,679,148,332,96,16,56,1396,658,1626,384,635,59,39,113,3514
ILOC50500502,0,0,0,0,0,0,234,240,0,0,0,0,0,0,131,131,0,0,0,0,0,0,84,83,0,0,0,0,0,0,58,60,0,0,0,0,0,0,72,77,0,5,4,0,0,0,709,725,0,0,8,62,42,7,50,168,63,403,239,229,58,13,170,1180,970,1458,410,355,38,43,410,3679,473,895,348,231,28,27,231,2236,192,396,189,179,22,43,130,1157,119,233,158,160,15,46,127,864,77,182,145,102,18,54,246,821,1903,3570,1497,1324,227,220,1364,10105,0,0,0,8,6,4,9,17,0,0,7,21,11,0,0,38,3,9,4,34,0,0,10,65,0,6,6,15,6,0,4,43,4,5,0,6,0,4,9,26,3,3,4,5,0,0,0,20,4,0,5,5,0,0,5,18,13,29,29,91,26,9,33,223,0,0,17,120,81,10,31,263,114,761,513,506,124,27,153,2196,1764,2883,1010,903,84,82,386,7106
ILOC50500503,0,0,0,0,0,0,12,12,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,10,0,0,0,0,0,0,14,15,0,0,0,0,0,3,9,6,0,0,0,0,0,3,54,58,0,0,0,25,19,5,11,57,10,88,15,40,7,4,6,177,91,225,48,64,4,9,23,468,133,240,79,56,9,15,27,563,103,200,128,87,11,15,33,578,62,132,144,80,7,23,35,475,36,77,79,40,8,18,46,307,435,958,490,397,70,88,189,2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,8,0,0,0,5,0,0,0,6,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,4,8,11,4,0,0,28,0,0,4,39,32,9,6,86,19,169,35,93,21,4,19,362,137,384,88,144,13,13,36,819
ILOC50500601,0,0,0,0,0,0,78,77,0,0,0,0,0,0,68,67,0,0,0,0,0,0,49,53,0,0,0,0,0,0,39,41,0,0,0,0,0,0,64,59,0,6,0,4,3,0,331,344,0,0,8,60,43,3,28,146,21,130,69,174,46,22,43,495,246,721,241,392,49,22,134,1809,308,661,316,378,32,39,144,1880,141,387,279,298,35,64,119,1321,91,214,202,209,22,57,115,905,62,120,133,102,17,53,193,692,873,2245,1250,1605,238,261,784,7246,0,0,0,3,3,0,0,11,0,0,0,14,0,0,3,19,3,14,0,23,0,6,3,48,4,5,13,17,0,0,0,36,0,3,5,10,0,0,3,19,0,3,0,9,0,0,0,13,0,3,0,0,0,0,0,3,9,23,17,74,8,8,14,155,0,0,18,106,82,10,22,238,23,219,111,384,80,27,43,884,366,1108,413,1053,80,37,100,3154
ILOC50500602,0,0,0,4,0,0,85,91,0,0,0,0,0,0,61,60,0,0,0,0,0,0,47,49,0,0,0,0,0,0,42,42,0,0,3,0,0,0,82,83,0,0,3,3,0,0,417,422,0,0,6,43,31,12,40,132,8,137,57,145,22,11,83,461,173,496,197,288,26,25,123,1323,175,474,236,234,24,27,102,1272,143,273,239,255,15,45,103,1069,104,187,217,218,18,62,109,907,39,136,154,126,21,58,316,847,635,1699,1099,1306,160,238,868,6014,0,0,0,3,0,0,0,7,0,4,0,17,5,0,0,26,0,8,7,20,7,0,0,44,4,0,4,4,0,0,0,15,0,5,7,7,0,0,0,23,0,6,6,0,0,4,0,18,0,4,0,0,0,0,0,3,8,22,32,58,7,7,7,134,0,0,8,87,40,15,18,174,13,212,95,352,54,13,33,770,250,776,314,783,42,41,82,2284
