ILOC_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
ILOC50200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,0,5,0,0,8,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,11,10,0,0,0,5,0,0,0,5,0,0,0,7,0,0,6,7,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200201,0,0,0,0,0,0,10,10,0,0,0,0,0,0,6,6,0,0,0,0,0,0,11,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,7,7,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,8,0,3,0,3,12,28,0,0,3,3,0,0,6,20,5,0,0,10,0,0,10,25,0,4,3,7,0,0,12,27,0,6,0,4,0,6,15,24,6,19,15,32,5,9,60,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,8,5,4,5,26,0,0,0,0,3,0,0,3,0,0,0,11,0,0,0,17,3,5,4,31,0,3,3,61
ILOC50200202,0,0,0,0,0,0,16,16,0,0,0,0,0,0,29,29,0,0,0,0,0,0,18,23,0,0,0,0,0,0,18,18,0,0,0,0,0,0,7,7,0,0,0,0,0,0,102,106,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,7,0,0,0,0,0,0,16,20,0,3,3,8,0,0,30,49,0,0,0,0,0,0,21,29,0,8,4,0,0,0,20,40,0,3,4,4,0,0,13,21,9,19,11,21,8,3,116,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,6,11,6,0,0,21
ILOC50200301,0,0,0,0,0,0,7,3,0,0,0,0,0,0,24,24,0,0,0,0,0,0,15,15,0,0,0,0,0,0,12,12,0,0,0,0,0,0,18,18,0,0,0,0,0,0,102,102,0,0,0,3,3,0,17,25,0,0,0,9,0,0,6,16,4,22,11,18,0,0,6,60,0,24,12,21,3,3,22,90,3,28,11,23,4,4,24,101,9,21,20,17,0,10,24,84,6,16,18,8,0,0,37,84,17,109,67,96,17,21,134,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,9,7,6,0,5,18,0,0,4,5,4,0,4,18,0,3,0,20,0,0,4,29,5,21,6,46,4,3,4,93
ILOC50200302,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,16,3,5,5,5,0,0,3,16,3,13,0,7,0,0,5,25,0,10,0,8,0,0,3,25,3,4,0,0,0,0,9,13,0,3,5,0,0,0,7,23,11,31,11,22,3,4,45,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,7,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,6,4,8,10,0,0,0,23
ILOC50200303,0,0,0,0,0,0,20,18,0,0,0,0,0,0,23,19,0,0,0,0,0,0,15,15,0,0,0,0,0,0,31,31,0,0,0,0,0,0,50,51,0,4,0,0,0,0,153,157,0,0,0,0,5,0,10,13,0,0,0,8,0,0,9,21,3,14,7,27,4,0,23,80,13,23,17,27,3,0,23,107,12,25,20,27,0,4,29,116,12,23,29,33,4,6,46,148,8,25,32,25,8,12,78,190,45,116,105,146,17,17,221,675,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,3,0,0,0,10,0,0,0,10,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,10,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,10,0,0,3,21,0,5,12,42,0,0,0,5,3,0,4,14,0,3,0,18,0,0,4,33,5,27,12,62,4,0,10,109
ILOC50200401,0,0,0,0,0,0,70,72,0,0,0,0,0,0,76,76,0,0,0,0,0,0,54,54,0,0,0,0,0,0,58,59,0,0,0,0,0,0,59,59,0,0,3,8,0,0,373,382,0,0,4,12,12,4,32,60,0,26,25,65,36,4,47,204,25,68,56,114,30,3,83,373,29,77,55,110,23,8,89,385,23,57,64,98,19,17,67,330,21,42,66,91,13,18,89,349,11,39,57,48,10,16,141,314,101,316,320,544,133,64,543,2018,0,0,0,0,9,0,5,15,0,0,4,24,7,0,10,43,3,0,5,45,8,0,13,74,0,3,7,26,6,0,10,54,0,5,10,25,3,0,12,48,7,7,13,8,3,4,10,53,3,0,5,8,0,0,9,20,8,14,45,130,35,8,72,309,0,0,4,28,16,0,3,51,5,31,27,107,45,4,6,229,27,108,76,257,43,9,20,531
ILOC50200402,0,0,0,0,0,0,34,34,0,0,0,0,0,0,54,57,0,0,0,0,0,0,38,43,0,0,0,0,0,0,28,36,0,0,0,0,0,0,34,34,0,6,0,0,0,0,234,239,0,0,3,19,12,0,23,62,0,18,15,49,25,8,26,133,36,110,78,139,29,13,43,440,35,108,65,121,16,22,68,435,45,95,93,129,14,24,69,470,18,46,62,86,7,11,55,296,14,27,47,30,6,11,83,215,142,400,359,574,114,95,363,2047,0,0,0,5,5,0,0,12,0,3,0,7,10,0,0,22,0,0,4,27,6,5,7,45,0,8,5,32,0,6,5,52,3,5,9,20,5,0,8,42,0,7,3,14,0,5,4,32,0,0,5,3,0,0,8,15,9,22,26,97,27,11,30,221,0,0,4,39,25,0,3,70,0,15,11,93,27,8,10,172,35,135,95,374,38,14,23,712
ILOC50200403,0,0,0,0,0,0,51,51,0,0,0,0,0,0,48,53,0,0,0,0,0,0,48,48,0,0,0,0,0,0,24,26,0,0,0,0,0,0,42,41,0,0,0,4,0,0,233,238,0,0,5,12,18,3,21,58,6,22,21,48,20,4,20,137,29,71,31,84,21,5,57,303,42,85,57,104,9,6,70,373,31,96,77,120,10,8,65,411,19,58,57,86,7,11,46,288,19,60,72,53,4,20,137,362,155,393,329,500,93,50,415,1936,0,0,0,3,7,0,9,15,0,0,0,9,8,0,4,18,0,0,3,22,7,0,11,39,0,7,7,17,3,0,9,38,0,9,6,10,3,0,9,38,0,3,3,9,0,0,5,17,0,3,5,4,0,0,14,22,0,19,20,64,26,5,54,192,0,0,4,30,23,3,10,74,8,28,24,102,36,4,5,204,40,100,52,234,27,9,20,472
ILOC50200404,0,0,0,0,0,0,40,40,0,0,0,0,0,0,41,40,0,0,0,0,0,0,37,40,0,0,0,0,0,0,27,27,0,0,0,0,0,0,105,105,0,0,0,0,0,0,291,293,0,0,0,22,23,4,30,88,4,43,22,56,27,6,23,188,61,187,87,164,25,9,54,591,80,187,114,159,19,22,50,627,65,180,82,161,20,33,63,607,47,81,96,103,17,19,56,420,28,65,82,81,8,25,260,556,294,742,493,746,150,104,540,3070,0,0,0,4,9,0,16,27,0,0,0,9,5,0,3,20,0,0,7,31,4,0,5,49,0,12,8,23,3,0,5,39,0,0,8,15,5,3,10,39,0,9,4,13,6,0,9,37,0,0,5,3,0,0,12,22,3,21,34,87,26,3,47,222,0,0,0,48,32,3,4,96,7,55,29,139,46,5,5,279,86,254,120,422,39,14,25,954
ILOC50200501,0,0,0,0,0,0,44,44,0,0,0,0,0,0,57,58,0,0,0,0,0,0,47,51,0,0,0,0,0,0,67,63,0,0,0,0,0,0,111,111,0,0,0,0,0,0,364,365,0,0,0,12,9,0,29,55,5,4,10,33,8,3,22,72,18,49,20,68,13,3,48,212,23,79,36,67,16,7,71,298,16,57,63,75,8,5,56,286,25,31,52,63,12,14,88,295,22,46,68,48,16,21,206,431,101,280,253,355,79,53,522,1643,0,0,0,0,3,0,4,4,0,0,0,6,0,0,7,13,0,0,0,4,0,0,10,16,0,0,3,14,0,5,0,17,0,3,0,6,0,0,4,11,3,3,0,10,4,0,0,23,0,0,0,3,0,0,5,12,3,5,10,39,3,5,29,93,0,0,0,18,10,0,11,41,5,8,16,68,16,3,6,115,22,69,24,158,15,7,15,314
ILOC50200601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ILOC50200602,0,0,0,0,0,0,22,22,0,0,0,0,0,0,8,8,0,0,0,0,0,0,10,14,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,73,74,0,0,0,0,0,0,8,9,0,0,0,0,4,4,14,19,7,22,5,3,4,0,28,73,0,4,0,8,5,0,19,32,0,3,0,3,0,0,22,38,0,3,9,3,0,0,18,38,0,0,3,0,0,0,6,16,7,39,22,25,6,0,108,216,0,0,0,0,0,0,14,9,0,0,0,5,4,4,12,13,0,0,0,9,4,0,16,28,0,0,0,4,0,0,9,11,0,0,0,0,0,0,8,12,0,5,3,8,0,0,5,20,0,0,3,0,0,0,7,9,0,5,3,20,7,6,64,106,0,0,0,0,0,0,0,0,0,4,0,11,0,0,3,19,11,39,11,41,5,0,0,103
ILOC50200701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50200702,0,0,0,0,0,0,10,10,0,0,0,0,0,0,14,14,0,0,0,0,0,0,5,5,0,0,0,0,0,0,12,18,0,0,0,0,0,0,10,10,0,0,0,0,0,0,72,77,0,0,0,7,0,0,5,15,3,6,4,11,4,0,7,32,13,35,15,14,0,8,18,98,3,22,16,12,0,0,13,71,8,15,6,13,3,3,12,54,3,14,5,11,0,5,14,47,11,9,11,3,0,0,25,56,39,101,53,71,12,9,104,381,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,4,7,0,0,0,4,0,0,0,8,0,0,5,8,3,0,0,4,0,0,0,6,0,0,0,3,0,0,0,6,3,0,0,24,0,0,7,41,0,0,0,9,5,0,0,5,3,11,3,17,8,0,4,43,16,60,28,43,4,5,10,155
ILOC50300101,0,0,0,0,0,0,48,48,0,0,0,0,0,0,62,62,0,0,0,0,0,0,46,45,0,0,0,0,0,0,44,48,0,0,3,0,0,0,79,93,0,5,3,7,0,0,334,342,0,0,0,12,18,4,31,67,3,25,12,65,21,3,26,153,30,139,56,133,21,5,66,451,34,109,72,111,23,14,83,440,38,92,72,119,9,22,64,404,27,58,77,89,7,20,73,351,20,79,85,51,16,15,208,477,150,504,364,587,115,85,548,2347,0,0,0,5,5,0,5,13,0,0,0,3,4,0,3,14,0,0,0,15,4,0,3,24,0,0,5,7,3,0,0,19,0,4,5,7,3,0,7,26,0,0,0,4,0,0,8,19,0,0,3,4,0,0,3,8,0,7,12,51,12,5,30,120,0,0,0,31,26,9,22,78,4,32,11,142,31,6,19,245,41,181,71,370,37,10,26,736
ILOC50300102,0,0,0,0,0,0,26,26,0,0,0,0,0,0,32,38,0,0,0,0,0,0,44,44,0,0,0,0,0,0,39,37,0,0,0,0,0,0,43,43,0,0,0,0,0,0,199,200,0,0,0,7,11,0,22,37,0,7,8,27,3,0,14,59,11,75,32,68,14,7,31,231,19,77,28,65,10,3,45,242,16,56,50,62,10,10,54,267,13,33,44,28,3,13,63,195,11,35,34,23,5,10,81,191,75,288,190,275,53,47,300,1218,0,0,0,0,3,0,7,9,0,0,0,0,0,0,3,9,0,0,4,5,0,0,0,13,0,4,5,4,0,0,0,12,0,0,3,4,0,0,0,10,0,0,0,5,0,0,3,11,0,0,0,0,0,0,3,8,4,10,4,25,3,0,15,64,0,0,0,13,14,0,7,32,0,12,10,55,9,4,3,99,15,108,46,172,23,12,10,389
ILOC50300201,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,12,0,0,0,0,0,0,13,13,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,52,57,0,0,0,3,0,0,6,11,0,0,0,3,0,0,4,8,5,0,6,0,0,0,10,22,0,0,4,10,0,3,14,26,0,3,0,7,0,0,13,32,3,3,3,12,0,0,10,34,0,0,7,0,0,0,10,24,8,15,17,37,6,8,71,158,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,3,0,0,4,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,5,5,0,3,13,32,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,8,3,3,5,7,0,0,0,17
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,0,0,0,0,0,0,6,6,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,6,17,0,6,3,0,0,0,13,27,0,0,0,0,0,0,5,7,0,0,0,0,0,0,13,18,3,0,0,0,0,0,9,12,5,17,4,7,0,0,41,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,10,4,14,7,21,0,0,4,48
ILOC50300204,0,0,0,0,0,0,32,32,0,0,0,0,0,0,50,46,0,0,0,0,0,0,24,27,0,0,0,0,0,0,25,20,0,0,0,0,0,0,24,24,0,0,0,0,0,0,192,202,0,0,0,5,3,0,28,37,0,7,4,15,9,0,27,51,9,14,9,27,3,0,42,102,5,8,16,30,7,3,51,128,0,7,14,15,0,7,44,82,4,7,6,14,0,0,30,65,0,3,0,8,0,0,28,43,19,45,46,113,23,9,238,498,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,15,0,0,12,36,0,0,0,7,6,0,6,18,0,7,4,27,9,0,6,47,11,21,12,94,8,0,8,141
ILOC50300205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300206,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,4,6,0,9,0,4,7,23,0,0,0,5,0,0,0,8,4,0,0,0,0,0,11,14,0,3,0,8,0,0,11,24,0,0,3,6,0,0,11,20,8,9,11,20,4,4,52,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,3,5,4,8,0,0,0,22
ILOC50300301,0,0,0,0,0,0,203,203,0,0,0,0,0,0,168,169,0,0,0,0,0,0,130,130,0,0,0,4,0,0,121,124,0,0,0,0,0,0,103,109,0,0,0,3,0,0,860,870,0,0,3,61,53,4,78,197,15,112,37,170,72,11,105,526,159,442,185,437,65,43,273,1601,172,370,215,352,43,34,221,1407,95,215,199,263,31,54,222,1073,70,127,147,167,13,39,206,766,16,58,66,52,9,24,251,489,530,1330,850,1500,282,208,1362,6063,0,0,0,9,10,0,22,34,0,3,0,26,15,0,24,76,0,11,4,82,10,5,29,142,3,9,13,54,3,5,32,103,6,16,12,35,0,4,28,102,0,9,9,29,0,0,22,67,0,8,5,9,4,0,42,60,11,44,38,233,44,17,200,580,0,0,3,93,77,3,26,208,34,165,50,395,128,21,45,825,282,695,273,1259,91,59,116,2774
ILOC50300302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
