POW_SA2_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
501021011,34,16,3,1246,16,0,0,4,0,20,48,0,0,0,0,51,46,0,4,8,0,54,65,4,0,5,7,76,103,3,8,5,0,119,201,8,8,4,0,215,339,7,12,0,5,367,593,16,16,0,0,631,746,22,21,3,0,794,510,18,9,0,3,543,382,41,16,3,0,438,282,20,8,0,4,308,374,52,22,4,0,451,79,9,0,0,0,94,66,29,7,0,0,100,25,0,0,0,0,32,3867,230,141,36,22,4295
501021012,101,23,9,1552,4,0,0,5,0,11,172,0,14,8,0,197,128,0,9,4,0,141,114,0,15,5,0,136,133,0,17,0,0,150,212,12,14,0,3,243,273,5,10,0,0,293,263,13,16,7,3,303,178,8,22,0,0,212,121,10,18,0,0,145,93,9,14,0,0,117,62,5,6,0,0,76,86,12,13,0,0,111,12,7,6,0,0,27,17,11,3,0,0,31,17,0,0,0,3,20,1892,81,176,36,15,2202
501021014,127,62,11,1751,16,0,3,27,3,48,88,0,19,15,0,123,69,7,14,15,3,98,89,0,9,7,0,117,103,9,17,13,0,138,214,10,37,7,5,273,296,15,35,6,0,353,428,16,22,11,0,482,553,26,38,8,11,631,408,11,29,3,3,453,418,25,27,10,5,478,382,13,13,6,0,411,719,27,20,3,4,769,162,16,7,0,0,184,143,18,9,4,0,178,29,9,4,3,4,44,4110,197,304,141,40,4786
501021015,91,27,13,1998,23,0,0,5,0,29,142,0,0,6,0,152,125,0,12,0,0,137,124,0,19,3,3,152,162,6,13,0,3,177,314,8,15,3,0,338,348,11,17,4,0,387,514,21,28,0,0,556,580,21,29,6,4,642,495,25,30,3,3,552,419,17,21,0,0,466,397,28,12,0,0,436,642,26,15,0,0,686,95,7,3,0,0,106,70,20,8,0,3,103,38,3,0,0,0,46,4483,200,226,44,26,4974
501021016,44,22,8,750,9,0,0,3,3,15,28,0,0,4,0,33,24,0,10,0,0,33,34,0,8,0,0,41,69,4,8,0,0,89,89,0,8,5,0,113,106,11,13,4,3,129,125,7,8,5,0,147,159,3,15,3,0,187,155,14,11,4,3,183,158,15,6,0,0,186,204,10,4,0,0,224,631,14,9,0,0,650,141,3,0,0,0,150,98,5,9,3,6,122,24,0,0,0,4,29,2061,79,114,47,24,2327
501021251,76,13,3,785,0,0,6,5,0,13,110,0,3,0,0,119,58,0,15,0,0,68,38,0,11,0,0,56,58,0,4,0,0,69,74,0,19,0,0,95,111,7,15,5,0,131,137,6,18,0,0,165,116,5,15,0,0,142,89,5,13,0,0,104,66,6,11,5,0,85,56,4,4,0,0,67,89,8,7,0,0,99,9,0,0,0,0,7,3,5,7,0,0,15,11,0,0,0,0,11,1035,52,148,19,3,1257
501021252,41,8,0,266,0,0,0,4,0,3,9,0,8,0,0,17,13,0,0,0,0,15,17,0,5,5,0,26,17,0,6,0,0,24,28,5,8,3,0,40,43,3,6,0,0,50,60,0,9,0,0,70,81,4,13,0,0,95,58,10,9,0,0,70,45,11,11,0,0,66,39,0,0,0,0,41,67,9,7,0,0,85,9,0,0,0,0,6,5,4,0,0,0,11,6,0,0,0,0,13,489,58,84,19,0,642
501021253,298,50,29,7173,38,3,4,12,0,61,380,0,21,0,5,403,319,4,11,6,0,349,371,8,20,5,3,405,503,8,48,12,0,573,889,22,40,10,7,969,1052,31,46,10,3,1139,1313,34,62,8,5,1420,1388,59,69,4,3,1527,1065,42,61,0,4,1167,818,62,80,0,7,967,599,51,33,5,0,694,916,101,56,5,3,1081,128,34,15,3,0,184,168,101,66,4,0,343,80,3,5,3,10,101,10027,564,636,93,61,11380
501021254,16,4,0,365,0,0,0,4,0,4,12,0,4,0,0,16,13,0,0,3,0,19,17,0,0,0,0,21,35,0,0,0,0,35,44,0,0,0,0,47,56,4,3,0,0,60,78,8,3,0,0,89,57,0,9,0,0,64,27,3,5,0,0,34,33,0,8,0,0,39,23,0,0,0,0,24,28,3,3,0,0,39,4,0,4,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,424,16,39,7,0,498
501031017,189,78,15,1276,8,0,0,33,0,48,70,0,12,15,4,100,43,0,21,32,0,103,60,12,31,15,0,112,86,0,28,25,3,147,146,5,37,9,0,200,150,15,48,3,0,217,238,19,57,12,13,341,220,28,58,13,8,328,206,13,21,9,0,253,198,18,21,4,4,247,168,13,24,0,0,213,310,16,24,8,5,355,56,9,8,0,0,79,55,11,17,6,3,96,13,0,0,6,0,28,2040,165,422,200,40,2866
501031018,112,71,5,920,8,4,0,21,0,36,61,0,6,10,0,80,59,3,19,10,0,99,54,3,15,5,0,79,69,11,21,14,0,113,120,8,30,11,0,172,163,14,34,11,0,229,178,7,25,11,3,230,161,20,31,13,7,221,105,16,20,11,6,158,79,8,14,5,0,112,58,9,15,4,5,100,91,25,20,4,0,138,17,10,5,0,0,30,22,19,7,7,4,52,9,4,6,5,0,21,1247,161,267,153,27,1851
501031019,106,29,9,1422,6,4,10,8,0,20,78,0,3,8,0,91,69,5,12,10,0,92,77,0,15,3,0,94,106,3,19,9,0,135,205,11,32,4,5,260,239,19,32,4,0,290,355,20,25,0,0,400,358,19,37,4,3,424,235,23,23,3,4,282,201,35,24,4,0,260,121,10,5,4,4,141,161,21,8,0,6,196,14,0,3,0,0,18,17,6,9,0,0,36,17,0,5,0,0,23,2257,177,246,61,24,2772
501031020,136,82,18,945,5,4,5,30,0,46,50,0,0,7,0,56,69,6,17,16,0,107,54,10,20,25,3,109,69,6,21,13,3,113,129,25,57,8,0,219,178,16,26,11,4,223,210,20,38,16,3,290,180,19,43,15,0,260,100,21,26,8,4,159,67,10,33,7,8,123,47,18,14,7,0,85,62,19,24,3,0,111,8,5,7,0,0,25,7,17,11,4,0,38,15,5,4,4,4,31,1248,192,346,174,37,1990
502011021,70,16,5,421,3,0,0,4,0,14,16,0,8,3,4,27,14,0,10,0,0,29,17,3,14,0,0,35,26,3,8,0,0,40,48,0,26,0,0,83,49,6,14,3,0,74,49,8,10,0,0,66,51,11,15,0,0,81,29,6,13,0,0,55,35,9,10,0,0,53,24,4,6,0,0,38,36,11,5,0,4,60,12,3,3,0,0,13,5,6,8,0,0,17,4,3,0,0,0,12,418,87,163,21,13,696
502011022,121,24,5,1095,4,0,3,9,0,20,143,3,3,0,0,153,102,4,15,10,0,125,80,0,19,8,0,108,91,4,16,0,0,114,155,6,28,6,0,193,154,15,18,3,0,199,158,16,27,0,0,199,146,10,47,3,7,211,73,15,27,4,0,118,63,16,11,3,0,85,45,12,11,3,0,71,35,23,17,0,0,85,9,8,0,0,0,18,13,21,3,0,0,37,15,0,0,0,0,18,1287,156,254,44,11,1753
502011023,131,17,17,2903,17,0,6,11,0,27,110,0,10,0,0,122,117,3,15,9,0,139,166,4,15,0,4,189,240,7,18,7,4,272,379,12,29,0,0,424,517,17,20,4,4,556,576,20,35,0,3,629,632,30,39,0,0,700,416,28,21,8,0,470,335,33,21,0,3,386,215,22,4,0,0,251,311,36,18,0,5,366,40,14,9,0,0,61,64,30,25,0,0,120,30,3,0,5,7,43,4151,252,281,43,28,4752
502011024,187,37,11,2006,10,0,0,6,0,21,140,0,10,12,0,161,166,0,25,4,5,195,157,7,30,6,0,203,183,9,29,9,4,227,311,10,33,3,6,354,318,16,44,4,4,383,299,12,31,0,3,352,228,24,51,4,0,308,127,21,32,4,0,182,101,12,26,5,0,146,73,18,19,4,0,112,163,30,33,4,0,224,20,8,4,0,0,38,17,29,20,4,0,71,22,3,0,0,8,31,2332,199,388,60,29,3008
502011025,256,54,26,6347,38,5,5,23,0,75,534,0,11,5,0,559,508,6,22,0,4,532,492,12,32,11,3,558,622,13,37,6,4,683,886,19,45,5,5,953,957,31,74,0,3,1065,1119,28,54,7,3,1219,1211,58,64,15,3,1355,751,45,47,4,5,849,656,44,34,4,5,740,415,40,32,0,0,485,498,65,40,0,0,601,70,17,20,0,0,103,78,81,27,5,3,197,70,8,7,4,3,93,8909,484,544,93,54,10080
502011026,45,15,5,379,13,0,0,3,0,11,29,0,0,0,0,33,25,4,10,0,0,40,32,3,3,5,3,40,32,5,13,4,0,60,48,10,4,3,0,61,61,4,8,4,0,79,67,5,14,0,0,82,52,8,12,0,0,78,22,4,13,0,0,39,25,9,4,0,0,46,11,12,7,0,0,28,40,11,5,0,0,60,7,3,0,0,0,6,6,3,3,0,0,23,3,0,0,3,0,7,476,84,106,24,7,698
502011027,173,25,13,2048,8,3,0,6,0,22,208,6,8,3,0,229,186,4,25,5,3,224,126,4,19,4,0,150,134,10,22,0,0,171,237,10,49,4,0,297,278,11,33,0,0,333,303,13,29,5,0,348,283,26,44,3,0,354,195,26,32,3,0,258,144,25,27,0,0,195,114,4,18,0,6,141,194,25,20,0,0,239,14,13,3,4,0,36,20,9,8,0,0,35,20,0,0,0,3,32,2487,177,329,45,29,3067
502011028,77,20,6,893,0,0,0,0,0,7,9,0,6,0,0,22,15,0,16,3,0,38,32,0,9,4,0,49,38,6,9,0,0,59,80,6,19,5,0,111,121,8,12,0,5,149,140,6,22,4,0,162,179,11,10,3,0,202,95,9,16,4,0,116,91,10,10,0,0,105,69,0,8,0,0,78,127,6,10,0,0,144,7,5,0,0,0,13,12,5,0,0,0,20,12,0,5,0,0,10,1042,63,152,28,8,1288
502011029,135,44,19,1950,17,0,6,30,0,46,150,4,14,5,0,175,125,3,9,7,0,147,125,4,14,9,0,156,135,0,25,7,4,170,275,12,23,15,3,332,266,12,36,6,3,324,306,8,28,4,3,353,368,14,39,5,3,431,315,25,15,3,0,357,363,21,22,5,3,405,369,10,12,0,0,393,1076,32,24,0,3,1133,215,10,8,4,0,235,157,22,9,0,0,191,28,3,4,6,0,44,4286,182,290,105,39,4894
503011030,82,26,0,792,0,0,0,0,0,0,109,0,0,0,0,111,59,0,7,0,0,65,49,0,6,4,0,63,68,3,5,0,0,78,87,4,8,0,0,106,87,6,11,5,0,108,93,13,17,6,0,134,133,8,11,8,0,167,94,3,17,0,0,119,74,20,16,6,0,110,40,18,9,3,0,75,42,35,25,4,0,101,24,17,17,0,0,54,22,62,29,8,0,118,5,0,0,0,0,13,1002,193,173,50,3,1422
503011031,213,39,14,3902,20,3,0,9,0,32,277,0,7,0,0,287,363,0,20,8,0,391,306,3,13,4,0,322,321,15,14,5,0,353,465,9,28,11,0,512,456,18,29,8,3,516,574,29,33,4,0,640,649,28,42,6,3,723,494,43,36,4,0,573,366,35,24,0,3,429,253,29,28,3,3,312,449,93,42,4,0,585,96,30,15,0,0,146,130,142,62,7,0,330,37,0,5,0,7,50,5236,472,397,69,32,6200
503011032,162,49,18,1684,12,5,3,8,0,24,98,0,11,0,0,118,116,0,11,4,0,131,114,0,11,4,0,127,119,5,4,8,6,135,209,7,22,4,0,239,210,7,21,4,6,237,231,8,32,0,6,279,293,28,39,9,4,363,207,20,25,6,4,254,154,27,26,0,0,212,92,23,26,6,0,151,143,54,21,3,0,232,29,33,11,9,0,80,84,129,39,21,0,272,14,6,5,3,3,25,2121,350,301,76,21,2871
503011033,130,22,10,1172,13,0,0,9,0,20,139,0,9,4,0,147,109,3,17,0,6,129,86,3,9,3,0,107,103,0,7,5,0,116,137,13,15,0,0,161,147,8,21,0,0,168,148,21,13,6,0,190,157,14,26,6,0,201,99,19,19,0,0,137,89,21,11,4,0,130,59,17,15,0,0,95,81,48,22,0,0,155,9,18,6,4,0,42,36,50,27,3,0,109,14,0,0,0,4,18,1433,237,224,35,12,1937
503011034,170,35,6,2406,11,0,0,4,0,13,143,0,6,0,0,158,157,0,17,6,0,174,142,3,20,8,0,175,172,5,10,0,4,188,217,5,21,3,0,245,270,9,29,4,3,312,343,19,38,3,0,401,403,27,38,7,5,480,283,17,32,0,0,341,254,30,27,5,0,317,200,22,18,5,5,242,329,47,32,8,4,426,33,31,11,7,0,83,73,97,36,7,0,216,21,0,0,0,4,26,3056,325,333,75,18,3798
503011035,380,90,37,17037,48,0,0,22,0,83,379,4,24,6,3,407,488,9,33,6,0,530,486,10,31,11,0,538,575,21,33,6,7,644,1145,21,58,3,3,1233,1417,31,49,12,8,1514,1839,42,58,13,5,1953,2988,79,76,10,12,3164,3054,60,61,8,5,3185,3015,78,64,5,6,3166,2336,64,48,5,0,2461,3651,138,87,11,8,3894,680,64,30,4,0,776,1306,298,166,22,7,1796,133,12,11,0,11,163,23534,919,811,150,71,25487
503011036,140,22,0,2318,13,6,4,5,0,24,175,0,9,0,0,189,153,0,10,4,0,169,112,3,23,0,0,147,116,4,10,5,0,135,197,5,21,0,0,225,229,12,25,3,0,262,311,9,26,5,0,348,470,12,19,3,6,509,509,18,17,0,0,545,445,34,21,5,0,500,386,18,18,5,0,426,849,40,33,4,0,923,139,21,6,0,0,167,154,53,23,5,0,239,32,0,0,0,0,33,4296,235,270,45,10,4847
503021037,4,4,0,359,0,0,0,0,0,0,17,0,0,4,0,17,13,0,0,0,0,13,13,0,0,0,0,13,27,0,0,0,0,27,32,0,0,0,0,33,53,0,4,0,0,53,36,0,0,0,0,41,49,0,3,0,0,53,78,0,0,0,0,79,61,0,0,0,0,62,41,0,0,0,0,41,75,0,4,0,0,82,29,0,0,0,0,29,72,4,0,0,0,78,0,0,0,0,0,7,598,16,5,3,0,627
503021038,249,38,20,5041,14,0,0,16,0,39,184,0,4,6,4,194,221,3,25,5,0,253,203,6,27,3,0,243,277,11,37,6,0,330,426,23,25,3,4,478,526,28,44,5,5,601,716,45,46,4,4,817,930,50,57,0,4,1047,880,42,42,0,4,977,840,73,42,0,5,960,653,64,29,0,0,739,1504,115,56,3,0,1682,355,64,22,0,0,438,388,158,34,3,0,579,33,0,4,0,8,48,8146,682,493,61,35,9413
503021039,315,47,16,4345,13,6,0,11,0,36,243,0,10,8,0,264,275,5,20,5,6,306,301,4,31,3,3,340,316,10,35,5,0,364,484,19,35,3,4,557,507,19,37,12,4,581,680,38,65,9,4,793,698,47,70,7,5,820,494,37,62,0,3,594,422,58,60,9,0,546,349,35,39,0,0,423,493,83,70,0,5,652,69,56,18,0,0,145,85,125,62,5,0,275,37,3,4,3,3,54,5477,544,618,87,33,6758
503021040,210,21,8,1985,11,0,5,11,0,28,137,0,7,0,0,146,137,10,8,3,0,153,141,5,19,4,0,172,132,4,30,5,5,173,263,20,34,3,3,321,281,22,41,4,0,351,362,27,47,9,3,444,357,41,43,5,0,441,219,21,28,0,0,261,159,55,39,0,3,253,83,30,30,5,0,148,129,77,43,0,0,246,27,18,14,0,0,60,33,73,18,3,3,132,16,0,0,0,0,23,2484,398,409,47,22,3359
503021042,524,83,47,12537,60,8,15,21,0,97,487,4,22,3,0,521,520,15,24,8,3,581,506,13,43,10,0,579,609,18,41,10,3,685,987,42,56,9,8,1107,1196,37,60,11,9,1305,1588,78,104,12,4,1790,2428,92,103,14,6,2640,2265,96,82,10,6,2466,2032,142,84,4,3,2261,1525,116,65,3,10,1708,2760,265,140,5,6,3183,610,143,61,3,3,822,1187,537,194,17,8,1942,153,11,9,3,11,184,18919,1619,1103,151,80,21876
503021043,363,31,19,6976,30,0,5,6,0,40,162,0,20,5,0,189,238,9,15,0,4,263,228,13,32,5,0,274,340,9,29,5,4,385,613,17,55,4,0,687,787,22,56,5,0,869,1090,36,57,4,0,1187,1329,49,68,5,7,1455,1051,60,62,5,0,1169,847,56,59,3,0,964,675,74,28,0,0,785,1101,129,78,4,0,1321,222,74,24,4,0,324,363,216,155,3,0,736,46,3,6,0,3,61,9119,766,752,62,31,10729
503021295,139,38,40,8658,22,6,0,10,0,42,101,0,7,0,0,115,183,3,12,0,0,200,214,16,9,0,0,245,270,6,29,7,4,310,454,18,30,3,3,509,631,12,23,4,4,681,955,30,40,6,9,1040,1562,33,42,9,5,1647,1849,41,35,3,4,1930,1885,52,29,0,0,1967,1855,31,19,5,0,1913,4336,87,34,0,9,4471,1082,48,18,0,4,1153,1546,152,29,5,6,1743,106,3,3,5,14,127,17054,549,351,65,64,18079
503021296,235,36,18,5096,23,4,0,14,0,42,144,5,14,4,0,165,253,7,28,5,0,291,270,10,23,10,4,316,319,24,31,3,0,374,540,33,43,10,3,636,660,38,49,11,4,763,807,55,61,8,3,938,1133,67,56,4,5,1274,1062,72,57,4,4,1201,907,93,48,9,0,1059,729,66,30,0,3,834,1187,152,59,0,0,1405,211,59,20,4,0,296,224,124,47,3,4,404,57,8,4,0,4,75,8543,822,581,85,34,10067
503021297,816,191,151,63964,236,22,11,58,5,340,807,17,35,29,10,898,1461,13,53,16,15,1555,1745,35,55,28,21,1882,2129,46,74,24,26,2288,3586,86,115,30,19,3830,4739,106,107,27,21,4999,7354,158,141,26,22,7698,12124,204,140,13,32,12519,12908,197,149,16,25,13296,13166,284,125,14,17,13601,10860,209,110,6,17,11202,27038,592,242,8,22,27908,8728,342,93,7,6,9181,19206,1553,811,26,27,21620,841,42,32,7,55,978,126916,3897,2295,346,335,133799
504011044,188,34,15,2444,23,4,7,11,0,45,103,0,13,4,0,122,131,0,28,0,0,159,140,9,25,0,4,179,194,8,22,0,0,227,329,14,32,7,6,386,457,26,50,6,5,541,794,24,40,9,0,864,900,45,67,0,9,1013,700,39,43,0,3,785,544,32,30,0,3,609,368,28,20,3,5,423,588,74,47,5,8,721,83,28,14,0,0,124,79,57,7,0,0,147,47,9,4,0,10,63,5497,381,441,50,45,6420
504011045,265,52,21,3411,15,6,7,23,0,50,127,4,26,4,0,163,198,16,30,5,0,250,190,12,49,10,4,274,268,32,54,8,4,364,475,20,63,12,6,574,669,61,76,11,4,816,998,58,80,14,7,1160,1117,85,96,4,5,1302,868,83,67,5,9,1033,650,122,67,5,10,845,470,70,40,0,0,584,631,137,53,4,5,826,117,55,22,4,0,194,113,92,30,0,0,229,61,3,11,0,7,83,6972,856,757,106,66,8752
504011046,153,15,10,1468,3,0,0,4,0,9,113,0,3,4,0,121,103,0,16,0,0,129,87,3,21,5,0,117,112,0,34,3,5,153,195,9,29,4,0,239,230,10,33,0,0,276,226,11,44,0,3,281,281,21,32,5,3,341,244,18,31,3,0,292,189,31,21,0,0,245,136,17,11,0,0,169,328,21,33,0,4,384,35,11,11,0,0,63,32,22,15,0,0,74,23,3,0,0,0,33,2348,193,328,28,19,2919
