POW_SA2_CODE_2021,F_IDNS_H_0,F_IDNS_H_1_19,F_IDNS_H_20_29,F_IDNS_H_30_34,F_IDNS_H_35_39,F_IDNS_H_40_44,F_IDNS_H_45_49,F_IDNS_H_50ov,F_IDNS_H_NS,F_IDNS_H_Tot,F_Tot_H_0,F_Tot_H_1_19,F_Tot_H_20_29,F_Tot_H_30_34,F_Tot_H_35_39,F_Tot_H_40_44,F_Tot_H_45_49,F_Tot_H_50ov,F_Tot_H_NS,F_Tot_H_Tot,P_AgFF_H_0,P_AgFF_H_1_19,P_AgFF_H_20_29,P_AgFF_H_30_34,P_AgFF_H_35_39,P_AgFF_H_40_44,P_AgFF_H_45_49,P_AgFF_H_50ov,P_AgFF_H_NS,P_AgFF_H_Tot,P_Min_H_0,P_Min_H_1_19,P_Min_H_20_29,P_Min_H_30_34,P_Min_H_35_39,P_Min_H_40_44,P_Min_H_45_49,P_Min_H_50ov,P_Min_H_NS,P_Min_H_Tot,P_Mnf_H_0,P_Mnf_H_1_19,P_Mnf_H_20_29,P_Mnf_H_30_34,P_Mnf_H_35_39,P_Mnf_H_40_44,P_Mnf_H_45_49,P_Mnf_H_50ov,P_Mnf_H_NS,P_Mnf_H_Tot,P_EGWWS_H_0,P_EGWWS_H_1_19,P_EGWWS_H_20_29,P_EGWWS_H_30_34,P_EGWWS_H_35_39,P_EGWWS_H_40_44,P_EGWWS_H_45_49,P_EGWWS_H_50ov,P_EGWWS_H_NS,P_EGWWS_H_Tot,P_Const_H_0,P_Const_H_1_19,P_Const_H_20_29,P_Const_H_30_34,P_Const_H_35_39,P_Const_H_40_44,P_Const_H_45_49,P_Const_H_50ov,P_Const_H_NS,P_Const_H_Tot,P_WST_H_0,P_WST_H_1_19,P_WST_H_20_29,P_WST_H_30_34,P_WST_H_35_39,P_WST_H_40_44,P_WST_H_45_49,P_WST_H_50ov,P_WST_H_NS,P_WST_H_Tot,P_RetT_H_0,P_RetT_H_1_19,P_RetT_H_20_29,P_RetT_H_30_34,P_RetT_H_35_39,P_RetT_H_40_44,P_RetT_H_45_49,P_RetT_H_50ov,P_RetT_H_NS,P_RetT_H_Tot,P_AcFd_H_0,P_AcFd_H_1_19,P_AcFd_H_20_29,P_AcFd_H_30_34,P_AcFd_H_35_39,P_AcFd_H_40_44,P_AcFd_H_45_49,P_AcFd_H_50ov,P_AcFd_H_NS,P_AcFd_H_Tot,P_TPW_H_0,P_TPW_H_1_19,P_TPW_H_20_29,P_TPW_H_30_34,P_TPW_H_35_39,P_TPW_H_40_44,P_TPW_H_45_49,P_TPW_H_50ov,P_TPW_H_NS,P_TPW_H_Tot,P_IMT_H_0,P_IMT_H_1_19,P_IMT_H_20_29,P_IMT_H_30_34,P_IMT_H_35_39,P_IMT_H_40_44,P_IMT_H_45_49,P_IMT_H_50ov,P_IMT_H_NS,P_IMT_H_Tot,P_FinIns_H_0,P_FinIns_H_1_19,P_FinIns_H_20_29,P_FinIns_H_30_34,P_FinIns_H_35_39,P_FinIns_H_40_44,P_FinIns_H_45_49,P_FinIns_H_50ov,P_FinIns_H_NS,P_FinIns_H_Tot,P_RHRE_H_0,P_RHRE_H_1_19,P_RHRE_H_20_29,P_RHRE_H_30_34,P_RHRE_H_35_39,P_RHRE_H_40_44,P_RHRE_H_45_49,P_RHRE_H_50ov,P_RHRE_H_NS,P_RHRE_H_Tot,P_ProSTS_H_0,P_ProSTS_H_1_19,P_ProSTS_H_20_29,P_ProSTS_H_30_34,P_ProSTS_H_35_39,P_ProSTS_H_40_44,P_ProSTS_H_45_49,P_ProSTS_H_50ov,P_ProSTS_H_NS,P_ProSTS_H_Tot,P_AdSup_H_0,P_AdSup_H_1_19,P_AdSup_H_20_29,P_AdSup_H_30_34,P_AdSup_H_35_39,P_AdSup_H_40_44,P_AdSup_H_45_49,P_AdSup_H_50ov,P_AdSup_H_NS,P_AdSup_H_Tot,P_PubAS_H_0,P_PubAS_H_1_19,P_PubAS_H_20_29,P_PubAS_H_30_34,P_PubAS_H_35_39,P_PubAS_H_40_44,P_PubAS_H_45_49,P_PubAS_H_50ov,P_PubAS_H_NS,P_PubAS_H_Tot,P_EdTrn_H_0,P_EdTrn_H_1_19,P_EdTrn_H_20_29,P_EdTrn_H_30_34,P_EdTrn_H_35_39,P_EdTrn_H_40_44,P_EdTrn_H_45_49,P_EdTrn_H_50ov,P_EdTrn_H_NS,P_EdTrn_H_Tot,P_HltHC_SA_H_0,P_HltHC_SA_H_1_19,P_HltHC_SA_H_20_29,P_HltHC_SA_H_30_34,P_HltHC_SA_H_35_39,P_HltHC_SA_H_40_44,P_HltHC_SA_H_45_49,P_HltHC_SA_H_50ov,P_HltHC_SA_H_NS,P_HltHC_SA_H_Tot,P_ArtsR_H_0,P_ArtsR_H_1_19,P_ArtsR_H_20_29,P_ArtsR_H_30_34,P_ArtsR_H_35_39,P_ArtsR_H_40_44,P_ArtsR_H_45_49,P_ArtsR_H_50ov,P_ArtsR_H_NS,P_ArtsR_H_Tot
509021244,0,11,0,0,4,0,0,0,5,24,16,127,75,36,54,54,9,44,16,426,0,28,18,8,3,17,8,52,0,139,8,4,3,0,0,4,0,21,0,45,3,15,4,3,7,10,0,9,0,48,0,0,0,0,0,0,0,0,0,5,0,16,10,4,9,12,4,31,0,96,0,0,0,0,4,0,0,3,0,8,8,17,8,13,10,10,0,6,3,72,0,10,12,5,3,6,5,10,4,52,0,7,8,0,5,7,0,9,0,39,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,10,0,0,4,0,7,3,0,0,0,17,0,11,11,4,6,3,0,0,0,37,0,8,7,0,4,0,0,4,0,27,0,5,5,3,21,16,0,10,0,65,4,16,10,8,6,8,6,5,3,74,0,10,9,8,10,4,0,7,0,53,0,0,3,0,0,4,0,0,0,12
509021245,0,3,3,0,7,0,0,3,11,32,52,188,132,78,83,91,26,93,19,762,28,48,45,20,22,83,27,145,10,430,0,0,0,0,0,0,0,0,0,10,4,9,7,0,5,12,0,3,0,44,4,4,0,5,12,7,8,9,0,48,3,6,7,0,7,22,6,25,0,81,0,11,7,13,0,6,0,13,0,46,0,35,29,14,17,4,4,13,0,119,3,39,17,13,6,6,0,18,0,105,0,10,11,4,0,8,0,16,0,57,0,0,3,0,0,0,0,0,0,4,0,0,4,0,6,4,0,0,0,12,6,0,3,0,0,0,0,6,0,10,4,9,10,3,4,9,11,15,0,66,0,8,3,3,8,3,0,0,0,29,0,8,4,4,19,19,3,9,0,83,14,21,20,15,19,20,7,17,0,127,17,27,27,22,26,21,0,14,0,170,0,0,4,0,0,3,4,3,0,12
509031246,4,4,4,0,0,4,0,0,0,18,35,131,110,85,79,92,36,101,8,676,22,47,49,32,26,117,47,253,7,597,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,3,7,0,17,0,0,0,3,0,0,0,3,0,9,4,3,9,0,3,17,4,13,5,50,0,5,5,0,11,21,8,13,0,67,0,24,15,8,13,9,4,12,0,91,0,18,9,5,8,9,3,4,3,64,5,11,5,0,5,13,0,20,0,63,0,0,0,0,0,0,0,0,0,5,0,0,5,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,4,0,6,0,28,0,3,3,0,0,3,0,5,0,19,3,0,3,10,22,38,7,23,0,106,11,23,18,11,7,9,10,17,0,105,9,21,26,18,18,12,7,13,0,130,0,0,0,0,5,0,0,0,0,5
509031247,5,5,0,0,0,4,0,8,11,32,69,184,156,81,97,136,49,167,19,963,47,86,67,52,56,197,86,520,10,1125,24,5,10,0,3,8,23,171,5,250,0,0,0,0,0,8,3,5,0,27,0,0,0,0,0,7,0,3,0,18,5,9,4,13,9,23,6,35,0,98,9,3,6,4,7,31,14,18,0,95,0,20,16,3,6,18,5,26,0,89,0,15,14,5,4,6,4,25,3,74,7,15,16,5,0,20,6,26,0,101,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,22,0,0,0,3,0,0,0,5,0,13,0,0,6,0,0,0,0,6,0,10,0,11,3,0,4,4,0,9,0,28,10,12,14,8,27,38,18,10,6,136,11,34,26,16,16,23,8,19,0,156,10,24,18,13,15,11,0,6,5,111,0,4,0,0,0,4,0,0,0,5
509031248,3,7,3,6,0,0,0,0,12,28,72,105,95,40,89,102,55,192,26,778,6,15,8,9,3,19,4,26,3,86,221,46,46,6,163,161,148,858,40,1688,15,10,18,5,77,92,51,104,6,378,0,6,0,0,0,0,0,0,0,11,11,5,10,3,8,26,23,106,6,196,9,3,0,7,0,5,3,44,0,65,0,13,7,3,0,4,3,11,0,44,11,30,18,10,6,15,3,36,4,140,0,0,8,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,5,0,0,3,0,3,0,22,4,6,8,3,3,8,9,19,0,59,6,7,5,4,25,16,0,6,0,76,4,14,15,5,11,10,12,9,0,82,6,13,3,5,3,5,0,3,0,37,0,9,3,0,5,5,0,0,0,15
509031249,3,5,4,3,6,9,0,0,4,35,65,214,204,154,227,202,45,102,21,1236,10,16,8,11,11,26,8,30,5,122,0,0,0,0,0,0,0,4,0,3,0,12,19,12,18,18,4,9,0,93,3,5,0,0,0,6,11,6,0,37,3,10,0,0,15,22,0,28,0,83,0,5,4,5,4,20,5,19,0,64,11,44,39,27,40,41,10,20,10,230,0,24,19,8,8,10,8,3,0,87,8,16,16,4,7,18,7,30,0,104,0,4,0,0,0,4,4,3,0,13,5,5,7,3,7,23,0,7,0,66,0,7,0,0,0,7,4,3,0,17,0,7,3,5,9,16,5,6,0,52,0,13,6,0,9,0,3,4,0,43,6,17,16,7,28,47,8,12,3,144,10,29,40,42,50,54,26,52,0,303,28,69,82,75,104,93,6,37,7,499,4,5,6,0,3,0,0,5,6,23
509031250,0,5,0,0,4,3,5,0,6,26,48,166,141,74,75,102,41,99,18,760,45,84,83,54,57,140,83,384,9,944,0,0,0,0,0,0,0,0,0,5,5,8,4,4,18,11,9,12,0,73,0,0,0,0,0,0,0,0,0,8,6,5,5,8,3,16,0,21,0,70,0,0,6,6,3,12,8,17,0,53,5,24,10,16,10,17,8,8,0,93,5,18,10,6,7,10,0,15,0,69,4,7,13,0,10,15,7,18,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,5,0,0,0,0,0,0,0,5,0,4,10,6,4,0,0,5,0,26,0,0,0,0,5,0,0,0,0,9,5,15,13,6,25,19,0,15,0,108,11,15,20,10,8,18,3,11,0,99,11,20,18,9,13,15,0,3,0,93,0,0,0,0,3,0,0,0,0,8
510011262,4,8,17,8,28,14,8,14,45,150,200,471,435,436,989,696,194,449,88,3971,4,7,4,3,7,17,3,63,0,114,10,3,0,4,0,10,4,24,0,58,6,8,11,0,32,15,7,30,0,113,6,0,4,5,15,29,9,38,0,105,13,33,26,18,55,139,59,156,3,494,3,0,0,5,15,12,10,20,0,71,24,132,75,41,127,119,29,92,10,649,17,98,84,75,170,112,45,127,11,744,35,28,36,52,91,126,32,158,8,558,0,4,6,3,18,16,9,8,0,67,0,8,4,3,12,11,4,11,0,57,5,9,8,7,24,24,7,26,3,111,9,28,26,14,58,44,10,40,0,229,8,51,26,24,44,45,14,49,4,265,53,30,24,30,187,178,46,90,7,635,46,84,88,89,213,164,69,118,11,881,101,104,128,182,435,280,56,137,14,1440,11,19,21,9,17,16,5,27,0,120
510011263,3,7,0,0,0,6,4,4,15,34,66,83,101,78,264,224,78,224,30,1153,6,14,3,6,6,14,7,83,5,144,32,15,4,0,14,21,7,218,6,315,0,8,0,0,7,0,0,5,0,20,0,4,0,0,0,5,0,7,0,22,9,4,6,0,17,14,8,54,3,126,0,0,0,0,0,5,0,6,0,9,0,17,16,7,18,37,17,22,3,132,3,12,12,5,17,23,15,39,4,117,0,12,3,3,3,13,12,21,3,76,0,5,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,10,0,0,0,0,4,7,0,16,0,22,3,4,6,0,0,3,0,16,0,36,4,8,4,0,16,5,0,22,3,70,21,12,17,9,61,90,25,43,3,274,20,42,36,35,106,95,34,60,12,434,23,22,38,34,148,91,21,69,6,445,0,6,4,3,11,13,5,19,0,64
510011264,0,0,0,0,0,4,4,0,16,22,30,40,45,35,97,88,26,131,23,511,5,0,0,8,0,6,0,35,0,55,41,10,3,0,4,3,8,125,0,192,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,10,0,5,0,0,7,6,4,22,0,45,0,0,0,0,0,0,0,5,0,6,0,7,5,3,3,3,7,15,0,46,4,0,0,0,19,11,7,22,3,69,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,12,0,23,5,7,3,8,15,10,4,21,0,67,9,3,4,0,23,23,3,25,0,94,6,19,19,27,37,41,18,39,0,212,6,11,19,9,45,45,9,24,4,180,0,0,6,0,4,4,0,3,0,27
510011265,5,8,10,0,8,6,3,8,14,66,89,165,140,165,383,338,123,296,31,1734,13,14,10,24,50,61,24,152,0,345,14,10,0,4,6,3,5,85,3,133,5,3,4,4,3,5,7,17,0,43,4,0,0,0,12,16,7,14,0,58,9,8,12,8,21,50,21,103,5,241,3,0,5,3,4,8,3,11,0,34,12,34,23,19,34,51,21,29,4,223,8,21,23,18,66,64,40,82,9,330,12,21,7,5,35,52,16,70,0,223,0,0,5,0,3,9,0,4,0,27,4,0,4,4,3,6,3,0,0,26,0,4,0,0,4,5,0,11,0,28,3,5,4,6,22,15,6,17,0,80,8,3,12,12,35,34,7,35,0,152,37,20,19,9,68,90,23,54,0,324,17,40,26,47,85,54,32,73,5,369,31,42,39,52,176,117,27,56,8,553,0,7,7,7,11,8,0,10,0,51
510011266,0,0,0,0,0,0,0,0,0,0,9,29,28,27,55,45,37,62,0,296,4,7,5,6,14,21,9,67,0,131,0,0,0,0,3,4,0,10,0,19,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,3,7,0,3,16,0,39,0,0,0,0,0,0,4,3,0,7,0,6,4,0,3,9,8,9,0,46,0,4,6,12,15,16,24,19,4,105,3,3,0,0,3,3,0,11,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,9,0,6,3,3,0,5,0,21,0,0,6,6,12,3,0,10,0,41,6,10,12,12,13,21,10,15,5,98,3,0,6,0,14,6,3,6,0,41,0,0,0,0,11,4,0,0,0,23
510021267,3,13,9,4,9,7,0,7,41,91,302,128,104,39,112,112,197,1622,82,2695,3,13,4,4,3,6,3,64,0,97,1401,295,241,44,373,280,873,6996,180,10674,8,4,10,0,5,6,9,81,3,122,9,6,5,0,3,5,8,30,0,57,69,32,31,27,37,50,26,868,18,1168,8,0,8,0,7,4,27,91,0,147,0,0,0,0,10,0,3,18,0,33,38,19,14,14,11,29,8,352,8,506,13,0,5,6,5,11,7,69,11,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,7,0,50,0,64,0,5,7,4,4,8,5,101,3,135,32,24,21,5,16,19,24,236,9,393,9,0,0,0,9,6,9,35,4,70,3,3,7,10,17,18,6,13,3,83,11,3,9,0,7,3,3,24,0,51,6,12,0,0,3,0,0,4,0,21
510021268,0,3,3,0,4,4,4,3,10,27,109,125,111,66,162,177,91,382,23,1248,0,0,0,0,0,0,0,6,0,10,274,48,51,11,83,105,172,1045,27,1819,0,0,0,0,0,0,5,25,0,34,11,0,0,0,9,3,6,47,0,77,24,8,3,9,11,26,16,190,0,291,7,3,0,0,10,3,16,83,0,133,9,36,29,9,25,17,10,31,0,164,22,27,8,12,21,11,9,84,4,192,11,10,12,4,16,28,8,81,0,164,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,3,3,4,6,9,35,0,65,5,5,0,0,7,0,5,17,0,41,10,11,17,7,18,13,8,55,4,139,18,12,9,5,16,33,13,29,3,140,12,12,17,19,29,31,14,34,0,174,11,22,19,7,40,34,6,35,0,168,0,5,4,0,4,3,3,0,0,24
510021269,4,5,8,8,16,11,6,13,29,97,141,136,149,94,277,313,167,452,56,1795,6,3,4,3,3,0,0,14,0,35,352,71,74,27,137,220,269,1308,44,2496,24,9,7,4,17,37,28,175,9,310,6,9,4,0,20,27,9,64,0,154,44,26,18,21,44,82,36,376,6,646,24,4,5,9,27,34,28,131,0,259,8,24,29,12,30,27,17,31,5,180,16,28,26,16,11,16,9,65,0,194,130,38,23,25,88,120,61,531,18,1039,0,3,0,0,0,0,0,10,0,19,0,0,5,0,0,3,0,0,0,8,4,4,5,4,25,29,12,58,0,141,3,4,11,0,13,28,5,40,0,110,9,11,17,10,19,23,9,57,4,158,15,14,10,12,62,47,22,47,5,230,7,15,12,10,18,31,11,14,0,123,11,12,9,6,18,37,8,18,0,113,0,0,4,0,7,4,4,4,0,22
510021270,3,9,10,0,8,5,0,3,14,52,125,253,200,162,397,356,99,202,36,1829,0,0,0,0,0,0,0,0,0,0,47,12,5,0,21,34,30,191,15,358,0,3,5,3,0,7,0,4,0,20,0,0,0,0,0,5,0,7,0,8,7,15,8,6,10,15,25,65,8,155,0,0,0,0,0,0,0,4,0,15,15,82,47,20,46,44,13,19,6,294,15,51,27,15,21,24,6,81,4,240,10,4,8,0,3,19,11,44,0,100,0,0,0,0,0,11,0,0,0,10,0,0,5,0,8,6,0,3,0,24,0,3,9,0,11,4,0,0,0,33,0,7,12,6,18,13,0,10,3,61,0,13,11,3,26,16,10,9,0,83,16,27,13,10,58,46,14,37,3,231,22,38,34,41,114,112,45,54,5,456,52,58,49,68,169,182,18,57,3,661,0,9,5,0,0,6,0,5,6,26
510031271,10,18,6,7,4,11,8,13,44,120,342,237,190,122,199,287,197,1295,86,2967,0,3,0,0,5,6,0,54,0,78,1260,224,197,45,243,349,637,5287,142,8371,18,3,4,0,3,7,12,79,3,140,4,0,11,5,4,10,4,68,8,111,150,45,43,13,41,70,44,1155,20,1587,12,9,5,0,8,12,13,112,3,179,8,37,15,12,13,12,8,18,0,125,62,51,27,42,37,77,30,436,3,768,36,14,14,11,19,28,19,151,6,305,0,0,0,0,0,6,0,7,0,18,0,0,0,0,0,0,0,0,0,3,17,6,9,0,5,11,0,100,0,153,14,18,13,6,4,15,5,137,7,204,34,19,21,17,25,26,34,211,3,389,17,7,9,10,4,79,15,52,0,206,24,37,34,22,43,41,28,49,4,279,23,16,22,12,21,31,11,35,9,187,0,3,0,0,6,5,0,5,0,16
510031272,3,15,7,5,14,18,6,21,26,123,203,525,449,324,694,616,228,499,45,3590,5,3,0,0,0,0,0,3,0,11,78,30,14,10,38,100,138,383,12,803,6,19,12,4,17,43,20,68,0,188,12,5,5,10,33,36,23,65,0,197,62,42,34,33,49,152,85,546,14,1016,7,9,10,8,22,26,13,62,0,162,30,152,81,61,108,68,31,69,0,605,21,126,47,54,77,84,32,113,8,559,57,31,33,22,56,97,42,221,3,553,10,5,3,0,12,10,0,5,0,41,0,8,3,5,9,13,0,0,0,42,12,19,15,8,30,63,24,59,0,224,15,18,10,6,23,40,14,74,0,201,10,48,37,12,51,53,24,84,0,327,44,23,29,20,129,152,55,82,0,540,38,84,85,82,138,134,66,120,3,746,57,69,85,88,164,122,33,59,6,674,0,21,14,8,12,8,6,4,0,74
510031273,7,9,8,3,10,5,6,16,8,66,145,147,98,109,195,270,127,392,30,1507,0,0,0,0,0,0,0,12,0,16,444,88,81,44,177,456,409,1743,54,3493,14,4,5,3,17,52,28,41,4,162,8,0,0,0,5,5,0,35,0,62,61,14,29,12,31,59,35,445,10,691,3,4,3,0,4,9,0,20,0,47,4,30,10,4,10,11,0,7,0,83,11,35,10,12,22,31,10,140,3,270,25,15,7,9,42,62,18,115,4,291,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,6,5,0,0,6,16,11,11,58,0,108,17,23,11,9,26,23,36,85,0,240,28,18,0,6,32,53,16,36,3,189,7,21,20,25,19,23,11,20,4,138,14,22,17,21,57,47,8,15,3,202,3,4,7,0,0,3,0,0,0,19
511011274,9,25,10,7,14,7,6,3,18,87,168,524,445,275,446,378,94,192,45,2564,18,45,27,19,22,79,34,93,11,335,4,4,3,0,3,6,0,16,0,45,3,16,9,3,26,34,10,48,0,157,5,0,3,0,19,25,4,21,0,83,15,31,25,20,47,84,32,136,10,387,14,14,12,12,22,87,46,47,0,247,29,145,100,49,106,80,19,38,8,567,29,126,60,33,44,38,12,55,15,399,42,40,33,9,72,132,41,158,15,530,0,8,0,0,4,8,3,0,0,18,3,11,7,4,18,16,0,13,0,78,4,3,12,8,15,9,5,11,0,68,3,13,25,18,23,26,9,27,0,158,3,35,14,14,18,17,5,7,0,116,24,26,16,25,63,77,24,30,8,280,25,60,63,54,95,94,26,55,3,480,43,63,121,79,117,96,25,32,3,581,3,9,9,6,3,0,0,4,0,42
511011275,5,10,4,0,0,0,0,0,9,28,68,172,126,73,82,99,40,214,23,900,57,98,65,48,40,185,103,421,15,1030,61,16,15,18,26,31,36,505,13,731,0,0,0,3,5,0,0,17,0,23,0,0,0,0,0,0,0,0,0,5,7,7,6,4,11,7,7,127,4,186,5,6,0,0,0,0,0,6,0,18,3,17,4,4,6,4,3,18,0,53,3,10,14,4,9,10,0,35,3,98,0,10,4,4,8,0,7,18,0,58,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,16,0,8,0,0,4,0,0,10,0,29,3,0,3,3,0,0,0,13,0,27,3,8,4,3,29,11,4,4,0,69,9,26,22,19,24,30,12,19,0,150,5,12,15,10,27,12,4,4,0,77,0,0,4,0,0,3,0,0,0,8
511021276,0,4,3,0,9,3,0,3,3,38,54,122,123,100,249,176,53,150,27,1056,17,45,24,26,53,83,22,145,10,411,11,0,8,0,4,8,5,69,6,106,0,4,0,0,5,4,3,10,0,25,3,4,0,3,11,8,10,3,0,45,7,6,8,4,14,42,6,31,0,122,0,3,6,0,3,8,0,0,0,19,6,34,33,15,39,28,12,18,6,195,5,18,27,23,21,27,8,26,5,157,9,10,13,3,16,19,5,23,0,86,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,12,0,0,0,0,4,0,4,5,4,11,0,4,6,5,10,3,0,10,0,36,0,14,6,14,14,13,5,11,0,83,13,9,9,4,52,36,12,22,3,175,12,13,14,20,55,33,17,19,3,179,18,17,17,22,90,55,7,39,7,267,0,3,9,3,0,3,0,0,0,19
511021277,0,6,7,0,0,11,8,0,8,52,59,192,180,124,212,213,68,156,29,1240,9,7,8,6,5,23,3,40,3,100,7,10,12,7,3,10,26,97,8,175,9,4,5,7,9,13,4,14,0,56,0,0,0,0,5,8,3,5,0,24,5,11,8,8,22,49,15,82,4,213,0,12,0,0,0,9,0,4,0,23,12,44,23,21,37,41,13,37,9,226,12,54,51,58,107,79,39,77,5,488,3,25,33,22,18,35,9,52,3,205,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,10,0,3,13,4,3,13,0,46,7,9,7,3,21,63,9,20,0,149,5,20,21,17,21,31,11,23,0,144,15,15,15,10,56,79,14,20,0,216,8,25,27,8,16,27,11,21,0,146,12,14,20,14,29,11,4,7,0,103,7,5,4,3,3,10,6,20,5,59
511031278,0,9,5,5,6,5,0,0,9,40,21,111,110,57,124,132,47,96,5,705,0,0,0,0,0,0,0,0,0,0,31,19,20,9,22,56,39,321,10,517,3,6,3,6,10,17,18,47,0,94,0,0,0,0,0,5,6,10,0,33,10,4,15,8,25,54,15,74,0,210,0,0,7,0,3,8,6,19,0,39,0,19,6,9,10,13,0,4,0,58,3,28,25,12,18,14,11,14,0,121,0,15,15,6,8,27,4,28,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,12,0,4,3,0,8,17,4,9,0,48,0,5,5,5,10,0,0,8,0,40,19,6,3,7,28,73,18,21,0,172,6,13,21,12,32,15,12,10,0,124,0,9,4,11,16,15,5,10,0,74,0,3,4,0,0,0,0,0,0,8
511031279,4,22,26,14,24,40,11,14,32,189,216,705,650,448,983,837,248,571,77,4739,0,0,0,3,4,0,0,4,0,20,98,55,49,24,76,175,137,803,20,1443,12,7,12,7,42,77,43,129,3,329,0,9,6,7,22,28,19,36,0,125,33,31,35,18,53,162,79,370,4,787,16,8,18,12,56,77,33,145,5,369,43,241,173,98,172,142,49,87,10,1029,23,183,134,68,119,68,28,85,7,719,28,32,47,26,72,145,70,262,16,700,0,4,8,6,10,4,6,9,0,48,4,7,17,11,19,21,6,9,0,93,11,19,20,12,37,38,12,92,0,248,12,33,31,15,100,106,33,164,9,498,7,33,44,28,36,40,8,35,0,230,46,31,22,19,137,174,37,80,7,555,44,92,95,64,191,182,61,106,14,835,33,101,79,96,256,132,43,71,8,820,4,37,17,13,9,11,3,8,0,93
511031280,0,0,0,0,0,5,0,0,0,15,44,84,108,59,159,205,45,99,4,818,0,0,0,0,0,0,0,0,0,0,5,4,8,3,0,9,11,42,0,82,0,3,0,0,5,9,11,16,0,42,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,10,3,18,0,52,0,0,0,0,0,0,0,0,0,5,0,10,13,4,4,0,6,4,0,36,0,8,11,3,7,5,3,4,0,46,0,5,3,0,0,0,0,13,0,24,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,0,0,3,0,23,0,14,3,0,4,4,0,4,0,28,0,5,5,0,4,9,0,4,0,27,8,12,24,11,20,19,7,23,0,131,30,23,49,48,133,194,45,72,3,595,3,4,3,3,0,0,0,3,0,20
511031281,0,0,0,0,0,0,0,0,0,0,0,8,4,4,13,11,0,11,0,44,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,9,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0
511031282,5,4,4,5,13,0,0,7,23,54,83,110,100,58,141,146,129,459,40,1257,0,3,0,0,6,10,0,26,4,50,267,103,99,29,128,236,388,2202,65,3532,12,8,4,4,3,37,117,75,0,263,7,0,0,0,6,8,4,15,0,37,8,7,10,6,4,23,10,87,0,154,0,3,0,0,0,0,3,0,0,10,5,31,8,10,27,11,4,16,6,116,7,17,15,8,14,14,9,69,4,163,8,4,6,5,13,3,10,49,0,93,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,0,19,0,34,4,0,5,0,0,3,0,3,0,17,0,10,0,0,3,5,6,6,0,31,8,11,11,4,14,29,12,18,3,114,4,8,13,14,32,31,13,19,3,136,0,9,12,4,6,12,7,4,0,46,0,6,0,0,0,0,0,0,0,4
