POW_SA2_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
501021011,0,341,287,20,9,7,0,315,324,28,19,3,8,378,341,30,20,0,0,395,242,26,18,4,0,296,209,20,10,0,0,241,51,9,8,3,0,76,7,4,4,0,0,14,5,0,0,0,0,0,2885,173,117,21,17,3209,45,0,0,0,0,47,72,6,0,0,0,73,66,0,0,0,0,66,82,5,0,0,0,91,89,3,3,0,0,98,62,5,3,0,0,73,79,9,0,0,0,90,60,8,0,0,0,66,79,7,3,0,0,83,78,5,3,0,0,86,42,6,6,0,0,50,20,3,0,0,0,22,12,0,0,0,0,15,782,45,27,8,4,863,140,9,0,3,0,151,60,4,0,0,0,70,3867,230,141,36,22,4295
501021012,0,79,75,8,10,0,0,94,87,8,12,0,0,109,69,7,14,0,0,90,64,13,5,0,0,80,37,4,12,0,0,54,0,4,0,0,0,9,6,0,0,0,0,3,0,0,0,0,0,0,649,54,76,11,4,796,274,0,0,0,0,274,93,0,0,3,0,97,72,0,0,0,0,79,103,0,7,0,0,115,113,0,16,0,0,134,88,6,12,9,0,113,86,0,13,0,0,99,87,4,14,0,4,104,78,0,6,0,0,89,69,4,5,0,0,88,28,0,6,0,0,40,15,0,9,4,0,28,3,0,0,6,0,10,1121,21,95,25,3,1272,91,6,5,0,0,101,26,3,3,6,3,31,1892,81,176,36,15,2202
501021014,0,418,348,7,11,8,0,381,340,15,14,9,0,378,274,24,19,4,4,328,271,18,33,11,3,336,215,27,24,5,0,267,63,8,18,12,3,103,9,6,7,3,3,33,0,0,8,3,3,13,2953,135,169,57,26,3331,112,0,0,6,0,121,59,0,0,0,0,67,94,0,4,0,0,98,82,0,6,5,0,93,109,0,8,3,0,119,87,6,7,0,0,108,80,6,14,3,5,108,99,11,4,5,0,123,81,8,13,12,5,117,70,6,19,8,0,94,40,8,16,15,0,76,9,5,12,10,0,34,4,5,11,9,0,33,933,47,119,73,10,1184,158,8,10,4,0,182,66,4,10,0,3,79,4110,197,304,141,40,4786
501021015,0,358,329,23,17,4,0,362,305,23,13,6,0,341,372,27,19,0,0,422,321,20,12,0,0,354,202,23,15,0,0,241,76,10,0,0,3,92,11,4,3,0,0,21,0,0,0,0,0,3,2973,156,116,18,6,3267,248,0,0,0,0,255,112,0,4,0,0,111,98,0,9,0,4,104,95,0,11,0,0,111,96,5,12,0,0,114,114,4,8,0,0,126,107,6,7,0,0,120,99,4,14,5,0,115,98,5,12,3,0,122,92,6,13,0,0,117,43,7,8,4,0,65,15,3,0,0,0,26,0,4,4,0,0,10,1224,36,98,20,7,1390,223,8,9,4,0,238,62,5,3,0,4,80,4483,200,226,44,26,4974
501021016,0,173,158,9,7,0,0,178,209,10,7,0,3,228,211,11,12,6,0,238,181,6,4,3,0,204,103,9,9,0,0,120,25,0,3,0,0,35,0,0,5,0,0,8,0,0,7,0,0,9,1449,61,61,14,15,1604,45,0,0,0,0,45,39,0,0,0,0,35,37,0,0,0,0,41,35,0,3,0,0,41,42,0,3,3,0,50,32,3,0,0,0,38,49,0,3,0,0,62,50,3,4,0,0,57,50,0,3,0,0,59,41,0,5,3,0,56,16,0,8,7,0,31,4,3,0,7,0,15,6,3,0,9,0,12,444,17,49,31,6,540,118,0,6,0,0,129,48,0,4,5,8,57,2061,79,114,47,24,2327
501021251,0,64,48,12,7,0,0,63,74,3,17,5,0,93,52,11,4,0,0,73,39,7,3,0,0,52,25,0,6,0,0,35,8,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,461,36,57,3,0,557,152,0,0,0,0,151,38,0,7,0,0,42,31,0,4,0,0,35,30,0,6,0,0,45,46,3,9,0,0,59,43,0,13,5,0,68,44,3,11,0,0,56,38,0,7,0,0,49,39,0,12,3,0,49,29,4,10,0,0,40,15,0,6,0,0,26,3,0,3,0,0,6,5,0,3,0,0,3,517,14,82,11,0,626,36,0,3,3,0,46,19,0,0,0,0,22,1035,52,148,19,3,1257
501021252,0,34,46,8,0,0,0,51,42,4,10,0,0,57,43,5,8,4,0,60,29,4,7,0,0,40,20,6,3,5,0,36,9,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,310,37,39,11,0,400,20,0,0,0,0,19,14,0,0,0,0,14,9,0,0,0,0,9,7,0,4,0,0,12,15,0,4,0,0,19,19,0,0,0,0,23,15,0,6,0,0,24,7,0,3,0,0,13,17,4,3,0,0,22,15,3,5,0,0,23,8,0,8,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,150,12,35,4,0,208,17,4,8,0,0,26,8,0,0,0,0,10,489,58,84,19,0,642
501021253,0,603,596,59,49,4,0,707,634,74,50,4,5,765,682,71,54,6,0,816,533,53,51,4,0,640,351,42,40,3,0,437,91,16,17,0,0,128,27,9,9,3,4,44,7,3,0,0,0,10,5285,410,345,34,18,6092,603,0,3,0,0,607,364,3,3,3,0,376,297,0,15,0,0,312,389,11,15,6,4,422,458,14,28,3,5,511,419,12,25,4,3,454,412,13,28,0,0,452,386,13,21,4,0,433,296,20,22,5,0,347,293,17,37,12,0,353,160,21,29,4,0,209,55,15,26,5,0,105,20,4,8,7,0,43,4143,143,264,53,14,4616,466,12,21,3,11,516,133,4,10,0,15,159,10027,564,636,93,61,11380
501021254,0,19,19,0,0,0,0,22,26,0,3,0,0,35,24,0,0,0,0,26,16,0,4,0,0,19,11,0,0,0,0,12,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,193,13,18,4,0,227,30,0,0,0,0,30,17,0,0,0,0,22,11,0,0,0,0,13,18,0,6,0,0,21,20,0,3,0,0,22,26,0,4,0,0,24,25,0,6,0,0,29,21,4,3,0,0,25,25,0,0,0,0,23,11,0,0,0,0,16,11,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,206,12,19,10,0,244,21,0,0,0,0,21,6,0,0,0,0,10,424,16,39,7,0,498
501031017,4,156,144,8,19,11,0,181,162,19,39,8,0,233,159,12,23,7,9,205,135,18,38,15,0,206,110,13,28,8,5,166,42,9,27,11,0,85,8,4,19,11,0,37,0,0,14,16,0,41,1231,121,245,103,15,1726,82,0,3,3,0,82,39,0,0,0,0,39,31,0,3,5,0,38,43,0,13,10,0,66,51,3,13,3,0,71,48,4,8,3,0,68,65,0,16,5,0,91,54,0,18,0,0,83,84,4,22,4,0,111,84,5,18,4,0,113,33,8,17,12,0,74,24,0,13,9,3,49,8,4,5,13,0,30,650,31,149,74,12,918,121,7,16,5,0,149,41,0,12,7,7,72,2040,165,422,200,40,2866
501031018,0,101,72,7,12,4,0,99,70,20,11,7,3,112,60,25,25,5,0,111,57,14,25,15,4,113,70,18,13,6,0,103,18,3,20,14,0,60,3,5,7,5,0,18,0,0,6,8,0,19,631,114,149,68,15,978,81,0,0,0,0,86,34,0,3,4,0,38,32,0,0,0,0,34,38,5,3,0,0,42,53,4,8,5,0,71,42,4,7,3,0,50,53,4,6,0,0,72,54,6,11,8,0,78,47,0,12,3,0,67,59,3,14,7,0,88,24,3,21,12,0,62,18,6,9,10,0,48,8,0,3,14,0,25,534,44,101,69,7,757,60,0,10,8,0,79,19,5,3,5,4,39,1247,161,267,153,27,1851
501031019,0,135,110,21,7,0,0,147,147,20,9,5,0,180,137,25,17,4,6,178,161,20,32,5,0,213,120,14,20,3,3,163,39,6,7,0,0,59,0,4,9,0,0,25,0,0,5,0,0,7,1258,142,142,18,13,1569,116,0,0,0,0,116,46,0,0,0,0,52,59,0,4,0,0,62,67,0,4,3,0,72,68,4,9,0,4,88,72,4,15,3,0,89,90,0,5,0,0,95,84,6,5,5,0,96,83,0,10,4,0,94,86,4,15,5,4,114,43,0,13,3,0,62,11,0,3,9,0,29,10,7,4,7,0,22,838,21,90,36,10,998,119,14,12,0,0,141,47,3,6,4,4,57,2257,177,246,61,24,2772
501031020,0,91,67,12,20,7,0,107,68,21,17,13,0,124,75,17,30,11,9,144,75,23,23,10,4,142,47,14,18,14,0,101,22,10,28,7,4,67,9,7,18,3,0,39,0,3,6,8,0,25,627,140,185,89,22,1062,62,0,0,4,0,63,23,0,0,4,0,19,33,0,0,0,0,37,45,0,3,0,3,55,35,0,9,5,0,43,38,0,3,0,0,47,50,0,5,0,6,64,60,10,20,3,4,92,73,6,18,9,4,101,57,8,23,8,0,98,43,8,25,12,3,85,9,4,20,5,0,47,4,7,6,7,0,24,536,43,133,68,16,790,66,5,18,7,0,103,18,3,6,10,0,34,1248,192,346,174,37,1990
502011021,0,41,26,5,6,0,0,35,29,11,7,0,0,47,24,10,10,0,0,46,20,4,3,0,0,34,3,3,4,0,0,10,0,0,3,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,195,46,53,4,5,301,18,0,4,0,0,23,20,0,0,0,0,21,8,0,6,0,0,17,20,3,7,0,0,30,26,0,11,0,0,40,18,3,3,0,0,32,14,0,11,0,0,28,21,3,12,3,0,40,20,11,7,4,0,41,17,4,20,5,0,51,11,5,9,0,0,20,0,0,6,0,0,13,0,0,0,5,0,5,197,35,101,19,0,356,15,0,4,0,0,25,7,0,3,0,4,9,418,87,163,21,13,696
502011022,0,61,40,12,15,0,0,74,49,5,23,4,0,80,51,7,15,0,0,74,53,17,27,0,0,93,28,6,5,0,0,42,6,9,0,0,0,15,0,4,0,0,0,6,0,0,6,0,0,6,408,85,118,4,4,620,231,0,0,0,0,234,111,0,0,0,0,117,60,0,6,0,0,69,50,0,15,0,0,69,56,7,5,3,0,72,46,0,9,3,0,65,50,6,14,0,0,75,54,6,13,5,0,85,42,5,19,3,0,75,52,13,13,10,0,91,18,17,12,6,0,46,13,4,7,0,0,24,7,6,4,0,0,8,798,57,127,36,0,1025,54,8,8,3,0,72,30,0,4,0,4,37,1287,156,254,44,11,1753
502011023,0,232,211,17,17,0,0,244,241,35,22,0,0,298,248,30,18,0,0,296,223,34,20,3,0,287,131,16,17,0,0,169,51,10,4,4,0,64,14,3,0,0,0,16,3,0,0,0,0,7,1999,180,129,12,8,2327,189,0,4,3,0,195,169,4,8,0,0,179,133,0,3,0,3,145,180,4,15,0,0,202,189,4,18,0,0,217,174,7,19,0,0,202,178,13,12,0,0,202,201,10,17,4,0,236,182,7,14,3,0,208,164,11,15,5,0,186,79,6,12,4,0,92,32,0,0,0,0,34,11,0,0,0,4,17,1885,61,132,21,10,2111,214,5,6,0,3,234,55,7,7,7,6,74,4151,252,281,43,28,4752
502011024,0,116,101,10,19,3,0,135,95,28,21,3,0,150,95,15,27,0,0,140,77,10,27,0,0,120,45,17,22,0,0,85,14,3,3,0,0,26,4,5,6,3,0,15,0,0,0,0,0,8,804,126,166,20,9,1115,263,0,0,0,0,264,201,0,3,0,0,215,88,0,13,3,0,107,105,5,13,5,0,124,103,5,17,0,0,130,123,3,24,5,0,156,100,0,18,4,6,125,114,9,27,3,0,159,129,16,18,0,0,159,82,10,23,3,0,121,38,12,18,0,0,69,12,3,10,3,0,33,0,3,0,3,0,7,1365,66,200,31,8,1678,121,6,14,4,3,154,41,0,3,8,7,63,2332,199,388,60,29,3008
502011025,0,531,430,51,29,5,0,514,483,65,37,4,0,587,500,53,37,9,0,601,397,42,47,10,0,499,272,36,33,6,0,346,77,24,15,7,0,115,15,10,6,3,0,38,0,4,0,0,0,8,4056,366,289,44,13,4772,865,0,0,0,0,865,641,4,5,0,0,656,342,0,23,0,6,372,346,3,17,5,5,376,399,10,28,4,0,444,327,3,24,0,3,361,344,8,20,7,0,391,306,13,16,6,0,341,314,12,24,6,0,361,273,16,35,0,0,329,121,14,15,8,0,158,41,6,19,7,0,69,24,3,7,4,0,38,4345,104,233,45,27,4757,367,3,9,4,0,387,141,4,8,4,16,174,8909,484,544,93,54,10080
