POW_SA2_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
501021011,0,83,38,121,12,8,17,22,8,30,329,123,451,0,0,0,6,6,10,0,0,0,8,3,8,0,0,0,13,8,19,0,0,0,0,0,0,25,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,36,14,56,5,3,11,48,20,64,0,0,0,98,22,114,3,0,3,101,22,113,0,0,0,18,15,33,34,58,91,56,71,122,0,0,0,73,58,131,0,0,0,98,47,148,173,111,284,4,5,11,0,3,3,5,7,8,10,9,20,26,29,50,0,0,0,0,3,3,4,3,7,0,6,8,64,127,191,66,135,207,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,6,0,0,0,151,32,186,18,18,37,0,0,0,167,56,220,147,64,219,16,15,29,3049,1246,4295
501021012,0,0,6,8,16,3,19,0,0,0,23,16,34,0,0,0,0,6,6,3,0,7,0,0,0,0,0,0,7,3,6,3,0,5,0,0,0,9,8,17,0,0,0,0,7,10,4,7,11,0,0,3,12,13,26,0,0,0,0,0,0,0,11,13,0,7,7,0,0,0,24,33,58,3,5,5,29,36,65,0,0,0,0,6,6,19,16,37,19,24,45,0,0,0,44,61,105,0,0,0,5,0,10,46,64,109,0,3,4,37,234,270,0,0,0,0,6,5,39,244,283,0,3,7,0,10,11,24,113,145,17,178,195,17,93,108,58,402,462,0,0,0,0,0,0,0,0,0,10,9,18,0,0,0,10,13,21,0,0,0,17,3,21,8,52,65,0,0,0,24,58,83,22,17,38,10,16,24,647,1552,2202
501021014,3,15,21,35,0,3,4,0,0,0,100,42,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,8,0,0,0,3,5,5,9,13,23,0,0,0,0,0,0,3,8,13,8,8,11,0,0,0,38,37,69,4,0,5,44,38,78,0,0,0,15,13,24,26,30,60,40,48,87,0,0,0,84,64,150,0,0,0,7,9,16,99,79,169,3,3,9,67,234,301,3,4,10,6,10,12,75,256,330,0,5,8,4,49,49,8,34,43,8,55,69,9,51,57,29,201,232,0,0,0,10,12,23,4,0,7,9,14,15,0,0,0,16,23,42,0,0,0,42,11,54,5,31,31,0,0,0,41,44,85,129,55,183,28,27,54,3037,1751,4786
501021015,0,5,0,5,12,5,22,16,5,12,359,68,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,0,0,0,0,0,0,8,9,18,0,0,0,7,14,26,0,0,0,0,0,0,10,20,26,0,0,0,13,5,21,6,10,15,19,16,41,0,0,0,31,21,49,0,0,6,36,18,52,0,0,0,6,6,11,27,37,64,31,41,77,0,0,0,79,53,132,0,0,4,35,7,48,119,68,183,0,0,0,76,285,356,4,3,4,5,14,14,82,297,383,0,3,3,4,10,16,17,76,97,7,19,19,10,73,78,36,179,216,0,0,3,0,0,0,0,5,8,11,26,35,0,0,0,14,37,47,0,0,0,170,44,209,14,62,84,0,0,0,188,107,290,111,45,154,23,23,53,2979,1998,4974
501021016,0,3,5,10,0,0,0,0,0,0,51,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,7,6,0,0,0,7,3,13,0,3,3,7,7,20,0,0,0,14,15,34,6,0,6,18,15,31,0,0,0,11,3,12,12,15,24,23,17,42,0,0,0,13,37,49,0,0,0,3,6,8,19,39,56,0,3,3,13,63,73,0,0,0,0,9,8,13,72,83,0,0,0,0,0,0,3,13,12,4,63,67,3,23,29,7,105,115,0,0,0,0,0,0,0,0,0,5,11,18,0,0,0,5,11,18,0,0,0,27,7,41,5,12,19,0,0,0,38,18,55,30,13,41,17,10,29,1578,750,2327
501021251,0,0,0,0,3,0,8,0,0,0,11,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,9,8,3,4,10,0,0,0,7,12,24,0,0,0,8,14,28,0,0,0,0,0,3,21,15,35,18,17,36,0,0,0,3,4,0,0,0,0,3,0,3,8,4,12,3,0,3,59,264,317,5,13,22,5,11,16,72,288,353,0,5,5,5,39,47,10,46,59,3,3,10,15,54,70,32,153,182,3,0,3,0,0,0,0,7,8,12,11,21,0,0,0,18,22,35,0,0,0,0,4,4,10,31,45,0,0,0,10,37,43,20,6,33,10,3,12,469,785,1257
501021252,0,0,0,3,0,0,0,0,0,0,22,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,3,22,0,0,0,24,3,25,0,0,0,0,0,3,8,6,12,9,10,20,0,0,0,0,0,3,0,0,0,3,0,3,4,0,5,4,3,7,4,9,19,6,0,9,6,7,11,14,25,43,0,0,0,0,0,0,3,6,13,0,3,3,0,9,13,8,20,26,0,0,0,0,0,0,5,0,0,7,3,18,0,0,0,15,4,19,0,0,0,11,0,11,42,93,136,0,0,0,52,93,144,18,10,32,3,3,4,373,266,642
501021253,3,13,27,37,53,11,68,0,3,6,164,72,234,0,5,5,6,4,6,14,26,42,29,41,71,0,0,0,13,4,19,8,0,13,0,0,0,68,87,159,0,8,10,53,114,169,17,53,78,64,81,145,138,265,407,0,0,0,16,4,23,89,223,311,105,232,339,0,0,0,272,407,673,36,7,40,305,414,716,0,0,0,59,164,218,48,81,129,112,239,354,0,0,0,193,530,727,0,0,5,206,100,298,399,630,1030,12,30,39,164,599,766,3,6,7,18,58,76,199,692,890,5,41,48,50,217,265,183,815,999,37,305,344,164,628,790,443,2003,2446,0,4,4,6,11,18,15,23,38,31,48,84,5,4,5,53,90,143,0,0,0,144,43,189,54,275,334,0,0,4,207,322,524,128,119,247,73,46,116,4207,7173,11380
501021254,0,3,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,31,0,0,4,9,23,33,0,0,0,0,0,0,0,0,5,0,4,7,0,0,0,9,25,36,0,0,0,4,0,4,13,25,36,0,0,0,10,93,104,0,0,0,0,3,5,11,93,109,0,0,0,0,37,38,4,20,22,0,8,4,11,53,59,17,114,124,0,0,0,0,0,0,0,0,0,6,17,25,0,0,0,6,22,23,0,0,0,6,0,9,4,7,9,0,0,0,5,8,10,7,7,9,0,0,5,131,365,498
501031017,0,6,9,17,0,0,4,0,0,0,31,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,9,0,0,0,0,0,6,3,13,16,0,0,0,0,0,0,10,22,29,13,23,30,0,0,0,48,38,83,5,0,8,50,44,90,0,0,0,6,10,18,3,6,10,12,17,28,0,6,6,45,42,79,0,0,0,8,6,17,53,50,100,0,0,0,32,167,199,0,6,6,5,4,5,34,175,212,0,11,11,13,92,105,14,50,66,7,50,58,7,44,50,44,238,280,0,0,0,0,0,0,3,9,14,0,0,0,0,0,0,3,12,15,0,0,0,40,8,51,5,33,36,0,0,0,47,39,86,39,21,61,23,12,38,1590,1276,2866
501031018,0,3,9,8,0,0,0,0,0,0,41,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,7,10,0,11,12,0,0,0,4,3,4,4,10,14,7,10,19,0,0,0,23,19,40,4,4,5,27,24,50,0,0,0,4,10,20,29,32,60,34,45,81,0,0,0,32,29,62,0,0,0,9,0,5,38,31,67,0,0,0,18,104,125,0,0,3,0,3,6,25,108,130,0,6,8,3,28,30,8,44,53,3,45,48,3,30,31,21,152,170,0,0,0,4,0,4,8,8,7,3,10,8,0,0,0,14,12,20,0,0,0,27,9,37,3,19,21,0,0,0,29,31,59,28,13,41,25,21,37,933,920,1851
501031019,0,13,11,24,0,0,0,0,0,0,104,32,134,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,4,14,17,0,0,5,0,0,3,7,21,24,0,0,0,0,0,0,5,16,21,8,16,23,0,0,0,19,37,51,0,0,3,17,36,59,0,0,0,3,13,16,22,38,63,33,53,84,0,0,0,115,98,214,0,0,0,19,11,31,134,111,242,0,0,0,50,205,252,3,7,13,0,6,11,56,226,283,0,7,9,17,86,98,13,58,69,7,55,64,15,75,89,47,283,332,0,0,0,5,3,5,0,0,0,0,8,13,0,0,0,6,18,20,0,0,0,52,6,61,8,44,51,0,0,0,62,53,111,63,30,93,22,19,42,1345,1422,2772
