POW_SA2_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
503011034,5,3,0,0,24,0,0,6,4,15,3,3,0,21,0,0,10,4,3,3,4,0,23,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,34,79,62,65,49,19,0,322,0,0,0,0,0,0,0,0,3,45,8,0,4,0,0,0,0,62,17,24,7,4,0,0,0,0,57,5,14,9,6,4,8,3,0,49,3,23,7,5,0,7,6,0,47,0,24,27,7,12,11,0,0,88,0,25,19,19,17,11,8,0,104,4,18,41,26,24,14,6,0,122,3,10,46,36,24,14,6,0,138,0,4,13,13,18,7,3,0,54,0,0,7,8,4,5,0,0,29,0,0,11,4,0,0,0,0,23,0,0,6,7,9,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
503011035,68,53,7,0,256,0,0,32,42,36,22,4,0,128,0,0,18,32,31,19,3,0,102,0,0,0,0,4,0,0,0,5,0,0,0,4,3,4,0,0,15,0,4,0,4,3,0,0,0,11,42,184,460,420,367,283,65,3,1825,3,3,0,0,0,0,0,0,17,69,32,11,10,0,6,0,0,125,55,93,7,7,3,7,0,0,182,26,54,26,11,5,0,6,0,138,16,75,30,26,12,12,3,0,170,18,87,63,37,23,24,13,0,254,10,65,78,40,30,45,23,0,297,9,57,106,61,53,48,16,0,343,3,41,105,86,101,94,19,0,440,5,24,64,37,33,44,11,0,216,0,8,17,29,19,31,7,0,115,0,3,9,13,11,13,4,0,52,0,0,10,14,16,16,3,0,55,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,6,0,5,3,3,0,0
503011036,8,17,5,0,78,0,5,15,12,17,4,0,0,46,0,0,22,25,21,15,0,0,84,0,0,9,3,8,0,0,0,19,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,16,46,174,109,85,73,21,3,530,6,0,0,0,0,0,0,0,11,92,17,0,5,0,0,0,0,116,31,30,8,3,0,4,0,0,77,14,19,3,8,3,0,0,0,56,9,23,9,5,4,3,0,0,53,9,22,19,12,9,9,3,0,87,0,24,16,12,4,3,4,0,75,4,22,24,14,11,17,9,0,93,0,21,31,20,20,17,7,0,115,0,9,17,21,13,14,5,0,83,0,6,31,26,8,10,0,0,75,0,5,22,26,10,3,3,0,65,0,0,67,55,25,11,0,0,166,0,0,4,9,8,3,0,0,30,0,0,10,0,10,0,0,0,23,0,0,0,0,0,0
503021037,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,26,24,8,9,6,0,75,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,12,4,4,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,9,0,5,3,4,0,0,0,0,14,0,3,6,0,6,3,0,0,10,0,11,5,3,4,0,0,0,21,0,0,5,0,0,0,0,0,6,0,0,4,3,0,0,0,0,8,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,32,13,0,0,120,0,0,20,29,12,4,0,0,75,0,0,17,53,37,19,6,0,131,0,0,3,16,15,6,0,0,34,0,0,7,7,4,3,0,0,22,0,0,3,0,0,0,0,0,3,40,104,309,279,192,94,25,0,1048,0,0,0,0,0,0,0,0,5,50,10,0,4,0,0,0,0,63,30,30,14,8,4,3,0,0,85,18,28,17,9,5,0,0,0,84,13,38,22,9,9,9,0,0,101,8,45,39,14,16,6,4,0,131,8,36,45,23,20,14,0,0,150,0,35,44,35,20,14,8,0,148,0,16,39,31,14,13,0,0,122,0,6,20,15,11,9,0,0,62,0,3,21,13,9,5,0,0,54,0,4,19,10,0,7,0,0,35,0,3,9,8,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
503021039,7,12,5,0,44,0,0,0,11,9,0,0,0,24,0,0,13,15,9,3,0,0,39,0,0,3,4,0,0,0,0,10,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,5,17,81,171,135,109,87,24,4,625,5,0,5,0,0,0,0,0,10,51,14,5,4,0,0,0,0,76,30,31,6,7,7,6,0,0,90,22,37,16,8,9,5,3,0,103,9,35,19,9,13,12,5,0,106,5,52,50,22,21,12,8,0,167,5,19,37,29,24,20,9,0,150,7,37,61,38,32,24,11,0,206,3,22,46,33,19,15,9,0,141,0,9,21,12,13,8,0,0,60,0,6,13,13,11,3,0,0,47,0,4,3,5,3,6,4,0,22,0,0,0,4,5,3,0,0,16,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,4,0,0,5,3,0,0
503021040,11,6,0,0,43,0,0,0,3,8,8,0,0,18,0,0,4,4,6,3,0,0,22,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,41,106,86,78,50,21,0,399,0,0,0,0,0,0,0,0,6,25,8,5,6,0,0,0,0,37,14,12,3,7,4,0,5,0,44,7,28,8,5,3,3,0,0,55,5,13,13,8,3,3,0,0,50,4,20,28,10,7,6,7,0,87,0,17,36,20,13,6,4,0,102,0,25,40,29,13,12,4,0,123,0,16,45,18,17,11,0,0,100,0,3,17,11,6,6,0,0,37,0,0,6,8,9,3,0,0,23,0,0,7,0,0,0,0,0,5,0,0,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
503021042,38,30,6,6,218,0,3,41,48,43,19,3,0,159,0,3,58,76,66,40,9,0,243,0,0,13,11,7,3,5,0,47,0,3,7,6,13,12,3,0,41,0,3,3,3,3,3,6,0,20,46,191,523,439,315,224,53,4,1803,11,0,3,4,0,3,0,0,21,124,18,4,3,5,3,3,0,162,56,54,16,10,8,10,0,0,153,11,50,37,27,21,10,3,0,163,10,50,38,13,22,11,4,0,158,3,67,78,46,35,31,11,0,273,11,69,99,56,50,37,6,0,325,0,62,99,73,52,37,7,0,342,0,22,89,68,59,67,14,5,327,0,13,66,56,48,40,4,0,235,0,0,27,34,31,18,0,0,118,0,0,31,24,19,12,0,0,86,0,0,19,23,33,10,3,0,82,0,0,0,3,7,0,0,0,12,0,0,0,0,0,3,0,0,7,0,0,5,4,9,6
503021043,22,13,5,0,93,0,0,17,16,9,9,5,0,55,0,3,9,20,15,13,5,0,60,0,0,0,6,5,3,6,0,17,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,0,0,11,27,98,227,179,143,99,40,3,826,0,0,0,0,0,0,0,0,10,21,10,0,7,0,0,0,0,49,26,17,12,10,5,4,0,0,70,8,19,6,15,12,3,0,0,73,9,38,21,15,12,9,7,0,106,14,41,52,24,34,20,7,0,187,7,47,66,45,35,36,12,0,256,3,32,85,68,45,37,15,0,292,0,27,70,58,46,39,14,0,260,0,3,51,24,17,21,5,0,125,0,8,29,9,11,11,3,0,66,0,3,9,21,20,13,0,0,57,0,3,15,10,14,17,3,0,60,0,0,0,0,4,0,0,0,8,0,0,0,0,5,0,0,0,9,0,4,0,0,0,0
503021295,28,25,3,0,122,0,5,40,40,34,18,5,0,134,0,7,94,113,63,60,10,0,346,0,0,34,50,47,21,4,0,166,0,0,36,64,53,22,0,0,177,0,0,3,0,0,4,0,0,11,32,107,451,412,299,202,46,0,1551,0,0,3,0,0,0,0,0,3,21,7,0,0,0,4,0,0,31,15,14,12,13,3,9,0,0,59,10,23,22,18,5,10,0,0,81,10,27,27,4,10,5,0,0,86,0,34,39,24,14,15,3,0,124,6,23,53,29,15,15,4,0,141,6,22,52,38,31,25,6,0,177,4,32,66,51,31,28,8,0,212,3,26,76,58,22,26,3,0,215,6,19,73,34,36,20,3,0,191,0,6,49,51,72,44,4,0,220,0,3,48,109,163,93,4,0,424,0,0,3,3,23,10,0,0,45,0,3,7,4,10,10,0,0,36,0,0,3,0,0,0
503021296,23,16,5,0,110,0,5,18,18,19,8,0,0,72,0,0,30,33,35,23,3,0,122,0,0,5,7,4,0,0,0,18,0,0,0,5,6,0,0,0,13,0,0,5,4,0,0,0,0,7,36,89,302,251,191,131,34,3,1041,0,0,0,0,0,0,0,0,4,25,13,3,0,4,3,0,0,51,22,29,17,10,13,8,0,0,90,11,22,17,12,13,7,3,3,83,7,36,34,15,10,12,0,0,120,6,42,49,24,18,16,0,0,160,6,42,57,35,17,11,0,0,163,4,23,64,25,17,18,0,0,154,3,20,69,38,28,19,3,0,187,0,10,40,37,22,16,6,0,127,0,5,43,21,29,12,0,0,115,0,0,19,38,20,10,0,0,90,0,5,16,32,32,3,3,0,86,0,0,0,3,0,3,0,0,4,0,0,0,0,3,4,0,0,5,0,0,5,3,0,0
503021297,190,113,24,0,915,0,22,176,259,200,121,31,0,805,0,28,438,722,530,303,41,0,2064,0,5,138,265,241,117,23,0,783,0,5,177,379,361,199,22,0,1148,0,13,20,21,21,11,5,0,91,169,658,2512,2780,2013,1216,229,8,9583,9,10,9,5,0,0,3,0,32,89,57,17,9,5,4,0,0,187,91,168,66,32,21,18,8,0,402,71,183,108,40,21,19,5,0,453,56,193,146,55,23,25,9,0,503,29,271,264,105,52,48,16,0,791,31,251,301,112,71,70,19,3,861,19,204,358,175,95,85,29,0,969,8,134,376,243,161,156,41,0,1124,3,64,221,177,119,94,22,4,701,0,37,152,153,105,78,14,0,541,0,19,126,123,125,64,8,0,461,0,9,155,237,312,112,11,0,827,0,6,8,17,35,16,0,0,82,0,0,3,18,15,15,3,0,56,4,14,22,9,7,4
504011044,45,35,6,0,177,0,8,27,36,31,29,7,0,137,0,7,36,60,72,27,6,0,204,0,0,7,12,8,4,0,0,29,0,0,0,4,5,3,0,0,10,0,0,3,3,4,0,0,0,13,63,160,306,360,313,239,42,6,1482,0,0,0,0,4,0,0,0,6,27,0,0,0,0,0,0,0,28,13,5,0,5,0,0,0,0,24,8,8,3,11,3,4,3,0,38,6,7,6,6,11,4,0,0,41,7,16,14,14,14,18,9,0,82,0,16,22,18,15,11,9,0,93,0,20,31,17,23,16,5,0,118,0,11,31,37,15,26,7,0,114,0,0,8,12,15,15,0,0,43,0,4,5,6,10,8,0,0,36,0,0,0,3,4,3,0,0,12,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
504011045,57,40,10,0,237,0,7,41,58,38,32,7,0,175,0,6,30,56,49,32,6,0,183,0,0,6,12,10,6,0,0,27,0,0,4,7,13,0,0,0,28,0,0,3,5,4,0,0,0,15,86,189,438,421,355,308,95,13,1900,3,0,0,4,0,0,0,0,3,28,8,0,9,4,0,0,0,47,22,16,4,3,0,4,0,0,53,12,13,10,3,8,5,4,0,54,10,27,18,11,14,12,4,0,87,4,23,29,20,32,18,9,0,132,4,19,32,30,42,31,9,0,171,3,20,56,40,52,22,4,0,201,0,18,40,29,45,28,10,0,163,0,0,28,19,13,13,5,0,79,0,0,13,13,3,7,5,0,43,0,0,3,13,8,3,0,0,32,0,0,3,7,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0
504011046,4,8,4,0,40,0,0,3,4,7,3,0,0,21,0,0,5,6,5,12,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,62,92,79,55,53,13,0,381,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,25,9,9,3,3,3,0,4,0,35,3,14,0,9,3,0,0,0,26,5,16,8,0,7,7,0,0,42,5,8,23,8,11,0,4,0,63,0,14,15,20,10,12,6,0,73,0,6,22,15,7,8,0,0,63,0,0,22,11,13,7,0,0,52,0,0,6,7,3,15,3,0,34,0,0,12,13,15,0,0,0,35,0,0,11,10,8,9,0,0,44,0,3,18,50,62,28,0,0,162,0,0,0,0,7,6,0,0,19,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0
504011047,18,18,5,0,93,0,0,16,11,11,9,5,0,47,0,0,16,11,13,6,0,0,53,0,0,0,3,0,5,0,0,11,0,0,0,0,6,0,0,0,6,3,0,0,4,0,0,0,0,5,58,149,267,191,189,161,46,3,1071,0,0,0,0,0,0,0,0,0,57,12,6,3,4,0,0,0,81,34,26,16,15,9,5,0,0,100,22,17,7,13,13,10,3,0,87,10,22,16,16,3,5,0,0,79,10,30,26,30,29,13,9,0,146,4,19,41,30,22,20,4,0,133,3,35,44,28,28,21,5,0,170,0,13,46,41,33,30,0,0,169,0,4,20,25,15,15,3,0,81,0,0,11,12,9,8,0,0,38,0,0,4,10,0,3,0,0,21,0,0,9,8,3,3,0,0,26,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0
504011048,3,0,0,0,12,0,0,0,7,0,0,0,0,9,0,0,0,3,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,38,30,22,20,0,139,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,4,8,0,3,0,0,0,0,16,0,0,0,5,0,0,0,0,12,3,0,4,5,0,3,0,0,15,4,6,4,3,0,5,0,0,21,0,0,0,3,6,3,0,0,25,0,0,4,5,13,4,0,0,27,0,3,3,15,11,6,0,0,38,0,0,5,0,0,0,0,0,9,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021049,0,0,0,0,14,0,0,0,6,0,3,0,0,12,0,0,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,25,25,26,22,3,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,10,0,0,3,0,3,5,0,0,9,0,0,0,0,5,8,0,0,18,0,0,0,6,4,0,0,0,17,0,0,8,4,3,7,6,0,28,0,4,20,30,45,44,12,0,152,0,0,15,26,25,32,0,0,99,0,0,10,14,20,21,6,0,68,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
504021050,4,5,0,0,11,0,0,0,4,0,0,0,0,13,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,8,17,39,37,24,14,0,156,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,5,4,0,0,3,0,0,0,7,4,0,3,3,3,0,0,0,14,0,0,0,0,11,4,0,0,14,0,7,4,0,8,0,0,0,23,0,3,0,3,8,3,0,0,14,0,3,5,8,8,3,0,0,27,0,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,4,3,0,0,0,10,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021051,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,17,22,8,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,3,4,0,0,0,6,0,0,0,3,0,0,0,0,14,0,0,0,0,3,5,0,0,9,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,12,5,5,0,42,0,0,8,10,4,0,0,0,23,0,0,4,5,9,5,0,0,16,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,19,32,77,73,83,66,31,5,397,0,0,0,0,0,0,0,0,0,37,5,0,5,0,3,0,0,52,20,4,6,3,5,4,0,0,41,0,5,4,6,0,6,0,0,16,4,5,3,6,0,3,0,0,30,4,10,4,11,7,5,9,0,63,0,14,11,12,15,8,8,0,65,0,8,16,10,19,20,0,0,74,0,6,15,14,9,13,0,0,63,0,0,11,4,7,6,3,0,40,0,0,9,6,8,8,0,0,16,0,0,3,4,9,13,0,0,27,0,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021054,19,19,3,0,86,0,4,12,23,9,4,0,0,55,0,0,20,11,28,6,0,0,69,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,3,0,5,0,0,0,5,0,0,13,30,86,163,147,157,94,37,4,709,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,6,10,10,0,0,0,0,0,29,3,6,4,4,4,0,0,0,21,6,11,10,3,6,0,4,0,32,0,12,10,5,10,4,3,0,48,6,10,10,15,13,12,0,0,63,0,9,15,16,17,11,0,0,63,0,0,9,13,12,14,3,0,54,0,3,5,6,3,6,0,0,30,0,3,5,5,4,3,0,0,23,0,0,0,3,5,0,0,0,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,12,4,0,0,31,0,0,3,7,9,0,0,0,19,0,0,10,3,13,3,0,0,26,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,87,57,80,53,20,0,329,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,24,9,11,0,3,4,6,0,0,35,5,4,8,7,5,4,0,0,29,4,5,4,4,3,4,0,0,27,3,11,9,13,16,8,3,0,65,5,13,18,14,10,17,3,0,76,0,6,24,12,20,13,0,0,78,0,13,17,11,13,12,0,0,61,0,10,12,4,0,0,0,0,25,0,0,7,0,6,3,0,0,19,0,0,5,0,0,0,0,0,17,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0
504031057,3,6,0,0,25,0,0,6,0,0,0,0,0,7,0,5,6,9,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,36,92,93,50,39,20,0,340,0,0,0,0,0,0,0,0,0,34,0,0,7,0,0,0,0,40,11,12,6,0,0,0,0,0,35,9,8,7,4,0,0,0,0,31,3,7,7,3,10,3,0,0,35,8,16,14,8,15,7,4,0,70,0,13,20,32,11,4,4,0,87,0,9,19,14,13,8,0,0,74,0,10,17,8,16,8,3,0,58,0,0,5,13,10,0,0,0,33,0,0,9,12,15,13,0,0,57,0,0,3,7,12,14,0,0,38,0,0,3,7,12,11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
