POW_SA2_CODE_2021,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20mo_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20mo_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
505011075,18,0,0,0,18,294,48,9,0,343
505011076,3,0,0,0,9,205,39,0,0,247
505011077,19,3,0,0,22,544,164,15,0,727
505011078,13,0,0,0,13,269,55,0,0,324
505011079,15,0,0,0,19,241,48,0,0,292
505011080,9,0,0,0,12,187,18,0,0,205
505011081,8,0,0,0,6,179,32,0,3,213
505011082,13,4,0,0,14,207,41,0,0,247
505011083,6,3,0,0,9,182,29,0,0,219
505021084,19,10,0,0,35,433,163,12,3,615
505021085,8,0,0,0,7,264,30,4,0,297
505021087,0,0,0,0,0,0,0,0,0,0
505021088,16,4,0,0,23,334,56,6,0,398
505021089,21,3,0,0,21,485,88,0,0,571
505021090,13,0,0,0,11,297,22,0,0,319
505021091,31,4,4,0,36,454,155,21,0,634
505021092,14,5,0,0,14,408,71,4,0,482
505021093,23,0,0,0,22,403,82,5,0,489
505021094,10,0,0,0,9,203,33,3,0,237
505021095,5,0,0,0,8,197,34,0,0,228
505021096,14,0,0,0,18,258,47,0,0,308
505021097,10,0,0,0,10,359,39,4,0,401
505021301,9,3,0,0,12,206,45,0,0,254
505021302,8,0,0,0,6,216,43,0,0,261
505031098,10,3,0,0,18,182,35,0,0,217
505031099,25,0,0,0,25,370,59,0,0,427
505031100,13,4,0,0,14,335,57,7,0,399
505031101,11,0,0,0,11,264,57,0,0,326
505031102,10,0,0,0,10,101,40,0,0,143
505031104,0,0,0,0,0,126,22,0,0,153
505031105,28,3,0,0,30,474,73,4,0,555
505031106,0,0,0,0,0,6,0,0,0,8
505031107,8,3,0,0,14,279,42,0,0,320
505031255,8,0,0,0,8,253,24,0,0,278
505031256,3,0,0,0,3,49,31,4,0,91
505031257,0,0,0,0,0,65,7,0,0,80
505031258,11,0,0,0,11,203,27,0,0,226
505031303,14,7,0,0,21,277,61,3,0,344
505031304,7,0,0,0,9,213,36,0,3,249
505031305,47,22,0,0,65,804,293,20,3,1113
505031306,14,0,0,0,15,286,66,4,0,353
506011110,19,3,0,0,25,288,74,0,0,367
506011111,0,0,0,0,0,0,0,0,0,0
506011112,3,0,0,0,8,73,19,4,0,97
506011114,10,8,0,0,19,220,79,3,4,308
506011115,14,0,0,0,15,149,25,0,0,177
506011116,15,0,0,0,13,173,56,5,0,236
506011117,3,0,0,0,3,110,18,0,0,129
506011307,6,0,0,0,6,182,12,3,0,200
506011308,20,4,0,0,21,257,56,6,0,317
506021118,21,4,0,0,24,422,84,10,0,518
506021119,27,3,0,0,32,425,94,3,0,528
506021120,6,5,0,0,10,168,32,4,4,203
506021121,13,0,0,0,17,164,19,0,3,186
506021123,16,3,0,0,21,454,121,5,3,576
506021309,11,0,0,0,11,139,27,5,0,170
506021310,5,0,0,0,5,90,14,0,0,111
506021311,7,0,0,0,8,173,35,0,0,210
506031124,27,0,0,0,32,360,69,11,0,434
506031125,10,0,0,0,10,182,27,0,0,213
506031126,38,3,0,0,40,245,87,13,0,348
506031127,24,5,0,0,28,337,79,9,0,422
506031128,10,0,0,0,10,215,33,0,0,248
506031129,9,0,0,0,8,222,48,0,0,273
506031130,30,12,0,0,47,428,115,13,0,550
506031131,22,0,0,0,28,327,115,5,0,444
506041132,13,4,0,0,15,327,73,0,0,408
506041133,19,0,0,0,19,328,59,3,0,392
506041134,14,0,0,0,12,267,53,3,0,318
506041135,14,3,0,0,18,313,58,3,0,372
506041136,22,9,0,0,28,347,120,4,0,472
506041137,13,0,0,0,13,284,56,4,0,352
506051138,13,0,0,0,19,368,84,0,3,454
506051139,11,0,0,0,11,187,46,3,0,238
506051140,10,3,0,0,11,367,82,4,0,453
506051141,11,0,0,0,14,259,89,0,4,350
506061142,18,0,0,0,24,349,72,0,0,420
506061143,13,0,0,0,7,198,46,0,3,248
506061144,14,0,0,0,11,133,42,0,3,181
506071145,9,4,0,0,13,288,67,0,0,356
506071146,7,3,0,0,11,196,26,0,0,225
506071147,20,4,0,0,29,406,114,5,3,525
507011148,19,0,0,0,19,333,53,0,0,390
507011150,19,13,0,0,31,245,123,3,0,379
507011151,0,0,0,0,0,3,0,0,0,3
507011152,5,0,0,0,5,148,22,0,0,166
507011153,5,0,0,0,5,138,20,0,0,158
507011154,15,3,0,0,14,281,55,0,0,335
507011155,10,0,0,0,10,71,15,0,0,83
507011158,0,0,0,0,0,65,14,0,0,83
507011159,18,8,0,0,23,266,86,8,0,359
507011160,10,3,0,0,7,188,43,6,0,234
507011161,11,3,0,0,13,259,46,4,0,307
507011163,3,0,0,0,9,136,43,0,0,182
507011259,8,0,0,0,8,191,40,3,0,238
507011260,18,6,0,0,22,161,47,8,0,217
507021164,4,0,0,0,3,217,43,0,0,261
507021165,44,9,0,0,51,954,212,20,0,1191
507021166,25,3,0,0,29,425,97,7,0,531
507021167,12,0,0,0,16,145,84,6,0,235
507031169,0,0,0,0,0,191,22,0,0,214
507031170,3,0,0,0,5,92,23,0,4,117
507031172,0,0,0,0,0,22,11,3,0,36
507031173,9,3,0,0,18,82,28,0,0,113
507031174,9,0,0,0,9,108,24,0,0,133
507031261,14,0,0,0,15,156,37,0,0,205
507041175,19,3,0,0,19,326,79,4,0,407
507041176,3,0,0,0,3,49,6,0,0,59
507041177,16,0,0,0,17,327,61,5,4,401
507041178,16,3,0,0,14,401,79,3,0,491
507041179,3,0,0,0,7,125,19,0,0,141
507041180,6,5,0,0,13,187,43,0,0,232
507041181,14,0,0,0,20,482,103,5,0,587
507041182,20,0,0,0,20,291,111,4,4,407
507041183,6,0,0,0,6,103,21,0,0,125
507041184,0,0,0,0,0,116,20,0,0,137
507051186,9,0,0,0,9,86,12,0,0,98
507051187,9,0,0,0,10,249,60,3,0,312
507051188,17,4,0,0,27,450,152,8,0,614
507051189,0,0,0,0,0,0,0,0,0,0
507051190,12,0,0,0,12,211,35,0,0,250
507051191,10,4,0,0,17,308,61,0,0,363
507051192,11,0,0,0,13,153,35,0,0,188
507051193,9,0,0,0,8,132,26,0,0,156
507051312,8,0,0,0,8,176,37,0,0,212
507051313,14,0,0,0,19,335,46,4,0,377
507051314,0,0,0,0,0,40,22,0,0,64
509011225,12,5,0,0,16,479,263,24,0,767
509011226,5,0,0,0,3,184,78,0,3,274
509011227,0,0,0,0,7,90,22,0,0,105
509011228,9,6,0,0,14,305,103,0,6,411
509011229,5,0,0,0,5,113,121,0,3,232
509011230,4,0,0,0,6,112,83,0,0,200
509011231,9,3,0,0,9,170,213,0,5,386
509011232,8,0,0,0,10,112,30,3,0,146
509011233,0,0,0,0,0,193,80,0,0,274
509011234,5,0,0,0,8,188,130,0,3,317
509011235,0,0,0,0,0,0,0,0,0,0
509021236,3,0,0,0,3,163,52,0,3,209
509021237,5,0,0,0,3,94,69,0,8,173
509021238,3,4,0,0,5,150,114,0,4,262
509021239,11,4,0,0,15,294,128,3,7,432
509021240,4,0,0,0,4,124,90,0,4,223
509021241,6,0,0,0,5,142,118,0,5,263
509021242,4,0,0,0,0,139,94,0,3,235
509021243,8,3,0,0,11,210,82,3,5,295
509021244,3,3,0,0,8,130,38,0,0,166
509021245,0,0,0,0,5,161,76,3,4,244
509031246,6,0,0,0,4,123,96,0,0,217
509031247,7,0,0,0,11,202,238,0,6,455
509031248,4,0,0,0,4,63,23,0,0,86
509031249,0,0,0,0,4,92,56,0,0,149
509031250,4,4,0,0,6,189,173,0,3,358
510011262,13,0,0,0,15,293,107,0,0,412
510011263,5,5,0,0,9,49,18,0,0,65
510011264,0,0,0,0,0,8,6,0,0,18
510011265,3,0,0,0,3,86,53,3,0,141
510011266,0,0,0,0,0,15,3,3,0,18
510021267,13,0,0,0,13,76,6,3,0,90
510021268,0,0,0,0,0,40,5,0,0,45
510021269,12,5,0,0,11,88,33,0,0,118
510021270,0,0,0,0,0,93,16,0,0,109
510031271,12,4,0,0,13,123,31,0,0,153
510031272,9,3,0,0,10,181,51,0,6,237
510031273,0,0,0,0,0,49,9,0,0,59
511011274,19,0,0,0,20,262,160,0,0,427
511011275,9,0,0,4,11,165,178,3,8,352
511021276,9,0,0,0,9,135,80,3,0,218
511021277,12,0,0,0,12,123,67,6,6,201
511031278,3,0,0,0,7,73,34,0,0,106
511031279,11,3,0,0,14,180,102,4,0,287
511031280,4,0,0,0,4,66,12,4,0,88
511031281,0,0,0,0,0,0,0,0,0,5
511031282,5,0,0,0,5,45,9,0,0,61
511031283,6,0,0,0,10,59,11,0,6,74
511031284,0,0,0,0,0,0,0,0,0,0
511041285,15,0,0,0,13,347,211,14,3,575
511041286,10,3,0,0,16,111,35,0,0,146
511041287,0,0,0,0,0,104,28,0,4,137
511041288,3,0,0,0,3,120,36,0,0,154
511041289,5,0,0,0,9,84,43,0,0,129
511041290,9,0,0,0,9,77,25,0,0,107
511041291,4,0,0,0,6,133,120,0,5,257
511041292,13,3,0,0,16,199,133,0,0,337
597979799,7,0,0,0,7,18,4,0,0,17
599999499,486,35,4,7,535,15566,1650,50,78,17340
