POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
501011001,41,8,5,269,129,22,30,13,3,201,134,30,56,17,9,239,139,20,42,9,5,220,118,36,68,22,5,242,55,20,42,18,6,135,20,8,17,27,4,77,5,7,15,21,6,58,1419,220,388,160,32,2224
501011003,111,15,4,607,345,100,127,17,9,601,301,79,100,20,3,513,244,102,115,19,6,490,202,67,84,32,10,393,104,29,57,31,4,218,24,24,30,17,0,102,11,10,18,16,4,56,3430,605,803,202,66,5109
501011004,110,12,3,534,366,57,105,5,5,540,296,44,73,3,5,425,248,33,78,6,3,378,245,36,60,10,4,358,90,23,36,14,0,170,42,15,33,8,7,96,7,5,10,0,0,19,3119,342,673,80,44,4258
501011293,42,9,3,577,527,51,76,10,6,669,516,72,60,10,3,665,435,55,50,10,7,558,330,40,68,5,0,459,185,20,43,9,0,257,58,12,15,9,3,94,17,3,7,10,0,41,4698,362,469,87,41,5664
501011294,63,12,3,599,472,44,82,0,4,603,483,37,71,5,3,603,460,34,71,4,0,574,352,29,65,3,3,448,121,17,37,12,0,185,28,17,25,5,4,69,14,4,11,9,3,41,4159,276,590,81,36,5145
501021005,24,3,0,358,301,16,31,3,3,356,287,28,46,0,0,367,252,26,29,5,0,303,182,16,39,0,0,239,60,10,8,3,0,91,18,5,10,0,3,34,8,4,8,0,0,20,2709,172,283,45,19,3224
501021007,23,3,0,145,131,11,19,6,0,167,113,22,23,6,0,167,94,15,20,12,0,141,68,16,29,9,0,120,30,4,20,8,0,59,8,6,18,13,0,45,4,0,7,5,0,15,1003,102,194,61,13,1371
501021008,13,0,0,402,398,6,6,0,3,416,412,4,10,0,8,433,400,5,22,0,0,428,328,4,12,0,0,344,144,3,4,0,0,154,23,0,5,0,0,26,7,0,0,0,3,8,3522,34,93,7,18,3678
501021009,15,3,3,564,544,10,18,5,0,580,586,16,11,5,10,621,489,11,28,3,5,535,301,18,18,0,6,343,115,13,15,5,0,150,19,0,4,3,0,31,9,4,6,13,0,29,4459,91,151,46,30,4774
501021010,25,4,0,167,129,14,17,0,3,162,118,21,23,4,0,166,141,18,24,0,0,182,113,12,15,11,0,155,44,6,17,9,8,75,12,5,10,3,0,34,0,0,13,10,0,30,1253,111,167,53,23,1603
501021011,10,7,0,396,416,42,21,6,11,492,418,38,24,0,0,480,348,36,20,9,0,403,301,26,18,5,0,353,98,6,16,5,0,130,32,5,4,0,0,43,13,3,0,4,0,19,3867,230,141,36,22,4295
501021012,25,11,0,219,184,8,19,4,4,215,173,9,21,3,4,211,155,13,13,0,0,179,117,11,23,0,3,153,39,3,6,0,6,57,15,0,8,4,0,37,3,4,0,4,0,13,1892,81,176,36,15,2202
501021014,19,10,0,509,445,22,27,7,0,514,404,33,28,12,4,480,377,26,47,19,8,479,296,27,39,12,4,383,119,16,31,24,3,201,15,11,20,18,8,73,7,13,15,16,3,53,4110,197,304,141,40,4786
501021015,24,4,0,511,435,24,18,6,0,491,490,26,32,3,5,554,456,23,30,3,0,515,342,31,24,9,5,406,128,16,19,4,3,163,25,3,8,3,4,53,6,3,4,4,0,16,4483,200,226,44,26,4974
501021016,12,0,4,229,277,10,7,0,3,300,275,14,16,6,6,317,258,6,14,4,6,289,166,10,17,9,0,203,51,5,16,7,0,76,8,5,5,10,0,28,3,3,8,8,0,31,2061,79,114,47,24,2327
501021251,19,4,0,133,127,9,25,5,0,156,102,11,11,4,4,124,82,7,15,3,0,106,62,4,16,3,0,82,27,5,4,0,0,35,3,0,7,0,0,15,3,0,3,0,0,4,1035,52,148,19,3,1257
501021252,8,0,0,80,61,7,16,4,0,82,53,5,9,4,0,74,48,11,12,4,0,67,34,12,14,3,0,58,20,6,9,3,0,36,4,0,0,0,0,8,0,0,0,0,0,3,489,58,84,19,0,642
501021253,74,4,7,1223,1094,89,85,7,10,1274,1116,94,75,11,5,1297,884,78,76,4,4,1050,694,61,83,12,3,854,280,34,41,6,0,364,78,25,38,14,5,157,32,7,11,7,3,61,10027,564,636,93,61,11380
501021254,4,0,0,51,54,0,9,0,0,72,45,4,3,0,0,56,42,0,4,0,0,52,24,0,0,0,0,34,15,0,4,0,0,21,0,3,3,0,0,8,0,0,0,0,0,0,424,16,39,7,0,498
501031017,32,14,5,269,241,27,59,13,0,343,230,15,43,16,9,314,232,23,65,24,5,348,215,18,56,18,4,310,86,21,46,22,4,178,27,7,33,25,4,101,8,3,24,35,0,76,2040,165,422,200,40,2866
501031018,23,11,0,157,137,23,22,9,3,195,126,32,33,10,5,209,120,13,37,18,8,200,133,21,28,17,0,200,49,11,40,32,0,132,20,10,21,22,0,70,9,0,12,18,0,46,1247,161,267,153,27,1851
501031019,21,6,5,245,244,22,16,4,3,288,228,30,28,3,6,297,265,17,43,7,0,334,228,27,30,3,8,298,89,11,25,10,4,142,14,10,19,12,0,56,16,8,11,7,0,35,2257,177,246,61,24,2772
501031020,24,8,0,165,121,26,29,17,5,193,141,29,49,15,8,250,165,28,41,18,6,262,118,27,51,20,0,215,74,20,53,24,3,170,18,11,45,16,0,94,0,15,16,22,0,62,1248,192,346,174,37,1990
502011021,15,0,0,70,44,14,16,0,0,83,40,12,20,3,0,86,38,12,16,4,0,73,23,8,25,5,0,67,10,3,15,0,0,28,4,0,6,3,0,12,0,0,0,5,0,5,418,87,163,21,13,696
502011022,25,3,0,146,112,20,37,6,0,172,112,15,35,5,0,163,100,20,49,9,4,175,83,23,21,12,0,143,23,17,11,4,0,64,14,5,7,0,0,31,7,6,8,0,0,12,1287,156,254,44,11,1753
502011023,32,0,0,465,440,39,35,5,0,524,480,38,39,4,3,564,442,42,33,6,4,527,321,27,37,4,4,395,140,20,15,3,0,175,42,3,0,0,0,47,17,3,5,5,6,28,4151,252,281,43,28,4752
502011024,45,11,0,300,213,30,36,5,5,293,219,30,56,5,0,311,225,32,50,5,0,305,137,25,53,8,6,221,56,16,30,8,0,112,24,9,15,5,3,57,5,6,0,8,5,22,2332,199,388,60,29,3008
502011025,59,6,3,922,869,71,60,15,10,1026,842,65,52,10,4,980,753,58,74,9,9,905,589,48,65,11,9,720,211,37,29,10,0,290,61,15,20,7,3,111,22,4,7,8,3,50,8909,484,544,93,54,10080
502011026,8,4,0,69,48,13,16,0,0,85,39,11,10,4,0,59,40,14,13,3,6,65,25,12,10,7,0,61,11,7,6,4,0,28,4,3,7,0,0,17,0,7,3,0,0,13,476,84,106,24,7,698
502011027,36,7,0,300,269,22,39,7,3,339,242,29,52,5,8,333,173,26,44,7,4,250,138,13,29,3,3,188,51,7,9,9,0,78,18,3,11,0,0,27,4,0,0,0,0,11,2487,177,329,45,29,3067
502011028,15,0,3,132,133,3,8,0,0,150,139,12,18,0,3,173,119,9,24,0,0,152,101,12,21,4,0,134,30,8,15,5,0,61,8,10,4,0,0,29,6,0,3,3,0,13,1042,63,152,28,8,1288
502011029,35,3,9,483,462,24,36,8,5,534,502,26,33,9,5,569,499,26,40,12,3,577,314,17,30,13,3,388,124,10,25,10,0,177,30,8,11,18,4,67,8,0,9,18,3,32,4286,182,290,105,39,4894
503011030,18,0,0,111,81,23,19,0,0,128,81,40,20,12,0,150,77,30,27,6,0,139,54,26,26,4,0,113,19,18,14,3,0,53,11,12,5,3,0,26,10,8,6,15,4,41,1002,193,173,50,3,1422
503011031,29,4,0,487,395,67,45,13,0,524,356,76,55,7,0,493,409,40,48,6,4,508,314,48,33,7,4,405,151,32,34,3,0,226,60,34,28,10,0,126,26,24,23,9,4,83,5236,472,397,69,32,6200
503011032,30,4,6,251,165,44,23,9,0,240,168,70,32,6,0,277,136,55,47,9,5,255,82,37,35,8,3,165,54,33,25,15,0,130,17,15,20,6,0,53,12,12,10,10,0,45,2121,350,301,76,21,2871
503011033,27,3,0,159,102,37,26,3,0,175,120,47,25,3,0,193,99,36,25,9,0,177,77,27,26,4,0,132,39,17,17,3,0,78,15,3,7,0,0,29,6,6,4,4,0,25,1433,237,224,35,12,1937
503011034,24,5,0,321,278,44,36,5,3,363,313,56,46,15,0,435,253,38,46,13,0,349,195,30,43,13,0,281,92,29,21,8,0,153,39,22,13,8,6,86,15,7,7,10,0,39,3056,325,333,75,18,3798
503011035,77,9,0,2746,2352,126,102,10,9,2594,2232,127,109,23,7,2504,1992,121,101,18,5,2235,1577,100,89,17,14,1799,753,90,71,6,4,922,246,54,38,14,4,356,95,42,25,25,7,196,23534,919,811,150,71,25487
503011036,19,3,0,433,403,43,22,4,0,471,396,28,40,8,0,475,391,29,42,9,0,468,273,26,25,10,0,335,135,26,30,4,0,193,44,21,17,0,0,82,17,3,12,5,0,37,4296,235,270,45,10,4847
503021037,0,0,0,65,39,0,0,0,0,44,40,3,4,0,0,46,29,3,0,0,0,32,16,0,0,0,0,21,15,0,0,0,0,16,3,0,0,0,0,8,3,0,0,0,0,4,598,16,5,3,0,627
503021038,70,12,0,1156,799,103,68,3,3,970,717,123,60,4,3,906,573,76,65,0,4,719,429,50,46,6,0,535,193,31,25,4,4,259,66,12,6,0,0,89,18,9,4,0,4,35,8146,682,493,61,35,9413
503021039,67,5,9,635,497,77,68,14,5,649,456,99,70,20,0,641,391,59,55,8,6,515,351,33,59,9,3,463,172,41,57,10,0,285,66,20,26,9,3,121,18,5,6,0,4,36,5477,544,618,87,33,6758
503021040,40,6,5,316,191,55,42,3,0,296,197,42,52,4,4,295,166,55,36,9,3,268,119,31,36,3,0,189,59,20,33,6,0,117,24,20,15,0,0,64,10,8,7,3,0,32,2484,398,409,47,22,3359
503021042,117,19,12,2340,1888,217,123,23,6,2262,1690,253,167,22,7,2144,1437,201,156,13,4,1812,1015,185,117,16,10,1340,470,120,89,9,3,685,171,52,42,17,3,284,75,31,22,16,3,153,18919,1619,1103,151,80,21876
503021043,87,7,0,1144,891,132,96,3,9,1125,866,112,115,11,4,1108,773,104,89,11,0,978,613,74,76,5,0,764,305,44,43,8,0,401,110,26,31,5,0,169,36,16,22,3,5,74,9119,766,752,62,31,10729
503021295,23,5,5,2254,1964,70,35,11,7,2081,1871,70,45,8,0,1990,1539,50,30,3,12,1641,1067,66,47,4,3,1188,463,34,22,4,4,525,140,17,6,13,3,181,25,3,10,8,3,55,17054,549,351,65,64,18079
503021296,64,14,0,1111,795,119,55,9,7,984,784,86,60,4,0,936,712,74,54,0,5,840,504,80,58,6,3,650,213,52,39,6,0,311,70,27,15,0,0,117,24,13,13,3,4,59,8543,822,581,85,34,10067
503021297,290,40,23,17592,14459,626,312,34,39,15467,12424,541,312,42,35,13354,9428,491,259,30,19,10228,6019,343,219,41,30,6643,2498,233,135,18,15,2898,732,92,86,17,20,942,192,56,37,20,27,329,126916,3897,2295,346,335,133799
504011044,51,5,0,703,539,55,64,7,3,676,577,53,58,3,3,699,535,48,52,5,4,653,349,44,43,0,3,443,175,33,19,3,3,238,57,14,12,5,0,89,10,4,7,8,0,25,5497,381,441,50,45,6420
504011045,72,17,11,922,699,130,91,11,10,933,721,126,89,10,3,953,614,108,104,10,8,845,444,84,93,8,8,623,211,69,52,11,7,344,77,30,31,12,0,156,21,18,21,9,5,63,6972,856,757,106,66,8752
504011046,38,3,3,328,217,24,28,4,0,276,210,22,37,3,0,270,170,18,42,0,6,241,118,22,29,0,0,176,47,6,28,0,0,81,26,8,8,0,0,41,5,0,0,0,3,22,2348,193,328,28,19,2919
504011047,62,4,3,676,485,68,83,14,7,650,522,87,72,10,4,690,470,59,74,6,5,617,343,52,90,10,4,502,147,30,40,13,4,231,51,14,21,11,0,98,10,8,18,11,5,41,6474,556,690,105,41,7876
504011048,7,0,0,123,67,12,11,0,0,92,82,12,29,0,0,124,70,8,25,0,0,99,90,10,19,5,0,121,34,4,24,4,3,68,15,4,16,0,0,34,0,3,4,4,0,13,893,85,183,22,6,1195
504021049,6,0,0,95,103,5,9,3,0,117,133,3,14,0,0,155,150,9,11,4,0,175,99,11,17,8,0,136,52,10,6,0,0,67,5,5,3,0,0,12,4,0,3,4,0,10,996,48,76,25,5,1152
504021050,22,0,0,103,91,23,26,7,0,144,68,24,41,4,0,137,67,26,35,0,0,129,42,12,24,3,6,82,29,18,26,3,0,70,6,3,14,3,0,26,4,0,16,4,0,23,603,149,265,30,7,1062
504021051,12,0,0,48,32,7,13,3,0,57,35,15,14,0,0,63,35,15,20,3,0,71,24,9,9,4,0,44,7,5,8,0,0,24,8,6,8,0,0,20,0,0,7,0,0,8,349,78,113,13,0,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
504021053,47,6,0,300,212,24,55,11,0,307,249,30,52,13,3,348,236,44,64,5,0,353,192,38,52,12,0,299,76,17,29,13,6,133,27,7,20,3,0,62,9,3,9,0,5,32,2370,251,445,74,25,3167
504021054,35,5,3,373,279,51,48,6,0,384,292,60,44,4,3,402,271,54,40,14,0,378,185,40,38,3,0,262,109,15,36,5,0,170,29,12,9,11,0,61,14,7,11,0,0,28,3167,331,333,49,14,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,10
504031056,32,6,4,241,194,30,36,5,3,271,173,32,58,13,0,269,179,30,48,3,0,264,148,24,42,9,0,224,59,11,16,6,0,89,21,3,9,0,0,38,6,3,0,3,0,14,1916,201,329,63,18,2525
504031057,29,8,0,257,186,21,30,3,0,239,166,32,35,0,0,235,148,24,45,0,4,225,118,8,31,8,0,170,59,6,17,6,0,95,17,4,11,4,4,31,3,0,3,0,0,10,2153,186,342,44,20,2750
504031058,15,8,5,212,182,25,25,9,0,240,187,22,21,8,4,245,175,15,14,10,3,227,109,6,23,3,3,140,46,17,15,8,0,85,16,6,13,5,0,35,0,0,3,3,0,13,1838,144,170,72,20,2248
504031060,10,0,0,30,21,12,14,3,0,49,25,12,18,0,4,61,33,10,16,3,0,60,11,10,20,6,0,43,11,9,6,3,0,30,4,3,10,7,0,23,5,11,6,7,0,25,213,74,118,39,4,453
504031061,25,0,0,904,794,28,30,7,3,862,751,33,29,7,4,825,574,32,28,10,4,640,406,23,27,3,5,470,153,17,6,0,3,185,37,7,8,0,6,57,5,9,4,0,0,21,7189,258,234,45,35,7762
504031062,26,8,0,183,123,10,28,0,3,159,116,8,23,5,0,154,109,6,32,4,0,147,72,14,12,0,0,102,20,3,11,4,0,42,12,4,7,5,0,24,7,0,0,3,0,15,1435,113,200,35,16,1797
504031063,84,19,4,1814,1530,179,94,22,14,1848,1486,242,108,14,14,1862,1232,223,110,19,9,1587,871,186,93,16,16,1192,337,120,50,8,3,519,98,46,15,12,5,174,37,28,8,13,0,90,14558,1517,797,174,97,17146
504031064,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,22
504031065,19,3,0,255,269,10,18,7,0,307,255,18,17,3,0,293,249,16,19,3,0,293,157,13,18,5,0,195,77,16,16,6,0,115,15,3,6,4,0,28,14,3,11,3,0,28,2197,120,160,50,3,2531
504031066,54,5,8,1691,1452,79,69,11,5,1615,1519,77,66,14,9,1681,1379,87,75,11,9,1558,1018,60,52,8,13,1151,404,31,57,8,4,507,128,21,16,4,3,177,51,18,6,7,4,86,15575,548,569,102,72,16867
504031067,10,0,0,50,34,9,4,0,0,53,35,4,20,3,0,59,28,3,7,0,0,36,27,4,10,0,0,44,21,0,0,0,0,21,4,0,4,0,0,7,0,0,5,0,0,6,364,58,88,13,6,524
504031068,26,8,0,144,98,30,19,3,0,150,115,39,32,8,0,186,74,40,24,6,0,144,63,21,27,8,0,104,28,14,13,16,0,69,9,9,9,7,0,34,10,3,10,7,0,25,976,204,250,69,10,1506
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,38,4,0,187,103,20,22,7,0,155,109,11,28,0,7,151,75,5,16,0,4,96,41,6,8,0,0,55,16,8,11,0,0,32,7,0,0,0,0,6,0,0,0,0,0,0,1321,113,247,26,8,1716
504031299,12,4,0,91,56,12,22,3,0,86,45,7,20,3,0,75,33,16,18,5,0,77,27,8,18,6,0,50,6,6,11,9,0,25,0,6,0,0,0,7,0,0,4,4,0,6,783,123,200,37,5,1157
504031300,54,0,0,467,341,30,46,7,0,420,289,28,50,6,6,378,224,19,30,3,0,279,150,9,20,5,0,192,55,3,9,0,0,74,16,0,7,0,0,25,4,0,0,0,0,9,3823,198,349,50,18,4434
505011070,28,4,0,203,179,9,29,3,0,220,162,21,31,0,4,216,156,17,30,0,0,203,130,8,19,6,0,166,52,8,12,4,0,73,20,0,12,0,0,36,9,0,3,0,0,15,1889,109,243,23,6,2270
505011071,43,3,0,202,173,27,46,5,3,255,189,40,54,3,6,289,162,29,52,5,0,257,101,17,33,3,0,152,46,5,19,0,0,71,14,0,7,3,0,27,5,0,3,0,0,7,1918,184,366,38,15,2519
505011072,47,9,5,327,242,53,53,7,3,357,273,55,52,4,0,380,208,53,38,5,0,309,205,43,48,8,4,307,82,18,36,14,0,154,27,12,27,7,0,77,17,6,7,3,0,36,2565,358,405,60,15,3414
505011073,54,5,0,354,285,34,54,8,4,376,275,35,47,0,0,361,242,23,40,5,0,309,187,21,43,4,0,250,77,14,27,9,4,135,30,22,18,4,0,68,9,6,6,3,0,27,3241,269,397,50,18,3971
505011074,25,3,5,123,65,14,34,3,0,115,62,15,31,8,0,114,72,10,34,3,3,122,54,20,24,5,0,100,21,4,14,9,0,54,11,0,7,0,0,23,0,0,3,0,0,9,677,131,264,36,9,1113
505011075,45,5,4,349,309,64,35,7,0,414,294,48,47,3,0,394,238,44,46,10,0,344,196,45,39,7,0,289,80,33,30,0,0,136,24,18,12,3,0,56,4,7,7,3,0,23,4035,392,343,53,16,4849
505011076,25,4,0,81,32,19,40,3,0,88,38,37,40,8,0,125,36,30,38,5,0,109,17,27,32,3,4,81,11,9,12,5,0,32,0,4,0,0,0,4,0,0,0,0,0,0,365,164,247,33,9,821
505011077,90,19,3,2073,1893,108,74,10,7,2095,1960,93,89,17,16,2170,1676,89,101,14,3,1879,1170,74,65,10,3,1325,433,40,39,10,3,527,120,18,16,9,0,163,33,4,8,0,0,49,19163,667,727,112,70,20738
505011078,42,0,0,216,212,24,40,0,0,284,193,29,37,3,0,260,161,19,43,4,0,232,140,28,27,9,0,200,43,16,40,6,0,100,12,10,10,0,0,37,3,3,5,3,0,18,1730,184,324,37,3,2276
505011079,30,3,0,108,70,34,46,3,0,155,50,20,50,6,0,125,60,36,41,4,0,141,37,30,26,7,0,97,29,14,13,8,0,60,3,15,16,8,0,39,5,5,0,0,0,7,745,231,292,45,4,1317
505011080,31,6,0,180,126,22,22,7,3,179,142,30,26,10,0,209,101,23,24,0,0,150,82,19,33,3,0,137,39,15,14,0,0,64,11,4,11,0,0,20,6,4,3,0,0,13,1157,165,205,38,6,1562
505011081,24,4,0,191,159,18,34,0,0,199,176,15,29,4,0,224,155,11,14,0,0,180,111,14,24,0,0,148,47,4,18,0,0,66,22,0,4,0,0,26,8,0,0,0,0,8,1341,114,213,21,0,1695
505011082,25,0,0,158,89,37,25,4,0,155,88,44,43,6,5,179,76,48,24,0,5,151,71,38,41,4,0,148,36,30,20,4,4,96,23,16,18,5,0,61,6,8,0,0,0,14,923,272,247,43,12,1493
505011083,10,4,0,125,108,22,22,6,0,156,112,21,36,0,0,171,105,20,36,10,0,174,100,22,22,6,4,155,39,10,15,5,0,81,12,0,6,0,0,19,0,3,4,3,0,14,1177,155,219,32,12,1599
505021084,62,12,8,1353,1235,140,68,11,11,1470,1122,115,74,10,7,1318,902,111,69,4,5,1084,679,88,57,8,6,838,280,56,46,8,0,391,93,41,18,14,0,161,35,20,18,7,0,77,11044,943,615,83,52,12733
505021085,41,0,6,223,186,19,36,0,4,242,174,6,38,3,0,225,154,9,30,0,4,201,132,4,31,4,8,171,75,7,11,0,0,86,27,3,6,0,0,34,10,0,0,0,0,16,1620,97,297,19,25,2059
505021087,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
505021088,28,0,5,331,210,35,33,6,3,288,195,38,39,3,0,278,213,48,51,4,4,311,148,23,38,5,0,217,73,19,19,0,0,112,33,6,21,3,0,71,13,5,3,0,0,27,3579,302,398,44,16,4343
505021089,78,6,3,621,460,71,75,15,0,618,459,78,74,9,0,620,450,48,61,9,4,576,360,45,46,9,0,457,155,29,47,3,0,243,52,23,18,4,0,104,17,14,15,7,0,43,5487,504,571,73,21,6659
505021090,38,3,0,163,113,18,35,6,3,168,109,11,42,0,7,170,112,17,23,3,3,158,83,13,16,5,0,116,43,9,14,0,0,64,11,5,3,3,0,26,0,5,4,0,0,12,1303,148,319,33,20,1831
505021091,70,12,5,2828,2381,181,75,9,10,2658,2216,197,74,7,8,2506,1926,186,68,9,6,2194,1312,146,65,17,4,1547,590,94,39,7,4,727,157,74,23,7,3,265,49,25,3,9,0,99,22274,1421,634,109,94,24529
505021092,58,5,0,280,147,56,49,5,0,255,125,35,54,4,0,218,100,37,57,3,0,202,79,32,34,0,3,156,37,25,30,6,4,101,19,6,6,0,0,40,8,15,8,0,0,31,2145,348,482,48,12,3037
505021093,52,11,8,840,644,98,62,11,9,816,627,87,59,4,0,783,533,81,50,8,9,674,404,66,51,10,4,531,181,36,34,8,0,256,66,26,14,8,0,108,20,12,8,0,0,43,6179,607,489,81,47,7403
505021094,27,0,0,161,68,40,29,8,0,149,76,27,20,7,5,130,55,14,28,3,0,99,43,33,25,3,0,100,18,21,29,8,0,75,19,14,11,10,0,57,4,3,8,5,0,17,928,237,237,42,7,1457
505021095,15,0,0,154,88,31,24,4,0,151,98,16,20,5,0,137,84,18,33,5,0,132,100,12,31,5,0,139,45,8,13,3,0,67,14,3,14,0,0,27,10,0,4,0,0,21,1291,149,228,32,11,1714
505021096,34,5,0,272,236,51,43,4,0,329,262,61,35,0,3,365,228,30,35,6,0,289,178,31,32,5,0,251,83,22,34,5,0,147,34,16,3,0,0,60,18,14,4,0,0,38,2445,310,308,40,14,3110
505021097,53,3,0,378,238,31,38,3,0,311,231,31,47,5,0,312,193,33,39,4,0,275,161,29,46,5,4,245,77,30,25,3,4,142,31,12,18,9,0,72,6,13,7,8,0,34,2545,305,401,55,16,3318
505021301,30,0,3,363,344,42,30,7,0,426,321,38,28,8,0,394,275,23,44,3,3,349,249,26,24,8,3,311,106,15,15,0,4,137,27,12,6,4,3,50,7,7,7,3,0,22,3533,245,254,43,22,4101
505021302,21,0,0,158,109,27,32,3,0,172,109,28,45,0,6,191,92,21,24,3,0,135,70,13,28,6,0,115,29,14,20,0,4,59,12,3,16,4,0,38,11,11,6,0,0,25,1176,184,261,45,15,1680
505031098,27,0,0,130,102,13,37,5,0,152,107,14,23,4,0,143,81,15,38,0,0,134,75,5,23,3,0,111,27,0,5,0,0,40,8,0,0,0,0,11,3,0,0,0,0,7,1066,111,217,23,8,1424
505031099,58,5,4,414,382,23,51,11,0,461,273,20,63,0,3,365,247,16,40,0,0,311,134,3,25,8,0,171,43,3,17,0,0,67,11,0,3,0,0,16,4,0,0,0,0,0,3205,142,427,44,24,3838
505031100,51,7,0,357,258,32,54,9,0,359,219,47,54,3,6,323,210,37,41,0,0,289,124,8,22,3,0,157,36,16,16,4,0,64,7,3,9,3,0,24,7,0,3,0,0,9,2871,265,399,50,15,3606
505031101,27,0,3,271,225,28,40,11,6,308,239,16,46,6,0,312,183,24,39,3,0,246,153,18,37,0,0,208,69,4,13,4,0,91,17,0,4,0,0,23,8,0,3,0,3,11,2986,192,326,45,22,3568
505031102,18,0,3,135,104,11,25,4,0,143,94,11,22,3,0,129,75,4,15,0,4,104,73,0,3,3,0,86,32,4,5,3,0,47,12,3,3,0,0,25,0,0,0,0,0,3,1064,73,143,21,13,1316
505031104,21,0,3,108,73,5,23,3,0,104,68,12,26,0,4,114,75,11,23,0,0,110,54,4,17,0,3,71,21,5,4,0,0,27,11,0,3,0,0,14,0,0,0,3,0,3,709,74,153,15,13,965
505031105,59,6,0,320,240,56,75,3,4,384,223,71,79,9,3,387,164,44,75,10,0,298,121,27,58,5,3,216,42,15,23,0,0,84,13,5,13,8,0,39,9,0,6,0,0,18,2345,339,555,61,18,3318
505031106,0,0,0,15,14,0,0,0,0,14,13,0,0,0,0,13,13,0,0,0,0,15,13,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,95,0,8,0,0,110
505031107,42,6,0,196,119,18,42,6,0,185,126,27,51,0,4,209,120,20,21,0,0,165,85,14,29,5,0,138,28,13,14,3,0,57,13,6,0,0,0,20,0,0,7,0,0,10,1144,162,320,47,13,1686
505031255,30,9,0,189,118,13,29,3,0,165,97,9,25,0,0,127,86,5,16,0,0,112,39,10,15,0,0,72,12,0,10,0,0,23,5,3,7,0,0,11,0,0,0,0,0,0,1266,110,278,28,5,1686
505031256,0,0,0,85,64,10,15,0,6,96,72,5,10,4,0,92,74,13,18,0,3,103,38,3,9,8,0,62,11,3,12,0,0,30,10,3,3,3,0,19,5,5,5,5,0,11,741,60,91,28,14,937
505031257,4,0,0,54,48,7,9,0,0,66,18,7,6,0,0,42,12,10,12,0,0,36,8,0,8,4,0,21,9,0,4,0,0,14,0,0,0,0,0,0,0,0,4,0,0,3,298,48,80,14,7,443
505031258,26,5,0,170,110,15,22,3,3,150,112,23,24,7,0,166,84,15,28,3,0,135,52,8,14,4,3,79,30,0,14,0,0,50,6,0,5,0,0,12,0,0,0,5,0,4,1179,117,226,35,16,1569
505031303,34,3,0,288,201,38,37,10,5,295,169,42,45,6,6,258,133,43,35,11,0,224,90,28,47,12,4,184,39,23,26,11,0,100,15,8,9,3,0,44,6,5,4,0,3,14,2028,318,344,69,19,2770
505031304,42,3,0,146,64,14,28,0,0,101,60,11,25,4,0,101,46,8,32,6,3,98,27,17,11,0,0,55,9,6,12,0,0,33,0,5,3,0,0,15,0,0,0,0,0,5,636,147,249,29,11,1070
505031305,136,29,15,2108,1601,299,134,16,10,2058,1458,335,153,29,14,1982,1214,278,135,30,14,1668,903,190,122,25,8,1246,372,115,68,17,0,576,97,48,24,20,4,188,38,29,10,16,0,83,16271,2002,1113,233,98,19722
