POW_SA2_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
501031020,0,0,5,35,64,61,14,179,20,20,25,28,21,22,3,141,0,0,0,14,25,20,4,64,0,0,0,0,0,0,0,0,0,0,0,18,28,29,7,85,0,3,0,14,19,22,8,61,0,0,3,0,6,4,0,13,0,0,0,6,10,9,9,26,17,28,32,39,34,10,6,163,0,0,0,3,3,4,4,11,9,6,17,34,40,14,12,135,142,208,220,295,284,139,22,1314,7,3,6,15,8,9,6,51,185,254,305,442,481,270,62,1990,149,209,235,312,319,142,25,1386,33,24,51,91,118,81,22,423,0,12,8,13,23,23,9,89,0,0,0,10,12,19,5,42,36,35,64,113,155,123,32,552,7,3,6,15,8,9,6,51,185,254,305,442,481,270,62,1990
502011021,0,6,0,9,16,4,0,39,7,8,18,12,0,4,0,51,0,0,0,6,9,4,0,22,0,0,0,0,0,0,0,0,0,0,5,3,6,9,0,18,0,0,0,4,8,7,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,7,10,6,18,14,4,0,59,0,0,0,0,5,0,0,5,7,7,8,11,14,3,0,50,50,81,106,113,84,18,3,457,5,0,7,3,6,0,0,27,71,116,156,166,143,44,5,696,58,88,114,119,94,17,3,496,9,20,26,34,31,16,0,147,0,5,3,9,10,6,0,29,0,0,0,0,3,0,0,8,13,22,30,42,43,21,0,178,5,0,7,3,6,0,0,27,71,116,156,166,143,44,5,696
502011022,6,0,9,34,47,19,3,120,31,21,32,26,16,5,0,133,0,0,6,7,8,3,6,32,0,0,0,0,0,0,0,0,6,0,6,16,18,10,4,49,0,0,0,8,24,14,8,52,0,0,0,0,4,0,0,7,0,0,0,3,3,3,0,14,37,31,27,34,20,0,3,144,0,0,0,0,0,0,0,8,25,15,14,27,32,13,0,119,361,193,197,202,179,43,0,1181,15,3,7,12,17,0,0,62,454,258,287,336,316,87,12,1753,374,199,205,219,203,53,4,1255,57,46,62,80,68,25,5,343,5,6,9,13,22,14,4,72,0,0,3,6,9,0,3,17,63,50,73,95,103,37,13,437,15,3,7,12,17,0,0,62,454,258,287,336,316,87,12,1753
502011023,0,18,32,75,131,45,9,319,44,86,80,84,71,18,3,382,0,3,10,24,48,14,0,100,0,0,0,0,0,0,0,0,4,6,18,52,66,26,5,177,0,3,3,8,44,27,5,89,0,3,3,7,3,0,0,15,0,0,3,7,12,11,0,38,79,117,114,96,66,14,0,482,0,0,3,3,3,5,0,22,23,62,66,99,73,26,0,350,498,610,664,678,510,92,11,3056,37,16,31,59,43,3,0,196,671,871,946,1084,921,230,28,4752,515,649,701,731,553,108,14,3270,106,172,168,230,238,83,9,1004,15,31,35,53,64,26,3,224,0,3,8,5,21,11,0,50,122,204,209,293,323,119,14,1290,37,16,31,59,43,3,0,196,671,871,946,1084,921,230,28,4752
502011024,4,7,22,42,85,23,8,198,44,50,66,46,42,11,0,251,0,4,5,23,31,12,0,82,0,0,0,0,0,0,0,0,6,5,8,23,39,18,3,98,0,0,5,14,22,18,0,57,0,0,0,0,4,5,0,18,0,0,0,6,4,8,0,17,63,61,80,61,38,10,0,323,0,0,0,0,11,9,4,14,28,29,42,47,48,19,0,222,480,342,377,382,277,77,7,1939,31,17,19,33,19,8,5,134,638,482,571,604,529,171,22,3008,505,362,397,405,304,88,7,2067,83,87,120,128,149,40,9,622,12,10,27,35,37,20,0,144,3,3,6,4,16,10,0,42,99,107,154,167,204,72,11,812,31,17,19,33,19,8,5,134,638,482,571,604,529,171,22,3008
502011025,13,26,88,177,243,87,17,657,186,175,159,170,141,40,0,876,4,12,18,49,75,30,3,191,0,0,0,0,0,0,0,0,21,18,36,70,124,49,9,313,5,9,13,33,62,30,17,162,0,0,8,9,14,0,0,30,0,3,7,16,35,16,0,74,245,309,213,201,133,17,3,1120,5,0,9,0,13,4,3,29,96,119,131,142,156,30,7,678,1627,1233,1361,1301,860,179,12,6566,101,59,86,69,73,19,0,407,2209,1836,1955,2005,1615,398,50,10080,1683,1310,1433,1375,943,191,14,6949,362,405,361,423,435,131,22,2135,54,62,58,114,132,45,10,474,0,3,17,20,40,24,3,121,422,473,439,558,609,188,33,2725,101,59,86,69,73,19,0,407,2209,1836,1955,2005,1615,398,50,10080
502011026,0,7,8,6,16,14,4,48,17,6,13,6,11,0,0,59,0,0,6,4,7,4,0,18,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,21,0,0,0,0,5,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,10,18,20,11,15,0,0,74,0,0,0,0,0,0,0,0,0,3,4,8,10,9,0,41,109,64,87,90,73,26,6,458,11,3,6,6,8,0,0,35,140,104,133,141,128,39,13,698,109,67,88,96,82,25,6,476,21,22,36,27,22,10,0,145,4,3,4,4,13,7,0,39,0,0,4,4,4,0,0,4,29,29,42,36,40,17,4,190,11,3,6,6,8,0,0,35,140,104,133,141,128,39,13,698
502011027,3,3,20,52,62,32,0,170,63,57,49,56,39,9,0,288,0,0,8,7,18,3,5,47,0,0,0,0,0,0,0,0,5,5,14,29,37,10,0,101,0,3,0,13,21,8,0,47,0,0,5,3,4,0,0,9,0,0,0,9,7,4,0,15,66,80,63,67,28,4,0,315,0,0,0,0,4,0,0,5,29,41,40,64,36,6,0,216,511,416,401,415,242,60,4,2050,26,12,16,23,20,3,0,100,681,572,589,672,438,109,11,3067,531,437,433,459,262,59,4,2183,110,98,119,155,109,32,4,623,14,28,18,25,38,11,0,133,0,0,0,9,12,9,0,30,122,125,140,190,158,48,3,787,26,12,16,23,20,3,0,100,681,572,589,672,438,109,11,3067
502011028,0,5,10,26,45,21,0,92,5,20,21,42,18,3,0,122,0,0,3,9,12,8,0,31,0,0,0,0,0,0,0,0,0,0,9,17,20,13,0,60,0,0,3,7,22,5,0,37,0,0,0,0,0,4,0,5,0,0,0,4,4,6,0,16,12,20,26,30,19,7,0,127,0,0,0,0,5,0,0,8,3,13,15,25,22,8,0,81,61,162,190,202,171,39,10,831,7,4,14,8,11,0,0,47,90,209,276,322,292,85,13,1288,64,164,201,215,181,41,10,877,16,32,53,76,72,25,6,268,4,3,10,14,28,11,3,82,0,0,0,5,4,3,0,22,22,40,60,93,99,44,4,367,7,4,14,8,11,0,0,47,90,209,276,322,292,85,13,1288
502011029,4,11,29,79,141,46,5,317,52,74,90,92,69,9,7,388,0,0,13,24,34,29,5,97,0,0,0,0,3,0,0,4,7,8,13,49,69,27,4,177,0,0,8,15,53,25,6,103,0,4,0,4,18,0,0,25,0,0,5,5,14,6,5,41,72,101,116,83,70,14,0,445,0,0,0,6,4,7,0,16,34,47,60,75,74,17,0,308,534,624,722,730,544,115,14,3282,28,23,38,52,41,6,0,187,706,838,1015,1106,961,234,32,4894,561,653,752,773,590,123,19,3465,103,137,177,223,242,66,4,957,14,23,36,48,71,30,7,225,0,4,12,12,26,9,7,66,117,165,221,284,336,105,21,1244,28,23,38,52,41,6,0,187,706,838,1015,1106,961,234,32,4894
503011030,0,8,7,15,16,12,9,67,20,20,16,20,24,8,4,108,0,0,0,4,9,8,3,30,0,0,0,0,0,0,0,0,0,3,5,5,11,3,3,30,0,0,0,4,13,10,10,42,0,0,0,0,0,0,0,9,0,0,0,0,0,3,4,6,34,21,20,17,9,6,4,104,0,0,0,0,0,0,6,6,13,11,11,19,26,0,3,84,256,175,169,194,157,49,12,1007,3,4,4,7,7,0,0,33,324,224,224,277,252,76,41,1422,267,180,177,209,175,47,18,1069,45,32,32,58,56,17,24,261,5,7,11,6,14,9,3,47,0,0,0,0,5,9,0,11,47,40,42,62,73,28,26,323,3,4,4,7,7,0,0,33,324,224,224,277,252,76,41,1422
503011031,10,15,8,51,94,59,10,256,115,112,76,63,59,22,8,441,3,6,14,35,49,23,11,129,0,0,0,0,0,0,0,0,0,0,14,19,32,26,11,103,0,6,4,8,27,33,16,92,0,3,0,4,0,0,0,17,0,0,0,4,10,8,0,23,160,162,93,84,68,21,5,587,0,0,0,0,0,0,3,11,52,75,70,62,76,31,9,362,1093,997,786,723,574,185,40,4400,46,39,28,32,22,8,4,169,1438,1349,1049,1012,910,352,83,6200,1123,1041,844,762,623,201,45,4634,247,229,162,177,218,94,24,1162,25,28,18,41,38,33,14,198,0,5,0,4,9,10,6,35,271,264,189,221,272,139,37,1396,46,39,28,32,22,8,4,169,1438,1349,1049,1012,910,352,83,6200
503011032,4,5,4,22,49,25,17,127,35,37,39,28,23,10,0,170,0,0,4,16,20,16,6,66,0,0,0,0,0,0,0,4,6,0,0,12,12,12,3,47,0,0,0,5,32,11,15,62,0,0,0,4,8,0,0,11,0,0,0,0,8,7,3,19,69,38,47,28,23,11,0,210,0,0,0,0,4,3,0,12,29,30,28,35,30,17,4,172,465,452,400,375,259,94,14,2057,29,14,16,24,17,3,0,103,608,571,522,523,419,187,45,2871,484,478,426,398,281,108,18,2180,86,71,72,86,92,59,18,475,13,8,13,12,23,17,7,98,0,0,0,8,7,4,3,15,97,76,81,100,121,74,33,590,29,14,16,24,17,3,0,103,608,571,522,523,419,187,45,2871
503011033,0,4,10,20,29,24,5,98,34,23,25,19,21,8,0,128,0,4,3,7,17,18,0,51,0,0,0,0,0,0,0,0,6,3,5,5,17,12,4,47,0,0,0,6,15,13,0,38,0,0,0,0,7,0,0,8,0,0,0,0,4,0,0,9,54,36,19,22,17,5,0,153,0,0,0,5,0,0,0,3,29,22,13,27,31,9,4,134,333,257,261,265,181,50,10,1351,19,12,8,13,15,5,3,69,456,339,329,367,308,107,25,1937,354,276,267,289,197,54,10,1437,77,51,45,54,72,33,12,350,7,5,6,9,18,16,3,59,0,0,0,0,6,10,0,20,85,58,56,68,95,53,11,430,19,12,8,13,15,5,3,69,456,339,329,367,308,107,25,1937
503011034,4,14,19,40,75,36,6,191,55,77,48,66,56,13,0,316,0,3,3,16,44,19,6,93,0,0,0,0,0,0,0,0,0,10,14,22,29,13,0,83,0,9,0,16,17,22,6,65,0,0,3,0,5,0,0,11,0,3,0,4,3,9,4,25,64,89,59,74,38,6,3,335,0,0,0,0,0,3,0,3,37,41,45,53,61,20,3,266,501,538,521,549,369,122,21,2609,21,20,20,28,22,10,0,126,660,744,687,798,626,240,39,3798,520,567,549,583,402,134,19,2777,101,123,104,146,157,67,16,713,13,34,18,35,30,14,4,153,0,0,0,9,11,11,4,32,112,161,123,186,203,96,21,897,21,20,20,28,22,10,0,126,660,744,687,798,626,240,39,3798
503011035,16,80,126,273,485,231,42,1249,239,570,488,410,319,80,10,2124,9,36,78,125,201,104,31,583,0,0,0,0,4,0,5,7,19,41,101,150,240,105,18,671,10,24,35,95,145,91,35,429,3,13,13,25,25,15,10,97,10,15,16,18,46,26,8,127,332,810,619,429,290,51,11,2543,4,3,0,12,26,4,0,59,147,461,445,442,379,138,22,2027,2031,4385,4273,3435,2321,652,71,17164,96,150,158,170,145,29,4,750,2759,6171,5955,5096,4029,1279,196,25487,2115,4659,4559,3705,2550,741,84,18410,474,1147,1033,976,993,358,65,5039,67,201,167,199,281,121,31,1061,8,14,33,47,70,37,11,220,545,1361,1229,1227,1335,509,104,6322,96,150,158,170,145,29,4,750,2759,6171,5955,5096,4029,1279,196,25487
503011036,4,18,39,78,107,55,7,307,52,73,68,72,57,24,0,354,0,6,10,18,33,12,6,81,0,0,0,0,0,0,0,0,3,4,12,26,35,18,6,105,0,4,3,16,40,29,6,107,0,0,3,0,5,3,0,12,0,0,0,4,10,5,0,22,64,108,76,90,52,15,0,406,0,3,0,0,10,5,0,19,27,60,56,64,62,26,5,308,559,798,749,624,495,127,14,3375,25,34,26,34,24,4,0,145,726,1061,990,944,809,281,37,4847,587,838,782,674,524,146,13,3553,110,172,151,195,193,94,14,932,10,21,28,44,43,26,4,177,0,0,3,9,21,3,3,42,115,198,185,244,255,122,23,1148,25,34,26,34,24,4,0,145,726,1061,990,944,809,281,37,4847
503021037,0,3,3,5,6,3,0,22,8,25,7,5,3,4,0,55,0,3,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,25,20,5,7,0,0,58,0,0,0,0,0,0,0,0,3,10,11,8,6,5,0,39,80,153,118,63,27,4,0,446,8,7,0,0,6,0,0,13,104,208,148,87,51,22,4,627,83,157,120,64,31,8,0,462,11,39,23,18,20,12,0,120,0,9,6,0,3,3,0,18,0,0,0,0,0,0,0,3,12,46,26,19,26,13,3,140,8,7,0,0,6,0,0,13,104,208,148,87,51,22,4,627
503021038,0,30,70,105,142,60,8,421,101,191,204,136,89,19,3,743,3,11,23,46,64,28,9,179,0,0,0,0,0,0,0,0,8,18,33,69,78,36,4,250,5,8,7,32,54,32,9,138,0,0,9,11,10,8,0,39,0,0,3,13,10,7,4,32,146,270,219,147,76,11,0,873,0,0,0,3,9,0,0,18,72,114,151,153,128,38,3,659,926,1681,1727,1272,712,176,20,6519,56,48,71,61,45,7,0,291,1270,2255,2374,1878,1255,350,35,9413,976,1745,1825,1372,792,196,20,6925,208,397,409,348,316,99,8,1787,28,59,60,81,75,34,8,351,0,6,15,13,18,6,0,60,236,461,480,445,415,143,20,2199,56,48,71,61,45,7,0,291,1270,2255,2374,1878,1255,350,35,9413
503021039,7,13,32,72,116,79,10,340,114,142,123,118,98,38,8,633,8,9,8,25,38,32,4,134,0,0,0,0,0,4,0,3,7,11,12,46,63,24,5,169,3,4,0,16,43,37,6,114,0,0,3,9,9,4,0,27,0,0,0,4,18,19,0,51,152,183,141,109,90,19,0,701,0,0,0,8,9,0,0,18,67,94,85,128,94,51,0,515,920,1118,921,860,543,199,13,4572,30,33,34,54,30,6,0,190,1247,1509,1282,1295,976,409,36,6758,949,1175,974,930,598,223,14,4858,234,244,224,245,252,131,9,1345,31,47,42,57,69,40,6,292,3,11,8,14,25,12,0,68,266,298,275,316,343,183,21,1711,30,33,34,54,30,6,0,190,1247,1509,1282,1295,976,409,36,6758
503021040,9,13,21,32,41,28,8,148,41,64,53,36,24,15,0,244,0,3,7,22,21,17,0,72,0,0,0,0,0,0,0,0,0,4,10,27,26,21,5,85,0,0,0,12,19,29,3,66,4,0,0,0,4,0,0,15,7,0,0,0,9,3,0,21,86,106,67,56,26,7,0,344,0,0,0,4,6,5,0,13,24,47,42,52,52,13,7,229,477,572,501,399,285,83,17,2329,25,17,18,13,7,8,0,90,638,784,675,593,459,178,32,3359,484,602,525,428,315,87,19,2466,105,134,110,112,108,52,11,631,17,26,18,33,27,24,4,150,4,0,0,3,6,6,3,27,120,167,130,153,139,82,15,803,25,17,18,13,7,8,0,90,638,784,675,593,459,178,32,3359
503021042,20,57,106,259,374,180,33,1030,220,470,438,365,220,69,12,1792,0,25,49,110,174,87,20,473,0,0,0,0,4,0,6,3,18,40,87,121,169,91,13,535,4,6,16,59,124,98,21,322,0,6,8,19,12,4,0,60,0,10,10,31,47,24,10,125,331,662,471,399,229,39,4,2128,4,3,0,7,16,10,5,48,146,317,331,362,318,96,14,1577,2113,3952,3682,2947,1823,461,63,15043,101,135,123,138,115,36,7,649,2822,5353,5014,4409,3152,973,153,21876,2190,4121,3886,3185,2008,516,66,15983,459,934,856,864,770,289,46,4213,66,152,134,190,191,97,17,847,6,17,22,37,59,34,8,182,531,1101,1011,1086,1021,422,71,5244,101,135,123,138,115,36,7,649,2822,5353,5014,4409,3152,973,153,21876
503021043,3,31,51,135,213,120,14,570,91,215,194,157,132,46,0,845,6,12,25,63,76,51,12,239,0,0,0,0,0,0,0,0,5,18,34,69,79,40,8,243,3,5,10,32,66,49,16,176,0,0,4,3,7,9,0,31,5,0,8,15,15,24,3,64,160,304,264,191,123,30,3,1077,0,0,0,5,6,3,7,26,67,122,160,162,143,62,3,717,899,1843,1749,1517,1078,280,35,7394,55,46,72,69,54,14,5,322,1227,2466,2414,2232,1741,568,74,10729,939,1907,1841,1620,1166,308,38,7819,210,431,414,424,375,171,27,2045,27,73,75,102,113,48,12,450,0,3,11,15,38,27,7,102,238,507,495,537,526,249,41,2592,55,46,72,69,54,14,5,322,1227,2466,2414,2232,1741,568,74,10729
503021295,13,45,111,210,309,108,11,812,96,326,391,336,215,46,0,1410,3,22,47,106,134,52,15,373,0,0,0,0,3,0,0,3,7,30,117,166,203,90,8,619,3,4,21,77,147,89,9,347,6,9,21,17,19,11,5,70,0,3,11,22,39,19,4,97,121,432,438,319,217,37,0,1571,0,3,9,16,13,13,5,58,68,229,316,334,281,62,3,1304,954,3245,3648,2720,1636,332,17,12555,42,88,110,121,72,27,0,453,1254,4221,4947,4074,2828,707,55,18079,994,3384,3850,2944,1784,365,16,13346,178,646,824,793,699,200,22,3358,35,98,159,184,216,81,8,785,4,9,6,35,50,24,3,135,217,756,987,1011,964,314,31,4282,42,88,110,121,72,27,0,453,1254,4221,4947,4074,2828,707,55,18079
503021296,4,30,63,99,149,71,12,429,116,186,176,143,111,36,5,771,3,9,26,39,57,32,9,176,0,0,0,0,0,0,0,0,6,21,44,86,109,53,3,325,4,4,11,35,55,48,7,160,0,4,7,8,12,5,0,34,0,5,6,14,34,8,0,70,136,273,195,149,100,12,0,877,0,0,0,6,13,12,0,32,65,126,158,157,144,40,4,697,906,1922,1823,1304,868,200,27,7044,35,68,66,58,48,12,0,293,1217,2526,2421,1919,1488,429,59,10067,949,2004,1925,1398,958,218,32,7484,215,386,352,364,363,127,17,1832,20,63,59,86,94,48,7,374,3,7,11,18,26,18,0,86,239,460,428,462,486,196,27,2294,35,68,66,58,48,12,0,293,1217,2526,2421,1919,1488,429,59,10067
503021297,53,400,791,1488,1748,608,91,5183,892,2849,3077,2305,1226,290,32,10664,19,143,383,655,784,312,35,2333,0,0,4,3,3,3,4,19,50,252,647,1041,1194,381,39,3600,24,52,177,513,817,390,53,2024,13,53,88,115,102,44,9,419,13,35,61,124,210,97,14,559,1395,3593,3207,2186,1019,155,15,11559,12,21,66,74,94,30,8,303,579,1863,2431,2213,1628,377,36,9131,9016,25617,28519,19657,9990,1892,115,94802,324,792,816,837,472,102,19,3368,11856,33891,38174,28824,16873,3847,329,133799,9366,26739,30142,21119,10938,2089,129,100518,1885,5419,6072,5507,4124,1158,107,24268,265,876,1010,1125,1033,369,51,4730,16,70,126,231,311,123,27,908,2165,6365,7207,6864,5465,1650,186,29908,324,792,816,837,472,102,19,3368,11856,33891,38174,28824,16873,3847,329,133799
504011044,4,8,35,89,111,57,9,316,76,104,122,97,72,26,0,501,3,4,12,30,43,22,5,131,0,0,0,0,0,0,0,0,6,16,29,58,80,25,3,220,0,0,0,24,46,23,8,110,0,3,4,8,3,6,0,21,0,9,0,13,19,16,4,50,96,139,135,106,67,16,0,562,0,0,5,3,9,4,0,23,45,69,91,112,109,35,3,453,668,920,1058,920,639,157,11,4369,44,25,59,42,54,15,0,236,908,1225,1471,1371,1095,329,25,6420,697,965,1119,992,696,176,10,4659,145,196,246,255,259,97,4,1200,21,37,38,63,67,34,3,272,0,0,9,20,23,7,4,59,166,233,296,335,347,143,13,1532,44,25,59,42,54,15,0,236,908,1225,1471,1371,1095,329,25,6420
504011045,9,16,50,82,171,80,6,428,99,127,148,139,103,31,3,652,0,8,25,37,68,26,4,168,0,0,0,0,0,0,0,0,6,14,38,99,122,64,13,354,0,3,12,36,67,45,15,182,0,9,8,5,16,4,0,34,0,7,3,12,27,11,0,57,130,201,176,138,99,19,0,769,0,0,5,7,9,11,3,36,55,82,102,128,116,34,0,516,849,1356,1397,1292,851,233,31,6005,55,44,53,61,65,29,0,301,1141,1785,1899,1887,1474,504,63,8752,873,1412,1457,1378,909,260,31,6322,188,279,325,354,369,155,18,1694,25,49,56,75,103,49,6,366,0,3,7,17,29,11,5,79,212,330,386,446,497,213,31,2135,55,44,53,61,65,29,0,301,1141,1785,1899,1887,1474,504,63,8752
504011046,3,13,15,40,68,29,5,171,45,46,69,45,26,12,3,239,0,8,10,11,12,9,0,54,0,0,0,0,0,0,0,0,0,8,23,18,17,10,0,77,3,0,4,6,29,17,3,65,0,0,0,0,4,0,0,15,0,0,0,0,3,3,0,12,55,88,84,53,27,6,0,317,0,0,0,0,5,0,0,10,27,36,54,45,29,7,4,208,392,454,444,364,236,56,10,1951,15,21,20,14,21,6,0,89,523,620,682,547,415,124,22,2919,409,470,483,394,258,59,9,2076,93,112,158,105,94,39,4,599,10,20,17,31,35,16,0,127,0,0,3,7,10,8,0,27,98,138,183,136,139,60,7,756,15,21,20,14,21,6,0,89,523,620,682,547,415,124,22,2919
504011047,8,17,39,66,130,52,12,331,161,149,106,118,95,17,6,653,0,9,10,26,32,26,5,109,0,0,0,0,0,0,0,0,9,23,35,65,86,45,9,276,0,0,8,26,52,27,6,132,5,9,12,10,8,7,0,43,4,0,6,6,19,7,0,45,200,147,128,115,74,7,3,680,0,0,3,11,7,8,6,35,82,68,100,121,105,26,7,508,1461,1296,1068,873,621,155,14,5486,61,33,45,54,43,16,0,246,1904,1675,1462,1342,1116,331,41,7876,1514,1343,1136,943,679,167,14,5793,278,260,223,259,296,110,11,1430,45,39,60,71,75,35,11,333,9,3,4,14,21,8,10,64,328,301,285,343,393,150,27,1827,61,33,45,54,43,16,0,246,1904,1675,1462,1342,1116,331,41,7876
