POW_SA2_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
502011023,25,46,108,102,170,101,25,37,6,629,34,36,100,90,187,150,35,60,9,700,25,23,42,55,123,107,31,52,4,470,12,20,30,46,99,83,29,60,3,386,8,7,13,36,51,59,25,49,4,251,18,5,17,22,71,109,46,75,0,366,0,0,6,5,6,15,9,18,0,61,4,3,19,9,8,41,10,33,0,120,3,3,3,0,5,4,0,0,15,43,234,799,788,527,900,772,239,422,74,4752
502011024,11,43,65,65,102,31,6,14,11,352,16,21,34,32,91,64,18,28,3,308,10,12,21,15,36,49,10,25,3,182,8,8,9,6,22,36,16,31,7,146,4,6,12,8,15,28,3,31,0,112,20,6,15,14,27,44,27,64,4,224,0,5,5,5,0,8,5,10,0,38,3,7,4,8,11,11,6,20,0,71,0,3,4,6,0,0,3,0,10,31,154,812,544,321,425,333,105,251,63,3008
502011025,43,99,200,210,392,166,32,61,12,1219,55,61,134,150,479,314,69,80,15,1355,25,25,44,69,317,208,63,83,11,849,23,15,35,52,252,184,56,118,13,740,23,13,12,25,113,160,50,97,0,485,27,6,21,17,115,197,60,144,11,601,8,0,9,0,12,27,16,32,0,103,4,5,12,15,18,44,9,80,3,197,0,11,9,0,18,10,0,6,33,93,387,2221,1630,897,2067,1510,387,803,174,10080
502011026,0,6,12,10,21,26,3,6,0,82,3,4,11,9,17,24,6,0,0,78,5,3,3,3,10,10,3,5,0,39,6,3,0,0,4,11,5,13,0,46,0,0,3,5,4,12,0,3,0,28,0,4,4,5,4,10,3,25,0,60,0,0,0,0,0,7,0,0,0,6,0,0,5,0,0,3,3,7,0,23,0,3,0,0,0,0,0,0,0,7,23,182,92,67,99,126,30,75,7,698
502011027,7,46,59,71,98,38,10,17,3,348,7,24,29,52,96,78,22,43,0,354,4,13,25,27,64,66,28,30,0,258,3,10,19,16,30,55,17,40,0,195,4,6,8,4,18,42,19,31,0,141,11,4,7,10,27,81,23,68,0,239,0,0,4,5,0,5,7,20,0,36,0,0,0,0,4,8,3,19,0,35,0,0,0,0,3,0,0,3,16,32,108,813,487,306,435,430,139,296,57,3067
502011028,0,21,42,28,42,11,3,14,0,162,10,17,43,31,46,40,10,8,0,202,4,6,15,8,33,25,17,10,4,116,6,6,13,15,15,27,10,11,0,105,0,0,0,4,19,22,15,19,0,78,0,3,6,11,19,50,18,38,0,144,0,4,5,0,3,0,0,4,0,13,0,0,5,0,0,4,0,9,0,20,0,0,0,0,0,0,0,0,4,10,59,216,252,144,208,205,71,120,22,1288
502011029,8,38,43,44,109,69,8,24,5,353,14,19,54,56,126,91,20,49,3,431,9,17,21,20,95,92,30,62,5,357,20,15,13,21,115,76,51,91,0,405,22,8,12,12,134,72,46,82,3,393,71,7,27,18,422,195,165,208,13,1133,8,0,6,8,71,61,36,49,6,235,11,4,4,9,23,41,27,71,0,191,0,3,3,0,3,5,0,3,23,44,233,652,505,304,1212,784,395,715,82,4894
503011030,4,15,36,17,20,21,4,0,0,134,4,22,23,20,53,26,3,13,0,167,8,12,14,12,39,33,4,10,0,119,3,9,8,10,25,38,4,17,0,110,5,8,8,6,12,21,3,13,0,75,5,14,5,5,3,30,8,29,0,101,0,5,3,3,4,13,6,13,0,54,0,18,20,13,5,24,11,35,0,118,0,0,0,0,0,0,0,0,6,13,35,417,240,111,194,221,49,130,23,1422
503011031,24,73,134,104,179,92,9,20,7,640,13,45,120,98,204,159,39,45,8,723,19,44,61,64,145,150,40,51,3,573,10,31,43,48,102,99,36,59,3,429,10,19,29,26,69,79,35,41,3,312,21,36,43,26,68,137,74,176,3,585,5,13,10,10,17,24,8,51,4,146,3,24,34,27,35,61,35,113,4,330,0,5,3,0,4,7,0,11,15,50,205,1534,1088,572,960,879,307,592,70,6200
503011032,10,34,62,48,66,33,9,16,4,279,8,23,55,39,94,98,19,21,8,363,4,17,20,34,61,64,26,31,0,254,3,13,19,23,37,73,15,28,0,212,7,12,11,11,25,32,10,33,0,151,0,18,21,17,37,58,24,49,4,232,0,16,13,3,3,19,8,22,6,80,0,39,31,25,10,55,25,84,3,272,0,6,0,6,4,3,0,3,3,25,81,681,513,269,391,446,149,300,42,2871
503011033,8,27,43,33,35,24,3,14,3,190,7,23,27,17,66,44,13,12,5,201,0,15,19,12,35,32,3,15,0,137,3,16,9,15,28,34,10,14,0,130,4,9,15,11,6,22,11,10,0,95,7,16,14,17,24,37,13,23,3,155,0,4,3,0,5,15,3,11,0,42,4,7,10,7,9,26,7,40,0,109,0,0,7,0,4,6,3,0,8,18,56,581,353,175,244,266,78,157,29,1937
503011034,19,53,95,67,88,48,12,24,0,401,11,36,67,64,156,91,17,36,3,480,6,14,31,42,102,77,15,38,0,341,6,19,33,32,83,86,20,40,0,317,6,10,18,13,55,58,32,39,0,242,15,17,27,19,47,100,60,129,8,426,0,9,11,7,4,15,9,25,0,83,4,24,21,16,13,52,10,63,0,216,0,4,0,0,0,0,0,4,13,26,125,855,589,379,617,567,187,421,50,3798
503011035,86,305,496,344,360,250,41,56,24,1953,162,269,564,481,851,582,102,117,31,3164,186,165,407,497,1008,617,120,167,20,3185,220,131,254,470,994,706,168,205,13,3166,151,81,152,262,807,635,145,214,17,2461,189,116,175,242,1105,1073,378,591,16,3894,22,39,36,40,95,225,93,229,5,776,37,91,108,114,146,416,164,697,14,1796,0,6,19,10,25,21,4,16,59,163,1363,3623,3383,2847,5662,4708,1253,2366,284,25487
503011036,12,59,78,48,78,45,5,15,8,348,18,44,66,64,147,116,22,27,7,509,20,25,59,54,161,157,37,33,3,545,23,17,41,28,149,130,33,64,7,500,24,18,25,18,94,140,36,59,5,426,44,31,26,37,176,316,103,193,0,923,8,5,8,7,14,46,23,61,0,167,11,22,22,20,22,37,26,83,0,239,0,0,3,0,3,5,0,3,13,33,217,883,546,354,914,1025,304,551,59,4847
503021037,3,6,11,4,9,0,0,0,0,41,0,3,3,6,15,15,7,3,0,53,5,0,6,6,24,27,10,8,0,79,0,0,4,12,14,9,5,11,0,62,4,0,0,0,8,10,7,9,0,41,0,0,5,0,17,23,11,21,0,82,0,0,0,0,4,11,0,15,0,29,0,3,0,5,0,10,6,55,0,78,0,0,0,0,0,0,0,0,0,7,21,83,82,54,104,114,43,118,7,627
503021038,28,93,140,95,226,152,28,41,16,817,39,55,141,101,268,296,57,80,12,1047,20,24,92,92,285,288,75,96,9,977,32,30,58,79,302,280,64,106,12,960,31,20,36,35,238,209,68,100,10,739,66,41,42,81,513,539,162,237,0,1682,16,10,7,26,89,142,43,103,0,438,10,19,28,14,62,145,89,206,3,579,0,5,3,3,5,0,0,3,30,48,320,1281,1090,696,2149,2145,604,1006,112,9413
503021039,12,114,183,128,193,102,17,30,10,793,29,69,125,114,218,182,34,44,8,820,17,22,84,74,173,140,38,42,6,594,10,33,54,55,148,122,35,86,3,546,21,25,30,27,104,95,44,70,3,423,13,25,38,48,110,172,64,173,11,652,5,10,7,14,14,47,9,38,0,145,5,13,26,16,11,55,34,103,0,275,0,7,0,4,6,0,0,6,25,54,219,1503,1192,686,1116,1000,294,643,97,6758
503021040,10,44,87,59,133,75,12,30,4,444,3,31,52,64,109,106,33,35,4,441,9,13,30,30,49,65,23,30,0,261,9,16,11,20,49,76,27,46,3,253,5,0,13,10,22,52,10,29,3,148,3,16,13,17,34,69,34,67,4,246,0,3,7,3,7,15,9,14,0,60,5,0,13,7,16,29,14,44,0,132,0,0,5,0,0,0,0,0,6,23,103,737,559,302,524,561,168,348,57,3359
503021042,59,222,369,274,430,273,42,84,31,1790,86,174,379,296,764,649,107,165,19,2640,70,124,220,264,726,691,159,188,27,2466,98,97,164,217,584,656,147,283,5,2261,74,51,97,129,415,481,174,259,26,1708,114,85,134,164,623,983,337,716,14,3183,36,29,39,39,102,231,93,258,5,822,37,72,91,79,144,461,265,792,3,1942,6,14,14,8,22,29,0,18,72,184,793,3208,2736,1849,4119,4675,1374,2837,288,21876
503021043,53,159,301,191,271,133,17,52,12,1187,60,105,267,205,422,267,53,81,5,1455,36,51,178,142,359,251,59,75,11,1169,44,37,103,111,266,247,52,84,4,964,25,32,54,68,203,232,60,101,3,785,52,56,64,88,291,426,138,217,4,1321,9,17,25,22,40,93,34,89,3,324,19,28,47,37,48,185,83,295,3,736,6,10,5,4,0,5,0,7,27,61,447,1665,1850,1109,2042,1941,518,1042,112,10729
503021295,27,115,232,119,288,162,29,48,14,1040,57,88,206,159,574,368,80,90,19,1647,78,61,137,163,724,451,135,161,14,1930,100,55,107,149,655,563,119,200,18,1967,119,32,64,104,608,603,130,243,10,1913,252,74,109,166,1086,1499,441,824,22,4471,62,19,28,28,157,346,168,332,9,1153,66,34,38,48,138,473,276,669,7,1743,8,7,4,8,20,19,3,10,52,127,879,1274,1510,1105,4451,4566,1412,2639,234,18079
503021296,29,73,161,131,267,199,34,32,9,938,47,67,126,118,377,344,73,106,12,1274,44,32,67,97,379,350,73,147,16,1201,47,27,32,70,295,328,76,173,6,1059,40,20,29,50,149,322,77,139,4,834,60,24,49,52,243,529,132,299,17,1405,8,11,12,9,29,92,38,85,0,296,5,9,16,14,35,86,58,167,0,404,3,9,8,0,5,10,0,9,32,75,375,1282,1230,792,2016,2430,594,1225,127,10067
503021297,294,711,1573,1016,2251,1226,246,273,111,7698,495,608,1328,1152,4457,3077,602,658,144,12519,589,385,919,963,4731,3783,817,997,100,13296,663,354,707,925,4416,4160,917,1365,96,13601,577,224,435,682,3289,3642,853,1424,80,11202,1398,477,764,1157,6441,10005,2777,4739,144,27908,415,163,184,291,1343,3482,1166,2112,35,9181,891,299,382,494,2021,6974,2926,7550,86,21620,24,42,46,25,117,171,38,102,419,978,6281,9224,11059,7995,30363,37207,10469,19500,1693,133799
504011044,15,53,101,80,308,207,39,49,11,864,25,49,72,86,302,265,80,115,12,1013,20,19,35,55,221,230,79,121,7,785,10,17,26,30,126,185,82,120,7,609,16,11,11,7,89,112,61,119,0,423,12,15,24,29,109,175,122,243,0,721,4,0,3,3,13,16,25,57,0,124,4,6,6,3,9,27,16,69,3,147,6,0,6,3,9,11,3,3,20,63,157,771,689,464,1399,1365,528,946,99,6420
504011045,33,80,148,157,373,243,42,71,18,1160,36,69,94,112,385,350,105,138,12,1302,27,42,42,41,291,294,114,173,14,1033,21,22,34,40,169,274,93,191,3,845,18,13,20,26,71,187,73,170,4,584,33,20,26,29,88,208,124,301,6,826,3,7,6,4,15,45,38,72,0,194,3,10,18,13,14,40,37,97,0,229,0,3,7,7,10,22,0,4,34,83,269,1201,991,659,1665,1849,670,1318,133,8752
504011046,9,32,47,47,62,50,6,24,3,281,10,21,40,42,98,86,20,28,7,341,9,17,25,21,83,70,29,39,7,292,10,11,15,19,59,78,24,25,3,245,5,8,15,7,38,59,21,18,0,169,25,10,20,17,46,148,53,57,0,384,5,0,3,0,4,13,9,18,0,63,7,5,0,0,8,7,8,33,0,74,0,4,0,5,8,0,0,0,11,33,106,573,448,245,487,559,184,270,49,2919
504011047,14,88,137,150,310,175,28,56,16,976,29,59,87,97,324,233,53,98,7,995,28,31,63,64,222,198,52,84,13,757,18,16,18,36,131,138,45,89,0,497,12,12,16,12,88,88,40,70,0,346,16,13,13,25,70,105,62,130,4,438,0,5,7,12,17,16,11,33,0,89,6,9,6,19,9,30,15,54,5,152,0,15,3,3,3,4,0,5,38,82,233,1852,1267,706,1464,1163,344,695,143,7876
