POW_SA2_CODE_2021,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
501031020,5,0,0,0,0,0,0,0,4,6,24,3,3,3,5,4,11,20,8,85,20,0,0,0,0,0,0,3,0,25,3,0,0,0,0,0,0,0,0,13,16,6,4,14,4,4,3,12,0,63,25,4,3,3,8,3,0,11,0,62,12,13,3,7,3,8,0,8,5,65,27,11,15,19,10,10,4,20,0,113,26,9,13,19,12,15,3,34,4,134,38,16,12,12,16,10,3,45,0,163,43,18,16,11,16,0,11,16,0,134,33,35,15,3,6,0,0,7,3,105,29,23,12,5,3,0,0,7,4,77,23,24,5,0,0,0,4,0,0,55,33,32,8,5,0,0,3,3,0,90,9,0,0,0,0,0,0,0,0,10,16,3,0,0,0,0,0,0,0,23,6,0,3,0,0,0,5,0,4,17,363,191,120,102,90,46,39,171,19,1148
502011021,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,13,0,0,5,0,0,0,0,0,0,7,0,7,4,6,0,0,0,0,0,16,3,0,0,5,0,0,0,0,0,13,3,7,3,6,0,0,0,4,0,19,0,7,9,9,0,0,0,0,0,24,4,8,12,5,4,0,3,6,0,52,5,7,4,14,5,5,3,3,0,53,5,10,5,9,5,4,0,4,0,43,10,17,9,10,9,0,0,3,0,56,5,17,10,0,5,0,0,0,0,37,5,15,9,6,5,0,0,0,0,43,6,16,4,0,3,0,0,0,0,33,9,19,11,0,0,0,0,0,0,42,4,3,0,0,0,0,0,0,0,14,4,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,59,132,100,72,52,16,15,30,6,477
502011022,0,0,0,0,0,0,0,0,0,3,7,3,8,5,5,0,0,5,4,46,0,0,0,0,4,0,0,0,0,9,0,4,0,7,0,3,0,0,0,22,4,4,9,12,5,12,0,3,0,44,5,0,9,10,6,6,0,6,0,50,0,5,4,20,9,8,0,7,0,59,11,14,19,30,21,9,0,14,0,111,10,6,21,41,12,9,0,9,0,124,10,23,30,43,12,9,0,7,4,142,22,31,41,43,15,6,3,9,0,161,20,17,11,18,7,5,3,8,0,81,12,26,10,18,5,0,0,3,0,74,12,15,6,4,0,0,5,8,0,53,8,23,4,7,3,0,3,0,0,65,5,5,0,0,0,0,0,0,0,13,5,8,6,3,0,0,3,0,6,30,0,0,0,5,3,0,0,0,0,12,128,187,183,263,107,75,17,78,12,1047
502011023,0,4,0,0,0,5,0,0,6,13,10,11,20,25,21,14,9,13,17,149,4,0,3,0,0,0,0,0,0,15,3,3,0,3,0,4,0,8,3,32,4,5,5,23,4,11,3,10,0,70,10,12,17,21,11,15,0,5,0,94,5,27,14,43,25,16,8,17,0,147,5,25,29,80,34,19,17,23,3,242,9,52,33,105,45,36,15,37,6,335,24,76,54,100,43,27,20,30,5,389,29,146,97,97,69,18,15,31,0,496,21,134,66,40,33,9,11,8,8,340,31,177,57,13,17,12,12,4,0,322,25,128,30,17,11,5,3,0,5,218,71,175,49,9,17,3,4,4,4,330,10,32,4,0,4,0,4,0,0,48,21,85,7,0,0,0,0,0,0,112,0,3,7,3,0,6,0,0,5,32,259,1079,475,562,312,185,120,193,39,3221
502011024,0,0,0,0,0,0,0,0,4,4,3,13,22,11,8,18,0,10,7,89,0,0,0,0,0,0,0,0,0,12,3,5,0,10,0,14,7,0,0,36,5,5,6,17,15,24,4,13,4,96,9,6,12,23,19,17,8,6,0,109,5,14,12,28,14,35,0,16,0,122,5,18,27,57,23,41,6,14,9,186,9,31,31,72,19,40,0,18,3,215,16,39,38,82,23,21,0,12,0,235,15,41,49,56,22,14,0,13,4,214,24,42,30,20,8,12,0,5,0,139,20,60,16,5,9,3,0,3,0,120,8,58,14,11,5,0,3,0,0,102,30,121,24,0,6,6,3,0,4,196,4,18,7,0,0,3,0,0,0,34,13,40,3,0,0,0,0,0,3,63,0,0,0,4,0,0,0,4,3,27,167,498,269,391,168,231,46,105,28,1897
502011025,0,0,4,4,4,0,0,0,8,20,33,34,23,61,53,49,12,25,28,309,6,3,11,4,4,3,0,3,3,35,0,6,8,37,15,33,4,21,3,117,9,7,13,60,12,46,3,35,0,202,13,18,19,87,35,70,0,22,0,268,13,26,29,109,37,73,12,41,5,349,22,35,70,160,64,97,12,64,3,527,46,69,76,165,95,96,20,55,5,620,74,112,87,180,124,86,23,47,10,738,100,153,194,159,145,73,31,50,12,922,73,164,111,81,88,32,30,18,3,600,74,180,89,91,62,25,31,13,3,572,74,147,46,42,29,16,26,7,4,393,90,195,45,69,30,22,27,7,10,491,28,37,8,10,9,5,4,0,0,90,51,63,9,4,4,29,0,0,0,159,8,3,13,8,8,3,0,0,13,63,682,1217,813,1261,765,704,224,397,81,6143
502011026,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,14,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,17,0,4,0,5,3,3,0,0,0,17,0,0,0,6,0,5,0,3,0,24,0,6,11,3,3,6,0,0,0,32,0,7,5,13,8,3,0,5,0,45,0,10,10,16,7,6,0,0,0,47,0,7,15,9,4,6,4,4,0,49,4,7,12,0,0,0,0,0,0,30,3,9,9,0,0,0,4,0,0,30,3,10,4,0,0,0,0,4,0,23,8,22,9,0,0,4,4,4,0,42,3,0,0,0,0,0,0,0,0,9,5,4,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,7,43,88,81,55,40,41,23,25,3,398
502011027,0,0,0,0,0,0,0,0,6,9,8,13,3,14,10,7,0,10,7,65,3,3,0,0,4,0,0,0,0,13,0,4,3,15,3,11,0,6,0,38,6,9,8,28,0,8,3,12,0,85,0,4,4,25,5,15,10,17,3,84,9,11,16,22,8,17,0,17,0,91,12,16,24,71,8,24,4,20,0,184,10,29,31,110,23,13,4,19,0,232,17,46,23,115,15,13,5,17,4,260,33,57,55,79,20,10,12,14,0,278,20,65,34,42,15,3,5,10,0,201,20,90,24,14,0,7,0,6,3,168,11,84,10,5,5,0,0,0,0,115,36,149,20,6,5,0,0,4,0,216,14,10,9,0,0,0,0,0,0,32,13,9,4,0,0,0,0,0,0,30,0,5,0,5,0,0,0,0,7,19,190,590,258,547,122,124,50,132,24,2044
502011028,0,0,0,0,0,0,0,0,0,3,5,11,0,8,3,0,5,3,8,45,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,0,0,0,0,7,3,0,3,9,0,0,0,0,0,27,0,9,4,20,0,0,3,3,0,34,0,7,3,18,0,0,0,5,0,33,0,10,8,34,7,0,0,6,0,74,6,12,4,64,8,0,4,5,0,113,6,25,7,69,7,0,0,9,0,125,6,42,17,82,12,0,4,4,0,166,3,33,9,27,5,0,3,0,0,89,4,65,7,7,7,0,5,0,0,95,10,44,0,8,0,0,0,0,0,67,20,100,3,8,3,0,0,0,4,134,3,9,0,0,0,0,0,0,0,13,7,0,0,3,0,0,0,0,0,14,0,0,0,4,0,0,0,3,4,8,71,354,83,357,58,11,17,37,15,1014
502011029,0,0,0,0,0,0,0,0,3,0,16,14,16,23,12,7,22,19,5,120,4,3,6,0,9,0,3,0,0,25,3,7,5,10,5,7,0,4,0,41,10,6,7,12,5,12,3,6,0,64,10,7,12,18,9,12,0,10,0,72,6,7,11,27,9,17,0,19,0,87,17,17,29,47,22,17,6,23,0,179,12,15,31,43,17,20,7,22,3,164,18,17,55,36,30,9,6,27,4,203,24,27,72,44,33,11,19,28,6,258,21,45,67,11,27,7,28,19,0,231,32,62,80,11,21,0,45,9,4,276,16,58,112,9,11,5,37,15,5,268,87,163,392,16,24,5,151,22,17,877,33,46,87,0,3,3,15,3,8,202,71,42,31,0,4,0,9,3,7,171,0,0,6,0,0,0,0,0,4,20,356,530,1000,281,232,124,332,222,56,3136
503011030,0,0,0,0,0,0,0,0,0,0,8,9,8,4,4,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,17,0,8,0,7,0,8,0,5,0,23,0,4,0,7,7,3,0,0,0,24,5,12,3,11,10,4,0,4,0,50,9,9,5,26,4,3,0,3,0,72,14,22,13,15,8,5,0,6,0,80,14,23,17,22,7,3,3,4,5,99,18,37,29,17,12,0,0,8,0,130,12,25,18,13,16,4,0,8,0,90,15,33,11,4,17,0,0,0,0,83,12,25,6,0,9,0,0,0,0,62,21,47,14,0,8,0,0,0,3,97,24,19,0,0,3,3,0,0,0,49,34,44,7,5,6,10,0,0,3,106,3,0,0,5,0,0,0,0,0,11,172,315,135,141,120,48,5,39,16,991
503011031,0,0,0,0,0,0,0,0,5,7,22,27,12,18,14,16,3,11,15,138,9,9,0,0,4,0,0,4,0,22,0,9,0,12,3,15,0,6,0,48,3,22,11,36,9,46,0,19,0,148,3,20,17,40,12,58,3,10,0,171,13,23,20,43,18,53,3,22,0,200,23,68,28,71,36,75,7,35,3,347,24,59,26,90,39,69,10,36,6,351,47,104,59,89,41,87,9,31,0,476,79,158,67,80,65,64,11,24,5,553,79,165,58,44,49,34,7,18,5,467,48,179,36,29,37,15,0,4,0,357,40,150,32,11,19,7,0,0,0,260,106,340,31,25,29,18,4,4,0,555,43,71,5,3,3,3,0,0,5,131,90,140,3,6,16,35,0,0,7,302,0,9,5,4,0,0,0,0,9,37,608,1526,404,586,397,575,61,220,42,4417
503011032,0,0,0,0,0,0,0,0,4,3,11,14,7,16,15,11,0,3,6,80,3,0,0,0,0,0,0,0,0,8,0,5,0,8,3,0,0,0,0,21,6,4,0,19,0,16,0,5,0,51,4,8,0,23,4,5,0,8,0,61,3,10,10,22,10,10,0,10,0,67,7,19,18,35,19,26,0,13,0,144,11,24,24,45,23,21,0,14,0,156,15,31,40,55,26,23,0,15,4,205,44,70,57,45,33,20,3,11,3,279,34,54,42,19,33,9,0,6,4,203,40,61,34,7,23,10,0,6,0,180,23,48,18,11,12,9,3,0,6,130,68,68,25,9,16,9,3,0,0,198,27,27,4,0,0,5,0,0,0,74,82,107,3,6,16,12,0,5,18,243,0,3,3,0,0,4,0,0,4,20,365,544,279,304,215,179,10,81,47,2039
503011033,3,0,0,0,0,0,0,0,0,9,9,7,5,6,8,9,0,7,4,48,0,4,3,3,0,0,0,0,3,16,0,0,4,10,3,8,0,4,0,32,4,6,0,12,11,12,0,4,4,53,3,15,5,10,6,12,0,9,0,60,3,8,6,26,7,13,0,10,0,72,5,23,5,21,9,21,0,17,0,108,7,16,20,33,18,12,0,7,0,110,18,23,24,29,14,15,0,7,3,135,18,42,42,25,21,3,0,9,3,160,15,39,11,13,19,0,0,3,4,109,15,48,21,5,8,5,0,3,0,106,11,44,11,6,8,0,0,0,0,73,33,83,10,0,3,3,0,0,0,142,11,22,0,0,3,0,0,0,0,35,28,58,3,0,0,0,0,0,0,97,3,6,0,0,0,0,0,0,5,17,172,437,169,197,137,104,3,69,25,1320
503011034,0,0,0,3,0,0,0,0,3,8,11,22,3,15,13,9,0,4,5,91,0,4,0,0,4,0,0,0,0,9,4,9,0,9,0,3,0,3,0,32,3,17,5,19,3,3,0,8,0,67,0,31,4,25,12,9,3,13,0,101,7,24,3,31,6,21,0,19,0,116,3,31,13,64,15,16,0,18,0,164,16,42,19,84,28,17,0,16,5,227,20,73,38,112,42,15,4,15,0,323,35,121,40,126,46,16,5,10,6,399,26,124,44,49,27,8,0,8,5,282,34,153,19,31,25,8,0,3,0,268,27,131,21,16,15,4,0,0,4,216,83,248,16,20,13,8,0,3,4,400,20,34,6,0,4,5,0,0,7,77,80,81,3,0,6,11,0,3,12,198,3,6,0,6,0,0,0,0,5,20,349,1123,232,601,252,142,14,122,51,2894
503011035,3,3,4,3,3,0,0,0,16,39,43,209,45,68,88,20,11,41,47,571,6,18,5,12,8,0,0,3,3,55,3,50,9,30,21,6,0,8,4,134,7,93,15,53,35,11,0,29,6,267,15,138,33,69,43,16,3,28,4,357,19,122,48,113,69,24,6,41,0,449,37,347,81,191,166,26,17,71,8,934,49,454,118,226,182,28,18,75,7,1148,73,604,149,265,254,39,24,109,17,1530,139,1165,279,343,456,41,44,90,18,2570,139,1626,310,183,408,39,25,35,26,2790,177,2034,237,93,321,22,10,21,27,2935,193,1801,115,48,137,19,0,7,12,2330,574,2789,93,40,171,47,0,4,22,3745,167,539,5,3,23,6,0,0,3,756,317,1329,12,5,20,35,0,0,20,1742,14,58,10,7,11,3,0,9,34,136,1931,13171,1520,1675,2327,356,160,534,214,21887
503011036,0,3,0,0,0,0,0,0,3,13,18,26,10,33,12,4,0,7,12,109,0,7,3,3,0,0,0,0,0,14,3,10,7,7,0,0,0,4,0,31,4,9,0,22,6,3,0,7,0,64,14,26,3,30,15,0,0,7,0,93,6,20,3,29,10,4,0,7,0,82,11,35,19,61,11,3,0,7,5,150,15,51,26,54,26,8,6,11,9,202,28,69,32,72,25,5,7,11,6,257,30,112,69,98,41,15,6,18,7,395,54,163,67,59,57,3,20,15,8,440,45,202,68,55,41,0,8,3,7,432,50,185,40,53,23,0,7,3,6,358,156,412,73,97,35,6,3,0,12,793,55,49,19,14,8,0,0,0,0,137,75,108,0,12,10,0,0,0,4,213,5,9,0,3,3,0,0,0,8,27,539,1456,429,664,308,54,60,97,71,3688
503021037,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,4,0,11,0,0,0,5,0,0,0,0,0,8,3,0,3,7,0,0,0,4,0,16,0,0,0,10,3,0,0,6,0,21,5,4,7,15,5,0,0,4,0,41,0,7,9,5,4,0,0,3,0,27,4,3,20,7,5,0,0,0,0,41,13,20,8,3,13,3,3,0,0,62,5,26,14,0,10,0,0,0,0,56,4,22,0,0,11,0,0,0,0,33,16,40,0,0,11,0,0,0,0,73,14,10,0,0,3,0,0,0,0,26,44,22,0,0,9,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,113,149,71,58,75,13,5,18,3,504
503021038,0,0,0,0,0,0,0,0,7,16,30,45,23,32,27,16,5,11,25,209,6,10,7,5,0,0,0,3,0,23,3,0,0,13,12,4,3,5,6,42,5,23,7,32,16,11,5,8,0,112,10,29,13,28,18,20,0,18,0,135,5,26,18,62,30,23,0,17,5,198,15,50,33,89,50,36,0,26,7,310,25,71,65,116,73,38,5,19,0,413,50,158,106,109,105,27,7,41,11,608,92,237,138,106,154,55,4,14,10,816,71,346,109,54,140,30,3,20,17,791,93,380,104,39,118,31,5,12,15,804,92,354,66,27,53,26,5,0,3,633,366,832,124,16,126,27,21,3,22,1546,147,168,28,0,29,16,11,6,0,407,239,207,20,4,24,30,0,0,4,531,5,9,4,0,5,0,0,0,11,39,1221,2912,845,709,957,376,84,190,113,7401
503021039,0,0,0,0,0,0,0,0,5,9,16,36,12,31,16,12,6,14,8,158,3,9,3,6,3,3,0,0,0,28,0,24,4,20,3,13,0,3,0,70,6,25,10,46,18,24,3,18,3,146,8,45,9,45,12,24,0,23,0,182,10,39,23,66,24,32,8,20,4,217,18,74,21,122,51,42,8,29,3,377,22,90,53,103,56,28,4,31,0,397,58,153,88,174,68,31,3,41,3,614,61,212,105,113,78,20,12,30,0,645,42,240,68,48,55,17,3,13,6,492,60,268,44,42,42,14,9,14,5,481,34,272,26,15,20,9,0,0,7,393,113,411,28,14,31,9,4,4,9,619,29,83,9,6,6,0,0,0,0,135,59,172,7,4,11,16,0,0,0,260,0,14,5,7,6,0,0,4,9,34,517,2132,489,831,485,286,51,237,45,5091
503021040,0,0,0,0,0,0,0,0,3,5,11,11,9,13,12,3,3,8,11,88,3,7,7,6,0,0,0,0,8,25,5,3,0,16,0,5,0,0,0,26,4,8,3,24,14,11,0,11,0,74,4,22,9,28,12,9,0,9,0,99,4,19,18,25,14,12,5,10,0,103,9,32,20,70,16,27,6,24,0,216,14,49,33,74,38,20,3,20,7,256,14,67,58,98,44,19,8,14,6,335,40,84,47,77,41,18,3,19,6,335,32,73,28,33,24,10,6,5,0,217,33,83,31,20,17,9,0,4,3,204,20,54,18,10,8,9,0,0,0,117,63,92,21,15,11,14,0,4,4,219,13,22,5,0,3,3,0,0,0,48,34,65,3,4,7,7,0,0,0,117,0,3,0,0,0,3,0,0,6,18,306,690,298,495,245,185,27,122,42,2408
503021042,0,7,0,5,7,3,0,0,18,49,49,149,45,55,63,33,9,24,55,493,8,23,3,10,0,5,0,0,3,65,11,14,4,30,13,9,0,11,0,101,8,54,20,65,36,27,5,26,4,252,12,61,21,96,52,42,4,42,6,333,29,86,36,94,74,41,5,51,9,431,51,183,70,208,119,71,9,56,13,770,68,242,78,249,169,71,14,61,7,951,91,440,159,267,240,68,21,63,11,1371,145,842,249,258,420,80,34,69,28,2129,170,1024,205,192,332,72,33,22,13,2069,224,1105,186,104,226,50,18,31,14,1953,169,910,138,75,114,40,16,19,19,1510,587,1648,219,69,184,70,47,16,21,2860,230,403,39,8,42,22,6,4,8,760,673,973,37,3,55,49,3,0,24,1824,10,35,14,16,14,5,0,5,41,149,2488,8052,1482,1746,2091,729,219,485,225,17512
503021043,0,6,6,0,0,0,0,0,9,17,20,87,18,34,38,13,6,25,16,259,4,18,3,5,0,0,0,0,0,33,3,16,3,17,8,4,0,7,0,60,5,37,8,30,27,8,0,12,0,131,10,47,9,41,23,14,5,21,0,165,13,51,16,58,43,14,0,26,0,227,19,122,44,139,84,25,14,43,5,477,25,176,46,204,112,29,10,40,8,645,39,297,91,243,148,34,24,41,8,928,80,439,112,226,204,40,36,40,10,1187,77,483,89,111,162,25,7,19,10,986,88,524,80,63,72,16,0,10,6,853,104,435,48,54,59,12,0,3,10,727,221,754,54,57,62,18,14,10,5,1196,94,163,18,5,12,3,0,0,0,294,202,414,11,4,28,16,3,0,6,689,4,18,11,5,5,0,0,0,5,50,971,3992,652,1246,1046,264,116,273,81,8641
503021295,3,7,0,0,5,0,4,0,12,31,50,100,21,53,86,18,21,28,51,420,3,10,3,4,3,0,0,0,0,22,0,16,3,15,8,3,0,0,0,48,3,19,7,38,16,5,3,13,11,105,8,31,16,64,12,4,4,16,3,150,9,33,23,45,31,7,4,36,6,198,17,74,29,92,73,14,9,48,6,362,18,111,37,107,103,17,6,53,9,458,60,194,100,136,182,22,31,50,15,790,106,392,127,171,323,33,42,56,27,1285,137,558,121,167,404,38,37,29,20,1516,180,726,103,152,289,21,57,18,39,1593,183,765,113,177,242,16,87,21,24,1629,833,1831,298,345,388,24,129,28,45,3930,261,470,145,40,55,0,33,13,17,1034,668,604,161,26,99,10,25,3,15,1607,8,30,6,7,15,0,8,4,30,111,2500,5865,1294,1563,2241,221,470,402,274,14835
503021296,0,0,4,0,0,6,0,0,5,20,31,46,20,36,36,12,7,13,22,225,5,3,0,3,7,0,0,0,4,27,6,10,5,18,4,7,0,7,0,57,7,22,11,50,14,19,0,24,4,146,11,33,13,53,27,20,3,20,0,183,14,29,13,77,30,23,10,41,0,239,29,80,45,118,54,43,7,35,9,409,28,117,56,133,96,52,8,25,5,521,70,147,90,116,140,42,21,40,10,680,103,298,150,144,169,46,29,25,16,984,94,329,137,108,203,28,19,28,6,967,111,346,89,93,138,24,21,19,17,858,134,267,58,68,101,30,25,7,14,709,365,470,109,66,116,23,40,10,16,1219,92,103,19,3,20,6,6,0,4,260,147,166,15,6,15,15,0,0,0,363,0,9,8,7,6,0,0,0,16,54,1215,2445,823,1067,1154,378,187,294,120,7686
503021297,14,34,24,16,20,9,7,16,137,269,384,885,222,227,551,102,64,151,331,2926,36,50,23,20,42,12,0,6,29,221,24,60,13,72,63,42,0,46,5,320,31,99,35,192,126,104,10,93,22,716,51,163,64,254,192,156,10,152,27,1079,61,218,93,296,296,171,9,200,42,1385,107,445,201,515,589,256,23,314,57,2511,190,702,281,622,960,283,29,293,67,3422,389,1386,484,714,1798,301,61,262,99,5484,728,3185,851,874,3119,315,77,271,154,9562,870,4570,834,539,3209,247,81,133,155,10639,1122,5819,755,431,2467,211,83,115,143,11157,1147,5374,691,361,1476,138,134,87,128,9541,4708,14266,1874,714,2326,297,412,182,269,25061,2114,4722,714,68,568,113,129,41,84,8554,7460,10318,1080,54,1082,209,142,54,191,20598,63,200,75,46,76,18,17,26,263,783,19095,51584,8090,5761,18392,2872,1217,2283,1737,111029
504011044,0,7,4,0,0,0,0,0,8,21,11,18,23,16,17,7,14,23,23,145,7,10,3,7,0,6,0,4,3,37,0,4,4,6,0,0,0,6,3,25,4,10,4,12,8,13,0,19,0,71,6,17,8,25,12,10,3,18,0,103,0,11,15,29,22,14,3,9,0,114,3,22,27,67,20,8,10,27,0,193,14,39,56,78,38,21,27,28,7,306,22,58,102,101,70,17,65,54,4,497,40,92,215,97,99,18,51,60,5,671,47,110,183,38,67,26,35,38,6,541,57,103,159,32,41,25,30,22,11,482,46,100,117,12,22,0,17,6,4,336,156,159,179,7,39,18,34,8,9,605,42,28,29,0,0,0,5,4,0,109,75,19,10,0,7,4,0,0,3,129,3,8,6,0,5,0,0,0,16,41,524,806,1132,502,443,185,284,307,75,4250
504011045,0,0,5,0,0,0,0,0,7,20,21,30,27,28,31,14,19,25,23,216,4,6,11,3,0,0,0,0,9,28,3,11,6,12,4,9,9,10,4,60,9,19,13,26,22,9,6,18,5,125,10,21,28,24,24,12,4,19,6,145,14,25,29,53,26,13,18,23,0,194,15,46,63,97,47,21,19,42,0,361,46,53,101,131,66,23,33,40,0,484,56,79,130,162,91,33,63,82,11,711,59,118,236,136,101,36,91,62,12,849,74,148,226,66,70,30,52,40,10,721,89,167,191,37,48,23,47,25,4,627,68,125,156,29,23,13,20,13,0,461,186,228,152,15,36,17,30,6,8,674,83,40,21,0,7,0,3,0,4,156,82,62,24,5,4,0,5,4,0,182,3,6,16,0,3,0,3,3,21,60,799,1156,1396,807,571,245,399,379,86,5836
504011046,0,0,0,3,0,0,0,0,0,8,10,11,6,10,4,5,0,6,10,63,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,19,0,17,0,22,6,12,0,3,0,62,4,15,3,15,0,4,3,13,0,63,0,27,12,31,8,11,3,19,0,108,13,40,13,49,19,12,6,13,5,173,14,40,23,51,23,18,8,10,0,181,23,44,34,51,16,6,9,7,0,191,41,73,59,51,29,12,3,15,7,280,37,76,45,33,25,10,3,4,5,241,27,90,39,32,18,11,0,5,0,212,17,67,17,29,8,0,0,0,5,145,55,111,14,129,8,0,0,0,3,327,13,19,3,15,0,0,0,0,0,55,19,26,0,4,0,0,0,0,0,63,0,8,0,3,0,0,0,0,9,20,259,655,267,519,163,102,41,97,32,2136
