SA2_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
507041177,176,22,43,20,50,24,0,12,874,0,0,0,0,0,0,0,0,0,3,3,2174,529,436,44,75,51,79,42,12,59,3504
507041178,449,95,98,62,134,73,13,26,2698,0,0,0,0,0,0,0,0,0,0,4,3416,885,760,130,131,103,163,111,23,76,5803
507041179,418,92,71,84,75,47,4,19,2137,0,0,0,0,0,0,0,0,0,3,8,1867,650,569,100,76,103,96,57,9,68,3591
507041180,282,51,55,37,33,25,0,18,1768,0,4,0,0,0,0,0,0,0,0,7,2416,681,489,75,78,50,45,41,6,48,3919
507041181,244,44,36,33,33,34,6,37,1400,0,0,0,0,0,0,0,0,0,5,0,2836,664,515,85,62,74,58,57,16,87,4459
507041182,349,97,93,139,181,72,24,62,2637,0,0,0,0,0,0,0,0,0,5,8,2703,614,504,113,127,182,226,109,25,120,4729
507041183,118,20,25,21,19,6,5,21,538,6,0,0,0,0,0,0,0,0,7,4,731,224,228,27,39,22,30,9,4,49,1367
507041184,152,22,28,20,27,45,5,17,1622,0,0,0,0,0,0,0,0,0,0,0,1947,359,228,36,36,22,38,54,4,33,2766
507051186,121,25,8,33,17,9,8,17,566,0,0,4,0,0,0,0,0,0,6,6,1562,367,277,36,16,43,25,17,8,78,2416
507051187,130,20,21,20,18,12,4,13,669,3,0,0,0,0,0,0,0,0,8,5,1995,893,567,57,56,50,48,22,22,77,3785
507051188,224,34,37,38,54,16,10,33,1199,11,0,3,0,0,0,0,0,0,10,29,3609,730,572,60,71,68,88,39,25,121,5377
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,112,25,23,6,27,5,0,14,506,4,0,0,0,0,0,0,0,0,3,3,2190,496,388,48,46,17,54,31,0,69,3342
507051191,170,32,40,28,25,27,5,13,805,0,0,3,0,0,0,0,0,0,0,6,2450,1841,1622,131,95,107,80,52,12,83,6480
507051192,193,30,31,18,32,10,3,12,832,0,0,0,0,0,0,0,0,0,9,8,2060,746,612,54,55,40,56,21,5,64,3712
507051193,82,21,16,11,20,9,7,12,485,4,0,0,0,0,0,0,0,0,5,12,1770,492,352,37,39,22,40,14,15,61,2841
507051312,324,64,26,45,26,22,3,15,1047,0,11,0,0,0,0,0,0,0,0,10,1243,938,866,140,64,95,59,50,20,50,3521
507051313,594,73,58,60,69,35,24,25,2094,6,0,0,0,0,0,0,4,0,6,13,2992,2326,2001,162,159,151,164,65,46,128,8202
507051314,41,0,4,0,0,0,9,4,95,0,0,0,0,0,0,0,0,0,0,0,231,100,156,0,3,7,8,4,5,9,530
509011225,168,40,37,52,46,14,37,19,861,9,0,0,0,0,0,0,0,0,5,15,2004,441,306,74,57,63,87,32,58,111,3222
509011226,22,0,0,0,5,0,0,3,89,0,0,0,0,0,0,0,0,0,4,7,443,70,49,5,0,6,17,3,4,30,630
509011227,26,4,10,3,3,0,0,3,159,7,0,0,0,0,0,0,0,0,0,7,629,137,76,11,18,14,20,3,0,25,923
509011228,30,6,12,3,9,3,0,3,178,7,0,0,0,0,0,0,0,0,6,16,1119,104,73,9,19,10,17,16,0,69,1425
509011229,32,4,8,14,10,9,0,0,125,0,0,0,0,0,0,0,0,0,0,0,174,65,58,8,12,21,17,21,3,8,372
509011230,89,33,11,41,26,24,35,23,522,5,0,0,0,0,0,0,0,0,12,11,341,206,118,37,18,53,27,25,40,59,933
509011231,25,11,9,9,10,13,4,3,141,0,0,0,0,0,0,0,0,0,6,9,291,68,54,21,4,19,22,13,11,27,522
509011232,8,0,0,0,3,0,0,0,59,0,0,0,0,0,0,0,0,0,86,86,480,48,27,5,6,4,4,7,0,104,684
509011233,182,48,16,23,32,5,4,6,681,3,0,0,0,0,0,0,0,0,0,3,1056,406,256,67,21,36,38,7,4,31,1923
509011234,48,16,9,8,26,16,5,7,241,0,0,0,0,0,0,0,0,0,10,10,679,101,85,14,17,15,29,16,0,51,1001
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,36,7,4,0,10,0,0,7,159,5,0,0,0,0,0,0,0,0,0,4,897,223,129,13,7,3,16,4,0,56,1356
509021237,38,15,7,8,6,4,0,3,124,0,0,0,0,0,0,0,0,0,0,0,257,37,73,19,9,12,16,10,7,19,459
509021238,30,0,4,0,5,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,286,47,43,5,12,3,9,4,0,17,438
509021239,70,16,18,66,113,42,94,18,629,0,0,0,0,0,0,0,0,0,0,5,1103,214,167,32,23,80,132,55,102,84,1985
509021240,41,27,9,7,8,4,0,11,171,0,0,0,0,0,0,0,0,0,0,0,316,69,68,33,14,7,13,3,0,26,553
509021241,75,12,10,16,14,6,3,0,203,0,0,0,0,0,0,0,0,0,3,3,306,78,115,22,12,23,24,11,12,21,617
509021242,33,0,7,11,17,12,0,0,153,0,0,0,0,0,0,0,0,0,0,4,324,110,76,4,9,18,22,15,0,30,599
509021243,110,20,11,20,19,16,5,12,434,9,0,0,0,0,0,0,0,0,312,313,1101,214,229,29,15,22,30,19,8,373,2047
509021244,13,0,0,0,3,0,0,3,95,4,0,0,0,0,0,0,0,0,6,8,743,99,57,3,8,7,3,5,0,39,959
509021245,13,11,0,5,5,0,0,0,101,5,0,0,0,0,0,0,0,0,0,5,717,69,46,16,3,4,3,3,0,38,909
509031246,18,0,4,0,10,0,0,3,89,0,0,0,0,0,0,0,0,0,0,3,295,46,36,5,10,5,16,0,0,19,438
509031247,21,9,3,7,8,9,0,3,119,3,0,0,0,0,0,0,0,0,0,3,254,83,72,20,8,10,17,9,7,26,498
509031248,25,3,3,0,0,0,4,3,93,0,0,0,0,0,0,0,0,0,0,0,255,86,64,9,5,4,7,0,7,21,449
509031249,75,24,14,25,36,13,22,6,352,3,0,0,0,0,0,0,0,0,4,8,347,110,108,25,12,30,39,21,23,32,753
509031250,15,3,5,4,21,5,3,0,103,0,0,0,0,0,0,0,0,0,0,0,406,58,54,5,10,12,26,9,3,26,614
510011262,229,47,46,61,164,68,14,23,1078,5,0,0,0,0,0,0,0,0,6,13,1692,518,472,72,80,91,217,87,14,103,3348
510011263,70,11,16,28,33,20,5,0,285,0,0,0,0,0,0,0,0,0,10,14,419,132,126,18,27,37,54,29,5,31,890
510011264,23,3,10,6,15,5,5,3,124,0,0,0,0,0,0,0,0,0,0,0,266,52,50,5,9,17,22,5,8,17,454
510011265,91,26,19,37,76,30,20,17,503,6,0,0,0,0,0,0,0,0,0,5,860,222,240,43,37,62,113,54,32,45,1705
510011266,19,5,5,0,37,8,0,0,145,0,0,0,0,0,0,0,0,0,0,3,443,54,44,5,15,8,46,16,6,21,662
510021267,257,32,38,39,55,24,12,25,1060,8,0,0,0,0,0,0,0,0,0,19,1325,826,623,54,68,75,133,45,22,78,3246
510021268,134,18,31,24,43,27,6,8,511,0,0,0,0,0,0,7,0,0,0,5,406,292,245,32,46,38,82,34,13,42,1225
510021269,85,10,14,20,38,11,3,4,378,0,0,0,0,0,0,0,0,0,0,0,431,256,201,25,37,40,60,19,13,17,1097
510021270,344,68,62,82,98,26,4,16,1199,0,0,0,0,0,0,6,0,0,10,8,738,628,616,103,81,115,146,54,18,73,2573
510031271,214,33,30,48,72,22,11,19,948,3,3,5,0,0,0,0,0,0,4,19,1356,714,551,58,58,78,140,46,19,65,3089
510031272,483,110,76,92,126,70,18,43,1687,0,0,0,0,0,0,0,0,0,3,10,1339,900,896,143,114,124,175,99,33,88,3918
510031273,110,17,17,15,22,0,7,4,434,3,3,0,0,0,0,0,0,0,15,18,588,298,203,26,25,27,43,0,7,39,1252
511011274,96,12,23,20,35,11,6,9,402,0,0,0,0,0,0,0,0,0,0,3,933,241,196,24,39,33,62,29,6,56,1624
511011275,44,5,12,7,29,19,0,10,227,0,0,0,0,0,0,0,0,0,0,3,353,125,112,12,28,23,60,36,6,34,790
511021276,68,24,13,26,40,10,7,14,483,5,0,0,0,0,0,0,0,0,0,8,738,108,111,36,27,34,52,14,7,51,1171
511021277,79,16,22,62,75,27,0,6,468,3,0,0,0,0,0,0,0,0,0,8,1460,256,218,45,40,106,127,57,14,88,2413
511031278,91,19,22,30,43,11,13,9,445,0,0,0,0,0,0,0,0,0,15,15,491,313,244,36,35,49,52,15,18,40,1302
511031279,495,63,87,120,174,65,46,34,1775,4,3,0,0,0,0,0,0,0,10,20,1058,920,850,106,126,192,240,104,51,84,3723
511031280,259,49,54,51,60,39,10,11,828,0,0,0,0,0,0,0,0,0,6,3,685,460,501,68,79,102,97,51,17,41,2097
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,52,4,7,4,19,3,4,13,267,0,0,0,0,0,0,0,0,0,0,6,511,242,146,20,19,21,47,12,8,42,1072
511031283,107,22,30,21,23,15,3,17,474,0,3,4,0,0,0,0,0,0,0,10,651,386,244,46,47,44,68,23,18,51,1570
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,202,46,36,38,31,35,6,12,761,4,0,0,0,0,0,0,0,0,12,20,1111,253,298,59,53,55,46,49,12,70,2000
511041286,52,8,9,3,9,12,5,6,240,0,0,0,0,0,0,0,0,0,3,3,445,126,113,11,13,6,14,8,5,35,775
511041287,77,9,11,6,13,8,7,8,285,3,0,0,0,0,0,0,0,0,0,3,613,212,191,17,25,15,17,14,8,29,1131
511041288,202,24,32,30,23,22,19,6,703,3,0,0,0,0,0,0,0,0,0,3,728,404,341,44,56,36,30,26,26,25,1717
511041289,12,4,0,5,4,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,386,41,26,8,4,7,3,5,0,25,504
511041290,72,8,10,15,46,14,8,8,374,0,5,0,0,0,0,0,0,0,0,5,562,236,175,19,10,43,84,16,10,39,1205
511041291,39,6,3,0,8,0,0,7,122,0,0,0,0,0,0,0,0,0,0,4,327,88,87,6,3,0,24,3,4,27,569
511041292,23,3,6,6,0,3,5,3,129,6,0,0,0,0,0,0,0,0,0,8,717,93,61,9,14,14,14,9,5,42,967
597979799,36,9,4,7,8,9,0,19,200,0,0,0,0,0,0,0,0,0,0,5,352,156,115,17,6,18,14,10,3,28,717
