SA2_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
507041183,7,8,27,25,14,11,3,0,0,99,9,15,30,25,25,13,0,0,0,116,154,245,655,576,531,297,86,7,0,2547
507041184,5,11,11,15,18,11,5,0,0,91,3,11,12,21,22,33,8,0,0,113,224,286,428,547,647,549,230,13,0,2923
507051186,12,19,31,24,28,26,3,0,0,144,9,20,37,31,30,32,6,4,0,164,215,285,638,612,675,657,151,8,0,3232
507051187,20,14,54,38,34,37,8,0,0,207,30,28,60,71,61,42,5,0,0,299,465,602,1085,1155,1500,1032,174,8,0,6017
507051188,13,21,43,33,57,53,16,6,0,234,17,33,61,59,66,61,20,3,0,329,340,773,1374,1218,1404,1371,338,28,6,6851
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,12,26,33,37,50,33,11,3,0,203,15,21,56,52,49,45,19,7,5,260,283,378,887,1024,1065,1026,238,25,4,4932
507051191,34,50,108,76,86,40,5,3,0,393,39,52,87,128,130,67,11,0,0,519,1024,1076,1940,2610,2736,1432,202,21,0,11039
507051192,14,19,36,44,39,26,3,0,0,196,12,21,56,46,39,44,10,0,0,229,346,493,998,1084,1246,1020,214,9,0,5421
507051193,11,16,47,33,25,32,7,0,0,174,11,30,48,45,55,39,5,0,0,231,272,428,898,895,979,853,148,10,0,4480
507051312,10,33,79,50,34,9,3,0,0,229,12,26,84,72,47,31,6,0,0,268,281,499,1790,1307,865,557,114,9,0,5409
507051313,39,40,127,119,88,54,13,0,0,479,30,50,140,132,110,57,14,6,0,541,910,1058,2950,3316,2561,1309,225,8,0,12342
507051314,5,3,19,8,9,4,0,0,0,51,5,0,19,15,6,9,0,0,0,52,58,78,321,198,174,138,26,3,0,1001
509011225,20,25,67,53,33,57,31,0,0,287,18,16,30,50,37,38,9,6,0,206,475,493,1161,1192,1406,1386,444,49,10,6623
509011226,10,8,9,7,9,11,4,0,0,59,4,5,6,12,9,12,5,9,0,68,92,91,233,317,418,430,148,53,3,1795
509011227,6,4,15,15,16,10,7,0,0,70,9,9,11,15,19,13,6,0,0,79,193,165,379,450,551,454,126,19,0,2336
509011228,7,3,16,20,22,12,0,0,0,88,9,0,12,18,29,22,10,5,0,98,163,78,310,540,605,617,235,55,5,2611
509011229,0,0,5,0,6,10,0,0,0,29,3,9,6,7,5,10,3,0,0,47,29,105,286,313,293,275,145,13,0,1464
509011230,10,16,17,9,12,15,8,0,0,86,7,12,9,15,15,28,3,0,0,87,114,190,387,357,381,418,152,22,0,2020
509011231,3,0,10,9,5,12,0,0,0,41,10,9,10,11,17,16,17,6,0,88,53,114,278,392,378,440,198,35,5,1909
509011232,3,3,14,7,11,8,0,0,0,51,4,7,5,3,17,10,9,0,0,61,122,77,193,262,355,370,149,21,0,1544
509011233,15,38,46,51,47,42,12,0,0,255,23,15,40,28,37,30,14,0,0,189,418,438,953,1036,1119,861,234,36,5,5098
509011234,4,11,9,11,15,17,9,0,0,78,5,7,13,20,25,25,10,0,0,106,125,131,315,375,519,491,233,42,0,2235
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,10,16,25,33,16,22,3,0,0,127,9,12,22,29,37,26,9,5,0,144,168,185,354,522,707,647,147,28,3,2768
509021237,0,6,4,7,3,5,3,0,0,25,13,7,8,6,9,11,7,7,0,62,104,83,264,265,307,332,113,35,5,1500
509021238,4,13,9,10,8,12,7,0,0,64,9,8,10,7,8,19,11,0,4,69,59,124,262,345,366,373,206,44,9,1778
509021239,9,6,27,24,31,15,5,0,0,114,10,20,35,32,35,41,25,4,0,203,161,251,763,716,875,905,337,80,0,4090
509021240,5,11,17,21,15,8,3,0,0,87,0,5,11,5,14,20,7,5,0,71,117,162,427,403,457,435,159,33,4,2199
509021241,15,12,21,18,9,16,4,0,0,91,10,7,9,8,13,18,10,6,0,81,80,141,343,401,419,502,206,56,7,2143
509021242,3,4,16,15,4,6,3,3,0,51,5,4,11,14,7,19,8,4,0,64,33,108,365,380,451,462,155,34,3,1989
509021243,10,25,30,38,35,35,12,0,0,203,13,17,33,34,42,37,16,7,0,203,287,358,709,791,985,965,328,33,3,4463
509021244,3,9,12,10,15,16,6,0,0,71,6,10,13,7,25,31,5,0,0,96,89,90,196,277,421,511,173,22,3,1781
509021245,8,0,10,15,14,17,8,3,0,65,4,3,13,5,26,28,15,4,0,103,89,81,264,365,406,533,232,36,7,2011
509031246,6,3,3,13,8,11,4,0,0,51,0,8,12,5,8,5,10,0,0,53,55,101,227,264,316,330,167,36,4,1508
509031247,3,8,10,13,10,12,0,0,0,63,7,4,6,14,13,14,9,5,4,67,65,139,405,483,513,539,223,66,12,2447
509031248,0,0,12,5,5,8,0,0,0,41,3,3,5,8,11,7,4,5,0,45,36,71,226,281,346,305,87,14,0,1369
509031249,8,10,19,21,21,19,4,0,0,96,8,9,15,9,20,17,4,3,0,75,123,163,360,349,396,380,144,27,5,1947
509031250,4,7,9,9,18,14,0,0,0,68,0,0,16,12,13,24,3,6,0,68,74,124,312,386,462,499,235,59,7,2157
510011262,10,31,73,87,59,45,20,0,0,322,23,32,91,123,82,58,21,10,0,431,392,532,1995,2098,1808,1535,585,85,0,9046
510011263,0,6,34,19,33,17,0,0,0,112,0,13,29,13,13,12,11,0,0,94,74,219,705,534,553,584,210,18,0,2898
510011264,0,0,9,6,0,6,4,0,0,27,0,0,18,12,12,7,3,0,0,50,30,99,307,268,261,263,82,6,0,1317
510011265,7,13,30,43,36,30,6,0,0,164,12,14,50,30,41,37,14,3,0,196,138,280,1104,1014,965,881,272,27,0,4682
510011266,0,3,8,8,5,9,3,0,0,41,0,3,7,3,4,4,0,0,0,23,30,91,292,288,272,357,109,6,0,1452
510021267,0,8,42,30,27,12,3,0,0,122,0,3,21,9,8,13,0,0,0,59,87,514,2328,2184,1945,1303,197,18,0,8579
510021268,4,12,37,23,14,8,0,0,0,90,3,4,23,16,18,10,0,0,0,69,90,208,779,692,605,372,73,0,0,2816
510021269,4,6,30,19,12,12,0,0,0,83,9,10,27,25,20,23,8,0,0,121,94,126,745,827,588,396,80,0,0,2852
510021270,17,18,56,52,43,23,3,0,0,208,13,30,66,69,58,39,5,0,0,276,270,414,1654,1521,1092,811,146,5,0,5912
510031271,6,17,39,37,18,17,4,0,0,143,18,20,56,56,60,34,10,0,0,257,136,471,2002,2044,1822,1349,246,20,0,8091
510031272,27,33,105,99,66,29,9,0,0,363,26,50,132,147,101,63,13,0,0,524,488,667,2498,2749,2024,1169,243,13,0,9842
510031273,5,5,20,26,18,7,9,0,0,82,3,10,36,26,25,13,4,0,0,126,115,179,757,889,788,507,90,3,0,3333
511011274,25,32,69,54,73,37,13,0,0,300,18,33,37,37,47,46,21,9,0,251,372,439,1002,1089,1226,1058,291,52,0,5530
511011275,5,4,10,7,8,8,4,0,0,47,3,5,19,13,14,20,7,0,3,79,80,162,506,459,526,457,132,31,5,2356
511021276,3,8,9,8,17,14,5,0,0,74,8,7,19,21,23,20,10,0,0,100,79,137,408,408,517,522,204,22,0,2297
511021277,12,9,44,26,35,33,8,0,0,168,7,20,71,37,42,46,11,5,0,248,170,341,1144,1049,977,1132,304,37,7,5172
511031278,15,25,45,32,19,22,3,0,0,162,13,17,42,39,48,27,8,0,0,201,189,294,666,670,683,603,151,12,0,3265
511031279,29,41,72,73,81,35,9,0,0,336,23,32,65,64,62,47,11,0,0,309,452,716,1741,1598,1508,1167,284,24,0,7498
511031280,18,23,45,49,37,24,4,0,0,211,13,14,49,40,28,20,10,6,0,178,237,428,1222,1091,898,692,159,15,0,4750
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,3,0,7,4,9,7,3,0,0,31,3,9,13,3,20,20,5,5,0,86,94,201,601,519,632,460,120,16,0,2649
511031283,0,8,28,14,10,11,0,0,0,71,5,8,10,17,9,3,0,0,0,46,57,338,1111,1003,950,729,131,10,0,4336
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,14,31,37,43,26,45,8,5,0,205,9,21,34,26,39,30,19,4,4,191,353,465,942,909,1038,1000,320,48,7,5079
511041286,20,24,35,39,36,24,7,0,0,185,17,14,24,28,31,23,5,0,0,145,278,255,481,589,754,627,141,11,0,3135
511041287,14,21,44,28,41,24,4,0,0,169,14,11,42,34,27,28,9,0,0,161,286,279,831,781,890,668,174,13,0,3919
511041288,18,18,45,36,32,22,10,4,0,190,16,12,22,36,39,24,15,5,0,160,391,392,947,1131,1121,819,253,32,0,5084
511041289,3,8,6,14,3,6,3,0,0,40,6,5,3,6,21,23,10,6,0,92,91,89,164,283,362,366,142,38,0,1529
511041290,0,3,9,7,5,8,9,0,0,44,7,12,17,12,14,10,5,4,0,81,40,233,797,626,686,544,149,20,0,3083
511041291,4,8,5,8,5,10,3,0,0,36,4,3,3,8,15,9,0,0,0,51,27,117,325,410,403,470,162,46,0,1962
511041292,9,9,11,14,12,21,7,0,0,84,4,6,13,20,17,27,18,4,0,109,113,138,338,500,607,729,275,58,0,2767
597979799,0,0,5,0,5,0,0,0,0,11,0,9,44,78,68,33,0,0,0,242,10,71,297,516,486,267,40,8,0,1697
