SA2_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
501021011,11,0,11,7,0,5,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,16.7,50,25,75,100,80,62.5,50,60,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,0,6,4,0,4,4,0,3
501021012,4404,4876,9276,2240,1083,3325,493,1454,1947,180,163,343,149,131,277,3058,2831,5892,1126,1796,2924,4.7,4.7,4.7,69.5,58.1,63.5,66.2,55.4,60.5,54,69,125,43,87,130,285,533,815,290,461,753,1491,934,2419,80,159,238,62,130,188,1627,1220,2851,4567,4861,9434,783,881,1661,3067,3185,6258,1933,2219,4153
501021014,3812,3749,7560,1692,872,2562,425,931,1356,167,144,317,103,99,200,2398,2039,4438,1168,1511,2676,4.5,4.7,4.6,62.9,54.4,58.7,60.1,51.9,56,45,55,100,27,78,104,238,425,662,210,314,523,1096,640,1734,63,116,176,46,70,117,1206,819,2025,3757,3570,7323,568,611,1182,2601,2486,5091,1500,1502,3000
501021015,2663,2981,5644,1204,710,1913,351,807,1160,100,106,203,80,88,170,1739,1709,3452,811,1140,1951,4.7,5.2,4.9,65.2,57.4,61.1,62.2,54.4,58.1,37,41,80,22,53,72,186,304,495,185,248,431,830,551,1381,57,86,142,36,80,114,918,714,1635,2618,2847,5470,532,553,1090,1787,1969,3757,1183,1294,2480
501021016,1704,1705,3411,683,286,969,156,427,587,104,65,166,62,65,124,1010,842,1849,541,737,1286,6.2,7.6,6.8,59.1,49.2,54.2,55.5,45.5,50.5,13,17,27,11,22,33,69,137,203,92,150,241,524,284,810,20,51,75,21,38,60,570,378,942,1589,1634,3222,257,265,514,1162,1162,2318,595,647,1241
501021251,3285,3753,7037,1850,1085,2937,390,1190,1577,147,138,285,114,121,239,2498,2532,5030,688,1091,1776,4.5,4.8,4.7,76.1,67.6,71.5,72.7,64.3,68.2,99,116,216,33,103,136,354,635,986,267,374,646,1036,714,1748,61,130,199,46,94,142,1140,942,2083,3643,3883,7525,686,809,1497,2259,2356,4622,1763,2067,3839
501021252,1127,1187,2315,582,297,873,138,397,530,50,35,84,24,30,48,784,757,1547,309,403,712,2.9,3.7,3.3,69.8,63.7,66.7,67.8,61.4,64.5,41,28,70,20,46,66,123,229,352,100,130,231,395,181,576,16,21,33,20,42,55,429,237,667,1206,1226,2437,175,195,371,883,919,1801,461,453,915
501021253,5121,5572,10693,2406,1430,3838,610,1448,2057,170,161,328,139,126,263,3317,3167,6486,1461,2131,3587,4.2,4,4.1,64.8,56.8,60.7,62.1,54.6,58.2,232,226,452,106,190,297,655,1005,1667,407,578,989,1385,803,2190,79,118,197,61,139,203,1523,1062,2583,4696,5026,9718,990,1081,2073,3047,3255,6301,2374,2611,4982
501021254,1968,2095,4062,739,355,1093,231,522,757,73,53,125,116,106,224,1159,1036,2201,663,908,1571,10,10.2,10.1,59,49.5,54.1,53.1,44.4,48.6,24,13,39,13,26,37,78,179,258,91,155,251,519,387,909,54,66,117,26,41,67,599,488,1086,1877,1959,3839,363,384,745,1262,1290,2553,837,923,1761
501031017,2838,2891,5732,1162,560,1728,319,790,1107,134,97,233,72,58,126,1689,1506,3193,904,1173,2079,4.1,3.7,3.9,59.5,52,55.7,57.1,50.1,53.5,69,49,119,18,76,98,236,399,631,183,354,533,815,427,1244,43,67,107,53,77,131,911,568,1482,2650,2642,5296,479,539,1022,1852,1843,3691,1129,1202,2336
501031018,2393,2512,4908,1020,495,1516,274,664,944,120,120,238,68,49,121,1491,1322,2816,747,1065,1814,4.6,3.6,4.2,62.3,52.7,57.4,59.4,50.8,55,52,63,114,26,73,102,171,347,521,190,258,448,690,362,1050,34,62,98,31,65,94,762,488,1248,2339,2415,4753,365,408,773,1679,1698,3378,903,997,1894
501031019,2110,2167,4277,1006,505,1510,246,595,839,89,85,170,52,48,106,1389,1232,2622,583,793,1377,4,4,4,65.9,56.9,61.3,63.2,54.6,58.8,18,30,49,10,32,48,118,208,321,85,152,233,538,336,876,43,74,115,32,50,77,615,455,1072,2116,2128,4243,316,339,653,1476,1453,2930,821,886,1709
501031020,2343,2267,4605,874,448,1322,339,645,986,106,108,210,50,45,89,1360,1252,2608,733,778,1507,3.5,3.4,3.4,58.2,55.1,56.7,56.2,53.2,54.7,52,83,138,26,64,91,213,326,539,157,228,385,555,274,825,28,50,80,43,49,90,625,372,995,2102,1978,4089,294,314,618,1566,1436,3005,736,766,1502
502011021,3040,3268,6311,1127,574,1701,346,917,1267,162,111,272,123,119,241,1759,1724,3482,1190,1454,2649,6.9,6.9,6.9,57.8,52.7,55.2,53.8,49.1,51.3,65,74,133,26,76,97,232,390,621,256,365,623,1026,524,1550,40,73,116,44,106,149,1107,705,1812,3102,3277,6379,585,626,1216,2043,2070,4109,1451,1672,3115
502011022,3596,3964,7553,1286,748,2039,425,1024,1452,145,121,267,162,139,301,2022,2035,4059,1468,1817,3285,8,7,7.5,56.2,51.5,53.7,51.7,47.8,49.7,64,62,129,34,105,139,272,482,757,312,445,753,1154,618,1771,57,97,153,57,117,178,1270,829,2098,3492,3798,7293,666,752,1421,2257,2350,4605,1720,2014,3735
502011023,3628,4300,7921,1143,604,1750,403,920,1318,129,133,259,196,148,346,1872,1800,3676,1535,2188,3722,10.5,8.2,9.4,51.6,41.9,46.4,46.2,38.5,42,32,50,83,18,49,73,153,319,472,211,357,570,1054,661,1716,65,103,167,49,95,146,1166,856,2026,3578,4157,7736,572,656,1229,2502,2856,5361,1435,1742,3177
502011024,7069,8315,15379,2708,1583,4286,838,2062,2905,317,258,582,256,264,521,4117,4172,8287,2735,3887,6627,6.2,6.4,6.3,58.3,50.2,53.9,54.7,47,50.5,177,165,343,78,189,269,584,1038,1624,614,939,1554,2163,1214,3378,119,157,273,110,227,332,2391,1594,3979,7174,8115,15284,1171,1405,2572,4696,5219,9916,3234,3853,7083
502011025,4072,4655,8726,1120,700,1825,489,939,1429,142,121,262,217,204,424,1974,1961,3936,1640,2206,3843,11.1,10.4,10.7,48.6,42.1,45.1,43.1,37.7,40.3,65,83,152,35,82,111,277,412,686,293,400,693,999,647,1653,66,107,173,55,102,157,1123,859,1981,3299,3746,7043,832,991,1824,1861,2036,3894,2095,2488,4579
502011026,2494,2651,5145,898,473,1375,259,649,902,101,92,190,91,100,194,1351,1313,2669,990,1203,2197,6.9,7.8,7.3,54.3,49.5,51.8,50.5,45.7,48,24,37,61,7,44,54,116,217,329,158,262,424,821,400,1219,36,61,101,39,66,100,891,530,1422,2365,2448,4815,433,493,920,1565,1621,3183,1092,1197,2287
502011027,7101,8382,15480,3423,1993,5414,877,2404,3282,344,302,651,266,244,511,4909,4952,9862,1974,3168,5142,5.4,5,5.2,69.2,59.1,63.7,65.4,56.1,60.4,172,165,339,81,199,282,546,1148,1697,575,993,1560,2310,1478,3785,119,211,330,101,226,329,2530,1914,4440,7705,8695,16397,1396,1612,3006,4671,5161,9829,3777,4495,8275
502011028,4197,4968,9166,1256,753,2008,446,1022,1475,165,136,302,208,148,357,2081,2061,4140,1894,2617,4512,10,7.2,8.6,49.5,41.5,45.2,44.6,38.5,41.3,66,67,132,36,79,114,218,396,611,284,471,753,1159,681,1840,52,101,152,72,122,193,1280,901,2184,3945,4541,8487,718,805,1519,2529,2876,5399,1914,2234,4157
502011029,3722,4090,7812,1463,772,2236,403,993,1397,164,142,304,148,124,273,2182,2033,4216,1289,1769,3062,6.9,6.1,6.5,58.7,49.7,54,54.6,46.7,50.5,39,35,72,23,70,88,134,309,444,185,332,520,1098,713,1814,68,105,174,56,102,156,1220,921,2138,3778,4018,7787,614,675,1288,2530,2660,5188,1595,1765,3363
503011030,2609,2796,5407,1156,567,1725,476,838,1316,49,77,127,73,63,133,1752,1545,3294,814,1189,2008,4.1,3.9,4,67.1,55.3,61,64.3,53.1,58.5,437,301,735,88,156,241,894,890,1776,185,304,483,187,95,284,12,22,36,30,56,82,226,169,399,2770,2887,5654,390,401,789,1949,2050,4000,1134,1161,2295
503011031,3510,4165,7671,1421,993,2412,622,1013,1632,79,132,202,107,110,214,2224,2238,4463,1131,1722,2858,4.8,4.8,4.8,63.4,53.8,58.2,60.4,51.2,55.4,540,501,1036,103,234,341,1192,1312,2503,275,429,702,270,139,406,11,24,37,22,89,109,302,250,554,3205,3609,6814,775,913,1679,1814,2108,3919,1977,2283,4260
503011032,2984,3229,6210,1383,798,2181,559,961,1523,88,113,200,80,64,146,2115,1941,4050,771,1167,1937,3.8,3.4,3.6,70.8,60.2,65.3,68.1,58.2,62.9,483,364,840,68,173,237,1091,1239,2322,209,301,513,189,94,289,15,16,36,28,69,94,238,183,420,2917,3037,5959,563,617,1176,1821,1944,3770,1492,1562,3054
503011033,3164,3371,6534,1623,842,2468,518,1174,1689,76,100,173,85,83,170,2309,2198,4507,811,1126,1940,3.8,3.9,3.8,73,65.2,69,70.2,62.6,66.3,545,413,957,115,218,333,1080,1197,2277,246,330,576,266,123,397,11,25,38,25,68,96,309,226,530,3530,3650,7179,511,550,1062,2462,2550,5011,1399,1486,2881
503011034,3992,4654,8640,1738,1006,2743,761,1358,2119,89,136,221,119,141,260,2715,2638,5350,1107,1819,2921,4.4,5.3,4.8,68,56.7,61.9,65,53.7,58.9,579,552,1128,110,227,341,1275,1402,2676,321,424,743,354,217,569,14,31,48,30,79,111,399,326,723,3800,4456,8261,765,934,1700,2441,2804,5249,1928,2381,4313
503011035,8036,8734,16771,2982,1678,4661,1601,2560,4162,199,292,491,283,255,541,5072,4785,9853,2555,3429,5986,5.6,5.4,5.5,63.1,54.8,58.8,59.5,51.9,55.5,1614,1293,2908,255,438,691,2579,2724,5302,437,698,1135,427,295,721,78,83,158,47,105,154,552,483,1035,7401,7735,15138,1777,1878,3650,4486,4843,9332,4375,4423,8795
503011036,3654,3840,7488,1693,901,2590,650,1175,1826,74,107,182,104,86,185,2518,2266,4787,1001,1427,2423,4.1,3.7,3.9,68.9,59.2,63.9,66.1,57,61.4,617,472,1085,113,210,319,1162,1299,2461,274,392,665,248,149,395,18,28,44,29,75,106,288,248,541,3827,3822,7651,686,657,1341,2365,2424,4789,1956,1852,3807
503021037,26,19,45,5,4,4,4,3,10,0,0,0,0,0,0,10,11,17,10,6,19,0,0,0,40,38.1,39.1,40,38.1,39.1,3,0,5,0,0,0,5,3,8,0,0,4,3,0,4,0,0,0,0,0,0,3,0,5,14,14,29,3,3,10,5,7,19,11,3,14
503021038,4374,4909,9287,2569,1693,4263,648,1557,2208,104,183,286,116,118,229,3434,3542,6977,781,1212,1997,3.3,3.2,3.3,78.5,72.2,75.2,75.9,69.8,72.7,523,569,1097,192,299,491,1309,1609,2915,396,454,853,589,313,902,30,55,86,49,89,134,670,461,1127,4470,4794,9265,835,931,1770,2742,3018,5762,2230,2419,4652
503021039,6770,7394,14170,3365,2443,5811,1214,2183,3400,178,257,439,197,200,396,4957,5078,10037,1519,2065,3585,4,3.9,3.9,73.2,68.7,70.8,70.3,66,68,732,737,1473,217,413,633,1954,2233,4182,623,763,1391,904,518,1425,48,96,139,58,137,202,1010,750,1766,6361,6772,13136,1284,1464,2749,4058,4270,8331,3245,3648,6887
503021040,3838,4080,7922,1997,1429,3427,630,1173,1810,101,139,245,136,105,242,2875,2850,5721,824,1082,1903,4.7,3.7,4.2,74.8,69.8,72.2,71.2,67.2,69.1,386,414,802,145,236,372,1140,1292,2429,327,361,685,497,276,776,26,45,74,42,66,113,569,390,960,3661,3811,7472,750,805,1556,2227,2382,4610,1944,2042,3984
503021042,6880,7739,14619,3226,2345,5570,1117,2102,3217,146,215,361,209,194,396,4695,4851,9545,1798,2499,4295,4.4,4,4.2,68.2,62.7,65.3,65.2,60.2,62.6,1302,1196,2500,261,453,717,2207,2591,4790,500,694,1195,522,345,867,53,60,112,66,143,214,648,546,1193,6305,6917,13224,1493,1744,3236,3644,4102,7743,3782,4204,7977
503021043,7318,8231,15553,3644,2457,6101,1441,2572,4018,204,298,508,211,211,424,5498,5546,11045,1556,2374,3928,3.8,3.9,3.8,75.2,67.4,71,72.3,64.8,68.3,1172,1128,2300,216,397,613,2247,2673,4923,700,849,1546,799,495,1298,57,71,125,69,148,218,928,715,1643,7255,7824,15085,1432,1613,3049,4067,4380,8436,4149,4602,8753
503021295,6243,5435,11678,3118,1942,5057,796,1173,1972,209,189,394,233,190,420,4352,3491,7841,1012,1393,2401,5.3,5.4,5.3,69.7,64.3,67.2,66,60.8,63.6,817,736,1552,126,171,296,1679,1632,3314,583,558,1140,725,369,1091,43,42,96,57,73,132,826,489,1309,3997,3620,7615,1758,1621,3377,1700,1435,3145,3850,3634,7485
503021296,5217,4820,10037,2674,1963,4633,852,1161,2020,158,180,340,176,158,333,3860,3456,7322,878,1018,1900,4.5,4.6,4.5,74,71.8,72.9,70.6,68.5,69.6,612,595,1216,157,226,391,1437,1461,2899,477,531,1006,648,358,1010,52,58,108,40,63,100,740,479,1219,3823,3524,7343,1329,1407,2736,1685,1584,3266,3263,3179,6446
503021297,7394,5955,13349,3393,2100,5498,862,1170,2037,283,243,526,277,212,487,4824,3727,8546,1153,1370,2525,5.7,5.7,5.7,65.2,62.6,64,61.4,59,60.4,868,732,1605,155,175,338,1906,1749,3655,599,594,1183,840,372,1212,55,65,120,53,76,132,952,512,1466,4198,3472,7668,2067,1920,3984,1585,1221,2805,4534,4008,8542
504011044,6055,6686,12739,2864,1942,4805,908,1805,2715,156,213,372,216,191,412,4151,4156,8304,1603,2246,3846,5.3,4.7,5,68.5,62.2,65.2,64.9,59.2,61.9,305,368,676,134,275,412,896,1343,2243,532,663,1194,1472,785,2254,93,121,209,68,157,229,1627,1064,2690,6149,6618,12774,916,964,1879,4130,4484,8619,2491,2717,5213
504011045,9450,10272,19719,4751,3131,7881,1444,2843,4285,290,402,689,322,298,620,6806,6671,13474,2310,3271,5579,4.8,4.4,4.6,72,64.9,68.3,68.6,62.1,65.2,604,785,1388,269,481,753,1986,2466,4455,926,1053,1976,1824,958,2782,83,160,242,109,201,319,2020,1315,3334,9608,10159,19762,1485,1612,3099,6225,6644,12872,4191,4517,8705
504011046,5569,5589,11160,2838,2050,4889,894,1518,2413,157,180,332,215,200,416,4110,3946,8048,1121,1352,2481,5.3,5.1,5.2,73.7,70.5,72.1,69.9,66.9,68.4,490,574,1063,148,254,401,1403,1621,3023,577,605,1185,879,568,1449,79,86,163,71,108,176,1027,760,1783,4814,4694,9505,1198,1305,2502,2583,2479,5069,3145,3247,6388
504011047,9135,9451,18580,4138,2450,6589,1416,2486,3895,272,318,591,362,318,680,6187,5570,11758,2590,3541,6134,5.8,5.7,5.8,67.8,59,63.3,63.8,55.6,59.6,420,483,897,106,215,323,1349,1610,2961,840,942,1784,2006,1045,3050,109,161,269,130,250,373,2241,1449,3693,9147,9342,18494,1376,1382,2760,6002,6144,12144,3955,4013,7969
504011048,3212,3415,6625,1429,802,2230,489,929,1420,81,101,185,137,114,251,2139,1951,4086,1006,1397,2403,6.3,6,6.2,66.5,57.2,61.7,62.3,53.7,57.9,138,130,261,55,94,150,527,604,1128,329,367,691,690,322,1011,35,58,98,39,85,123,768,465,1238,3370,3525,6899,385,360,745,2558,2698,5254,1022,1054,2069
504021049,2907,1122,4028,474,307,779,139,334,472,77,47,120,37,21,55,720,703,1428,2129,370,2504,4.7,2.8,3.8,24.8,62.8,35.4,23.7,61,34.1,14,44,56,10,32,40,142,146,289,88,108,190,500,193,697,12,23,35,13,35,43,526,253,771,1123,1121,2243,110,138,246,834,843,1672,348,375,727
504021050,2660,2882,5540,1228,706,1931,436,960,1401,113,94,209,81,70,157,1860,1837,3691,734,970,1709,4.4,4,4.2,69.9,63.7,66.7,66.8,61.1,63.9,206,208,418,95,150,245,506,715,1214,286,374,657,606,287,897,33,38,70,35,75,108,677,399,1079,2935,3040,5980,301,362,664,2248,2344,4594,846,926,1773
504021051,2165,2370,4534,1100,563,1667,271,707,982,79,98,175,58,53,116,1517,1421,2933,581,870,1446,4,3.7,3.9,69.9,60,64.7,67.1,57.7,62.2,72,60,130,43,69,114,202,355,559,184,273,460,663,326,984,32,50,83,44,54,97,737,430,1164,2261,2370,4633,309,362,673,1620,1725,3346,797,872,1667
504021052,6,8,16,0,0,0,3,3,8,0,0,0,0,0,0,3,6,8,4,4,6,0,0,0,40,60,53.3,40,60,53.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,4,4,6,8,16,0,0,0,6,3,11,0,7,7
504021053,4944,5441,10382,2348,1345,3690,632,1564,2202,226,203,432,139,142,277,3347,3258,6600,1452,2012,3464,4.2,4.4,4.3,67.7,59.9,63.6,64.8,57.3,60.9,147,192,340,89,174,267,497,919,1417,453,650,1106,1588,803,2400,63,100,163,85,163,250,1746,1070,2818,5320,5650,10968,634,654,1284,3962,4155,8118,1688,1891,3581
504021054,4971,5376,10351,2225,1339,3559,571,1297,1871,172,191,355,210,163,370,3174,2981,6159,1508,2055,3566,6.6,5.4,6.1,63.9,55.4,59.5,59.6,52.4,55.9,97,130,229,42,127,168,395,634,1031,342,546,886,1404,780,2187,86,131,217,70,122,193,1558,1035,2592,4968,5243,10210,727,763,1486,3373,3552,6921,2008,2156,4161
504031055,0,3,9,4,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,3,0,3,3,5,0,0,0,3,3,5,0,0,0
504031056,7166,7448,14620,3392,1866,5261,1101,2145,3243,243,244,489,321,287,605,5057,4535,9592,1888,2671,4555,6.4,6.2,6.3,70.6,60.9,65.6,66.1,57.1,61.5,177,185,356,68,113,177,698,945,1646,515,712,1223,1844,1020,2865,118,146,256,110,199,312,2068,1363,3430,7865,8080,15941,742,770,1519,6033,6086,12116,2116,2296,4410
504031057,7882,8334,16213,4008,2286,6291,1169,2195,3367,264,277,539,363,331,688,5803,5076,10878,1796,2972,4765,6.2,6.5,6.3,73.6,60.9,67.1,69.1,57,62.8,252,316,571,80,149,225,893,1279,2172,707,780,1490,1879,1096,2976,138,154,290,104,189,295,2120,1440,3561,8656,8529,17186,1236,1298,2540,5674,5552,11230,3486,3628,7114
504031058,2171,2162,4330,1088,622,1711,266,585,849,97,97,194,78,65,141,1524,1367,2890,494,684,1178,4.9,4.6,4.8,70.3,63.1,66.7,66.9,60.2,63.6,28,28,59,12,35,46,123,250,377,129,212,340,709,398,1103,41,53,97,20,43,63,770,498,1267,2134,2152,4279,408,333,742,1507,1542,3044,893,815,1710
