SA2_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
506021121,14,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,7039,6959,13994,3581,2355,5935,1176,1910,3088,208,250,459,233,210,442,5195,4724,9919,1288,1727,3016,4.5,4.4,4.5,73.8,67.9,70.9,70.5,64.9,67.7,699,748,1447,179,259,437,1611,1854,3468,689,741,1428,1109,632,1739,96,102,196,73,101,178,1278,840,2112,5773,5765,11539,1668,1646,3312,3086,3063,6150,4045,4006,8045
506021309,3485,3615,7100,1581,1031,2617,567,883,1445,109,116,224,154,127,278,2408,2159,4574,849,1227,2072,6.3,6,6.2,69.2,59.8,64.4,64.8,56.2,60.4,137,173,306,33,87,122,497,638,1140,324,372,697,756,418,1170,70,70,139,39,68,110,862,562,1425,3258,3380,6638,667,684,1350,1857,1918,3768,1854,1921,3772
506021310,2853,2953,5807,1401,827,2225,447,707,1156,90,99,191,100,95,197,2040,1724,3763,683,1103,1778,4.8,5.6,5.2,71.5,58.4,64.8,68,55.1,61.5,209,201,412,35,62,100,438,578,1015,263,297,565,627,270,897,33,55,87,40,51,95,697,379,1075,2924,2979,5902,446,451,897,1703,1772,3472,1454,1479,2935
506021311,4803,4498,9302,2453,1577,4033,708,1131,1841,194,164,364,190,156,343,3546,3038,6581,917,1227,2145,5.3,5.3,5.3,73.9,67.5,70.8,70,63.9,67.1,380,298,674,93,138,232,953,1122,2076,523,537,1058,884,484,1377,68,65,133,69,79,155,1032,632,1664,3973,3749,7723,1136,1113,2251,2041,1954,3989,2803,2693,5494
506031124,8858,8875,17737,3332,1976,5308,1895,2343,4244,293,260,555,410,314,731,5939,4898,10835,2266,3212,5476,7,6.5,6.7,67,55.2,61.1,62.4,51.6,57,857,766,1619,148,258,405,1877,1930,3804,824,828,1650,1273,712,1984,139,138,271,80,137,210,1490,984,2465,7230,7273,14509,2210,1926,4137,3584,3862,7442,5370,4866,10239
506031125,3900,4227,8133,1960,1200,3158,634,1260,1894,131,135,263,141,151,293,2867,2744,5614,970,1416,2383,4.9,5.5,5.2,73.4,65,69,69.8,61.4,65.4,290,284,573,66,146,213,826,956,1782,349,490,839,728,387,1116,54,70,125,48,82,136,836,536,1372,4158,4439,8603,511,526,1042,3113,3392,6497,1353,1371,2722
506031126,8,0,9,6,0,6,0,0,0,0,0,0,3,0,0,5,0,7,0,0,0,40,100,50,55.6,100,60,33.3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,4,0,4,0,0,0,0,0,0,5,0,3
506031127,8274,8128,16395,3798,2123,5916,1677,2251,3932,316,282,599,342,339,677,6131,4996,11128,1607,2650,4261,5.6,6.8,6.1,74.1,61.5,67.8,70,57.3,63.7,697,826,1520,92,199,291,1603,1924,3527,932,805,1736,1263,733,1999,100,108,204,104,115,215,1463,953,2418,7727,7643,15364,1815,1668,3481,3904,4008,7915,4885,4651,9538
506031128,5501,5780,11279,2426,1448,3880,868,1596,2466,155,182,342,230,198,420,3686,3427,7107,1623,2140,3761,6.2,5.7,5.9,67,59.3,63,62.8,55.9,59.3,307,312,623,96,170,264,905,1159,2062,504,622,1127,1269,692,1961,87,93,181,68,122,188,1423,906,2334,5697,5939,11635,751,768,1520,3884,4069,7951,2184,2275,4463
506031129,5406,6051,11461,2452,1401,3854,884,1705,2585,111,152,260,193,168,365,3643,3421,7064,1660,2512,4175,5.4,4.9,5.1,67.4,56.6,61.7,63.8,53.8,58.5,725,607,1339,141,225,366,1410,1674,3080,479,631,1111,799,353,1151,41,61,102,63,117,178,897,538,1431,5701,6150,11851,986,1031,2026,3663,3997,7660,2753,2946,5697
506031130,18,0,24,15,0,11,0,0,0,0,0,0,0,0,0,15,0,16,7,0,7,0,25,6.7,61.1,100,68.2,61.1,75,63.6,0,0,0,0,0,0,5,0,3,0,0,0,5,0,5,0,0,0,0,0,0,4,0,5,10,0,17,5,0,5,4,0,4,4,0,10
506031131,7085,7618,14705,3314,1893,5207,1171,2308,3482,154,186,338,276,286,566,4921,4679,9600,2056,2821,4880,5.7,6.2,5.9,69.5,61.4,65.3,65.5,57.6,61.4,846,754,1604,163,287,450,1774,2056,3830,676,738,1413,1056,511,1571,79,94,171,73,155,230,1211,764,1969,7994,8286,16278,1099,1143,2239,5395,5625,11017,3362,3464,6828
506041132,8107,7784,15888,3623,1916,5536,1302,1840,3135,295,266,554,363,354,719,5575,4372,9949,2057,2981,5038,6.6,8.1,7.2,68.8,56.2,62.6,64.2,51.7,58.1,373,460,830,77,127,204,1001,1326,2323,735,702,1445,1685,937,2615,114,133,245,105,170,277,1900,1237,3140,8182,7844,16029,1343,1201,2547,5187,4961,10149,3747,3523,7267
506041133,9733,9390,19122,4602,2557,7157,1368,2662,4032,274,285,562,338,337,681,6586,5845,12429,2860,3325,6183,5.1,5.8,5.4,67.6,62.3,65,64.1,58.7,61.4,793,740,1530,141,255,394,1674,2165,3834,885,899,1775,1606,848,2458,105,119,218,91,176,271,1797,1143,2950,9484,10055,19541,1277,1319,2601,6487,6771,13254,3658,3980,7640
506041134,7998,8482,16486,3362,1693,5055,1045,1814,2858,264,226,487,440,407,842,5111,4135,9243,2372,3790,6161,8.7,9.8,9.2,63.9,48.7,56.1,58.4,43.9,50.9,186,187,372,51,105,158,532,871,1404,549,729,1279,1951,1245,3194,144,202,352,108,204,312,2206,1651,3858,8237,8456,16699,1235,1308,2544,5431,5541,10976,3394,3566,6963
506041135,7765,8431,16199,4243,2410,6658,1147,2474,3620,266,288,555,325,338,663,5979,5514,11493,1553,2668,4224,5.4,6.1,5.8,77,65.4,71,72.8,61.4,66.9,444,437,882,98,200,305,1087,1581,2667,706,884,1591,1827,1092,2916,121,180,302,80,151,234,2027,1425,3448,8973,9284,18254,1133,1230,2368,6061,6196,12259,3332,3656,6986
506041136,5870,5841,11705,2586,1200,3781,801,1414,2213,203,190,389,291,237,524,3874,3031,6904,1574,2416,3987,7.5,7.8,7.6,66,51.9,59,61.1,47.9,54.5,176,215,393,46,76,118,540,724,1269,427,507,935,1382,758,2141,104,143,249,83,115,197,1564,1021,2582,5976,5990,11970,843,804,1641,3940,3834,7771,2464,2510,4968
506041137,9111,9562,18667,4096,2267,6360,1334,2494,3833,297,266,562,431,404,832,6158,5431,11584,2606,3769,6373,6.9,7.4,7.2,67.6,56.8,62.1,62.9,52.6,57.6,364,356,722,92,203,288,1055,1429,2486,825,969,1793,2272,1177,3444,118,196,314,135,232,368,2521,1605,4128,9718,9995,19707,1192,1270,2459,6901,7140,14039,3378,3553,6931
506051138,7340,7757,15102,3844,2133,5974,918,2079,2999,264,289,548,279,265,541,5307,4764,10073,1698,2639,4335,5.3,5.5,5.4,72.3,61.4,66.7,68.5,58,63.1,281,307,589,70,146,214,753,1180,1935,621,787,1408,2086,1148,3231,119,172,295,96,170,270,2302,1491,3787,7912,8214,16127,1011,1101,2109,5403,5627,11033,2914,3105,6020
506051139,4559,4953,9512,2394,1367,3760,592,1343,1934,181,188,375,163,160,323,3331,3060,6390,1070,1704,2768,4.9,5.2,5.1,73.1,61.8,67.2,69.5,58.6,63.8,58,82,140,43,98,142,318,582,906,311,504,816,1426,805,2240,73,111,182,79,130,205,1581,1046,2627,4794,4960,9752,692,802,1500,3440,3603,7035,1709,1899,3605
506051140,5806,6312,12114,2606,1499,4105,820,1759,2581,179,215,399,178,138,311,3790,3607,7394,1881,2521,4402,4.7,3.7,4.2,65.3,57.2,61.1,62.2,55,58.5,302,290,588,128,210,337,871,1208,2080,606,862,1467,1537,679,2220,66,122,186,85,169,249,1682,966,2653,6087,6454,12539,786,830,1617,4597,4908,9506,1992,2109,4105
506051141,4433,4678,9114,2027,1114,3140,668,1441,2106,143,163,303,116,89,206,2960,2798,5758,1332,1754,3083,3.9,3.2,3.6,66.8,59.8,63.2,64.2,57.9,61,180,182,357,96,206,300,645,912,1558,426,525,949,1217,577,1794,62,88,141,68,121,183,1347,778,2121,4901,4954,9850,503,574,1072,3797,3755,7549,1395,1545,2932
506061142,6516,7469,13984,3952,2212,6163,759,2252,3018,294,333,632,192,254,446,5207,5053,10264,1134,2197,3335,3.7,5,4.4,79.9,67.7,73.4,76.9,64.3,70.2,141,183,323,62,183,243,492,896,1388,532,949,1475,2278,1455,3729,108,182,295,95,181,278,2482,1822,4305,7829,8452,16279,1217,1383,2600,4898,5064,9960,3262,3881,7145
506061143,2692,2785,5484,1456,747,2201,339,883,1227,121,130,248,73,70,138,1983,1831,3814,605,868,1469,3.6,3.8,3.7,73.6,65.8,69.6,70.9,63.3,67.1,45,51,91,20,60,82,171,359,529,187,321,509,930,448,1382,33,64,99,36,92,124,1001,601,1604,2932,2988,5916,342,380,717,2112,2078,4195,996,1090,2087
506061144,1972,1725,3698,757,402,1164,172,501,673,103,80,184,37,36,77,1071,1022,2093,813,596,1405,3.5,3.7,3.6,54.3,59.2,56.6,52.4,57,54.6,29,30,59,17,38,53,138,221,360,119,176,293,535,279,817,17,25,43,37,32,71,584,339,928,1685,1684,3373,208,243,457,1236,1249,2484,549,600,1147
506071145,5708,6746,12452,2776,2116,4892,900,1740,2636,173,234,406,200,183,381,4053,4273,8323,1401,2157,3559,4.9,4.3,4.6,71,63.3,66.8,67.5,60.6,63.7,641,638,1276,177,326,501,1632,1953,3582,512,620,1130,764,481,1241,48,76,124,47,120,167,861,671,1537,5091,5847,10943,1246,1478,2721,2815,3330,6142,3213,3665,6878
506071146,4685,4815,9501,1964,1120,3088,835,1339,2175,116,132,246,161,125,286,3081,2715,5796,1413,1874,3282,5.3,4.5,5,65.8,56.4,61,62.3,53.8,58,533,434,964,142,195,335,1174,1272,2445,403,501,904,583,307,895,51,42,92,49,97,144,684,442,1131,4622,4661,9283,872,768,1637,2969,3132,6104,2271,2029,4300
506071147,7060,7390,14446,3407,2213,5625,1192,2100,3292,180,210,385,233,188,421,5013,4709,9718,1753,2316,4069,4.7,4,4.3,71,63.7,67.3,67.6,61.2,64.4,924,824,1745,216,370,582,2030,2151,4179,641,751,1394,830,494,1323,41,85,128,87,127,222,965,710,1672,6611,6582,13195,1404,1463,2870,3938,4028,7970,3697,3697,7391
507011148,7672,8451,16117,4640,2695,7342,1029,2859,3886,257,310,561,264,280,537,6192,6137,12329,1323,2151,3476,4.2,4.5,4.4,80.7,72.6,76.5,77.3,69.3,73.1,540,494,1036,147,296,439,1412,1968,3373,751,975,1723,1816,1051,2866,112,157,275,106,190,295,2029,1398,3430,8519,8932,17456,1380,1626,3009,5237,5460,10698,3969,4418,8378
507011150,14,7,22,9,5,10,0,0,0,0,0,0,0,0,0,9,4,14,3,0,9,12.5,0,7.7,50,62.5,54.2,43.8,62.5,50,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,4,0,7,4,0,8,10,6,12
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,3781,4042,7824,1973,995,2969,467,1305,1774,144,153,299,93,94,188,2682,2545,5229,946,1330,2272,3.4,3.8,3.6,70.8,63,66.8,68.4,60.6,64.4,123,138,252,50,126,169,410,695,1103,369,448,813,1194,505,1698,39,50,90,56,96,144,1284,647,1933,3971,4128,8096,461,539,996,2750,2901,5653,1444,1552,3000
507011153,3327,3605,6930,1496,990,2493,519,1008,1521,107,137,250,159,120,281,2285,2256,4542,893,1200,2092,7,5.4,6.2,68.8,62.6,65.5,64,59.2,61.5,176,204,381,56,125,183,500,734,1232,249,361,613,810,428,1235,53,85,135,39,73,114,894,580,1479,3250,3449,6699,534,579,1113,2144,2302,4446,1424,1583,2997
507011154,4372,4868,9243,1827,1235,3060,653,1319,1973,138,151,288,191,187,377,2808,2900,5699,1265,1652,2917,6.8,6.4,6.6,64.1,59.5,61.7,59.8,55.7,57.6,185,273,453,79,180,262,543,956,1497,335,498,830,1047,523,1570,65,67,128,71,104,179,1180,693,1877,4079,4420,8494,735,885,1618,2599,2810,5409,1957,2264,4220
507011155,30,7,38,5,0,7,0,0,0,0,0,0,0,0,0,12,6,16,0,0,0,10,0,8.3,34.5,28.6,33.3,31,28.6,30.6,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,6,0,6,4,3,7,3,0,8,0,0,0,9,0,8
507011158,1502,1662,3161,806,542,1350,207,442,651,46,43,91,33,38,79,1090,1076,2165,366,534,903,3.2,3.8,3.5,72.6,64.8,68.5,70.3,62.3,66.1,139,124,267,29,56,88,314,401,710,172,189,359,342,164,503,6,23,30,30,48,72,377,231,604,1305,1403,2715,372,400,776,606,641,1244,999,1102,2100
507011159,4692,4815,9514,2356,1321,3672,639,1360,1994,157,184,339,203,162,368,3355,3018,6372,1149,1599,2750,6.2,5.3,5.8,71.5,62.7,67,67.1,59.3,63.1,223,224,439,70,135,203,631,886,1518,370,491,861,1164,570,1738,85,102,188,72,106,174,1327,781,2105,4591,4638,9232,771,809,1581,3190,3207,6394,1878,1945,3830
507011160,4406,4857,9264,2049,1219,3268,566,1264,1830,145,163,308,160,130,289,2917,2782,5697,1297,1894,3193,5.4,4.8,5.1,66.2,57.3,61.5,62.6,54.5,58.4,111,148,257,59,125,182,478,757,1236,322,497,825,1277,665,1946,59,87,145,63,100,165,1398,852,2255,4302,4626,8923,728,822,1550,2731,2917,5647,2002,2247,4249
507011161,6098,6664,12762,3767,2261,6029,812,2109,2926,245,296,536,201,237,442,5028,4899,9924,901,1580,2487,4.1,4.8,4.4,82.4,73.5,77.8,79.1,70,74.3,398,440,843,111,232,343,1048,1500,2540,564,801,1365,1502,937,2436,95,129,229,81,142,218,1675,1207,2887,6763,7084,13846,1218,1286,2500,4014,4220,8235,3347,3592,6943
507011163,2839,3024,5864,1573,823,2397,341,939,1282,96,110,202,113,103,218,2126,1969,4095,618,954,1563,5.3,5.1,5.2,74.8,65.1,69.8,70.8,61.8,66.2,78,98,172,27,77,103,295,507,801,223,296,515,884,459,1345,46,61,104,44,69,106,967,585,1554,3064,3197,6259,408,420,835,2255,2264,4520,979,1135,2113
507011259,3677,3952,7630,2209,1243,3453,450,1292,1740,140,163,294,122,111,230,2908,2806,5717,664,1024,1689,4.1,4,4,79.1,71,74.9,75.9,68.2,71.9,127,150,279,41,107,149,473,750,1223,325,432,749,1131,588,1721,57,89,141,52,88,132,1233,760,1998,3891,4024,7914,736,765,1503,2434,2508,4945,1835,1978,3815
507011260,1015,1003,2023,496,286,777,163,331,497,27,31,56,38,24,60,725,667,1395,266,326,587,5.4,3.3,4.4,71.5,66.3,68.9,67.7,64.2,65.9,64,40,108,19,48,63,166,191,359,115,124,241,245,119,358,13,24,35,16,22,43,268,164,431,999,980,1978,161,175,341,732,741,1472,391,380,770
507021164,2935,3304,6243,1350,866,2223,488,1051,1533,71,105,175,101,79,181,2012,2098,4106,818,1091,1913,5,3.7,4.3,68.4,63.5,65.8,65,61.2,63,312,312,626,111,209,322,782,973,1754,270,313,588,395,206,598,31,36,64,45,78,125,471,314,782,2951,3227,6173,492,598,1089,2002,2172,4175,1249,1485,2732
507021165,7292,7636,14928,3107,2114,5217,1143,2159,3302,236,267,501,263,191,455,4743,4735,9478,1824,2368,4187,5.5,4.1,4.8,65.1,62,63.5,61.5,59.4,60.4,820,885,1709,203,384,587,1646,2161,3807,674,709,1380,1050,511,1565,69,85,160,88,127,219,1213,728,1944,5944,6323,12266,1476,1650,3120,3457,3655,7103,3661,4007,7668
507021166,5897,6534,12430,2520,1560,4082,960,1949,2907,215,235,453,219,180,406,3912,3934,7844,1685,2262,3947,5.6,4.7,5.1,66.3,60.2,63.1,62.6,57.4,59.9,522,567,1088,158,353,517,1125,1684,2807,538,655,1193,1125,512,1637,62,83,144,93,126,215,1272,717,1995,5886,6286,12175,903,1029,1927,3849,4159,8006,2512,2807,5319
507021167,5,3,13,5,0,5,0,0,0,0,0,0,0,0,0,5,0,7,0,0,3,0,0,0,66.7,66.7,66.7,66.7,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,3,0,5,0,0,0,3,3,6
507031169,6007,6591,12598,3581,2025,5614,832,1982,2816,240,269,512,239,266,505,4892,4551,9445,932,1820,2745,4.8,5.9,5.3,81.4,69.1,75,77.5,65,71,286,341,625,73,185,255,879,1319,2196,559,740,1298,1582,1062,2643,127,158,293,75,159,236,1793,1387,3177,6910,7202,14112,1171,1285,2459,3967,3944,7910,3372,3815,7185
507031170,2885,2975,5863,1116,601,1716,332,668,999,105,99,200,219,158,377,1773,1521,3292,931,1289,2220,12.5,10.5,11.5,61.4,51.1,56.1,53.7,45.7,49.7,42,70,107,8,47,60,165,258,424,167,259,423,758,485,1247,59,82,141,33,75,107,856,641,1495,2907,2930,5835,449,466,922,2012,1946,3957,1163,1279,2446
507031172,20,29,44,14,6,16,0,8,8,0,0,0,0,0,0,16,16,29,4,6,11,0,7.1,3.4,65.2,56,60.4,65.2,52,58.3,0,0,0,0,0,3,0,0,0,0,3,6,5,3,6,0,0,0,0,0,0,4,4,10,17,17,40,3,3,8,11,17,27,5,9,17
507031173,21,13,37,9,0,9,0,0,3,0,0,0,0,0,0,8,3,12,3,3,11,10,0,7.7,47.6,21.4,37.1,42.9,21.4,34.3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,3,0,4,12,5,16,6,0,3,10,0,12,9,9,11
507031174,4328,4474,8801,1743,949,2689,502,1039,1538,184,161,343,280,238,518,2706,2386,5093,1323,1823,3138,10.3,10,10.2,62.5,53.3,57.8,56.1,48,52,52,76,125,28,68,92,225,371,603,244,363,606,1136,702,1839,100,147,245,62,104,166,1298,951,2250,4446,4533,8983,616,600,1214,3021,3007,6029,1717,1850,3570
507031261,4006,3012,7018,1708,980,2688,368,955,1321,98,144,249,86,108,190,2263,2187,4448,1668,754,2425,3.8,4.8,4.3,56.4,72.6,63.4,54.3,69.1,60.6,116,134,250,27,92,122,418,642,1059,254,375,625,955,482,1437,52,77,128,38,65,98,1043,625,1665,3018,3151,6166,542,639,1180,1682,1634,3315,1534,1810,3350
507041175,4399,4990,9385,2083,1273,3356,731,1456,2191,110,136,243,139,115,257,3066,2981,6048,1224,1886,3108,4.6,3.9,4.3,69.7,59.7,64.4,66.5,57.4,61.7,616,498,1112,131,242,377,1373,1622,2999,387,525,915,478,257,730,35,57,92,40,98,137,548,409,961,4375,4826,9205,897,989,1888,2708,3042,5750,2319,2563,4883
507041176,1472,1564,3037,701,375,1074,230,485,719,26,26,53,44,43,85,1010,925,1935,433,608,1043,4.7,4.4,4.5,68.5,59.2,63.7,65.3,56.6,60.8,189,140,324,33,75,105,409,446,856,137,182,318,215,110,330,11,9,21,17,43,67,250,163,414,1534,1629,3160,219,252,471,1052,1090,2145,624,708,1332
507041177,5262,6431,11691,2553,1700,4253,803,1990,2797,166,222,387,169,149,324,3699,4061,7759,1393,2141,3532,4.7,3.7,4.1,70.3,63.2,66.4,67,60.8,63.6,415,451,863,161,351,515,1178,1725,2910,526,707,1239,1072,545,1610,57,86,144,78,131,207,1206,764,1968,5352,6210,11560,906,1069,1973,3527,4070,7594,2388,2870,5261
507041178,5887,6639,12528,2775,1667,4438,965,1894,2861,162,196,356,218,192,410,4116,3951,8066,1599,2532,4139,5.2,4.9,5.1,69.9,59.5,64.4,66.3,56.6,61.1,708,640,1345,210,313,523,1635,1865,3498,562,691,1252,786,436,1228,43,76,116,65,145,217,904,655,1562,6044,6540,12581,1037,1125,2158,3782,4187,7968,2981,3175,6157
507041179,3000,3372,6372,1264,750,2007,439,850,1288,69,68,135,99,89,194,1869,1763,3629,1040,1500,2542,5.3,5.2,5.2,62.3,52.2,57,59,49.5,54,393,303,698,87,139,230,773,903,1674,284,365,648,398,203,597,26,30,60,33,73,106,454,306,760,3199,3497,6696,470,460,934,2213,2472,4681,1295,1357,2650
507041180,4195,4471,8661,2066,1210,3274,686,1425,2110,119,123,241,123,123,243,2985,2879,5862,1163,1549,2713,4.2,4.1,4.1,71.2,64.4,67.7,68.3,61.7,64.9,379,300,680,120,211,332,952,1123,2075,415,532,950,810,351,1164,39,68,114,65,115,178,913,539,1453,4649,4808,9457,442,487,935,3415,3591,7008,1449,1496,2942
507041181,6334,7425,13762,3172,1899,5074,1021,2324,3345,163,200,361,166,178,347,4528,4606,9130,1679,2655,4334,3.8,3.8,3.8,71.5,62,66.3,68.8,59.6,63.8,524,520,1041,205,349,552,1512,1959,3473,611,780,1395,1184,617,1797,65,83,150,105,207,317,1355,914,2263,6681,7634,14313,1011,1232,2235,4459,5064,9525,2867,3397,6257
507041182,5349,6116,11473,2052,1255,3308,860,1577,2434,156,183,338,179,168,347,3247,3183,6426,1599,2294,3895,5.5,5.3,5.4,60.6,52,56.1,57.3,49.3,53,417,358,771,121,203,326,1073,1234,2307,478,581,1062,919,441,1353,65,103,172,72,136,216,1056,677,1741,4756,5172,9925,827,953,1777,3263,3546,6809,2072,2342,4414
507041183,1916,2378,4292,870,601,1470,289,637,923,65,90,156,72,71,147,1300,1397,2693,480,799,1273,5.6,5.1,5.3,67.9,58.5,62.7,64.1,55.5,59.3,90,131,223,42,97,141,322,506,824,169,224,397,397,242,640,27,59,84,18,46,67,440,344,785,1942,2260,4200,338,400,737,1200,1394,2595,917,1097,2011
507041184,2391,2499,4887,1067,571,1644,407,774,1172,44,63,104,79,71,150,1594,1475,3074,764,980,1744,4.8,4.7,4.8,66.7,59.2,62.9,63.5,56.4,59.9,270,221,488,83,100,182,704,730,1431,241,273,506,281,136,417,27,22,49,29,48,76,335,207,539,2551,2612,5158,298,312,612,1878,1940,3814,863,878,1747
507051186,3348,3524,6868,1246,609,1851,381,765,1147,119,114,236,210,171,385,1953,1662,3619,1161,1581,2741,10.9,10.2,10.6,58.4,47.2,52.7,52,42.4,47.1,22,37,64,15,45,65,114,219,336,209,317,524,1015,613,1626,68,79,148,56,77,126,1135,767,1901,3337,3480,6812,454,497,949,2381,2408,4786,1212,1360,2573
507051187,4716,5266,9985,2320,1228,3549,531,1496,2020,238,204,448,249,232,481,3340,3164,6500,1167,1877,3050,7.5,7.4,7.4,70.7,60.1,65.1,65.4,55.6,60.3,70,75,141,40,88,132,234,496,732,395,545,946,1531,979,2512,90,149,239,71,143,210,1690,1272,2967,5172,5518,10682,784,839,1615,3592,3819,7416,1943,2197,4140
507051188,7208,7087,14297,2771,1496,4273,634,1475,2110,253,216,469,336,251,590,4004,3436,7438,2307,3123,5430,8.4,7.3,7.9,55.5,48.5,52,50.8,44.9,47.9,126,140,274,62,119,183,445,655,1099,546,680,1227,2047,1066,3115,102,160,259,89,163,256,2235,1390,3631,5888,6054,11941,1345,1347,2685,3721,3864,7589,3223,3238,6458
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33.3,0,50,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
507051190,4527,5035,9559,1785,1045,2830,510,1236,1746,196,168,357,206,168,384,2694,2616,5313,1610,2132,3742,7.8,6.6,7.2,59.6,52,55.6,54.9,48.6,51.6,111,133,242,46,134,181,378,650,1030,401,560,963,1475,729,2204,77,120,195,89,127,211,1636,978,2609,4571,4834,9404,733,811,1542,3115,3254,6371,1901,2143,4041
507051191,7452,8178,15631,4208,2325,6530,1000,2799,3803,380,324,708,290,303,594,5879,5755,11634,1371,2221,3600,5,5.3,5.1,78.9,70.3,74.4,75,66.6,70.6,155,171,326,84,221,306,586,1216,1804,734,1000,1735,2551,1659,4213,153,201,347,109,203,310,2810,2067,4873,8500,8806,17307,1415,1630,3043,5351,5447,10795,3845,4401,8246
507051192,4569,4971,9540,2098,1106,3206,522,1334,1857,189,168,362,240,205,444,3058,2805,5868,1289,1919,3208,7.9,7.2,7.6,66.9,56.5,61.5,61.6,52.4,56.8,69,83,154,44,100,145,278,529,802,382,513,899,1478,848,2324,85,127,212,76,126,198,1643,1099,2734,4894,5203,10096,609,674,1281,3508,3667,7178,1675,1886,3566
507051193,3845,4275,8119,1749,947,2698,432,1066,1497,141,151,287,214,203,416,2533,2367,4895,1161,1766,2924,8.4,8.5,8.5,65.9,55.3,60.3,60.3,50.5,55.2,56,71,133,34,70,103,193,414,606,246,419,665,1288,779,2068,70,112,185,45,112,152,1406,1003,2408,4107,4433,8543,614,646,1262,2881,3056,5938,1535,1766,3299
