SA2_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
505031107,36,2000,858,410,2408,0.8,2124,2.9
505031255,30,1950,962,350,2216,0.8,2030,2.8
505031256,45,2470,781,300,2259,0.8,2148,2.9
505031257,39,1800,684,330,1862,0.7,1516,2.7
505031258,35,1842,739,340,1987,0.7,1691,2.8
505031303,36,1993,906,400,2322,0.7,2094,2.8
505031304,33,2167,940,450,2511,0.8,2436,3.3
505031305,37,2000,842,450,2440,0.8,2250,3
505031306,37,1800,769,350,2065,0.7,1673,2.6
506011110,33,1517,659,280,1600,0.7,1302,2.5
506011111,46,0,0,927,0,0.2,0,1
506011112,38,1408,640,300,1592,0.8,1368,2.6
506011114,39,1500,671,290,1700,0.7,1351,2.4
506011115,45,2000,790,330,2209,0.7,1910,2.7
506011116,44,2058,852,350,2419,0.7,2174,2.7
506011117,31,1600,764,330,1885,0.8,1737,3
506011307,33,2000,1049,420,2491,0.8,2410,3.2
506011308,31,2026,1089,420,2522,0.8,2440,3.2
506021118,38,1747,885,350,2144,0.8,1665,2.3
506021119,35,2000,994,350,2560,0.8,1969,2.3
506021120,55,0,2124,0,0,0,1874,0
506021121,38,0,0,0,0,0,0,0
506021123,36,2000,1050,351,2464,0.8,1894,2.1
506021309,34,1700,793,340,1897,0.8,1517,2.4
506021310,36,1733,790,350,1954,0.8,1596,2.5
506021311,34,1760,1002,350,2246,0.9,1724,2.1
506031124,33,1733,697,330,1963,0.8,1478,2.4
506031125,40,2000,801,450,2425,0.8,2324,3.1
506031126,57,0,949,450,0,1,1375,1.5
506031127,31,1647,778,350,1888,0.9,1691,2.7
506031128,40,1625,730,340,1899,0.7,1539,2.5
506031129,41,2167,785,400,2443,0.8,2044,2.8
506031130,52,1000,1062,300,7000,0.9,1375,1.5
506031131,39,2100,748,400,2379,0.8,2175,3.1
506041132,34,1597,703,320,1756,0.8,1493,2.7
506041133,35,1959,826,420,2356,0.8,2255,3.1
506041134,37,1500,626,290,1550,0.8,1248,2.5
506041135,34,1950,830,380,2256,0.8,2111,3.1
506041136,36,1560,658,300,1689,0.8,1400,2.7
506041137,38,1625,674,330,1825,0.8,1568,2.7
506051138,36,1800,836,360,2141,0.7,1832,2.7
506051139,38,1733,823,380,2112,0.7,1758,2.5
506051140,47,2037,812,375,2302,0.7,1862,2.5
506051141,44,2100,795,350,2400,0.7,2066,2.8
506061142,31,1914,923,380,2217,0.8,2086,3
506061143,38,2167,851,375,2338,0.8,2214,3
506061144,44,2167,759,320,2232,0.8,1948,2.7
506071145,38,2041,996,353,2556,0.7,1799,2.1
506071146,39,2500,790,341,2720,0.7,2138,2.6
506071147,40,2392,1114,380,3007,0.8,2108,2.2
507011148,33,2000,1017,420,2677,0.8,2452,3
507011150,63,2817,1312,940,2750,1.3,2125,1.4
507011151,0,0,0,0,0,0,0,0
507011152,42,2167,877,400,2510,0.7,2124,2.6
507011153,38,1733,785,310,2123,0.7,1575,2.3
507011154,39,1733,750,320,1864,0.7,1393,2.2
507011155,56,2500,525,0,4250,1.2,524,1.3
507011158,45,2800,1206,465,3265,0.8,2535,2.3
507011159,37,1680,824,360,2089,0.7,1713,2.4
507011160,41,1733,750,350,1937,0.7,1469,2.3
507011161,33,1992,1044,400,2502,0.8,2271,2.8
507011163,36,1733,863,350,2233,0.7,1908,2.6
507011259,33,2000,978,385,2400,0.8,2176,2.8
507011260,45,2167,892,440,2493,0.7,2314,2.8
507021164,44,2600,1048,420,3178,0.8,2270,2.5
507021165,43,2167,1043,395,2822,0.8,1925,2.1
507021166,42,2063,856,350,2387,0.8,1803,2.3
507021167,59,0,1042,381,0,1.1,1062,1.2
507031169,31,1800,920,350,2207,0.8,2065,3
507031170,38,1300,587,275,1521,0.7,1209,2.4
507031172,40,833,524,350,1875,0.7,1187,2.8
507031173,54,2167,474,300,900,0.8,774,1.7
507031174,37,1333,619,270,1543,0.7,1289,2.5
507031261,32,2000,1029,400,2417,0.8,2281,2.9
507041175,42,2700,1104,475,3168,0.7,2429,2.6
507041176,41,2200,836,420,2630,0.8,2281,2.9
507041177,41,2110,972,350,2677,0.7,1838,2.3
507041178,42,2600,943,420,2793,0.7,2143,2.5
507041179,44,2167,754,420,2378,0.8,1873,2.7
507041180,42,2167,893,440,2603,0.7,2326,2.8
507041181,42,2414,979,420,3027,0.7,2285,2.6
507041182,43,2015,730,400,2191,0.7,1819,2.5
507041183,36,1967,810,280,2393,0.8,1641,2.3
507041184,44,2317,754,550,2405,0.7,2326,3
507051186,42,1300,583,300,1480,0.7,1227,2.4
507051187,35,1700,735,350,2112,0.7,1915,2.8
507051188,47,1517,693,300,1645,0.7,1145,2
507051189,67,0,225,0,450,1,399,2
507051190,45,1670,673,300,1846,0.7,1353,2.3
507051191,32,1950,898,365,2470,0.8,2264,3
507051192,38,1600,723,320,1936,0.7,1608,2.6
507051193,37,1517,666,320,1784,0.7,1497,2.6
507051312,30,1842,916,350,2192,0.8,1953,2.8
507051313,31,1911,907,370,2337,0.8,2159,3
507051314,30,1857,874,370,2192,0.8,2117,3
509011225,48,1429,717,306,1743,0.7,1255,2.1
509011226,44,1752,714,250,1899,0.8,1488,2.5
509011227,43,1555,703,340,1709,0.7,1386,2.5
509011228,50,1517,628,300,1491,0.7,1117,2.3
509011229,40,867,955,180,1980,0.8,1485,2.5
509011230,39,1076,720,200,1649,0.8,1359,2.5
509011231,45,1000,845,175,1890,0.7,1377,2.4
509011232,46,1700,719,280,1825,0.8,1495,2.4
509011233,38,1560,688,292,1725,0.8,1382,2.6
509011234,48,1274,623,225,1491,0.8,1178,2.3
509011235,38,0,1125,0,0,0,1125,0
509021236,44,2100,776,320,2258,0.8,2033,2.8
509021237,46,1000,630,169,1758,0.7,1257,2.3
509021238,47,867,741,170,1699,0.7,1208,2.2
509021239,50,1625,690,300,1654,0.7,1325,2.3
509021240,43,932,808,200,1855,0.7,1405,2.3
509021241,43,1000,896,213,2051,0.7,1577,2.4
509021242,47,739,1167,140,1671,0.7,1345,2.1
509021243,43,1387,647,250,1631,0.7,1323,2.4
509021244,53,1582,608,290,1579,0.7,1280,2.3
509021245,55,1300,590,250,1483,0.7,1119,2.2
509031246,49,1083,704,200,1678,0.7,1265,2.3
509031247,44,753,1008,164,1947,0.7,1486,2.4
509031248,44,1700,1048,280,2074,0.7,1671,2.5
509031249,41,1170,718,240,1802,0.7,1298,2.2
509031250,47,1083,770,185,1814,0.7,1350,2.3
510011262,40,2167,1080,350,2623,0.9,2063,2.7
510011263,36,1629,620,100,1036,1,1408,2.8
510011264,35,1530,471,95,785,1.3,1253,3.3
510011265,39,1885,1062,245,2082,1,1750,2.7
510011266,48,1950,651,120,1017,1.2,1310,3
510021267,40,2167,2242,71,752,1.3,1248,3.3
510021268,33,1083,1770,110,3359,0.9,2914,2.7
510021269,37,1872,1865,238,3940,0.9,3238,2.5
510021270,33,1387,1480,250,3024,0.9,2478,2.7
510031271,40,1559,2036,51,3310,0.9,2378,2.7
510031272,34,1950,1597,325,3497,0.9,3111,2.8
510031273,39,2167,1551,160,3285,0.9,2386,2.9
511011274,42,1595,787,270,2017,0.7,1486,2.4
511011275,41,1040,1111,240,2004,0.7,1674,2.4
511021276,49,1300,700,229,1898,0.8,1286,2.3
511021277,52,1900,852,300,2107,0.9,1556,2.4
511031278,36,1310,1020,300,2375,0.8,1982,2.5
511031279,35,1700,1228,300,2924,0.8,2330,2.6
511031280,33,1718,1367,330,3029,0.8,2498,2.6
511031281,55,0,225,0,0,0,0,0
511031282,40,947,1324,200,2199,0.7,1631,2.2
511031283,39,650,1871,70,1205,1,1530,2.8
511031284,0,0,0,0,0,0,0,0
511041285,46,1300,665,230,1638,0.7,1150,2.1
511041286,37,1517,698,223,1897,0.8,1548,2.7
511041287,37,1733,827,310,2199,0.7,1868,2.7
511041288,37,1647,925,300,2274,0.7,1966,2.6
511041289,53,1530,632,260,1598,0.7,1195,2.2
511041290,42,604,1704,134,1351,0.8,1324,2.2
511041291,48,800,877,180,1684,0.7,1336,2.2
511041292,53,1400,661,250,1639,0.8,1294,2.3
597979799,45,1733,2700,0,1375,0.7,1833,1.7
