SA2_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
502011026,8,11,7,18,5,0,61,0,5,4,12,18,9,5,0,54,23,59,52,55,50,55,26,8,329,17,41,53,81,99,93,32,10,424,103,171,209,222,235,176,85,18,1219,35,19,14,9,11,6,3,0,101,5,10,13,22,24,14,10,0,100,143,202,239,253,266,197,97,24,1422,5,0,3,3,7,10,11,0,42,48,54,30,54,53,87,77,18,421,237,372,397,466,500,471,249,59,2753
502011027,105,86,62,32,9,0,339,3,50,80,71,45,40,8,0,282,99,371,461,370,198,125,57,11,1697,80,266,382,339,248,165,66,19,1560,385,863,800,659,532,334,170,48,3785,126,68,59,30,23,12,11,0,330,25,45,64,60,46,42,29,16,329,535,973,924,750,599,390,215,57,4440,11,13,30,7,17,17,14,4,116,109,102,102,111,90,117,110,106,851,836,1824,2085,1735,1261,882,476,195,9289
502011028,27,25,30,19,4,0,132,6,10,16,30,27,26,4,5,114,26,93,103,117,104,101,52,11,611,31,80,96,118,167,171,81,18,753,175,291,254,298,347,281,157,33,1840,60,28,14,10,16,19,4,0,152,14,13,16,25,39,41,31,8,193,249,335,288,338,398,342,195,42,2184,0,3,9,12,14,20,12,3,73,78,69,80,88,100,154,139,115,823,395,606,616,730,850,821,493,196,4696
502011029,11,18,10,14,7,0,72,0,10,23,19,20,11,0,0,88,19,82,98,94,56,60,25,8,444,24,75,112,107,85,69,40,11,520,177,356,352,310,307,182,86,42,1814,72,21,21,20,19,13,0,0,174,8,13,33,33,16,28,20,6,156,262,392,406,356,342,228,103,48,2138,0,5,6,4,3,8,12,0,46,91,73,103,97,89,119,128,68,765,390,654,762,695,606,517,318,133,4081
503011030,111,211,197,88,51,20,735,6,16,33,79,60,29,15,0,241,129,169,266,471,347,192,141,63,1776,12,23,47,102,115,67,76,35,483,40,20,23,51,61,44,24,17,284,17,0,3,4,3,3,0,0,36,5,0,7,16,8,6,24,12,82,60,24,38,66,74,50,54,30,399,6,4,8,11,4,10,7,8,56,17,8,10,30,35,33,39,18,191,234,298,519,966,836,468,386,171,3882
503011031,211,205,141,133,91,30,1036,4,51,58,86,68,45,23,7,341,198,480,412,444,353,316,211,86,2503,19,52,78,100,129,146,120,52,702,66,67,54,64,61,50,32,12,406,10,6,3,0,4,4,5,0,37,0,4,9,25,16,24,18,8,109,77,81,66,92,86,69,56,21,554,3,5,13,14,11,13,20,18,99,65,69,54,62,60,60,91,66,529,390,951,889,1003,843,781,618,288,5757
503011032,144,199,189,124,52,8,840,0,32,34,56,59,46,15,3,237,141,444,379,492,384,296,145,35,2322,17,39,53,88,114,96,70,25,513,26,51,50,51,46,36,14,12,289,8,3,6,9,6,0,0,4,36,4,4,4,19,21,18,18,9,94,41,59,60,74,73,56,40,17,420,4,4,12,10,7,20,11,3,61,23,31,47,31,45,41,53,53,335,242,728,721,950,873,671,391,151,4728
503011033,239,283,196,87,35,15,957,0,20,69,100,84,40,21,4,333,138,255,464,640,432,240,94,23,2277,22,34,73,121,156,98,40,25,576,62,36,69,71,77,51,33,7,397,17,0,5,6,9,0,5,0,38,0,4,6,27,24,16,10,8,96,76,37,83,98,113,64,45,15,530,3,3,7,4,3,7,10,5,43,17,12,23,24,19,33,33,9,176,274,454,952,1266,1008,566,274,89,4890
503011034,262,293,202,130,36,15,1128,3,41,77,74,70,37,18,11,341,177,472,505,581,431,319,159,33,2676,37,81,92,151,143,130,89,19,743,67,89,83,93,88,84,41,23,569,15,4,8,6,3,6,3,0,48,5,3,9,16,17,30,21,3,111,93,101,91,115,112,119,70,25,723,5,8,3,14,18,24,11,5,81,63,58,68,64,66,64,54,52,495,388,931,1105,1288,1049,820,443,157,6190
503011035,619,591,441,366,179,51,2908,13,77,125,168,145,96,56,10,691,747,881,881,944,717,676,340,113,5302,113,93,121,170,204,213,159,66,1135,199,118,88,85,87,76,52,19,721,108,15,5,9,10,11,7,0,158,18,5,10,19,28,33,24,13,154,321,136,107,113,115,122,86,31,1035,21,17,20,13,14,27,30,12,158,183,148,165,96,117,163,185,103,1156,1480,1941,2035,2091,1758,1666,1036,388,12389
503011036,231,314,220,123,55,31,1085,0,42,41,92,73,52,21,3,319,183,359,452,588,394,311,130,41,2461,22,42,79,127,146,132,82,28,665,48,68,63,59,59,45,38,9,395,18,7,3,3,4,3,0,0,44,4,6,11,19,18,27,17,6,106,67,85,80,83,84,74,55,17,541,4,10,7,11,11,12,13,5,72,44,44,34,46,41,57,55,78,396,328,680,928,1262,972,762,408,207,5548
503021037,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5,0,13,6,0,0,3,11,4,7,0,32
503021038,349,273,116,71,12,5,1097,3,104,111,143,89,30,5,0,491,159,808,823,593,317,158,40,19,2915,53,143,195,204,138,77,32,13,853,112,172,172,165,158,72,38,16,902,43,13,7,4,5,6,5,0,86,3,13,15,32,30,27,8,4,134,164,196,201,197,194,106,50,23,1127,0,7,6,21,12,11,11,0,67,63,114,67,54,44,37,24,16,426,454,1638,1757,1485,911,485,170,78,6973
503021039,381,279,209,132,39,3,1473,7,116,161,136,106,92,10,4,633,284,1160,996,721,574,330,97,28,4182,146,245,267,235,246,173,61,20,1391,179,320,258,223,223,145,54,25,1425,62,17,16,14,14,10,6,0,139,14,16,30,36,49,30,12,3,202,262,352,301,275,285,187,73,31,1766,0,16,34,10,20,20,13,6,118,61,122,98,95,92,118,107,71,762,794,2410,2222,1759,1528,1048,401,159,10329
503021040,250,128,104,56,14,0,802,3,84,89,97,72,29,10,0,372,184,709,632,420,281,148,43,9,2429,40,119,143,129,144,80,18,9,685,93,174,148,131,115,61,25,19,776,27,14,8,11,8,7,3,0,74,3,7,10,33,28,16,10,0,113,127,200,172,171,148,83,38,20,960,0,13,6,9,3,9,3,0,46,24,71,67,29,63,67,47,40,410,397,1424,1351,988,820,468,175,79,5705
503021042,628,475,366,289,125,28,2500,10,132,140,160,116,108,45,8,717,365,1201,1004,772,645,521,228,52,4790,54,131,165,214,211,221,163,37,1195,118,170,144,112,132,101,69,20,867,47,6,12,9,12,13,5,7,112,12,18,24,27,56,39,26,14,214,181,195,177,146,197,154,99,36,1193,0,9,22,23,24,23,19,6,131,81,145,142,124,101,165,150,90,1007,736,2361,2276,1924,1660,1487,830,261,11534
503021043,748,437,215,146,42,15,2300,11,148,154,128,92,59,23,4,613,297,1399,1326,829,508,345,146,78,4923,98,272,333,242,232,196,107,58,1546,176,270,231,166,187,143,68,45,1298,50,13,20,11,13,11,7,5,125,12,27,23,38,42,48,21,12,218,239,322,274,211,235,202,98,68,1643,8,32,27,19,18,21,7,5,142,55,164,125,84,75,115,102,127,847,740,3013,2980,1950,1376,1091,531,348,12018
503021295,440,186,146,85,22,6,1552,14,92,68,47,46,21,9,0,296,277,1361,763,359,305,194,46,17,3314,122,294,204,162,194,114,40,10,1140,135,289,185,176,166,105,32,0,1091,25,29,14,9,15,0,0,0,96,12,26,23,28,25,16,9,7,132,171,345,219,213,204,119,33,9,1309,12,27,19,17,7,17,6,5,116,134,404,356,259,215,137,59,17,1590,751,3168,2067,1239,1120,691,224,58,9317
503021296,324,153,87,56,24,0,1216,10,147,115,49,45,22,0,0,391,230,1342,677,290,210,108,34,3,2899,94,341,237,122,114,69,22,0,1006,161,309,212,131,110,61,21,8,1010,41,30,18,0,11,5,4,0,108,6,17,20,25,19,20,4,0,100,205,358,251,158,133,83,27,6,1219,13,30,19,12,8,13,8,0,93,96,321,185,121,110,55,52,23,965,677,3056,1808,905,706,412,169,40,7783
503021297,426,189,132,80,19,3,1605,15,114,83,48,46,25,7,0,338,386,1621,838,337,256,131,68,19,3655,154,350,242,176,142,78,33,15,1183,168,371,215,206,158,57,24,7,1212,51,30,12,8,5,9,4,0,120,5,24,30,26,20,15,3,4,132,227,429,259,234,186,81,35,15,1466,19,42,27,16,8,10,5,3,137,363,655,417,364,270,211,87,48,2419,1195,3931,2284,1368,1051,619,255,102,10801
504011044,234,138,101,45,15,3,676,5,69,105,109,78,33,11,0,412,125,621,603,411,261,155,51,10,2243,55,211,251,247,217,140,60,12,1194,205,422,452,399,364,271,116,37,2254,79,45,33,17,19,15,0,0,209,18,13,37,49,53,34,22,5,229,300,477,525,460,440,315,135,38,2690,4,12,10,6,11,19,13,3,79,91,151,120,105,120,110,83,35,803,596,1671,1840,1477,1223,814,374,109,8102
504011045,476,292,173,79,21,9,1388,11,166,194,167,118,68,21,9,753,251,1284,1256,812,475,265,87,28,4455,114,363,420,403,343,212,88,27,1976,239,588,561,486,426,292,139,52,2782,80,37,28,37,31,26,0,0,242,15,33,55,62,61,53,26,8,319,334,666,647,582,515,374,168,58,3334,11,15,36,17,24,28,23,7,157,104,160,163,137,136,117,145,120,1068,840,2980,3189,2412,1777,1142,539,254,13131
504011046,353,153,80,59,16,3,1063,14,108,93,84,60,42,4,3,401,188,1124,828,408,234,177,44,9,3023,118,310,256,192,152,116,36,7,1185,154,438,311,180,182,127,55,10,1449,68,39,21,16,9,3,5,0,163,11,30,26,25,33,38,10,5,176,228,505,363,224,223,169,69,15,1783,7,22,25,16,17,15,6,6,104,73,186,144,106,70,86,86,55,802,641,2633,2063,1169,836,666,265,92,8368
504011047,283,119,75,41,28,5,897,6,82,84,63,44,33,15,0,323,194,951,827,433,263,188,81,15,2961,138,406,371,306,242,191,110,14,1784,296,637,526,514,481,359,189,48,3050,107,47,27,35,24,17,8,7,269,17,51,57,67,80,56,38,15,373,423,731,618,613,584,435,227,64,3693,14,29,34,19,18,20,12,3,146,128,192,187,143,138,122,122,42,1072,926,2716,2398,1700,1369,1022,596,143,10875
