SA2_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
505011074,3664,9490,249,462,150,265,399,727,0,6,0,0,0,0,0,0,5,9,9,13,0,0,0,0,28,22,0,0,28,22,0,0,4095,10263,253,..,4350,10263
505011075,3573,10100,217,360,114,229,335,593,61,96,15,26,0,6,0,0,3,3,84,131,0,0,6,7,13,18,0,0,19,26,4,3,4011,10850,241,..,4254,10850
505011076,3081,9301,19,43,18,47,31,91,21,41,0,0,0,0,0,0,0,0,24,40,7,13,0,0,6,11,0,0,16,24,0,0,3154,9468,117,..,3271,9468
505011077,3772,9775,284,476,492,1081,778,1554,44,77,358,577,518,855,0,0,9,20,922,1525,0,0,0,0,43,41,21,51,64,94,21,32,5562,12984,470,..,6029,12984
505011078,4116,11312,599,1003,85,132,685,1129,0,0,0,0,0,0,0,0,3,8,3,8,90,130,7,11,5,0,0,0,100,141,0,8,4913,12602,208,..,5118,12602
505011079,3816,10479,252,480,94,155,347,627,0,0,0,0,0,0,0,0,12,20,12,20,0,0,0,0,0,0,0,0,0,0,0,3,4180,11137,245,..,4419,11137
505011080,2637,7600,92,158,20,48,117,212,0,7,0,0,0,0,0,0,3,3,6,10,0,0,0,0,4,0,0,0,4,0,0,0,2766,7825,138,..,2907,7825
505011081,3007,7873,245,449,0,0,245,449,0,0,0,0,0,0,0,0,10,20,10,20,0,0,0,0,0,5,0,0,0,5,0,5,3266,8342,207,..,3474,8342
505011082,2960,8493,253,486,263,585,512,1070,176,204,0,0,0,0,0,0,3,9,180,212,0,0,0,0,0,0,0,0,0,0,0,0,3654,9777,282,..,3936,9777
505011083,3169,8918,247,389,0,5,247,404,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,7,6,4,0,10,12,0,0,3428,9332,154,..,3582,9332
505021084,4346,11009,2194,4072,244,516,2435,4589,20,30,0,0,0,0,0,0,12,21,27,47,0,0,0,0,0,3,0,0,3,7,4,5,6815,15655,476,..,7290,15655
505021085,5884,16360,1777,3699,146,340,1920,4039,179,289,0,0,0,0,0,0,7,19,187,312,0,0,0,0,4,3,0,0,4,3,10,14,8008,20732,709,..,8717,20732
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
505021088,4151,10235,2428,4554,1147,2476,3575,7029,290,394,11,10,8,8,0,0,0,0,309,421,0,0,0,0,0,0,0,0,0,0,0,4,8041,17686,770,..,8813,17686
505021089,6708,19130,641,1198,188,443,828,1644,61,76,0,0,156,216,0,0,4,10,217,296,72,139,28,55,16,33,0,0,113,229,0,8,7880,21310,407,..,8284,21310
505021090,4529,10596,3537,7625,508,1091,4043,8711,63,110,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0,0,0,0,0,0,14,25,8649,19444,704,..,9354,19444
505021091,8,5,0,0,0,0,0,0,0,0,0,0,124,196,0,0,0,0,124,196,0,0,0,0,0,0,0,0,0,0,0,5,133,201,30,..,165,201
505021092,2848,7049,2302,4127,1497,3084,3803,7216,594,885,248,365,346,617,176,319,0,4,1366,2183,0,5,0,0,0,0,0,0,0,5,14,23,8030,16471,1122,..,9154,16471
505021093,3567,9822,1589,2986,170,399,1759,3385,427,707,193,327,0,0,0,0,3,5,627,1038,0,0,0,0,0,0,0,0,0,0,9,11,5961,14257,406,..,6368,14257
505021094,2236,6033,493,918,273,515,762,1429,29,45,111,150,15,25,0,0,3,13,160,233,0,0,0,0,0,0,0,0,0,0,5,7,3163,7705,302,..,3468,7705
505021095,2132,4999,2851,5089,565,1065,3416,6157,630,1033,132,193,8,6,0,0,0,0,769,1235,0,0,0,0,0,0,0,0,0,0,7,5,6314,12398,591,..,6912,12398
505021096,3785,10896,732,1636,296,732,1029,2372,482,750,104,169,81,145,0,0,4,13,666,1083,0,3,0,0,0,0,0,0,0,7,3,4,5491,14358,392,..,5879,14358
505021097,3396,8954,1794,3255,717,1684,2515,4938,1295,2072,77,124,112,173,0,0,3,3,1486,2369,0,0,0,0,0,0,0,0,3,5,6,14,7409,16277,651,..,8059,16277
505021301,3634,10502,468,835,127,156,590,995,117,144,0,0,17,20,0,0,0,9,133,168,0,0,0,0,21,20,0,4,21,23,4,6,4383,11695,240,..,4618,11695
505021302,3516,8573,1795,3387,155,347,1946,3732,299,422,0,0,0,0,0,0,0,0,298,423,0,0,0,0,0,0,0,3,0,3,3,5,5773,12736,466,..,6242,12736
505031098,3639,10708,403,764,37,66,439,833,0,0,0,0,0,0,0,0,6,13,6,13,0,0,0,0,0,0,0,0,0,0,3,8,4079,11560,213,..,4300,11560
505031099,7834,21467,655,999,78,126,729,1128,42,75,4,14,0,0,0,0,8,25,63,105,0,0,0,0,0,0,0,0,3,4,7,6,8633,22703,598,..,9231,22703
505031100,5987,17772,183,369,23,49,210,419,0,0,0,0,0,0,0,0,9,20,9,20,0,0,0,0,0,0,0,10,4,6,3,7,6212,18218,280,..,6489,18218
505031101,4654,12451,396,728,125,212,522,940,5,8,43,87,0,0,0,0,0,0,51,95,0,0,0,0,10,6,0,7,10,15,7,13,5240,13515,360,..,5597,13515
505031102,2614,7202,594,1129,193,399,790,1533,9,15,0,0,0,0,0,0,3,9,21,27,0,0,0,0,16,12,0,0,16,12,6,21,3440,8798,235,..,3676,8798
505031104,3283,9414,316,578,11,24,326,602,15,20,0,0,0,0,0,0,4,18,21,36,0,0,0,0,3,0,0,0,3,0,3,6,3633,10054,192,..,3820,10054
505031105,6745,19097,321,582,71,132,385,714,6,10,74,110,3,7,0,0,8,25,90,150,0,0,0,0,0,0,0,0,0,0,3,10,7231,19975,509,..,7741,19975
505031106,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,..,4,4
505031107,4457,12852,161,293,3,3,170,295,0,0,39,45,0,0,0,0,9,17,45,65,0,0,0,0,0,4,0,0,0,4,0,0,4669,13219,217,..,4885,13219
505031255,4815,13163,54,109,40,82,93,188,4,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,13,4919,13369,344,..,5259,13369
505031256,238,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,3,0,4,7,11,0,3,243,718,33,..,280,718
505031257,1426,3620,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,4,7,0,3,1435,3630,204,..,1637,3630
505031258,3777,10250,84,134,15,27,100,161,0,0,0,0,0,0,0,0,0,11,7,8,0,0,0,0,0,0,0,0,0,0,4,5,3889,10425,428,..,4315,10425
505031303,4135,11743,509,940,29,62,538,997,0,0,0,0,0,0,0,0,6,33,6,33,0,0,0,0,0,0,0,0,4,4,0,4,4687,12777,209,..,4898,12777
505031304,4599,14852,109,269,10,7,114,277,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,4,12,4722,15140,144,..,4860,15140
505031305,4194,12947,277,592,96,214,370,800,0,0,0,0,0,0,0,0,0,0,0,0,13,24,8,8,39,54,0,0,59,87,9,7,4629,13846,191,..,4822,13846
505031306,4927,13036,504,808,3,11,506,813,4,12,0,0,0,0,0,0,10,12,12,22,109,128,13,17,0,0,11,23,136,176,0,3,5577,14050,390,..,5961,14050
506011110,7239,19063,1805,3261,26,35,1826,3293,66,92,28,44,0,0,0,0,8,18,102,159,0,0,0,0,29,31,7,16,32,45,10,19,9209,22584,810,..,10025,22584
506011111,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,4,3
506011112,2097,5455,75,130,5,3,82,134,0,0,0,0,0,0,0,0,7,13,7,13,33,42,5,7,8,3,0,0,44,52,7,10,2239,5673,193,..,2434,5673
506011114,3489,8617,672,1279,12,37,689,1315,73,102,23,44,0,0,0,0,6,10,105,152,45,57,0,6,0,0,0,0,45,62,6,9,4333,10157,370,..,4702,10157
506011115,2801,7572,49,94,0,0,49,94,21,46,0,0,0,0,0,0,7,25,29,65,35,45,133,175,0,0,0,0,172,221,4,11,3059,7972,219,..,3278,7972
506011116,2598,6953,36,47,0,0,36,47,0,0,0,0,0,0,0,0,4,7,4,7,0,0,0,0,0,0,0,4,0,6,0,7,2645,7023,142,..,2787,7023
506011117,3548,10747,214,400,0,0,214,400,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3766,11151,221,..,3983,11151
506011307,3597,11330,52,135,0,6,51,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3654,11479,140,..,3794,11479
506011308,4970,15626,56,124,7,17,64,144,0,0,0,0,0,0,0,0,0,12,0,12,0,3,0,0,0,0,8,22,8,26,3,10,5045,15819,228,..,5271,15819
506021118,4673,11425,662,1162,508,999,1173,2162,190,313,21,40,100,160,73,124,6,15,394,649,15,30,7,8,3,3,4,5,28,45,17,28,6285,14319,713,..,7000,14319
506021119,4826,11749,1448,2823,171,358,1617,3183,536,1063,331,548,64,92,0,0,0,0,932,1700,0,0,0,0,7,10,0,6,9,7,13,23,7393,16663,598,..,7990,16663
506021120,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,..,4,4
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
506021123,3076,7455,798,1652,1204,2466,2001,4122,186,299,344,550,997,1601,658,1188,0,0,2186,3638,0,0,0,0,6,8,7,8,12,11,19,22,7290,15253,970,..,8263,15253
506021309,2659,6805,341,750,367,684,707,1440,124,189,64,94,27,59,0,0,3,7,224,354,6,7,0,0,3,4,3,10,14,19,12,19,3614,8634,431,..,4053,8634
506021310,2117,5339,529,1167,200,452,728,1620,63,98,22,39,45,83,0,0,6,10,131,233,0,0,0,0,0,0,0,0,0,0,3,4,2979,7200,297,..,3271,7200
506021311,2155,5290,624,1106,461,1023,1087,2126,258,433,525,833,345,514,730,1244,4,4,1856,3032,0,0,0,0,0,0,0,0,0,0,10,20,5110,10470,886,..,5991,10470
506031124,5156,13126,1894,4172,428,1032,2321,5211,368,502,100,159,114,136,0,0,4,16,592,811,0,0,0,0,4,7,0,11,8,18,19,33,8106,19196,866,..,8967,19196
506031125,3207,9761,30,86,10,32,43,126,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3252,9890,131,..,3386,9890
506031126,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,10,9,0,..,6,9
506031127,4943,14177,1687,4075,276,593,1958,4661,319,649,44,82,154,308,111,179,8,13,640,1234,22,35,0,0,4,7,21,49,50,96,30,56,7627,20228,777,..,8403,20228
