SA2_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
501021011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8
501021012,1192,110,5,24,0,1331,1973,37,0,0,0,2013,468,72,5,0,0,550,23,17,0,0,0,39,6,3,0,0,0,9,262,23,0,0,0,287,20,10,0,15,0,49,3,0,0,0,0,3,785,129,4,18,0,939,102,65,0,5,0,173,142,22,3,29,4,205,4190,368,18,75,7,4654
501021014,1278,8,0,32,7,1329,1173,0,5,4,0,1180,250,14,0,0,0,259,70,21,0,0,0,88,5,15,0,0,0,27,292,30,0,5,0,330,62,5,0,43,0,113,9,0,0,0,0,11,689,84,0,45,3,823,83,16,0,0,0,99,163,18,0,33,3,216,3385,124,4,126,15,3654
501021015,808,87,14,0,0,905,971,52,11,0,4,1036,340,85,11,0,0,437,48,44,3,0,0,93,16,20,0,0,0,38,202,52,7,0,0,262,30,9,0,0,0,31,4,0,0,0,0,3,631,205,21,0,0,861,21,56,0,0,0,76,105,22,0,3,0,136,2533,428,48,3,6,3016
501021016,631,21,0,13,4,662,580,7,0,0,3,588,78,14,0,0,0,90,15,8,0,0,0,24,0,11,0,0,0,10,94,16,0,5,0,110,24,9,0,9,5,48,3,0,0,0,0,7,217,49,0,18,0,284,34,16,0,0,0,49,74,17,0,7,5,101,1536,105,0,35,15,1692
501021251,577,3,0,0,0,578,1728,3,0,0,4,1728,498,10,0,0,0,510,61,60,24,0,0,140,5,28,37,0,0,71,190,0,0,0,0,190,21,0,0,0,0,21,9,0,0,0,0,10,787,100,61,0,0,947,16,0,0,0,0,18,99,16,12,0,0,122,3202,120,70,0,3,3398
501021252,471,0,0,0,0,469,440,0,0,0,0,440,31,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,62,10,0,0,0,4,11,21,0,0,0,0,21,1004,0,0,0,4,1012
501021253,1430,336,52,81,7,1905,1293,211,47,3,6,1557,446,434,179,4,0,1066,12,61,3,0,0,76,0,39,33,0,0,79,271,172,44,0,0,488,24,22,5,19,0,81,0,6,0,0,0,12,768,735,269,25,7,1804,43,69,16,5,0,141,133,88,48,37,4,312,3674,1442,436,148,22,5721
501021254,466,11,0,0,0,477,669,29,0,0,0,698,249,45,63,0,0,357,100,153,0,0,0,247,11,9,0,0,0,22,151,20,0,0,0,164,12,7,0,0,0,19,4,0,0,0,0,7,527,224,64,0,0,823,20,3,0,0,0,24,99,100,11,23,0,236,1783,368,80,26,5,2259
501031017,1256,4,0,15,8,1284,867,5,0,4,0,880,163,3,3,0,0,170,48,10,0,0,0,53,8,10,0,0,0,18,170,5,5,0,0,173,46,0,0,10,0,57,0,0,0,0,0,5,436,27,7,10,0,478,88,28,0,5,4,120,207,7,0,14,4,224,2857,68,7,42,13,2984
501031018,993,4,0,13,4,1012,856,8,0,9,5,875,104,8,0,0,0,111,20,7,0,0,0,27,5,5,0,0,0,6,165,4,0,4,0,176,23,0,0,0,0,28,4,0,0,0,0,5,316,31,5,4,0,357,68,0,0,0,5,73,136,0,5,6,0,152,2361,43,6,35,18,2470
501031019,703,15,0,5,0,730,675,8,0,0,5,693,218,73,5,0,0,301,81,50,7,0,4,131,6,29,3,0,0,32,141,10,0,0,0,151,35,6,0,0,14,51,5,0,0,0,0,8,479,161,12,0,14,672,40,0,0,0,0,46,121,17,7,4,4,151,2022,200,18,20,30,2286
501031020,1014,8,3,24,3,1048,536,0,0,5,0,544,121,0,0,0,0,119,25,3,0,0,0,27,5,4,10,0,0,16,132,4,9,7,0,147,48,3,0,4,3,58,0,0,0,0,0,0,328,10,18,6,5,376,82,8,0,8,4,102,209,0,4,18,13,241,2172,25,25,57,31,2312
502011021,1147,25,22,52,4,1256,1343,11,9,3,0,1365,221,16,11,3,0,258,0,15,0,0,0,16,0,13,0,0,0,13,129,13,4,8,0,149,8,0,0,7,0,17,0,0,0,6,0,4,367,59,13,17,0,458,28,3,0,3,0,41,78,7,4,5,0,93,2969,108,45,80,4,3209
502011022,1484,66,5,35,0,1593,1324,36,7,3,0,1366,468,35,0,0,0,509,0,10,0,0,0,12,4,3,0,0,0,3,262,25,3,0,0,296,23,0,0,0,0,32,0,0,0,0,0,0,762,82,4,0,0,848,48,10,0,0,0,57,110,8,0,31,0,145,3723,200,13,72,0,4007
502011023,1011,228,0,0,0,1245,1296,62,5,0,0,1361,400,38,11,0,0,442,54,81,0,0,0,128,10,20,0,0,0,27,283,31,0,0,0,315,15,17,0,0,0,34,9,4,0,0,0,9,771,179,9,0,0,963,44,380,3,0,0,435,147,56,0,8,0,214,3268,917,26,8,4,4211
502011024,2809,264,56,0,3,3130,2714,117,25,0,0,2859,776,182,40,3,0,1006,9,19,0,0,0,30,10,52,0,0,0,58,346,51,16,0,0,411,34,34,0,0,0,68,4,6,0,0,0,13,1173,348,60,3,0,1585,75,179,3,0,0,261,169,57,7,0,0,237,6944,969,148,6,3,8074
502011025,749,364,186,59,0,1358,565,177,106,0,0,848,622,492,220,4,0,1341,67,194,4,0,4,266,12,56,22,0,4,98,318,165,40,3,0,523,25,28,10,19,3,82,9,6,0,0,0,20,1049,942,295,25,13,2327,37,48,12,0,0,97,225,131,51,57,6,475,2631,1660,646,144,23,5100
502011026,978,24,0,77,0,1080,904,11,0,4,0,914,293,15,5,5,0,316,0,0,0,0,0,0,0,0,0,0,0,0,145,4,6,3,0,159,15,0,0,16,0,27,0,0,0,0,0,4,460,26,9,18,5,514,33,0,0,3,0,39,128,7,0,21,0,156,2501,67,9,124,5,2703
502011027,1710,81,0,0,8,1794,3640,47,0,0,0,3685,903,55,0,0,0,959,52,0,0,0,0,59,80,3,0,0,0,81,387,18,0,0,0,401,26,12,0,0,0,37,10,4,0,0,0,13,1459,86,3,0,0,1554,55,190,0,0,0,248,216,24,0,0,0,250,7079,439,10,0,6,7531
502011028,1546,149,27,0,0,1726,1308,84,21,0,0,1413,548,101,45,0,0,691,114,65,29,0,0,206,62,3,47,0,0,114,284,45,14,0,0,337,19,9,4,0,0,30,3,5,3,0,0,11,1030,229,135,0,0,1398,44,26,0,0,0,70,193,31,20,0,0,247,4126,514,210,4,6,4854
502011029,1050,53,0,64,5,1168,1538,7,0,11,6,1559,272,19,0,0,0,291,26,35,3,0,0,63,3,13,4,0,0,23,239,15,0,0,3,261,42,3,0,25,0,68,3,0,0,0,0,3,587,95,3,25,3,707,174,51,0,3,0,227,198,23,0,21,3,241,3548,227,4,123,11,3909
503011030,1061,60,43,0,0,1158,718,16,9,0,0,745,150,10,10,0,0,174,0,0,0,0,0,0,0,0,4,0,0,5,60,0,0,0,0,64,4,0,3,0,0,5,0,0,0,0,0,0,216,17,12,0,0,247,27,28,89,0,0,136,49,6,9,0,0,65,2065,128,172,0,0,2359
503011031,783,420,320,0,3,1530,466,246,174,0,0,895,127,181,571,0,0,883,13,15,42,0,0,71,0,10,6,0,0,12,56,84,140,0,0,286,8,3,8,0,0,15,0,0,0,0,0,3,206,297,764,0,0,1264,18,27,80,0,0,127,36,51,90,0,0,180,1519,1039,1430,0,3,3992
503011032,1040,147,124,0,0,1314,614,79,67,0,0,762,203,82,258,0,0,540,5,0,0,0,0,5,0,0,0,0,0,0,109,37,100,0,0,240,0,0,5,0,0,8,0,0,0,0,0,3,321,119,355,0,0,800,28,18,4,0,0,48,50,20,37,0,0,104,2053,381,592,0,3,3025
503011033,1205,22,79,0,0,1307,1065,24,69,0,0,1152,175,20,56,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,78,8,7,0,0,98,7,0,0,0,0,7,0,0,0,0,0,0,260,31,64,0,0,355,36,5,6,0,0,40,30,0,14,0,0,46,2591,80,228,0,0,2902
503011034,1248,145,99,0,0,1488,963,120,101,0,0,1183,213,121,488,0,0,824,11,85,78,0,0,166,9,8,0,0,0,16,98,43,129,0,0,269,13,3,14,0,0,31,4,3,0,0,0,5,342,263,712,0,0,1316,23,35,10,0,0,70,76,29,77,3,0,183,2648,600,992,3,4,4243
503011035,2174,261,268,0,0,2710,1251,161,101,0,0,1511,528,303,497,0,0,1323,5,9,20,0,0,29,0,25,34,0,0,56,168,113,142,0,0,423,22,25,44,0,0,89,0,0,3,0,0,5,731,468,734,0,3,1929,72,22,35,0,0,138,75,26,67,3,0,168,4304,937,1210,4,3,6453
503011036,1156,173,53,0,0,1382,997,78,33,0,0,1110,187,50,60,0,0,299,39,72,0,0,0,108,0,6,5,0,0,16,76,12,17,0,0,106,131,8,0,0,0,140,0,6,0,0,0,6,433,158,87,6,0,679,22,27,71,0,0,119,47,20,24,0,6,99,2659,456,268,6,6,3385
503021037,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,23,0,0,23
503021038,1011,184,53,0,0,1255,1271,322,136,8,0,1743,346,326,227,11,0,911,24,59,13,0,0,91,4,11,0,0,0,15,240,111,69,6,0,429,8,17,3,0,0,23,0,0,3,0,0,9,614,519,316,18,0,1475,45,53,4,0,0,100,54,55,81,6,0,195,3000,1132,594,41,4,4771
503021039,1575,318,141,5,0,2040,1613,386,348,0,4,2349,368,426,895,4,0,1699,3,32,77,0,0,115,4,0,71,0,0,72,223,132,259,0,0,614,14,0,29,0,0,44,5,7,5,0,0,9,617,596,1329,5,0,2555,56,8,49,0,0,111,90,27,127,10,3,253,3950,1344,1993,22,9,7314
503021040,945,152,49,0,0,1141,1019,242,137,0,4,1405,343,176,293,5,0,814,6,39,35,0,0,79,0,16,0,0,0,23,194,63,79,0,0,338,12,12,9,0,0,27,0,4,0,0,0,5,562,308,423,5,0,1294,36,18,11,0,0,64,71,21,41,0,0,138,2632,744,661,9,9,4047
503021042,1599,350,442,0,10,2400,1195,316,375,3,3,1891,453,468,1145,4,0,2069,5,38,245,0,0,293,0,0,33,0,0,39,193,160,294,0,5,642,14,15,31,0,0,53,0,0,9,0,0,11,662,693,1746,8,4,3102,48,23,200,0,0,265,73,33,178,14,3,294,3572,1407,2939,22,17,7957
503021043,1383,356,301,0,0,2035,1362,421,541,0,3,2326,404,425,1391,0,3,2216,6,105,62,0,0,173,0,13,26,0,0,40,157,136,433,0,0,729,8,13,75,0,0,95,0,0,7,0,0,3,574,686,1996,3,6,3265,23,106,32,0,0,169,52,68,142,4,0,265,3404,1627,3011,10,6,8051
503021295,106,96,722,0,0,928,79,94,996,0,0,1167,41,86,2480,0,7,2623,0,15,195,0,0,209,0,0,70,0,0,75,22,31,474,0,0,529,0,5,57,0,3,65,0,3,15,0,0,19,64,136,3300,0,14,3516,0,6,48,0,4,67,4,15,413,40,6,490,270,357,5483,40,25,6171
503021296,344,249,222,0,0,817,283,354,648,0,0,1287,195,402,1599,4,3,2200,6,89,80,0,0,173,5,21,46,0,6,77,146,183,350,3,0,680,12,23,31,0,0,69,3,4,5,0,0,8,360,710,2107,8,11,3197,26,11,24,0,0,63,48,60,218,31,6,365,1064,1388,3213,46,17,5727
503021297,11,13,623,0,0,649,7,19,889,0,0,921,3,33,2881,0,9,2925,0,0,192,0,0,192,0,0,46,0,0,46,3,8,560,0,12,579,4,5,87,0,3,94,0,0,21,0,0,21,12,48,3788,5,18,3859,0,0,73,0,0,81,0,3,443,313,6,774,31,88,5817,318,27,6288
504011044,1630,202,69,0,0,1909,2170,312,75,0,6,2555,588,214,80,0,4,885,125,149,30,0,0,298,35,31,0,0,0,65,327,93,23,0,0,447,15,8,0,0,0,26,6,7,0,0,0,18,1095,501,137,5,4,1738,60,35,9,0,0,100,214,85,15,4,0,323,5174,1137,305,8,10,6632
504011045,2419,257,20,3,0,2699,3573,342,48,0,3,3969,1077,274,124,0,0,1477,170,209,6,0,0,386,15,43,0,0,0,59,592,127,29,0,0,748,53,11,5,0,0,72,5,6,0,0,0,11,1917,667,164,0,0,2748,79,71,0,0,0,149,260,85,19,9,0,370,8244,1425,257,13,7,9942
504011046,658,272,233,0,0,1175,822,649,485,0,0,1954,285,712,1025,0,0,2023,6,155,128,0,0,288,0,17,17,0,0,38,166,240,325,0,0,729,8,33,34,0,3,77,0,4,8,0,0,11,464,1164,1534,0,3,3169,24,17,22,0,0,61,61,116,153,13,3,343,2028,2221,2429,16,7,6697
504011047,2697,317,7,0,0,3023,2651,406,13,0,0,3069,1048,371,24,0,0,1437,59,37,0,0,0,101,17,18,0,0,0,34,612,141,0,0,4,763,89,30,0,0,0,124,11,0,0,0,0,10,1827,598,27,0,10,2464,80,38,0,0,0,121,252,95,4,7,5,359,7509,1454,50,5,13,9037
504011048,1240,134,3,0,0,1383,902,140,6,0,0,1044,163,136,3,0,0,298,3,6,0,0,0,12,0,5,0,0,0,4,97,62,5,0,0,158,10,5,0,0,0,15,0,0,0,0,0,0,279,212,5,0,0,497,29,9,10,0,0,38,54,19,0,0,0,71,2497,517,22,0,0,3034
504021049,330,0,0,0,0,331,546,0,0,0,0,545,45,0,0,0,0,45,4,0,0,0,0,4,0,0,0,0,0,0,38,0,0,0,0,43,9,0,0,0,0,9,0,0,0,0,0,0,97,0,0,0,0,99,11,0,0,0,0,11,58,0,0,0,0,59,1044,3,0,0,4,1050
504021050,1060,3,0,0,0,1071,1274,5,0,6,0,1278,72,5,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,65,7,0,0,3,74,11,0,0,0,0,11,0,0,0,0,0,0,151,9,0,0,3,164,21,3,3,0,0,25,63,0,0,0,0,67,2562,28,4,4,4,2608
504021051,767,15,0,0,0,781,981,6,0,0,0,988,129,16,0,0,0,144,20,62,0,0,0,81,0,0,0,0,0,4,84,7,0,0,0,89,13,0,0,0,0,13,3,0,0,0,0,3,237,87,4,0,0,330,34,0,0,0,0,34,71,4,0,0,0,73,2083,115,6,0,0,2206
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,5
504021053,1781,25,5,9,0,1823,2341,10,5,0,0,2353,195,4,0,0,0,201,0,3,0,0,0,4,5,18,0,0,0,17,181,8,0,0,0,192,17,0,0,0,0,16,0,0,0,0,0,0,398,33,0,9,0,436,41,13,0,0,0,57,127,25,0,6,0,153,4688,104,12,21,5,4819
504021054,1518,130,0,0,0,1649,2101,79,5,0,0,2179,341,80,0,0,0,419,78,117,0,0,0,199,4,25,0,0,0,33,271,40,0,0,0,317,20,20,0,0,0,40,0,14,0,0,0,15,724,299,0,0,0,1028,47,8,5,0,3,58,207,56,0,6,0,272,4590,570,14,4,4,5184
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,1805,61,8,0,0,1871,3021,58,5,0,0,3087,452,55,0,0,0,511,96,123,0,0,0,211,18,3,0,0,0,20,286,18,0,0,0,309,57,0,0,0,0,56,8,6,0,0,0,10,910,206,0,0,3,1122,59,5,0,0,0,60,201,20,0,0,0,220,5999,344,10,3,3,6360
504031057,1431,54,7,23,0,1518,3663,103,18,0,4,3795,735,71,10,0,0,819,104,54,29,0,0,186,12,20,0,0,0,33,376,27,5,0,0,406,57,9,0,6,0,68,4,6,0,0,0,9,1297,175,43,6,4,1516,41,8,3,0,0,56,237,31,11,14,0,286,6666,376,81,36,11,7175
504031058,485,4,0,3,0,491,1027,0,0,0,0,1028,124,0,0,0,0,124,4,0,0,0,0,3,6,0,0,0,0,10,132,0,0,0,0,135,15,0,0,0,0,15,5,0,0,0,0,5,291,0,0,0,0,295,27,0,0,0,0,25,112,0,0,7,0,122,1944,9,0,11,6,1961
504031060,348,0,0,0,0,354,481,0,0,0,0,481,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,31,6,0,0,0,0,10,0,0,0,0,0,0,57,0,3,0,0,64,16,0,0,0,0,16,49,0,0,0,0,54,955,0,7,5,3,967
504031061,548,16,0,23,0,585,1034,40,0,0,8,1086,145,17,0,0,0,163,6,0,9,0,0,15,5,0,0,0,0,3,107,16,0,0,0,128,16,0,0,10,0,28,4,0,0,0,0,4,285,36,9,10,0,340,29,0,0,0,0,36,41,6,0,3,6,60,1936,103,12,32,22,2104
504031062,839,59,10,82,0,991,2276,110,7,0,0,2402,386,54,13,0,0,453,77,100,4,0,4,186,12,12,0,0,0,26,206,36,10,0,0,242,21,5,0,12,0,40,0,0,0,0,0,0,699,205,20,12,5,943,34,5,0,3,0,42,135,48,0,22,0,207,3983,416,48,132,5,4583
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,8,9,4,0,0,0,0,6,3,0,0,0,0,7,11,3,0,0,7,21
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,636,25,11,41,0,708,798,44,3,3,0,851,143,68,17,0,0,228,27,3,0,0,0,33,5,13,0,0,0,16,145,43,0,0,0,196,16,11,0,28,0,51,5,0,0,5,0,5,348,136,18,26,0,530,34,0,4,0,0,34,97,14,0,155,4,270,1905,223,36,227,5,2396
504031066,770,239,19,4,0,1035,916,301,58,3,0,1283,367,736,397,3,6,1507,42,168,21,0,0,227,14,39,4,0,0,59,230,202,33,9,3,478,18,22,0,0,0,40,3,4,0,0,0,4,665,1173,460,9,9,2313,32,13,5,0,0,48,134,168,58,236,31,624,2517,1890,603,257,38,5307
504031067,592,0,0,0,0,595,1389,4,0,0,0,1394,217,4,0,0,0,219,52,0,30,0,0,81,4,0,13,0,0,19,161,0,0,0,0,161,11,0,0,0,0,11,0,0,3,0,0,0,439,3,45,0,0,491,16,0,4,0,0,17,63,0,6,0,0,72,2506,10,50,0,4,2565
504031068,912,25,7,0,0,946,2324,132,7,0,5,2469,341,34,0,0,3,381,26,12,0,0,0,39,3,0,0,0,0,8,117,17,4,0,0,136,16,3,0,0,0,21,7,0,0,0,0,5,511,66,0,0,3,581,40,5,0,0,0,41,101,12,0,0,0,115,3896,241,16,0,8,4158
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,582,30,6,0,0,618,3337,198,8,0,0,3534,650,76,8,0,0,729,16,4,0,0,0,17,4,0,0,0,0,4,223,16,6,0,0,248,35,8,0,0,0,38,0,0,0,0,0,0,921,98,16,0,0,1039,23,20,0,0,0,44,117,23,0,0,0,139,4981,366,28,0,0,5375
