SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11,0,11
501021012,39,56,98,658,843,1500,0,0,0,150,157,310,0,0,0,921,1095,2012,22,32,52,9,15,31,37,51,88,26,26,55,18,16,33,0,3,4,23,28,48,46,61,103,49,67,117,3,9,16,16,16,31,85,123,203,155,179,336,3,6,10,2220,2720,4936,25,21,51,60,61,123,0,0,0,5,0,4,14,19,35,10,24,31,34,36,68,2947,2830,5777,17,12,26,7,12,19,2970,2856,5827,339,348,687,7,4,17,5697,6115,11811
501021014,13,39,50,526,641,1174,0,0,0,49,63,115,0,0,0,1143,1118,2265,45,44,92,11,7,17,20,24,48,22,23,47,9,7,19,0,0,0,14,24,39,7,8,15,64,68,129,4,7,10,24,30,55,79,91,168,159,171,329,3,6,8,2188,2330,4523,9,3,11,22,16,36,0,0,0,0,0,0,0,3,3,8,14,25,11,18,31,2032,1762,3792,14,10,17,4,7,16,2050,1774,3822,406,315,715,12,6,23,4711,4496,9207
501021015,29,48,82,351,494,846,0,0,0,59,65,116,0,0,0,574,722,1297,9,12,21,20,32,51,15,29,52,26,35,61,10,12,19,3,0,3,12,13,26,32,21,52,38,35,71,6,3,13,14,13,29,49,78,126,98,112,210,4,0,4,1304,1681,2984,30,26,55,27,22,49,0,0,0,0,0,0,20,18,40,9,22,32,25,43,71,1679,1575,3252,13,4,18,0,11,9,1698,1585,3284,204,196,405,4,8,17,3323,3608,6930
501021016,6,16,19,283,333,610,0,0,0,17,23,39,0,0,0,448,469,923,3,3,7,0,5,4,7,13,17,0,3,4,4,4,12,0,0,0,7,5,16,9,12,24,22,24,51,3,0,3,3,0,4,40,48,85,40,51,95,0,0,0,891,997,1889,0,4,6,6,3,11,0,0,3,0,0,0,0,0,0,5,7,16,5,4,11,912,855,1767,3,0,11,5,10,8,922,863,1788,202,165,363,4,0,5,2042,2064,4098
501021251,24,40,58,446,585,1030,0,0,0,178,174,351,0,0,0,745,859,1605,8,9,21,16,22,40,27,33,55,20,35,54,14,18,34,7,8,19,25,26,49,54,65,111,71,69,134,9,9,10,16,17,32,45,60,110,189,239,429,24,20,48,1882,2250,4133,36,42,76,69,66,140,3,0,4,0,0,0,6,0,9,17,27,41,21,25,48,2261,2261,4515,13,3,15,0,7,7,2267,2275,4538,228,232,457,3,3,8,4531,4934,9464
501021252,6,10,18,196,244,443,0,0,0,46,42,87,0,0,0,226,294,524,0,0,0,0,7,9,0,0,0,9,9,17,6,4,15,0,0,0,7,3,8,22,19,41,21,25,50,0,0,3,0,8,8,27,33,59,72,72,140,4,4,6,647,760,1410,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,3,9,11,3,9,11,697,632,1329,4,4,12,4,5,8,703,639,1348,56,38,92,0,4,4,1426,1465,2885
501021253,52,83,131,730,1002,1732,0,0,0,58,74,134,0,0,0,1155,1367,2528,13,22,33,31,23,58,14,36,48,14,15,32,16,23,39,0,0,0,27,28,60,25,30,63,63,86,144,13,19,27,14,7,23,127,175,307,164,204,370,7,9,19,2488,3119,5602,70,48,122,52,50,102,0,8,11,3,0,3,21,17,36,29,11,40,50,29,82,2887,2702,5588,21,13,36,14,17,27,2919,2735,5653,499,413,913,14,13,29,6141,6496,12639
501021254,23,32,47,259,301,564,0,0,0,47,45,91,0,0,0,301,371,671,4,4,10,7,7,17,14,23,38,8,17,21,9,4,10,3,0,4,12,20,28,11,26,38,19,24,42,4,11,21,8,10,13,24,43,73,71,92,161,4,8,11,802,999,1808,9,13,22,24,19,43,0,0,0,0,0,0,0,0,0,8,15,29,8,15,29,1324,1233,2562,18,11,25,8,3,12,1348,1248,2594,246,225,473,4,0,10,2467,2558,5023
501031017,23,39,57,499,580,1075,0,0,0,63,59,115,0,6,9,419,471,884,4,11,13,11,3,11,3,14,19,9,4,12,6,13,22,0,0,0,10,8,17,5,8,17,36,40,70,5,0,8,22,21,45,70,87,157,112,131,247,0,0,5,1276,1450,2728,0,0,0,4,3,7,0,0,5,0,0,0,0,0,0,13,17,32,14,25,35,1739,1611,3351,12,12,23,11,11,18,1765,1635,3396,398,324,722,0,3,4,3483,3483,6967
501031018,11,17,33,373,491,863,0,0,0,27,21,46,0,0,0,425,496,922,3,8,8,0,0,5,21,31,60,0,0,0,8,6,14,0,0,0,24,38,67,15,15,23,26,35,62,4,5,6,19,23,45,49,55,106,96,110,208,0,0,3,1092,1343,2436,4,3,6,20,18,37,6,0,5,0,6,6,0,0,5,11,23,34,12,23,38,1534,1400,2937,5,4,13,0,7,12,1545,1412,2956,234,194,430,7,20,31,2930,3036,5964
501031019,5,19,23,279,317,597,0,0,0,43,48,91,0,0,0,404,479,880,0,0,6,23,25,51,15,34,45,6,5,9,3,3,12,0,0,0,14,6,13,13,20,32,23,27,48,4,5,4,24,33,59,56,64,124,52,53,102,4,5,8,964,1115,2078,5,4,8,47,27,73,0,0,0,0,0,0,0,0,3,3,19,23,4,19,27,1373,1256,2631,3,0,8,3,8,11,1378,1264,2648,219,212,427,18,3,19,2644,2656,5298
501031020,23,31,53,313,353,661,0,0,0,38,34,62,0,0,0,368,389,754,0,0,0,17,9,23,9,10,19,8,0,10,6,3,5,0,0,0,16,9,28,0,6,9,37,30,61,6,3,7,10,17,19,59,71,126,50,46,104,0,5,0,926,982,1909,3,0,7,9,8,15,0,3,11,0,0,0,4,0,4,9,16,25,14,16,28,1339,1208,2544,8,11,16,10,4,14,1355,1228,2582,383,339,720,14,18,38,2728,2623,5354
502011021,19,35,56,565,650,1219,0,0,0,60,72,127,0,0,0,615,708,1325,3,7,11,16,24,36,48,44,92,14,12,23,4,22,25,0,0,0,22,19,38,25,26,50,53,45,104,0,5,5,5,8,9,57,80,139,90,108,197,0,3,3,1572,1831,3404,14,10,27,8,10,20,0,5,7,0,0,0,0,0,0,6,15,19,6,15,19,2042,1953,3996,6,8,15,4,14,25,2058,1979,4033,163,179,342,3,5,5,3844,4068,7918
502011022,26,64,87,705,832,1534,0,0,0,64,73,138,0,0,0,722,849,1569,4,9,15,28,29,52,23,37,55,5,5,11,6,6,14,0,0,0,16,20,35,24,45,63,63,57,125,4,11,16,3,8,15,76,121,195,102,134,242,3,5,8,1849,2239,4089,0,4,7,9,12,23,5,4,13,0,0,0,4,3,10,8,15,25,8,21,34,2213,2168,4376,13,8,22,4,16,16,2231,2184,4417,199,191,389,8,11,18,4335,4731,9064
502011023,41,85,122,590,852,1440,0,0,0,95,116,211,0,0,0,570,680,1244,9,15,27,12,14,26,36,60,99,19,22,46,16,11,30,0,0,0,22,38,61,38,59,97,58,83,142,10,16,25,8,16,20,78,116,195,161,183,344,4,6,11,1718,2291,4009,17,16,33,14,10,24,3,3,3,0,0,0,8,10,12,25,50,74,30,59,90,2224,2263,4487,17,15,28,4,15,22,2248,2287,4536,363,446,812,3,3,8,4439,5198,9632
502011024,55,116,169,1450,1895,3346,0,0,0,173,186,359,3,4,14,1370,1678,3046,8,13,26,21,29,48,53,82,128,20,18,37,28,43,75,0,0,8,35,50,82,87,101,186,166,165,328,12,20,27,4,11,18,152,250,402,244,312,556,6,7,16,3822,4871,8700,29,43,64,29,36,67,5,7,10,0,0,0,11,13,20,15,41,51,25,47,79,4281,4301,8586,26,25,47,17,44,60,4323,4368,8688,405,428,831,9,12,26,8699,9927,18626
502011025,42,75,118,602,806,1410,0,0,0,63,95,162,0,0,0,639,772,1407,11,10,20,16,10,27,22,30,55,15,20,42,9,17,25,0,3,3,21,34,52,48,57,106,60,80,137,9,15,26,3,5,13,80,124,205,116,161,280,0,3,3,1716,2247,3960,51,55,105,38,42,80,3,5,8,0,0,0,34,28,59,13,38,54,44,67,109,2152,2136,4291,15,13,21,5,15,27,2174,2162,4337,618,639,1257,3,3,3,4690,5288,9982
502011026,19,37,52,470,563,1028,0,0,0,62,77,140,0,0,0,393,480,870,4,5,11,10,14,17,9,15,28,6,4,8,5,12,17,0,0,0,8,17,26,25,31,52,43,36,81,8,0,7,0,4,3,60,88,145,54,61,114,3,0,3,1160,1404,2563,3,4,5,6,9,19,3,0,3,0,3,0,0,0,0,7,16,22,11,15,23,1584,1438,3018,7,11,16,3,12,15,1591,1456,3047,233,212,443,6,9,9,3029,3147,6174
502011027,43,129,166,1175,1659,2829,0,0,0,236,294,527,0,0,0,1413,1736,3150,23,31,54,24,38,59,80,99,181,49,55,103,21,33,59,3,3,9,62,55,115,144,176,322,118,138,257,11,19,29,17,20,37,127,181,309,379,437,821,11,20,36,3894,5001,8896,116,109,227,47,55,98,3,0,7,0,0,0,23,17,41,35,56,95,59,75,133,4856,4805,9663,24,21,45,14,35,50,4891,4861,9755,486,559,1040,14,10,20,9557,10795,20350
502011028,32,68,104,775,1032,1812,0,0,0,100,130,222,0,0,0,811,1045,1857,7,11,19,8,10,23,41,54,99,23,23,42,12,14,27,0,0,0,20,33,53,46,75,116,83,127,207,15,18,28,10,13,20,75,113,191,134,163,304,3,4,11,2168,2862,5035,14,25,37,20,20,39,0,0,0,0,0,0,17,6,23,28,29,59,45,41,84,2372,2317,4689,13,10,27,14,21,30,2395,2347,4744,357,408,769,8,5,10,5046,5783,10826
502011029,20,41,63,678,837,1519,0,0,0,67,85,147,0,0,6,653,758,1407,6,3,12,4,4,5,63,70,132,7,12,20,14,11,25,0,0,0,21,30,52,34,33,71,77,75,146,6,6,14,3,3,10,88,143,237,132,122,252,3,3,6,1848,2218,4067,8,8,17,9,9,14,0,0,0,0,0,0,0,0,0,11,21,30,7,21,26,2476,2373,4850,10,10,16,10,15,28,2502,2400,4897,373,407,781,0,7,3,4767,5099,9870
503011030,26,49,74,517,613,1130,0,0,0,18,30,48,0,0,0,793,836,1626,5,7,12,91,123,217,0,0,0,0,0,0,15,17,29,8,5,14,18,12,32,11,19,28,43,37,83,0,0,4,0,0,0,66,115,180,43,75,121,0,0,0,1631,1892,3529,31,36,67,15,11,25,18,13,38,0,0,0,7,4,8,12,11,22,13,15,28,1375,1234,2606,10,6,17,3,4,9,1385,1247,2633,113,121,232,14,12,24,3252,3394,6646
503011031,47,80,128,690,902,1595,0,0,0,37,43,84,0,0,0,679,883,1568,9,13,22,40,71,105,0,6,4,0,0,0,5,12,21,3,4,9,17,25,41,14,24,40,48,83,132,0,0,0,0,4,10,105,169,274,92,90,179,8,0,8,1760,2330,4096,47,45,90,35,39,74,24,32,52,0,0,0,10,3,6,27,27,53,29,32,62,1948,1907,3855,22,11,34,11,12,25,1982,1932,3907,273,310,576,19,13,35,4211,4813,9027
503011032,16,27,45,632,717,1349,0,0,0,9,19,31,0,0,0,641,759,1399,5,0,5,44,51,93,0,0,0,0,0,0,3,6,12,0,0,4,4,19,26,8,15,26,35,63,97,0,0,0,0,0,0,71,108,178,43,59,102,4,0,5,1512,1813,3325,15,9,32,3,5,14,18,5,24,0,0,0,3,0,8,13,9,16,13,11,26,1849,1712,3560,18,9,29,3,9,12,1865,1735,3606,178,178,355,25,24,48,3655,3819,7470
503011033,56,70,125,517,611,1122,0,0,0,38,38,78,0,0,0,967,1089,2054,18,26,41,96,92,189,6,9,15,0,0,0,16,9,19,5,3,6,17,17,32,20,24,40,44,52,93,5,4,6,3,8,5,82,121,200,74,104,183,0,0,4,1899,2190,4091,32,43,75,16,31,46,10,3,17,0,0,0,7,0,9,13,11,22,19,15,30,1940,1803,3746,12,12,25,0,7,8,1961,1824,3781,132,124,255,10,4,13,4136,4297,8432
503011034,107,136,241,790,1040,1834,0,0,0,26,41,68,0,0,0,812,1085,1898,7,16,20,68,54,125,5,3,9,0,0,6,17,15,30,0,0,3,8,13,29,22,21,45,76,97,171,5,0,5,0,3,7,84,127,214,65,91,159,3,4,6,1994,2620,4610,41,62,103,53,59,117,24,17,37,0,0,0,4,4,6,35,35,66,37,39,76,2243,2328,4574,21,23,49,9,11,15,2275,2364,4636,292,360,655,23,21,39,4846,5671,10517
503011035,194,285,480,1227,1513,2736,0,0,3,99,115,212,0,0,0,1552,1845,3393,27,26,53,116,135,250,14,22,34,0,4,3,20,34,53,7,7,17,45,64,110,37,47,86,116,117,238,7,6,5,3,9,13,264,336,603,250,279,528,8,11,21,3788,4572,8358,240,232,477,230,230,461,58,54,117,0,0,0,34,26,62,52,45,91,86,68,158,4311,3982,8293,58,39,93,6,16,18,4373,4033,8408,775,806,1583,47,42,83,9791,10331,20119
503011036,39,75,119,732,862,1592,0,0,0,35,29,65,0,0,0,929,1095,2026,26,23,52,63,65,127,6,5,7,0,0,0,15,11,22,9,10,20,11,23,36,23,24,47,60,66,128,0,3,5,0,0,0,132,153,287,75,93,162,0,8,11,2117,2474,4589,38,32,67,18,19,30,23,20,46,3,0,3,7,5,11,18,16,29,23,20,40,2181,1793,3976,14,10,24,6,13,16,2203,1817,4017,263,223,493,16,8,30,4739,4688,9431
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,6,6,11,9,3,12,0,0,0,26,19,45
503021038,103,132,236,356,465,822,0,0,0,38,61,97,0,0,0,1237,1480,2713,9,8,16,155,162,318,12,16,23,0,4,4,9,3,16,3,0,6,12,12,23,22,24,48,36,41,78,0,6,6,0,0,4,46,88,139,105,125,233,0,3,7,2037,2504,4539,54,47,104,38,51,89,34,40,78,0,0,0,6,0,7,18,28,47,22,33,51,2962,2893,5856,29,19,51,9,10,19,3002,2923,5923,266,252,527,10,11,23,5565,6003,11568
503021039,134,191,330,637,828,1467,0,0,0,68,57,128,0,0,0,1709,1999,3706,5,11,17,190,205,401,11,21,31,7,3,11,16,19,34,0,0,5,34,32,62,31,46,76,42,49,95,3,4,12,8,18,30,100,142,238,150,183,335,3,0,6,3010,3634,6647,114,104,219,104,74,179,72,67,136,0,0,0,9,7,19,32,35,70,40,46,91,4019,4001,8021,51,58,111,15,20,43,4087,4084,8168,452,384,834,16,21,37,8037,8611,16648
503021040,92,131,223,284,355,637,0,0,0,23,22,41,0,0,0,1103,1186,2290,4,3,12,168,219,381,11,13,27,4,4,3,14,23,34,0,0,0,13,13,28,12,14,30,25,31,59,0,5,9,0,3,7,39,54,94,52,79,134,0,0,0,1748,2024,3776,32,34,64,39,27,61,39,53,90,0,0,0,0,3,0,18,9,24,16,14,28,2375,2304,4676,28,16,51,10,11,23,2414,2336,4748,235,195,432,13,8,24,4626,4815,9445
503021042,171,252,415,882,1122,2002,0,0,0,56,68,125,0,0,0,1264,1644,2906,55,62,114,101,151,252,13,22,38,0,0,0,23,34,57,0,0,0,34,47,79,16,40,61,82,118,194,9,3,10,3,0,7,133,221,353,141,220,364,3,4,9,2818,3764,6581,117,117,234,104,102,204,35,42,75,0,3,3,7,8,15,39,45,74,41,54,97,4308,4155,8454,45,49,96,9,19,28,4368,4218,8581,654,606,1260,35,25,57,8332,9173,17506
503021043,777,871,1654,708,919,1626,0,0,0,50,54,103,0,0,0,1540,2023,3562,30,42,76,129,173,297,15,16,30,7,0,6,15,17,38,14,10,22,37,46,85,37,68,110,76,108,182,12,17,27,12,3,17,117,152,269,162,242,405,3,4,12,2973,3902,6875,458,459,915,107,99,212,32,36,69,0,0,0,34,33,63,47,53,104,84,86,164,4139,3909,8045,48,33,81,8,34,47,4198,3974,8174,460,451,908,22,28,53,9107,9902,19010
503021295,253,345,595,404,350,750,0,0,0,57,56,121,0,0,0,1032,1009,2043,9,6,11,67,87,154,9,9,20,6,0,10,9,8,26,7,0,8,38,43,79,47,50,99,71,56,124,0,0,3,12,8,20,53,60,116,162,220,375,0,0,5,1991,1969,3959,274,278,544,257,248,508,25,17,42,0,0,0,12,16,33,38,40,75,49,64,106,2809,2248,5062,40,19,56,12,16,23,2862,2280,5144,1048,691,1740,160,92,250,6914,5971,12882
503021296,152,235,387,236,236,479,0,0,0,32,36,71,0,0,0,789,838,1631,5,4,6,79,88,163,12,10,24,3,0,3,9,9,17,9,5,8,22,36,52,31,39,67,32,42,72,4,0,4,8,0,6,39,60,99,153,215,369,4,0,3,1454,1618,3078,156,130,287,128,79,207,30,32,66,0,0,0,8,12,15,30,40,74,39,49,95,3040,2711,5760,51,36,87,18,13,31,3112,2761,5872,618,435,1054,52,34,86,5748,5384,11132
